ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
410;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2017;5.6;41.3;2.3;26.5;24.8;45.1;26.2;20.6;1.8;8.4;5.9;8.0;3.5;6.4;2.6;0.6;2.7;6.0;0.5;1.0;28.7;2.1;0.0;11.9;;;;;;;;;;;;;;;;;;13.5;16.5;58.0;5.9;32.8;1.7;20.5;8.5;0.1;5.7;0.6;0.2;0.8;0.3;12.6;;;;;;;;;;
411;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2018;5.5;43.9;2.4;25.3;23.4;44.8;29.8;17.9;2.0;6.8;5.2;6.9;5.1;5.5;2.0;0.7;2.9;5.9;0.8;1.2;34.8;1.9;0.0;11.0;;;;;;;;;;;;;;;;;;11.6;15.6;63.2;4.8;30.7;1.7;21.2;7.4;0.1;5.5;1.6;0.4;1.4;0.5;15.1;;;;;;;;;;
412;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2019;5.7;44.1;2.4;25.6;23.5;46.2;28.1;17.9;2.1;7.8;6.5;7.3;3.7;6.0;1.8;0.5;2.9;5.6;0.5;1.0;32.7;2.1;0.0;11.8;;;;;;;;;;;;;;;;;;12.9;17.0;59.1;5.7;28.1;1.3;19.9;8.8;0.2;5.8;0.9;0.6;1.3;0.5;17.8;;;;;;;;;;
413;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2020;5.4;39.0;2.5;28.0;24.5;37.6;33.9;20.5;2.0;8.0;6.9;6.5;4.7;5.9;2.0;0.6;2.9;5.1;0.5;1.1;27.2;2.2;0.0;15.9;;;;;;;;;;;;;;;;;;12.8;14.7;60.8;6.2;23.7;1.1;22.6;7.4;0.1;6.0;0.7;0.2;0.8;0.6;21.2;;;;;;;;;;
414;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2021;5.9;38.2;2.7;31.3;28.8;37.9;30.5;22.6;2.6;8.6;6.1;6.9;4.8;7.0;2.1;0.5;2.0;5.6;0.3;1.4;20.8;2.2;0.0;20.4;;;;;;;;;;;;;;;;;;13.6;15.3;58.0;7.1;27.1;1.4;22.8;7.8;0.2;4.2;0.7;0.3;2.2;0.1;16.9;;;;;;;;;;
415;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2022;6.0;50.5;2.4;24.6;20.8;41.8;35.6;15.8;1.7;;;;;;;;;;;;;;;;51.5;1.2;5.4;1.2;5.3;3.9;5.2;3.3;3.0;1.2;0.1;0.7;9.6;;;;;9.1;12.1;67.4;6.9;;;;;;;;;;;;20.7;7.2;3.8;1.3;15.8;4.1;3.8;3.2;9.9;12.0
416;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2023;5.6;43.1;2.5;27.0;24.3;46.5;27.8;17.7;2.4;;;;;;;;;;;;;;;;40.2;1.6;6.3;1.7;5.9;5.2;6.7;3.3;4.2;1.3;0.5;1.3;11.8;;;;;10.3;13.5;65.2;5.9;;;;;;;;;;;;21.4;7.5;2.6;2.0;19.7;2.3;3.4;3.2;6.0;13.4
417;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2024;5.5;43.6;3.0;26.5;22.7;50.4;25.8;16.3;2.2;;;;;;;;;;;;;;;;41.2;1.7;5.9;1.8;5.8;4.8;6.5;3.4;4.3;1.7;0.3;1.3;11.4;;;;;10.3;12.7;65.8;6.2;;;;;;;;;;;;16.7;5.3;3.2;1.5;20.9;3.9;5.3;4.9;5.6;14.1
418;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2014;5.5;42.0;2.4;27.2;27.6;51.9;31.2;20.7;3.4;11.7;7.1;9.0;6.5;8.3;4.2;1.5;4.0;9.8;1.1;2.5;33.8;3.3;;13.9;;;;;;;;;;;;;;;;;;15.7;19.5;64.1;7.6;40.1;5.2;23.5;11.5;1.5;12.4;2.9;1.8;3.2;1.5;20.3;;;;;;;;;;
419;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2015;6.2;44.2;2.6;28.3;25.9;49.8;32.5;22.1;2.4;10.3;8.2;10.9;6.4;7.8;2.3;1.1;4.1;7.2;1.3;2.7;36.5;4.4;;12.7;;;;;;;;;;;;;;;;;;15.5;16.8;66.7;7.4;34.7;4.9;24.2;15.3;1.6;8.7;3.5;1.2;4.7;1.9;23.2;;;;;;;;;;
420;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2016;6.3;43.6;2.8;29.9;28.6;49.4;30.9;23.2;3.2;10.6;8.4;9.8;6.8;8.4;3.7;1.7;3.9;8.8;1.4;2.3;32.2;2.9;;14.5;;;;;;;;;;;;;;;;;;14.8;18.7;65.0;7.8;37.6;4.3;27.1;8.5;1.4;10.7;3.0;1.8;3.2;2.6;22.3;;;;;;;;;;
421;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2017;6.6;44.0;2.7;30.6;30.1;49.3;30.1;24.1;3.2;10.9;8.1;10.4;5.2;8.7;4.1;1.4;4.3;8.1;1.3;2.0;32.7;3.5;;14.8;;;;;;;;;;;;;;;;;;16.5;19.8;62.2;8.0;40.0;4.1;26.8;13.1;1.3;9.7;2.2;1.5;2.7;1.7;18.0;;;;;;;;;;
422;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2018;6.3;46.2;2.7;28.7;27.8;48.5;33.2;20.8;3.3;8.7;6.9;8.8;6.7;7.1;3.1;1.3;4.1;7.7;1.5;2.1;38.2;2.9;;13.3;;;;;;;;;;;;;;;;;;13.9;18.2;66.5;6.5;36.8;3.7;26.8;11.1;0.8;8.7;3.6;1.6;3.4;1.8;19.9;;;;;;;;;;
423;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2019;6.5;46.5;2.8;29.3;28.2;50.0;31.6;21.0;3.4;9.9;8.5;9.3;5.2;7.9;2.9;1.1;4.3;7.4;1.1;1.8;36.1;3.2;;14.3;;;;;;;;;;;;;;;;;;15.5;19.9;62.7;7.6;34.0;3.3;25.4;12.8;1.3;9.2;2.4;2.2;3.2;1.8;23.0;;;;;;;;;;
424;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2020;6.2;41.4;3.0;32.0;29.0;41.5;37.7;23.8;3.3;10.2;9.0;8.6;6.5;7.8;3.2;1.3;4.4;6.9;1.1;2.1;30.7;3.4;;18.8;;;;;;;;;;;;;;;;;;15.5;17.5;64.5;8.3;29.8;2.9;28.9;11.5;1.5;9.7;2.4;1.6;2.5;2.2;27.4;;;;;;;;;;
425;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2021;6.9;40.7;3.2;35.9;34.4;42.0;34.5;26.2;4.1;11.1;8.3;9.2;6.7;9.2;3.3;1.2;3.3;7.6;0.9;2.5;24.2;3.5;;23.8;;;;;;;;;;;;;;;;;;16.6;18.4;62.0;9.4;33.8;3.7;29.5;12.3;1.8;7.6;2.4;1.6;4.9;1.2;22.8;;;;;;;;;;
426;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2022;6.9;52.9;2.8;27.9;24.5;45.2;38.9;18.4;2.7;;;;;;;;;;;;;;;;54.8;2.0;7.0;2.0;7.0;5.5;6.9;4.6;4.3;2.0;0.4;1.4;11.6;;;;;11.2;14.4;70.5;8.7;;;;;;;;;;;;26.7;11.5;7.2;3.7;21.6;7.5;7.0;6.1;14.4;16.9
427;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2023;6.5;45.5;3.0;30.9;29.2;50.3;31.3;20.6;3.6;;;;;;;;;;;;;;;;43.8;2.6;8.3;2.8;7.8;7.1;8.7;4.7;5.9;2.3;1.1;2.3;14.3;;;;;12.7;16.2;68.7;7.8;;;;;;;;;;;;27.8;12.2;5.3;4.8;26.2;4.7;6.5;6.6;9.9;19.0
428;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2024;6.3;45.9;3.5;30.5;27.1;54.1;29.1;19.1;3.4;;;;;;;;;;;;;;;;44.8;2.8;7.7;2.8;7.6;6.6;8.5;4.9;6.0;2.8;0.9;2.3;13.8;;;;;12.7;15.2;69.2;8.2;;;;;;;;;;;;22.4;9.1;6.4;3.9;27.4;7.2;8.8;8.8;9.5;19.6
429;Mannen;65 tot 75 jaar;Waarde;2014;2.3;16.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;Mannen;65 tot 75 jaar;Waarde;2015;2.1;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;Mannen;65 tot 75 jaar;Waarde;2016;1.9;19.8;2.3;14.8;13.1;48.9;29.6;21.5;0.0;10.9;1.2;17.5;8.2;0.9;1.8;0.0;4.5;11.2;0.8;2.4;21.4;0.0;0.0;19.0;;;;;;;;;;;;;;;;;;4.1;13.3;77.8;4.8;;;;;;;;;;;;;;;;;;;;;
432;Mannen;65 tot 75 jaar;Waarde;2017;2.7;23.5;2.9;18.7;14.1;56.0;29.6;13.8;0.7;4.9;8.2;10.0;6.9;6.9;2.5;0.0;1.7;4.1;0.6;1.9;38.6;2.3;0.0;12.2;;;;;;;;;;;;;;;;;;6.9;22.2;66.2;4.7;;;;;;;;;;;;;;;;;;;;;
433;Mannen;65 tot 75 jaar;Waarde;2018;4.7;27.4;3.4;31.4;22.4;45.7;27.5;25.9;0.8;4.7;8.5;9.3;8.6;4.3;2.8;0.9;4.7;7.2;0.5;2.2;28.0;3.1;0.0;16.0;;;;;;;;;;;;;;;;;;9.4;10.9;70.7;9.1;;;;;;;;;;;;;;;;;;;;;
434;Mannen;65 tot 75 jaar;Waarde;2019;5.4;29.2;3.2;32.8;30.3;42.7;27.5;27.5;2.3;9.5;9.3;12.8;7.0;5.2;1.5;0.3;3.8;5.6;0.6;1.8;27.6;0.5;0.0;14.8;;;;;;;;;;;;;;;;;;10.5;11.0;69.0;9.5;;;;;;;;;;;;;;;;;;;;;
435;Mannen;65 tot 75 jaar;Waarde;2020;4.7;26.4;3.9;35.2;36.6;36.0;31.4;29.3;3.3;10.8;5.2;12.6;6.9;3.5;1.8;1.1;3.9;6.6;0.8;2.5;24.2;2.3;0.0;18.4;;;;;;;;;;;;;;;;;;12.3;13.4;69.5;4.9;;;;;;;;;;;;;;;;;;;;;
436;Mannen;65 tot 75 jaar;Waarde;2021;4.9;25.5;3.5;37.2;37.1;35.6;37.4;21.9;5.1;7.0;8.5;9.6;5.1;7.0;2.9;0.5;3.7;6.8;0.0;1.8;18.9;2.9;0.0;25.9;;;;;;;;;;;;;;;;;;13.4;15.5;62.6;8.6;;;;;;;;;;;;;;;;;;;;;
437;Mannen;65 tot 75 jaar;Waarde;2022;4.6;36.7;3.1;25.2;24.2;46.6;32.3;18.1;3.0;;;;;;;;;;;;;;;;47.8;0.4;3.9;1.1;6.3;4.5;7.7;5.2;3.5;3.2;0.2;1.2;14.9;;;;;5.9;9.4;78.4;6.3;;;;;;;;;;;;16.2;9.7;2.4;0.3;26.3;4.0;1.3;9.2;11.3;19.2
438;Mannen;65 tot 75 jaar;Waarde;2023;4.7;32.0;3.1;28.1;26.3;48.3;29.1;19.7;2.9;;;;;;;;;;;;;;;;36.4;0.8;4.7;1.9;8.1;6.6;11.8;6.7;4.8;2.0;0.2;2.1;13.9;;;;;13.3;11.6;67.5;7.6;;;;;;;;;;;;15.6;10.3;3.3;2.9;21.6;3.9;6.8;6.8;8.3;20.5
439;Mannen;65 tot 75 jaar;Waarde;2024;4.6;32.9;3.6;28.6;24.5;49.9;26.8;21.3;1.9;;;;;;;;;;;;;;;;38.2;0.6;4.2;1.8;7.3;5.4;10.7;4.6;4.0;2.7;0.5;2.7;17.2;;;;;9.3;11.1;70.8;8.7;;;;;;;;;;;;13.8;7.3;7.9;1.7;24.3;5.3;6.2;4.2;9.6;19.7
440;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.1;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2015;1.2;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2016;1.3;16.6;1.7;10.9;8.7;39.1;21.5;14.3;0.0;6.1;0.3;11.2;4.4;0.1;0.4;0.0;1.6;6.3;0.1;0.8;14.5;0.0;0.0;12.5;;;;;;;;;;;;;;;;;;1.7;8.1;69.1;2.1;;;;;;;;;;;;;;;;;;;;;
443;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2017;1.8;20.3;2.1;12.9;8.2;47.2;22.2;8.7;0.1;2.3;4.5;5.8;3.8;3.6;0.9;0.0;0.6;1.9;0.1;0.6;30.6;0.7;0.0;7.7;;;;;;;;;;;;;;;;;;3.4;15.9;57.6;2.2;;;;;;;;;;;;;;;;;;;;;
444;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2018;3.7;24.7;2.4;25.5;17.1;39.2;21.9;20.6;0.3;2.8;5.5;6.4;5.8;2.4;1.4;0.2;2.7;4.7;0.1;1.0;22.9;1.6;0.0;12.0;;;;;;;;;;;;;;;;;;6.4;7.7;64.9;6.1;;;;;;;;;;;;;;;;;;;;;
445;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2019;4.4;26.6;2.5;27.2;22.9;36.9;22.5;22.4;1.0;6.6;6.5;9.6;4.7;3.1;0.6;0.1;2.2;3.5;0.2;0.8;22.9;0.1;0.0;11.2;;;;;;;;;;;;;;;;;;7.5;7.9;63.5;6.6;;;;;;;;;;;;;;;;;;;;;
446;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2020;3.7;23.9;2.9;28.8;26.0;30.3;25.8;24.0;1.7;7.6;3.1;9.1;4.4;2.0;0.7;0.4;2.2;4.2;0.2;1.2;19.5;1.1;0.0;14.3;;;;;;;;;;;;;;;;;;8.9;9.8;63.8;2.9;;;;;;;;;;;;;;;;;;;;;
447;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2021;3.9;23.0;2.6;29.9;27.4;29.8;31.5;17.2;2.9;4.6;5.7;6.7;3.0;4.5;1.5;0.1;2.0;4.4;0.0;0.7;14.6;1.4;0.0;20.9;;;;;;;;;;;;;;;;;;9.8;11.6;56.6;5.7;;;;;;;;;;;;;;;;;;;;;
448;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2022;3.8;34.2;2.6;21.1;19.4;42.3;28.4;15.0;1.8;;;;;;;;;;;;;;;;43.5;0.1;2.6;0.5;4.4;3.0;5.7;3.6;2.3;2.0;0.0;0.5;12.2;;;;;4.2;7.2;74.7;4.5;;;;;;;;;;;;9.9;4.9;0.6;0.0;17.7;1.5;0.3;4.4;5.6;12.4
449;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2023;3.9;29.8;2.6;23.8;21.0;43.7;25.1;16.3;1.8;;;;;;;;;;;;;;;;32.3;0.3;3.1;1.1;5.9;4.6;9.1;4.8;3.2;1.1;0.0;1.2;11.2;;;;;10.5;9.0;63.0;5.4;;;;;;;;;;;;9.8;5.6;1.4;0.9;15.0;1.7;3.6;3.5;4.1;13.9
450;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2024;3.9;30.7;2.9;24.3;20.1;45.6;23.1;18.0;1.1;;;;;;;;;;;;;;;;34.2;0.2;2.9;1.0;5.4;3.7;8.3;3.1;2.6;1.6;0.2;1.6;14.3;;;;;7.1;8.6;66.8;6.6;;;;;;;;;;;;8.5;3.7;3.6;0.4;17.0;2.4;2.7;1.6;5.2;13.1
451;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2014;3.4;20.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2015;3.0;21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2016;2.6;23.4;3.0;18.6;17.5;58.8;39.2;31.0;;18.8;4.8;26.2;15.0;6.1;7.0;;11.8;19.1;5.5;7.4;30.5;;;27.7;;;;;;;;;;;;;;;;;;9.7;20.9;84.6;10.7;;;;;;;;;;;;;;;;;;;;;
454;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2017;3.5;27.2;3.7;24.5;20.1;64.4;38.1;21.1;4.8;10.1;14.4;16.8;12.4;13.0;6.5;;5.3;8.6;4.1;5.8;47.2;6.9;;18.9;;;;;;;;;;;;;;;;;;13.4;30.1;73.8;9.6;;;;;;;;;;;;;;;;;;;;;
455;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2018;5.7;30.3;4.4;37.3;27.7;52.4;33.8;32.1;2.7;7.9;12.7;13.4;12.8;7.5;5.3;3.5;8.0;10.9;2.3;4.9;33.8;5.9;;21.0;;;;;;;;;;;;;;;;;;13.5;15.1;75.9;13.4;;;;;;;;;;;;;;;;;;;;;
456;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2019;6.4;32.0;4.0;38.5;37.7;48.7;33.2;33.1;5.1;13.4;13.1;17.0;10.4;8.4;3.6;1.2;6.5;8.8;2.5;3.9;32.8;2.3;;19.2;;;;;;;;;;;;;;;;;;14.6;15.0;74.0;13.5;;;;;;;;;;;;;;;;;;;;;
457;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2020;5.6;29.2;4.9;41.6;47.3;42.1;37.5;35.3;6.4;15.1;8.6;17.1;10.7;6.0;4.4;3.0;6.7;10.2;3.1;5.1;29.6;5.0;;23.4;;;;;;;;;;;;;;;;;;16.7;17.9;74.6;8.1;;;;;;;;;;;;;;;;;;;;;
458;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2021;6.0;28.2;4.4;44.5;46.8;41.8;43.7;27.5;8.8;10.7;12.5;13.7;8.5;10.8;5.6;2.3;6.8;10.4;;4.2;24.1;5.9;;31.5;;;;;;;;;;;;;;;;;;18.1;20.3;68.2;12.6;;;;;;;;;;;;;;;;;;;;;
459;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2022;5.3;39.2;3.6;29.2;29.1;51.0;36.5;21.7;4.7;;;;;;;;;;;;;;;;52.1;1.3;5.9;2.3;8.8;6.6;10.3;7.6;5.4;5.1;1.3;3.0;18.2;;;;;8.2;12.2;81.7;8.7;;;;;;;;;;;;25.5;18.4;9.3;2.3;37.3;10.0;6.6;18.2;21.3;28.5
460;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2023;5.5;34.4;3.7;32.4;31.6;52.8;33.5;23.5;4.9;;;;;;;;;;;;;;;;40.7;2.2;6.9;3.5;10.9;9.4;15.0;9.2;7.3;3.6;1.4;3.8;17.3;;;;;16.8;14.9;71.6;10.6;;;;;;;;;;;;23.9;18.1;8.0;8.9;30.1;8.8;12.6;12.7;16.1;29.3
461;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2024;5.4;35.2;4.2;32.8;28.8;54.3;30.9;25.1;3.3;;;;;;;;;;;;;;;;42.4;1.4;6.0;3.4;9.9;7.8;13.7;6.7;6.1;4.8;1.7;4.5;20.6;;;;;12.1;14.3;74.6;11.3;;;;;;;;;;;;21.4;13.9;16.7;6.6;33.5;11.2;13.4;10.7;17.2;28.5
462;Vrouwen;15 tot 75 jaar;Waarde;2014;4.4;46.2;2.6;15.5;13.1;70.3;17.1;11.5;1.0;4.6;5.8;4.3;0.9;6.2;3.0;0.6;2.7;10.5;0.6;0.8;41.1;6.6;3.4;13.0;;;;;;;;;;;;;;;;;;8.3;17.9;69.3;4.5;40.2;4.1;14.5;9.9;0.1;6.6;1.9;1.1;1.0;0.1;20.5;;;;;;;;;;
463;Vrouwen;15 tot 75 jaar;Waarde;2015;4.7;47.8;2.5;15.8;13.6;70.4;16.6;12.0;1.0;4.6;4.7;4.2;0.7;7.0;2.4;0.5;3.1;8.4;0.5;1.0;45.5;6.3;2.7;12.6;;;;;;;;;;;;;;;;;;7.3;15.8;71.8;5.1;38.8;4.2;15.5;10.2;0.3;5.8;2.7;0.9;0.8;0.1;20.7;;;;;;;;;;
464;Vrouwen;15 tot 75 jaar;Waarde;2016;4.5;49.2;2.7;15.0;13.0;71.0;16.4;11.6;1.0;4.3;4.8;4.1;0.9;6.9;3.0;0.4;3.1;9.3;0.5;1.1;43.9;6.1;2.6;12.9;;;;;;;;;;;;;;;;;;7.6;16.8;71.3;4.2;41.6;4.3;14.4;10.5;0.4;6.0;1.6;0.7;0.8;0.2;19.3;;;;;;;;;;
465;Vrouwen;15 tot 75 jaar;Waarde;2017;4.8;47.5;2.6;16.3;14.5;70.2;16.2;12.4;1.2;4.3;5.1;4.2;1.0;8.4;3.1;0.6;2.6;9.0;0.5;1.0;42.9;5.8;2.2;12.9;;;;;;;;;;;;;;;;;;9.6;17.8;67.8;4.8;43.2;4.2;13.1;10.2;0.4;6.1;2.3;0.6;0.7;0.1;19.2;;;;;;;;;;
466;Vrouwen;15 tot 75 jaar;Waarde;2018;5.3;50.9;2.9;16.9;14.8;69.0;17.3;12.7;1.0;4.0;4.7;4.0;0.8;8.6;2.7;0.6;2.4;9.0;0.5;1.1;44.6;5.8;2.8;12.4;;;;;;;;;;;;;;;;;;9.0;16.9;69.9;4.2;39.9;3.9;14.0;10.3;0.4;6.4;2.1;1.0;1.0;0.4;20.6;;;;;;;;;;
467;Vrouwen;15 tot 75 jaar;Waarde;2019;5.3;49.5;2.9;17.7;15.2;69.4;16.3;13.2;1.1;4.2;4.6;3.9;0.7;9.4;2.8;0.7;2.6;9.1;0.4;1.0;43.1;5.9;3.0;12.3;;;;;;;;;;;;;;;;;;9.2;17.4;68.4;5.0;41.0;4.2;14.9;8.8;0.2;6.5;3.1;0.8;0.8;0.4;19.2;;;;;;;;;;
468;Vrouwen;15 tot 75 jaar;Waarde;2020;5.0;46.6;2.9;17.5;15.2;65.0;20.5;13.5;1.0;3.9;4.4;3.5;0.8;8.3;2.5;0.6;2.9;7.8;0.4;0.9;41.5;7.2;2.9;16.5;;;;;;;;;;;;;;;;;;8.8;14.9;70.2;6.1;36.9;4.2;13.4;9.7;0.4;5.6;2.8;1.1;1.3;0.2;24.4;;;;;;;;;;
469;Vrouwen;15 tot 75 jaar;Waarde;2021;5.5;46.3;2.9;19.7;17.1;62.8;21.2;14.8;1.1;3.4;4.0;3.5;0.6;9.8;3.2;0.5;2.8;7.2;0.4;0.9;38.6;6.2;2.7;19.8;;;;;;;;;;;;;;;;;;9.8;16.2;67.4;6.6;40.1;4.6;12.9;7.5;0.6;5.3;1.7;1.3;0.7;0.1;25.3;;;;;;;;;;
470;Vrouwen;15 tot 75 jaar;Waarde;2022;6.3;61.3;2.8;16.8;13.6;66.2;22.8;9.9;1.1;;;;;;;;;;;;;;;;62.2;4.1;7.7;2.1;2.4;2.6;2.7;0.6;3.7;1.3;0.2;0.7;9.7;3.1;4.5;2.3;6.7;7.6;13.8;71.7;6.9;;;;;;;;;;;;30.3;4.8;4.0;0.9;9.2;5.0;5.3;1.3;26.2;13.2
471;Vrouwen;15 tot 75 jaar;Waarde;2023;5.7;54.1;2.9;17.5;14.8;71.2;16.2;11.4;1.2;;;;;;;;;;;;;;;;52.3;5.8;9.3;2.6;3.1;3.3;3.0;0.6;5.5;1.6;0.4;0.9;11.6;3.2;6.3;3.2;9.3;8.0;15.5;70.5;6.0;;;;;;;;;;;;31.2;5.6;4.9;1.5;9.9;6.3;6.9;1.9;17.6;14.2
472;Vrouwen;15 tot 75 jaar;Waarde;2024;5.8;55.1;3.0;17.6;14.3;70.8;16.4;11.7;1.1;;;;;;;;;;;;;;;;53.1;5.3;9.5;2.4;3.1;3.3;3.3;0.6;5.3;1.5;0.5;0.8;11.4;3.2;6.3;3.6;9.6;7.5;16.1;70.3;6.1;;;;;;;;;;;;29.5;4.9;5.6;1.8;10.0;6.5;6.9;1.4;18.1;15.4
473;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2014;4.2;45.4;2.5;14.7;12.2;69.2;16.3;10.8;0.8;4.1;5.2;3.9;0.7;5.7;2.6;0.5;2.4;9.8;0.4;0.6;39.9;6.1;3.0;12.2;;;;;;;;;;;;;;;;;;7.7;17.0;68.2;4.0;38.0;3.3;13.0;8.6;0.0;5.5;1.4;0.7;0.7;0.0;18.6;;;;;;;;;;
474;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2015;4.4;47.1;2.4;15.1;12.8;69.4;15.8;11.3;0.8;4.2;4.3;3.8;0.6;6.5;2.1;0.4;2.8;7.8;0.4;0.8;44.4;5.8;2.4;11.9;;;;;;;;;;;;;;;;;;6.8;15.0;70.8;4.7;36.7;3.4;14.0;8.9;0.1;4.9;2.0;0.6;0.5;0.0;19.0;;;;;;;;;;
475;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2016;4.3;48.4;2.6;14.3;12.2;70.1;15.7;10.9;0.8;3.9;4.4;3.7;0.7;6.4;2.6;0.3;2.8;8.8;0.4;0.9;42.9;5.6;2.2;12.2;;;;;;;;;;;;;;;;;;7.1;16.1;70.4;3.8;39.6;3.5;13.0;9.3;0.2;5.1;1.2;0.5;0.5;0.1;17.7;;;;;;;;;;
