ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
9102;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
9103;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
9104;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;50
9105;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;70
9106;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;60
9107;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;20
9108;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2016;30
9109;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2018;60
9110;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2020;60
9111;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Bonaire;2022;20
9112;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;10
9113;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;0
9114;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;0
9115;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;0
9116;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2016;0
9117;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2018;0
9118;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2020;10
9119;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;09 Gezondheidszorg en welzijn;Saba;2022;0
9120;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2016;0
9121;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2018;10
9122;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2020;20
9123;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Caribisch Nederland;2022;20
9124;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2016;0
9125;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2018;10
9126;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2020;20
9127;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Bonaire;2022;20
9128;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2016;0
9129;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2018;0
9130;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2020;0
9131;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Sint Eustatius;2022;0
9132;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2016;0
9133;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2018;0
9134;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2020;0
9135;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;10 Dienstverlening;Saba;2022;0
9136;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2016;0
9137;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2018;40
9138;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2020;0
9139;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Caribisch Nederland;2022;70
9140;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2016;0
9141;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2018;30
9142;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2020;0
9143;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Bonaire;2022;70
9144;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2016;0
9145;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2018;0
9146;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2020;0
9147;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Sint Eustatius;2022;0
9148;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Saba;2016;0
9149;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Saba;2018;0
9150;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Saba;2020;0
9151;Totaal mannen en vrouwen;65 tot 75 jaar;300 Hoog onderwijsniveau;Onderwijsrichting onbekend;Saba;2022;0
9152;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Caribisch Nederland;2016;50
9153;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Caribisch Nederland;2018;10
9154;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Caribisch Nederland;2020;10
9155;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Caribisch Nederland;2022;40
9156;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Bonaire;2016;50
9157;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Bonaire;2018;10
9158;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Bonaire;2020;10
9159;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Bonaire;2022;20
9160;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Sint Eustatius;2016;0
9161;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Sint Eustatius;2018;0
9162;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Sint Eustatius;2020;0
9163;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Sint Eustatius;2022;20
9164;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Saba;2016;0
9165;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Saba;2018;0
9166;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Saba;2020;0
9167;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;Totaal;Saba;2022;0
9168;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Caribisch Nederland;2016;0
9169;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Caribisch Nederland;2018;0
9170;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Caribisch Nederland;2020;0
9171;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Caribisch Nederland;2022;0
9172;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Bonaire;2016;0
9173;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Bonaire;2018;0
9174;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Bonaire;2020;0
9175;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Bonaire;2022;0
9176;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Sint Eustatius;2016;0
9177;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Sint Eustatius;2018;0
9178;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Sint Eustatius;2020;0
9179;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Sint Eustatius;2022;0
9180;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Saba;2016;0
9181;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Saba;2018;0
9182;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Saba;2020;0
9183;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;00 Algemeen;Saba;2022;0
9184;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Caribisch Nederland;2016;0
9185;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Caribisch Nederland;2018;0
9186;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Caribisch Nederland;2020;0
9187;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Caribisch Nederland;2022;0
9188;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Bonaire;2016;0
9189;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Bonaire;2018;0
9190;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Bonaire;2020;0
9191;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Bonaire;2022;0
9192;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Sint Eustatius;2016;0
9193;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Sint Eustatius;2018;0
9194;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Sint Eustatius;2020;0
9195;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Sint Eustatius;2022;0
9196;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Saba;2016;0
9197;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Saba;2018;0
9198;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Saba;2020;0
9199;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;01 Onderwijs;Saba;2022;0
9200;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;0
9201;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;0
9202;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;0
9203;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;0
9204;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;0
9205;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;0
9206;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;0
9207;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;0
9208;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;0
9209;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
9210;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
9211;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;0
9212;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Saba;2016;0
9213;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Saba;2018;0
9214;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Saba;2020;0
9215;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;02 Vormgeving, kunst, talen en gesch...;Saba;2022;0
9216;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;0
9217;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;0
9218;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;0
9219;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;0
9220;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;0
9221;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;0
9222;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;0
9223;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;0
9224;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;0
9225;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
9226;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;0
9227;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;0
9228;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
9229;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
9230;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Saba;2020;0
9231;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;03 Journalistiek, gedrag en maatschappij;Saba;2022;0
9232;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;0
9233;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;0
9234;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;0
9235;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;0
9236;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Bonaire;2016;0
9237;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Bonaire;2018;0
9238;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Bonaire;2020;0
9239;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Bonaire;2022;0
9240;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Sint Eustatius;2016;0
9241;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Sint Eustatius;2018;0
9242;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Sint Eustatius;2020;0
9243;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Sint Eustatius;2022;0
9244;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Saba;2016;0
9245;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Saba;2018;0
9246;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Saba;2020;0
9247;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;04 Recht, administratie, handel en za...;Saba;2022;0
9248;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;0
9249;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;0
9250;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;0
9251;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;0
9252;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Bonaire;2016;0
9253;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Bonaire;2018;0
9254;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Bonaire;2020;0
9255;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Bonaire;2022;0
9256;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;0
9257;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
9258;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;0
9259;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
9260;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Saba;2016;0
9261;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Saba;2018;0
9262;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Saba;2020;0
9263;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;05 Wiskunde, natuurwetenschappen;Saba;2022;0
9264;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Caribisch Nederland;2016;0
9265;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Caribisch Nederland;2018;0
9266;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Caribisch Nederland;2020;0
9267;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Caribisch Nederland;2022;0
9268;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Bonaire;2016;0
9269;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Bonaire;2018;0
9270;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Bonaire;2020;0
9271;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Bonaire;2022;0
9272;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Sint Eustatius;2016;0
9273;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Sint Eustatius;2018;0
9274;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Sint Eustatius;2020;0
9275;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Sint Eustatius;2022;0
9276;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Saba;2016;0
9277;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Saba;2018;0
9278;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Saba;2020;0
9279;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;06 Informatica;Saba;2022;0
9280;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;0
9281;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;0
9282;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;0
9283;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;0
9284;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Bonaire;2016;0
9285;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Bonaire;2018;0
9286;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Bonaire;2020;0
9287;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Bonaire;2022;0
9288;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;0
9289;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;0
9290;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;0
9291;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;0
9292;Totaal mannen en vrouwen;65 tot 75 jaar;Weet niet of onbekend;07 Techniek, industrie en bouwkunde;Saba;2016;0
