ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
8959;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2016;13
8960;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2017 1st quarter;15
8961;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2017 2nd quarter;18
8962;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2017 3rd quarter;14
8963;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2017 4th quarter;13
8964;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2017;15
8965;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2018 1st quarter;15
8966;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2018 2nd quarter;16
8967;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2018 3rd quarter;14
8968;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2018 4th quarter;12
8969;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2018;14
8970;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2019 1st quarter;11
8971;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2019 2nd quarter;11
8972;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2019 3rd quarter;13
8973;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2019 4th quarter;12
8974;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2019;12
8975;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2020 1st quarter;14
8976;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2020 2nd quarter;13
8977;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2020 3rd quarter;13
8978;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2020 4th quarter;16
8979;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2020;14
8980;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2021 1st quarter;22
8981;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2021 2nd quarter;22
8982;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2021 3rd quarter;23
8983;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2021 4th quarter;23
8984;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2021;22
8985;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2022 1st quarter;23
8986;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2022 2nd quarter;24
8987;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2022 3rd quarter;24
8988;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2022 4th quarter;23
8989;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2022;24
8990;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2023 1st quarter;21
8991;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2023 2nd quarter;23
8992;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2023 3rd quarter;23
8993;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2023 4th quarter;24
8994;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2023;23
8995;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2024 1st quarter;24
8996;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2024 2nd quarter;23
8997;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2024 3rd quarter;25
8998;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2024 4th quarter;21
8999;Total male and female;Working hours: less than 20 hours a week;O Public administration and services;2024;23
9000;Total male and female;Working hours: less than 20 hours a week;P Education;2013 1st quarter;87
9001;Total male and female;Working hours: less than 20 hours a week;P Education;2013 2nd quarter;84
9002;Total male and female;Working hours: less than 20 hours a week;P Education;2013 3rd quarter;90
9003;Total male and female;Working hours: less than 20 hours a week;P Education;2013 4th quarter;91
9004;Total male and female;Working hours: less than 20 hours a week;P Education;2013;88
9005;Total male and female;Working hours: less than 20 hours a week;P Education;2014 1st quarter;89
9006;Total male and female;Working hours: less than 20 hours a week;P Education;2014 2nd quarter;82
9007;Total male and female;Working hours: less than 20 hours a week;P Education;2014 3rd quarter;83
9008;Total male and female;Working hours: less than 20 hours a week;P Education;2014 4th quarter;89
9009;Total male and female;Working hours: less than 20 hours a week;P Education;2014;86
9010;Total male and female;Working hours: less than 20 hours a week;P Education;2015 1st quarter;89
9011;Total male and female;Working hours: less than 20 hours a week;P Education;2015 2nd quarter;88
9012;Total male and female;Working hours: less than 20 hours a week;P Education;2015 3rd quarter;88
9013;Total male and female;Working hours: less than 20 hours a week;P Education;2015 4th quarter;98
9014;Total male and female;Working hours: less than 20 hours a week;P Education;2015;91
9015;Total male and female;Working hours: less than 20 hours a week;P Education;2016 1st quarter;93
9016;Total male and female;Working hours: less than 20 hours a week;P Education;2016 2nd quarter;99
9017;Total male and female;Working hours: less than 20 hours a week;P Education;2016 3rd quarter;78
9018;Total male and female;Working hours: less than 20 hours a week;P Education;2016 4th quarter;88
9019;Total male and female;Working hours: less than 20 hours a week;P Education;2016;90
9020;Total male and female;Working hours: less than 20 hours a week;P Education;2017 1st quarter;78
9021;Total male and female;Working hours: less than 20 hours a week;P Education;2017 2nd quarter;88
