ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
8216;Property tax on residential buildings;Enschede;2025;27408.0;169.0
8217;Property tax on residential buildings;Epe;2017;3885.0;119.0
8218;Property tax on residential buildings;Epe;2018;3965.0;121.0
8219;Property tax on residential buildings;Epe;2019;4111.0;124.0
8220;Property tax on residential buildings;Epe;2020;4298.0;130.0
8221;Property tax on residential buildings;Epe;2021;4490.0;135.0
8222;Property tax on residential buildings;Epe;2022;4597.0;138.0
8223;Property tax on residential buildings;Epe;2023;4833.0;145.0
8224;Property tax on residential buildings;Epe;2024;5118.0;154.0
8225;Property tax on residential buildings;Epe;2025;5311.0;159.0
8226;Property tax on residential buildings;Ermelo;2017;3050.0;115.0
8227;Property tax on residential buildings;Ermelo;2018;3103.0;116.0
8228;Property tax on residential buildings;Ermelo;2019;3309.0;123.0
8229;Property tax on residential buildings;Ermelo;2020;4558.0;169.0
8230;Property tax on residential buildings;Ermelo;2021;5403.0;200.0
8231;Property tax on residential buildings;Ermelo;2022;6224.0;228.0
8232;Property tax on residential buildings;Ermelo;2023;6411.0;233.0
8233;Property tax on residential buildings;Ermelo;2024;6811.0;244.0
8234;Property tax on residential buildings;Ermelo;2025;7117.0;253.0
8235;Property tax on residential buildings;Etten-Leur;2017;4718.0;110.0
8236;Property tax on residential buildings;Etten-Leur;2018;4788.0;110.0
8237;Property tax on residential buildings;Etten-Leur;2019;4865.0;111.0
8238;Property tax on residential buildings;Etten-Leur;2020;5074.0;116.0
8239;Property tax on residential buildings;Etten-Leur;2021;5145.0;117.0
8240;Property tax on residential buildings;Etten-Leur;2022;5259.0;119.0
8241;Property tax on residential buildings;Etten-Leur;2023;5306.0;119.0
8242;Property tax on residential buildings;Etten-Leur;2024;5897.0;130.0
8243;Property tax on residential buildings;Etten-Leur;2025;6419.0;141.0
8244;Property tax on residential buildings;Ferwerderadiel;2017;1002.0;115.0
8245;Property tax on residential buildings;Ferwerderadiel;2018;1017.0;117.0
8246;Property tax on residential buildings;Ferwerderadiel;2019;;
8247;Property tax on residential buildings;Ferwerderadiel;2020;;
8248;Property tax on residential buildings;Ferwerderadiel;2021;;
8249;Property tax on residential buildings;Ferwerderadiel;2022;;
8250;Property tax on residential buildings;Ferwerderadiel;2023;;
8251;Property tax on residential buildings;Ferwerderadiel;2024;;
8252;Property tax on residential buildings;Ferwerderadiel;2025;;
8253;Property tax on residential buildings;Franekeradeel;2017;2069.0;102.0
8254;Property tax on residential buildings;Franekeradeel;2018;;
8255;Property tax on residential buildings;Franekeradeel;2019;;
8256;Property tax on residential buildings;Franekeradeel;2020;;
8257;Property tax on residential buildings;Franekeradeel;2021;;
8258;Property tax on residential buildings;Franekeradeel;2022;;
8259;Property tax on residential buildings;Franekeradeel;2023;;
8260;Property tax on residential buildings;Franekeradeel;2024;;
8261;Property tax on residential buildings;Franekeradeel;2025;;
8262;Property tax on residential buildings;De Fryske Marren;2017;6200.0;120.0
8263;Property tax on residential buildings;De Fryske Marren;2018;6361.0;123.0
8264;Property tax on residential buildings;De Fryske Marren;2019;6596.0;128.0
8265;Property tax on residential buildings;De Fryske Marren;2020;6799.0;132.0
8266;Property tax on residential buildings;De Fryske Marren;2021;7088.0;137.0
8267;Property tax on residential buildings;De Fryske Marren;2022;7413.0;144.0
8268;Property tax on residential buildings;De Fryske Marren;2023;7598.0;146.0
8269;Property tax on residential buildings;De Fryske Marren;2024;7897.0;152.0
8270;Property tax on residential buildings;De Fryske Marren;2025;8269.0;158.0
8271;Property tax on residential buildings;Geertruidenberg;2017;2413.0;112.0
8272;Property tax on residential buildings;Geertruidenberg;2018;2483.0;115.0
8273;Property tax on residential buildings;Geertruidenberg;2019;2608.0;121.0
8274;Property tax on residential buildings;Geertruidenberg;2020;2681.0;124.0
8275;Property tax on residential buildings;Geertruidenberg;2021;2887.0;133.0
8276;Property tax on residential buildings;Geertruidenberg;2022;3008.0;137.0
8277;Property tax on residential buildings;Geertruidenberg;2023;3320.0;150.0
8278;Property tax on residential buildings;Geertruidenberg;2024;3395.0;154.0
8279;Property tax on residential buildings;Geertruidenberg;2025;3628.0;165.0
8280;Property tax on residential buildings;Geldermalsen;2017;4160.0;156.0
8281;Property tax on residential buildings;Geldermalsen;2018;4204.0;157.0
8282;Property tax on residential buildings;Geldermalsen;2019;;
8283;Property tax on residential buildings;Geldermalsen;2020;;
8284;Property tax on residential buildings;Geldermalsen;2021;;
8285;Property tax on residential buildings;Geldermalsen;2022;;
8286;Property tax on residential buildings;Geldermalsen;2023;;
8287;Property tax on residential buildings;Geldermalsen;2024;;
8288;Property tax on residential buildings;Geldermalsen;2025;;
8289;Property tax on residential buildings;Geldrop-Mierlo;2017;3288.0;84.0
8290;Property tax on residential buildings;Geldrop-Mierlo;2018;3328.0;85.0
8291;Property tax on residential buildings;Geldrop-Mierlo;2019;3502.0;88.0
8292;Property tax on residential buildings;Geldrop-Mierlo;2020;3675.0;92.0
8293;Property tax on residential buildings;Geldrop-Mierlo;2021;4115.0;103.0
8294;Property tax on residential buildings;Geldrop-Mierlo;2022;4221.0;105.0
8295;Property tax on residential buildings;Geldrop-Mierlo;2023;4396.0;109.0
8296;Property tax on residential buildings;Geldrop-Mierlo;2024;4743.0;116.0
8297;Property tax on residential buildings;Geldrop-Mierlo;2025;5135.0;126.0
8298;Property tax on residential buildings;Gemert-Bakel;2017;4759.0;158.0
8299;Property tax on residential buildings;Gemert-Bakel;2018;4865.0;160.0
8300;Property tax on residential buildings;Gemert-Bakel;2019;5119.0;168.0
8301;Property tax on residential buildings;Gemert-Bakel;2020;5676.0;185.0
8302;Property tax on residential buildings;Gemert-Bakel;2021;5813.0;189.0
8303;Property tax on residential buildings;Gemert-Bakel;2022;5944.0;192.0
8304;Property tax on residential buildings;Gemert-Bakel;2023;6130.0;195.0
8305;Property tax on residential buildings;Gemert-Bakel;2024;6419.0;204.0
8306;Property tax on residential buildings;Gemert-Bakel;2025;6670.0;212.0
8307;Property tax on residential buildings;Gennep;2017;1867.0;109.0
8308;Property tax on residential buildings;Gennep;2018;1953.0;115.0
8309;Property tax on residential buildings;Gennep;2019;1995.0;117.0
8310;Property tax on residential buildings;Gennep;2020;2063.0;122.0
8311;Property tax on residential buildings;Gennep;2021;2185.0;128.0
8312;Property tax on residential buildings;Gennep;2022;2292.0;133.0
8313;Property tax on residential buildings;Gennep;2023;2589.0;146.0
8314;Property tax on residential buildings;Gennep;2024;2696.0;152.0
8315;Property tax on residential buildings;Gennep;2025;2785.0;156.0
8316;Property tax on residential buildings;Giessenlanden;2017;1850.0;127.0
8317;Property tax on residential buildings;Giessenlanden;2018;1873.0;129.0
8318;Property tax on residential buildings;Giessenlanden;2019;;
8319;Property tax on residential buildings;Giessenlanden;2020;;
8320;Property tax on residential buildings;Giessenlanden;2021;;
8321;Property tax on residential buildings;Giessenlanden;2022;;
8322;Property tax on residential buildings;Giessenlanden;2023;;
8323;Property tax on residential buildings;Giessenlanden;2024;;
8324;Property tax on residential buildings;Giessenlanden;2025;;
8325;Property tax on residential buildings;Gilze en Rijen;2017;2513.0;96.0
8326;Property tax on residential buildings;Gilze en Rijen;2018;2614.0;99.0
8327;Property tax on residential buildings;Gilze en Rijen;2019;2806.0;106.0
8328;Property tax on residential buildings;Gilze en Rijen;2020;3309.0;125.0
8329;Property tax on residential buildings;Gilze en Rijen;2021;3518.0;132.0
8330;Property tax on residential buildings;Gilze en Rijen;2022;3595.0;135.0
8331;Property tax on residential buildings;Gilze en Rijen;2023;4019.0;150.0
8332;Property tax on residential buildings;Gilze en Rijen;2024;4155.0;152.0
8333;Property tax on residential buildings;Gilze en Rijen;2025;4263.0;150.0
8334;Property tax on residential buildings;Goeree-Overflakkee;2017;5614.0;115.0
8335;Property tax on residential buildings;Goeree-Overflakkee;2018;6168.0;126.0
8336;Property tax on residential buildings;Goeree-Overflakkee;2019;6402.0;129.0
8337;Property tax on residential buildings;Goeree-Overflakkee;2020;6998.0;140.0
8338;Property tax on residential buildings;Goeree-Overflakkee;2021;7372.0;146.0
8339;Property tax on residential buildings;Goeree-Overflakkee;2022;7531.0;148.0
8340;Property tax on residential buildings;Goeree-Overflakkee;2023;7938.0;154.0
8341;Property tax on residential buildings;Goeree-Overflakkee;2024;8591.0;166.0
8342;Property tax on residential buildings;Goeree-Overflakkee;2025;8802.0;169.0
8343;Property tax on residential buildings;Goes;2017;5019.0;135.0
8344;Property tax on residential buildings;Goes;2018;5339.0;142.0
8345;Property tax on residential buildings;Goes;2019;5590.0;148.0
8346;Property tax on residential buildings;Goes;2020;5719.0;150.0
8347;Property tax on residential buildings;Goes;2021;5957.0;154.0
8348;Property tax on residential buildings;Goes;2022;6452.0;166.0
8349;Property tax on residential buildings;Goes;2023;6762.0;171.0
8350;Property tax on residential buildings;Goes;2024;6953.0;175.0
8351;Property tax on residential buildings;Goes;2025;7213.0;180.0
8352;Property tax on residential buildings;Goirle;2017;2952.0;127.0
8353;Property tax on residential buildings;Goirle;2018;3120.0;132.0
8354;Property tax on residential buildings;Goirle;2019;3223.0;136.0
8355;Property tax on residential buildings;Goirle;2020;3308.0;138.0
8356;Property tax on residential buildings;Goirle;2021;3996.0;167.0
8357;Property tax on residential buildings;Goirle;2022;4527.0;189.0
8358;Property tax on residential buildings;Goirle;2023;4539.0;188.0
8359;Property tax on residential buildings;Goirle;2024;4973.0;204.0
8360;Property tax on residential buildings;Goirle;2025;5223.0;213.0
8361;Property tax on residential buildings;Gooise Meren;2017;7581.0;133.0
8362;Property tax on residential buildings;Gooise Meren;2018;7687.0;134.0
8363;Property tax on residential buildings;Gooise Meren;2019;7949.0;138.0
8364;Property tax on residential buildings;Gooise Meren;2020;8346.0;144.0
8365;Property tax on residential buildings;Gooise Meren;2021;8539.0;146.0
8366;Property tax on residential buildings;Gooise Meren;2022;8838.0;150.0
8367;Property tax on residential buildings;Gooise Meren;2023;9365.0;155.0
8368;Property tax on residential buildings;Gooise Meren;2024;10196.0;169.0
8369;Property tax on residential buildings;Gooise Meren;2025;10448.0;171.0
8370;Property tax on residential buildings;Gorinchem;2017;4235.0;118.0
8371;Property tax on residential buildings;Gorinchem;2018;4381.0;121.0
8372;Property tax on residential buildings;Gorinchem;2019;4524.0;123.0
8373;Property tax on residential buildings;Gorinchem;2020;4628.0;125.0
8374;Property tax on residential buildings;Gorinchem;2021;4732.0;126.0
8375;Property tax on residential buildings;Gorinchem;2022;4832.0;128.0
8376;Property tax on residential buildings;Gorinchem;2023;5027.0;131.0
8377;Property tax on residential buildings;Gorinchem;2024;5315.0;137.0
8378;Property tax on residential buildings;Gorinchem;2025;5771.0;149.0
8379;Property tax on residential buildings;Gouda;2017;8791.0;123.0
8380;Property tax on residential buildings;Gouda;2018;7177.0;99.0
8381;Property tax on residential buildings;Gouda;2019;7349.0;100.0
8382;Property tax on residential buildings;Gouda;2020;7460.0;102.0
8383;Property tax on residential buildings;Gouda;2021;8297.0;113.0
8384;Property tax on residential buildings;Gouda;2022;8742.0;118.0
8385;Property tax on residential buildings;Gouda;2023;8946.0;119.0
8386;Property tax on residential buildings;Gouda;2024;9974.0;132.0
8387;Property tax on residential buildings;Gouda;2025;10913.0;143.0
8388;Property tax on residential buildings;Grave;2017;1617.0;131.0
8389;Property tax on residential buildings;Grave;2018;1735.0;140.0
8390;Property tax on residential buildings;Grave;2019;1826.0;146.0
8391;Property tax on residential buildings;Grave;2020;1908.0;153.0
8392;Property tax on residential buildings;Grave;2021;2075.0;166.0
8393;Property tax on residential buildings;Grave;2022;;
8394;Property tax on residential buildings;Grave;2023;;
8395;Property tax on residential buildings;Grave;2024;;
8396;Property tax on residential buildings;Grave;2025;;
8397;Property tax on residential buildings;'s-Gravenhage (municipality);2017;31547.0;60.0
8398;Property tax on residential buildings;'s-Gravenhage (municipality);2018;31883.0;60.0
8399;Property tax on residential buildings;'s-Gravenhage (municipality);2019;33752.0;63.0
8400;Property tax on residential buildings;'s-Gravenhage (municipality);2020;35708.0;65.0
8401;Property tax on residential buildings;'s-Gravenhage (municipality);2021;40857.0;75.0
8402;Property tax on residential buildings;'s-Gravenhage (municipality);2022;41494.0;75.0
8403;Property tax on residential buildings;'s-Gravenhage (municipality);2023;50853.0;90.0
8404;Property tax on residential buildings;'s-Gravenhage (municipality);2024;53550.0;95.0
8405;Property tax on residential buildings;'s-Gravenhage (municipality);2025;55664.0;98.0
8406;Property tax on residential buildings;Groningen (municipality);2017;25593.0;127.0
8407;Property tax on residential buildings;Groningen (municipality);2018;27440.0;135.0
8408;Property tax on residential buildings;Groningen (municipality);2019;36218.0;157.0
8409;Property tax on residential buildings;Groningen (municipality);2020;41894.0;180.0
8410;Property tax on residential buildings;Groningen (municipality);2021;46750.0;200.0
8411;Property tax on residential buildings;Groningen (municipality);2022;49647.0;211.0
8412;Property tax on residential buildings;Groningen (municipality);2023;53509.0;225.0
8413;Property tax on residential buildings;Groningen (municipality);2024;57906.0;237.0
8414;Property tax on residential buildings;Groningen (municipality);2025;60526.0;247.0
8415;Property tax on residential buildings;Grootegast;2017;1205.0;99.0
8416;Property tax on residential buildings;Grootegast;2018;1241.0;102.0
