ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
7785;Other financial institutions;Consolidated;Opening balance sheet;2010;4074211.0;;;;227807.0;289.0;57694.0;169824.0;;169824.0;202811.0;14710.0;188101.0;1412240.0;314089.0;1098151.0;2096391.0;2071366.0;192995.0;1867968.0;10403.0;25025.0;4701.0;20324.0;1119.0;1032.0;;87.0;0.0;65256.0;65256.0;67127.0;-1871.0;;68587.0;1053.0;67534.0;4093738.0;;;;;;;;;;846424.0;12369.0;834055.0;1031672.0;411753.0;619919.0;2085549.0;1703199.0;171398.0;1531794.0;7.0;382350.0;;382350.0;10.0;;;10.0;;38042.0;37983.0;37983.0;;59.0;92041.0;888.0;91153.0;-19527.0
7786;Other financial institutions;Consolidated;Opening balance sheet;2011 1st quarter;4297032.0;;;;266079.0;290.0;75667.0;190122.0;;190122.0;207375.0;17282.0;190093.0;1434399.0;315359.0;1119040.0;2273206.0;2227470.0;203181.0;2013434.0;10855.0;45736.0;8155.0;37581.0;1091.0;1017.0;;74.0;0.0;50717.0;50717.0;55570.0;-4853.0;;64165.0;1374.0;62791.0;4344524.0;;;;;;;;;;863510.0;23300.0;840210.0;1075788.0;401471.0;674317.0;2293386.0;1860685.0;216594.0;1644084.0;7.0;432701.0;;432701.0;5.0;;;5.0;;24128.0;24000.0;24000.0;;128.0;87707.0;1228.0;86479.0;-47492.0
7787;Other financial institutions;Consolidated;Opening balance sheet;2011 2nd quarter;4415133.0;;;;264086.0;293.0;73146.0;190647.0;;190647.0;210688.0;16858.0;193830.0;1432204.0;361261.0;1070943.0;2384663.0;2336619.0;198625.0;2128929.0;9065.0;48044.0;6943.0;41101.0;1255.0;1126.0;;129.0;0.0;57643.0;57643.0;58393.0;-750.0;;64594.0;1382.0;63212.0;4463133.0;;;;;;;;;;819048.0;22930.0;796118.0;1139594.0;390965.0;748629.0;2390740.0;1943329.0;237550.0;1705772.0;7.0;447411.0;;447411.0;2.0;;;2.0;;26823.0;26691.0;26691.0;;132.0;86926.0;1226.0;85700.0;-48000.0
7788;Other financial institutions;Consolidated;Opening balance sheet;2011 3rd quarter;4468628.0;;;;269629.0;297.0;73029.0;196303.0;;196303.0;215022.0;16829.0;198193.0;1438896.0;370068.0;1068828.0;2429793.0;2383447.0;199886.0;2174566.0;8995.0;46346.0;5720.0;40626.0;1263.0;1132.0;;131.0;0.0;52280.0;52280.0;54428.0;-2148.0;;61745.0;1395.0;60350.0;4534736.0;;;;;;;;;;819313.0;23718.0;795595.0;1153932.0;400320.0;753612.0;2449239.0;1996936.0;241959.0;1754970.0;7.0;452303.0;;452303.0;4.0;;;4.0;;21290.0;21154.0;21154.0;;136.0;90958.0;1217.0;89741.0;-66108.0
7789;Other financial institutions;Consolidated;Opening balance sheet;2011 4th quarter;4513360.0;;;;277956.0;299.0;75929.0;201728.0;;201728.0;218533.0;17173.0;201360.0;1464460.0;393217.0;1071243.0;2441008.0;2391333.0;186209.0;2196067.0;9057.0;49675.0;6086.0;43589.0;1160.0;1137.0;;23.0;0.0;41011.0;41011.0;53090.0;-12079.0;;69232.0;1406.0;67826.0;4572857.0;;;;;;;;;;816347.0;21973.0;794374.0;1146283.0;406724.0;739559.0;2487199.0;2033636.0;231426.0;1802203.0;7.0;453563.0;;453563.0;8.0;;;8.0;;19423.0;19283.0;19283.0;;140.0;103597.0;1215.0;102382.0;-59497.0
7790;Other financial institutions;Consolidated;Opening balance sheet;2011;4297032.0;;;;266079.0;290.0;75667.0;190122.0;;190122.0;207375.0;17282.0;190093.0;1434399.0;315359.0;1119040.0;2273206.0;2227470.0;203181.0;2013434.0;10855.0;45736.0;8155.0;37581.0;1091.0;1017.0;;74.0;0.0;50717.0;50717.0;55570.0;-4853.0;;64165.0;1374.0;62791.0;4344524.0;;;;;;;;;;863510.0;23300.0;840210.0;1075788.0;401471.0;674317.0;2293386.0;1860685.0;216594.0;1644084.0;7.0;432701.0;;432701.0;5.0;;;5.0;;24128.0;24000.0;24000.0;;128.0;87707.0;1228.0;86479.0;-47492.0
7791;Other financial institutions;Consolidated;Opening balance sheet;2012 1st quarter;4599601.0;;;;259885.0;303.0;79648.0;179934.0;;179934.0;219408.0;15606.0;203802.0;1486637.0;395374.0;1091263.0;2532348.0;2483152.0;198937.0;2274068.0;10147.0;49196.0;7673.0;41523.0;1185.0;1142.0;;43.0;0.0;32399.0;32399.0;45507.0;-13108.0;;67739.0;1417.0;66322.0;4661161.0;;;;;;;;;;827711.0;16215.0;811496.0;1125520.0;414384.0;711136.0;2594666.0;2135368.0;239991.0;1895370.0;7.0;459298.0;;459298.0;14.0;;;14.0;;12991.0;12847.0;12847.0;;144.0;100259.0;1209.0;99050.0;-61560.0
7792;Other financial institutions;Consolidated;Opening balance sheet;2012 2nd quarter;4684784.0;;;;257136.0;307.0;79744.0;177085.0;;177085.0;227521.0;14509.0;213012.0;1497487.0;424048.0;1073439.0;2593853.0;2544618.0;218000.0;2316959.0;9659.0;49235.0;7138.0;42097.0;1228.0;1140.0;;88.0;0.0;34179.0;34179.0;44869.0;-10690.0;;73380.0;1386.0;71994.0;4746306.0;;;;;;;;;;834195.0;19475.0;814720.0;1092687.0;429235.0;663452.0;2701008.0;2206221.0;231465.0;1974749.0;7.0;494787.0;;494787.0;7.0;;;7.0;;12157.0;12009.0;12009.0;;148.0;106252.0;1173.0;105079.0;-61522.0
7793;Other financial institutions;Consolidated;Opening balance sheet;2012 3rd quarter;4761566.0;;;;264039.0;311.0;84864.0;178864.0;;178864.0;226586.0;13696.0;212890.0;1527648.0;444581.0;1083067.0;2636428.0;2582492.0;222981.0;2350085.0;9426.0;53936.0;5948.0;47988.0;1194.0;1138.0;;56.0;0.0;35039.0;35039.0;45969.0;-10930.0;;70632.0;1440.0;69192.0;4812552.0;;;;;;;;;;828953.0;18394.0;810559.0;1119324.0;439316.0;680008.0;2746797.0;2247344.0;228534.0;2018803.0;7.0;499453.0;;499453.0;5.0;;;5.0;;13330.0;13180.0;13180.0;;150.0;104143.0;1259.0;102884.0;-50986.0
7794;Other financial institutions;Consolidated;Opening balance sheet;2012 4th quarter;4912000.0;;;;277237.0;316.0;89632.0;187289.0;;187289.0;236914.0;12637.0;224277.0;1583294.0;457492.0;1125802.0;2703055.0;2648310.0;233457.0;2405732.0;9121.0;54745.0;7120.0;47625.0;1255.0;1136.0;;119.0;0.0;41511.0;41511.0;48048.0;-6537.0;;68734.0;1175.0;67559.0;4947641.0;;;;;;;;;;821565.0;16197.0;805368.0;1120521.0;457353.0;663168.0;2874325.0;2353369.0;234977.0;2118385.0;7.0;520956.0;;520956.0;3.0;;;3.0;;14645.0;14494.0;14494.0;;151.0;116582.0;1035.0;115547.0;-35641.0
7795;Other financial institutions;Consolidated;Opening balance sheet;2012;4599601.0;;;;259885.0;303.0;79648.0;179934.0;;179934.0;219408.0;15606.0;203802.0;1486637.0;395374.0;1091263.0;2532348.0;2483152.0;198937.0;2274068.0;10147.0;49196.0;7673.0;41523.0;1185.0;1142.0;;43.0;0.0;32399.0;32399.0;45507.0;-13108.0;;67739.0;1417.0;66322.0;4661161.0;;;;;;;;;;827711.0;16215.0;811496.0;1125520.0;414384.0;711136.0;2594666.0;2135368.0;239991.0;1895370.0;7.0;459298.0;;459298.0;14.0;;;14.0;;12991.0;12847.0;12847.0;;144.0;100259.0;1209.0;99050.0;-61560.0
7796;Other financial institutions;Consolidated;Opening balance sheet;2013 1st quarter;4930063.0;;;;266257.0;319.0;86932.0;179006.0;;179006.0;250356.0;17622.0;232734.0;1575508.0;455660.0;1119848.0;2710684.0;2652244.0;237691.0;2404237.0;10316.0;58440.0;10449.0;47991.0;1235.0;1134.0;;101.0;0.0;38059.0;38059.0;45414.0;-7355.0;;87964.0;1243.0;86721.0;4956313.0;;;;;;;;;;831530.0;17569.0;813961.0;1128445.0;451677.0;676768.0;2868046.0;2335413.0;231659.0;2103747.0;7.0;532633.0;;532633.0;1.0;;;1.0;;15167.0;15016.0;15016.0;;151.0;113124.0;1018.0;112106.0;-26250.0
7797;Other financial institutions;Consolidated;Opening balance sheet;2013 2nd quarter;5014915.0;;;;283440.0;317.0;86877.0;196246.0;;196246.0;245201.0;16029.0;229172.0;1572191.0;503155.0;1069036.0;2787224.0;2724587.0;260057.0;2456857.0;7673.0;62637.0;8252.0;54385.0;1291.0;1132.0;;159.0;0.0;38833.0;38833.0;48048.0;-9215.0;;86735.0;1243.0;85492.0;5031615.0;;;;;;;;;;830356.0;23232.0;807124.0;1161027.0;485636.0;675391.0;2922910.0;2361950.0;224254.0;2137689.0;7.0;560960.0;;560960.0;0.0;;;0.0;;16023.0;15876.0;15876.0;;147.0;101299.0;1235.0;100064.0;-16700.0
7798;Other financial institutions;Consolidated;Opening balance sheet;2013 3rd quarter;5067770.0;;;;286020.0;315.0;102194.0;183511.0;;183511.0;242266.0;13964.0;228302.0;1604711.0;512231.0;1092480.0;2803755.0;2740759.0;250119.0;2482540.0;8100.0;62996.0;7040.0;55956.0;1210.0;1103.0;;107.0;0.0;39158.0;39158.0;48005.0;-8847.0;;90650.0;1443.0;89207.0;5095404.0;;;;;;;;;;835226.0;25271.0;809955.0;1211766.0;514178.0;697588.0;2920178.0;2370019.0;226653.0;2143359.0;7.0;550159.0;;550159.0;0.0;;;0.0;;17055.0;16911.0;16911.0;;144.0;111179.0;1108.0;110071.0;-27634.0
7799;Other financial institutions;Consolidated;Opening balance sheet;2013 4th quarter;5094614.0;;;;299773.0;314.0;113757.0;185702.0;;185702.0;252545.0;13301.0;239244.0;1601864.0;517416.0;1084448.0;2814260.0;2745996.0;257300.0;2480171.0;8525.0;68264.0;7085.0;61179.0;1274.0;1114.0;;160.0;0.0;43114.0;43114.0;51059.0;-7945.0;;81784.0;1248.0;80536.0;5131909.0;;;;;;;;;;830629.0;25399.0;805230.0;1241915.0;522100.0;719815.0;2929608.0;2358188.0;217350.0;2140831.0;7.0;571420.0;;571420.0;0.0;;;0.0;;17770.0;17630.0;17630.0;;140.0;111987.0;894.0;111093.0;-37295.0
7800;Other financial institutions;Consolidated;Opening balance sheet;2013;4930063.0;;;;266257.0;319.0;86932.0;179006.0;;179006.0;250356.0;17622.0;232734.0;1575508.0;455660.0;1119848.0;2710684.0;2652244.0;237691.0;2404237.0;10316.0;58440.0;10449.0;47991.0;1235.0;1134.0;;101.0;0.0;38059.0;38059.0;45414.0;-7355.0;;87964.0;1243.0;86721.0;4956313.0;;;;;;;;;;831530.0;17569.0;813961.0;1128445.0;451677.0;676768.0;2868046.0;2335413.0;231659.0;2103747.0;7.0;532633.0;;532633.0;1.0;;;1.0;;15167.0;15016.0;15016.0;;151.0;113124.0;1018.0;112106.0;-26250.0
7801;Other financial institutions;Consolidated;Opening balance sheet;2014 1st quarter;5123988.0;;;;274949.0;312.0;106120.0;168517.0;;168517.0;251270.0;12176.0;239094.0;1561542.0;493759.0;1067783.0;2893611.0;2822222.0;262321.0;2547318.0;12583.0;71389.0;6579.0;64810.0;1284.0;1121.0;;163.0;0.0;47384.0;47384.0;55272.0;-7888.0;;93948.0;1363.0;92585.0;5185790.0;;;;;;;;;;815640.0;22188.0;793452.0;1210394.0;465135.0;745259.0;3027771.0;2440624.0;239064.0;2201553.0;7.0;587147.0;;587147.0;0.0;;;0.0;;18489.0;18352.0;18352.0;;137.0;113496.0;1157.0;112339.0;-61802.0
7802;Other financial institutions;Consolidated;Opening balance sheet;2014 2nd quarter;5168656.0;;;;304822.0;312.0;131425.0;173085.0;;173085.0;253512.0;10881.0;242631.0;1553467.0;462851.0;1090616.0;2918002.0;2843155.0;269135.0;2562008.0;12012.0;74847.0;5653.0;69194.0;1282.0;1084.0;;198.0;0.0;48200.0;48200.0;62350.0;-14150.0;;89371.0;1392.0;87979.0;5238591.0;;;;;;;;;;826063.0;20240.0;805823.0;1234397.0;491771.0;742626.0;3050863.0;2439104.0;242529.0;2196568.0;7.0;611759.0;;611759.0;0.0;;;0.0;;22342.0;22190.0;22190.0;;152.0;104926.0;1254.0;103672.0;-69935.0
7803;Other financial institutions;Consolidated;Opening balance sheet;2014 3rd quarter;5230961.0;;;;324904.0;312.0;118261.0;206331.0;;206331.0;263536.0;12653.0;250883.0;1547686.0;475107.0;1072579.0;2948739.0;2867737.0;289269.0;2566468.0;12000.0;81002.0;8662.0;72340.0;1252.0;1033.0;;219.0;0.0;49834.0;49834.0;62124.0;-12290.0;;95010.0;1403.0;93607.0;5312459.0;;;;;;;;;;816269.0;24174.0;792095.0;1267460.0;525299.0;742161.0;3102590.0;2458730.0;264882.0;2193841.0;7.0;643860.0;;643860.0;0.0;;;0.0;;18042.0;17892.0;17892.0;;150.0;108098.0;1209.0;106889.0;-81498.0
7804;Other financial institutions;Consolidated;Opening balance sheet;2014 4th quarter;5351061.0;;;;329508.0;321.0;120200.0;208987.0;;208987.0;278579.0;17603.0;260976.0;1567638.0;490028.0;1077610.0;3013566.0;2925595.0;302358.0;2611320.0;11917.0;87971.0;9291.0;78680.0;1299.0;1093.0;;206.0;0.0;64157.0;64157.0;78098.0;-13941.0;;96314.0;1384.0;94930.0;5433162.0;;;;;;;;;;815100.0;24314.0;790786.0;1298583.0;573205.0;725378.0;3180344.0;2504421.0;270185.0;2234229.0;7.0;675923.0;;675923.0;0.0;;;0.0;;23800.0;23650.0;23650.0;;150.0;115335.0;1191.0;114144.0;-82101.0
7805;Other financial institutions;Consolidated;Opening balance sheet;2014;5123988.0;;;;274949.0;312.0;106120.0;168517.0;;168517.0;251270.0;12176.0;239094.0;1561542.0;493759.0;1067783.0;2893611.0;2822222.0;262321.0;2547318.0;12583.0;71389.0;6579.0;64810.0;1284.0;1121.0;;163.0;0.0;47384.0;47384.0;55272.0;-7888.0;;93948.0;1363.0;92585.0;5185790.0;;;;;;;;;;815640.0;22188.0;793452.0;1210394.0;465135.0;745259.0;3027771.0;2440624.0;239064.0;2201553.0;7.0;587147.0;;587147.0;0.0;;;0.0;;18489.0;18352.0;18352.0;;137.0;113496.0;1157.0;112339.0;-61802.0
7806;Other financial institutions;Consolidated;Opening balance sheet;2015 1st quarter;5439455.0;;;;351840.0;321.0;143468.0;208051.0;;208051.0;279655.0;19693.0;259962.0;1584028.0;515537.0;1068491.0;3061738.0;2960206.0;311859.0;2636367.0;11980.0;101532.0;12726.0;88806.0;1335.0;1133.0;;202.0;0.0;68687.0;68687.0;84308.0;-15621.0;;92172.0;1436.0;90736.0;5498130.0;;;;;;;;;;824428.0;22344.0;802084.0;1303872.0;598399.0;705473.0;3231010.0;2544686.0;249673.0;2295006.0;7.0;686324.0;;686324.0;0.0;;;0.0;;30570.0;30421.0;30421.0;;149.0;108250.0;1251.0;106999.0;-58675.0
7807;Other financial institutions;Consolidated;Opening balance sheet;2015 2nd quarter;5556676.0;;;;364049.0;320.0;138612.0;225117.0;;225117.0;296905.0;16377.0;280528.0;1602115.0;528933.0;1073182.0;3134130.0;3035011.0;339800.0;2688950.0;6261.0;99119.0;13864.0;85255.0;1278.0;1087.0;;191.0;0.0;57666.0;57666.0;75634.0;-17968.0;;100533.0;1344.0;99189.0;5636217.0;;;;;;;;;;810375.0;26308.0;784067.0;1340195.0;620283.0;719912.0;3335453.0;2587387.0;288098.0;2299282.0;7.0;748066.0;;748066.0;0.0;;;0.0;;26629.0;26491.0;26491.0;;138.0;123565.0;1127.0;122438.0;-79541.0
7808;Other financial institutions;Consolidated;Opening balance sheet;2015 3rd quarter;5542617.0;;;;357461.0;319.0;144166.0;212976.0;;212976.0;287056.0;14242.0;272814.0;1601366.0;513825.0;1087541.0;3139462.0;3045688.0;316316.0;2722911.0;6461.0;93774.0;10086.0;83688.0;1310.0;1083.0;;227.0;0.0;61169.0;61169.0;71939.0;-10770.0;;94793.0;1370.0;93423.0;5642989.0;;;;;;;;;;818478.0;29806.0;788672.0;1308954.0;575589.0;733365.0;3383731.0;2669423.0;282760.0;2386656.0;7.0;714308.0;;714308.0;0.0;;;0.0;;21218.0;21092.0;21092.0;;126.0;110608.0;1163.0;109445.0;-100372.0
7809;Other financial institutions;Consolidated;Opening balance sheet;2015 4th quarter;5662361.0;;;;347884.0;319.0;142552.0;205013.0;;205013.0;288038.0;13462.0;274576.0;1613733.0;521786.0;1091947.0;3257470.0;3163017.0;286587.0;2869838.0;6592.0;94453.0;11441.0;83012.0;1279.0;1130.0;;149.0;0.0;58860.0;58860.0;72683.0;-13823.0;;95097.0;1448.0;93649.0;5719194.0;;;;;;;;;;802237.0;30911.0;771326.0;1349718.0;575923.0;773795.0;3431085.0;2745255.0;254139.0;2491109.0;7.0;685830.0;;685830.0;0.0;;;0.0;;23336.0;23223.0;23223.0;;113.0;112818.0;1248.0;111570.0;-56833.0
7810;Other financial institutions;Consolidated;Opening balance sheet;2015;5439455.0;;;;351840.0;321.0;143468.0;208051.0;;208051.0;279655.0;19693.0;259962.0;1584028.0;515537.0;1068491.0;3061738.0;2960206.0;311859.0;2636367.0;11980.0;101532.0;12726.0;88806.0;1335.0;1133.0;;202.0;0.0;68687.0;68687.0;84308.0;-15621.0;;92172.0;1436.0;90736.0;5498130.0;;;;;;;;;;824428.0;22344.0;802084.0;1303872.0;598399.0;705473.0;3231010.0;2544686.0;249673.0;2295006.0;7.0;686324.0;;686324.0;0.0;;;0.0;;30570.0;30421.0;30421.0;;149.0;108250.0;1251.0;106999.0;-58675.0
7811;Other financial institutions;Consolidated;Opening balance sheet;2016 1st quarter;5616417.0;;;;347831.0;320.0;148850.0;198661.0;;198661.0;291621.0;14472.0;277149.0;1573048.0;516235.0;1056813.0;3263001.0;3160177.0;301184.0;2852572.0;6421.0;102824.0;17729.0;85095.0;1294.0;1135.0;;159.0;0.0;50432.0;50432.0;65113.0;-14681.0;;89190.0;1489.0;87701.0;5673720.0;;;;;;;;;;791316.0;29287.0;762029.0;1335172.0;552198.0;782974.0;3421262.0;2716935.0;291277.0;2425651.0;7.0;704327.0;;704327.0;0.0;;;0.0;;16765.0;16663.0;16663.0;;102.0;109205.0;1190.0;108015.0;-57303.0
7812;Other financial institutions;Consolidated;Opening balance sheet;2016 2nd quarter;5708083.0;;;;367620.0;320.0;153202.0;214098.0;;214098.0;301252.0;17358.0;283894.0;1578573.0;526168.0;1052405.0;3303766.0;3201390.0;294586.0;2900651.0;6153.0;102376.0;15787.0;86589.0;1116.0;1110.0;;6.0;0.0;54859.0;54859.0;69771.0;-14912.0;;100897.0;1135.0;99762.0;5753925.0;;;;;;;;;;776422.0;33048.0;743374.0;1385830.0;594957.0;790873.0;3439783.0;2729740.0;314052.0;2415681.0;7.0;710043.0;;710043.0;0.0;;;0.0;;20691.0;20592.0;20592.0;;99.0;131199.0;1033.0;130166.0;-45842.0
7813;Other financial institutions;Consolidated;Opening balance sheet;2016 3rd quarter;5781723.0;;;;346372.0;320.0;127606.0;218446.0;;218446.0;303861.0;15169.0;288692.0;1614745.0;539422.0;1075323.0;3346464.0;3238760.0;313498.0;2919129.0;6133.0;107704.0;18498.0;89206.0;1095.0;1095.0;;0.0;0.0;58321.0;58321.0;72713.0;-14392.0;;110865.0;1251.0;109614.0;5839654.0;;;;;;;;;;811242.0;35817.0;775425.0;1343820.0;566205.0;777615.0;3520373.0;2781018.0;333709.0;2447302.0;7.0;739355.0;;739355.0;0.0;;;0.0;;24007.0;23912.0;23912.0;;95.0;140212.0;1208.0;139004.0;-57931.0
7814;Other financial institutions;Consolidated;Opening balance sheet;2016 4th quarter;5837066.0;;;;373508.0;320.0;138678.0;234510.0;;234510.0;305144.0;17140.0;288004.0;1629415.0;537767.0;1091648.0;3357577.0;3252578.0;330359.0;2915988.0;6231.0;104999.0;16482.0;88517.0;1136.0;1136.0;;0.0;0.0;58525.0;58525.0;72142.0;-13617.0;;111761.0;1237.0;110524.0;5890011.0;;;;;;;;;;813685.0;38407.0;775278.0;1364002.0;597054.0;766948.0;3554372.0;2792729.0;328761.0;2463961.0;7.0;761643.0;;761643.0;0.0;;;0.0;;22976.0;22884.0;22884.0;;92.0;134976.0;1084.0;133892.0;-52945.0
7815;Other financial institutions;Consolidated;Opening balance sheet;2016;5616417.0;;;;347831.0;320.0;148850.0;198661.0;;198661.0;291621.0;14472.0;277149.0;1573048.0;516235.0;1056813.0;3263001.0;3160177.0;301184.0;2852572.0;6421.0;102824.0;17729.0;85095.0;1294.0;1135.0;;159.0;0.0;50432.0;50432.0;65113.0;-14681.0;;89190.0;1489.0;87701.0;5673720.0;;;;;;;;;;791316.0;29287.0;762029.0;1335172.0;552198.0;782974.0;3421262.0;2716935.0;291277.0;2425651.0;7.0;704327.0;;704327.0;0.0;;;0.0;;16765.0;16663.0;16663.0;;102.0;109205.0;1190.0;108015.0;-57303.0
7816;Other financial institutions;Consolidated;Opening balance sheet;2017 1st quarter;5825962.0;;;;350662.0;320.0;142500.0;207842.0;;207842.0;297653.0;21797.0;275856.0;1601635.0;496555.0;1105080.0;3416009.0;3300364.0;344643.0;2949488.0;6233.0;115645.0;18697.0;96948.0;1136.0;1136.0;;0.0;0.0;63117.0;63117.0;72966.0;-9849.0;;95750.0;1385.0;94365.0;5922451.0;;;;;;;;;;803115.0;38200.0;764915.0;1353583.0;568299.0;785284.0;3631596.0;2859521.0;379537.0;2479977.0;7.0;772075.0;;772075.0;0.0;;;0.0;;24274.0;24186.0;24186.0;;88.0;109883.0;1172.0;108711.0;-96489.0
7817;Other financial institutions;Consolidated;Opening balance sheet;2017 2nd quarter;6043905.0;;;;387080.0;320.0;152381.0;234379.0;;234379.0;287632.0;17364.0;270268.0;1622205.0;505815.0;1116390.0;3569936.0;3451591.0;352045.0;3093312.0;6234.0;118345.0;16813.0;101532.0;1136.0;1136.0;;0.0;0.0;76046.0;76046.0;81053.0;-5007.0;;99870.0;1590.0;98280.0;6129156.0;;;;;;;;;;817223.0;37200.0;780023.0;1430659.0;639912.0;790747.0;3728967.0;2947916.0;373479.0;2574430.0;7.0;781051.0;;781051.0;0.0;;;0.0;;32223.0;32135.0;32135.0;;88.0;120084.0;1231.0;118853.0;-85251.0
7818;Other financial institutions;Consolidated;Opening balance sheet;2017 3rd quarter;6003412.0;;;;361142.0;320.0;142005.0;218817.0;;218817.0;294864.0;22472.0;272392.0;1623840.0;514631.0;1109209.0;3547973.0;3433469.0;346932.0;3080303.0;6234.0;114504.0;14149.0;100355.0;1118.0;1118.0;;0.0;0.0;71265.0;71265.0;74384.0;-3119.0;;103210.0;1559.0;101651.0;6086460.0;;;;;;;;;;812647.0;35213.0;777434.0;1409755.0;622603.0;787152.0;3712546.0;2935070.0;358199.0;2576864.0;7.0;777476.0;;777476.0;0.0;;;0.0;;25285.0;25197.0;25197.0;;88.0;126227.0;1114.0;125113.0;-83048.0
7819;Other financial institutions;Consolidated;Opening balance sheet;2017 4th quarter;6000940.0;;;;361805.0;320.0;145840.0;215645.0;;215645.0;299005.0;25361.0;273644.0;1584834.0;510943.0;1073891.0;3581695.0;3463666.0;357808.0;3099624.0;6234.0;118029.0;13978.0;104051.0;1129.0;1129.0;;0.0;0.0;75966.0;75966.0;77612.0;-1646.0;;96506.0;1710.0;94796.0;6110386.0;;;;;;;;;;775792.0;39799.0;735993.0;1429526.0;637067.0;792459.0;3763647.0;2965954.0;365402.0;2600545.0;7.0;797693.0;;797693.0;0.0;;;0.0;;28052.0;27964.0;27964.0;;88.0;113369.0;1342.0;112027.0;-109446.0
7820;Other financial institutions;Consolidated;Opening balance sheet;2017;5825962.0;;;;350662.0;320.0;142500.0;207842.0;;207842.0;297653.0;21797.0;275856.0;1601635.0;496555.0;1105080.0;3416009.0;3300364.0;344643.0;2949488.0;6233.0;115645.0;18697.0;96948.0;1136.0;1136.0;;0.0;0.0;63117.0;63117.0;72966.0;-9849.0;;95750.0;1385.0;94365.0;5922451.0;;;;;;;;;;803115.0;38200.0;764915.0;1353583.0;568299.0;785284.0;3631596.0;2859521.0;379537.0;2479977.0;7.0;772075.0;;772075.0;0.0;;;0.0;;24274.0;24186.0;24186.0;;88.0;109883.0;1172.0;108711.0;-96489.0
7821;Other financial institutions;Consolidated;Financial transactions;1995;23037.0;;;;171.0;0.0;428.0;-257.0;;-257.0;2206.0;301.0;1905.0;5196.0;3994.0;1202.0;14830.0;14830.0;255.0;14116.0;459.0;0.0;0.0;0.0;5.0;0.0;;5.0;0.0;18.0;18.0;;;;611.0;-4.0;615.0;22681.0;;;;;;;;;;8593.0;-7.0;8600.0;8028.0;4478.0;3550.0;5792.0;5137.0;307.0;4830.0;0.0;655.0;;655.0;0.0;;;0.0;;0.0;0.0;;;;268.0;-90.0;358.0;356.0
7822;Other financial institutions;Consolidated;Financial transactions;1996;29238.0;;;;-223.0;0.0;-104.0;-119.0;;-119.0;832.0;-20.0;852.0;18632.0;10713.0;7919.0;9958.0;9958.0;-1733.0;10704.0;987.0;0.0;0.0;0.0;4.0;0.0;;4.0;0.0;841.0;841.0;;;;-806.0;80.0;-886.0;26969.0;;;;;;;;;;12037.0;33.0;12004.0;7503.0;3963.0;3540.0;7376.0;6449.0;42.0;6407.0;0.0;927.0;;927.0;0.0;;;0.0;;0.0;0.0;;;;53.0;56.0;-3.0;2269.0
7823;Other financial institutions;Consolidated;Financial transactions;1997;45350.0;;;;-519.0;0.0;243.0;-762.0;;-762.0;-627.0;-109.0;-518.0;31279.0;16232.0;15047.0;14453.0;14453.0;15.0;13178.0;1260.0;0.0;0.0;0.0;3.0;0.0;;3.0;0.0;1199.0;1199.0;;;;-438.0;128.0;-566.0;41574.0;;;;;;;;;;12485.0;107.0;12378.0;2601.0;-702.0;3303.0;25198.0;22084.0;1778.0;20306.0;0.0;3114.0;;3114.0;0.0;;;0.0;;0.0;0.0;;;;1290.0;85.0;1205.0;3776.0
