ID;NACERev1;Period;Sales_1;Prices_2;Volume_3;Sales_4;Prices_5;Volume_6
4817;5248.6 + 5248.7 Sports and camping art.;1997 June;;;;;;
4818;5248.6 + 5248.7 Sports and camping art.;1997 2nd quarter;;;;;;
4819;5248.6 + 5248.7 Sports and camping art.;1997 July;;;;;;
4820;5248.6 + 5248.7 Sports and camping art.;1997 August;;;;;;
4821;5248.6 + 5248.7 Sports and camping art.;1997 September;;;;;;
4822;5248.6 + 5248.7 Sports and camping art.;1997 3rd quarter;;;;;;
4823;5248.6 + 5248.7 Sports and camping art.;1997 October;;;;;;
4824;5248.6 + 5248.7 Sports and camping art.;1997 November;;;;;;
4825;5248.6 + 5248.7 Sports and camping art.;1997 December;;;;;;
4826;5248.6 + 5248.7 Sports and camping art.;1997 4th quarter;;;;;;
4827;5248.6 + 5248.7 Sports and camping art.;1997;;;;;;
4828;5248.6 + 5248.7 Sports and camping art.;1998 January;;;;;;
4829;5248.6 + 5248.7 Sports and camping art.;1998 February;;;;;;
4830;5248.6 + 5248.7 Sports and camping art.;1998 March;;;;;;
4831;5248.6 + 5248.7 Sports and camping art.;1998 1st quarter;112.0;101.0;110.0;6.8;0.6;6.2
4832;5248.6 + 5248.7 Sports and camping art.;1998 April;;;;;;
4833;5248.6 + 5248.7 Sports and camping art.;1998 May;;;;;;
4834;5248.6 + 5248.7 Sports and camping art.;1998 June;;;;;;
4835;5248.6 + 5248.7 Sports and camping art.;1998 2nd quarter;162.0;103.0;158.0;18.4;1.6;16.6
4836;5248.6 + 5248.7 Sports and camping art.;1998 July;;;;;;
4837;5248.6 + 5248.7 Sports and camping art.;1998 August;;;;;;
4838;5248.6 + 5248.7 Sports and camping art.;1998 September;;;;;;
4839;5248.6 + 5248.7 Sports and camping art.;1998 3rd quarter;160.0;102.0;157.0;19.3;1.0;18.1
4840;5248.6 + 5248.7 Sports and camping art.;1998 October;;;;;;
4841;5248.6 + 5248.7 Sports and camping art.;1998 November;;;;;;
4842;5248.6 + 5248.7 Sports and camping art.;1998 December;;;;;;
4843;5248.6 + 5248.7 Sports and camping art.;1998 4th quarter;141.0;102.0;138.0;18.7;1.3;17.2
4844;5248.6 + 5248.7 Sports and camping art.;1998;144.0;102.0;141.0;16.3;1.1;15.0
4845;5248.6 + 5248.7 Sports and camping art.;1999 January;;;;;;
4846;5248.6 + 5248.7 Sports and camping art.;1999 February;;;;;;
4847;5248.6 + 5248.7 Sports and camping art.;1999 March;;;;;;
4848;5248.6 + 5248.7 Sports and camping art.;1999 1st quarter;133.0;102.0;130.0;21.3;0.8;20.4
4849;5248.6 + 5248.7 Sports and camping art.;1999 April;;;;;;
4850;5248.6 + 5248.7 Sports and camping art.;1999 May;;;;;;
4851;5248.6 + 5248.7 Sports and camping art.;1999 June;;;;;;
4852;5248.6 + 5248.7 Sports and camping art.;1999 2nd quarter;181.0;102.0;178.0;14.0;-1.0;15.2
4853;5248.6 + 5248.7 Sports and camping art.;1999 July;;;;;;
4854;5248.6 + 5248.7 Sports and camping art.;1999 August;;;;;;
4855;5248.6 + 5248.7 Sports and camping art.;1999 September;;;;;;
4856;5248.6 + 5248.7 Sports and camping art.;1999 3rd quarter;178.0;101.0;177.0;13.1;-1.3;14.6
4857;5248.6 + 5248.7 Sports and camping art.;1999 October;;;;;;
4858;5248.6 + 5248.7 Sports and camping art.;1999 November;;;;;;
4859;5248.6 + 5248.7 Sports and camping art.;1999 December;;;;;;
4860;5248.6 + 5248.7 Sports and camping art.;1999 4th quarter;144.0;101.0;142.0;4.2;-0.8;5.0
4861;5248.6 + 5248.7 Sports and camping art.;1999;159.0;101.0;157.0;12.8;-0.6;13.4
4862;5248.6 + 5248.7 Sports and camping art.;2000 January;149.0;102.0;147.0;5.5;-0.2;5.7
4863;5248.6 + 5248.7 Sports and camping art.;2000 February;137.0;102.0;134.0;13.0;0.6;12.4
4864;5248.6 + 5248.7 Sports and camping art.;2000 March;147.0;103.0;142.0;2.6;1.0;1.6
4865;5248.6 + 5248.7 Sports and camping art.;2000 1st quarter;144.0;102.0;141.0;6.7;0.5;6.2
4866;5248.6 + 5248.7 Sports and camping art.;2000 April;180.0;103.0;176.0;6.6;0.3;6.2
4867;5248.6 + 5248.7 Sports and camping art.;2000 May;200.0;103.0;195.0;7.0;0.7;6.2
4868;5248.6 + 5248.7 Sports and camping art.;2000 June;209.0;103.0;204.0;6.3;1.8;4.4
4869;5248.6 + 5248.7 Sports and camping art.;2000 2nd quarter;197.0;103.0;192.0;6.6;1.0;5.6
4870;5248.6 + 5248.7 Sports and camping art.;2000 July;232.0;102.0;228.0;-0.2;1.5;-1.6
4871;5248.6 + 5248.7 Sports and camping art.;2000 August;187.0;101.0;184.0;11.0;1.1;9.9
4872;5248.6 + 5248.7 Sports and camping art.;2000 September;166.0;103.0;161.0;16.2;1.5;14.5
4873;5248.6 + 5248.7 Sports and camping art.;2000 3rd quarter;195.0;102.0;191.0;7.6;1.4;6.2
4874;5248.6 + 5248.7 Sports and camping art.;2000 October;159.0;103.0;154.0;3.4;2.3;1.0
4875;5248.6 + 5248.7 Sports and camping art.;2000 November;149.0;104.0;144.0;13.8;2.7;10.9
4876;5248.6 + 5248.7 Sports and camping art.;2000 December;174.0;104.0;168.0;12.2;1.9;10.1
4877;5248.6 + 5248.7 Sports and camping art.;2000 4th quarter;161.0;104.0;155.0;9.6;2.3;7.1
4878;5248.6 + 5248.7 Sports and camping art.;2000;174.0;103.0;170.0;7.6;1.3;6.2
4879;5248.9 Caravans;1994 January;;;;;;
4880;5248.9 Caravans;1994 February;;;;;;
4881;5248.9 Caravans;1994 March;;;;;;
4882;5248.9 Caravans;1994 1st quarter;;;;;;
4883;5248.9 Caravans;1994 April;;;;;;
4884;5248.9 Caravans;1994 May;;;;;;
4885;5248.9 Caravans;1994 June;;;;;;
4886;5248.9 Caravans;1994 2nd quarter;;;;;;
4887;5248.9 Caravans;1994 July;;;;;;
4888;5248.9 Caravans;1994 August;;;;;;
4889;5248.9 Caravans;1994 September;;;;;;
4890;5248.9 Caravans;1994 3rd quarter;;;;;;
4891;5248.9 Caravans;1994 October;;;;;;
4892;5248.9 Caravans;1994 November;;;;;;
4893;5248.9 Caravans;1994 December;;;;;;
4894;5248.9 Caravans;1994 4th quarter;;;;;;
4895;5248.9 Caravans;1994;;;;;;
4896;5248.9 Caravans;1995 January;;;;;;
4897;5248.9 Caravans;1995 February;;;;;;
4898;5248.9 Caravans;1995 March;;;;;;
4899;5248.9 Caravans;1995 1st quarter;;;;;;
4900;5248.9 Caravans;1995 April;;;;;;
4901;5248.9 Caravans;1995 May;;;;;;
4902;5248.9 Caravans;1995 June;;;;;;
4903;5248.9 Caravans;1995 2nd quarter;;;;;;
4904;5248.9 Caravans;1995 July;;;;;;
4905;5248.9 Caravans;1995 August;;;;;;
4906;5248.9 Caravans;1995 September;;;;;;
4907;5248.9 Caravans;1995 3rd quarter;;;;;;
4908;5248.9 Caravans;1995 October;;;;;;
4909;5248.9 Caravans;1995 November;;;;;;
4910;5248.9 Caravans;1995 December;;;;;;
4911;5248.9 Caravans;1995 4th quarter;;;;;;
4912;5248.9 Caravans;1995;;;;;;
4913;5248.9 Caravans;1996 January;;;;;;
4914;5248.9 Caravans;1996 February;;;;;;
4915;5248.9 Caravans;1996 March;;;;;;
4916;5248.9 Caravans;1996 1st quarter;;;;;;
4917;5248.9 Caravans;1996 April;;;;;;
4918;5248.9 Caravans;1996 May;;;;;;
4919;5248.9 Caravans;1996 June;;;;;;
4920;5248.9 Caravans;1996 2nd quarter;;;;;;
4921;5248.9 Caravans;1996 July;;;;;;
4922;5248.9 Caravans;1996 August;;;;;;
4923;5248.9 Caravans;1996 September;;;;;;
4924;5248.9 Caravans;1996 3rd quarter;;;;;;
4925;5248.9 Caravans;1996 October;;;;;;
4926;5248.9 Caravans;1996 November;;;;;;
4927;5248.9 Caravans;1996 December;;;;;;
4928;5248.9 Caravans;1996 4th quarter;;;;;;
4929;5248.9 Caravans;1996;;;;;;
4930;5248.9 Caravans;1997 January;;;;;;
4931;5248.9 Caravans;1997 February;;;;;;
4932;5248.9 Caravans;1997 March;;;;;;
4933;5248.9 Caravans;1997 1st quarter;;;;;;
4934;5248.9 Caravans;1997 April;;;;;;
4935;5248.9 Caravans;1997 May;;;;;;
4936;5248.9 Caravans;1997 June;;;;;;
4937;5248.9 Caravans;1997 2nd quarter;;;;;;
4938;5248.9 Caravans;1997 July;;;;;;
4939;5248.9 Caravans;1997 August;;;;;;
4940;5248.9 Caravans;1997 September;;;;;;
4941;5248.9 Caravans;1997 3rd quarter;;;;;;
4942;5248.9 Caravans;1997 October;;;;;;
4943;5248.9 Caravans;1997 November;;;;;;
4944;5248.9 Caravans;1997 December;;;;;;
4945;5248.9 Caravans;1997 4th quarter;;;;;;
4946;5248.9 Caravans;1997;;;;;;
4947;5248.9 Caravans;1998 January;;;;;;
4948;5248.9 Caravans;1998 February;;;;;;
4949;5248.9 Caravans;1998 March;;;;;;
4950;5248.9 Caravans;1998 1st quarter;85.0;106.0;80.0;5.1;3.5;1.5
4951;5248.9 Caravans;1998 April;;;;;;
4952;5248.9 Caravans;1998 May;;;;;;
4953;5248.9 Caravans;1998 June;;;;;;
4954;5248.9 Caravans;1998 2nd quarter;191.0;106.0;181.0;14.8;3.5;10.9
4955;5248.9 Caravans;1998 July;;;;;;
4956;5248.9 Caravans;1998 August;;;;;;
4957;5248.9 Caravans;1998 September;;;;;;
4958;5248.9 Caravans;1998 3rd quarter;138.0;107.0;130.0;21.0;3.4;17.0
4959;5248.9 Caravans;1998 October;;;;;;
4960;5248.9 Caravans;1998 November;;;;;;
4961;5248.9 Caravans;1998 December;;;;;;
4962;5248.9 Caravans;1998 4th quarter;63.0;108.0;58.0;1.9;3.3;-1.4
4963;5248.9 Caravans;1998;119.0;107.0;112.0;12.7;3.4;9.0
4964;5248.9 Caravans;1999 January;;;;;;
4965;5248.9 Caravans;1999 February;;;;;;
4966;5248.9 Caravans;1999 March;;;;;;
4967;5248.9 Caravans;1999 1st quarter;108.0;107.0;101.0;27.9;1.2;26.4
4968;5248.9 Caravans;1999 April;;;;;;
4969;5248.9 Caravans;1999 May;;;;;;
4970;5248.9 Caravans;1999 June;;;;;;
4971;5248.9 Caravans;1999 2nd quarter;251.0;107.0;234.0;31.2;1.2;29.6
4972;5248.9 Caravans;1999 July;;;;;;
4973;5248.9 Caravans;1999 August;;;;;;
4974;5248.9 Caravans;1999 September;;;;;;
4975;5248.9 Caravans;1999 3rd quarter;153.0;108.0;142.0;10.5;1.0;9.3
4976;5248.9 Caravans;1999 October;;;;;;
4977;5248.9 Caravans;1999 November;;;;;;
4978;5248.9 Caravans;1999 December;;;;;;
4979;5248.9 Caravans;1999 4th quarter;75.0;109.0;69.0;18.5;0.5;17.9
4980;5248.9 Caravans;1999;147.0;108.0;136.0;22.9;1.0;21.7
4981;5248.9 Caravans;2000 January;73.0;109.0;67.0;9.2;2.1;6.9
4982;5248.9 Caravans;2000 February;117.0;109.0;107.0;33.0;2.1;30.2
4983;5248.9 Caravans;2000 March;203.0;109.0;185.0;19.4;2.1;16.9
4984;5248.9 Caravans;2000 1st quarter;131.0;109.0;120.0;21.0;2.1;18.4
4985;5248.9 Caravans;2000 April;260.0;109.0;238.0;4.0;2.2;1.8
4986;5248.9 Caravans;2000 May;269.0;110.0;246.0;6.6;2.2;4.2
4987;5248.9 Caravans;2000 June;227.0;110.0;207.0;-9.2;2.3;-11.2
4988;5248.9 Caravans;2000 2nd quarter;252.0;110.0;230.0;0.5;2.3;-1.7
4989;5248.9 Caravans;2000 July;232.0;110.0;212.0;0.8;2.3;-1.5
4990;5248.9 Caravans;2000 August;126.0;110.0;115.0;15.8;2.3;13.3
4991;5248.9 Caravans;2000 September;116.0;113.0;103.0;-2.4;3.8;-5.9
4992;5248.9 Caravans;2000 3rd quarter;158.0;111.0;143.0;3.5;2.8;0.7
4993;5248.9 Caravans;2000 October;93.0;113.0;82.0;15.1;3.8;10.9
4994;5248.9 Caravans;2000 November;91.0;113.0;80.0;20.0;3.8;15.6
4995;5248.9 Caravans;2000 December;147.0;113.0;130.0;118.1;3.8;110.2
4996;5248.9 Caravans;2000 4th quarter;110.0;113.0;98.0;47.7;3.8;42.4
4997;5248.9 Caravans;2000;163.0;111.0;147.0;11.1;2.7;8.1
4998;5249.1 Flowers and plants;1994 January;;;;;;
4999;5249.1 Flowers and plants;1994 February;;;;;;
5000;5249.1 Flowers and plants;1994 March;;;;;;
5001;5249.1 Flowers and plants;1994 1st quarter;;;;;;
5002;5249.1 Flowers and plants;1994 April;;;;;;
5003;5249.1 Flowers and plants;1994 May;;;;;;
5004;5249.1 Flowers and plants;1994 June;;;;;;
5005;5249.1 Flowers and plants;1994 2nd quarter;;;;;;
5006;5249.1 Flowers and plants;1994 July;;;;;;
5007;5249.1 Flowers and plants;1994 August;;;;;;
5008;5249.1 Flowers and plants;1994 September;;;;;;
5009;5249.1 Flowers and plants;1994 3rd quarter;;;;;;
5010;5249.1 Flowers and plants;1994 October;;;;;;
5011;5249.1 Flowers and plants;1994 November;;;;;;
5012;5249.1 Flowers and plants;1994 December;;;;;;
5013;5249.1 Flowers and plants;1994 4th quarter;;;;;;
5014;5249.1 Flowers and plants;1994;;;;;;
5015;5249.1 Flowers and plants;1995 January;;;;;;
5016;5249.1 Flowers and plants;1995 February;;;;;;
5017;5249.1 Flowers and plants;1995 March;;;;;;
5018;5249.1 Flowers and plants;1995 1st quarter;;;;;;
5019;5249.1 Flowers and plants;1995 April;;;;;;
5020;5249.1 Flowers and plants;1995 May;;;;;;
5021;5249.1 Flowers and plants;1995 June;;;;;;
5022;5249.1 Flowers and plants;1995 2nd quarter;;;;;;
5023;5249.1 Flowers and plants;1995 July;;;;;;
5024;5249.1 Flowers and plants;1995 August;;;;;;
5025;5249.1 Flowers and plants;1995 September;;;;;;
5026;5249.1 Flowers and plants;1995 3rd quarter;;;;;;
5027;5249.1 Flowers and plants;1995 October;;;;;;
5028;5249.1 Flowers and plants;1995 November;;;;;;
5029;5249.1 Flowers and plants;1995 December;;;;;;
5030;5249.1 Flowers and plants;1995 4th quarter;;;;;;
5031;5249.1 Flowers and plants;1995;;;;;;
5032;5249.1 Flowers and plants;1996 January;;;;;;
5033;5249.1 Flowers and plants;1996 February;;;;;;
5034;5249.1 Flowers and plants;1996 March;;;;;;
5035;5249.1 Flowers and plants;1996 1st quarter;;;;;;
5036;5249.1 Flowers and plants;1996 April;;;;;;
5037;5249.1 Flowers and plants;1996 May;;;;;;
5038;5249.1 Flowers and plants;1996 June;;;;;;
5039;5249.1 Flowers and plants;1996 2nd quarter;;;;;;
5040;5249.1 Flowers and plants;1996 July;;;;;;
5041;5249.1 Flowers and plants;1996 August;;;;;;
5042;5249.1 Flowers and plants;1996 September;;;;;;
5043;5249.1 Flowers and plants;1996 3rd quarter;;;;;;
5044;5249.1 Flowers and plants;1996 October;;;;;;
5045;5249.1 Flowers and plants;1996 November;;;;;;
5046;5249.1 Flowers and plants;1996 December;;;;;;
5047;5249.1 Flowers and plants;1996 4th quarter;;;;;;
5048;5249.1 Flowers and plants;1996;;;;;;
5049;5249.1 Flowers and plants;1997 January;;;;;;
5050;5249.1 Flowers and plants;1997 February;;;;;;
5051;5249.1 Flowers and plants;1997 March;;;;;;
5052;5249.1 Flowers and plants;1997 1st quarter;;;;;;
5053;5249.1 Flowers and plants;1997 April;;;;;;
5054;5249.1 Flowers and plants;1997 May;;;;;;
5055;5249.1 Flowers and plants;1997 June;;;;;;
5056;5249.1 Flowers and plants;1997 2nd quarter;;;;;;
5057;5249.1 Flowers and plants;1997 July;;;;;;
5058;5249.1 Flowers and plants;1997 August;;;;;;
5059;5249.1 Flowers and plants;1997 September;;;;;;
5060;5249.1 Flowers and plants;1997 3rd quarter;;;;;;
5061;5249.1 Flowers and plants;1997 October;;;;;;
5062;5249.1 Flowers and plants;1997 November;;;;;;
5063;5249.1 Flowers and plants;1997 December;;;;;;
5064;5249.1 Flowers and plants;1997 4th quarter;;;;;;
5065;5249.1 Flowers and plants;1997;;;;;;
5066;5249.1 Flowers and plants;1998 January;;;;;;
5067;5249.1 Flowers and plants;1998 February;;;;;;
5068;5249.1 Flowers and plants;1998 March;;;;;;
5069;5249.1 Flowers and plants;1998 1st quarter;119.0;107.0;111.0;8.6;3.4;5.1
5070;5249.1 Flowers and plants;1998 April;;;;;;
5071;5249.1 Flowers and plants;1998 May;;;;;;
5072;5249.1 Flowers and plants;1998 June;;;;;;
5073;5249.1 Flowers and plants;1998 2nd quarter;135.0;105.0;128.0;9.4;3.1;6.1
5074;5249.1 Flowers and plants;1998 July;;;;;;
5075;5249.1 Flowers and plants;1998 August;;;;;;
5076;5249.1 Flowers and plants;1998 September;;;;;;
5077;5249.1 Flowers and plants;1998 3rd quarter;109.0;102.0;106.0;9.8;3.8;5.8
5078;5249.1 Flowers and plants;1998 October;;;;;;
5079;5249.1 Flowers and plants;1998 November;;;;;;
5080;5249.1 Flowers and plants;1998 December;;;;;;
5081;5249.1 Flowers and plants;1998 4th quarter;133.0;106.0;125.0;10.7;2.2;8.3
5082;5249.1 Flowers and plants;1998;124.0;105.0;118.0;9.7;3.1;6.3
5083;5249.1 Flowers and plants;1999 January;;;;;;
5084;5249.1 Flowers and plants;1999 February;;;;;;
5085;5249.1 Flowers and plants;1999 March;;;;;;
5086;5249.1 Flowers and plants;1999 1st quarter;128.0;104.0;123.0;7.4;3.4;3.9
5087;5249.1 Flowers and plants;1999 April;;;;;;
5088;5249.1 Flowers and plants;1999 May;;;;;;
5089;5249.1 Flowers and plants;1999 June;;;;;;
5090;5249.1 Flowers and plants;1999 2nd quarter;148.0;102.0;145.0;9.2;3.1;5.9
5091;5249.1 Flowers and plants;1999 July;;;;;;
5092;5249.1 Flowers and plants;1999 August;;;;;;
5093;5249.1 Flowers and plants;1999 September;;;;;;
5094;5249.1 Flowers and plants;1999 3rd quarter;116.0;99.0;117.0;5.7;3.8;1.8
5095;5249.1 Flowers and plants;1999 October;;;;;;
5096;5249.1 Flowers and plants;1999 November;;;;;;
5097;5249.1 Flowers and plants;1999 December;;;;;;
5098;5249.1 Flowers and plants;1999 4th quarter;140.0;104.0;135.0;4.8;2.2;2.6
5099;5249.1 Flowers and plants;1999;133.0;102.0;130.0;6.8;3.1;3.6
5100;5249.1 Flowers and plants;2000 January;;;;;;
5101;5249.1 Flowers and plants;2000 February;;;;;;
5102;5249.1 Flowers and plants;2000 March;;;;;;
5103;5249.1 Flowers and plants;2000 1st quarter;135.0;112.0;120.0;5.4;2.9;2.5
5104;5249.1 Flowers and plants;2000 April;;;;;;
5105;5249.1 Flowers and plants;2000 May;;;;;;
5106;5249.1 Flowers and plants;2000 June;;;;;;
5107;5249.1 Flowers and plants;2000 2nd quarter;150.0;111.0;135.0;1.3;3.0;-1.7
5108;5249.1 Flowers and plants;2000 July;;;;;;
5109;5249.1 Flowers and plants;2000 August;;;;;;
5110;5249.1 Flowers and plants;2000 September;;;;;;
5111;5249.1 Flowers and plants;2000 3rd quarter;123.0;109.0;113.0;6.8;3.0;3.6
5112;5249.1 Flowers and plants;2000 October;;;;;;
5113;5249.1 Flowers and plants;2000 November;;;;;;
5114;5249.1 Flowers and plants;2000 December;;;;;;
5115;5249.1 Flowers and plants;2000 4th quarter;147.0;113.0;129.0;5.1;4.9;0.1
5116;5249.1 Flowers and plants;2000;139.0;111.0;125.0;4.5;3.5;1.0
5117;5249.2 Garden centres;1994 January;;;;;;
5118;5249.2 Garden centres;1994 February;;;;;;
5119;5249.2 Garden centres;1994 March;;;;;;
5120;5249.2 Garden centres;1994 1st quarter;;;;;;
5121;5249.2 Garden centres;1994 April;;;;;;
5122;5249.2 Garden centres;1994 May;;;;;;
5123;5249.2 Garden centres;1994 June;;;;;;
5124;5249.2 Garden centres;1994 2nd quarter;;;;;;
5125;5249.2 Garden centres;1994 July;;;;;;
5126;5249.2 Garden centres;1994 August;;;;;;
5127;5249.2 Garden centres;1994 September;;;;;;
5128;5249.2 Garden centres;1994 3rd quarter;;;;;;
5129;5249.2 Garden centres;1994 October;;;;;;
5130;5249.2 Garden centres;1994 November;;;;;;
5131;5249.2 Garden centres;1994 December;;;;;;
5132;5249.2 Garden centres;1994 4th quarter;;;;;;
5133;5249.2 Garden centres;1994;;;;;;
5134;5249.2 Garden centres;1995 January;;;;;;
5135;5249.2 Garden centres;1995 February;;;;;;
5136;5249.2 Garden centres;1995 March;;;;;;
5137;5249.2 Garden centres;1995 1st quarter;;;;;;
5138;5249.2 Garden centres;1995 April;;;;;;
5139;5249.2 Garden centres;1995 May;;;;;;
5140;5249.2 Garden centres;1995 June;;;;;;
5141;5249.2 Garden centres;1995 2nd quarter;;;;;;
5142;5249.2 Garden centres;1995 July;;;;;;
5143;5249.2 Garden centres;1995 August;;;;;;
5144;5249.2 Garden centres;1995 September;;;;;;
5145;5249.2 Garden centres;1995 3rd quarter;;;;;;
5146;5249.2 Garden centres;1995 October;;;;;;
5147;5249.2 Garden centres;1995 November;;;;;;
5148;5249.2 Garden centres;1995 December;;;;;;
5149;5249.2 Garden centres;1995 4th quarter;;;;;;
5150;5249.2 Garden centres;1995;;;;;;
5151;5249.2 Garden centres;1996 January;;;;;;
5152;5249.2 Garden centres;1996 February;;;;;;
5153;5249.2 Garden centres;1996 March;;;;;;
5154;5249.2 Garden centres;1996 1st quarter;;;;;;
5155;5249.2 Garden centres;1996 April;;;;;;
5156;5249.2 Garden centres;1996 May;;;;;;
5157;5249.2 Garden centres;1996 June;;;;;;
5158;5249.2 Garden centres;1996 2nd quarter;;;;;;
5159;5249.2 Garden centres;1996 July;;;;;;
5160;5249.2 Garden centres;1996 August;;;;;;
5161;5249.2 Garden centres;1996 September;;;;;;
5162;5249.2 Garden centres;1996 3rd quarter;;;;;;
5163;5249.2 Garden centres;1996 October;;;;;;
5164;5249.2 Garden centres;1996 November;;;;;;
5165;5249.2 Garden centres;1996 December;;;;;;
5166;5249.2 Garden centres;1996 4th quarter;;;;;;
5167;5249.2 Garden centres;1996;;;;;;
5168;5249.2 Garden centres;1997 January;;;;;;
5169;5249.2 Garden centres;1997 February;;;;;;
5170;5249.2 Garden centres;1997 March;;;;;;
5171;5249.2 Garden centres;1997 1st quarter;;;;;;
5172;5249.2 Garden centres;1997 April;;;;;;
5173;5249.2 Garden centres;1997 May;;;;;;
5174;5249.2 Garden centres;1997 June;;;;;;
5175;5249.2 Garden centres;1997 2nd quarter;;;;;;
5176;5249.2 Garden centres;1997 July;;;;;;
5177;5249.2 Garden centres;1997 August;;;;;;
5178;5249.2 Garden centres;1997 September;;;;;;
5179;5249.2 Garden centres;1997 3rd quarter;;;;;;
5180;5249.2 Garden centres;1997 October;;;;;;
5181;5249.2 Garden centres;1997 November;;;;;;
5182;5249.2 Garden centres;1997 December;;;;;;
5183;5249.2 Garden centres;1997 4th quarter;;;;;;
5184;5249.2 Garden centres;1997;;;;;;
5185;5249.2 Garden centres;1998 January;;;;;;
5186;5249.2 Garden centres;1998 February;;;;;;
5187;5249.2 Garden centres;1998 March;;;;;;
5188;5249.2 Garden centres;1998 1st quarter;89.0;106.0;84.0;2.0;2.9;-0.8
5189;5249.2 Garden centres;1998 April;;;;;;
5190;5249.2 Garden centres;1998 May;;;;;;
5191;5249.2 Garden centres;1998 June;;;;;;
5192;5249.2 Garden centres;1998 2nd quarter;201.0;105.0;192.0;0.6;2.7;-2.1
5193;5249.2 Garden centres;1998 July;;;;;;
5194;5249.2 Garden centres;1998 August;;;;;;
5195;5249.2 Garden centres;1998 September;;;;;;
5196;5249.2 Garden centres;1998 3rd quarter;109.0;103.0;106.0;6.0;3.3;2.6
5197;5249.2 Garden centres;1998 October;;;;;;
5198;5249.2 Garden centres;1998 November;;;;;;
5199;5249.2 Garden centres;1998 December;;;;;;
5200;5249.2 Garden centres;1998 4th quarter;116.0;106.0;110.0;-1.6;1.9;-3.5
5201;5249.2 Garden centres;1998;129.0;105.0;123.0;1.4;2.7;-1.3
5202;5249.2 Garden centres;1999 January;;;;;;
5203;5249.2 Garden centres;1999 February;;;;;;
5204;5249.2 Garden centres;1999 March;;;;;;
5205;5249.2 Garden centres;1999 1st quarter;94.0;108.0;87.0;5.1;1.6;3.5
5206;5249.2 Garden centres;1999 April;;;;;;
5207;5249.2 Garden centres;1999 May;;;;;;
5208;5249.2 Garden centres;1999 June;;;;;;
5209;5249.2 Garden centres;1999 2nd quarter;217.0;107.0;202.0;7.6;2.3;5.2
5210;5249.2 Garden centres;1999 July;;;;;;
5211;5249.2 Garden centres;1999 August;;;;;;
5212;5249.2 Garden centres;1999 September;;;;;;
5213;5249.2 Garden centres;1999 3rd quarter;118.0;106.0;111.0;7.7;2.9;4.7
5214;5249.2 Garden centres;1999 October;;;;;;
5215;5249.2 Garden centres;1999 November;;;;;;
5216;5249.2 Garden centres;1999 December;;;;;;
5217;5249.2 Garden centres;1999 4th quarter;132.0;108.0;123.0;14.0;2.0;11.8
5218;5249.2 Garden centres;1999;140.0;107.0;131.0;8.6;2.2;6.3
5219;5249.2 Garden centres;2000 January;58.0;112.0;51.0;-1.3;3.4;-4.6
5220;5249.2 Garden centres;2000 February;74.0;112.0;66.0;25.6;3.5;21.4
5221;5249.2 Garden centres;2000 March;160.0;109.0;147.0;-2.7;1.4;-4.1
5222;5249.2 Garden centres;2000 1st quarter;97.0;111.0;87.0;3.5;2.8;0.7
