ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
8086;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Overig;2023;3554.0
8087;Totaal particuliere huishoudens;Spanje;Geboren in Nederland;Overig;2024;3678.0
8088;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Totaal;2022;20882.0
8089;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Totaal;2023;23437.0
8090;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Totaal;2024;25090.0
8091;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;2366.0
8092;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;2582.0
8093;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;2757.0
8094;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;5221.0
8095;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;5446.0
8096;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;5714.0
8097;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Overig;2022;13295.0
8098;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Overig;2023;15409.0
8099;Totaal particuliere huishoudens;Spanje;Geboren buiten Nederland;Overig;2024;16619.0
8100;Totaal particuliere huishoudens;Sri Lanka;Totaal;Totaal;2022;7622.0
8101;Totaal particuliere huishoudens;Sri Lanka;Totaal;Totaal;2023;7930.0
8102;Totaal particuliere huishoudens;Sri Lanka;Totaal;Totaal;2024;8183.0
8103;Totaal particuliere huishoudens;Sri Lanka;Totaal;Zelfde land als referentiepersoon;2022;2369.0
8104;Totaal particuliere huishoudens;Sri Lanka;Totaal;Zelfde land als referentiepersoon;2023;2487.0
8105;Totaal particuliere huishoudens;Sri Lanka;Totaal;Zelfde land als referentiepersoon;2024;2609.0
8106;Totaal particuliere huishoudens;Sri Lanka;Totaal;Ander land dan referentiepersoon;2022;2224.0
8107;Totaal particuliere huishoudens;Sri Lanka;Totaal;Ander land dan referentiepersoon;2023;2278.0
8108;Totaal particuliere huishoudens;Sri Lanka;Totaal;Ander land dan referentiepersoon;2024;2331.0
8109;Totaal particuliere huishoudens;Sri Lanka;Totaal;Overig;2022;3029.0
8110;Totaal particuliere huishoudens;Sri Lanka;Totaal;Overig;2023;3165.0
8111;Totaal particuliere huishoudens;Sri Lanka;Totaal;Overig;2024;3243.0
8112;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Totaal;2022;1802.0
8113;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Totaal;2023;1870.0
8114;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Totaal;2024;1981.0
8115;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Zelfde land als referentiepersoon;2022;279.0
8116;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Zelfde land als referentiepersoon;2023;316.0
8117;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Zelfde land als referentiepersoon;2024;351.0
8118;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Ander land dan referentiepersoon;2022;1153.0
8119;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Ander land dan referentiepersoon;2023;1159.0
8120;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Ander land dan referentiepersoon;2024;1168.0
8121;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Overig;2022;370.0
8122;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Overig;2023;395.0
8123;Totaal particuliere huishoudens;Sri Lanka;Geboren in Nederland;Overig;2024;462.0
8124;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Totaal;2022;5820.0
8125;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Totaal;2023;6060.0
8126;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Totaal;2024;6202.0
8127;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;2090.0
8128;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;2171.0
8129;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;2258.0
8130;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;1071.0
8131;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;1119.0
8132;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;1163.0
8133;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Overig;2022;2659.0
8134;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Overig;2023;2770.0
8135;Totaal particuliere huishoudens;Sri Lanka;Geboren buiten Nederland;Overig;2024;2781.0
8136;Totaal particuliere huishoudens;Swaziland;Totaal;Totaal;2022;
8137;Totaal particuliere huishoudens;Swaziland;Totaal;Totaal;2023;
8138;Totaal particuliere huishoudens;Swaziland;Totaal;Totaal;2024;
8139;Totaal particuliere huishoudens;Swaziland;Totaal;Zelfde land als referentiepersoon;2022;
8140;Totaal particuliere huishoudens;Swaziland;Totaal;Zelfde land als referentiepersoon;2023;
8141;Totaal particuliere huishoudens;Swaziland;Totaal;Zelfde land als referentiepersoon;2024;
8142;Totaal particuliere huishoudens;Swaziland;Totaal;Ander land dan referentiepersoon;2022;
8143;Totaal particuliere huishoudens;Swaziland;Totaal;Ander land dan referentiepersoon;2023;
8144;Totaal particuliere huishoudens;Swaziland;Totaal;Ander land dan referentiepersoon;2024;
8145;Totaal particuliere huishoudens;Swaziland;Totaal;Overig;2022;
8146;Totaal particuliere huishoudens;Swaziland;Totaal;Overig;2023;
8147;Totaal particuliere huishoudens;Swaziland;Totaal;Overig;2024;
8148;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Totaal;2022;
8149;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Totaal;2023;
8150;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Totaal;2024;
8151;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Zelfde land als referentiepersoon;2022;
8152;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Zelfde land als referentiepersoon;2023;
8153;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Zelfde land als referentiepersoon;2024;
8154;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Ander land dan referentiepersoon;2022;
8155;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Ander land dan referentiepersoon;2023;
8156;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Ander land dan referentiepersoon;2024;
8157;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Overig;2022;
8158;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Overig;2023;
8159;Totaal particuliere huishoudens;Swaziland;Geboren in Nederland;Overig;2024;
8160;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Totaal;2022;
8161;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Totaal;2023;
8162;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Totaal;2024;
8163;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;
8164;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;
8165;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;
8166;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;
8167;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;
8168;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;
8169;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Overig;2022;
8170;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Overig;2023;
8171;Totaal particuliere huishoudens;Swaziland;Geboren buiten Nederland;Overig;2024;
8172;Totaal particuliere huishoudens;Syrië;Totaal;Totaal;2022;43915.0
8173;Totaal particuliere huishoudens;Syrië;Totaal;Totaal;2023;49457.0
8174;Totaal particuliere huishoudens;Syrië;Totaal;Totaal;2024;56651.0
8175;Totaal particuliere huishoudens;Syrië;Totaal;Zelfde land als referentiepersoon;2022;20120.0
8176;Totaal particuliere huishoudens;Syrië;Totaal;Zelfde land als referentiepersoon;2023;22941.0
8177;Totaal particuliere huishoudens;Syrië;Totaal;Zelfde land als referentiepersoon;2024;25470.0
8178;Totaal particuliere huishoudens;Syrië;Totaal;Ander land dan referentiepersoon;2022;3025.0
8179;Totaal particuliere huishoudens;Syrië;Totaal;Ander land dan referentiepersoon;2023;3385.0
8180;Totaal particuliere huishoudens;Syrië;Totaal;Ander land dan referentiepersoon;2024;3718.0
8181;Totaal particuliere huishoudens;Syrië;Totaal;Overig;2022;20770.0
8182;Totaal particuliere huishoudens;Syrië;Totaal;Overig;2023;23131.0
8183;Totaal particuliere huishoudens;Syrië;Totaal;Overig;2024;27463.0
8184;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Totaal;2022;944.0
8185;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Totaal;2023;1024.0
8186;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Totaal;2024;1141.0
8187;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Zelfde land als referentiepersoon;2022;217.0
8188;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Zelfde land als referentiepersoon;2023;246.0
8189;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Zelfde land als referentiepersoon;2024;264.0
8190;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Ander land dan referentiepersoon;2022;298.0
8191;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Ander land dan referentiepersoon;2023;316.0
8192;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Ander land dan referentiepersoon;2024;352.0
8193;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Overig;2022;429.0
8194;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Overig;2023;462.0
8195;Totaal particuliere huishoudens;Syrië;Geboren in Nederland;Overig;2024;525.0
8196;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Totaal;2022;42971.0
8197;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Totaal;2023;48433.0
8198;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Totaal;2024;55510.0
8199;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;19903.0
8200;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;22695.0
8201;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;25206.0
8202;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;2727.0
8203;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;3069.0
8204;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;3366.0
8205;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Overig;2022;20341.0
8206;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Overig;2023;22669.0
8207;Totaal particuliere huishoudens;Syrië;Geboren buiten Nederland;Overig;2024;26938.0
8208;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Totaal;2022;211.0
8209;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Totaal;2023;265.0
8210;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Totaal;2024;280.0
8211;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Zelfde land als referentiepersoon;2022;16.0
8212;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Zelfde land als referentiepersoon;2023;22.0
8213;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Zelfde land als referentiepersoon;2024;23.0
8214;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Ander land dan referentiepersoon;2022;78.0
8215;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Ander land dan referentiepersoon;2023;89.0
8216;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Ander land dan referentiepersoon;2024;91.0
8217;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Overig;2022;117.0
8218;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Overig;2023;154.0
8219;Totaal particuliere huishoudens;Tadzjikistan;Totaal;Overig;2024;166.0
8220;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Totaal;2022;41.0
8221;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Totaal;2023;42.0
8222;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Totaal;2024;45.0
8223;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Zelfde land als referentiepersoon;2022;1.0
8224;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Zelfde land als referentiepersoon;2023;2.0
8225;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Zelfde land als referentiepersoon;2024;1.0
8226;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Ander land dan referentiepersoon;2022;33.0
8227;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Ander land dan referentiepersoon;2023;32.0
8228;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Ander land dan referentiepersoon;2024;33.0
8229;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Overig;2022;7.0
8230;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Overig;2023;8.0
8231;Totaal particuliere huishoudens;Tadzjikistan;Geboren in Nederland;Overig;2024;11.0
8232;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Totaal;2022;170.0
8233;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Totaal;2023;223.0
8234;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Totaal;2024;235.0
8235;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;15.0
8236;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;20.0
8237;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;22.0
8238;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;45.0
8239;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;57.0
8240;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;58.0
8241;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Overig;2022;110.0
8242;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Overig;2023;146.0
8243;Totaal particuliere huishoudens;Tadzjikistan;Geboren buiten Nederland;Overig;2024;155.0
8244;Totaal particuliere huishoudens;Taiwan;Totaal;Totaal;2022;3045.0
8245;Totaal particuliere huishoudens;Taiwan;Totaal;Totaal;2023;3513.0
8246;Totaal particuliere huishoudens;Taiwan;Totaal;Totaal;2024;3872.0
8247;Totaal particuliere huishoudens;Taiwan;Totaal;Zelfde land als referentiepersoon;2022;472.0
8248;Totaal particuliere huishoudens;Taiwan;Totaal;Zelfde land als referentiepersoon;2023;530.0
8249;Totaal particuliere huishoudens;Taiwan;Totaal;Zelfde land als referentiepersoon;2024;593.0
8250;Totaal particuliere huishoudens;Taiwan;Totaal;Ander land dan referentiepersoon;2022;984.0
8251;Totaal particuliere huishoudens;Taiwan;Totaal;Ander land dan referentiepersoon;2023;1079.0
8252;Totaal particuliere huishoudens;Taiwan;Totaal;Ander land dan referentiepersoon;2024;1133.0
8253;Totaal particuliere huishoudens;Taiwan;Totaal;Overig;2022;1589.0
8254;Totaal particuliere huishoudens;Taiwan;Totaal;Overig;2023;1904.0
8255;Totaal particuliere huishoudens;Taiwan;Totaal;Overig;2024;2146.0
8256;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Totaal;2022;844.0
8257;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Totaal;2023;901.0
8258;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Totaal;2024;949.0
8259;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Zelfde land als referentiepersoon;2022;39.0
8260;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Zelfde land als referentiepersoon;2023;50.0
8261;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Zelfde land als referentiepersoon;2024;50.0
8262;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Ander land dan referentiepersoon;2022;732.0
8263;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Ander land dan referentiepersoon;2023;779.0
8264;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Ander land dan referentiepersoon;2024;821.0
8265;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Overig;2022;73.0
8266;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Overig;2023;72.0
8267;Totaal particuliere huishoudens;Taiwan;Geboren in Nederland;Overig;2024;78.0
8268;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Totaal;2022;2201.0
8269;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Totaal;2023;2612.0
8270;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Totaal;2024;2923.0
8271;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;433.0
8272;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;480.0
8273;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;543.0
8274;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;252.0
8275;Totaal particuliere huishoudens;Taiwan;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;300.0
