ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
5838;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2011;0
5839;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2012;0
5840;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2013;0
5841;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2014;0
5842;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2015;0
5843;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2016;0
5844;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2017;0
5845;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2018;0
5846;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2019;0
5847;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2020;0
5848;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2021;0
5849;HCR11: Langdurige zorg,welzijn,in natura;HP42-49: Laboratoria en ov ondersteunend;2022;0
5850;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;1998;0
5851;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;1999;0
5852;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2000;0
5853;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2001;0
5854;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2002;0
5855;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2003;0
5856;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2004;0
5857;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2005;0
5858;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2006;0
5859;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2007;0
5860;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2008;0
5861;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2009;0
5862;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2010;0
5863;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2011;0
5864;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2012;0
5865;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2013;0
5866;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2014;0
5867;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2015;0
5868;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2016;0
5869;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2017;0
5870;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2018;0
5871;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2019;0
5872;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2020;0
5873;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2021;0
5874;HCR11: Langdurige zorg,welzijn,in natura;HP5: Leveranciers genees-en hulpmiddelen;2022;0
5875;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;1998;0
5876;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;1999;0
5877;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2000;0
5878;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2001;0
5879;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2002;0
5880;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2003;0
5881;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2004;0
5882;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2005;0
5883;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2006;0
5884;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2007;0
5885;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2008;0
5886;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2009;0
5887;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2010;0
5888;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2011;0
5889;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2012;0
5890;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2013;0
5891;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2014;0
5892;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2015;0
5893;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2016;0
5894;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2017;0
5895;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2018;0
5896;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2019;0
5897;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2020;0
5898;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2021;0
5899;HCR11: Langdurige zorg,welzijn,in natura;HP51: Leveranciers geneesmiddelen;2022;0
5900;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;1998;0
5901;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;1999;0
5902;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2000;0
5903;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2001;0
5904;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2002;0
5905;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2003;0
5906;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2004;0
5907;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2005;0
5908;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2006;0
5909;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2007;0
5910;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2008;0
5911;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2009;0
5912;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2010;0
5913;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2011;0
5914;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2012;0
5915;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2013;0
5916;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2014;0
5917;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2015;0
5918;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2016;0
5919;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2017;0
5920;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2018;0
5921;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2019;0
5922;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2020;0
5923;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2021;0
5924;HCR11: Langdurige zorg,welzijn,in natura;HP52-59: Leveranciers hulpmiddelen;2022;0
5925;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;1998;0
5926;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;1999;0
5927;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2000;0
5928;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2001;0
5929;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2002;0
5930;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2003;0
5931;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2004;0
5932;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2005;0
5933;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2006;0
5934;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2007;0
5935;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2008;0
5936;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2009;0
5937;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2010;0
5938;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2011;0
5939;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2012;0
5940;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2013;0
5941;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2014;0
5942;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2015;0
5943;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2016;0
5944;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2017;0
5945;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2018;0
5946;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2019;0
5947;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2020;0
5948;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2021;0
5949;HCR11: Langdurige zorg,welzijn,in natura;HP6: Aanbieders van preventieve zorg;2022;0
5950;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;1998;0
5951;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;1999;0
5952;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2000;0
5953;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2001;0
5954;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2002;0
5955;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2003;0
5956;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2004;0
5957;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2005;0
5958;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2006;0
5959;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2007;0
5960;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2008;0
5961;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2009;0
5962;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2010;0
5963;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2011;0
5964;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2012;0
5965;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2013;0
5966;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2014;0
5967;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2015;0
5968;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2016;0
5969;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2017;0
5970;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2018;0
5971;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2019;0
5972;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2020;0
5973;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2021;0
5974;HCR11: Langdurige zorg,welzijn,in natura;HP7: Organisaties beheer en financiering;2022;0
5975;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;1998;0
5976;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;1999;0
5977;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2000;0
5978;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2001;0
5979;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2002;0
5980;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2003;0
5981;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2004;0
5982;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2005;0
5983;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2006;0
5984;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2007;0
5985;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2008;0
5986;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2009;0
5987;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2010;0
5988;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2011;0
5989;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2012;0
5990;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2013;0
5991;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2014;0
5992;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2015;0
5993;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2016;0
5994;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2017;0
5995;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2018;0
5996;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2019;0
5997;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2020;0
5998;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2021;0
5999;HCR11: Langdurige zorg,welzijn,in natura;HP71: Overheidsbeleid en beheer org.;2022;0
6000;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;1998;0
6001;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;1999;0
6002;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2000;0
6003;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2001;0
6004;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2002;0
6005;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2003;0
6006;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2004;0
6007;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2005;0
6008;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2006;0
6009;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2007;0
6010;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2008;0
6011;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2009;0
6012;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2010;0
6013;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2011;0
6014;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2012;0
6015;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2013;0
6016;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2014;0
6017;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2015;0
6018;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2016;0
6019;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2017;0
6020;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2018;0
6021;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2019;0
6022;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2020;0
6023;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
6024;HCR11: Langdurige zorg,welzijn,in natura;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
6025;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;1998;0
6026;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;1999;0
6027;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2000;0
6028;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2001;0
6029;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2002;0
6030;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2003;0
6031;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2004;0
6032;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2005;0
6033;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2006;0
6034;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2007;0
6035;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2008;0
6036;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2009;0
6037;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2010;0
6038;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2011;0
6039;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2012;0
6040;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2013;0
6041;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2014;0
6042;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2015;0
6043;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2016;0
6044;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2017;0
6045;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2018;0
6046;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2019;0
6047;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2020;0
6048;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2021;0
6049;HCR11: Langdurige zorg,welzijn,in natura;HP73: Particuliere verzekeraars;2022;0
6050;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;1998;0
6051;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;1999;0
6052;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2000;0
6053;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2001;0
6054;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2002;0
6055;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2003;0
6056;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2004;0
6057;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2005;0
6058;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2006;0
6059;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2007;0
6060;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2008;0
6061;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2009;0
6062;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2010;0
6063;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2011;0
6064;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2012;0
6065;HCR11: Langdurige zorg,welzijn,in natura;HP79: Ov. Instellingen beheer en financ.;2013;0
