ID;Geslacht;Leeftijd;DiagnosenGGZHoofdgroepen;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
7091;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2015;;;28;33.0
7092;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2016;;;24;27.0
7093;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2017;;;21;25.0
7094;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2018;;;23;27.0
7095;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2019;;;21;23.0
7096;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2020;;;17;20.0
7097;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;7e 10%-groep (personen);Personen met verblijf;2021;;;21;24.0
7098;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;119;141.0
7099;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;111;132.0
7100;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;106;126.0
7101;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;106;125.0
7102;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;98;115.0
7103;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;95;111.0
7104;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;105;123.0
7105;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2015;;;98;115.0
7106;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2016;;;94;111.0
7107;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2017;;;88;104.0
7108;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2018;;;87;103.0
7109;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2019;;;78;92.0
7110;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2020;;;77;91.0
7111;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen zonder verblijf;2021;;;88;102.0
7112;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2015;;;21;26.0
7113;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2016;;;17;20.0
7114;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2017;;;18;21.0
7115;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2018;;;18;21.0
7116;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2019;;;19;23.0
7117;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2020;;;17;19.0
7118;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;8e 10%-groep (personen);Personen met verblijf;2021;;;17;20.0
7119;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2015;;;108;124.0
7120;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2016;;;94;112.0
7121;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2017;;;94;112.0
7122;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2018;;;95;113.0
7123;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2019;;;83;97.0
7124;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2020;;;82;97.0
7125;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Totaal met en zonder verblijf;2021;;;85;123.0
7126;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2015;;;89;103.0
7127;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2016;;;76;93.0
7128;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2017;;;79;95.0
7129;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2018;;;77;92.0
7130;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2019;;;67;78.0
7131;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2020;;;67;80.0
7132;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen zonder verblijf;2021;;;69;104.0
7133;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2015;;;18;21.0
7134;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2016;;;17;19.0
7135;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2017;;;14;17.0
7136;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2018;;;18;21.0
7137;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2019;;;15;18.0
7138;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2020;;;15;17.0
7139;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;9e 10%-groep (personen);Personen met verblijf;2021;;;15;18.0
7140;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2015;;;85;101.0
7141;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2016;;;78;94.0
7142;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2017;;;74;88.0
7143;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2018;;;76;87.0
7144;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2019;;;69;83.0
7145;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2020;;;72;84.0
7146;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2021;;;75;86.0
7147;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2015;;;68;82.0
7148;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2016;;;66;78.0
7149;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2017;;;60;72.0
7150;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2018;;;60;69.0
7151;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2019;;;54;65.0
7152;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2020;;;60;69.0
7153;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen zonder verblijf;2021;;;60;69.0
7154;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2015;;;16;19.0
7155;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2016;;;12;15.0
7156;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2017;;;14;16.0
7157;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2018;;;16;17.0
7158;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2019;;;14;17.0
7159;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2020;;;11;14.0
7160;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;D Schizofrenie e.a. psychotische stoorn;10e 10%-groep (personen) (hoog inkomen);Personen met verblijf;2021;;;14;16.0
7161;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2015;;;1512;2202.0
7162;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2016;;;1488;2209.0
7163;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2017;;;1504;2224.0
7164;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2018;;;1532;2267.0
7165;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2019;;;1418;2103.0
7166;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2020;;;1355;2032.0
7167;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Totaal met en zonder verblijf;2021;;;1368;2063.0
7168;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2015;;;1416;2057.0
7169;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2016;;;1400;2075.0
7170;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2017;;;1420;2098.0
7171;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2018;;;1443;2137.0
7172;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2019;;;1337;1985.0
7173;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2020;;;1282;1923.0
7174;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen zonder verblijf;2021;;;1292;1949.0
7175;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2015;;;96;144.0
7176;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2016;;;87;133.0
7177;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2017;;;84;126.0
7178;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2018;;;88;129.0
7179;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2019;;;80;118.0
7180;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2020;;;73;108.0
7181;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;Totaal alle inkomens (personen);Personen met verblijf;2021;;;76;113.0
7182;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;;;2176;3371.0
7183;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;;;2054;3261.0
7184;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2017;;;2071;3285.0
7185;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2018;;;2072;3317.0
7186;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2019;;;1839;2962.0
7187;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2020;;;1757;2859.0
7188;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2021;;;1803;2953.0
7189;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;;;2018;3113.0
7190;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;;;1910;3021.0
7191;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2017;;;1938;3057.0
7192;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2018;;;1929;3084.0
7193;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2019;;;1714;2756.0
7194;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2020;;;1631;2655.0
7195;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2021;;;1682;2749.0
7196;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;;;157;257.0
7197;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;;;144;239.0
7198;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2017;;;133;227.0
7199;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2018;;;143;232.0
7200;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2019;;;124;205.0
7201;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2020;;;126;203.0
7202;Totaal mannen en vrouwen;18 jaar of ouder, gestandaardiseerd;E Stemmingsstoornissen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2021;;;121;203.0
