ID;TripCharacteristics;Population;TravelPurposes;Margins;RegionCharacteristics;Periods;AverageDistanceTravelledPerTrip_1;AverageTravelTimePerTrip_2
7238;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2020;7.23;57.49
7239;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2021;7.5;59.08
7240;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2022;7.05;55.94
7241;Total;Population: 12 years or older;Touring/walking;Value;Strongly urbanised;2023;7.0;55.83
7242;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2018;9.72;66.72
7243;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2019;9.54;63.86
7244;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2020;7.43;58.24
7245;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2021;8.45;60.17
7246;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2022;7.58;58.04
7247;Total;Population: 12 years or older;Touring/walking;Value;Moderately urbanised;2023;7.01;56.14
7248;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2018;10.24;64.64
7249;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2019;9.87;69.33
7250;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2020;8.25;57.99
7251;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2021;8.22;59.25
7252;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2022;7.63;55.86
7253;Total;Population: 12 years or older;Touring/walking;Value;Hardly urbanised;2023;7.52;56.03
7254;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2018;8.86;59.96
7255;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2019;9.97;66.41
7256;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2020;7.54;54.45
7257;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2021;8.84;60.82
7258;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2022;7.82;57.16
7259;Total;Population: 12 years or older;Touring/walking;Value;Not urbanised;2023;7.43;58.68
7260;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2018;9.1;65.02
7261;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2019;9.09;67.25
7262;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2020;7.41;58.81
7263;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2021;7.63;60.58
7264;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2022;7.06;57.77
7265;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;The Netherlands;2023;6.84;57.29
7266;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;9.4;61.28
7267;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;8.64;58.53
7268;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;7.84;56.34
7269;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;8.07;56.84
7270;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;7.21;54.75
7271;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;6.33;52.99
7272;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;7.93;59.34
7273;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;8.85;61.9
7274;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;6.82;52.7
7275;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;7.73;56.25
7276;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;6.17;51.46
7277;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;6.48;50.86
7278;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2018;9.05;65.95
7279;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2019;8.64;68.98
7280;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2020;7.36;61.2
7281;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2021;7.32;62.65
7282;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2022;6.84;59.72
7283;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;West-Nederland (LD);2023;6.96;60.65
7284;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;8.36;62.73
7285;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;8.32;65.12
7286;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;6.73;56.61
7287;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;6.79;57.93
7288;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;7.11;56.91
7289;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;6.05;54.91
7290;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2018;8.37;55.77
7291;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2019;6.83;53.08
7292;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2020;8.79;59.74
7293;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2021;7.25;56.9
7294;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2022;6.53;50.18
7295;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Groningen (PV);2023;5.59;51.58
7296;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2018;9.2;63.42
7297;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2019;8.6;56.02
7298;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2020;5.99;51.47
7299;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2021;7.81;53.27
7300;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2022;7.12;56.23
7301;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Fryslân (PV);2023;5.94;51.38
7302;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2018;7.07;49.58
7303;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2019;7.47;53.79
7304;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2020;6.66;50.36
7305;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2021;6.74;53.62
7306;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2022;5.86;49.31
7307;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Drenthe (PV);2023;5.67;48.42
7308;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2018;6.82;53.81
7309;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2019;8.82;57.08
7310;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2020;7.6;52.22
7311;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2021;7.77;57.35
7312;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2022;6.14;50.36
7313;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Overijssel (PV);2023;6.34;50.02
7314;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2018;9.73;61.98
7315;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2019;6.63;52.29
7316;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2020;5.16;46.98
7317;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2021;6.67;52.02
7318;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2022;4.82;47.32
7319;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Flevoland (PV);2023;5.26;50.31
7320;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2018;7.27;57.95
7321;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2019;8.02;62.03
7322;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2020;6.14;51.4
7323;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2021;7.18;54.13
7324;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2022;5.83;50.47
7325;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Gelderland (PV);2023;5.88;48.82
7326;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2018;8.08;57.08
7327;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2019;7.56;60.79
7328;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2020;6.88;55.96
7329;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2021;6.89;57.84
7330;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2022;6.38;54.31
7331;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Utrecht (PV);2023;6.53;52.51
7332;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2018;8.69;66.95
7333;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2019;8.52;71.62
7334;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2020;6.81;60.35
7335;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2021;7.2;64.28
7336;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2022;6.1;59.78
7337;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Holland (PV);2023;6.34;60.25
7338;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;8.46;63.45
7339;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;7.91;65.78
7340;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;7.26;62.21
7341;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;6.97;61.08
7342;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;6.83;59.12
7343;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;6.9;61.01
7344;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2018;8.03;57.92
7345;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2019;6.72;51.49
7346;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2020;6.3;50.0
7347;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2021;6.78;55.52
7348;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2022;7.26;55.79
7349;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Zeeland (PV);2023;6.47;57.12
7350;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;8.33;59.47
7351;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;8.31;62.9
7352;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;6.75;55.15
7353;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;6.89;57.8
7354;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;7.21;55.5
7355;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;6.17;53.55
7356;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2018;7.41;64.95
7357;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2019;7.25;64.42
7358;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2020;6.08;56.72
7359;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2021;6.03;55.43
7360;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2022;5.98;56.76
7361;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Limburg (PV);2023;5.32;54.93
7362;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Extremely urbanised;2018;8.09;68.14
7363;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Extremely urbanised;2019;7.92;73.13
7364;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Extremely urbanised;2020;7.44;66.91
7365;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Extremely urbanised;2021;6.89;66.36
7366;Total;Population: 12 years or older;Touring/walking;Lower bound 95% confidence interval;Extremely urbanised;2022;6.49;64.69
