ID;TravelMotives;Population;TravelModes;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
8270;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2020;;;;;;
8271;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2021;;;;;;
8272;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2022;;;;;;
8273;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Zeeland (PV);2023;;;;;;
8274;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;;;;;;
8275;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;;;;;;
8276;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;;;;;;
8277;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;;;;;;
8278;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;;;;;;
8279;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;;;;;;
8280;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2018;;;;;;
8281;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2019;;;;;;
8282;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2020;;;;;;
8283;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2021;;;;;;
8284;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2022;;;;;;
8285;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Limburg (PV);2023;;;;;;
8286;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2018;0.06;0.73;2.27;20.0;267.0;13.8
8287;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2019;0.05;0.65;2.05;19.0;237.0;12.4
8288;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2020;0.03;0.31;1.13;10.0;114.0;6.9
8289;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2021;0.02;0.26;0.95;8.0;94.0;5.8
8290;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2022;0.03;0.37;1.3;11.0;136.0;7.9
8291;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Extremely urbanised;2023;0.04;0.47;1.56;14.0;171.0;9.5
8292;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2018;0.02;0.38;1.03;8.0;139.0;6.3
8293;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2019;0.02;0.36;0.94;7.0;133.0;5.7
8294;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2020;0.01;0.18;0.48;4.0;65.0;2.9
8295;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2021;0.01;0.13;0.38;3.0;46.0;2.3
8296;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2022;0.01;0.23;0.57;4.0;85.0;3.5
8297;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Strongly urbanised;2023;0.01;0.24;0.57;4.0;88.0;3.5
8298;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2018;0.01;0.24;0.57;5.0;86.0;3.4
8299;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2019;0.02;0.29;0.87;6.0;105.0;5.3
8300;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2020;;;;;;
8301;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2021;;;;;;
8302;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2022;;;;;;
8303;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Moderately urbanised;2023;;;;;;
8304;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2018;0.01;0.18;0.44;3.0;65.0;2.7
8305;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2019;;;;;;
8306;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2020;;;;;;
8307;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2021;;;;;;
8308;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2022;;;;;;
8309;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Hardly urbanised;2023;;;;;;
8310;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2018;;;;;;
8311;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2019;;;;;;
8312;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2020;;;;;;
8313;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2021;;;;;;
8314;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2022;;;;;;
8315;Travel to/from work, (non)-daily commute;Population 6 years or older;Bus/tram/metro;Upper bound 95% confidence interval;Not urbanised;2023;;;;;;
8316;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2018;0.14;0.68;2.72;52.0;247.0;16.5
8317;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2019;0.13;0.65;2.59;49.0;237.0;15.8
8318;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2020;0.1;0.44;1.85;36.0;160.0;11.3
8319;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2021;0.1;0.45;1.94;37.0;163.0;11.8
8320;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2022;0.12;0.55;2.3;43.0;202.0;14.0
8321;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;The Netherlands;2023;0.12;0.57;2.31;44.0;208.0;14.1
8322;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2018;0.14;0.61;2.48;53.0;224.0;15.1
8323;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2019;0.14;0.55;2.26;51.0;202.0;13.7
8324;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2020;0.11;0.47;1.91;39.0;173.0;11.6
8325;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2021;0.12;0.49;2.3;42.0;178.0;14.0
8326;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2022;0.12;0.49;1.99;44.0;180.0;12.1
8327;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Noord-Nederland (LD);2023;0.12;0.52;2.06;45.0;188.0;12.5
8328;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2018;0.15;0.62;2.53;54.0;225.0;15.4
8329;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2019;0.14;0.65;2.46;52.0;236.0;15.0
8330;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2020;0.1;0.41;1.71;38.0;152.0;10.4
8331;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2021;0.11;0.46;1.97;40.0;167.0;12.0
8332;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2022;0.13;0.59;2.32;48.0;214.0;14.1
8333;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Oost-Nederland (LD);2023;0.12;0.57;2.32;46.0;208.0;14.1
8334;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2018;0.15;0.76;3.02;54.0;278.0;18.4
8335;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2019;0.13;0.7;2.82;48.0;256.0;17.2
8336;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2020;0.1;0.47;2.02;37.0;171.0;12.3
8337;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2021;0.1;0.47;2.03;37.0;173.0;12.3
8338;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2022;0.12;0.56;2.37;42.0;204.0;14.4
8339;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;West-Nederland (LD);2023;0.12;0.6;2.49;44.0;220.0;15.2
8340;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2018;0.13;0.58;2.35;47.0;212.0;14.3
8341;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2019;0.13;0.58;2.35;47.0;212.0;14.3
8342;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2020;0.09;0.38;1.56;32.0;139.0;9.5
8343;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2021;0.08;0.35;1.56;31.0;129.0;9.5
8344;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2022;0.11;0.54;2.26;41.0;196.0;13.8
8345;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Zuid-Nederland (LD);2023;0.11;0.52;2.03;40.0;188.0;12.3
8346;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2018;0.17;0.7;2.85;63.0;256.0;17.3
8347;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2019;0.17;0.68;2.71;61.0;248.0;16.5
8348;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2020;0.11;0.53;2.18;39.0;194.0;13.3
8349;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2021;0.11;0.48;2.34;42.0;176.0;14.3
8350;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2022;0.14;0.62;2.63;53.0;225.0;16.0
8351;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Groningen (PV);2023;0.14;0.61;2.48;53.0;223.0;15.1
8352;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2018;0.14;0.57;2.4;50.0;210.0;14.6
8353;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2019;0.12;0.44;1.86;44.0;162.0;11.3
8354;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2020;0.11;0.4;1.67;42.0;146.0;10.2
8355;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2021;0.12;0.48;2.51;45.0;177.0;15.3
8356;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2022;0.11;0.38;1.56;41.0;140.0;9.5
8357;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Fryslân (PV);2023;0.12;0.44;1.81;43.0;161.0;11.0
8358;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2018;0.12;0.56;2.14;44.0;206.0;13.0
8359;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2019;0.13;0.55;2.25;48.0;202.0;13.7
8360;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2020;0.1;0.5;1.89;36.0;184.0;11.5
8361;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2021;0.11;0.5;1.96;40.0;183.0;11.9
8362;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2022;0.1;0.49;1.81;37.0;178.0;11.0
8363;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Drenthe (PV);2023;0.1;0.5;1.89;38.0;182.0;11.5
8364;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2018;0.16;0.65;2.71;60.0;237.0;16.5
8365;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2019;0.18;0.81;3.06;66.0;294.0;18.6
8366;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2020;0.11;0.44;1.78;41.0;162.0;10.9
8367;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2021;0.13;0.54;2.38;48.0;196.0;14.5
8368;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2022;0.15;0.66;2.59;54.0;240.0;15.8
8369;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Overijssel (PV);2023;0.15;0.69;2.74;53.0;250.0;16.7
8370;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2018;0.1;0.38;1.55;37.0;139.0;9.4
8371;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2019;0.09;0.33;1.32;35.0;120.0;8.0
8372;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2020;0.08;0.26;1.14;28.0;96.0;7.0
8373;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2021;0.08;0.33;1.53;29.0;122.0;9.3
8374;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2022;0.08;0.32;1.21;30.0;118.0;7.4
8375;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Flevoland (PV);2023;0.09;0.35;1.44;32.0;128.0;8.8
8376;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Gelderland (PV);2018;0.15;0.65;2.62;54.0;236.0;15.9
8377;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Gelderland (PV);2019;0.13;0.62;2.36;47.0;227.0;14.4
8378;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Gelderland (PV);2020;0.11;0.43;1.78;38.0;158.0;10.8
8379;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Gelderland (PV);2021;0.1;0.44;1.82;38.0;160.0;11.1
8380;Travel to/from work, (non)-daily commute;Population 6 years or older;Bike;Value;Gelderland (PV);2022;0.13;0.6;2.4;49.0;219.0;14.6
