ID;CharRegionalBusinessClassification;Periods;SicknessAbsenceRateTotal_1;SicknessAbsenceRate1stYear_2;SicknessAbsenceRate2ndYear_3;SicknessAbsenceRateTotal_4;SicknessAbsenceRate17Days_5;SicknessAbsenceRate842Days_6;SicknessAbsenceRate4391Days_7;SicknessAbsenceRate92182Days_8;SicknessAbsenceRate183365Days_9;SicknessAbsenceRate366730Days_10;SickLeaveFrequency_11;AverageDurationOfAbsenceTotal_12;AverageDurationOfAbsence1Year_13;AvgDurationOfAbsence1YrAnd2yr_14
1847;50 Car trade and repairs;2003 3rd quarter*;3.8;3.8;;3.8;0.5;1.0;0.7;0.9;0.7;;0.72;18.8;18.8;
1848;50 Car trade and repairs;2003 4th quarter*;4.7;4.7;;4.7;0.8;1.2;0.9;1.0;0.8;;1.07;14.6;14.6;
1849;50 Car trade and repairs;2003 annual figure*;4.2;4.2;;4.2;0.7;0.9;0.5;0.5;1.6;;0.94;16.4;16.4;
1850;50 Car trade and repairs;2004 1st quarter*;4.2;4.2;;4.2;0.7;1.2;0.9;0.8;0.5;;1.0;17.3;17.3;
1851;50 Car trade and repairs;2004 2nd quarter*;3.6;3.6;;3.6;0.5;1.0;0.9;0.8;0.5;;0.75;18.9;18.9;
1852;50 Car trade and repairs;2004 3rd quarter*;3.2;3.2;;3.2;0.4;0.9;0.7;0.7;0.5;;0.64;21.8;21.8;
1853;50 Car trade and repairs;2004 4th quarter*;3.5;3.5;;3.5;0.8;1.1;0.8;0.5;0.4;;0.99;18.4;18.4;
1854;50 Car trade and repairs;2004 annual figure*;3.6;3.6;;3.6;0.6;0.9;0.7;0.6;0.8;;0.84;18.8;18.8;
1855;50 Car trade and repairs;2005 1st quarter*;4.3;4.2;0.1;4.3;0.9;1.2;0.8;0.7;0.6;0.1;1.09;13.5;13.4;0.0
1856;50 Car trade and repairs;2005 2nd quarter*;3.5;3.4;0.1;3.5;0.5;0.9;0.7;0.6;0.5;0.2;0.68;18.7;18.5;0.2
1857;50 Car trade and repairs;2005 3rd quarter*;3.0;3.0;0.1;3.0;0.3;0.7;0.6;0.6;0.5;0.3;0.54;22.4;21.8;0.7
1858;50 Car trade and repairs;2005 4th quarter*;3.4;3.3;0.1;3.4;0.6;0.9;0.7;0.4;0.4;0.3;0.79;27.1;24.6;2.5
1859;50 Car trade and repairs;2005 annual figure*;3.5;3.5;0.1;3.5;0.6;0.8;0.6;0.5;0.6;0.4;0.77;20.4;19.6;0.8
1860;51 Wholesale trade;2002 1st quarter*;5.3;5.3;;5.3;1.1;1.6;1.0;0.9;0.7;;1.36;16.1;16.1;
1861;51 Wholesale trade;2002 2nd quarter*;4.6;4.6;;4.6;0.7;1.3;0.9;0.9;0.7;;1.04;17.1;17.1;
1862;51 Wholesale trade;2002 3rd quarter*;4.0;4.0;;4.0;0.6;1.1;0.7;0.8;0.8;;0.87;18.6;18.6;
1863;51 Wholesale trade;2002 4th quarter*;4.6;4.6;;4.6;0.9;1.4;0.9;0.8;0.7;;1.22;14.3;14.3;
1864;51 Wholesale trade;2002 annual figure*;4.6;4.6;;4.6;0.8;1.1;0.6;0.7;1.4;;1.12;16.3;16.3;
1865;51 Wholesale trade;2003 1st quarter*;4.6;4.6;;4.6;1.1;1.4;0.9;0.7;0.5;;1.36;13.9;13.9;
1866;51 Wholesale trade;2003 2nd quarter*;4.2;4.2;;4.2;0.7;1.2;0.9;0.8;0.5;;0.99;15.3;15.3;
1867;51 Wholesale trade;2003 3rd quarter*;3.9;3.9;;3.9;0.6;1.0;0.7;0.9;0.6;;0.89;15.4;15.4;
1868;51 Wholesale trade;2003 4th quarter*;4.8;4.8;;4.8;1.0;1.3;0.9;1.0;0.7;;1.26;12.4;12.4;
1869;51 Wholesale trade;2003 annual figure*;4.4;4.4;;4.4;0.8;1.0;0.5;0.5;1.4;;1.12;14.1;14.1;
1870;51 Wholesale trade;2004 1st quarter*;4.3;4.3;;4.3;0.9;1.2;0.9;0.7;0.5;;1.23;15.2;15.2;
1871;51 Wholesale trade;2004 2nd quarter*;3.7;3.7;;3.7;0.6;1.1;0.9;0.7;0.5;;0.91;16.2;16.2;
1872;51 Wholesale trade;2004 3rd quarter*;3.2;3.2;;3.2;0.5;0.9;0.6;0.7;0.5;;0.76;18.4;18.4;
1873;51 Wholesale trade;2004 4th quarter*;3.6;3.6;;3.6;0.9;1.1;0.8;0.5;0.4;;1.15;16.5;16.5;
1874;51 Wholesale trade;2004 annual figure*;3.7;3.7;;3.7;0.7;1.0;0.7;0.6;0.7;;1.01;16.4;16.4;
1875;51 Wholesale trade;2005 1st quarter*;4.3;4.2;0.1;4.3;1.0;1.2;0.7;0.7;0.5;0.1;1.31;11.8;11.7;0.0
1876;51 Wholesale trade;2005 2nd quarter*;3.4;3.4;0.1;3.4;0.6;0.9;0.7;0.6;0.5;0.2;0.82;15.3;15.2;0.2
1877;51 Wholesale trade;2005 3rd quarter*;3.0;2.9;0.0;3.0;0.4;0.8;0.5;0.5;0.4;0.3;0.68;18.2;17.7;0.5
1878;51 Wholesale trade;2005 4th quarter*;3.5;3.4;0.1;3.5;0.7;1.0;0.7;0.5;0.4;0.3;0.96;23.1;21.2;1.8
1879;51 Wholesale trade;2005 annual figure*;3.5;3.5;0.1;3.5;0.7;0.9;0.5;0.5;0.5;0.4;0.94;17.1;16.5;0.6
1880;52 Retail trade;2002 1st quarter*;4.3;4.3;;4.3;0.7;1.2;0.9;0.8;0.6;;0.97;20.0;20.0;
1881;52 Retail trade;2002 2nd quarter*;3.7;3.7;;3.7;0.5;1.0;0.8;0.8;0.6;;0.74;21.8;21.8;
1882;52 Retail trade;2002 3rd quarter*;3.3;3.3;;3.3;0.4;0.8;0.7;0.8;0.6;;0.59;24.8;24.8;
1883;52 Retail trade;2002 4th quarter*;3.4;3.4;;3.4;0.5;1.0;0.7;0.7;0.5;;0.8;18.9;18.9;
1884;52 Retail trade;2002 annual figure*;3.7;3.7;;3.7;0.5;0.8;0.6;0.7;1.1;;0.77;21.1;21.1;
1885;52 Retail trade;2003 1st quarter*;3.9;3.9;;3.9;0.7;1.1;0.8;0.8;0.5;;0.94;18.3;18.3;
1886;52 Retail trade;2003 2nd quarter*;3.5;3.5;;3.5;0.4;0.9;0.8;0.8;0.5;;0.69;20.9;20.9;
1887;52 Retail trade;2003 3rd quarter*;3.1;3.1;;3.1;0.4;0.8;0.7;0.7;0.6;;0.6;22.8;22.8;
1888;52 Retail trade;2003 4th quarter*;3.6;3.6;;3.6;0.6;0.9;0.8;0.7;0.6;;0.89;17.1;17.1;
1889;52 Retail trade;2003 annual figure*;3.5;3.5;;3.5;0.5;0.7;0.5;0.6;1.2;;0.78;19.4;19.4;
1890;52 Retail trade;2004 1st quarter*;3.5;3.5;;3.5;0.5;0.9;0.8;0.7;0.5;;0.7;20.9;20.9;
1891;52 Retail trade;2004 2nd quarter*;3.2;3.2;;3.2;0.3;0.8;0.9;0.7;0.5;;0.55;22.0;22.0;
1892;52 Retail trade;2004 3rd quarter*;2.6;2.6;;2.6;0.2;0.6;0.6;0.7;0.6;;0.32;33.6;33.6;
1893;52 Retail trade;2004 4th quarter*;3.1;3.1;;3.1;0.4;0.8;0.7;0.6;0.5;;0.66;25.7;25.7;
1894;52 Retail trade;2004 annual figure*;3.1;3.1;;3.1;0.3;0.7;0.6;0.7;0.8;;0.56;24.4;24.4;
1895;52 Retail trade;2005 1st quarter*;3.6;3.5;0.1;3.6;0.6;0.9;0.8;0.7;0.6;0.1;0.75;15.9;15.9;0.0
1896;52 Retail trade;2005 2nd quarter*;3.1;3.0;0.1;3.1;0.3;0.7;0.7;0.6;0.5;0.3;0.5;22.9;22.5;0.4
1897;52 Retail trade;2005 3rd quarter*;2.8;2.7;0.1;2.8;0.2;0.6;0.5;0.6;0.5;0.3;0.39;26.7;25.7;1.0
1898;52 Retail trade;2005 4th quarter*;2.9;2.9;0.1;2.9;0.3;0.7;0.6;0.5;0.4;0.3;0.52;37.4;33.7;3.7
1899;52 Retail trade;2005 annual figure*;3.1;3.0;0.1;3.1;0.3;0.6;0.5;0.6;0.6;0.5;0.54;25.7;24.4;1.3
1900;60 Public and road transport;2002 1st quarter*;6.6;6.6;;6.6;0.7;1.8;1.4;1.4;1.2;;1.05;24.1;24.1;
1901;60 Public and road transport;2002 2nd quarter*;5.8;5.8;;5.8;0.5;1.5;1.2;1.3;1.3;;0.82;25.9;25.9;
1902;60 Public and road transport;2002 3rd quarter*;5.3;5.3;;5.3;0.5;1.3;1.0;1.1;1.3;;0.72;28.7;28.7;
1903;60 Public and road transport;2002 4th quarter*;5.9;5.9;;5.9;0.7;1.7;1.3;1.1;1.1;;0.98;22.5;22.5;
1904;60 Public and road transport;2002 annual figure*;5.9;5.9;;5.9;0.6;1.3;0.8;0.9;2.2;;0.89;25.0;25.0;
1905;60 Public and road transport;2003 1st quarter*;5.0;5.0;;5.0;0.8;1.7;1.1;0.8;0.6;;1.07;18.2;18.2;
1906;60 Public and road transport;2003 2nd quarter*;4.7;4.7;;4.7;0.5;1.5;1.1;1.1;0.6;;0.81;20.0;20.0;
1907;60 Public and road transport;2003 3rd quarter*;4.5;4.5;;4.5;0.5;1.3;1.0;1.0;0.8;;0.75;20.9;20.9;
1908;60 Public and road transport;2003 4th quarter*;5.5;5.5;;5.5;0.7;1.7;1.2;1.1;0.9;;1.04;17.2;17.2;
1909;60 Public and road transport;2003 annual figure*;4.9;4.9;;4.9;0.6;1.2;0.7;0.7;1.8;;0.91;18.9;18.9;
1910;60 Public and road transport;2004 1st quarter*;5.3;5.3;;5.3;0.6;1.6;1.3;1.0;0.8;;1.02;22.8;22.8;
1911;60 Public and road transport;2004 2nd quarter*;4.3;4.3;;4.3;0.4;1.3;1.1;0.8;0.6;;0.76;22.2;22.2;
1912;60 Public and road transport;2004 3rd quarter*;4.1;4.1;;4.1;0.4;1.2;0.9;0.9;0.6;;0.69;23.5;23.5;
1913;60 Public and road transport;2004 4th quarter*;4.8;4.8;;4.8;0.6;1.5;1.2;0.9;0.6;;0.96;25.0;25.0;
1914;60 Public and road transport;2004 annual figure*;4.6;4.6;;4.6;0.5;1.3;0.9;0.9;1.0;;0.86;23.5;23.5;
1915;60 Public and road transport;2005 1st quarter*;5.8;5.7;0.1;5.8;0.8;1.7;1.2;1.1;0.8;0.2;1.13;17.4;17.4;0.0
1916;60 Public and road transport;2005 2nd quarter*;4.9;4.8;0.1;4.9;0.4;1.3;1.0;1.0;0.8;0.3;0.7;24.1;23.9;0.3
1917;60 Public and road transport;2005 3rd quarter*;4.1;4.0;0.1;4.1;0.3;1.0;0.8;0.8;0.8;0.4;0.57;28.2;27.4;0.8
1918;60 Public and road transport;2005 4th quarter*;4.7;4.6;0.1;4.7;0.5;1.3;1.0;0.8;0.7;0.5;0.77;38.3;35.1;3.1
1919;60 Public and road transport;2005 annual figure*;4.9;4.8;0.1;4.9;0.5;1.2;0.8;0.8;1.0;0.6;0.79;27.0;25.9;1.1
1920;6100b Transp. (excl. agr.) + telecom.;2002 1st quarter*;6.8;6.8;;6.8;1.3;2.1;1.4;1.1;0.9;;1.81;16.0;16.0;
1921;6100b Transp. (excl. agr.) + telecom.;2002 2nd quarter*;5.7;5.7;;5.7;0.9;1.7;1.1;1.1;0.8;;1.38;17.1;17.1;
1922;6100b Transp. (excl. agr.) + telecom.;2002 3rd quarter*;5.1;5.1;;5.1;0.8;1.5;1.0;0.9;0.8;;1.21;17.4;17.4;
1923;6100b Transp. (excl. agr.) + telecom.;2002 4th quarter*;5.6;5.6;;5.6;1.1;1.8;1.1;0.9;0.7;;1.58;13.9;13.9;
1924;6100b Transp. (excl. agr.) + telecom.;2002 annual figure*;5.8;5.8;;5.8;1.0;1.5;0.9;0.9;1.5;;1.49;16.0;16.0;
1925;6100b Transp. (excl. agr.) + telecom.;2003 1st quarter*;5.6;5.6;;5.6;1.3;1.9;1.0;0.8;0.5;;1.77;13.8;13.8;
1926;6100b Transp. (excl. agr.) + telecom.;2003 2nd quarter*;4.9;4.9;;4.9;0.9;1.6;1.0;0.9;0.5;;1.29;14.7;14.7;
1927;6100b Transp. (excl. agr.) + telecom.;2003 3rd quarter*;4.5;4.5;;4.5;0.8;1.4;0.9;0.9;0.6;;1.18;15.0;15.0;
1928;6100b Transp. (excl. agr.) + telecom.;2003 4th quarter*;5.4;5.4;;5.4;1.2;1.7;1.0;0.9;0.7;;1.65;12.0;12.0;
1929;6100b Transp. (excl. agr.) + telecom.;2003 annual figure*;5.1;5.1;;5.1;1.0;1.4;0.7;0.7;1.4;;1.47;13.8;13.8;
1930;6100b Transp. (excl. agr.) + telecom.;2004 1st quarter*;5.4;5.4;;5.4;1.1;1.9;1.1;0.7;0.4;;1.66;14.1;14.1;
1931;6100b Transp. (excl. agr.) + telecom.;2004 2nd quarter*;4.5;4.5;;4.5;0.8;1.6;1.1;0.8;0.4;;1.21;15.0;15.0;
1932;6100b Transp. (excl. agr.) + telecom.;2004 3rd quarter*;3.9;3.9;;3.9;0.6;1.3;0.9;0.7;0.4;;1.02;16.8;16.8;
1933;6100b Transp. (excl. agr.) + telecom.;2004 4th quarter*;4.6;4.6;;4.6;1.1;1.7;1.0;0.5;0.3;;1.52;15.3;15.3;
1934;6100b Transp. (excl. agr.) + telecom.;2004 annual figure*;4.6;4.6;;4.6;0.9;1.5;0.9;0.7;0.6;;1.35;15.2;15.2;
1935;6100b Transp. (excl. agr.) + telecom.;2005 1st quarter*;6.0;5.9;0.1;6.0;1.4;2.0;1.0;0.9;0.6;0.2;1.8;11.6;11.5;0.0
1936;6100b Transp. (excl. agr.) + telecom.;2005 2nd quarter*;4.8;4.7;0.1;4.8;0.7;1.4;0.9;0.8;0.7;0.3;1.11;16.0;15.9;0.2
1937;6100b Transp. (excl. agr.) + telecom.;2005 3rd quarter*;4.2;4.2;0.1;4.2;0.6;1.3;0.8;0.7;0.6;0.3;0.96;17.4;17.0;0.4
1938;6100b Transp. (excl. agr.) + telecom.;2005 4th quarter*;4.9;4.9;0.1;4.9;0.9;1.6;0.9;0.7;0.4;0.4;1.3;23.1;21.5;1.6
1939;6100b Transp. (excl. agr.) + telecom.;2005 annual figure*;5.0;4.9;0.1;5.0;0.9;1.4;0.8;0.7;0.7;0.5;1.29;17.0;16.5;0.6
1940;747 Cleaning buildings,transport equip.;2002 1st quarter*;7.2;7.2;;7.2;0.7;1.9;1.6;1.5;1.4;;1.04;32.9;32.9;
1941;747 Cleaning buildings,transport equip.;2002 2nd quarter*;6.1;6.1;;6.1;0.5;1.6;1.3;1.4;1.3;;0.83;33.2;33.2;
1942;747 Cleaning buildings,transport equip.;2002 3rd quarter*;5.3;5.3;;5.3;0.4;1.4;1.0;1.2;1.3;;0.68;37.6;37.6;
1943;747 Cleaning buildings,transport equip.;2002 4th quarter*;5.6;5.6;;5.6;0.6;1.6;1.3;1.1;1.0;;0.87;28.7;28.7;
1944;747 Cleaning buildings,transport equip.;2002 annual figure*;6.0;6.0;;6.0;0.5;1.3;1.0;1.1;2.2;;0.85;32.9;32.9;
1945;747 Cleaning buildings,transport equip.;2003 1st quarter*;5.7;5.7;;5.7;0.7;1.6;1.2;1.2;1.0;;1.03;29.0;29.0;
1946;747 Cleaning buildings,transport equip.;2003 2nd quarter*;5.0;5.0;;5.0;0.5;1.3;1.1;1.1;1.0;;0.76;35.7;35.7;
1947;747 Cleaning buildings,transport equip.;2003 3rd quarter*;4.0;4.0;;4.0;0.4;1.1;0.8;0.9;0.9;;0.63;32.4;32.4;
1948;747 Cleaning buildings,transport equip.;2003 4th quarter*;4.7;4.7;;4.7;0.6;1.3;1.0;1.0;0.8;;0.88;25.4;25.4;
1949;747 Cleaning buildings,transport equip.;2003 annual figure*;4.9;4.9;;4.9;0.5;1.1;0.7;0.9;1.7;;0.82;30.4;30.4;
1950;747 Cleaning buildings,transport equip.;2004 1st quarter*;5.5;5.5;;5.5;0.5;1.5;1.3;1.2;1.0;;0.81;29.9;29.9;
1951;747 Cleaning buildings,transport equip.;2004 2nd quarter*;5.1;5.1;;5.1;0.4;1.3;1.4;1.1;0.9;;0.66;28.7;28.7;
1952;747 Cleaning buildings,transport equip.;2004 3rd quarter*;3.9;3.9;;3.9;0.2;0.9;0.8;1.0;0.9;;0.38;44.1;44.1;
1953;747 Cleaning buildings,transport equip.;2004 4th quarter*;4.8;4.8;;4.8;0.5;1.4;1.3;0.8;0.7;;0.77;31.4;31.4;
1954;747 Cleaning buildings,transport equip.;2004 annual figure*;4.8;4.8;;4.8;0.4;1.1;1.0;1.0;1.4;;0.66;32.0;32.0;
1955;747 Cleaning buildings,transport equip.;2005 1st quarter*;5.3;5.2;0.1;5.3;0.6;1.5;1.3;1.0;0.7;0.2;0.82;19.6;19.5;0.0
1956;747 Cleaning buildings,transport equip.;2005 2nd quarter*;5.0;4.8;0.1;5.0;0.4;1.1;1.1;1.2;0.8;0.4;0.59;30.7;30.1;0.6
1957;747 Cleaning buildings,transport equip.;2005 3rd quarter*;4.1;4.0;0.1;4.1;0.2;0.9;0.8;0.9;0.8;0.4;0.44;33.9;32.9;1.0
1958;747 Cleaning buildings,transport equip.;2005 4th quarter*;4.3;4.2;0.1;4.3;0.3;1.0;1.0;0.8;0.7;0.5;0.56;46.3;41.9;4.5
1959;747 Cleaning buildings,transport equip.;2005 annual figure*;4.7;4.6;0.1;4.7;0.4;1.0;0.8;0.9;0.9;0.6;0.6;32.6;31.1;1.5
1960;748 Business services n.e.c.;2002 1st quarter*;5.2;5.2;;5.2;1.1;1.4;1.0;0.9;0.7;;1.48;15.4;15.4;
1961;748 Business services n.e.c.;2002 2nd quarter*;4.6;4.6;;4.6;0.8;1.2;0.9;0.9;0.7;;1.16;16.3;16.3;
1962;748 Business services n.e.c.;2002 3rd quarter*;4.1;4.1;;4.1;0.7;1.1;0.8;0.8;0.8;;1.04;17.4;17.4;
1963;748 Business services n.e.c.;2002 4th quarter*;4.4;4.4;;4.4;1.0;1.3;0.8;0.7;0.6;;1.39;13.6;13.6;
1964;748 Business services n.e.c.;2002 annual figure*;4.6;4.6;;4.6;0.9;1.1;0.6;0.7;1.3;;1.27;15.5;15.5;
1965;748 Business services n.e.c.;2003 1st quarter*;4.2;4.2;;4.2;1.2;1.2;0.7;0.6;0.5;;1.55;12.6;12.6;
1966;748 Business services n.e.c.;2003 2nd quarter*;3.7;3.7;;3.7;0.8;1.0;0.7;0.7;0.4;;1.14;13.3;13.3;
1967;748 Business services n.e.c.;2003 3rd quarter*;3.6;3.6;;3.6;0.7;0.9;0.6;0.8;0.5;;1.08;12.9;12.9;
1968;748 Business services n.e.c.;2003 4th quarter*;4.4;4.4;;4.4;1.1;1.1;0.8;0.8;0.6;;1.44;11.3;11.3;
1969;748 Business services n.e.c.;2003 annual figure*;4.0;4.0;;4.0;0.9;0.9;0.5;0.5;1.2;;1.3;12.5;12.5;
1970;748 Business services n.e.c.;2004 1st quarter*;4.0;4.0;;4.0;1.0;1.1;0.8;0.7;0.4;;1.35;12.7;12.7;
1971;748 Business services n.e.c.;2004 2nd quarter*;3.3;3.3;;3.3;0.7;0.9;0.7;0.6;0.4;;1.03;13.2;13.2;
1972;748 Business services n.e.c.;2004 3rd quarter*;2.9;2.9;;2.9;0.6;0.9;0.6;0.5;0.4;;0.92;13.5;13.5;
1973;748 Business services n.e.c.;2004 4th quarter*;3.1;3.1;;3.1;0.9;1.0;0.7;0.4;0.2;;1.25;13.0;13.0;
1974;748 Business services n.e.c.;2004 annual figure*;3.3;3.3;;3.3;0.8;0.9;0.6;0.5;0.6;;1.14;13.1;13.1;
1975;748 Business services n.e.c.;2005 1st quarter*;3.8;3.8;0.0;3.8;1.1;1.1;0.6;0.5;0.4;0.1;1.42;9.9;9.9;0.0
1976;748 Business services n.e.c.;2005 2nd quarter*;2.8;2.8;0.0;2.8;0.6;0.7;0.5;0.4;0.4;0.2;0.87;12.4;12.3;0.1
1977;748 Business services n.e.c.;2005 3rd quarter*;2.5;2.5;0.0;2.5;0.5;0.7;0.5;0.4;0.3;0.2;0.81;13.8;13.5;0.3
1978;748 Business services n.e.c.;2005 4th quarter*;2.8;2.7;0.0;2.8;0.7;0.8;0.5;0.3;0.3;0.2;1.04;16.6;15.5;1.1
1979;748 Business services n.e.c.;2005 annual figure*;3.0;2.9;0.0;3.0;0.7;0.7;0.4;0.4;0.4;0.3;1.03;13.2;12.8;0.4
1980;8511 Hospital,clinic with acc.facilities;2002 1st quarter*;7.2;7.2;;7.2;1.5;2.1;1.5;1.3;0.8;;2.22;16.0;16.0;
1981;8511 Hospital,clinic with acc.facilities;2002 2nd quarter*;6.1;6.1;;6.1;1.0;1.7;1.3;1.3;0.8;;1.64;17.8;17.8;
1982;8511 Hospital,clinic with acc.facilities;2002 3rd quarter*;5.5;5.5;;5.5;0.9;1.5;1.2;1.0;0.9;;1.47;18.8;18.8;
1983;8511 Hospital,clinic with acc.facilities;2002 4th quarter*;6.3;6.3;;6.3;1.4;1.9;1.3;1.1;0.8;;2.13;14.3;14.3;
1984;8511 Hospital,clinic with acc.facilities;2002 annual figure*;6.3;6.3;;6.3;1.1;1.4;0.9;1.2;1.6;;1.86;16.5;16.5;
1985;8511 Hospital,clinic with acc.facilities;2003 1st quarter*;5.1;5.1;;5.1;1.6;1.8;0.9;0.5;0.3;;2.49;10.7;10.7;
1986;8511 Hospital,clinic with acc.facilities;2003 2nd quarter*;4.7;4.7;;4.7;1.1;1.5;1.2;0.7;0.2;;1.7;12.8;12.8;
1987;8511 Hospital,clinic with acc.facilities;2003 3rd quarter*;4.6;4.6;;4.6;0.9;1.4;1.0;0.9;0.3;;1.54;13.6;13.6;
1988;8511 Hospital,clinic with acc.facilities;2003 4th quarter*;6.0;6.0;;6.0;1.4;1.8;1.3;0.9;0.5;;2.24;11.1;11.1;
1989;8511 Hospital,clinic with acc.facilities;2003 annual figure*;5.1;5.1;;5.1;1.2;1.2;0.7;0.8;1.1;;1.99;11.9;11.9;
1990;8511 Hospital,clinic with acc.facilities;2004 1st quarter*;;;;;;;;;;;;;;
1991;8511 Hospital,clinic with acc.facilities;2004 2nd quarter*;;;;;;;;;;;;;;
1992;8511 Hospital,clinic with acc.facilities;2004 3rd quarter*;;;;;;;;;;;;;;
1993;8511 Hospital,clinic with acc.facilities;2004 4th quarter*;;;;;;;;;;;;;;
1994;8511 Hospital,clinic with acc.facilities;2004 annual figure*;;;;;;;;;;;;;;
1995;8511 Hospital,clinic with acc.facilities;2005 1st quarter*;;;;;;;;;;;;;;
1996;8511 Hospital,clinic with acc.facilities;2005 2nd quarter*;;;;;;;;;;;;;;
1997;8511 Hospital,clinic with acc.facilities;2005 3rd quarter*;;;;;;;;;;;;;;
1998;8511 Hospital,clinic with acc.facilities;2005 4th quarter*;;;;;;;;;;;;;;
1999;8511 Hospital,clinic with acc.facilities;2005 annual figure*;;;;;;;;;;;;;;
2000;8531 Welfare with accom. facilities;2002 1st quarter*;8.4;8.4;;8.4;1.5;2.4;1.9;1.6;1.0;;2.28;18.5;18.5;
2001;8531 Welfare with accom. facilities;2002 2nd quarter*;7.3;7.3;;7.3;1.1;2.1;1.7;1.5;0.9;;1.79;19.9;19.9;
2002;8531 Welfare with accom. facilities;2002 3rd quarter*;6.4;6.4;;6.4;0.9;1.9;1.4;1.3;0.9;;1.59;20.7;20.7;
2003;8531 Welfare with accom. facilities;2002 4th quarter*;7.2;7.2;;7.2;1.4;2.2;1.7;1.2;0.8;;2.24;16.1;16.1;
2004;8531 Welfare with accom. facilities;2002 annual figure*;7.3;7.3;;7.3;1.2;1.7;1.2;1.4;1.8;;1.98;18.5;18.5;
2005;8531 Welfare with accom. facilities;2003 1st quarter*;6.6;6.6;;6.6;1.7;2.3;1.4;0.9;0.4;;2.73;13.9;13.9;
2006;8531 Welfare with accom. facilities;2003 2nd quarter*;6.0;6.0;;6.0;1.1;2.0;1.5;1.0;0.4;;1.9;16.6;16.6;
2007;8531 Welfare with accom. facilities;2003 3rd quarter*;5.4;5.4;;5.4;1.0;1.7;1.2;1.0;0.4;;1.72;16.6;16.6;
2008;8531 Welfare with accom. facilities;2003 4th quarter*;6.6;6.6;;6.6;1.5;2.2;1.5;1.0;0.5;;2.47;13.7;13.7;
2009;8531 Welfare with accom. facilities;2003 annual figure*;6.2;6.2;;6.2;1.3;1.6;1.0;1.1;1.2;;2.2;15.0;15.0;
2010;8531 Welfare with accom. facilities;2004 1st quarter*;;;;;;;;;;;;;;
2011;8531 Welfare with accom. facilities;2004 2nd quarter*;;;;;;;;;;;;;;
2012;8531 Welfare with accom. facilities;2004 3rd quarter*;;;;;;;;;;;;;;
2013;8531 Welfare with accom. facilities;2004 4th quarter*;;;;;;;;;;;;;;
2014;8531 Welfare with accom. facilities;2004 annual figure*;;;;;;;;;;;;;;
2015;8531 Welfare with accom. facilities;2005 1st quarter*;;;;;;;;;;;;;;
2016;8531 Welfare with accom. facilities;2005 2nd quarter*;;;;;;;;;;;;;;
2017;8531 Welfare with accom. facilities;2005 3rd quarter*;;;;;;;;;;;;;;
2018;8531 Welfare with accom. facilities;2005 4th quarter*;;;;;;;;;;;;;;
2019;8531 Welfare with accom. facilities;2005 annual figure*;;;;;;;;;;;;;;
2020;8532a Welfare (without acc. facilities);2002 1st quarter*;7.7;7.7;;7.7;1.5;2.3;1.6;1.4;0.9;;2.1;18.8;18.8;
2021;8532a Welfare (without acc. facilities);2002 2nd quarter*;6.6;6.6;;6.6;1.1;2.0;1.4;1.4;0.8;;1.61;20.0;20.0;
2022;8532a Welfare (without acc. facilities);2002 3rd quarter*;5.8;5.8;;5.8;0.9;1.7;1.2;1.2;0.9;;1.4;21.0;21.0;
2023;8532a Welfare (without acc. facilities);2002 4th quarter*;6.6;6.6;;6.6;1.3;2.1;1.4;1.0;0.7;;1.99;15.9;15.9;
2024;8532a Welfare (without acc. facilities);2002 annual figure*;6.6;6.6;;6.6;1.1;1.6;1.0;1.2;1.6;;1.77;18.7;18.7;
2025;8532a Welfare (without acc. facilities);2003 1st quarter*;6.4;6.4;;6.4;1.6;2.1;1.2;0.9;0.5;;2.39;14.8;14.8;
2026;8532a Welfare (without acc. facilities);2003 2nd quarter*;5.7;5.7;;5.7;1.1;1.9;1.3;1.0;0.5;;1.72;16.4;16.4;
2027;8532a Welfare (without acc. facilities);2003 3rd quarter*;5.1;5.1;;5.1;1.0;1.6;1.0;0.9;0.5;;1.57;16.8;16.8;
2028;8532a Welfare (without acc. facilities);2003 4th quarter*;6.0;6.0;;6.0;1.5;2.0;1.2;0.9;0.5;;2.18;13.6;13.6;
2029;8532a Welfare (without acc. facilities);2003 annual figure*;5.8;5.8;;5.8;1.2;1.5;0.9;0.9;1.2;;1.96;15.2;15.2;
2030;8532a Welfare (without acc. facilities);2004 1st quarter*;;;;;;;;;;;;;;
2031;8532a Welfare (without acc. facilities);2004 2nd quarter*;;;;;;;;;;;;;;
2032;8532a Welfare (without acc. facilities);2004 3rd quarter*;;;;;;;;;;;;;;
2033;8532a Welfare (without acc. facilities);2004 4th quarter*;;;;;;;;;;;;;;
2034;8532a Welfare (without acc. facilities);2004 annual figure*;;;;;;;;;;;;;;
2035;8532a Welfare (without acc. facilities);2005 1st quarter*;;;;;;;;;;;;;;
2036;8532a Welfare (without acc. facilities);2005 2nd quarter*;;;;;;;;;;;;;;
2037;8532a Welfare (without acc. facilities);2005 3rd quarter*;;;;;;;;;;;;;;
2038;8532a Welfare (without acc. facilities);2005 4th quarter*;;;;;;;;;;;;;;
2039;8532a Welfare (without acc. facilities);2005 annual figure*;;;;;;;;;;;;;;
2040;Businesses: total;2002 1st quarter*;6.1;6.1;;6.1;1.1;1.8;1.2;1.1;0.8;;1.52;17.8;17.8;
