ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;ErvarenGezondheidGoedOfZeerGoed_1;PsychischOngezond12JaarOfOuder_2;MondgezondheidZeerGoed15OfOuder_3;k_1OfMeerLangdurigeAandoeningen_4;DiabetesSuikerziekteTotaal_5;DiabetesSuikerziekteType1_6;DiabetesSuikerziekteType2_7;BeroerteHersenbloedingHerseninfarct_8;Hartinfarct_9;Hartaandoening_10;Kanker_11;MigraineOfErnstigeHoofdpijn_12;Astma_13;COPDChronischeBronchitisLongemfyseem_14;Psoriasis_15;ChronischeEczeem_16;DarmstoornissenLangerDan3Maanden_17;ChronischeGewrichtsontsteking_18;Rugaandoening_19;AandoeningVanDeNekOfSchouder_20;AandoeningElleboogPolsOfHand_21;Allergie_22;HogeBloeddruk_23;VernauwingBloedvatenInBuikOfBenen_24;DuizeligheidMetVallen_25;IncontinentieUrineverlies_26;GewrichtsslijtageVanHeupenOfKnieen_27;Levercirrose_28;Nieraandoening_29;Depressie_30;OverigeAandoeningen_31;BeroerteHersenbloedingHerseninfarct_32;Hartinfarct_33;Kanker_34;Verkoudheid_35;BronchitisOfLongontsteking_36;Oorontsteking_37;InfectieOfOntstekingNierenOfBlaas_38;DiarreeMinimaal3MaalIn24Uur_39;BrakenMinimaal3MaalIn24Uur_40;PersonenMetEenGALIBeperking_41;Slaapproblemen12JaarOfOuder_42;BelemmerdDoorPijn12JaarOfOuder_43;PersonenMetMinstens1Beperking_44;BeperkingenPerPersoon_45;PersonenMetBeperkingInHoren_46;PersonenMetBeperkingInZien_47;PersonenMetBeperkingInBewegen_48;HulpmiddelVoorHoren4JaarOfOuder_49;HulpmiddelVoorZien4JaarOfOuder_50;HulpmiddelVoorBewegen12JrOfOuder_51;HulpmiddelVoorAnatomie12JrOfOuder_52;HulpmiddelIncontinentie12JrOfOuder_53;PersonenMetVoorgeschrevenMedicijnen_54;PersonenNietVoorgeschrevenMedicijnen_55;PersonenMetMinimaal1Contact_56;ContactenPerPersoon_57;PersonenMetMinimaal1Contact_58;ContactenPerPersoon_59;PersonenMetMinimaal1Contact_60;ContactenPerPersoon_61;ContactMetMondhygienist12OfOuder_62;ContactMetOrthodontist8OfOuder_63;PersonenMetMinimaal1Contact_64;ContactenPerPersoon_65;PersonenMetMinimaal1Contact_66;ContactenPerPersoon_67;PersonenBehDoorAlternatiefGenezer_68;PersonenMetOvernachtingen_69;PersonenMetDagopname_70;PersonenDieThuiszorgOntvingen_71;PersonenMetZorgInHetBuitenland_72;MantelzorgOntvangen_73;UrenOntvangenMantelzorgPerWeek_74;NormscoreFysiek_75;NormscorePsychisch_76;Uitstekend_77;ZeerGoed_78;Goed_79;Matig_80;Slecht_81;ErnstigBeperkt_82;EenBeetjeBeperkt_83;HelemaalNietBeperkt_84;ErnstigBeperkt_85;EenBeetjeBeperkt_86;HelemaalNietBeperkt_87;Ja_88;Nee_89;Ja_90;Nee_91;Ja_92;Nee_93;Ja_94;Nee_95;HelemaalNiet_96;EenBeetje_97;Nogal_98;Veel_99;HeelVeel_100;Voortdurend_101;Meestal_102;Vaak_103;Soms_104;Zelden_105;Nooit_106;Voortdurend_107;Meestal_108;Vaak_109;Soms_110;Zelden_111;Nooit_112;Voortdurend_113;Meestal_114;Vaak_115;Soms_116;Zelden_117;Nooit_118;Voortdurend_119;Meestal_120;Soms_121;Zelden_122;Nooit_123
1700;Vrouwen;10000;Migratieachtergrond: westers;Bovengrens 95%-interval;2014/2015;77.5;16.1;;35.7;6.5;1.5;5.2;0.8;0.7;3.3;3.2;22.4;8.0;8.6;3.8;7.0;6.0;12.3;11.7;12.2;11.7;25.0;20.9;3.9;9.6;12.2;20.4;0.8;1.8;12.2;12.5;4.5;3.6;9.7;45.7;3.5;4.5;6.6;13.5;6.4;35.0;;20.4;22.0;0.4;4.6;7.4;17.4;4.7;71.8;;;;48.5;50.1;78.2;6.8;46.4;5.1;80.5;2.5;36.3;9.8;28.3;5.6;13.4;1.6;7.8;10.6;9.3;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701;Vrouwen;10000;Migratieachtergrond: westers;Bovengrens 95%-interval;2016/2017;78.8;15.7;;35.0;6.1;0.9;5.5;0.8;0.0;2.7;1.7;23.9;7.9;6.7;2.6;7.4;7.6;12.9;11.6;15.4;10.5;24.7;18.4;3.6;7.9;12.3;19.9;0.7;2.4;12.8;13.5;3.4;2.2;9.0;45.2;3.7;4.5;6.8;14.2;4.2;34.2;;19.0;16.3;0.4;4.8;4.7;14.0;4.8;72.3;8.9;8.1;6.2;43.9;50.0;78.0;6.6;46.7;4.3;84.5;3.3;46.1;9.8;31.6;4.3;11.9;1.6;9.0;7.6;9.8;8.8;12.2;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702;Vrouwen;10000;Migratieachtergrond: westers;Bovengrens 95%-interval;2018/2019;78.2;19.0;;41.2;8.9;2.4;7.3;0.0;0.8;6.1;3.5;21.2;9.1;6.9;;;9.5;10.0;12.3;13.0;;27.1;21.2;;;10.3;20.0;0.8;3.5;12.2;16.3;6.3;4.3;10.3;;;;;;;39.5;29.4;17.5;20.0;0.4;3.8;5.2;16.6;6.9;75.4;;;;48.1;51.9;80.5;7.1;52.1;4.9;85.8;3.4;46.8;12.0;35.4;5.5;14.6;1.5;5.5;9.0;11.2;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1703;Vrouwen;10000;Migratieachtergrond: westers;Bovengrens 95%-interval;2020/2021;79.5;23.1;76.8;38.7;7.8;1.9;6.9;1.3;1.8;3.4;3.8;22.3;10.8;6.9;;;5.9;13.6;11.4;13.2;;27.6;19.0;;;13.5;21.9;;3.8;15.0;16.8;3.6;3.3;9.9;;;;;;;37.4;32.0;16.5;16.5;0.3;4.2;5.1;13.5;8.9;70.8;;;;46.9;55.4;73.9;7.1;43.7;4.6;79.3;2.9;44.9;11.9;31.6;4.4;16.1;2.1;9.3;8.8;9.7;12.0;;;;50.1;49.2;21.6;31.5;40.8;16.7;3.9;9.3;24.9;74.4;9.8;23.4;75.5;24.3;81.8;24.8;81.3;23.7;82.4;23.0;82.9;62.0;31.3;10.7;5.6;2.6;13.7;46.7;21.7;20.5;9.0;4.5;2.2;5.8;9.3;28.2;32.1;38.0;10.4;33.0;26.7;25.6;14.8;6.3;7.0;9.0;22.9;21.9;53.1
1704;Vrouwen;10000;Migratieachtergrond: niet-westers;Waarde;2014/2015;72.4;22.3;;31.2;5.2;1.1;4.0;0.1;0.6;1.3;0.8;26.3;9.1;3.8;1.9;6.6;5.6;6.0;10.7;12.6;9.9;25.1;15.0;2.6;10.7;7.2;11.2;0.3;2.1;14.9;11.4;2.6;1.7;2.5;51.4;2.4;5.4;4.3;12.5;6.8;29.7;;22.0;20.3;0.4;2.1;5.6;16.5;1.0;52.3;;;;36.9;44.1;76.1;7.2;37.8;3.4;76.1;2.6;31.3;11.1;18.5;2.8;11.0;1.4;3.7;7.1;7.8;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1705;Vrouwen;10000;Migratieachtergrond: niet-westers;Waarde;2016/2017;71.8;18.7;;29.5;4.9;0.9;4.1;0.4;0.0;1.4;0.5;23.3;7.6;3.3;0.9;5.8;4.5;6.7;10.2;10.2;9.1;28.3;14.2;1.8;9.7;6.7;12.2;0.3;2.7;15.2;9.3;1.5;0.5;2.2;49.6;2.3;4.1;4.1;11.2;4.9;28.2;;18.9;17.4;0.4;3.5;6.0;14.3;2.0;52.0;3.0;4.0;2.9;35.9;41.3;74.9;6.5;36.4;3.7;78.1;2.8;39.0;11.3;18.7;2.5;10.8;1.2;3.8;6.9;7.9;5.1;5.7;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1706;Vrouwen;10000;Migratieachtergrond: niet-westers;Waarde;2018/2019;69.5;21.4;;31.2;6.4;1.1;5.3;0.6;0.3;1.6;1.3;27.9;8.5;2.1;;;5.4;6.5;11.5;12.8;;24.6;15.4;;;8.2;10.4;0.0;0.8;18.6;14.9;1.8;0.8;3.9;;;;;;;31.8;32.0;21.6;17.4;0.3;2.5;5.9;14.7;2.6;50.0;;;;38.7;46.3;75.7;7.4;42.2;5.5;79.1;3.6;35.6;10.8;21.6;2.6;13.2;1.2;4.7;7.1;9.9;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1707;Vrouwen;10000;Migratieachtergrond: niet-westers;Waarde;2020/2021;74.4;22.5;68.9;28.3;4.4;1.2;3.3;0.0;0.1;1.2;0.8;28.6;8.3;3.6;;;5.2;7.1;10.7;12.4;;28.7;12.7;;;7.7;10.9;0.5;1.6;16.9;13.6;1.4;1.4;2.9;;;;;;;29.7;32.9;19.7;19.0;0.4;3.4;8.7;13.3;2.4;54.8;;;;32.4;47.1;70.5;6.7;36.1;3.7;77.4;3.2;44.4;11.1;24.4;2.9;11.5;1.6;5.8;5.7;9.1;5.2;;;;48.2;47.6;14.9;26.3;41.4;13.6;3.8;7.4;23.0;69.6;5.9;23.7;70.4;26.9;73.1;24.8;75.2;22.3;77.7;21.3;78.7;54.2;26.3;9.8;5.7;3.9;11.5;37.1;23.2;20.3;6.7;1.3;3.2;2.9;7.8;24.9;26.0;35.2;10.0;22.4;22.3;27.0;12.6;5.7;5.6;7.8;21.6;21.1;43.9
1708;Vrouwen;10000;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014/2015;69.8;19.6;;28.5;3.9;0.5;2.9;0.0;0.1;0.6;0.3;23.7;7.4;2.7;1.1;5.2;4.3;4.6;8.9;10.6;8.2;22.6;12.7;1.6;8.7;5.5;9.2;0.0;1.2;12.6;9.6;1.5;0.9;1.6;48.5;1.5;4.1;3.1;10.6;5.3;26.9;;19.3;17.5;0.3;1.1;4.0;13.9;0.4;49.3;;;;34.1;41.2;73.7;6.4;35.0;2.8;73.6;2.2;28.3;9.2;16.2;2.2;9.1;1.0;2.6;5.6;6.2;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1709;Vrouwen;10000;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016/2017;69.3;16.2;;26.9;3.7;0.3;3.0;0.0;0.0;0.7;0.1;20.9;6.1;2.3;0.4;4.5;3.4;5.3;8.5;8.5;7.5;25.7;12.0;1.0;7.9;5.2;10.1;0.0;1.6;12.9;7.7;0.7;0.0;1.4;46.8;1.5;3.0;3.0;9.4;3.7;25.6;;16.4;15.0;0.3;2.4;4.6;12.1;1.2;49.1;1.9;2.7;1.9;33.2;38.5;72.5;5.7;33.7;2.9;75.8;2.4;35.9;9.4;16.5;2.0;9.0;0.9;2.7;5.5;6.4;3.8;4.4;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1710;Vrouwen;10000;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018/2019;66.1;18.0;;27.7;4.5;0.3;3.6;0.0;0.0;0.6;0.5;24.5;6.4;1.0;;;3.7;4.6;9.1;10.3;;21.4;12.4;;;5.9;7.9;0.0;0.1;15.4;12.3;0.7;0.1;2.4;;;;;;;28.2;28.2;18.3;14.3;0.3;1.2;4.0;11.8;1.3;46.1;;;;35.1;42.5;72.4;6.5;38.5;4.4;76.0;2.9;31.6;8.3;18.5;2.1;10.6;0.9;3.1;5.2;7.6;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1711;Vrouwen;10000;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020/2021;71.1;19.4;65.1;25.2;3.2;0.6;2.2;;0.0;0.6;0.4;25.5;6.6;2.4;;;3.9;5.5;8.6;10.2;;25.6;10.3;;;5.8;8.7;0.2;0.9;14.1;11.3;0.7;0.7;1.9;;;;;;;26.5;29.4;16.8;16.1;0.3;2.2;6.7;10.8;1.5;51.3;;;;29.2;43.7;67.2;5.8;32.8;2.8;74.3;2.7;40.6;9.0;21.5;2.4;9.3;1.1;4.4;4.2;7.2;3.8;;;;47.4;46.8;12.4;23.1;37.7;11.2;2.5;5.5;19.9;65.9;4.2;20.6;66.7;23.6;69.5;21.6;71.7;19.2;74.3;18.2;75.3;50.4;23.1;7.7;4.2;2.6;9.2;33.4;20.1;17.3;5.0;0.7;2.0;1.8;5.9;21.7;22.8;31.6;7.9;19.4;19.3;23.7;10.3;4.1;4.0;5.9;18.6;18.1;40.2
1712;Vrouwen;10000;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014/2015;75.0;24.9;;33.9;6.5;1.7;5.1;0.4;1.2;2.1;1.3;28.8;10.7;5.0;2.7;8.1;7.0;7.4;12.5;14.5;11.7;27.6;17.3;3.7;12.7;8.9;13.2;0.6;3.0;17.2;13.2;3.6;2.5;3.4;54.3;3.3;6.8;5.5;14.4;8.2;32.4;;24.6;23.1;0.4;3.1;7.2;19.0;1.6;55.3;;;;39.7;46.9;78.6;8.1;40.7;4.0;78.5;3.0;34.2;13.0;20.7;3.5;12.9;1.9;4.8;8.6;9.3;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1713;Vrouwen;10000;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016/2017;74.4;21.1;;32.0;6.2;1.4;5.2;0.8;0.0;2.2;0.9;25.7;9.1;4.3;1.5;7.2;5.7;8.1;11.9;11.9;10.8;30.8;16.4;2.7;11.6;8.3;14.2;0.6;3.7;17.4;10.9;2.3;0.9;3.0;52.5;3.1;5.2;5.3;13.0;6.2;30.8;;21.3;19.8;0.4;4.7;7.5;16.5;2.8;54.8;4.1;5.2;4.0;38.6;44.1;77.4;7.2;39.1;4.4;80.4;3.2;42.0;13.2;20.9;3.0;12.5;1.5;4.8;8.3;9.4;6.3;7.0;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1714;Vrouwen;10000;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018/2019;73.0;24.8;;34.6;8.2;1.8;7.0;1.2;0.8;2.6;2.2;31.3;10.6;3.1;;;7.1;8.3;13.9;15.3;;27.9;18.4;;;10.4;12.9;0.0;1.6;21.8;17.6;2.9;1.6;5.4;;;;;;;35.4;35.9;25.0;20.6;0.4;3.8;7.9;17.6;3.8;53.8;;;;42.4;50.0;78.9;8.4;45.9;6.6;82.1;4.2;39.5;13.3;24.7;3.2;15.8;1.6;6.2;9.1;12.1;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1715;Vrouwen;10000;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020/2021;77.4;25.9;72.5;31.6;6.2;2.3;4.8;;0.9;2.5;1.6;31.9;10.5;5.2;;;7.0;9.2;13.1;15.0;;32.0;15.5;;;10.1;13.6;1.5;2.9;20.1;16.2;2.6;2.9;4.3;;;;;;;33.1;36.6;23.0;22.3;0.5;5.1;11.2;16.3;3.7;58.4;;;;35.8;50.6;73.6;7.6;39.6;4.5;80.2;3.8;48.2;13.6;27.6;3.5;14.0;2.1;7.6;7.6;11.3;7.1;;;;49.0;48.5;17.8;29.8;45.2;16.6;5.7;9.8;26.5;73.1;8.1;27.2;73.9;30.5;76.4;28.3;78.4;25.7;80.8;24.7;81.8;58.0;29.8;12.5;7.8;5.9;14.2;40.8;26.5;23.6;9.0;2.5;4.9;4.7;10.1;28.4;29.5;39.0;12.6;25.7;25.6;30.6;15.4;8.0;7.7;10.1;25.0;24.4;47.8
1716;Vrouwen;41500;Totaal ;Waarde;2014/2015;92.0;11.3;;15.8;0.2;0.2;0.0;0.0;0.0;0.2;0.1;12.9;5.0;1.3;0.9;5.2;3.1;0.8;2.5;2.4;1.6;17.2;2.2;0.3;6.0;1.7;0.9;0.0;0.4;5.9;7.5;0.4;0.0;0.3;56.1;1.0;6.3;3.1;11.0;6.2;12.7;;7.9;3.2;0.0;0.3;1.2;1.9;0.4;31.4;;;;18.9;37.7;66.3;4.0;30.1;2.3;83.9;2.4;17.0;23.2;15.3;1.8;9.3;0.9;4.0;4.2;5.0;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717;Vrouwen;41500;Totaal ;Waarde;2016/2017;92.2;10.5;;14.7;0.3;0.3;0.1;0.0;0.0;0.3;0.0;12.4;4.8;0.9;0.7;6.2;2.3;0.5;2.0;2.2;1.6;18.8;1.9;0.2;5.9;1.1;0.9;0.0;0.8;6.7;7.1;0.2;0.0;0.1;56.9;1.0;5.9;3.6;11.7;6.9;13.3;;6.8;2.8;0.0;0.2;1.6;1.4;0.9;32.5;0.9;4.0;0.4;17.4;36.1;66.6;4.0;28.9;2.3;83.8;2.7;22.7;22.5;15.5;1.8;10.1;1.4;4.2;4.0;5.1;2.2;3.5;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1718;Vrouwen;41500;Totaal ;Waarde;2018/2019;90.6;14.3;;14.2;0.5;0.4;0.1;0.1;0.0;0.5;0.1;13.5;4.9;1.0;;;2.9;0.6;1.8;2.6;;17.9;2.3;;;2.0;0.9;0.2;0.6;10.2;9.0;0.1;0.2;0.3;;;;;;;13.7;18.7;6.7;3.9;0.0;0.7;1.6;2.0;1.9;34.1;;;;18.8;36.3;66.3;4.6;29.8;2.4;84.2;3.2;25.5;25.3;16.1;1.8;12.3;1.3;3.5;3.6;6.3;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719;Vrouwen;41500;Totaal ;Waarde;2020/2021;92.8;19.4;83.0;12.8;0.2;0.1;0.1;0.0;0.0;0.4;0.1;14.8;5.8;1.0;;;2.6;0.7;2.4;2.4;;20.9;1.8;;;2.5;0.7;0.0;0.3;11.0;8.0;0.1;0.0;0.3;;;;;;;12.5;23.3;5.8;3.6;0.1;0.6;1.9;1.7;2.5;34.5;;;;17.4;36.1;59.1;4.3;26.0;2.4;83.1;2.8;28.6;24.2;16.9;1.9;12.4;1.9;3.6;2.5;4.3;1.6;;;;53.9;47.1;25.9;42.2;27.2;4.1;0.6;1.2;10.3;88.5;0.9;11.7;87.4;10.1;89.9;9.8;90.2;24.5;75.5;22.6;77.4;71.0;23.2;3.7;1.2;0.9;7.6;40.5;25.6;19.3;5.8;1.3;1.2;2.6;8.9;25.2;30.1;31.9;10.9;31.7;23.7;22.3;9.4;1.9;2.8;5.2;16.8;21.4;53.9
1720;Vrouwen;41500;Totaal ;Ondergrens 95%-interval;2014/2015;91.0;9.7;;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.7;4.1;0.8;0.6;4.4;2.5;0.4;1.9;1.8;1.1;15.8;1.4;0.0;4.8;1.1;0.4;0.0;0.1;4.7;6.5;0.1;0.0;0.1;54.3;0.6;5.4;2.5;9.8;5.3;11.4;;6.5;2.2;0.0;0.0;0.6;1.1;0.1;29.5;;;;17.4;35.9;64.6;3.6;28.4;1.9;82.6;2.2;15.1;21.3;13.9;1.5;8.1;0.7;3.3;3.4;4.2;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1721;Vrouwen;41500;Totaal ;Ondergrens 95%-interval;2016/2017;91.2;9.0;;13.3;0.1;0.1;0.0;0.0;0.0;0.0;0.0;11.2;4.0;0.5;0.4;5.3;1.8;0.2;1.5;1.6;1.2;17.3;1.2;0.0;4.7;0.6;0.4;0.0;0.3;5.4;6.2;0.0;0.0;0.0;55.1;0.7;5.0;2.9;10.5;6.0;12.0;;5.5;2.0;0.0;0.0;1.0;0.8;0.5;30.6;0.4;3.0;0.1;15.9;34.3;64.9;3.7;27.1;1.9;82.4;2.4;20.6;20.6;14.1;1.6;8.9;1.0;3.5;3.3;4.3;1.6;2.8;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1722;Vrouwen;41500;Totaal ;Ondergrens 95%-interval;2018/2019;89.5;12.6;;12.9;0.2;0.2;0.0;0.0;0.0;0.1;0.0;12.3;4.1;0.6;;;2.2;0.3;1.3;2.0;;16.5;1.6;;;1.3;0.4;0.0;0.2;8.6;8.0;0.0;0.0;0.1;;;;;;;12.4;16.8;5.5;3.0;0.0;0.3;0.9;1.3;1.4;32.1;;;;17.4;34.5;64.5;4.2;28.1;2.1;82.8;2.9;23.3;23.4;14.7;1.5;11.0;1.1;2.8;2.9;5.4;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1723;Vrouwen;41500;Totaal ;Ondergrens 95%-interval;2020/2021;91.5;17.1;80.2;11.4;0.1;0.0;0.0;;;0.2;0.0;13.3;4.8;0.6;;;1.9;0.4;1.8;1.8;;19.1;1.1;;;1.7;0.3;;0.1;9.1;6.9;0.0;;0.1;;;;;;;11.0;20.8;4.5;2.6;0.0;0.3;1.2;1.1;1.8;32.2;;;;15.8;34.0;56.9;3.8;24.1;2.0;81.4;2.5;26.0;22.1;15.4;1.6;10.9;1.4;2.8;1.9;3.5;1.1;;;;53.5;46.4;23.4;39.3;24.6;3.0;0.3;0.7;8.6;86.5;0.4;9.9;85.2;8.4;87.9;8.1;88.3;22.0;72.8;20.1;74.8;68.2;20.8;2.6;0.7;0.5;6.1;37.6;23.1;17.0;4.5;0.8;0.7;1.8;7.3;22.7;27.4;29.2;9.2;29.0;21.2;19.9;7.8;1.2;1.9;4.0;14.6;19.0;50.8
1724;Vrouwen;41500;Totaal ;Bovengrens 95%-interval;2014/2015;93.0;12.9;;17.1;0.4;0.3;0.1;0.0;0.0;0.5;0.3;14.2;5.8;1.7;1.3;6.1;3.8;1.1;3.1;2.9;2.0;18.7;2.9;0.6;7.2;2.4;1.4;0.0;0.7;7.1;8.5;0.7;0.0;0.5;58.0;1.4;7.2;3.8;12.1;7.1;14.1;;9.2;4.2;0.1;0.6;1.8;2.6;0.7;33.3;;;;20.4;39.6;68.1;4.4;31.8;2.7;85.3;2.6;18.9;25.1;16.6;2.0;10.5;1.1;4.8;4.9;5.9;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;Vrouwen;41500;Totaal ;Bovengrens 95%-interval;2016/2017;93.2;12.1;;16.0;0.5;0.5;0.2;0.0;0.0;0.6;0.1;13.7;5.6;1.2;1.0;7.1;2.9;0.8;2.5;2.8;2.1;20.2;2.6;0.5;7.1;1.6;1.4;0.0;1.2;8.0;8.1;0.4;0.0;0.2;58.8;1.4;6.8;4.3;12.9;7.9;14.7;;8.0;3.7;0.1;0.4;2.3;2.0;1.2;34.4;1.4;5.0;0.7;18.8;37.9;68.4;4.4;30.6;2.8;85.2;2.9;24.9;24.4;16.8;2.1;11.3;1.7;5.0;4.8;6.0;2.7;4.2;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1726;Vrouwen;41500;Totaal ;Bovengrens 95%-interval;2018/2019;91.6;16.1;;15.5;0.7;0.6;0.2;0.2;0.0;0.8;0.2;14.8;5.8;1.4;;;3.5;0.9;2.3;3.2;;19.3;3.1;;;2.7;1.3;0.4;1.0;11.7;10.1;0.2;0.4;0.5;;;;;;;15.1;20.7;8.0;4.9;0.1;1.2;2.2;2.7;2.5;36.0;;;;20.3;38.1;68.0;5.1;31.5;2.8;85.6;3.4;27.6;27.2;17.4;2.1;13.6;1.5;4.2;4.3;7.2;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1727;Vrouwen;41500;Totaal ;Bovengrens 95%-interval;2020/2021;93.9;21.9;85.5;14.3;0.6;0.4;0.4;;;1.0;0.4;16.5;6.9;1.5;;;3.4;1.1;3.2;3.2;;22.7;2.9;;;3.6;1.4;;0.9;13.1;9.3;0.6;;0.7;;;;;;;14.2;26.0;7.4;4.9;0.1;1.4;2.8;2.7;3.4;36.8;;;;19.2;38.3;61.3;4.7;28.0;2.9;84.7;3.1;31.4;26.5;18.6;2.3;14.2;2.3;4.5;3.3;5.3;2.2;;;;54.3;47.8;28.5;45.2;30.0;5.6;1.1;2.1;12.3;90.3;1.7;13.9;89.3;12.1;91.6;11.7;91.9;27.2;78.0;25.2;79.9;73.6;25.9;5.0;2.1;1.7;9.3;43.5;28.4;21.8;7.4;2.2;2.1;3.8;10.9;27.9;32.9;34.7;12.9;34.5;26.3;25.0;11.4;3.0;4.0;6.7;19.2;24.0;56.8
1728;Vrouwen;41500;Onderwijsniveau: laag;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1729;Vrouwen;41500;Onderwijsniveau: laag;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1730;Vrouwen;41500;Onderwijsniveau: laag;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1731;Vrouwen;41500;Onderwijsniveau: laag;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1732;Vrouwen;41500;Onderwijsniveau: laag;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1733;Vrouwen;41500;Onderwijsniveau: laag;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1734;Vrouwen;41500;Onderwijsniveau: laag;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1735;Vrouwen;41500;Onderwijsniveau: laag;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
