ID;Population;GiftCharacteristics;DonorCharacteristics;RecipientCharacteristics;Periods;NumberOfGifts_1;TotalGrossValueOfGifts_2;MeanGrossValueOfGifts_3;MedianGrossValueOfGifts_4;TotalAmountOfTaxDue_5;MeanAmountOfTaxDue_6;MedianAmountOfTaxDue_7;TotalNetValueOfGifts_8;MeanNetValueOfGifts_9;MedianNetValueOfGifts_10
9689;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2016;3.4;367.8;107.7;55.3;40.6;11.9;5.1;327.2;95.8;50.0
9690;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2017;3.5;346.9;99.8;71.8;36.7;10.6;6.4;310.2;89.2;65.0
9691;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2018;3.5;341.7;97.9;82.7;31.7;9.1;7.4;310.0;88.8;75.0
9692;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2019;3.6;460.6;127.2;101.3;38.4;10.6;9.4;422.2;116.6;90.5
9693;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2020;3.9;473.2;122.2;103.3;49.4;12.8;9.4;423.8;109.5;92.7
9694;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2021;4.2;474.3;113.3;109.3;48.7;11.6;10.0;425.6;101.6;99.7
9695;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 25 to 44 years;2022;3.9;407.8;105.5;101.9;40.9;10.6;9.7;366.9;94.9;91.2
9696;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2007;8.5;371.6;43.9;26.5;35.1;4.1;1.1;336.5;39.8;25.3
9697;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2008;7.9;339.4;43.0;26.6;30.3;3.8;1.1;309.1;39.1;25.5
9698;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2009;8.3;347.8;42.1;28.2;27.7;3.4;1.2;320.1;38.7;26.8
9699;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2010;4.8;276.1;57.1;34.3;30.1;6.2;3.3;246.0;50.8;30.0
9700;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2011;4.3;256.2;59.2;41.7;27.9;6.4;3.9;228.3;52.8;36.7
9701;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2012;4.8;352.3;73.8;42.0;33.9;7.1;3.9;318.4;66.7;37.4
9702;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2013;5.1;342.2;67.0;49.4;32.5;6.4;4.1;309.7;60.7;45.0
9703;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2014;3.4;297.3;87.5;55.0;31.4;9.2;4.8;265.9;78.2;50.0
9704;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2015;4.2;306.8;73.4;55.0;32.7;7.8;5.0;274.1;65.6;50.0
9705;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2016;4.4;332.7;75.0;55.0;38.1;8.6;5.0;294.6;66.4;50.0
9706;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2017;4.6;365.6;78.9;55.0;41.6;9.0;5.5;324.1;69.9;50.0
9707;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2018;4.8;380.2;80.0;55.1;39.5;8.3;5.5;340.7;71.7;50.0
9708;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2019;4.9;423.7;87.3;71.6;44.5;9.2;7.2;379.2;78.1;63.7
9709;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2020;5.4;572.7;105.4;77.2;65.1;12.0;7.6;507.6;93.4;68.8
9710;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2021;6.1;627.3;102.4;88.5;67.8;11.1;8.9;559.5;91.3;80.0
9711;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 45 to 64 years;2022;5.6;514.5;91.3;82.9;56.7;10.1;8.3;457.8;81.2;75.0
9712;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2007;0.4;18.6;48.8;27.7;3.9;10.3;3.5;14.7;38.6;25.0
9713;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2008;0.3;13.3;44.0;26.6;2.3;7.7;2.8;11.0;36.3;25.0
9714;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2009;0.3;13.6;39.1;27.7;1.7;5.0;2.8;11.8;34.1;25.0
9715;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2010;0.3;14.8;45.1;27.2;2.6;7.9;4.7;12.2;37.2;22.0
9716;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2011;0.3;12.0;43.3;22.0;2.3;8.3;3.4;9.7;35.1;20.0
9717;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2012;0.3;17.0;55.8;27.7;3.4;11.0;5.0;13.7;44.8;25.0
9718;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2013;0.3;15.1;45.1;27.2;2.6;7.7;3.4;12.6;37.4;21.3
9719;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2014;0.2;12.6;53.3;27.7;2.0;8.6;3.7;10.6;44.7;21.7
9720;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2015;0.3;13.9;50.9;38.3;2.6;9.5;5.5;11.3;41.4;30.0
9721;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2016;0.3;19.7;67.0;34.8;4.4;14.9;5.5;15.3;52.1;25.0
9722;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2017;0.3;19.7;61.3;34.8;3.8;11.8;6.8;15.9;49.5;25.0
9723;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2018;0.3;17.2;51.2;30.2;3.2;9.5;5.6;14.0;41.7;25.0
9724;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2019;0.3;18.1;56.5;34.8;3.6;11.3;6.1;14.5;45.2;25.0
9725;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2020;0.4;23.3;65.7;43.8;5.0;14.1;7.6;18.3;51.6;35.0
9726;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2021;0.3;25.9;78.4;48.6;4.8;14.4;7.2;21.2;64.0;40.0
9727;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: 65 years or older;2022;0.4;24.2;63.4;44.7;4.2;10.9;7.1;20.0;52.5;35.7
9728;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2007;2.4;121.5;50.6;26.5;13.4;5.6;1.2;108.1;45.0;25.3
9729;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2008;2.2;101.9;46.4;27.1;10.3;4.7;1.2;91.6;41.7;25.7
9730;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2009;2.3;106.6;45.6;28.6;9.3;4.0;1.4;97.3;41.6;27.3
9731;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2010;1.1;74.6;66.1;42.0;9.1;8.0;4.4;65.5;58.1;35.2
9732;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2011;0.9;61.4;69.2;43.9;7.4;8.3;4.4;54.0;60.9;40.0
9733;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2012;0.9;62.0;65.3;49.1;7.7;8.1;5.0;54.3;57.2;40.6
9734;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2013;0.9;69.4;75.4;49.1;8.3;9.0;4.4;61.1;66.3;42.0
9735;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2014;0.8;71.0;85.0;55.0;7.8;9.4;5.0;63.2;75.7;50.0
9736;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2015;0.8;66.7;81.8;56.1;8.5;10.4;6.4;58.2;71.4;50.0
9737;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2016;0.9;66.2;77.7;55.0;8.1;9.6;5.2;58.0;68.1;50.0
9738;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2017;0.9;67.2;78.6;59.4;8.1;9.5;6.1;59.1;69.1;50.0
9739;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2018;0.8;72.7;90.4;65.4;8.5;10.6;7.2;64.1;79.8;58.1
9740;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2019;0.8;76.9;92.2;81.6;9.0;10.8;9.2;67.8;81.3;75.0
9741;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2020;0.9;83.3;91.8;82.7;10.2;11.3;8.7;73.1;80.5;75.0
9742;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2021;1.0;107.7;112.9;88.6;13.6;14.3;9.5;94.1;98.7;80.0
9743;All gifts;Gift donor paid the tax due;Age: 65 years or older;Age: unknown;2022;0.9;85.2;98.6;88.5;10.8;12.5;10.0;74.4;86.1;80.0
9744;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2007;14.6;635.3;43.5;26.5;59.9;4.1;1.1;575.4;39.4;25.0
9745;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2008;13.9;590.7;42.5;26.6;52.1;3.7;1.1;538.6;38.7;25.0
9746;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2009;15.3;664.1;43.4;28.6;54.1;3.5;1.2;610.0;39.9;27.3
9747;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2010;8.8;536.6;61.3;34.9;61.6;7.0;3.4;475.0;54.2;30.0
9748;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2011;8.1;498.6;61.8;38.3;56.7;7.0;3.9;441.9;54.8;35.0
9749;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2012;8.4;709.1;84.3;43.9;71.7;8.5;4.2;637.4;75.8;39.7
9750;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2013;8.2;605.3;74.1;52.8;57.4;7.0;3.9;547.9;67.1;49.4
9751;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2014;6.0;552.4;92.5;60.8;54.3;9.1;4.2;498.1;83.4;55.2
9752;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2015;7.2;535.9;74.8;55.0;59.0;8.2;5.0;476.8;66.6;50.0
9753;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2016;7.6;673.2;88.7;55.0;77.4;10.2;5.0;595.8;78.5;50.0
9754;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2017;8.0;687.6;86.4;57.2;78.1;9.8;5.6;609.5;76.6;50.0
9755;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2018;8.1;701.4;86.7;60.9;71.2;8.8;6.1;630.2;77.9;55.1
9756;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2019;8.4;856.6;102.2;80.2;83.5;10.0;7.9;773.1;92.2;72.0
9757;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2020;9.3;1006.2;108.3;82.7;113.5;12.2;8.2;892.7;96.0;75.0
9758;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2021;10.1;1050.9;103.8;90.9;115.8;11.4;9.3;935.2;92.3;80.8
9759;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: owner-occupied home;2022;9.5;893.0;94.2;83.7;97.6;10.3;9.0;795.5;83.9;75.0
9760;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2007;2.1;84.2;39.4;26.1;8.8;4.1;1.1;75.4;35.2;25.0
9761;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2008;1.7;65.7;39.6;26.1;7.5;4.5;1.1;58.2;35.1;25.0
9762;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2009;1.8;67.6;38.1;26.7;5.3;3.0;1.2;62.4;35.1;25.0
9763;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2010;0.9;44.6;48.2;27.2;5.4;5.8;2.9;39.2;42.3;25.0
9764;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2011;1.0;50.5;50.7;29.8;6.3;6.3;3.2;44.2;44.4;25.0
9765;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2012;1.0;53.5;53.0;29.2;6.4;6.3;3.3;47.1;46.7;25.0
9766;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2013;1.1;65.9;57.8;38.5;7.4;6.5;3.9;58.5;51.3;32.0
9767;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2014;0.9;64.5;68.6;49.2;6.6;7.0;3.9;57.9;61.6;44.5
9768;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2015;1.0;85.5;84.6;45.0;8.9;8.8;4.4;76.6;75.9;40.0
9769;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2016;1.0;68.4;67.2;38.2;9.1;8.9;3.9;59.4;58.3;32.4
9770;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2017;0.9;66.4;70.1;51.9;7.3;7.7;5.0;59.1;62.4;45.3
9771;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2018;0.9;74.0;78.0;55.0;7.8;8.3;5.3;66.2;69.8;50.0
9772;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2019;1.0;77.5;81.1;55.3;8.2;8.6;6.1;69.3;72.5;50.0
9773;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2020;1.1;126.7;118.3;54.9;18.4;17.2;5.7;108.3;101.1;50.0
9774;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2021;1.3;119.3;95.5;69.4;11.9;9.5;7.0;107.5;86.0;60.7
9775;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: rent;2022;1.2;96.0;83.2;56.9;10.9;9.5;6.0;85.0;73.8;50.0
9776;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2007;0.0;;;;;;;;;
9777;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2008;0.0;;;;;;;;;
9778;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2009;0.0;;;;;;;;;
9779;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2010;0.0;;;;;;;;;
9780;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2011;0.0;;;;;;;;;
9781;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2012;0.0;;;;;;;;;
9782;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2013;0.0;;;;;;;;;
9783;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2014;0.0;;;;;;;;;
9784;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2015;0.0;;;;;;;;;
9785;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2016;0.0;;;;;;;;;
9786;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2017;0.0;;;;;;;;;
9787;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2018;0.0;;;;;;;;;
9788;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2019;0.0;;;;;;;;;
9789;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2020;0.0;;;;;;;;;
9790;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2021;0.0;;;;;;;;;
9791;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: institutional;2022;0.0;;;;;;;;;
9792;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2007;2.4;121.5;50.6;26.5;13.4;5.6;1.2;108.1;45.0;25.3
9793;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2008;2.2;101.9;46.4;27.1;10.3;4.7;1.2;91.6;41.7;25.7
9794;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2009;2.3;106.6;45.6;28.6;9.3;4.0;1.4;97.3;41.6;27.3
9795;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2010;1.1;74.6;66.1;42.0;9.1;8.0;4.4;65.5;58.1;35.2
9796;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2011;0.9;61.4;69.2;43.9;7.4;8.3;4.4;54.0;60.9;40.0
9797;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2012;0.9;62.0;65.3;49.1;7.7;8.1;5.0;54.3;57.2;40.6
9798;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2013;0.9;69.4;75.4;49.1;8.3;9.0;4.4;61.1;66.3;42.0
9799;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2014;0.8;71.0;85.0;55.0;7.8;9.4;5.0;63.2;75.7;50.0
9800;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2015;0.8;66.7;81.8;56.1;8.5;10.4;6.4;58.2;71.4;50.0
9801;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2016;0.9;66.2;77.7;55.0;8.1;9.6;5.2;58.0;68.1;50.0
9802;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2017;0.9;67.2;78.6;59.4;8.1;9.5;6.1;59.1;69.1;50.0
9803;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2018;0.8;72.7;90.4;65.4;8.5;10.6;7.2;64.1;79.8;58.1
9804;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2019;0.8;76.9;92.2;81.6;9.0;10.8;9.2;67.8;81.3;75.0
9805;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2020;0.9;83.3;91.8;82.7;10.2;11.3;8.7;73.1;80.5;75.0
9806;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2021;1.0;107.7;112.9;88.6;13.6;14.3;9.5;94.1;98.7;80.0
9807;All gifts;Gift donor paid the tax due;Age: 65 years or older;Home ownership: unknown;2022;0.9;85.2;98.6;88.5;10.8;12.5;10.0;74.4;86.1;80.0
9808;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2007;0.5;19.0;38.8;26.1;1.6;3.2;1.1;17.5;35.6;25.0
9809;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2008;0.6;23.3;40.6;26.1;2.2;3.8;1.1;21.1;36.8;25.0
9810;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2009;0.8;31.8;39.4;27.3;2.5;3.1;1.2;29.3;36.3;26.0
9811;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2010;0.4;28.2;65.7;26.7;3.9;9.1;2.2;24.3;56.6;23.6
9812;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2011;0.5;23.8;47.9;27.2;2.7;5.4;2.7;21.1;42.6;25.0
9813;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2012;0.7;115.6;162.4;27.2;7.3;10.3;2.8;108.3;152.1;25.0
9814;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2013;0.9;50.5;57.5;38.3;4.2;4.8;2.6;46.3;52.7;35.0
9815;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2014;0.6;52.5;83.5;55.0;5.0;7.9;2.3;47.5;75.6;50.0
9816;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2015;0.6;39.5;62.0;33.1;3.8;6.0;2.8;35.7;56.0;30.0
9817;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2016;0.6;65.2;102.4;36.1;9.1;14.3;3.3;56.1;88.1;32.0
9818;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2017;0.5;35.2;68.0;46.2;3.7;7.2;4.4;31.5;60.9;41.5
9819;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2018;0.4;29.8;75.9;48.3;3.2;8.2;5.0;26.6;67.8;44.4
9820;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2019;0.4;22.5;62.7;40.4;2.3;6.5;4.4;20.1;56.2;36.9
9821;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2020;0.3;38.2;114.7;49.8;4.2;12.5;4.9;34.0;102.2;45.0
9822;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2021;0.4;26.5;71.9;54.8;3.0;8.0;4.8;23.6;63.9;50.0
9823;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 1st 20%-group;2022;0.3;20.1;58.5;42.1;2.3;6.6;4.3;17.8;51.9;38.4
9824;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2007;0.3;8.0;26.7;24.3;0.7;2.3;1.1;7.3;24.4;22.5
9825;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2008;0.3;7.1;26.9;22.3;0.6;2.2;0.9;6.6;24.7;20.3
9826;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2009;0.3;7.3;27.0;22.9;0.5;1.8;1.0;6.9;25.2;21.3
9827;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2010;0.1;4.4;33.6;21.7;0.5;3.9;2.0;3.9;29.7;20.0
9828;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2011;0.2;8.0;42.3;21.8;1.0;5.0;2.2;7.0;37.3;20.0
9829;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2012;0.2;7.2;39.8;23.7;0.8;4.4;2.2;6.4;35.4;20.0
9830;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2013;0.2;10.1;48.8;27.4;1.3;6.3;2.6;8.8;42.5;25.0
9831;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2014;0.1;7.2;51.6;27.2;0.5;3.8;2.1;6.6;47.7;24.0
9832;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2015;0.2;6.6;38.1;24.4;0.7;4.2;2.2;5.9;33.9;22.0
9833;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2016;0.2;7.5;45.3;21.6;0.8;4.7;2.2;6.7;40.6;20.0
9834;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2017;0.2;7.9;50.1;31.8;0.9;5.5;3.0;7.0;44.6;25.0
9835;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2018;0.2;12.8;62.9;30.5;1.3;6.2;3.4;11.6;56.7;26.7
9836;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2019;0.2;13.7;67.3;41.6;1.4;6.8;4.7;12.3;60.5;38.0
9837;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2020;0.3;19.0;70.7;29.0;1.8;6.5;3.9;17.2;64.2;25.5
9838;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2021;0.3;23.2;69.2;40.2;2.1;6.3;3.9;21.1;62.9;36.1
9839;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 2nd 20%-group;2022;0.4;22.8;63.4;41.9;2.5;6.9;4.9;20.3;56.6;38.0
9840;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2007;1.4;42.8;29.8;24.9;3.5;2.4;1.1;39.3;27.4;23.0
9841;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2008;1.4;39.1;28.5;24.7;2.7;2.0;1.1;36.4;26.5;23.0
9842;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2009;1.4;43.2;30.0;25.8;2.8;1.9;1.1;40.5;28.1;24.7
9843;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2010;0.7;25.0;36.5;24.3;2.8;4.0;2.2;22.2;32.4;21.0
9844;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2011;0.7;30.3;43.5;27.2;3.4;4.8;2.2;26.9;38.7;25.0
9845;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2012;0.7;31.5;44.8;27.0;3.6;5.2;2.2;27.9;39.6;25.0
9846;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2013;0.7;32.7;48.3;27.4;3.0;4.5;2.2;29.7;43.8;25.1
9847;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2014;0.5;31.3;63.7;30.5;2.9;6.0;2.2;28.3;57.7;26.0
9848;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2015;0.5;30.1;55.8;27.2;3.2;5.9;2.8;26.9;49.9;25.0
9849;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2016;0.6;30.0;49.4;27.5;3.3;5.4;2.5;26.7;44.0;25.0
9850;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2017;0.6;34.8;55.4;32.7;3.7;5.8;3.3;31.2;49.6;27.5
9851;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2018;0.7;41.7;63.2;32.8;4.3;6.5;3.3;37.4;56.7;30.0
9852;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2019;0.6;37.8;58.6;43.8;4.0;6.2;4.1;33.9;52.4;40.0
9853;All gifts;Gift donor paid the tax due;Age: 65 years or older;Wealth: 3rd 20%-group;2020;0.8;55.3;69.6;44.1;5.8;7.3;4.8;49.5;62.3;40.0
