ID;SectorBranchesSIC2008;CompanySize;InternationalityOfCompany;CharacteristicsOfJobsAndEmployees;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;PerJobPerWeekIncludingOvertime_4;PerJobPerWeekExcludingOvertime_5
9649;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2011;0.0;0.0;;;
9650;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2012;0.0;0.0;;;
9651;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2013;0.0;0.0;;;
9652;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2014;0.0;0.0;;;
9653;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2015;0.0;0.0;;;
9654;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2016;0.0;0.0;;;
9655;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2017;0.0;0.0;;;
9656;A Agriculture, forestry and fishing;Total employed persons;Total ;Belgian;2018;0.0;0.0;;;
9657;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2010;0.0;0.0;;;
9658;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2011;0.0;0.0;;;
9659;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2012;0.0;0.0;;;
9660;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2013;0.0;0.0;;;
9661;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2014;0.0;0.0;;;
9662;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2015;0.0;0.0;;;
9663;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2016;0.0;0.0;;;
9664;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2017;0.0;0.0;;;
9665;A Agriculture, forestry and fishing;Total employed persons;Total ;British;2018;0.0;0.0;;;
9666;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2010;1.0;1.0;;;
9667;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2011;1.0;1.0;;;
9668;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2012;1.0;1.0;;;
9669;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2013;1.0;0.0;;;
9670;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2014;1.0;0.0;;;
9671;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2015;0.0;0.0;;;
9672;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2016;0.0;0.0;;;
9673;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2017;0.0;0.0;;;
9674;A Agriculture, forestry and fishing;Total employed persons;Total ;German;2018;0.0;0.0;;;
9675;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2010;0.0;0.0;;;
9676;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2011;0.0;0.0;;;
9677;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2012;0.0;0.0;;;
9678;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2013;0.0;0.0;;;
9679;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2014;0.0;0.0;;;
9680;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2015;0.0;0.0;;;
9681;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2016;0.0;0.0;;;
9682;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2017;0.0;0.0;;;
9683;A Agriculture, forestry and fishing;Total employed persons;Total ;Indian;2018;0.0;0.0;;;
9684;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2010;11.0;9.0;10.5;35.0;34.1
9685;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2011;12.0;10.0;10.4;36.0;34.7
9686;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2012;12.0;11.0;10.8;36.0;34.7
9687;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2013;7.0;6.0;11.3;36.6;34.9
9688;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2014;7.0;6.0;11.2;37.1;35.4
9689;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2015;7.0;6.0;11.6;37.2;35.5
9690;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2016;8.0;7.0;11.8;37.2;35.6
9691;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2017;8.0;8.0;11.9;38.1;36.6
9692;A Agriculture, forestry and fishing;Total employed persons;Total ;Polish;2018;12.0;11.0;11.9;39.6;38.2
9693;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2010;3.0;3.0;12.2;33.7;33.1
9694;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2011;3.0;3.0;12.8;33.9;33.1
9695;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2012;3.0;2.0;13.5;33.6;32.9
9696;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2013;9.0;8.0;11.6;36.8;35.6
9697;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2014;9.0;8.0;11.6;37.1;35.9
9698;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2015;9.0;8.0;11.8;36.9;35.6
9699;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2016;9.0;8.0;11.7;36.8;35.5
9700;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2017;9.0;8.0;11.5;38.4;37.1
9701;A Agriculture, forestry and fishing;Total employed persons;Total ;Other;2018;8.0;7.0;12.7;38.0;36.8
9702;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2010;;;;;
9703;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2011;;;;;
9704;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2012;0.0;0.0;;;
9705;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2013;0.0;0.0;;;
9706;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2014;0.0;0.0;;;
9707;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2015;0.0;0.0;;;
9708;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2016;0.0;0.0;;;
9709;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2017;0.0;0.0;;;
9710;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Total;2018;0.0;0.0;;;
9711;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2010;;;;;
9712;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2011;;;;;
9713;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2012;0.0;0.0;;;
9714;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2013;0.0;0.0;;;
9715;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2014;0.0;0.0;;;
9716;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2015;0.0;0.0;;;
9717;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2016;0.0;0.0;;;
9718;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2017;0.0;0.0;;;
9719;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Specified time;2018;0.0;0.0;;;
9720;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2010;;;;;
9721;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2011;;;;;
9722;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2012;0.0;0.0;;;
9723;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2013;0.0;0.0;;;
9724;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2014;0.0;0.0;;;
9725;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2015;0.0;0.0;;;
9726;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2016;0.0;0.0;;;
9727;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2017;0.0;0.0;;;
9728;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Unspecified time;2018;0.0;0.0;;;
9729;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2010;;;;;
9730;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2011;;;;;
9731;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2012;0.0;0.0;;;
9732;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2013;0.0;0.0;;;
9733;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2014;0.0;0.0;;;
9734;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2015;0.0;0.0;;;
9735;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2016;0.0;0.0;;;
9736;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2017;0.0;0.0;;;
9737;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Other;2018;0.0;0.0;;;
9738;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2010;;;;;
9739;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2011;;;;;
9740;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2012;0.0;0.0;;;
9741;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2013;0.0;0.0;;;
9742;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2014;0.0;0.0;;;
9743;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2015;0.0;0.0;;;
9744;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2016;0.0;0.0;;;
9745;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2017;0.0;0.0;;;
9746;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Male;2018;0.0;0.0;;;
9747;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2010;;;;;
9748;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2011;;;;;
9749;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2012;0.0;0.0;;;
9750;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2013;0.0;0.0;;;
9751;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2014;0.0;0.0;;;
9752;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2015;0.0;0.0;;;
9753;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2016;0.0;0.0;;;
9754;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2017;0.0;0.0;;;
9755;A Agriculture, forestry and fishing;Total employed persons;Domestic control;Female;2018;0.0;0.0;;;
9756;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2010;;;;;
9757;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2011;;;;;
9758;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2012;0.0;0.0;;;
9759;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2013;0.0;0.0;;;
9760;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2014;0.0;0.0;;;
9761;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2015;0.0;0.0;;;
9762;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2016;0.0;0.0;;;
9763;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2017;0.0;0.0;;;
9764;A Agriculture, forestry and fishing;Total employed persons;Domestic control;15 to 34 years;2018;0.0;0.0;;;
9765;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2010;;;;;
9766;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2011;;;;;
9767;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2012;0.0;0.0;;;
9768;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2013;0.0;0.0;;;
9769;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2014;0.0;0.0;;;
9770;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2015;0.0;0.0;;;
9771;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2016;0.0;0.0;;;
9772;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2017;0.0;0.0;;;
9773;A Agriculture, forestry and fishing;Total employed persons;Domestic control;35 to 54 years;2018;0.0;0.0;;;
9774;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2010;;;;;
9775;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2011;;;;;
9776;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2012;0.0;0.0;;;
9777;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2013;0.0;0.0;;;
9778;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2014;0.0;0.0;;;
9779;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2015;0.0;0.0;;;
9780;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2016;0.0;0.0;;;
9781;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2017;0.0;0.0;;;
9782;A Agriculture, forestry and fishing;Total employed persons;Domestic control;55 years or older;2018;0.0;0.0;;;
9783;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2010;;;;;
9784;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2011;;;;;
9785;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2012;;;;;
9786;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2013;;;;;
9787;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2014;;;;;
9788;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2015;;;;;
9789;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2016;;;;;
9790;A Agriculture, forestry and fishing;Total employed persons;Domestic control;1 Lower education;2017;;;;;
