ID;CaoSector;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
9640;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 March;99.5;99.5;99.5;99.5;99.6;99.6;100.0;;;;;;;;100.0
9641;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 1st quarter;99.4;99.4;99.4;99.4;99.4;99.4;100.0;;;;;;;;100.0
9642;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 April;99.5;99.5;99.5;99.5;99.6;99.6;100.0;;;;;;;;100.0
9643;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 May;99.7;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
9644;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 June;99.7;99.7;99.7;99.7;99.7;99.7;100.0;;;;;;;;100.0
9645;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 2nd quarter;99.6;99.6;99.6;99.6;99.6;99.6;100.0;;;;;;;;100.0
9646;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 July;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9647;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 August;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9648;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 September;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9649;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 3rd quarter;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9650;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 October;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9651;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 November;100.5;100.5;100.5;100.5;100.4;100.4;100.0;;;;;;;;100.0
9652;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 December;100.5;100.5;100.5;100.5;100.5;100.5;100.0;;;;;;;;100.0
9653;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 4th quarter;100.5;100.5;100.5;100.5;100.5;100.5;100.0;;;;;;;;100.0
9654;Total collective labour agreement sector;M Other specialised business services;Current figures;2020 year;100.0;100.0;100.0;100.0;100.0;100.0;100.0;2.7;2.5;2.7;2.6;2.4;2.4;0.0;100.0
9655;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 January;101.1;101.5;101.1;101.5;102.2;102.2;100.0;1.7;2.1;1.7;2.1;2.8;2.8;0.0;100.0
9656;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 February;101.1;101.5;101.1;101.5;102.2;102.2;100.0;1.7;2.1;1.7;2.1;2.8;2.8;0.0;100.0
9657;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 March;101.2;101.6;101.2;101.6;102.3;102.3;100.0;1.7;2.1;1.7;2.1;2.7;2.7;0.0;100.0
9658;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 1st quarter;101.1;101.6;101.1;101.6;102.2;102.2;100.0;1.7;2.2;1.7;2.2;2.8;2.8;0.0;100.0
9659;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 April;101.2;101.7;101.2;101.7;102.3;102.3;100.0;1.7;2.2;1.7;2.2;2.7;2.7;0.0;100.0
9660;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 May;101.5;101.6;101.5;101.6;102.2;102.2;100.0;1.8;1.9;1.8;1.9;2.5;2.5;0.0;100.0
9661;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 June;101.6;101.8;101.6;101.8;102.4;102.4;100.0;1.9;2.1;1.9;2.1;2.7;2.7;0.0;100.0
9662;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 2nd quarter;101.4;101.7;101.4;101.7;102.3;102.3;100.0;1.8;2.1;1.8;2.1;2.7;2.7;0.0;100.0
9663;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 July;102.0;102.1;102.0;102.1;102.8;102.8;100.0;1.5;1.6;1.5;1.6;2.4;2.4;0.0;100.0
9664;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 August;102.0;102.2;102.0;102.2;101.5;101.5;100.0;1.5;1.7;1.5;1.7;1.1;1.1;0.0;100.0
9665;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 September;102.1;102.2;102.1;102.2;101.5;101.5;100.0;1.6;1.7;1.6;1.7;1.1;1.1;0.0;100.0
9666;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 3rd quarter;102.0;102.2;102.0;102.2;101.9;101.9;100.0;1.5;1.7;1.5;1.7;1.5;1.5;0.0;100.0
9667;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 October;102.3;102.4;102.3;102.4;101.7;101.7;100.0;1.8;1.9;1.8;1.9;1.3;1.3;0.0;100.0
9668;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 November;102.4;102.5;102.4;102.5;101.8;101.8;100.0;1.9;2.0;1.9;2.0;1.4;1.4;0.0;100.0
9669;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 December;102.4;102.5;102.4;102.5;101.8;101.8;100.0;1.9;2.0;1.9;2.0;1.3;1.3;0.0;100.0
9670;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 4th quarter;102.3;102.5;102.3;102.5;101.8;101.8;100.0;1.8;2.0;1.8;2.0;1.3;1.3;0.0;100.0
9671;Total collective labour agreement sector;M Other specialised business services;Current figures;2021 year;101.7;102.0;101.7;102.0;102.1;102.1;100.0;1.7;2.0;1.7;2.0;2.1;2.1;0.0;100.0
9672;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 January;103.4;103.8;103.4;103.8;104.3;104.3;100.0;2.3;2.3;2.3;2.3;2.1;2.1;0.0;100.0
9673;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 February;103.4;103.8;103.4;103.8;104.3;104.3;100.0;2.3;2.3;2.3;2.3;2.1;2.1;0.0;100.0
9674;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 March;103.6;104.1;103.6;104.1;104.5;104.5;100.0;2.4;2.5;2.4;2.5;2.2;2.2;0.0;100.0
9675;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 1st quarter;103.5;103.9;103.5;103.9;104.4;104.4;100.0;2.4;2.3;2.4;2.3;2.2;2.2;0.0;100.0
9676;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 April;104.0;104.5;104.0;104.5;104.9;104.9;100.0;2.8;2.8;2.8;2.8;2.5;2.5;0.0;100.0
9677;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 May;104.0;104.5;104.0;104.5;104.9;104.9;100.0;2.5;2.9;2.5;2.9;2.6;2.6;0.0;100.0
9678;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 June;104.0;104.5;104.0;104.5;104.9;104.9;100.0;2.4;2.7;2.4;2.7;2.4;2.4;0.0;100.0
9679;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 2nd quarter;104.0;104.5;104.0;104.5;104.9;104.9;100.0;2.6;2.8;2.6;2.8;2.5;2.5;0.0;100.0
9680;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 July;104.7;105.2;104.7;105.2;105.6;105.6;100.0;2.6;3.0;2.6;3.0;2.7;2.7;0.0;100.0
9681;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 August;105.1;105.3;105.1;105.3;105.8;105.8;100.0;3.0;3.0;3.0;3.0;4.2;4.2;0.0;100.0
9682;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 September;105.1;105.3;105.1;105.3;105.8;105.8;100.0;2.9;3.0;2.9;3.0;4.2;4.2;0.0;100.0
9683;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 3rd quarter;105.0;105.3;105.0;105.3;105.7;105.7;100.0;2.9;3.0;2.9;3.0;3.7;3.7;0.0;100.0
9684;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 October;105.1;105.5;105.1;105.5;105.9;105.9;100.0;2.7;3.0;2.7;3.0;4.1;4.1;0.0;100.0
9685;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 November;105.1;105.5;105.1;105.5;105.9;105.9;100.0;2.6;2.9;2.6;2.9;4.0;4.0;0.0;100.0
9686;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 December;105.1;105.5;105.1;105.5;105.9;105.9;100.0;2.6;2.9;2.6;2.9;4.0;4.0;0.0;100.0
9687;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 4th quarter;105.1;105.5;105.1;105.5;105.9;105.9;100.0;2.7;2.9;2.7;2.9;4.0;4.0;0.0;100.0
9688;Total collective labour agreement sector;M Other specialised business services;Current figures;2022 year;104.4;104.8;104.4;104.8;105.2;105.2;100.0;2.7;2.7;2.7;2.7;3.0;3.0;0.0;100.0
9689;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 January;108.7;109.5;108.7;109.5;109.9;109.9;100.0;5.1;5.5;5.1;5.5;5.4;5.4;0.0;100.0
9690;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 February;108.7;109.5;108.7;109.5;109.9;109.9;100.0;5.1;5.5;5.1;5.5;5.4;5.4;0.0;100.0
9691;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 March;109.2;109.9;109.2;109.9;110.3;110.3;100.0;5.4;5.6;5.4;5.6;5.6;5.6;0.0;100.0
9692;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 1st quarter;108.9;109.7;108.9;109.7;110.0;110.0;100.0;5.2;5.6;5.2;5.6;5.4;5.4;0.0;100.0
9693;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 April;109.2;109.9;109.2;109.9;110.2;110.2;100.0;5.0;5.2;5.0;5.2;5.1;5.1;0.0;100.0
9694;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 May;109.2;109.9;109.2;109.9;110.2;110.2;100.0;5.0;5.2;5.0;5.2;5.1;5.1;0.0;100.0
9695;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 June;109.3;110.1;109.3;110.1;110.4;110.4;100.0;5.1;5.4;5.1;5.4;5.2;5.2;0.0;100.0
9696;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 2nd quarter;109.2;109.9;109.2;109.9;110.3;110.3;100.0;5.0;5.2;5.0;5.2;5.1;5.1;0.0;100.0
9697;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 July;109.5;110.5;109.5;110.5;110.8;110.8;100.0;4.6;5.0;4.6;5.0;4.9;4.9;0.0;100.0
9698;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 August;110.0;111.0;110.0;111.0;111.3;111.3;100.0;4.7;5.4;4.7;5.4;5.2;5.2;0.0;100.0
9699;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 September;111.5;112.5;111.5;112.5;112.9;112.9;100.0;6.1;6.8;6.1;6.8;6.7;6.7;0.0;100.0
9700;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 3rd quarter;110.3;111.3;110.3;111.3;111.7;111.7;100.0;5.0;5.7;5.0;5.7;5.7;5.7;0.0;100.0
9701;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 October;111.6;112.7;111.6;112.7;113.0;113.0;100.0;6.2;6.8;6.2;6.8;6.7;6.7;0.0;100.0
9702;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 November;111.6;112.7;111.6;112.7;113.0;113.0;100.0;6.2;6.8;6.2;6.8;6.7;6.7;0.0;100.0
9703;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 December;112.0;113.0;112.0;113.0;113.3;113.3;100.0;6.6;7.1;6.6;7.1;7.0;7.0;0.0;100.0
9704;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 4th quarter;111.8;112.8;111.8;112.8;113.1;113.1;100.0;6.4;6.9;6.4;6.9;6.8;6.8;0.0;100.0
9705;Total collective labour agreement sector;M Other specialised business services;Current figures;2023 year;110.0;110.9;110.0;110.9;111.3;111.3;100.0;5.4;5.8;5.4;5.8;5.8;5.8;0.0;100.0
9706;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 January;115.2;116.0;115.2;116.0;116.5;116.5;100.0;6.0;5.9;6.0;5.9;6.0;6.0;0.0;100.0
9707;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 February;115.2;116.0;115.2;116.0;116.5;116.5;100.0;6.0;5.9;6.0;5.9;6.0;6.0;0.0;100.0
9708;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 March;115.4;116.3;115.4;116.3;116.8;116.8;100.0;5.7;5.8;5.7;5.8;5.9;5.9;0.0;100.0
9709;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 1st quarter;115.3;116.1;115.3;116.1;116.6;116.6;100.0;5.9;5.8;5.9;5.8;6.0;6.0;0.0;100.0
9710;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 April;115.8;116.6;115.8;116.6;117.1;117.1;100.0;6.0;6.1;6.0;6.1;6.3;6.3;0.0;100.0
9711;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 May;115.8;116.6;115.8;116.6;117.1;117.1;100.0;6.0;6.1;6.0;6.1;6.3;6.3;0.0;100.0
9712;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 June;115.8;116.6;115.8;116.6;117.1;117.1;100.0;5.9;5.9;5.9;5.9;6.1;6.1;0.0;100.0
9713;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 2nd quarter;115.8;116.6;115.8;116.6;117.1;117.1;100.0;6.0;6.1;6.0;6.1;6.2;6.2;0.0;100.0
9714;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 July;117.3;118.3;117.3;118.3;118.8;118.8;100.0;7.1;7.1;7.1;7.1;7.2;7.2;0.0;100.0
9715;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 August;117.3;118.3;117.3;118.3;118.8;118.8;100.0;6.6;6.6;6.6;6.6;6.7;6.7;0.0;100.0
9716;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 September;118.2;118.8;118.2;118.8;119.2;119.2;100.0;6.0;5.6;6.0;5.6;5.6;5.6;0.0;100.0
9717;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 3rd quarter;117.6;118.5;117.6;118.5;118.9;118.9;100.0;6.6;6.5;6.6;6.5;6.4;6.4;0.0;100.0
9718;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 October;118.4;119.0;118.4;119.0;119.5;119.5;100.0;6.1;5.6;6.1;5.6;5.8;5.8;0.0;100.0
9719;Total collective labour agreement sector;M Other specialised business services;Current figures;2024 November;118.4;119.0;118.4;119.0;119.5;119.5;100.0;6.1;5.6;6.1;5.6;5.8;5.8;0.0;100.0
