ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
8683;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
8684;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
8685;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
8686;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
8687;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;0.0;0.1
8688;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
8689;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
8690;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;0.0;0.1
8691;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
8692;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
8693;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
8694;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0
8695;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0
8696;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
8697;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
8698;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
8699;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
8700;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
8701;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0
8702;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
8703;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
8704;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0
8705;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
8706;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
8707;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
8708;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;0.3;0.2
8709;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;0.2;0.2
8710;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;0.2;0.1
8711;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;24 september 2004 tot 30 september 2005;0.1;0.1
8712;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;30 september 2005 tot 29 september 2006;0.1;0.0
8713;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;29 september 2006 tot 28 september 2007;0.0;0.0
8714;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;28 september 2007 tot 26 september 2008;0.0;0.0
8715;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;26 september 2008 tot 25 september 2009;0.1;0.1
8716;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;25 september 2009 tot 24 september 2010;0.0;0.0
8717;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;24 september 2010 tot 30 september 2011;0.0;0.0
8718;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;30 september 2011 tot 28 september 2012;0.0;0.0
8719;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;28 september 2012 tot 27 september 2013;0.0;0.0
8720;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;27 september 2013 tot 26 september 2014;0.0;0.0
8721;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit bijstandsuitkering;26 september 2014 tot 25 september 2015;0.0;0.0
8722;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2001 tot 27 september 2002;0.1;0.1
8723;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;27 september 2002 tot 26 september 2003;0.0;0.1
8724;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
8725;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
8726;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
8727;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
8728;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
8729;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2008 tot 25 september 2009;0.0;0.0
8730;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
8731;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
8732;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;30 september 2011 tot 28 september 2012;0.0;0.0
8733;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
8734;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
8735;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit andere uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
8736;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2001 tot 27 september 2002;;
8737;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;27 september 2002 tot 26 september 2003;;
8738;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2003 tot 24 september 2004;;
8739;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;24 september 2004 tot 30 september 2005;;
8740;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;30 september 2005 tot 29 september 2006;;
8741;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;29 september 2006 tot 28 september 2007;;
8742;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2007 tot 26 september 2008;;
8743;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2008 tot 25 september 2009;;
8744;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;25 september 2009 tot 24 september 2010;;
8745;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;24 september 2010 tot 30 september 2011;;
8746;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;30 september 2011 tot 28 september 2012;;
8747;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;28 september 2012 tot 27 september 2013;;
8748;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;27 september 2013 tot 26 september 2014;;
8749;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten uit pensioen;26 september 2014 tot 25 september 2015;;
8750;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2001 tot 27 september 2002;8.9;4.4
8751;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;27 september 2002 tot 26 september 2003;7.9;4.3
8752;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2003 tot 24 september 2004;6.8;3.7
8753;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;24 september 2004 tot 30 september 2005;7.2;3.1
8754;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;30 september 2005 tot 29 september 2006;8.0;2.9
8755;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;29 september 2006 tot 28 september 2007;8.3;2.7
8756;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2007 tot 26 september 2008;7.8;2.8
8757;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2008 tot 25 september 2009;6.0;3.3
8758;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;25 september 2009 tot 24 september 2010;6.0;2.7
8759;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;24 september 2010 tot 30 september 2011;5.6;2.4
8760;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;5.0;2.3
8761;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;4.6;2.2
8762;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;4.4;2.0
8763;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;4.8;1.8
8764;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;8.3;3.6
8765;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;7.3;3.6
8766;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;6.4;3.0
8767;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;6.7;2.6
8768;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;7.5;2.6
8769;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;7.8;2.3
8770;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;7.4;2.5
8771;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;5.7;2.9
8772;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;5.7;2.4
8773;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;5.3;2.2
8774;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;4.8;2.0
8775;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;4.4;2.0
8776;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;4.3;1.8
8777;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;4.7;1.6
8778;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;0.6;0.8
8779;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;0.6;0.7
8780;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;0.4;0.6
8781;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;0.5;0.5
8782;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;0.6;0.4
8783;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;0.5;0.4
8784;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;0.4;0.4
8785;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;0.3;0.4
8786;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;0.2;0.3
8787;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;0.2;0.3
8788;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;0.2;0.3
8789;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;0.2;0.2
8790;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;0.2;0.2
8791;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;0.2;0.2
8792;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.5;
8793;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.3;
8794;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.2;
8795;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.1;
8796;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.2;
8797;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.2;
8798;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.3;
8799;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.2;
8800;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.2;
8801;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.2;
8802;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.1;
8803;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.1;
8804;Totaal mannen en vrouwen;15 tot 20 jaar;Niet-westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.1;
