ID;Sex;PersonalCharacteristics;RegisteredEmploymentUWV;Periods;LabourForceAndNotInTheLabourForce_1;EmployedLabourForce_2;WantToWorkMoreHoursAvailable_3;DoesnTWantMoreHoursOrNotAvailable_4;NotEmployedLabourForce_5;UnemployedLabourForce_6;PartTime_7;LessThan20HoursAWeek_8;LessThan12HoursAWeek_9;k_12To19HoursAWeek_10;k_20To34HoursAWeek_11;FullTime_12;Unknown_13;NotInTheLabourForce_14;AvailableToWorkButNotSeeking_15;BecauseOfDiscouragement_16;BecauseOfOtherReason_17;SeekingWorkButNotAvailable_18;NotSeekingWorkNotAvailable_19;WantToWork_20;DoesnTWantToOrCanTWork_21;BecauseOfFamilyHouseholdCare_22;BecauseOfEducation_23;BecauseOfRetirementOldAge_24;BecauseOfIllnessDisability_25;BecauseOfOtherReason_26
8944;Female;Age: 25 to 34 years;Not registered at an employment office;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
8945;Female;Age: 25 to 34 years;Not registered at an employment office;2014 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8946;Female;Age: 25 to 34 years;Not registered at an employment office;2014 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8947;Female;Age: 25 to 34 years;Not registered at an employment office;2014 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8948;Female;Age: 25 to 34 years;Not registered at an employment office;2014 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8949;Female;Age: 25 to 34 years;Not registered at an employment office;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
8950;Female;Age: 25 to 34 years;Not registered at an employment office;2015 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8951;Female;Age: 25 to 34 years;Not registered at an employment office;2015 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8952;Female;Age: 25 to 34 years;Not registered at an employment office;2015 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8953;Female;Age: 25 to 34 years;Not registered at an employment office;2015 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8954;Female;Age: 25 to 34 years;Not registered at an employment office;2015;;;;;;;;;;;;;;;;;;;;;;;;;;
8955;Female;Age: 25 to 34 years;Not registered at an employment office;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8956;Female;Age: 25 to 34 years;Not registered at an employment office;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8957;Female;Age: 25 to 34 years;Not registered at an employment office;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8958;Female;Age: 25 to 34 years;Not registered at an employment office;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8959;Female;Age: 25 to 34 years;Not registered at an employment office;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
8960;Female;Age: 25 to 34 years;Not registered at an employment office;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8961;Female;Age: 25 to 34 years;Not registered at an employment office;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8962;Female;Age: 25 to 34 years;Not registered at an employment office;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8963;Female;Age: 25 to 34 years;Not registered at an employment office;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;;;
8964;Female;Age: 25 to 34 years;Not registered at an employment office;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
8965;Female;Age: 25 to 34 years;Not registered at an employment office;2018 1st quarter;930.0;801.0;68.0;733.0;129.0;23.0;16.0;5.0;1.0;4.0;11.0;6.0;1.0;106.0;9.0;2.0;7.0;8.0;89.0;15.0;75.0;28.0;19.0;0.0;21.0;6.0
8966;Female;Age: 25 to 34 years;Not registered at an employment office;2018 2nd quarter;948.0;819.0;58.0;761.0;129.0;21.0;13.0;7.0;2.0;5.0;6.0;7.0;0.0;108.0;8.0;3.0;6.0;10.0;89.0;16.0;73.0;30.0;16.0;0.0;20.0;7.0
8967;Female;Age: 25 to 34 years;Not registered at an employment office;2018 3rd quarter;949.0;836.0;68.0;768.0;113.0;16.0;10.0;3.0;1.0;2.0;7.0;6.0;1.0;97.0;11.0;3.0;9.0;10.0;76.0;11.0;65.0;28.0;12.0;0.0;18.0;7.0
8968;Female;Age: 25 to 34 years;Not registered at an employment office;2018 4th quarter;957.0;844.0;66.0;778.0;112.0;21.0;13.0;4.0;1.0;3.0;10.0;8.0;0.0;91.0;6.0;1.0;5.0;8.0;77.0;10.0;67.0;27.0;16.0;0.0;17.0;6.0
8969;Female;Age: 25 to 34 years;Not registered at an employment office;2018;946.0;825.0;65.0;760.0;121.0;20.0;13.0;5.0;1.0;3.0;9.0;7.0;1.0;101.0;9.0;2.0;7.0;9.0;83.0;13.0;70.0;28.0;16.0;0.0;19.0;6.0
8970;Female;Age: 25 to 34 years;Not registered at an employment office;2019 1st quarter;959.0;840.0;61.0;779.0;119.0;23.0;12.0;1.0;0.0;1.0;10.0;10.0;2.0;95.0;8.0;3.0;4.0;7.0;81.0;10.0;72.0;26.0;18.0;0.0;23.0;5.0
8971;Female;Age: 25 to 34 years;Not registered at an employment office;2019 2nd quarter;961.0;844.0;58.0;786.0;117.0;19.0;11.0;3.0;0.0;3.0;8.0;7.0;1.0;98.0;6.0;1.0;5.0;13.0;79.0;10.0;69.0;27.0;17.0;0.0;19.0;6.0
8972;Female;Age: 25 to 34 years;Not registered at an employment office;2019 3rd quarter;959.0;845.0;50.0;794.0;115.0;24.0;15.0;3.0;0.0;2.0;12.0;8.0;1.0;91.0;5.0;2.0;3.0;10.0;76.0;11.0;65.0;23.0;17.0;0.0;21.0;5.0
8973;Female;Age: 25 to 34 years;Not registered at an employment office;2019 4th quarter;970.0;860.0;58.0;802.0;110.0;23.0;15.0;4.0;1.0;3.0;11.0;7.0;1.0;87.0;7.0;3.0;4.0;10.0;71.0;11.0;60.0;25.0;13.0;0.0;18.0;4.0
8974;Female;Age: 25 to 34 years;Not registered at an employment office;2019;962.0;847.0;57.0;790.0;115.0;22.0;13.0;3.0;1.0;2.0;10.0;8.0;1.0;93.0;6.0;2.0;4.0;10.0;77.0;10.0;66.0;25.0;16.0;0.0;20.0;5.0
8975;Female;Age: 25 to 34 years;Not registered at an employment office;2020 1st quarter;983.0;864.0;64.0;800.0;119.0;27.0;17.0;6.0;2.0;3.0;11.0;9.0;1.0;92.0;7.0;1.0;6.0;12.0;73.0;12.0;62.0;20.0;12.0;0.0;22.0;8.0
8976;Female;Age: 25 to 34 years;Not registered at an employment office;2020 2nd quarter;963.0;851.0;66.0;785.0;112.0;24.0;18.0;4.0;0.0;4.0;13.0;6.0;0.0;87.0;11.0;3.0;7.0;9.0;67.0;12.0;56.0;21.0;12.0;0.0;18.0;5.0
8977;Female;Age: 25 to 34 years;Not registered at an employment office;2020 3rd quarter;970.0;858.0;73.0;785.0;113.0;30.0;20.0;5.0;2.0;3.0;15.0;10.0;1.0;82.0;6.0;2.0;3.0;7.0;70.0;9.0;60.0;23.0;15.0;0.0;16.0;7.0
8978;Female;Age: 25 to 34 years;Not registered at an employment office;2020 4th quarter;989.0;883.0;65.0;818.0;106.0;17.0;14.0;5.0;2.0;3.0;8.0;4.0;0.0;88.0;9.0;2.0;7.0;11.0;69.0;11.0;58.0;18.0;15.0;0.0;17.0;8.0
8979;Female;Age: 25 to 34 years;Not registered at an employment office;2020;976.0;864.0;67.0;797.0;112.0;25.0;17.0;5.0;2.0;3.0;12.0;7.0;0.0;88.0;8.0;2.0;6.0;10.0;70.0;11.0;59.0;21.0;13.0;0.0;18.0;7.0
8980;Female;Age: 25 to 34 years;Not registered at an employment office;2021 1st quarter;976.0;868.0;58.0;810.0;107.0;24.0;10.0;2.0;0.0;2.0;9.0;13.0;0.0;84.0;10.0;2.0;8.0;4.0;69.0;;;24.0;12.0;0.0;25.0;8.0
8981;Female;Age: 25 to 34 years;Not registered at an employment office;2021 2nd quarter;981.0;878.0;51.0;826.0;103.0;25.0;15.0;2.0;1.0;1.0;13.0;10.0;0.0;78.0;10.0;1.0;9.0;7.0;62.0;;;23.0;17.0;0.0;18.0;3.0
8982;Female;Age: 25 to 34 years;Not registered at an employment office;2021 3rd quarter;980.0;880.0;49.0;831.0;100.0;23.0;12.0;2.0;1.0;1.0;9.0;9.0;2.0;78.0;3.0;0.0;3.0;5.0;70.0;;;20.0;18.0;0.0;28.0;4.0
8983;Female;Age: 25 to 34 years;Not registered at an employment office;2021 4th quarter;991.0;891.0;45.0;846.0;100.0;25.0;18.0;3.0;1.0;3.0;15.0;6.0;0.0;75.0;3.0;0.0;3.0;7.0;65.0;;;16.0;24.0;0.0;20.0;4.0
8984;Female;Age: 25 to 34 years;Not registered at an employment office;2021;982.0;879.0;51.0;828.0;103.0;24.0;14.0;2.0;1.0;2.0;12.0;10.0;1.0;79.0;6.0;1.0;6.0;6.0;66.0;;;21.0;18.0;0.0;23.0;5.0
8985;Female;Age: 25 to 34 years;Not registered at an employment office;2022 1st quarter;1005.0;910.0;44.0;866.0;95.0;21.0;16.0;2.0;0.0;2.0;15.0;4.0;0.0;74.0;4.0;0.0;4.0;8.0;62.0;;;19.0;17.0;0.0;23.0;4.0
8986;Female;Age: 25 to 34 years;Not registered at an employment office;2022 2nd quarter;1014.0;912.0;42.0;870.0;102.0;18.0;10.0;4.0;1.0;3.0;6.0;7.0;2.0;84.0;4.0;0.0;4.0;12.0;68.0;;;22.0;16.0;0.0;23.0;7.0
8987;Female;Age: 25 to 34 years;Not registered at an employment office;2022 3rd quarter;1021.0;919.0;39.0;880.0;102.0;22.0;14.0;4.0;2.0;3.0;10.0;7.0;1.0;79.0;6.0;0.0;6.0;5.0;68.0;;;23.0;21.0;0.0;19.0;5.0
8988;Female;Age: 25 to 34 years;Not registered at an employment office;2022 4th quarter;1030.0;925.0;48.0;877.0;105.0;23.0;15.0;6.0;2.0;4.0;9.0;7.0;0.0;81.0;7.0;0.0;7.0;8.0;67.0;;;24.0;21.0;0.0;19.0;4.0
8989;Female;Age: 25 to 34 years;Not registered at an employment office;2022;1017.0;916.0;43.0;874.0;101.0;21.0;14.0;4.0;1.0;3.0;10.0;6.0;1.0;80.0;5.0;0.0;5.0;8.0;66.0;;;22.0;19.0;0.0;21.0;5.0
8990;Female;Age: 25 to 34 years;Not registered at an employment office;2023 1st quarter;1036.0;927.0;50.0;877.0;109.0;22.0;18.0;5.0;2.0;3.0;13.0;4.0;0.0;86.0;6.0;1.0;5.0;7.0;73.0;;;27.0;19.0;0.0;21.0;6.0
8991;Female;Age: 25 to 34 years;Not registered at an employment office;2023 2nd quarter;1036.0;921.0;40.0;882.0;115.0;21.0;12.0;3.0;2.0;1.0;9.0;7.0;2.0;94.0;9.0;0.0;9.0;11.0;75.0;;;29.0;20.0;0.0;20.0;6.0
8992;Female;Age: 25 to 34 years;Not registered at an employment office;2023 3rd quarter;1045.0;930.0;44.0;886.0;115.0;24.0;13.0;3.0;1.0;2.0;11.0;10.0;0.0;91.0;11.0;1.0;11.0;8.0;71.0;;;29.0;17.0;0.0;20.0;6.0
8993;Female;Age: 25 to 34 years;Not registered at an employment office;2023 4th quarter;1053.0;947.0;42.0;906.0;106.0;18.0;12.0;3.0;1.0;2.0;10.0;6.0;0.0;87.0;3.0;0.0;3.0;9.0;75.0;;;29.0;16.0;0.0;24.0;7.0
8994;Female;Age: 25 to 34 years;Not registered at an employment office;2023;1043.0;931.0;44.0;888.0;111.0;21.0;14.0;3.0;2.0;2.0;11.0;7.0;1.0;90.0;7.0;0.0;7.0;9.0;74.0;;;28.0;18.0;0.0;21.0;6.0
8995;Female;Age: 25 to 34 years;Not registered at an employment office;2024 1st quarter;1058.0;947.0;45.0;902.0;111.0;24.0;17.0;5.0;3.0;2.0;12.0;6.0;0.0;87.0;7.0;1.0;6.0;8.0;72.0;;;24.0;16.0;0.0;28.0;4.0
8996;Female;Age: 25 to 34 years;Not registered at an employment office;2024 2nd quarter;1060.0;953.0;40.0;913.0;107.0;23.0;11.0;3.0;0.0;2.0;8.0;11.0;2.0;84.0;5.0;0.0;5.0;7.0;71.0;;;23.0;16.0;0.0;26.0;6.0
8997;Female;Age: 25 to 34 years;Not registered at an employment office;2024 3rd quarter;1063.0;947.0;37.0;911.0;116.0;28.0;17.0;5.0;1.0;4.0;12.0;11.0;1.0;88.0;6.0;0.0;6.0;7.0;74.0;;;23.0;16.0;0.0;30.0;5.0
8998;Female;Age: 25 to 34 years;Not registered at an employment office;2024 4th quarter;1071.0;960.0;47.0;913.0;112.0;23.0;14.0;4.0;1.0;3.0;10.0;7.0;2.0;88.0;6.0;0.0;6.0;6.0;76.0;;;24.0;18.0;0.0;29.0;5.0
8999;Female;Age: 25 to 34 years;Not registered at an employment office;2024;1063.0;952.0;42.0;910.0;111.0;25.0;15.0;4.0;2.0;3.0;11.0;9.0;1.0;87.0;6.0;0.0;6.0;7.0;73.0;;;24.0;16.0;0.0;28.0;5.0
9000;Female;Age: 35 to 44 years;Total;2013 1st quarter;1142.0;882.0;106.0;776.0;260.0;73.0;61.0;11.0;1.0;10.0;49.0;11.0;1.0;188.0;23.0;8.0;15.0;19.0;145.0;22.0;123.0;58.0;2.0;0.0;50.0;13.0
9001;Female;Age: 35 to 44 years;Total;2013 2nd quarter;1136.0;874.0;99.0;774.0;262.0;73.0;58.0;13.0;3.0;10.0;45.0;14.0;1.0;190.0;28.0;9.0;20.0;22.0;140.0;22.0;118.0;56.0;2.0;0.0;50.0;9.0
9002;Female;Age: 35 to 44 years;Total;2013 3rd quarter;1130.0;873.0;111.0;761.0;257.0;72.0;58.0;9.0;1.0;8.0;49.0;12.0;1.0;185.0;31.0;9.0;22.0;16.0;138.0;23.0;116.0;55.0;2.0;0.0;49.0;10.0
9003;Female;Age: 35 to 44 years;Total;2013 4th quarter;1123.0;865.0;109.0;756.0;258.0;77.0;61.0;7.0;1.0;7.0;53.0;16.0;1.0;181.0;23.0;8.0;15.0;18.0;140.0;21.0;119.0;52.0;3.0;0.0;50.0;14.0
9004;Female;Age: 35 to 44 years;Total;2013;1133.0;873.0;107.0;767.0;259.0;74.0;59.0;10.0;1.0;9.0;49.0;13.0;1.0;186.0;26.0;8.0;18.0;19.0;141.0;22.0;119.0;56.0;2.0;0.0;50.0;11.0
9005;Female;Age: 35 to 44 years;Total;2014 1st quarter;1115.0;840.0;113.0;728.0;275.0;82.0;63.0;9.0;2.0;8.0;54.0;18.0;1.0;193.0;24.0;7.0;16.0;17.0;152.0;25.0;128.0;53.0;4.0;0.0;58.0;13.0
9006;Female;Age: 35 to 44 years;Total;2014 2nd quarter;1107.0;832.0;104.0;728.0;275.0;81.0;61.0;8.0;1.0;7.0;53.0;18.0;1.0;194.0;26.0;9.0;17.0;18.0;150.0;26.0;124.0;51.0;3.0;0.0;60.0;10.0
9007;Female;Age: 35 to 44 years;Total;2014 3rd quarter;1098.0;829.0;97.0;732.0;269.0;72.0;57.0;9.0;3.0;6.0;48.0;14.0;1.0;197.0;35.0;10.0;25.0;17.0;145.0;22.0;122.0;54.0;2.0;0.0;56.0;10.0
9008;Female;Age: 35 to 44 years;Total;2014 4th quarter;1089.0;832.0;102.0;730.0;256.0;74.0;58.0;13.0;4.0;9.0;45.0;15.0;2.0;182.0;30.0;10.0;20.0;13.0;139.0;19.0;120.0;53.0;2.0;0.0;56.0;9.0
9009;Female;Age: 35 to 44 years;Total;2014;1102.0;833.0;104.0;729.0;269.0;77.0;60.0;10.0;2.0;7.0;50.0;16.0;1.0;192.0;29.0;9.0;20.0;16.0;146.0;23.0;123.0;53.0;3.0;0.0;57.0;10.0
9010;Female;Age: 35 to 44 years;Total;2015 1st quarter;1081.0;817.0;103.0;713.0;264.0;74.0;58.0;10.0;3.0;7.0;48.0;15.0;1.0;191.0;32.0;10.0;22.0;18.0;140.0;23.0;118.0;49.0;2.0;0.0;56.0;10.0
9011;Female;Age: 35 to 44 years;Total;2015 2nd quarter;1074.0;804.0;90.0;714.0;271.0;75.0;52.0;7.0;2.0;6.0;45.0;22.0;1.0;196.0;29.0;15.0;14.0;20.0;146.0;22.0;124.0;51.0;3.0;0.0;59.0;11.0
9012;Female;Age: 35 to 44 years;Total;2015 3rd quarter;1067.0;810.0;91.0;719.0;258.0;66.0;51.0;10.0;3.0;7.0;42.0;13.0;2.0;192.0;29.0;10.0;19.0;19.0;144.0;23.0;121.0;54.0;3.0;0.0;56.0;8.0
9013;Female;Age: 35 to 44 years;Total;2015 4th quarter;1061.0;806.0;92.0;714.0;255.0;67.0;53.0;8.0;2.0;6.0;45.0;13.0;1.0;187.0;28.0;14.0;14.0;17.0;142.0;22.0;120.0;49.0;5.0;0.0;55.0;10.0
9014;Female;Age: 35 to 44 years;Total;2015;1071.0;809.0;94.0;715.0;262.0;70.0;54.0;9.0;2.0;6.0;45.0;16.0;1.0;191.0;30.0;12.0;17.0;19.0;143.0;22.0;121.0;51.0;3.0;0.0;57.0;10.0
9015;Female;Age: 35 to 44 years;Total;2016 1st quarter;1055.0;802.0;86.0;716.0;254.0;68.0;56.0;9.0;1.0;8.0;47.0;12.0;0.0;185.0;28.0;11.0;17.0;16.0;142.0;22.0;120.0;54.0;5.0;0.0;53.0;8.0
9016;Female;Age: 35 to 44 years;Total;2016 2nd quarter;1051.0;808.0;82.0;726.0;244.0;59.0;48.0;6.0;2.0;5.0;42.0;10.0;1.0;185.0;28.0;13.0;16.0;17.0;139.0;18.0;121.0;49.0;6.0;0.0;55.0;11.0
9017;Female;Age: 35 to 44 years;Total;2016 3rd quarter;1047.0;800.0;80.0;720.0;247.0;58.0;49.0;6.0;1.0;5.0;43.0;8.0;0.0;190.0;29.0;9.0;20.0;19.0;142.0;28.0;114.0;49.0;3.0;0.0;51.0;10.0
9018;Female;Age: 35 to 44 years;Total;2016 4th quarter;1043.0;800.0;78.0;721.0;243.0;51.0;42.0;7.0;3.0;4.0;35.0;8.0;1.0;193.0;25.0;10.0;15.0;16.0;152.0;19.0;132.0;57.0;3.0;0.0;59.0;12.0
9019;Female;Age: 35 to 44 years;Total;2016;1049.0;802.0;81.0;721.0;247.0;59.0;49.0;7.0;2.0;5.0;42.0;10.0;1.0;188.0;28.0;11.0;17.0;17.0;144.0;22.0;122.0;52.0;4.0;0.0;55.0;11.0
9020;Female;Age: 35 to 44 years;Total;2017 1st quarter;1039.0;797.0;76.0;721.0;242.0;50.0;40.0;10.0;2.0;8.0;30.0;8.0;2.0;192.0;23.0;7.0;16.0;15.0;155.0;19.0;136.0;56.0;3.0;0.0;64.0;12.0
9021;Female;Age: 35 to 44 years;Total;2017 2nd quarter;1035.0;795.0;65.0;730.0;240.0;43.0;38.0;7.0;2.0;5.0;30.0;5.0;1.0;197.0;20.0;8.0;12.0;19.0;158.0;25.0;133.0;54.0;2.0;0.0;62.0;16.0
9022;Female;Age: 35 to 44 years;Total;2017 3rd quarter;1031.0;795.0;58.0;736.0;236.0;39.0;31.0;6.0;1.0;5.0;25.0;6.0;2.0;197.0;22.0;5.0;17.0;18.0;157.0;23.0;134.0;56.0;4.0;0.0;59.0;14.0
9023;Female;Age: 35 to 44 years;Total;2017 4th quarter;1026.0;797.0;64.0;732.0;230.0;38.0;31.0;6.0;1.0;5.0;24.0;7.0;0.0;192.0;16.0;6.0;10.0;20.0;155.0;23.0;132.0;59.0;4.0;0.0;57.0;13.0
9024;Female;Age: 35 to 44 years;Total;2017;1033.0;796.0;66.0;730.0;237.0;43.0;35.0;7.0;2.0;6.0;28.0;6.0;1.0;194.0;20.0;7.0;13.0;18.0;156.0;23.0;134.0;56.0;3.0;0.0;60.0;14.0
9025;Female;Age: 35 to 44 years;Total;2018 1st quarter;1023.0;793.0;62.0;731.0;230.0;42.0;31.0;6.0;2.0;5.0;25.0;10.0;1.0;188.0;17.0;6.0;11.0;17.0;154.0;22.0;132.0;57.0;6.0;0.0;57.0;12.0
9026;Female;Age: 35 to 44 years;Total;2018 2nd quarter;1021.0;802.0;57.0;745.0;219.0;36.0;28.0;7.0;3.0;5.0;21.0;7.0;1.0;182.0;10.0;3.0;6.0;19.0;153.0;23.0;130.0;55.0;4.0;1.0;56.0;15.0
9027;Female;Age: 35 to 44 years;Total;2018 3rd quarter;1019.0;809.0;56.0;753.0;209.0;31.0;22.0;3.0;1.0;2.0;19.0;7.0;2.0;178.0;13.0;5.0;8.0;18.0;147.0;23.0;123.0;52.0;3.0;0.0;56.0;12.0
9028;Female;Age: 35 to 44 years;Total;2018 4th quarter;1016.0;809.0;55.0;754.0;207.0;31.0;25.0;3.0;1.0;2.0;22.0;6.0;1.0;176.0;14.0;3.0;12.0;16.0;146.0;21.0;125.0;50.0;4.0;0.0;62.0;8.0
9029;Female;Age: 35 to 44 years;Total;2018;1020.0;803.0;58.0;746.0;216.0;35.0;27.0;5.0;2.0;3.0;22.0;7.0;1.0;181.0;14.0;4.0;9.0;17.0;150.0;22.0;128.0;54.0;4.0;0.0;58.0;12.0
9030;Female;Age: 35 to 44 years;Total;2019 1st quarter;1016.0;811.0;58.0;753.0;205.0;36.0;28.0;6.0;1.0;5.0;21.0;8.0;1.0;169.0;11.0;3.0;8.0;20.0;138.0;22.0;116.0;43.0;3.0;0.0;60.0;10.0
9031;Female;Age: 35 to 44 years;Total;2019 2nd quarter;1018.0;808.0;56.0;752.0;209.0;34.0;25.0;4.0;1.0;3.0;21.0;8.0;1.0;175.0;16.0;4.0;12.0;19.0;141.0;21.0;119.0;41.0;6.0;0.0;62.0;10.0
9032;Female;Age: 35 to 44 years;Total;2019 3rd quarter;1019.0;807.0;53.0;755.0;212.0;31.0;24.0;5.0;2.0;3.0;19.0;6.0;1.0;181.0;12.0;3.0;9.0;17.0;152.0;26.0;126.0;46.0;5.0;0.0;63.0;12.0
9033;Female;Age: 35 to 44 years;Total;2019 4th quarter;1021.0;817.0;52.0;765.0;203.0;35.0;30.0;7.0;3.0;4.0;23.0;5.0;1.0;168.0;15.0;6.0;9.0;21.0;133.0;23.0;109.0;44.0;5.0;0.0;52.0;8.0
9034;Female;Age: 35 to 44 years;Total;2019;1018.0;811.0;55.0;756.0;208.0;34.0;27.0;6.0;2.0;4.0;21.0;7.0;1.0;173.0;13.0;4.0;9.0;19.0;141.0;23.0;118.0;43.0;5.0;0.0;59.0;10.0
9035;Female;Age: 35 to 44 years;Total;2020 1st quarter;1022.0;822.0;51.0;771.0;200.0;33.0;30.0;5.0;2.0;3.0;25.0;2.0;1.0;168.0;14.0;5.0;9.0;14.0;140.0;24.0;116.0;46.0;6.0;0.0;54.0;10.0
9036;Female;Age: 35 to 44 years;Total;2020 2nd quarter;1024.0;813.0;58.0;756.0;210.0;36.0;26.0;3.0;0.0;3.0;23.0;9.0;0.0;174.0;24.0;12.0;12.0;18.0;133.0;19.0;114.0;41.0;9.0;0.0;55.0;10.0
9037;Female;Age: 35 to 44 years;Total;2020 3rd quarter;1025.0;812.0;58.0;754.0;213.0;36.0;26.0;5.0;2.0;3.0;21.0;8.0;2.0;177.0;23.0;7.0;16.0;18.0;137.0;20.0;117.0;39.0;9.0;0.0;60.0;9.0
9038;Female;Age: 35 to 44 years;Total;2020 4th quarter;1026.0;811.0;61.0;750.0;216.0;49.0;35.0;4.0;1.0;3.0;31.0;13.0;1.0;167.0;18.0;5.0;12.0;13.0;136.0;26.0;111.0;40.0;5.0;0.0;57.0;9.0
9039;Female;Age: 35 to 44 years;Total;2020;1024.0;814.0;57.0;758.0;210.0;38.0;29.0;4.0;1.0;3.0;25.0;8.0;1.0;172.0;19.0;7.0;12.0;16.0;137.0;22.0;114.0;41.0;7.0;0.0;56.0;9.0
9040;Female;Age: 35 to 44 years;Total;2021 1st quarter;1035.0;824.0;54.0;769.0;211.0;34.0;23.0;5.0;3.0;2.0;18.0;9.0;2.0;177.0;15.0;2.0;13.0;8.0;155.0;;;58.0;12.0;1.0;66.0;19.0
9041;Female;Age: 35 to 44 years;Total;2021 2nd quarter;1038.0;825.0;57.0;767.0;213.0;29.0;21.0;4.0;2.0;3.0;17.0;6.0;3.0;184.0;20.0;4.0;16.0;11.0;152.0;;;66.0;12.0;0.0;66.0;8.0
9042;Female;Age: 35 to 44 years;Total;2021 3rd quarter;1040.0;835.0;53.0;782.0;206.0;29.0;25.0;4.0;3.0;2.0;20.0;3.0;1.0;176.0;20.0;2.0;18.0;9.0;147.0;;;60.0;11.0;0.0;67.0;9.0
9043;Female;Age: 35 to 44 years;Total;2021 4th quarter;1044.0;838.0;51.0;787.0;206.0;32.0;29.0;9.0;1.0;7.0;20.0;3.0;0.0;174.0;18.0;3.0;15.0;11.0;146.0;;;51.0;10.0;0.0;76.0;9.0
9044;Female;Age: 35 to 44 years;Total;2021;1039.0;830.0;54.0;776.0;209.0;31.0;24.0;6.0;2.0;3.0;19.0;5.0;1.0;178.0;18.0;3.0;16.0;10.0;150.0;;;59.0;11.0;0.0;69.0;11.0
9045;Female;Age: 35 to 44 years;Total;2022 1st quarter;1048.0;843.0;49.0;794.0;205.0;27.0;20.0;5.0;2.0;4.0;14.0;5.0;2.0;178.0;11.0;3.0;8.0;11.0;156.0;;;65.0;7.0;0.0;78.0;6.0
9046;Female;Age: 35 to 44 years;Total;2022 2nd quarter;1059.0;869.0;45.0;824.0;190.0;22.0;18.0;4.0;1.0;2.0;14.0;3.0;1.0;167.0;13.0;0.0;13.0;9.0;145.0;;;63.0;9.0;0.0;64.0;8.0
9047;Female;Age: 35 to 44 years;Total;2022 3rd quarter;1065.0;878.0;49.0;830.0;186.0;24.0;18.0;7.0;1.0;6.0;10.0;4.0;2.0;163.0;9.0;1.0;8.0;12.0;142.0;;;58.0;8.0;0.0;69.0;8.0
9048;Female;Age: 35 to 44 years;Total;2022 4th quarter;1070.0;902.0;42.0;860.0;168.0;24.0;21.0;5.0;0.0;5.0;16.0;3.0;0.0;144.0;5.0;0.0;5.0;10.0;129.0;;;53.0;10.0;0.0;61.0;5.0
9049;Female;Age: 35 to 44 years;Total;2022;1061.0;873.0;46.0;827.0;187.0;24.0;19.0;5.0;1.0;4.0;14.0;4.0;1.0;163.0;10.0;1.0;9.0;11.0;143.0;;;60.0;9.0;0.0;68.0;7.0
9050;Female;Age: 35 to 44 years;Total;2023 1st quarter;1075.0;898.0;48.0;851.0;177.0;28.0;23.0;7.0;2.0;5.0;16.0;3.0;2.0;149.0;11.0;2.0;9.0;13.0;126.0;;;48.0;9.0;0.0;63.0;6.0
9051;Female;Age: 35 to 44 years;Total;2023 2nd quarter;1079.0;904.0;44.0;860.0;175.0;26.0;19.0;3.0;1.0;3.0;16.0;6.0;1.0;149.0;7.0;0.0;7.0;11.0;131.0;;;55.0;10.0;0.0;61.0;5.0
9052;Female;Age: 35 to 44 years;Total;2023 3rd quarter;1082.0;902.0;48.0;855.0;180.0;24.0;18.0;5.0;1.0;3.0;13.0;5.0;1.0;156.0;12.0;0.0;11.0;10.0;134.0;;;55.0;9.0;0.0;64.0;6.0
9053;Female;Age: 35 to 44 years;Total;2023 4th quarter;1087.0;904.0;45.0;859.0;183.0;25.0;18.0;3.0;1.0;2.0;15.0;4.0;3.0;158.0;9.0;1.0;7.0;12.0;138.0;;;56.0;9.0;0.0;68.0;5.0
9054;Female;Age: 35 to 44 years;Total;2023;1081.0;902.0;46.0;856.0;179.0;26.0;20.0;4.0;1.0;3.0;15.0;4.0;2.0;153.0;10.0;1.0;9.0;11.0;132.0;;;53.0;9.0;0.0;64.0;5.0
9055;Female;Age: 35 to 44 years;Total;2024 1st quarter;1092.0;902.0;51.0;851.0;190.0;28.0;21.0;7.0;3.0;4.0;14.0;5.0;2.0;163.0;12.0;1.0;11.0;10.0;141.0;;;54.0;9.0;0.0;73.0;4.0
