ID;Sex;CharacteristicsHouseholdsPersons;ComponentsOfWealth;Periods;NumberOfDeceasedPersons_1;TotalInheritedWealth_2;MeanInheritedWealth_3;MedianInheritedWealth_4
7652;Total male and female;Home ownership: Rent;2 Liabilities;2011;14.9;154.9;10.4;0.7
7653;Total male and female;Home ownership: Rent;2 Liabilities;2012;16.2;170.3;10.5;1.0
7654;Total male and female;Home ownership: Rent;2 Liabilities;2013;17.4;199.0;11.5;0.9
7655;Total male and female;Home ownership: Rent;2 Liabilities;2014;15.5;226.0;14.6;1.2
7656;Total male and female;Home ownership: Rent;2 Liabilities;2015;15.9;213.0;13.4;1.2
7657;Total male and female;Home ownership: Rent;2 Liabilities;2016;16.6;219.8;13.3;1.0
7658;Total male and female;Home ownership: Rent;2 Liabilities;2017;15.8;212.6;13.4;1.1
7659;Total male and female;Home ownership: Rent;2 Liabilities;2018;16.4;188.2;11.5;0.9
7660;Total male and female;Home ownership: Rent;2 Liabilities;2019;14.0;211.0;15.0;1.1
7661;Total male and female;Home ownership: Rent;2 Liabilities;2020;14.5;308.1;21.2;1.2
7662;Total male and female;Home ownership: Rent;2 Liabilities;2021;15.5;257.6;16.6;1.1
7663;Total male and female;Home ownership: Rent;2 Liabilities;2022;16.0;263.9;16.5;1.0
7664;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2007;0.6;53.1;88.3;39.9
7665;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2008;0.6;49.5;84.4;37.0
7666;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2009;0.3;26.7;85.7;47.7
7667;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2010;0.4;31.5;83.9;42.2
7668;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2011;0.5;35.7;65.2;37.6
7669;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2012;0.6;45.9;72.4;43.1
7670;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2013;0.7;69.2;98.5;50.7
7671;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2014;0.7;82.1;124.2;48.1
7672;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2015;0.7;57.9;81.2;45.5
7673;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2016;0.6;51.1;78.8;50.0
7674;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2017;0.6;49.6;77.2;46.0
7675;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2018;0.6;39.7;66.5;43.0
7676;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2019;0.6;39.5;70.9;41.7
7677;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2020;0.6;61.1;103.8;49.4
7678;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2021;0.6;47.2;74.3;49.9
7679;Total male and female;Home ownership: Rent;2.1 Principal residence loans;2022;0.6;48.5;76.5;51.4
7680;Total male and female;Home ownership: Rent;2.3 Other loans;2007;9.5;228.0;24.0;1.8
7681;Total male and female;Home ownership: Rent;2.3 Other loans;2008;6.6;157.9;24.0;1.2
7682;Total male and female;Home ownership: Rent;2.3 Other loans;2009;5.6;178.5;31.9;1.2
7683;Total male and female;Home ownership: Rent;2.3 Other loans;2010;5.2;99.0;19.0;1.9
7684;Total male and female;Home ownership: Rent;2.3 Other loans;2011;14.6;119.2;8.2;0.7
7685;Total male and female;Home ownership: Rent;2.3 Other loans;2012;15.9;124.4;7.8;1.0
7686;Total male and female;Home ownership: Rent;2.3 Other loans;2013;17.0;129.8;7.6;0.8
7687;Total male and female;Home ownership: Rent;2.3 Other loans;2014;15.2;143.9;9.5;1.1
7688;Total male and female;Home ownership: Rent;2.3 Other loans;2015;15.6;155.1;9.9;1.1
7689;Total male and female;Home ownership: Rent;2.3 Other loans;2016;16.3;168.7;10.4;1.0
7690;Total male and female;Home ownership: Rent;2.3 Other loans;2017;15.5;163.0;10.5;1.0
7691;Total male and female;Home ownership: Rent;2.3 Other loans;2018;16.1;148.5;9.2;0.9
7692;Total male and female;Home ownership: Rent;2.3 Other loans;2019;13.8;171.5;12.5;1.0
7693;Total male and female;Home ownership: Rent;2.3 Other loans;2020;14.2;246.9;17.3;1.1
7694;Total male and female;Home ownership: Rent;2.3 Other loans;2021;15.2;210.4;13.9;1.0
7695;Total male and female;Home ownership: Rent;2.3 Other loans;2022;15.6;215.4;13.8;1.0
7696;Total male and female;Home ownership: Institutional;Wealth;2007;26.5;1349.1;51.0;8.3
7697;Total male and female;Home ownership: Institutional;Wealth;2008;27.4;1615.7;58.9;9.6
7698;Total male and female;Home ownership: Institutional;Wealth;2009;27.0;1568.6;58.2;10.3
7699;Total male and female;Home ownership: Institutional;Wealth;2010;28.0;1898.5;67.8;18.1
7700;Total male and female;Home ownership: Institutional;Wealth;2011;27.5;1891.4;68.8;19.7
7701;Total male and female;Home ownership: Institutional;Wealth;2012;28.6;2022.4;70.8;18.5
7702;Total male and female;Home ownership: Institutional;Wealth;2013;28.5;1986.8;69.7;17.4
7703;Total male and female;Home ownership: Institutional;Wealth;2014;30.8;1905.5;61.9;15.9
7704;Total male and female;Home ownership: Institutional;Wealth;2015;32.8;2128.9;64.9;17.2
7705;Total male and female;Home ownership: Institutional;Wealth;2016;32.6;2405.3;73.8;16.8
7706;Total male and female;Home ownership: Institutional;Wealth;2017;32.3;2343.2;72.6;17.2
7707;Total male and female;Home ownership: Institutional;Wealth;2018;34.0;2590.5;76.1;17.9
7708;Total male and female;Home ownership: Institutional;Wealth;2019;33.3;2630.0;79.0;18.3
7709;Total male and female;Home ownership: Institutional;Wealth;2020;39.5;3334.8;84.3;19.5
7710;Total male and female;Home ownership: Institutional;Wealth;2021;36.9;3431.6;93.0;21.4
7711;Total male and female;Home ownership: Institutional;Wealth;2022;36.8;3643.5;98.9;23.7
7712;Total male and female;Home ownership: Institutional;1 Assets;2007;26.5;1522.6;57.5;8.5
7713;Total male and female;Home ownership: Institutional;1 Assets;2008;27.4;1769.0;64.5;9.7
7714;Total male and female;Home ownership: Institutional;1 Assets;2009;27.0;1739.1;64.5;10.5
7715;Total male and female;Home ownership: Institutional;1 Assets;2010;28.0;2027.4;72.4;18.4
7716;Total male and female;Home ownership: Institutional;1 Assets;2011;27.5;2016.1;73.4;19.9
7717;Total male and female;Home ownership: Institutional;1 Assets;2012;28.6;2155.7;75.4;18.8
7718;Total male and female;Home ownership: Institutional;1 Assets;2013;28.5;2125.1;74.6;17.8
7719;Total male and female;Home ownership: Institutional;1 Assets;2014;30.8;2086.4;67.8;16.3
7720;Total male and female;Home ownership: Institutional;1 Assets;2015;32.8;2321.7;70.7;17.7
7721;Total male and female;Home ownership: Institutional;1 Assets;2016;32.6;2627.1;80.6;17.3
7722;Total male and female;Home ownership: Institutional;1 Assets;2017;32.3;2598.3;80.5;17.6
7723;Total male and female;Home ownership: Institutional;1 Assets;2018;34.0;2855.9;83.9;18.4
7724;Total male and female;Home ownership: Institutional;1 Assets;2019;33.3;2887.7;86.8;18.7
7725;Total male and female;Home ownership: Institutional;1 Assets;2020;39.5;3662.6;92.6;19.9
7726;Total male and female;Home ownership: Institutional;1 Assets;2021;36.9;3809.0;103.2;21.8
7727;Total male and female;Home ownership: Institutional;1 Assets;2022;36.8;3979.7;108.0;24.1
7728;Total male and female;Home ownership: Institutional;1.1 Financial assets;2007;22.2;1100.5;49.6;10.7
7729;Total male and female;Home ownership: Institutional;1.1 Financial assets;2008;23.5;1248.1;53.1;11.4
7730;Total male and female;Home ownership: Institutional;1.1 Financial assets;2009;23.1;1223.6;53.1;11.9
7731;Total male and female;Home ownership: Institutional;1.1 Financial assets;2010;24.6;1414.4;57.4;20.0
7732;Total male and female;Home ownership: Institutional;1.1 Financial assets;2011;25.1;1432.1;57.0;20.3
7733;Total male and female;Home ownership: Institutional;1.1 Financial assets;2012;27.4;1515.9;55.4;17.8
7734;Total male and female;Home ownership: Institutional;1.1 Financial assets;2013;27.1;1479.8;54.6;16.5
7735;Total male and female;Home ownership: Institutional;1.1 Financial assets;2014;29.5;1469.2;49.8;15.2
7736;Total male and female;Home ownership: Institutional;1.1 Financial assets;2015;31.7;1551.3;48.9;15.6
7737;Total male and female;Home ownership: Institutional;1.1 Financial assets;2016;31.5;1694.7;53.8;15.3
7738;Total male and female;Home ownership: Institutional;1.1 Financial assets;2017;31.5;1720.9;54.7;15.6
7739;Total male and female;Home ownership: Institutional;1.1 Financial assets;2018;33.2;1844.9;55.5;16.2
7740;Total male and female;Home ownership: Institutional;1.1 Financial assets;2019;32.5;1828.9;56.2;16.1
7741;Total male and female;Home ownership: Institutional;1.1 Financial assets;2020;38.7;2328.7;60.2;17.3
7742;Total male and female;Home ownership: Institutional;1.1 Financial assets;2021;36.3;2310.7;63.7;19.0
7743;Total male and female;Home ownership: Institutional;1.1 Financial assets;2022;36.2;2506.8;69.2;20.7
7744;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2007;22.2;814.2;36.7;10.1
7745;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2008;23.5;955.5;40.7;10.9
7746;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2009;23.0;980.7;42.6;11.6
7747;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2010;24.5;1144.9;46.6;19.1
7748;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2011;25.1;1166.0;46.5;19.4
7749;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2012;27.3;1257.3;46.0;16.9
7750;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2013;27.1;1209.9;44.7;15.6
7751;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2014;29.5;1203.2;40.8;14.5
7752;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2015;31.7;1243.6;39.3;14.8
7753;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2016;31.5;1301.5;41.3;14.6
7754;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2017;31.5;1282.4;40.8;14.9
7755;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2018;33.2;1429.8;43.0;15.4
7756;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2019;32.5;1442.3;44.4;15.5
7757;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2020;38.7;1825.3;47.2;16.5
7758;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2021;36.3;1791.1;49.4;18.3
7759;Total male and female;Home ownership: Institutional;1.1.1 Bank and savings credits;2022;36.2;1968.8;54.3;19.8
7760;Total male and female;Home ownership: Institutional;1.1.2. Securities;2007;2.0;286.3;140.0;44.9
7761;Total male and female;Home ownership: Institutional;1.1.2. Securities;2008;2.2;292.6;134.8;37.6
7762;Total male and female;Home ownership: Institutional;1.1.2. Securities;2009;2.1;242.9;115.7;36.0
7763;Total male and female;Home ownership: Institutional;1.1.2. Securities;2010;2.3;269.5;115.4;38.0
7764;Total male and female;Home ownership: Institutional;1.1.2. Securities;2011;2.3;266.1;117.8;34.0
7765;Total male and female;Home ownership: Institutional;1.1.2. Securities;2012;2.3;258.6;111.1;33.6
7766;Total male and female;Home ownership: Institutional;1.1.2. Securities;2013;2.2;269.9;125.4;31.9
7767;Total male and female;Home ownership: Institutional;1.1.2. Securities;2014;2.0;266.0;130.5;35.9
7768;Total male and female;Home ownership: Institutional;1.1.2. Securities;2015;2.1;307.6;144.1;33.7
7769;Total male and female;Home ownership: Institutional;1.1.2. Securities;2016;2.1;393.2;185.4;37.2
7770;Total male and female;Home ownership: Institutional;1.1.2. Securities;2017;2.1;438.5;211.2;40.5
7771;Total male and female;Home ownership: Institutional;1.1.2. Securities;2018;2.2;415.1;190.3;44.6
7772;Total male and female;Home ownership: Institutional;1.1.2. Securities;2019;2.1;386.6;181.2;41.6
7773;Total male and female;Home ownership: Institutional;1.1.2. Securities;2020;2.6;503.5;197.1;42.2
7774;Total male and female;Home ownership: Institutional;1.1.2. Securities;2021;2.4;519.6;219.0;49.6
7775;Total male and female;Home ownership: Institutional;1.1.2. Securities;2022;2.5;538.1;217.0;50.5
7776;Total male and female;Home ownership: Institutional;1.2. Real estate;2007;1.4;265.4;193.3;150.0
7777;Total male and female;Home ownership: Institutional;1.2. Real estate;2008;1.5;303.8;207.5;145.0
7778;Total male and female;Home ownership: Institutional;1.2. Real estate;2009;1.7;326.7;194.8;156.3
7779;Total male and female;Home ownership: Institutional;1.2. Real estate;2010;2.0;455.2;222.3;174.0
7780;Total male and female;Home ownership: Institutional;1.2. Real estate;2011;2.1;448.9;215.1;169.0
7781;Total male and female;Home ownership: Institutional;1.2. Real estate;2012;2.3;479.4;211.4;165.0
7782;Total male and female;Home ownership: Institutional;1.2. Real estate;2013;2.5;496.9;196.2;156.5
7783;Total male and female;Home ownership: Institutional;1.2. Real estate;2014;2.5;466.4;184.1;151.0
7784;Total male and female;Home ownership: Institutional;1.2. Real estate;2015;3.3;617.5;187.3;154.5
7785;Total male and female;Home ownership: Institutional;1.2. Real estate;2016;3.2;655.5;203.5;160.4
7786;Total male and female;Home ownership: Institutional;1.2. Real estate;2017;3.3;678.9;204.1;160.0
7787;Total male and female;Home ownership: Institutional;1.2. Real estate;2018;3.5;764.2;217.2;165.0
7788;Total male and female;Home ownership: Institutional;1.2. Real estate;2019;3.5;757.2;215.8;168.0
7789;Total male and female;Home ownership: Institutional;1.2. Real estate;2020;4.1;976.9;239.0;183.5
7790;Total male and female;Home ownership: Institutional;1.2. Real estate;2021;3.8;920.4;242.7;191.4
7791;Total male and female;Home ownership: Institutional;1.2. Real estate;2022;4.1;1097.9;267.9;211.5
7792;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2007;1.1;200.4;187.6;155.0
7793;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2008;1.1;217.3;191.1;151.7
7794;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2009;1.4;257.8;189.1;160.0
7795;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2010;1.8;388.5;219.0;177.0
7796;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2011;1.8;399.5;216.9;176.0
7797;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2012;2.0;427.5;209.8;168.0
7798;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2013;2.2;423.5;188.9;160.0
7799;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2014;2.2;400.6;179.8;154.0
7800;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2015;3.0;548.6;185.9;157.0
7801;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2016;2.9;576.0;198.8;163.1
7802;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2017;3.0;591.1;196.8;162.8
7803;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2018;3.2;678.7;212.0;168.0
7804;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2019;3.2;660.7;209.4;171.0
7805;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2020;3.6;799.6;223.3;187.0
7806;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2021;3.4;815.2;239.8;195.5
7807;Total male and female;Home ownership: Institutional;1.2.1 Principal residence;2022;3.7;1008.5;270.1;217.5
7808;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2007;0.4;65.1;162.6;85.4
7809;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2008;0.5;86.5;192.2;72.6
7810;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2009;0.5;68.9;149.1;71.5
7811;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2010;0.5;66.7;146.6;46.7
7812;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2011;0.4;49.4;121.6;40.8
7813;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2012;0.4;51.9;119.9;52.0
7814;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2013;0.5;73.4;147.0;60.0
7815;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2014;0.5;65.9;128.4;51.0
7816;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2015;0.6;68.9;115.0;49.7
7817;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2016;0.6;79.6;128.6;55.0
7818;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2017;0.6;87.8;143.5;59.5
7819;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2018;0.6;85.4;141.9;45.0
7820;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2019;0.6;96.4;150.7;47.4
7821;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2020;0.9;177.3;202.1;68.8
7822;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2021;0.7;105.2;148.8;50.3
7823;Total male and female;Home ownership: Institutional;1.2.2 Other real estate;2022;0.7;89.4;134.5;40.6
7824;Total male and female;Home ownership: Institutional;1.3 Enterprise capital;2007;0.1;;;
7825;Total male and female;Home ownership: Institutional;1.3 Enterprise capital;2008;0.1;;;
7826;Total male and female;Home ownership: Institutional;1.3 Enterprise capital;2009;0.1;;;
7827;Total male and female;Home ownership: Institutional;1.3 Enterprise capital;2010;0.1;33.5;335.1;65.3
