ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
7129;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal thuiswerken;2022;3
7130;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal thuiswerken;2023;3
7131;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Meestal thuiswerken;2024;4
7132;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Soms thuiswerken;2021;18
7133;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Soms thuiswerken;2022;23
7134;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Soms thuiswerken;2023;21
7135;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Soms thuiswerken;2024;21
7136;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Niet thuiswerken;2021;43
7137;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Niet thuiswerken;2022;40
7138;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Niet thuiswerken;2023;51
7139;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;Niet thuiswerken;2024;42
7140;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Totaal;2021;111
7141;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Totaal;2022;143
7142;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Totaal;2023;151
7143;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Totaal;2024;164
7144;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2021;5
7145;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2022;6
7146;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2023;6
7147;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal of soms thuiswerken;2024;7
7148;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal thuiswerken;2021;2
7149;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal thuiswerken;2022;2
7150;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal thuiswerken;2023;2
7151;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Meestal thuiswerken;2024;2
7152;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Soms thuiswerken;2021;3
7153;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Soms thuiswerken;2022;4
7154;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Soms thuiswerken;2023;4
7155;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Soms thuiswerken;2024;5
7156;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Niet thuiswerken;2021;106
7157;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Niet thuiswerken;2022;137
7158;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Niet thuiswerken;2023;145
7159;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;Niet thuiswerken;2024;157
7160;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Totaal;2021;254
7161;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Totaal;2022;261
7162;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Totaal;2023;267
7163;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Totaal;2024;261
7164;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2021;3
7165;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2022;5
7166;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2023;6
7167;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2024;6
7168;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal thuiswerken;2021;1
7169;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal thuiswerken;2022;1
7170;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal thuiswerken;2023;2
7171;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Meestal thuiswerken;2024;2
7172;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Soms thuiswerken;2021;2
7173;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Soms thuiswerken;2022;3
7174;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Soms thuiswerken;2023;4
7175;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Soms thuiswerken;2024;4
7176;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Niet thuiswerken;2021;252
7177;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Niet thuiswerken;2022;256
7178;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Niet thuiswerken;2023;261
7179;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;Niet thuiswerken;2024;255
7180;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Totaal;2021;31
7181;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Totaal;2022;27
7182;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Totaal;2023;27
7183;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Totaal;2024;20
7184;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal of soms thuiswerken;2021;7
7185;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal of soms thuiswerken;2022;6
7186;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal of soms thuiswerken;2023;5
7187;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal of soms thuiswerken;2024;3
7188;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal thuiswerken;2021;3
7189;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal thuiswerken;2022;2
7190;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal thuiswerken;2023;3
7191;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Meestal thuiswerken;2024;2
7192;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Soms thuiswerken;2021;4
7193;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Soms thuiswerken;2022;4
7194;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Soms thuiswerken;2023;2
7195;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Soms thuiswerken;2024;1
7196;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Niet thuiswerken;2021;23
7197;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Niet thuiswerken;2022;21
7198;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Niet thuiswerken;2023;22
7199;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;Niet thuiswerken;2024;17
7200;Mannen;Zelfstandige;Totaal personen;Totaal;2021;937
7201;Mannen;Zelfstandige;Totaal personen;Totaal;2022;980
7202;Mannen;Zelfstandige;Totaal personen;Totaal;2023;1029
7203;Mannen;Zelfstandige;Totaal personen;Totaal;2024;1043
7204;Mannen;Zelfstandige;Totaal personen;Meestal of soms thuiswerken;2021;707
7205;Mannen;Zelfstandige;Totaal personen;Meestal of soms thuiswerken;2022;727
7206;Mannen;Zelfstandige;Totaal personen;Meestal of soms thuiswerken;2023;747
7207;Mannen;Zelfstandige;Totaal personen;Meestal of soms thuiswerken;2024;758
7208;Mannen;Zelfstandige;Totaal personen;Meestal thuiswerken;2021;264
7209;Mannen;Zelfstandige;Totaal personen;Meestal thuiswerken;2022;266
7210;Mannen;Zelfstandige;Totaal personen;Meestal thuiswerken;2023;244
7211;Mannen;Zelfstandige;Totaal personen;Meestal thuiswerken;2024;247
7212;Mannen;Zelfstandige;Totaal personen;Soms thuiswerken;2021;443
7213;Mannen;Zelfstandige;Totaal personen;Soms thuiswerken;2022;461
7214;Mannen;Zelfstandige;Totaal personen;Soms thuiswerken;2023;503
7215;Mannen;Zelfstandige;Totaal personen;Soms thuiswerken;2024;511
7216;Mannen;Zelfstandige;Totaal personen;Niet thuiswerken;2021;231
7217;Mannen;Zelfstandige;Totaal personen;Niet thuiswerken;2022;253
7218;Mannen;Zelfstandige;Totaal personen;Niet thuiswerken;2023;282
7219;Mannen;Zelfstandige;Totaal personen;Niet thuiswerken;2024;285
7220;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Totaal;2021;47
7221;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Totaal;2022;62
7222;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Totaal;2023;66
7223;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Totaal;2024;70
7224;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2021;28
7225;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2022;33
7226;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2023;33
7227;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2024;33
7228;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2021;17
7229;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2022;15
7230;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2023;14
7231;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2024;15
7232;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2021;11
7233;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2022;18
7234;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2023;19
7235;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2024;19
7236;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2021;19
7237;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2022;29
7238;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2023;33
7239;Mannen;Zelfstandige;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2024;37
7240;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Totaal;2021;123
7241;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Totaal;2022;156
7242;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Totaal;2023;162
7243;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Totaal;2024;163
7244;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2021;86
7245;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2022;106
7246;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2023;103
7247;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2024;112
7248;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2021;29
7249;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2022;33
7250;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2023;27
7251;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2024;26
7252;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2021;57
7253;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2022;73
7254;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2023;76
7255;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2024;86
7256;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2021;37
7257;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2022;50
7258;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2023;59
7259;Mannen;Zelfstandige;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2024;51
7260;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Totaal;2021;199
7261;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Totaal;2022;192
7262;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Totaal;2023;211
7263;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Totaal;2024;205
7264;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2021;150
7265;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2022;141
7266;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2023;152
7267;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2024;144
7268;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2021;40
7269;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2022;41
7270;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2023;36
7271;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2024;38
7272;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2021;110
7273;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2022;100
7274;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2023;116
7275;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2024;106
7276;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2021;49
7277;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2022;50
7278;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2023;59
7279;Mannen;Zelfstandige;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2024;61
7280;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Totaal;2021;244
7281;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Totaal;2022;239
7282;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Totaal;2023;247
7283;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Totaal;2024;251
7284;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2021;188
7285;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2022;182
7286;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2023;193
7287;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2024;191
7288;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2021;66
7289;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2022;60
7290;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2023;57
7291;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2024;56
7292;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2021;122
7293;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2022;121
7294;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2023;135
7295;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2024;135
7296;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2021;56
7297;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2022;57
7298;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2023;54
7299;Mannen;Zelfstandige;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2024;59
7300;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Totaal;2021;231
7301;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Totaal;2022;231
7302;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Totaal;2023;236
7303;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Totaal;2024;236
7304;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2021;177
7305;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2022;179
7306;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2023;184
7307;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2024;185
7308;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2021;68
7309;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2022;70
7310;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2023;65
7311;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2024;65
7312;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2021;109
7313;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2022;109
7314;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2023;119
7315;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2024;120
7316;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2021;54
7317;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2022;52
7318;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2023;52
7319;Mannen;Zelfstandige;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2024;51
7320;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Totaal;2021;94
7321;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Totaal;2022;101
7322;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Totaal;2023;107
7323;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Totaal;2024;118
7324;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2021;77
7325;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2022;86
7326;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2023;83
7327;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2024;92
7328;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2021;44
7329;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2022;48
7330;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2023;45
7331;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2024;47
7332;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2021;33
7333;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2022;38
7334;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2023;38
7335;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2024;45
7336;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2021;16
7337;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2022;15
7338;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2023;25
7339;Mannen;Zelfstandige;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2024;26
7340;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Totaal;2021;173
7341;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Totaal;2022;194
7342;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Totaal;2023;205
7343;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Totaal;2024;194
7344;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2021;94
7345;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2022;107
7346;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2023;104
7347;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2024;99
7348;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2021;31
7349;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2022;40
7350;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2023;30
7351;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2024;30
7352;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2021;63
7353;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2022;67
7354;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2023;74
7355;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2024;69
7356;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2021;79
7357;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2022;88
7358;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2023;101
7359;Mannen;Zelfstandige;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2024;95
7360;Mannen;Zelfstandige;2 Havo, vwo, mbo2-4;Totaal;2021;370
7361;Mannen;Zelfstandige;2 Havo, vwo, mbo2-4;Totaal;2022;378
7362;Mannen;Zelfstandige;2 Havo, vwo, mbo2-4;Totaal;2023;392
7363;Mannen;Zelfstandige;2 Havo, vwo, mbo2-4;Totaal;2024;396
