ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
7783;Total male and female;Working hours: less than 12 hours a week;F Construction;2004 3rd quarter;13
7784;Total male and female;Working hours: less than 12 hours a week;F Construction;2004 4th quarter;12
7785;Total male and female;Working hours: less than 12 hours a week;F Construction;2004;14
7786;Total male and female;Working hours: less than 12 hours a week;F Construction;2005 1st quarter;14
7787;Total male and female;Working hours: less than 12 hours a week;F Construction;2005 2nd quarter;14
7788;Total male and female;Working hours: less than 12 hours a week;F Construction;2005 3rd quarter;12
7789;Total male and female;Working hours: less than 12 hours a week;F Construction;2005 4th quarter;16
7790;Total male and female;Working hours: less than 12 hours a week;F Construction;2005;14
7791;Total male and female;Working hours: less than 12 hours a week;F Construction;2006 1st quarter;13
7792;Total male and female;Working hours: less than 12 hours a week;F Construction;2006 2nd quarter;13
7793;Total male and female;Working hours: less than 12 hours a week;F Construction;2006 3rd quarter;12
7794;Total male and female;Working hours: less than 12 hours a week;F Construction;2006 4th quarter;15
7795;Total male and female;Working hours: less than 12 hours a week;F Construction;2006;13
7796;Total male and female;Working hours: less than 12 hours a week;F Construction;2007 1st quarter;16
7797;Total male and female;Working hours: less than 12 hours a week;F Construction;2007 2nd quarter;15
7798;Total male and female;Working hours: less than 12 hours a week;F Construction;2007 3rd quarter;15
7799;Total male and female;Working hours: less than 12 hours a week;F Construction;2007 4th quarter;14
7800;Total male and female;Working hours: less than 12 hours a week;F Construction;2007;15
7801;Total male and female;Working hours: less than 12 hours a week;F Construction;2008 1st quarter;14
7802;Total male and female;Working hours: less than 12 hours a week;F Construction;2008 2nd quarter;16
7803;Total male and female;Working hours: less than 12 hours a week;F Construction;2008 3rd quarter;15
7804;Total male and female;Working hours: less than 12 hours a week;F Construction;2008 4th quarter;15
7805;Total male and female;Working hours: less than 12 hours a week;F Construction;2008;15
7806;Total male and female;Working hours: less than 12 hours a week;F Construction;2009 1st quarter;17
7807;Total male and female;Working hours: less than 12 hours a week;F Construction;2009 2nd quarter;15
7808;Total male and female;Working hours: less than 12 hours a week;F Construction;2009 3rd quarter;15
7809;Total male and female;Working hours: less than 12 hours a week;F Construction;2009 4th quarter;16
7810;Total male and female;Working hours: less than 12 hours a week;F Construction;2009;16
7811;Total male and female;Working hours: less than 12 hours a week;F Construction;2010 1st quarter;15
7812;Total male and female;Working hours: less than 12 hours a week;F Construction;2010 2nd quarter;13
7813;Total male and female;Working hours: less than 12 hours a week;F Construction;2010 3rd quarter;13
7814;Total male and female;Working hours: less than 12 hours a week;F Construction;2010 4th quarter;15
7815;Total male and female;Working hours: less than 12 hours a week;F Construction;2010;14
7816;Total male and female;Working hours: less than 12 hours a week;F Construction;2011 1st quarter;18
7817;Total male and female;Working hours: less than 12 hours a week;F Construction;2011 2nd quarter;13
7818;Total male and female;Working hours: less than 12 hours a week;F Construction;2011 3rd quarter;14
7819;Total male and female;Working hours: less than 12 hours a week;F Construction;2011 4th quarter;14
7820;Total male and female;Working hours: less than 12 hours a week;F Construction;2011;15
7821;Total male and female;Working hours: less than 12 hours a week;F Construction;2012 1st quarter;16
7822;Total male and female;Working hours: less than 12 hours a week;F Construction;2012 2nd quarter;15
7823;Total male and female;Working hours: less than 12 hours a week;F Construction;2012 3rd quarter;15
7824;Total male and female;Working hours: less than 12 hours a week;F Construction;2012 4th quarter;17
7825;Total male and female;Working hours: less than 12 hours a week;F Construction;2012;16
7826;Total male and female;Working hours: less than 12 hours a week;F Construction;2013 1st quarter;21
7827;Total male and female;Working hours: less than 12 hours a week;F Construction;2013 2nd quarter;20
7828;Total male and female;Working hours: less than 12 hours a week;F Construction;2013 3rd quarter;14
7829;Total male and female;Working hours: less than 12 hours a week;F Construction;2013 4th quarter;15
7830;Total male and female;Working hours: less than 12 hours a week;F Construction;2013;17
7831;Total male and female;Working hours: less than 12 hours a week;F Construction;2014 1st quarter;19
7832;Total male and female;Working hours: less than 12 hours a week;F Construction;2014 2nd quarter;14
7833;Total male and female;Working hours: less than 12 hours a week;F Construction;2014 3rd quarter;15
7834;Total male and female;Working hours: less than 12 hours a week;F Construction;2014 4th quarter;16
7835;Total male and female;Working hours: less than 12 hours a week;F Construction;2014;16
7836;Total male and female;Working hours: less than 12 hours a week;F Construction;2015 1st quarter;14
7837;Total male and female;Working hours: less than 12 hours a week;F Construction;2015 2nd quarter;13
7838;Total male and female;Working hours: less than 12 hours a week;F Construction;2015 3rd quarter;12
7839;Total male and female;Working hours: less than 12 hours a week;F Construction;2015 4th quarter;13
7840;Total male and female;Working hours: less than 12 hours a week;F Construction;2015;13
7841;Total male and female;Working hours: less than 12 hours a week;F Construction;2016 1st quarter;14
7842;Total male and female;Working hours: less than 12 hours a week;F Construction;2016 2nd quarter;11
7843;Total male and female;Working hours: less than 12 hours a week;F Construction;2016 3rd quarter;11
7844;Total male and female;Working hours: less than 12 hours a week;F Construction;2016 4th quarter;11
7845;Total male and female;Working hours: less than 12 hours a week;F Construction;2016;12
7846;Total male and female;Working hours: less than 12 hours a week;F Construction;2017 1st quarter;13
7847;Total male and female;Working hours: less than 12 hours a week;F Construction;2017 2nd quarter;14
7848;Total male and female;Working hours: less than 12 hours a week;F Construction;2017 3rd quarter;15
7849;Total male and female;Working hours: less than 12 hours a week;F Construction;2017 4th quarter;15
7850;Total male and female;Working hours: less than 12 hours a week;F Construction;2017;14
7851;Total male and female;Working hours: less than 12 hours a week;F Construction;2018 1st quarter;15
7852;Total male and female;Working hours: less than 12 hours a week;F Construction;2018 2nd quarter;12
7853;Total male and female;Working hours: less than 12 hours a week;F Construction;2018 3rd quarter;10
7854;Total male and female;Working hours: less than 12 hours a week;F Construction;2018 4th quarter;14
7855;Total male and female;Working hours: less than 12 hours a week;F Construction;2018;13
7856;Total male and female;Working hours: less than 12 hours a week;F Construction;2019 1st quarter;14
7857;Total male and female;Working hours: less than 12 hours a week;F Construction;2019 2nd quarter;17
7858;Total male and female;Working hours: less than 12 hours a week;F Construction;2019 3rd quarter;14
7859;Total male and female;Working hours: less than 12 hours a week;F Construction;2019 4th quarter;13
7860;Total male and female;Working hours: less than 12 hours a week;F Construction;2019;14
7861;Total male and female;Working hours: less than 12 hours a week;F Construction;2020 1st quarter;16
7862;Total male and female;Working hours: less than 12 hours a week;F Construction;2020 2nd quarter;14
7863;Total male and female;Working hours: less than 12 hours a week;F Construction;2020 3rd quarter;13
7864;Total male and female;Working hours: less than 12 hours a week;F Construction;2020 4th quarter;17
7865;Total male and female;Working hours: less than 12 hours a week;F Construction;2020;15
7866;Total male and female;Working hours: less than 12 hours a week;F Construction;2021 1st quarter;10
7867;Total male and female;Working hours: less than 12 hours a week;F Construction;2021 2nd quarter;18
7868;Total male and female;Working hours: less than 12 hours a week;F Construction;2021 3rd quarter;19
7869;Total male and female;Working hours: less than 12 hours a week;F Construction;2021 4th quarter;14
7870;Total male and female;Working hours: less than 12 hours a week;F Construction;2021;15
7871;Total male and female;Working hours: less than 12 hours a week;F Construction;2022 1st quarter;12
7872;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2003 1st quarter;207
7873;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2003 2nd quarter;199
7874;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2003 3rd quarter;198
7875;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2003 4th quarter;209
7876;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2003;203
7877;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2004 1st quarter;209
7878;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2004 2nd quarter;203
7879;Total male and female;Working hours: less than 12 hours a week;G Wholesale and retail trade;2004 3rd quarter;196
