ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
6335;3000a Manuf. of electrical equipment;2003 3rd quarter;65.7;65.8;70.6;-0.8;-0.7;0.2;;;66.3;75.3;62.8;63.1;81.9;55.8
6336;3000a Manuf. of electrical equipment;2003 October;71.8;70.6;69.5;1.2;1.2;-2.5;;;81.7;101.6;74.2;77.1;93.9;70.7
6337;3000a Manuf. of electrical equipment;2003 November;71.3;72.5;70.3;0.9;2.0;1.1;;;74.4;84.6;70.5;67.6;77.8;63.7
6338;3000a Manuf. of electrical equipment;2003 December;76.6;75.8;72.6;9.6;7.2;3.2;;;81.0;92.8;76.5;78.8;86.2;76.0
6339;3000a Manuf. of electrical equipment;2003 4th quarter;73.3;73.0;70.8;3.9;3.5;0.3;;;79.0;93.0;73.7;74.5;86.0;70.1
6340;3000a Manuf. of electrical equipment;2003;70.4;70.4;70.4;1.3;1.3;1.3;;;68.3;80.6;63.7;69.2;81.6;64.4
6341;3000a Manuf. of electrical equipment;2004 January;69.9;70.2;72.9;3.2;5.5;0.5;;;59.0;69.4;55.1;63.4;;
6342;3000a Manuf. of electrical equipment;2004 February;77.1;77.7;76.6;10.0;10.8;5.1;;;65.1;74.1;61.7;65.9;;
6343;3000a Manuf. of electrical equipment;2004 March;88.0;87.0;76.9;12.9;9.5;0.3;;;81.4;88.2;78.8;75.5;;
6344;3000a Manuf. of electrical equipment;2004 1st quarter;78.3;78.3;75.5;8.9;8.7;6.6;;;68.5;77.2;65.2;68.3;;
6345;3000a Manuf. of electrical equipment;2004 April;76.6;76.4;74.4;5.3;6.5;-3.1;;;68.9;79.7;64.8;59.1;;
6346;3000a Manuf. of electrical equipment;2004 May;74.3;75.7;74.2;4.2;5.5;-0.4;;;64.9;77.5;60.1;62.9;;
6347;3000a Manuf. of electrical equipment;2004 June;71.8;70.8;72.3;4.7;2.1;-2.5;;;74.8;87.9;69.8;71.3;;
6348;3000a Manuf. of electrical equipment;2004 2nd quarter;74.2;74.3;73.6;4.8;4.7;-2.4;;;69.5;81.7;64.9;64.4;;
6349;3000a Manuf. of electrical equipment;2004 July;64.5;63.9;72.2;0.5;1.6;-0.1;;;66.7;80.5;61.4;67.6;;
6350;3000a Manuf. of electrical equipment;2004 August;60.2;61.5;70.3;-0.2;-0.4;-2.6;;;63.8;70.9;61.1;73.2;;
6351;3000a Manuf. of electrical equipment;2004 September;71.3;70.6;69.8;-1.8;-3.0;-0.7;;;78.1;93.8;72.2;74.7;;
6352;3000a Manuf. of electrical equipment;2004 3rd quarter;65.4;65.3;70.8;-0.5;-0.7;-3.9;;;69.5;81.7;64.9;71.8;;
6353;3000a Manuf. of electrical equipment;2004 October;70.7;71.7;71.4;-1.7;1.6;2.3;;;77.4;95.2;70.7;71.3;;
6354;3000a Manuf. of electrical equipment;2004 November;73.9;74.1;72.1;3.6;2.2;0.9;;;82.9;98.6;77.0;73.9;;
6355;3000a Manuf. of electrical equipment;2004 December;80.4;79.0;75.6;5.0;4.3;4.9;;;87.6;97.8;83.7;73.5;;
6356;3000a Manuf. of electrical equipment;2004 4th quarter;75.0;75.0;73.0;2.4;2.7;3.2;;;82.6;97.2;77.1;72.9;;
6357;3000a Manuf. of electrical equipment;2004;73.2;73.2;73.2;4.0;4.0;4.0;;;72.6;84.5;68.0;69.4;;
6358;3000a Manuf. of electrical equipment;2005 January;75.7;77.0;78.8;8.4;9.6;4.2;;;60.3;74.2;55.0;63.3;;
6359;3000a Manuf. of electrical equipment;2005 February;81.8;81.7;78.6;6.1;5.1;-0.2;;;63.5;77.0;58.4;65.1;;
6360;3000a Manuf. of electrical equipment;2005 March;88.6;87.4;74.7;0.7;0.6;-5.0;;;71.8;90.0;64.8;70.9;;
6361;3000a Manuf. of electrical equipment;2005 1st quarter;82.0;82.1;77.4;4.8;4.8;5.9;;;65.2;80.4;59.4;66.4;;
6362;3000a Manuf. of electrical equipment;2005 April;80.1;80.6;77.1;4.5;5.4;3.2;;;64.1;81.8;57.4;68.7;;
6363;3000a Manuf. of electrical equipment;2005 May;79.1;79.2;77.0;6.4;4.6;-0.1;;;65.6;82.1;59.4;73.1;;
6364;3000a Manuf. of electrical equipment;2005 June;73.2;72.5;74.9;2.0;2.5;-2.8;;;75.9;88.7;71.1;74.2;;
6365;3000a Manuf. of electrical equipment;2005 2nd quarter;77.5;77.4;76.3;4.3;4.2;-1.3;;;68.5;84.2;62.6;72.0;;
6366;3000a Manuf. of electrical equipment;2005 July;61.6;62.4;71.4;-4.5;-2.3;-4.7;;;62.2;77.1;56.5;64.9;;
6367;3000a Manuf. of electrical equipment;2005 August;61.0;60.6;71.3;1.4;-1.5;-0.1;;;62.5;72.0;58.9;65.1;;
6368;3000a Manuf. of electrical equipment;2005 September;73.7;72.9;73.5;3.4;3.2;3.1;;;80.2;88.8;76.9;76.6;;
6369;3000a Manuf. of electrical equipment;2005 3rd quarter;65.5;65.3;72.1;0.1;-0.1;-5.6;;;68.3;79.3;64.1;68.9;;
6370;3000a Manuf. of electrical equipment;2005 October;71.4;72.6;74.4;1.1;1.2;1.2;;;72.3;86.3;67.1;69.0;;
6371;3000a Manuf. of electrical equipment;2005 November;76.3;75.6;74.4;3.3;2.0;-0.1;;;77.8;93.4;71.9;80.6;;
6372;3000a Manuf. of electrical equipment;2005 December;79.7;79.9;76.4;-0.9;1.1;2.8;;;80.7;99.3;73.6;74.4;;
6373;3000a Manuf. of electrical equipment;2005 4th quarter;75.8;76.0;75.1;1.1;1.4;4.2;;;76.9;93.0;70.9;74.7;;
6374;3000a Manuf. of electrical equipment;2005;75.2;75.2;75.2;2.7;2.7;2.7;;;69.7;84.2;64.3;70.5;;
6375;3000a Manuf. of electrical equipment;2006 January;77.8;77.9;79.5;2.7;1.2;4.1;;;61.2;75.2;55.8;68.9;;
6376;3000a Manuf. of electrical equipment;2006 February;83.7;83.7;79.8;2.4;2.4;0.3;;;64.7;76.2;60.3;69.9;;
6377;3000a Manuf. of electrical equipment;2006 March;93.6;92.3;78.0;5.6;5.5;-2.2;;;77.5;94.9;70.8;80.4;;
6378;3000a Manuf. of electrical equipment;2006 1st quarter;85.0;84.6;79.1;3.6;3.1;5.4;;;67.8;82.1;62.3;73.1;;
6379;3000a Manuf. of electrical equipment;2006 April;80.6;82.3;78.2;0.7;2.2;0.3;;;63.6;83.4;56.1;73.8;;
6380;3000a Manuf. of electrical equipment;2006 May;80.8;79.7;77.4;2.2;0.6;-1.0;;;72.7;92.2;65.3;76.4;;
6381;3000a Manuf. of electrical equipment;2006 June;74.6;73.9;76.5;1.8;1.8;-1.1;;;81.1;101.1;73.5;95.8;;
6382;3000a Manuf. of electrical equipment;2006 2nd quarter;78.7;78.6;77.4;1.6;1.6;-2.2;;;72.5;92.2;65.0;82.0;;
6383;3000a Manuf. of electrical equipment;2006 July;62.8;65.1;75.0;1.9;4.2;-1.9;;;61.7;79.5;55.0;63.6;;
6384;3000a Manuf. of electrical equipment;2006 August;61.4;59.5;70.8;0.6;-1.7;-5.6;;;66.5;84.2;59.8;66.4;;
6385;3000a Manuf. of electrical equipment;2006 September;74.9;75.2;76.4;1.6;3.1;7.9;;;83.4;101.8;76.3;77.7;;
6386;3000a Manuf. of electrical equipment;2006 3rd quarter;66.4;66.6;74.1;1.4;2.0;-4.2;;;70.5;88.5;63.7;69.2;;
6387;3000a Manuf. of electrical equipment;2006 October;75.7;75.8;78.5;6.0;4.4;2.7;;;81.1;99.2;74.3;76.3;;
6388;3000a Manuf. of electrical equipment;2006 November;83.1;82.4;81.3;9.0;8.9;3.6;;;86.1;112.3;76.2;76.7;;
6389;3000a Manuf. of electrical equipment;2006 December;83.3;84.7;81.0;4.5;6.1;-0.4;;;82.4;106.4;73.2;74.5;;
6390;3000a Manuf. of electrical equipment;2006 4th quarter;80.7;81.0;80.3;6.5;6.5;8.3;;;83.2;106.0;74.6;75.8;;
6391;3000a Manuf. of electrical equipment;2006;77.7;77.7;77.7;3.3;3.3;3.3;;;73.5;92.2;66.4;75.0;;
6392;3000a Manuf. of electrical equipment;2007 January;82.7;81.6;84.0;6.3;4.8;3.7;;;61.3;84.0;52.7;65.8;;
6393;3000a Manuf. of electrical equipment;2007 February;93.9;93.9;86.6;12.2;12.3;3.1;;;65.7;89.2;56.8;64.4;;
6394;3000a Manuf. of electrical equipment;2007 March;102.3;102.5;86.3;9.3;11.1;-0.4;;;77.5;102.9;67.9;68.3;;
6395;3000a Manuf. of electrical equipment;2007 1st quarter;93.0;92.7;85.6;9.3;9.5;6.7;;;68.2;92.0;59.1;66.2;;
6396;3000a Manuf. of electrical equipment;2007 April;89.1;89.7;84.6;10.5;8.9;-2.0;;;65.8;89.7;56.7;59.5;;
6397;3000a Manuf. of electrical equipment;2007 May;87.0;85.9;82.8;7.7;7.8;-2.1;;;68.8;94.7;59.0;67.3;;
6398;3000a Manuf. of electrical equipment;2007 June;77.9;78.4;82.2;4.5;6.1;-0.7;;;76.6;98.6;68.2;77.6;;
6399;3000a Manuf. of electrical equipment;2007 2nd quarter;84.7;84.7;83.2;7.6;7.7;-2.9;;;70.4;94.3;61.3;68.1;;
6400;3000a Manuf. of electrical equipment;2007 July;67.8;69.5;81.5;7.9;6.8;-0.9;;;64.6;85.7;56.6;64.0;;
6401;3000a Manuf. of electrical equipment;2007 August;65.3;63.2;75.2;6.4;6.1;-7.7;;;65.7;85.1;58.3;62.2;;
6402;3000a Manuf. of electrical equipment;2007 September;74.5;76.0;78.2;-0.5;1.1;4.0;;;72.8;93.3;65.1;67.1;;
6403;3000a Manuf. of electrical equipment;2007 3rd quarter;69.2;69.6;78.3;4.3;4.4;-5.9;;;67.7;88.0;60.0;64.4;;
6404;3000a Manuf. of electrical equipment;2007 October;78.5;77.5;81.2;3.7;2.2;3.8;;;78.9;109.1;67.4;72.8;;
6405;3000a Manuf. of electrical equipment;2007 November;84.7;84.0;83.5;1.9;2.0;2.8;;;78.5;98.1;71.0;70.4;;
6406;3000a Manuf. of electrical equipment;2007 December;92.9;94.6;90.7;11.5;11.6;8.6;;;91.6;102.2;87.6;88.6;;
6407;3000a Manuf. of electrical equipment;2007 4th quarter;85.4;85.3;85.1;5.7;5.4;8.7;;;83.0;103.1;75.3;77.3;;
6408;3000a Manuf. of electrical equipment;2007;83.1;83.1;83.1;6.9;6.9;6.9;;;72.3;94.4;63.9;69.0;;
6409;3000a Manuf. of electrical equipment;2008 January;84.9;83.8;86.2;2.6;2.7;-4.9;;;62.9;87.6;53.6;69.7;;
6410;3000a Manuf. of electrical equipment;2008 February;98.5;98.1;91.3;4.9;4.5;5.9;;;72.3;97.1;62.9;69.3;;
6411;3000a Manuf. of electrical equipment;2008 March;103.9;105.8;88.2;1.6;3.2;-3.4;;;78.4;101.8;69.5;74.9;;
6412;3000a Manuf. of electrical equipment;2008 1st quarter;95.8;95.9;88.6;3.0;3.5;4.1;;;71.2;95.5;62.0;71.3;;
6413;3000a Manuf. of electrical equipment;2008 April;93.5;92.8;86.6;4.9;3.4;-1.8;;;71.0;98.5;60.6;68.1;;
6414;3000a Manuf. of electrical equipment;2008 May;88.9;89.2;85.3;2.2;3.8;-1.5;;;72.1;100.3;61.3;66.4;;
6415;3000a Manuf. of electrical equipment;2008 June;78.0;78.5;82.2;0.1;0.2;-3.6;;;83.9;104.2;76.2;73.2;;
6416;3000a Manuf. of electrical equipment;2008 2nd quarter;86.8;86.8;84.7;2.5;2.5;-4.4;;;75.7;101.0;66.0;69.2;;
6417;3000a Manuf. of electrical equipment;2008 July;67.2;67.1;79.5;-0.8;-3.4;-3.3;;;66.7;94.0;56.3;64.7;;
6418;3000a Manuf. of electrical equipment;2008 August;62.9;63.4;79.0;-3.7;0.4;-0.6;;;63.3;81.4;56.4;61.6;;
6419;3000a Manuf. of electrical equipment;2008 September;74.9;74.2;77.0;0.5;-2.4;-2.6;;;81.8;112.0;70.3;65.6;;
6420;3000a Manuf. of electrical equipment;2008 3rd quarter;68.3;68.2;78.5;-1.3;-1.9;-7.3;;;70.6;95.8;61.0;64.0;;
6421;3000a Manuf. of electrical equipment;2008 October;78.7;77.7;81.7;0.2;0.3;6.2;;;81.8;109.0;71.5;72.4;;
6422;3000a Manuf. of electrical equipment;2008 November;83.4;85.2;83.9;-1.6;1.5;2.7;;;78.4;97.6;71.1;61.4;;
6423;3000a Manuf. of electrical equipment;2008 December;91.4;90.3;85.2;-1.6;-4.5;1.6;;;84.3;114.3;73.0;67.3;;
6424;3000a Manuf. of electrical equipment;2008 4th quarter;84.5;84.4;83.6;-1.0;-1.1;6.5;;;81.5;107.0;71.9;67.0;;
6425;3000a Manuf. of electrical equipment;2008;83.8;83.8;83.8;1.0;1.0;1.0;;;74.7;99.8;65.2;67.9;;
6426;DM: Manuf. of transport equipment;1995 January;66.4;65.7;;;;;;;66.0;54.8;79.7;85.9;84.8;87.1
6427;DM: Manuf. of transport equipment;1995 February;64.4;64.3;;;;;;;61.1;49.2;75.7;55.4;45.4;66.6
6428;DM: Manuf. of transport equipment;1995 March;73.7;71.4;;;;;;;79.8;64.5;98.5;82.3;59.3;108.1
6429;DM: Manuf. of transport equipment;1995 1st quarter;68.2;67.2;66.6;;;;;;69.0;56.2;84.6;74.5;63.2;87.3
6430;DM: Manuf. of transport equipment;1995 April;68.0;69.3;;;;;;;67.3;53.2;84.6;92.3;54.5;134.6
6431;DM: Manuf. of transport equipment;1995 May;76.7;73.3;;;;;;;80.0;58.5;106.4;56.2;54.6;58.0
6432;DM: Manuf. of transport equipment;1995 June;74.8;75.3;;;;;;;70.3;53.9;90.4;72.2;55.3;91.1
6433;DM: Manuf. of transport equipment;1995 2nd quarter;73.2;72.7;70.1;;;5.2;;;72.5;55.2;93.8;73.6;54.8;94.6
6434;DM: Manuf. of transport equipment;1995 July;57.1;62.8;;;;;;;64.3;49.9;82.1;72.8;54.1;93.7
6435;DM: Manuf. of transport equipment;1995 August;65.8;61.6;;;;;;;64.1;49.8;81.7;74.6;59.4;91.6
6436;DM: Manuf. of transport equipment;1995 September;70.3;70.4;;;;;;;71.5;55.1;91.7;88.1;101.8;72.7
6437;DM: Manuf. of transport equipment;1995 3rd quarter;64.4;64.9;70.7;;;0.9;;;66.6;51.6;85.2;78.5;71.8;86.0
6438;DM: Manuf. of transport equipment;1995 October;81.2;82.1;;;;;;;81.8;63.0;104.9;68.2;63.9;72.9
6439;DM: Manuf. of transport equipment;1995 November;80.4;78.6;;;;;;;75.9;61.9;93.0;89.5;87.5;91.7
6440;DM: Manuf. of transport equipment;1995 December;75.5;79.2;;;;;;;97.3;60.2;142.8;73.0;70.0;76.4
6441;DM: Manuf. of transport equipment;1995 4th quarter;79.0;80.0;77.3;;;9.3;;;85.0;61.7;113.6;76.9;73.8;80.3
6442;DM: Manuf. of transport equipment;1995;71.2;71.2;71.2;;;;;;73.3;56.2;94.3;75.9;65.9;87.0
6443;DM: Manuf. of transport equipment;1996 January;72.1;70.5;;8.5;7.3;;;;65.2;56.8;75.6;57.0;58.5;55.3
6444;DM: Manuf. of transport equipment;1996 February;71.6;71.1;;11.3;10.4;;;;61.9;53.4;72.3;48.6;45.3;52.3
6445;DM: Manuf. of transport equipment;1996 March;77.1;78.9;;4.6;10.5;;;;72.9;60.3;88.3;41.3;39.4;43.4
6446;DM: Manuf. of transport equipment;1996 1st quarter;73.6;73.5;72.8;8.0;9.4;-5.9;;;66.7;56.8;78.7;49.0;47.7;50.3
6447;DM: Manuf. of transport equipment;1996 April;72.4;72.4;;6.4;4.5;;;;68.6;64.4;73.7;48.8;50.3;47.2
6448;DM: Manuf. of transport equipment;1996 May;76.7;75.5;;0.0;3.0;;;;75.7;65.2;88.5;84.9;64.3;107.9
6449;DM: Manuf. of transport equipment;1996 June;76.1;77.5;;1.8;3.0;;;;73.5;62.0;87.6;56.0;50.1;62.6
6450;DM: Manuf. of transport equipment;1996 2nd quarter;75.1;75.2;72.5;2.6;3.5;-0.4;;;72.6;63.9;83.3;63.2;54.9;72.6
6451;DM: Manuf. of transport equipment;1996 July;58.1;61.0;;1.8;-2.9;;;;60.7;58.1;63.8;50.6;52.4;48.5
6452;DM: Manuf. of transport equipment;1996 August;60.1;57.2;;-8.6;-7.1;;;;51.3;44.7;59.4;43.6;47.7;39.0
6453;DM: Manuf. of transport equipment;1996 September;72.7;73.2;;3.5;4.0;;;;74.7;74.0;75.5;66.5;79.7;51.7
6454;DM: Manuf. of transport equipment;1996 3rd quarter;63.6;63.8;69.7;-1.1;-1.7;-3.9;;;62.2;58.9;66.2;53.6;59.9;46.4
6455;DM: Manuf. of transport equipment;1996 October;81.5;78.7;;0.3;-4.1;;;;90.6;88.4;93.3;76.4;82.5;69.6
6456;DM: Manuf. of transport equipment;1996 November;76.5;77.1;;-4.8;-1.9;;;;78.9;74.6;84.1;96.8;118.7;72.4
6457;DM: Manuf. of transport equipment;1996 December;66.2;67.9;;-12.3;-14.3;;;;81.5;73.4;91.6;67.5;56.7;79.7
6458;DM: Manuf. of transport equipment;1996 4th quarter;74.7;74.6;72.1;-5.4;-6.7;3.5;;;83.7;78.8;89.7;80.2;86.0;73.9
6459;DM: Manuf. of transport equipment;1996;71.8;71.8;71.8;0.8;0.8;0.8;;;71.3;64.6;79.5;61.5;62.1;60.8
6460;DM: Manuf. of transport equipment;1997 January;73.0;71.7;;1.2;1.7;;;;64.1;66.4;61.3;81.8;84.4;78.9
6461;DM: Manuf. of transport equipment;1997 February;75.4;75.3;;5.2;6.0;;;;71.0;70.1;72.0;68.7;71.1;66.2
6462;DM: Manuf. of transport equipment;1997 March;78.2;82.7;;1.4;4.8;;;;70.7;76.1;64.0;103.7;133.0;70.8
6463;DM: Manuf. of transport equipment;1997 1st quarter;75.5;76.6;75.5;2.6;4.2;4.8;;;68.6;70.9;65.8;84.7;96.2;72.0
6464;DM: Manuf. of transport equipment;1997 April;77.5;74.3;;7.1;2.6;;;;80.3;87.8;71.1;73.5;76.9;69.6
6465;DM: Manuf. of transport equipment;1997 May;79.6;81.0;;3.8;7.2;;;;78.9;80.9;76.5;77.9;72.5;83.9
6466;DM: Manuf. of transport equipment;1997 June;85.0;85.6;;11.7;10.4;;;;90.7;89.6;92.1;89.8;71.4;110.4
6467;DM: Manuf. of transport equipment;1997 2nd quarter;80.7;80.3;77.3;7.5;6.8;2.4;;;83.3;86.1;79.9;80.4;73.6;88.0
6468;DM: Manuf. of transport equipment;1997 July;69.7;67.6;;19.9;10.9;;;;72.7;72.9;72.4;76.2;61.2;93.0
6469;DM: Manuf. of transport equipment;1997 August;62.2;64.7;;3.6;13.0;;;;51.3;48.6;54.6;70.7;73.8;67.3
6470;DM: Manuf. of transport equipment;1997 September;88.2;86.3;;21.3;17.9;;;;90.6;98.1;81.5;108.2;123.7;90.8
6471;DM: Manuf. of transport equipment;1997 3rd quarter;73.4;72.9;79.8;15.3;14.2;3.2;;;71.5;73.2;69.5;85.0;86.2;83.7
6472;DM: Manuf. of transport equipment;1997 October;96.7;94.2;;18.7;19.6;;;;98.8;99.4;98.0;99.0;96.8;101.5
6473;DM: Manuf. of transport equipment;1997 November;87.1;90.1;;13.8;16.9;;;;85.5;92.8;76.6;92.1;81.2;104.3
6474;DM: Manuf. of transport equipment;1997 December;81.0;80.1;;22.3;17.9;;;;106.6;91.5;125.1;106.8;105.6;108.2
6475;DM: Manuf. of transport equipment;1997 4th quarter;88.3;88.1;85.2;18.1;18.2;6.8;;;97.0;94.6;99.9;99.3;94.5;104.7
6476;DM: Manuf. of transport equipment;1997;79.5;79.5;79.5;10.7;10.7;10.7;;;80.1;81.2;78.8;87.4;87.6;87.1
6477;DM: Manuf. of transport equipment;1998 January;91.0;92.3;;24.7;28.8;;;;82.1;94.7;66.6;91.9;101.4;81.3
6478;DM: Manuf. of transport equipment;1998 February;91.5;91.6;;21.4;21.6;;;;89.8;97.1;80.8;95.9;115.7;73.7
6479;DM: Manuf. of transport equipment;1998 March;98.4;99.0;;25.9;19.8;;;;101.6;103.3;99.5;101.5;105.3;97.2
6480;DM: Manuf. of transport equipment;1998 1st quarter;93.7;94.3;92.9;24.0;23.2;9.0;;;91.2;98.4;82.3;96.4;107.5;84.1
6481;DM: Manuf. of transport equipment;1998 April;93.9;93.2;;21.1;25.4;;;;103.0;105.7;99.6;98.3;121.6;72.4
6482;DM: Manuf. of transport equipment;1998 May;92.9;94.4;;16.7;16.6;;;;91.3;96.2;85.3;79.2;85.5;72.1
6483;DM: Manuf. of transport equipment;1998 June;96.7;97.2;;13.7;13.5;;;;98.8;103.9;92.4;98.4;106.4;89.5
6484;DM: Manuf. of transport equipment;1998 2nd quarter;94.5;94.9;91.3;17.1;18.2;-1.7;;;97.7;101.9;92.4;92.0;104.5;78.0
6485;DM: Manuf. of transport equipment;1998 July;89.6;80.5;;28.6;19.1;;;;97.2;101.8;91.5;67.0;53.5;82.0
6486;DM: Manuf. of transport equipment;1998 August;64.5;69.2;;3.6;7.1;;;;67.2;54.0;83.2;108.1;114.5;101.0
6487;DM: Manuf. of transport equipment;1998 September;103.7;105.9;;17.6;22.7;;;;108.6;113.0;103.1;90.1;103.2;75.5
6488;DM: Manuf. of transport equipment;1998 3rd quarter;85.9;85.2;93.4;17.1;17.0;2.3;;;91.0;89.6;92.6;88.4;90.4;86.2
6489;DM: Manuf. of transport equipment;1998 October;103.6;104.3;;7.2;10.7;;;;108.4;110.9;105.5;89.1;87.6;90.7
6490;DM: Manuf. of transport equipment;1998 November;96.9;99.0;;11.3;9.8;;;;95.6;103.3;86.3;95.9;118.2;71.0
6491;DM: Manuf. of transport equipment;1998 December;90.3;86.5;;11.5;8.1;;;;100.9;105.2;95.7;91.1;105.6;74.8
6492;DM: Manuf. of transport equipment;1998 4th quarter;97.0;96.6;93.4;9.9;9.6;0.0;;;101.6;106.5;95.8;92.0;103.8;78.8
6493;DM: Manuf. of transport equipment;1998;92.8;92.8;92.8;16.7;16.7;16.7;;;95.4;99.1;90.8;92.2;101.5;81.8
6494;DM: Manuf. of transport equipment;1999 January;95.6;99.9;;5.0;8.2;;;;92.1;95.9;87.6;87.4;72.0;104.6
6495;DM: Manuf. of transport equipment;1999 February;92.9;93.3;;1.5;1.8;;;;80.0;82.2;77.3;81.8;98.5;63.2
6496;DM: Manuf. of transport equipment;1999 March;115.8;112.4;;17.6;13.5;;;;118.6;129.8;104.9;87.9;98.2;76.5
6497;DM: Manuf. of transport equipment;1999 1st quarter;101.4;101.9;99.7;8.3;8.0;6.8;;;96.9;102.6;89.9;85.7;89.6;81.4
6498;DM: Manuf. of transport equipment;1999 April;98.8;99.8;;5.3;7.2;;;;100.6;110.2;88.7;88.9;111.5;63.6
6499;DM: Manuf. of transport equipment;1999 May;94.4;99.4;;1.6;5.2;;;;102.4;93.2;113.6;100.3;113.0;86.1
6500;DM: Manuf. of transport equipment;1999 June;112.4;108.5;;16.3;11.6;;;;115.1;127.3;100.2;101.2;113.4;87.7
6501;DM: Manuf. of transport equipment;1999 2nd quarter;101.9;102.6;98.4;7.9;8.0;-1.3;;;106.0;110.2;100.8;96.8;112.6;79.1
6502;DM: Manuf. of transport equipment;1999 July;87.0;84.5;;-2.9;4.9;;;;94.3;101.4;85.5;82.1;65.6;100.6
6503;DM: Manuf. of transport equipment;1999 August;73.4;77.1;;13.8;11.3;;;;67.2;62.7;72.7;98.0;109.4;85.2
6504;DM: Manuf. of transport equipment;1999 September;107.3;106.0;;3.4;0.1;;;;106.1;119.2;89.9;97.3;94.4;100.5
6505;DM: Manuf. of transport equipment;1999 3rd quarter;89.2;89.2;98.6;3.8;4.6;0.2;;;89.2;94.4;82.7;92.5;89.8;95.4
6506;DM: Manuf. of transport equipment;1999 October;106.0;109.9;;2.3;5.4;;;;102.1;117.7;83.1;99.1;121.4;74.1
6507;DM: Manuf. of transport equipment;1999 November;106.1;105.5;;9.5;6.6;;;;104.5;109.6;98.2;114.4;106.0;123.8
6508;DM: Manuf. of transport equipment;1999 December;106.8;100.3;;18.2;15.9;;;;133.3;138.3;127.3;142.1;118.6;168.5
6509;DM: Manuf. of transport equipment;1999 4th quarter;106.3;105.2;102.1;9.6;9.0;3.5;;;113.3;121.9;102.9;118.5;115.3;122.1
6510;DM: Manuf. of transport equipment;1999;99.7;99.7;99.7;7.5;7.5;7.5;;;101.4;107.3;94.1;98.4;101.8;94.5
6511;DM: Manuf. of transport equipment;2000 January;92.1;93.3;;-3.6;-6.6;;;;82.7;85.1;79.8;83.8;106.6;58.3
6512;DM: Manuf. of transport equipment;2000 February;103.9;103.1;;11.8;10.5;;;;95.7;98.5;92.3;109.8;102.4;118.0
6513;DM: Manuf. of transport equipment;2000 March;110.3;107.1;;-4.7;-4.8;;;;112.6;117.5;106.6;108.8;113.1;104.0
6514;DM: Manuf. of transport equipment;2000 1st quarter;102.1;101.2;98.7;0.7;-0.7;-3.3;;;97.0;100.4;92.9;100.8;107.4;93.4
6515;DM: Manuf. of transport equipment;2000 April;98.2;100.3;;-0.7;0.4;;;;95.8;104.4;85.3;88.8;89.8;87.7
6516;DM: Manuf. of transport equipment;2000 May;112.7;104.8;;19.3;5.5;;;;98.9;102.2;94.8;103.4;106.2;100.4
6517;DM: Manuf. of transport equipment;2000 June;98.5;102.3;;-12.4;-5.7;;;;98.1;97.1;99.4;93.2;81.6;106.1
6518;DM: Manuf. of transport equipment;2000 2nd quarter;103.1;102.5;98.0;1.2;-0.1;-0.7;;;97.6;101.2;93.2;95.1;92.5;98.1
6519;DM: Manuf. of transport equipment;2000 July;74.6;80.7;;-14.3;-4.5;;;;73.6;82.9;62.2;85.8;82.6;89.4
6520;DM: Manuf. of transport equipment;2000 August;90.3;84.3;;23.1;9.4;;;;92.5;84.8;102.0;113.2;111.1;115.6
6521;DM: Manuf. of transport equipment;2000 September;103.7;104.4;;-3.3;-1.5;;;;108.1;106.9;109.6;91.5;88.3;95.1
6522;DM: Manuf. of transport equipment;2000 3rd quarter;89.5;89.8;99.9;0.3;0.7;1.9;;;91.4;91.5;91.3;96.8;94.0;100.0
6523;DM: Manuf. of transport equipment;2000 October;108.1;109.5;;2.0;-0.4;;;;102.0;102.7;101.1;102.8;105.0;100.4
6524;DM: Manuf. of transport equipment;2000 November;112.2;109.9;;5.7;4.1;;;;112.5;111.1;114.4;103.0;103.5;102.4
6525;DM: Manuf. of transport equipment;2000 December;95.5;100.4;;-10.6;0.1;;;;127.4;106.9;152.5;115.9;109.9;122.6
6526;DM: Manuf. of transport equipment;2000 4th quarter;105.3;106.6;103.3;-1.0;1.3;3.5;;;114.0;106.9;122.7;107.2;106.1;108.5
6527;DM: Manuf. of transport equipment;2000;100.0;100.0;100.0;0.3;0.3;0.3;;;100.0;100.0;100.0;100.0;100.0;100.0
6528;DM: Manuf. of transport equipment;2001 January;109.5;107.3;;18.9;15.0;;;;93.1;85.9;102.0;126.2;113.4;140.5
6529;DM: Manuf. of transport equipment;2001 February;117.7;117.5;;13.3;14.0;;;;102.0;97.5;107.5;96.7;110.0;81.9
6530;DM: Manuf. of transport equipment;2001 March;123.3;123.1;;11.8;15.0;;;;112.0;111.5;112.5;116.5;111.3;122.3
6531;DM: Manuf. of transport equipment;2001 1st quarter;116.9;116.0;112.9;14.5;14.7;9.2;;;102.4;98.3;107.3;113.1;111.6;114.9
6532;DM: Manuf. of transport equipment;2001 April;111.1;114.8;;13.1;14.5;;;;94.8;98.5;90.2;74.9;89.9;58.2
