ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
9306;Total 1 or more employed persons;501-502 Sea water transport;2014 2nd quarter;44.0;20.0;24.0;3.0;54.0;19.0;35.0
9307;Total 1 or more employed persons;501-502 Sea water transport;2014 3rd quarter;47.0;22.0;25.0;3.0;50.0;23.0;27.0
9308;Total 1 or more employed persons;501-502 Sea water transport;2014 4th quarter;50.0;19.0;31.0;4.0;46.0;20.0;27.0
9309;Total 1 or more employed persons;501-502 Sea water transport;2014;50.0;23.0;27.0;2.0;48.0;22.0;26.0
9310;Total 1 or more employed persons;501-502 Sea water transport;2015 1st quarter;60.0;25.0;35.0;3.0;37.0;19.0;18.0
9311;Total 1 or more employed persons;501-502 Sea water transport;2015 2nd quarter;58.0;24.0;33.0;3.0;40.0;16.0;24.0
9312;Total 1 or more employed persons;501-502 Sea water transport;2015 3rd quarter;55.0;24.0;32.0;2.0;42.0;18.0;24.0
9313;Total 1 or more employed persons;501-502 Sea water transport;2015 4th quarter;45.0;22.0;24.0;2.0;53.0;20.0;33.0
9314;Total 1 or more employed persons;501-502 Sea water transport;2015;50.0;26.0;24.0;3.0;47.0;22.0;25.0
9315;Total 1 or more employed persons;501-502 Sea water transport;2016 1st quarter;46.0;20.0;25.0;2.0;52.0;19.0;33.0
9316;Total 1 or more employed persons;501-502 Sea water transport;2016 2nd quarter;39.0;17.0;22.0;3.0;58.0;26.0;32.0
9317;Total 1 or more employed persons;501-502 Sea water transport;2016 3rd quarter;39.0;15.0;24.0;3.0;58.0;26.0;32.0
9318;Total 1 or more employed persons;501-502 Sea water transport;2016 4th quarter;43.0;17.0;26.0;3.0;54.0;28.0;26.0
9319;Total 1 or more employed persons;501-502 Sea water transport;2016;39.0;20.0;19.0;2.0;59.0;29.0;30.0
9320;Total 1 or more employed persons;501-502 Sea water transport;2017 1st quarter;54.0;23.0;31.0;4.0;41.0;20.0;22.0
9321;Total 1 or more employed persons;501-502 Sea water transport;2017 2nd quarter;51.0;22.0;29.0;6.0;43.0;22.0;21.0
9322;Total 1 or more employed persons;501-502 Sea water transport;2017 3rd quarter;58.0;24.0;34.0;3.0;38.0;20.0;18.0
9323;Total 1 or more employed persons;501-502 Sea water transport;2017 4th quarter;57.0;23.0;34.0;3.0;40.0;18.0;22.0
9324;Total 1 or more employed persons;501-502 Sea water transport;2017;56.0;28.0;28.0;4.0;41.0;21.0;20.0
9325;Total 1 or more employed persons;501-502 Sea water transport;2018 1st quarter;57.0;28.0;29.0;3.0;40.0;24.0;16.0
9326;Total 1 or more employed persons;501-502 Sea water transport;2018 2nd quarter;58.0;31.0;27.0;3.0;39.0;19.0;20.0
9327;Total 1 or more employed persons;501-502 Sea water transport;2018 3rd quarter;56.0;28.0;28.0;3.0;41.0;20.0;22.0
9328;Total 1 or more employed persons;501-502 Sea water transport;2018 4th quarter;50.0;22.0;28.0;5.0;45.0;24.0;21.0
9329;Total 1 or more employed persons;501-502 Sea water transport;2018;55.0;33.0;23.0;3.0;42.0;25.0;17.0
9330;Total 1 or more employed persons;501-502 Sea water transport;2019 1st quarter;52.0;25.0;27.0;4.0;44.0;22.0;22.0
9331;Total 1 or more employed persons;501-502 Sea water transport;2019 2nd quarter;49.0;24.0;25.0;5.0;46.0;23.0;24.0
9332;Total 1 or more employed persons;501-502 Sea water transport;2019 3rd quarter;48.0;23.0;25.0;3.0;49.0;26.0;23.0
9333;Total 1 or more employed persons;501-502 Sea water transport;2019 4th quarter;46.0;20.0;26.0;4.0;50.0;24.0;26.0
9334;Total 1 or more employed persons;501-502 Sea water transport;2019;44.0;23.0;21.0;3.0;53.0;25.0;28.0
9335;Total 1 or more employed persons;501-502 Sea water transport;2020 1st quarter;48.0;25.0;23.0;3.0;49.0;30.0;20.0
9336;Total 1 or more employed persons;501-502 Sea water transport;2020 2nd quarter;32.0;15.0;18.0;3.0;65.0;24.0;40.0
9337;Total 1 or more employed persons;501-502 Sea water transport;2020 3rd quarter;38.0;15.0;23.0;5.0;57.0;25.0;33.0
9338;Total 1 or more employed persons;501-502 Sea water transport;2020 4th quarter;40.0;20.0;21.0;4.0;56.0;26.0;30.0
9339;Total 1 or more employed persons;501-502 Sea water transport;2020;37.0;17.0;20.0;3.0;60.0;34.0;26.0
9340;Total 1 or more employed persons;501-502 Sea water transport;2021 1st quarter;48.0;22.0;26.0;2.0;50.0;25.0;25.0
9341;Total 1 or more employed persons;501-502 Sea water transport;2021 2nd quarter;60.0;18.0;42.0;3.0;37.0;16.0;20.0
9342;Total 1 or more employed persons;501-502 Sea water transport;2021 3rd quarter;65.0;19.0;46.0;3.0;32.0;12.0;20.0
9343;Total 1 or more employed persons;501-502 Sea water transport;2021 4th quarter;67.0;18.0;49.0;2.0;31.0;11.0;21.0
9344;Total 1 or more employed persons;501-502 Sea water transport;2021;61.0;21.0;40.0;1.0;38.0;15.0;22.0
9345;Total 1 or more employed persons;501-502 Sea water transport;2022 1st quarter;69.0;16.0;54.0;3.0;27.0;10.0;18.0
9346;Total 1 or more employed persons;501-502 Sea water transport;2022 2nd quarter;72.0;18.0;54.0;3.0;26.0;10.0;15.0
9347;Total 1 or more employed persons;501-502 Sea water transport;2022 3rd quarter;69.0;15.0;55.0;2.0;29.0;10.0;19.0
9348;Total 1 or more employed persons;501-502 Sea water transport;2022 4th quarter;63.0;17.0;46.0;1.0;36.0;15.0;22.0
9349;Total 1 or more employed persons;501-502 Sea water transport;2022;72.0;18.0;54.0;1.0;27.0;9.0;18.0
9350;Total 1 or more employed persons;501-502 Sea water transport;2023 1st quarter;56.0;20.0;36.0;3.0;41.0;16.0;25.0
9351;Total 1 or more employed persons;501-502 Sea water transport;2023 2nd quarter;43.0;14.0;29.0;3.0;54.0;20.0;34.0
9352;Total 1 or more employed persons;501-502 Sea water transport;2023 3rd quarter;36.0;13.0;22.0;3.0;61.0;22.0;40.0
9353;Total 1 or more employed persons;501-502 Sea water transport;2023 4th quarter;38.0;13.0;25.0;3.0;59.0;22.0;38.0
9354;Total 1 or more employed persons;501-502 Sea water transport;2023;42.0;19.0;23.0;1.0;57.0;25.0;32.0
9355;Total 1 or more employed persons;501-502 Sea water transport;2024 1st quarter;42.0;19.0;24.0;2.0;55.0;29.0;26.0
9356;Total 1 or more employed persons;501-502 Sea water transport;2024 2nd quarter;45.0;20.0;25.0;2.0;53.0;22.0;31.0
9357;Total 1 or more employed persons;501-502 Sea water transport;2024 3rd quarter;53.0;25.0;28.0;2.0;45.0;23.0;22.0
9358;Total 1 or more employed persons;501-502 Sea water transport;2024 4th quarter;48.0;18.0;30.0;2.0;50.0;21.0;29.0
9359;Total 1 or more employed persons;501-502 Sea water transport;2024;;;;;;;
9360;Total 1 or more employed persons;503-504 Inland water transport;2012 1st quarter;49.0;20.0;29.0;2.0;49.0;22.0;27.0
9361;Total 1 or more employed persons;503-504 Inland water transport;2012 2nd quarter;37.0;16.0;21.0;2.0;61.0;28.0;34.0
9362;Total 1 or more employed persons;503-504 Inland water transport;2012 3rd quarter;47.0;22.0;26.0;2.0;50.0;24.0;26.0
9363;Total 1 or more employed persons;503-504 Inland water transport;2012 4th quarter;35.0;16.0;19.0;2.0;63.0;28.0;35.0
9364;Total 1 or more employed persons;503-504 Inland water transport;2012;36.0;21.0;15.0;2.0;62.0;38.0;24.0
9365;Total 1 or more employed persons;503-504 Inland water transport;2013 1st quarter;46.0;18.0;27.0;2.0;52.0;24.0;28.0
9366;Total 1 or more employed persons;503-504 Inland water transport;2013 2nd quarter;44.0;20.0;25.0;2.0;53.0;27.0;26.0
9367;Total 1 or more employed persons;503-504 Inland water transport;2013 3rd quarter;47.0;20.0;26.0;3.0;51.0;26.0;25.0
9368;Total 1 or more employed persons;503-504 Inland water transport;2013 4th quarter;56.0;24.0;31.0;2.0;42.0;22.0;20.0
9369;Total 1 or more employed persons;503-504 Inland water transport;2013;49.0;30.0;18.0;2.0;49.0;31.0;18.0
9370;Total 1 or more employed persons;503-504 Inland water transport;2014 1st quarter;60.0;22.0;38.0;3.0;37.0;20.0;18.0
9371;Total 1 or more employed persons;503-504 Inland water transport;2014 2nd quarter;54.0;24.0;30.0;3.0;43.0;23.0;20.0
9372;Total 1 or more employed persons;503-504 Inland water transport;2014 3rd quarter;52.0;22.0;31.0;2.0;45.0;23.0;22.0
9373;Total 1 or more employed persons;503-504 Inland water transport;2014 4th quarter;47.0;22.0;24.0;3.0;50.0;26.0;24.0
9374;Total 1 or more employed persons;503-504 Inland water transport;2014;55.0;33.0;22.0;3.0;42.0;27.0;15.0
9375;Total 1 or more employed persons;503-504 Inland water transport;2015 1st quarter;48.0;21.0;27.0;3.0;49.0;26.0;23.0
9376;Total 1 or more employed persons;503-504 Inland water transport;2015 2nd quarter;47.0;23.0;24.0;3.0;50.0;27.0;23.0
9377;Total 1 or more employed persons;503-504 Inland water transport;2015 3rd quarter;58.0;26.0;32.0;3.0;40.0;21.0;19.0
9378;Total 1 or more employed persons;503-504 Inland water transport;2015 4th quarter;59.0;24.0;35.0;2.0;39.0;20.0;19.0
9379;Total 1 or more employed persons;503-504 Inland water transport;2015;58.0;35.0;22.0;3.0;39.0;26.0;13.0
9380;Total 1 or more employed persons;503-504 Inland water transport;2016 1st quarter;49.0;24.0;25.0;2.0;49.0;24.0;25.0
9381;Total 1 or more employed persons;503-504 Inland water transport;2016 2nd quarter;44.0;22.0;22.0;3.0;52.0;26.0;26.0
9382;Total 1 or more employed persons;503-504 Inland water transport;2016 3rd quarter;36.0;18.0;17.0;2.0;62.0;28.0;34.0
9383;Total 1 or more employed persons;503-504 Inland water transport;2016 4th quarter;43.0;20.0;22.0;3.0;55.0;29.0;26.0
9384;Total 1 or more employed persons;503-504 Inland water transport;2016;37.0;24.0;14.0;2.0;60.0;38.0;22.0
9385;Total 1 or more employed persons;503-504 Inland water transport;2017 1st quarter;60.0;23.0;36.0;2.0;38.0;20.0;18.0
9386;Total 1 or more employed persons;503-504 Inland water transport;2017 2nd quarter;59.0;25.0;33.0;4.0;38.0;20.0;18.0
9387;Total 1 or more employed persons;503-504 Inland water transport;2017 3rd quarter;59.0;26.0;33.0;3.0;38.0;21.0;18.0
9388;Total 1 or more employed persons;503-504 Inland water transport;2017 4th quarter;48.0;24.0;24.0;3.0;50.0;25.0;25.0
9389;Total 1 or more employed persons;503-504 Inland water transport;2017;61.0;36.0;24.0;3.0;37.0;23.0;13.0
9390;Total 1 or more employed persons;503-504 Inland water transport;2018 1st quarter;44.0;22.0;23.0;3.0;53.0;25.0;28.0
9391;Total 1 or more employed persons;503-504 Inland water transport;2018 2nd quarter;51.0;23.0;27.0;3.0;46.0;24.0;22.0
9392;Total 1 or more employed persons;503-504 Inland water transport;2018 3rd quarter;62.0;24.0;38.0;2.0;35.0;18.0;18.0
9393;Total 1 or more employed persons;503-504 Inland water transport;2018 4th quarter;67.0;21.0;47.0;2.0;31.0;14.0;16.0
9394;Total 1 or more employed persons;503-504 Inland water transport;2018;64.0;37.0;27.0;3.0;33.0;18.0;15.0
9395;Total 1 or more employed persons;503-504 Inland water transport;2019 1st quarter;61.0;26.0;34.0;3.0;36.0;17.0;20.0
9396;Total 1 or more employed persons;503-504 Inland water transport;2019 2nd quarter;54.0;24.0;30.0;3.0;43.0;22.0;21.0
9397;Total 1 or more employed persons;503-504 Inland water transport;2019 3rd quarter;41.0;18.0;23.0;2.0;57.0;22.0;35.0
9398;Total 1 or more employed persons;503-504 Inland water transport;2019 4th quarter;35.0;16.0;19.0;2.0;64.0;21.0;43.0
9399;Total 1 or more employed persons;503-504 Inland water transport;2019;43.0;24.0;19.0;2.0;55.0;31.0;25.0
9400;Total 1 or more employed persons;503-504 Inland water transport;2020 1st quarter;39.0;19.0;20.0;2.0;59.0;26.0;33.0
9401;Total 1 or more employed persons;503-504 Inland water transport;2020 2nd quarter;33.0;16.0;18.0;2.0;64.0;24.0;41.0
9402;Total 1 or more employed persons;503-504 Inland water transport;2020 3rd quarter;38.0;18.0;20.0;2.0;60.0;23.0;37.0
9403;Total 1 or more employed persons;503-504 Inland water transport;2020 4th quarter;44.0;20.0;24.0;3.0;53.0;23.0;30.0
9404;Total 1 or more employed persons;503-504 Inland water transport;2020;33.0;20.0;13.0;2.0;65.0;31.0;34.0
9405;Total 1 or more employed persons;503-504 Inland water transport;2021 1st quarter;44.0;19.0;25.0;3.0;54.0;26.0;28.0
9406;Total 1 or more employed persons;503-504 Inland water transport;2021 2nd quarter;62.0;24.0;38.0;3.0;36.0;18.0;18.0
9407;Total 1 or more employed persons;503-504 Inland water transport;2021 3rd quarter;60.0;23.0;37.0;2.0;38.0;21.0;17.0
9408;Total 1 or more employed persons;503-504 Inland water transport;2021 4th quarter;72.0;17.0;55.0;2.0;26.0;12.0;14.0
9409;Total 1 or more employed persons;503-504 Inland water transport;2021;67.0;27.0;40.0;3.0;30.0;17.0;13.0
9410;Total 1 or more employed persons;503-504 Inland water transport;2022 1st quarter;74.0;19.0;55.0;2.0;24.0;11.0;13.0
9411;Total 1 or more employed persons;503-504 Inland water transport;2022 2nd quarter;75.0;16.0;59.0;3.0;22.0;11.0;11.0
9412;Total 1 or more employed persons;503-504 Inland water transport;2022 3rd quarter;77.0;13.0;64.0;2.0;21.0;9.0;12.0
9413;Total 1 or more employed persons;503-504 Inland water transport;2022 4th quarter;63.0;21.0;42.0;2.0;34.0;15.0;20.0
9414;Total 1 or more employed persons;503-504 Inland water transport;2022;79.0;18.0;60.0;1.0;20.0;9.0;11.0
9415;Total 1 or more employed persons;503-504 Inland water transport;2023 1st quarter;57.0;21.0;36.0;2.0;41.0;18.0;23.0
9416;Total 1 or more employed persons;503-504 Inland water transport;2023 2nd quarter;43.0;19.0;25.0;3.0;54.0;18.0;36.0
9417;Total 1 or more employed persons;503-504 Inland water transport;2023 3rd quarter;31.0;14.0;17.0;2.0;67.0;19.0;48.0
9418;Total 1 or more employed persons;503-504 Inland water transport;2023 4th quarter;37.0;15.0;22.0;3.0;60.0;20.0;40.0
9419;Total 1 or more employed persons;503-504 Inland water transport;2023;38.0;19.0;19.0;2.0;60.0;25.0;35.0
9420;Total 1 or more employed persons;503-504 Inland water transport;2024 1st quarter;43.0;19.0;24.0;3.0;54.0;26.0;28.0
9421;Total 1 or more employed persons;503-504 Inland water transport;2024 2nd quarter;47.0;22.0;25.0;4.0;49.0;26.0;24.0
9422;Total 1 or more employed persons;503-504 Inland water transport;2024 3rd quarter;56.0;24.0;32.0;3.0;41.0;20.0;21.0
9423;Total 1 or more employed persons;503-504 Inland water transport;2024 4th quarter;50.0;22.0;28.0;3.0;47.0;23.0;24.0
9424;Total 1 or more employed persons;503-504 Inland water transport;2024;;;;;;;
9425;Total 1 or more employed persons;51 Air transport ;2012 1st quarter;55.0;16.0;38.0;1.0;44.0;21.0;24.0
9426;Total 1 or more employed persons;51 Air transport ;2012 2nd quarter;41.0;13.0;28.0;2.0;57.0;18.0;39.0
9427;Total 1 or more employed persons;51 Air transport ;2012 3rd quarter;42.0;16.0;26.0;1.0;56.0;21.0;35.0
9428;Total 1 or more employed persons;51 Air transport ;2012 4th quarter;30.0;12.0;19.0;1.0;69.0;17.0;51.0
9429;Total 1 or more employed persons;51 Air transport ;2012;37.0;17.0;20.0;1.0;63.0;28.0;35.0
9430;Total 1 or more employed persons;51 Air transport ;2013 1st quarter;34.0;10.0;25.0;0.0;66.0;25.0;40.0
9431;Total 1 or more employed persons;51 Air transport ;2013 2nd quarter;45.0;15.0;30.0;1.0;54.0;17.0;38.0
9432;Total 1 or more employed persons;51 Air transport ;2013 3rd quarter;47.0;13.0;35.0;1.0;52.0;25.0;27.0
9433;Total 1 or more employed persons;51 Air transport ;2013 4th quarter;44.0;7.0;37.0;1.0;55.0;16.0;40.0
9434;Total 1 or more employed persons;51 Air transport ;2013;44.0;16.0;29.0;2.0;54.0;29.0;25.0
9435;Total 1 or more employed persons;51 Air transport ;2014 1st quarter;47.0;11.0;36.0;0.0;53.0;19.0;35.0
9436;Total 1 or more employed persons;51 Air transport ;2014 2nd quarter;53.0;11.0;42.0;0.0;47.0;16.0;31.0
9437;Total 1 or more employed persons;51 Air transport ;2014 3rd quarter;42.0;12.0;29.0;1.0;57.0;15.0;42.0
9438;Total 1 or more employed persons;51 Air transport ;2014 4th quarter;58.0;20.0;37.0;2.0;40.0;14.0;27.0
9439;Total 1 or more employed persons;51 Air transport ;2014;46.0;17.0;29.0;1.0;53.0;22.0;31.0
9440;Total 1 or more employed persons;51 Air transport ;2015 1st quarter;46.0;8.0;38.0;2.0;52.0;21.0;31.0
9441;Total 1 or more employed persons;51 Air transport ;2015 2nd quarter;48.0;12.0;37.0;2.0;49.0;15.0;34.0
9442;Total 1 or more employed persons;51 Air transport ;2015 3rd quarter;57.0;25.0;32.0;1.0;42.0;14.0;28.0
9443;Total 1 or more employed persons;51 Air transport ;2015 4th quarter;55.0;19.0;36.0;2.0;44.0;13.0;31.0
9444;Total 1 or more employed persons;51 Air transport ;2015;46.0;20.0;26.0;2.0;52.0;28.0;23.0
9445;Total 1 or more employed persons;51 Air transport ;2016 1st quarter;60.0;22.0;37.0;2.0;38.0;9.0;29.0
9446;Total 1 or more employed persons;51 Air transport ;2016 2nd quarter;50.0;14.0;36.0;2.0;47.0;21.0;26.0
9447;Total 1 or more employed persons;51 Air transport ;2016 3rd quarter;54.0;20.0;34.0;2.0;44.0;18.0;26.0
9448;Total 1 or more employed persons;51 Air transport ;2016 4th quarter;55.0;14.0;42.0;2.0;42.0;11.0;31.0
9449;Total 1 or more employed persons;51 Air transport ;2016;60.0;25.0;35.0;2.0;38.0;18.0;20.0
9450;Total 1 or more employed persons;51 Air transport ;2017 1st quarter;56.0;14.0;42.0;1.0;43.0;18.0;25.0
9451;Total 1 or more employed persons;51 Air transport ;2017 2nd quarter;57.0;14.0;43.0;3.0;40.0;13.0;27.0
9452;Total 1 or more employed persons;51 Air transport ;2017 3rd quarter;52.0;18.0;34.0;3.0;45.0;17.0;28.0
9453;Total 1 or more employed persons;51 Air transport ;2017 4th quarter;48.0;17.0;31.0;1.0;51.0;17.0;34.0
9454;Total 1 or more employed persons;51 Air transport ;2017;52.0;22.0;30.0;1.0;46.0;22.0;24.0
9455;Total 1 or more employed persons;51 Air transport ;2018 1st quarter;56.0;12.0;44.0;0.0;44.0;13.0;30.0
9456;Total 1 or more employed persons;51 Air transport ;2018 2nd quarter;55.0;15.0;40.0;1.0;44.0;19.0;25.0
9457;Total 1 or more employed persons;51 Air transport ;2018 3rd quarter;51.0;15.0;36.0;1.0;48.0;19.0;29.0
9458;Total 1 or more employed persons;51 Air transport ;2018 4th quarter;58.0;15.0;43.0;0.0;42.0;11.0;31.0
9459;Total 1 or more employed persons;51 Air transport ;2018;59.0;23.0;36.0;2.0;39.0;17.0;21.0
9460;Total 1 or more employed persons;51 Air transport ;2019 1st quarter;45.0;17.0;28.0;5.0;50.0;16.0;34.0
9461;Total 1 or more employed persons;51 Air transport ;2019 2nd quarter;47.0;18.0;29.0;2.0;51.0;18.0;33.0
9462;Total 1 or more employed persons;51 Air transport ;2019 3rd quarter;42.0;17.0;25.0;3.0;55.0;25.0;30.0
9463;Total 1 or more employed persons;51 Air transport ;2019 4th quarter;42.0;15.0;26.0;1.0;57.0;19.0;38.0
9464;Total 1 or more employed persons;51 Air transport ;2019;39.0;18.0;21.0;2.0;59.0;28.0;31.0
9465;Total 1 or more employed persons;51 Air transport ;2020 1st quarter;40.0;12.0;29.0;3.0;57.0;15.0;42.0
9466;Total 1 or more employed persons;51 Air transport ;2020 2nd quarter;22.0;7.0;15.0;2.0;77.0;6.0;70.0
9467;Total 1 or more employed persons;51 Air transport ;2020 3rd quarter;33.0;6.0;27.0;0.0;67.0;11.0;56.0
9468;Total 1 or more employed persons;51 Air transport ;2020 4th quarter;43.0;14.0;30.0;0.0;57.0;13.0;43.0
9469;Total 1 or more employed persons;51 Air transport ;2020;27.0;7.0;20.0;0.0;73.0;13.0;59.0
9470;Total 1 or more employed persons;51 Air transport ;2021 1st quarter;44.0;10.0;34.0;1.0;55.0;9.0;45.0
9471;Total 1 or more employed persons;51 Air transport ;2021 2nd quarter;82.0;7.0;75.0;2.0;16.0;5.0;12.0
9472;Total 1 or more employed persons;51 Air transport ;2021 3rd quarter;77.0;11.0;65.0;2.0;22.0;12.0;10.0
9473;Total 1 or more employed persons;51 Air transport ;2021 4th quarter;67.0;9.0;58.0;0.0;33.0;15.0;18.0
9474;Total 1 or more employed persons;51 Air transport ;2021;72.0;9.0;62.0;0.0;28.0;10.0;19.0
9475;Total 1 or more employed persons;51 Air transport ;2022 1st quarter;75.0;13.0;63.0;2.0;23.0;5.0;18.0
