ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
7864;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05A Blood and related products;2020;0.0;0.0;0.0;0.0
7865;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05A Blood and related products;2021;0.0;0.0;0.0;0.0
7866;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05A Blood and related products;2022;0.0;0.0;0.0;0.0
7867;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05A Blood and related products;2023;0.0;0.0;0.0;0.0
7868;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05B Intravenous solutions;2020;945.0;0.1;7.0;8.0
7869;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05B Intravenous solutions;2021;910.0;0.1;3.0;3.0
7870;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05B Intravenous solutions;2022;925.0;0.1;2.0;3.0
7871;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05B Intravenous solutions;2023;1000.0;0.1;3.0;3.0
7872;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05C Irrigating solutions;2020;0.0;0.0;0.0;0.0
7873;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05C Irrigating solutions;2021;0.0;0.0;0.0;0.0
7874;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05C Irrigating solutions;2022;0.0;0.0;0.0;0.0
7875;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05C Irrigating solutions;2023;0.0;0.0;0.0;0.0
7876;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05D Peritoneal dialytics;2020;0.0;0.0;0.0;0.0
7877;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05D Peritoneal dialytics;2021;0.0;0.0;0.0;0.0
7878;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05D Peritoneal dialytics;2022;0.0;0.0;0.0;0.0
7879;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05D Peritoneal dialytics;2023;0.0;0.0;0.0;0.0
7880;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05X Intravenous solution additives;2020;95.0;0.01;0.0;0.0
7881;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05X Intravenous solution additives;2021;90.0;0.01;0.0;0.0
7882;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05X Intravenous solution additives;2022;120.0;0.01;0.0;0.0
7883;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05X Intravenous solution additives;2023;130.0;0.01;0.0;0.0
7884;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05Z Hemodialytics and hemofiltrates;2020;0.0;0.0;0.0;0.0
7885;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05Z Hemodialytics and hemofiltrates;2021;0.0;0.0;0.0;0.0
7886;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05Z Hemodialytics and hemofiltrates;2022;0.0;0.0;0.0;0.0
7887;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05Z Hemodialytics and hemofiltrates;2023;0.0;0.0;0.0;0.0
7888;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06 Other hematological agents;2020;15.0;0.0;0.0;0.0
7889;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06 Other hematological agents;2021;15.0;0.0;0.0;0.0
7890;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06 Other hematological agents;2022;10.0;0.0;0.0;0.0
7891;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06 Other hematological agents;2023;15.0;0.0;0.0;0.0
7892;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06A Other hematological agents;2020;15.0;0.0;0.0;0.0
7893;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06A Other hematological agents;2021;15.0;0.0;0.0;0.0
7894;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06A Other hematological agents;2022;10.0;0.0;0.0;0.0
7895;Total male and female;10000;Origin: born in NL,2 parents born abroad;B06A Other hematological agents;2023;15.0;0.0;0.0;0.0
7896;Total male and female;10000;Origin: born in NL,2 parents born abroad;C Cardiovascular system;2020;49250.0;5.47;29244.0;32488.0
7897;Total male and female;10000;Origin: born in NL,2 parents born abroad;C Cardiovascular system;2021;52855.0;5.74;31301.0;34011.0
7898;Total male and female;10000;Origin: born in NL,2 parents born abroad;C Cardiovascular system;2022;56255.0;5.99;33211.0;35359.0
7899;Total male and female;10000;Origin: born in NL,2 parents born abroad;C Cardiovascular system;2023;59190.0;6.17;35431.0;36960.0
7900;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01 Cardiac therapy;2020;6005.0;0.67;685.0;762.0
7901;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01 Cardiac therapy;2021;6430.0;0.7;729.0;792.0
7902;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01 Cardiac therapy;2022;7270.0;0.77;763.0;812.0
7903;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01 Cardiac therapy;2023;7500.0;0.78;781.0;815.0
7904;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01A Cardiac glycosides;2020;475.0;0.05;68.0;75.0
7905;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01A Cardiac glycosides;2021;495.0;0.05;72.0;78.0
7906;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01A Cardiac glycosides;2022;510.0;0.05;75.0;79.0
7907;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01A Cardiac glycosides;2023;515.0;0.05;71.0;74.0
7908;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01B Antiarrhythmics, class I and III;2020;470.0;0.05;106.0;117.0
7909;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01B Antiarrhythmics, class I and III;2021;520.0;0.06;111.0;121.0
7910;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01B Antiarrhythmics, class I and III;2022;540.0;0.06;119.0;127.0
7911;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01B Antiarrhythmics, class I and III;2023;560.0;0.06;124.0;130.0
7912;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01C Cardiac stimulants excl. glycosides;2020;2725.0;0.3;3.0;4.0
7913;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01C Cardiac stimulants excl. glycosides;2021;2950.0;0.32;4.0;4.0
7914;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01C Cardiac stimulants excl. glycosides;2022;3555.0;0.38;5.0;5.0
7915;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01C Cardiac stimulants excl. glycosides;2023;3640.0;0.38;5.0;5.0
7916;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01D Vasodilators used in card. diseases;2020;2345.0;0.26;471.0;523.0
7917;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01D Vasodilators used in card. diseases;2021;2475.0;0.27;499.0;542.0
7918;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01D Vasodilators used in card. diseases;2022;2675.0;0.28;517.0;551.0
7919;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01D Vasodilators used in card. diseases;2023;2735.0;0.29;532.0;555.0
7920;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01E Other cardiac preparations;2020;170.0;0.02;38.0;42.0
7921;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01E Other cardiac preparations;2021;205.0;0.02;43.0;47.0
7922;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01E Other cardiac preparations;2022;210.0;0.02;47.0;50.0
7923;Total male and female;10000;Origin: born in NL,2 parents born abroad;C01E Other cardiac preparations;2023;250.0;0.03;49.0;52.0
7924;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02 Antihypertensives;2020;1045.0;0.12;288.0;320.0
7925;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02 Antihypertensives;2021;1110.0;0.12;307.0;334.0
7926;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02 Antihypertensives;2022;1190.0;0.13;312.0;333.0
7927;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02 Antihypertensives;2023;1275.0;0.13;336.0;351.0
7928;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02A Antiadren.agents, centrally acting;2020;460.0;0.05;56.0;62.0
7929;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02A Antiadren.agents, centrally acting;2021;485.0;0.05;62.0;68.0
7930;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02A Antiadren.agents, centrally acting;2022;520.0;0.06;57.0;61.0
7931;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02A Antiadren.agents, centrally acting;2023;550.0;0.06;61.0;64.0
7932;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02B Antiadren.agents, ganglion-blocking;2020;0.0;0.0;0.0;0.0
7933;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02B Antiadren.agents, ganglion-blocking;2021;0.0;0.0;0.0;0.0
7934;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02B Antiadren.agents, ganglion-blocking;2022;0.0;0.0;0.0;0.0
7935;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02B Antiadren.agents, ganglion-blocking;2023;0.0;0.0;0.0;0.0
7936;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02C Antiadren.agents, peripher. acting;2020;525.0;0.06;211.0;234.0
7937;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02C Antiadren.agents, peripher. acting;2021;565.0;0.06;228.0;248.0
7938;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02C Antiadren.agents, peripher. acting;2022;620.0;0.07;237.0;253.0
7939;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02C Antiadren.agents, peripher. acting;2023;640.0;0.07;255.0;266.0
7940;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02D Arteriolar smooth muscle agents;2020;15.0;0.0;2.0;2.0
7941;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02D Arteriolar smooth muscle agents;2021;15.0;0.0;1.0;1.0
7942;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02D Arteriolar smooth muscle agents;2022;20.0;0.0;1.0;1.0
7943;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02D Arteriolar smooth muscle agents;2023;50.0;0.01;2.0;2.0
7944;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02K Other antihypertensives;2020;60.0;0.01;19.0;22.0
7945;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02K Other antihypertensives;2021;60.0;0.01;16.0;17.0
7946;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02K Other antihypertensives;2022;50.0;0.01;17.0;18.0
7947;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02K Other antihypertensives;2023;55.0;0.01;18.0;19.0
7948;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02L Antihypertensives/diuretics combin.;2020;0.0;0.0;0.0;0.0
7949;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02L Antihypertensives/diuretics combin.;2021;0.0;0.0;0.0;0.0
7950;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02L Antihypertensives/diuretics combin.;2022;0.0;0.0;0.0;0.0
7951;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02L Antihypertensives/diuretics combin.;2023;0.0;0.0;0.0;0.0
7952;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02N Combinations of antihypertensives..;2020;0.0;0.0;0.0;0.0
7953;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02N Combinations of antihypertensives..;2021;0.0;0.0;0.0;0.0
7954;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02N Combinations of antihypertensives..;2022;0.0;0.0;0.0;0.0
7955;Total male and female;10000;Origin: born in NL,2 parents born abroad;C02N Combinations of antihypertensives..;2023;0.0;0.0;0.0;0.0
7956;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03 Diuretics;2020;10160.0;1.13;2755.0;3060.0
7957;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03 Diuretics;2021;10500.0;1.14;2838.0;3084.0
7958;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03 Diuretics;2022;10840.0;1.15;2958.0;3149.0
7959;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03 Diuretics;2023;11300.0;1.18;3063.0;3195.0
7960;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03A Low-ceiling diuretics, thiazides;2020;5810.0;0.65;1075.0;1195.0
7961;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03A Low-ceiling diuretics, thiazides;2021;5985.0;0.65;1117.0;1214.0
7962;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03A Low-ceiling diuretics, thiazides;2022;6000.0;0.64;1097.0;1168.0
7963;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03A Low-ceiling diuretics, thiazides;2023;6100.0;0.64;1120.0;1168.0
7964;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03B Low-ceiling diuret.,excl. thiazides;2020;680.0;0.08;142.0;158.0
7965;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03B Low-ceiling diuret.,excl. thiazides;2021;720.0;0.08;146.0;158.0
7966;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03B Low-ceiling diuret.,excl. thiazides;2022;720.0;0.08;145.0;154.0
7967;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03B Low-ceiling diuret.,excl. thiazides;2023;700.0;0.07;145.0;152.0
7968;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03C High-ceiling diuretics;2020;2905.0;0.32;1219.0;1354.0
7969;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03C High-ceiling diuretics;2021;3115.0;0.34;1262.0;1371.0
7970;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03C High-ceiling diuretics;2022;3250.0;0.35;1379.0;1468.0
7971;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03C High-ceiling diuretics;2023;3385.0;0.35;1421.0;1483.0
7972;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03D Potassium-sparing agents;2020;1865.0;0.21;251.0;279.0
7973;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03D Potassium-sparing agents;2021;2190.0;0.24;281.0;305.0
7974;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03D Potassium-sparing agents;2022;2345.0;0.25;307.0;327.0
7975;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03D Potassium-sparing agents;2023;2595.0;0.27;349.0;364.0
7976;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03E Diuretics/potassium-sparing agents;2020;225.0;0.03;68.0;75.0
7977;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03E Diuretics/potassium-sparing agents;2021;175.0;0.02;32.0;35.0
7978;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03E Diuretics/potassium-sparing agents;2022;110.0;0.01;29.0;31.0
7979;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03E Diuretics/potassium-sparing agents;2023;105.0;0.01;27.0;29.0
7980;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03X Other diuretics;2020;5.0;0.0;0.0;0.0
7981;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03X Other diuretics;2021;5.0;0.0;1.0;1.0
7982;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03X Other diuretics;2022;5.0;0.0;1.0;1.0
7983;Total male and female;10000;Origin: born in NL,2 parents born abroad;C03X Other diuretics;2023;15.0;0.0;0.0;0.0
7984;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04 Peripheral vasodilators;2020;15.0;0.0;4.0;4.0
7985;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04 Peripheral vasodilators;2021;20.0;0.0;4.0;4.0
7986;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04 Peripheral vasodilators;2022;15.0;0.0;3.0;4.0
7987;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04 Peripheral vasodilators;2023;10.0;0.0;2.0;2.0
7988;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04A Peripheral vasodilators;2020;15.0;0.0;4.0;4.0
7989;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04A Peripheral vasodilators;2021;20.0;0.0;4.0;4.0
7990;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04A Peripheral vasodilators;2022;15.0;0.0;3.0;4.0
7991;Total male and female;10000;Origin: born in NL,2 parents born abroad;C04A Peripheral vasodilators;2023;10.0;0.0;2.0;2.0
7992;Total male and female;10000;Origin: born in NL,2 parents born abroad;C05 Vasoprotectives;2020;2355.0;0.26;164.0;182.0
7993;Total male and female;10000;Origin: born in NL,2 parents born abroad;C05 Vasoprotectives;2021;2695.0;0.29;188.0;205.0
7994;Total male and female;10000;Origin: born in NL,2 parents born abroad;C05 Vasoprotectives;2022;2840.0;0.3;197.0;210.0
