ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
5162;Female;20 to 24 years;Not in formal education;2013 3rd quarter;234;215;195;189;71;118;6;5;0;0;0;121;39;23;16;83;35;48;74;20;9.2;19;91.7;83.3
5163;Female;20 to 24 years;Not in formal education;2013 4th quarter;247;228;203;195;71;124;8;8;0;0;0;125;40;22;17;85;37;49;78;25;10.8;19;92.1;82.2
5164;Female;20 to 24 years;Not in formal education;2013;244;225;203;196;74;123;7;6;0;0;0;123;38;19;18;86;40;46;80;21;9.5;19;92.2;83.4
5165;Female;20 to 24 years;Not in formal education;2014 1st quarter;246;225;200;191;69;122;9;8;1;0;0;123;36;22;15;87;44;42;77;25;11.3;21;91.4;81.1
5166;Female;20 to 24 years;Not in formal education;2014 2nd quarter;226;206;183;177;64;113;6;6;0;0;0;106;30;18;12;76;42;34;77;23;11.1;20;91.3;81.1
5167;Female;20 to 24 years;Not in formal education;2014 3rd quarter;234;213;189;184;65;118;5;4;1;1;0;118;34;19;15;83;39;44;72;24;11.1;21;91.0;80.9
5168;Female;20 to 24 years;Not in formal education;2014 4th quarter;247;227;204;197;66;131;7;6;0;1;0;130;37;21;16;93;43;50;74;23;10.0;20;91.7;82.6
5169;Female;20 to 24 years;Not in formal education;2014;238;218;194;187;66;121;7;6;0;0;0;119;35;20;14;85;42;43;75;24;10.9;21;91.4;81.4
5170;Female;20 to 24 years;Not in formal education;2015 1st quarter;241;222;203;196;68;128;7;7;0;1;0;134;42;24;18;92;43;49;69;18;8.3;19;92.0;84.4
5171;Female;20 to 24 years;Not in formal education;2015 2nd quarter;226;210;193;186;67;120;6;5;0;1;0;119;35;17;17;84;37;47;74;17;8.1;16;92.9;85.4
5172;Female;20 to 24 years;Not in formal education;2015 3rd quarter;226;210;194;186;69;117;8;7;0;1;0;119;32;16;17;86;36;50;75;16;7.5;17;92.7;85.7
5173;Female;20 to 24 years;Not in formal education;2015 4th quarter;242;226;203;196;69;127;7;7;0;0;0;129;38;19;20;91;42;48;75;23;10.1;16;93.5;84.0
5174;Female;20 to 24 years;Not in formal education;2015;234;217;198;191;68;123;7;7;0;1;0;125;37;19;18;88;40;48;73;18;8.5;17;92.8;84.8
5175;Female;20 to 24 years;Not in formal education;2016 1st quarter;236;218;200;193;62;132;7;6;1;0;0;124;36;18;18;87;41;47;76;18;8.2;19;92.1;84.6
5176;Female;20 to 24 years;Not in formal education;2016 2nd quarter;225;208;194;189;63;126;6;5;0;1;0;124;34;17;17;90;42;48;70;14;6.7;16;92.7;86.5
5177;Female;20 to 24 years;Not in formal education;2016 3rd quarter;221;205;189;184;70;114;5;5;0;0;0;121;30;12;17;91;40;51;68;16;7.7;16;92.7;85.6
5178;Female;20 to 24 years;Not in formal education;2016 4th quarter;223;209;193;187;68;119;6;6;0;0;0;118;32;17;15;86;37;49;75;16;7.6;14;93.6;86.5
5179;Female;20 to 24 years;Not in formal education;2016;226;210;194;188;66;123;6;5;0;0;0;122;33;16;17;89;40;49;73;16;7.6;16;92.8;85.8
5180;Female;20 to 24 years;Not in formal education;2017 1st quarter;223;210;198;191;66;124;7;7;0;0;0;122;26;15;11;96;41;55;76;13;6.0;12;94.4;88.8
5181;Female;20 to 24 years;Not in formal education;2017 2nd quarter;212;198;188;182;62;120;6;6;0;0;0;115;27;13;14;88;37;51;72;11;5.4;14;93.4;88.4
5182;Female;20 to 24 years;Not in formal education;2017 3rd quarter;217;203;196;188;67;122;7;7;1;0;0;117;30;14;16;87;36;50;79;8;3.8;14;93.7;90.1
5183;Female;20 to 24 years;Not in formal education;2017 4th quarter;238;221;209;203;80;123;6;6;1;0;0;124;32;15;17;92;37;55;85;12;5.3;18;92.6;87.8
5184;Female;20 to 24 years;Not in formal education;2017;223;208;198;191;69;122;7;6;0;0;0;119;29;14;14;91;38;53;78;11;5.1;14;93.5;88.7
5185;Female;20 to 24 years;Not in formal education;2018 1st quarter;224;206;198;191;73;118;7;7;0;0;0;120;32;17;15;88;36;52;78;8;4.0;18;91.9;88.2
5186;Female;20 to 24 years;Not in formal education;2018 2nd quarter;218;199;189;183;76;108;5;5;0;0;0;107;19;10;10;88;35;53;81;10;5.1;20;91.0;86.4
5187;Female;20 to 24 years;Not in formal education;2018 3rd quarter;218;195;185;180;74;107;5;5;0;0;0;101;18;10;8;83;36;47;84;10;5.3;23;89.5;84.7
5188;Female;20 to 24 years;Not in formal education;2018 4th quarter;231;211;205;199;83;116;7;6;0;0;0;116;21;9;12;95;41;53;90;6;2.9;20;91.5;88.9
5189;Female;20 to 24 years;Not in formal education;2018;223;203;194;188;76;112;6;6;0;0;0;111;23;11;11;88;37;51;83;9;4.3;20;91.0;87.1
5190;Female;20 to 24 years;Not in formal education;2019 1st quarter;221;204;193;187;80;108;6;5;0;0;0;110;24;10;14;86;36;50;83;11;5.3;17;92.4;87.4
5191;Female;20 to 24 years;Not in formal education;2019 2nd quarter;213;194;187;180;81;99;7;7;0;0;0;101;20;11;9;80;30;51;86;7;3.4;19;90.9;87.8
5192;Female;20 to 24 years;Not in formal education;2019 3rd quarter;213;195;186;178;80;98;8;7;0;0;0;106;18;9;9;89;36;53;79;9;4.6;19;91.3;87.1
5193;Female;20 to 24 years;Not in formal education;2019 4th quarter;219;202;193;185;85;100;7;6;1;0;0;106;17;7;11;89;37;51;87;9;4.6;18;92.0;87.8
5194;Female;20 to 24 years;Not in formal education;2019;217;198;190;183;82;101;7;6;0;0;0;106;20;9;11;86;35;51;84;9;4.5;18;91.6;87.5
5195;Female;20 to 24 years;Not in formal education;2020 1st quarter;218;200;190;183;93;90;7;6;1;0;0;106;25;13;11;81;30;51;83;10;5.1;18;91.6;86.9
5196;Female;20 to 24 years;Not in formal education;2020 2nd quarter;205;187;171;166;84;82;5;4;1;0;0;98;26;12;14;72;32;40;72;17;8.8;18;91.1;83.0
5197;Female;20 to 24 years;Not in formal education;2020 3rd quarter;198;182;169;164;85;79;5;4;1;0;0;101;19;11;8;82;28;54;67;13;7.1;17;91.5;85.0
5198;Female;20 to 24 years;Not in formal education;2020 4th quarter;229;212;195;191;85;106;5;4;0;0;0;113;24;15;9;89;36;53;82;17;8.0;17;92.5;85.1
5199;Female;20 to 24 years;Not in formal education;2020;213;195;181;176;87;89;5;5;1;0;0;105;24;13;11;81;32;50;76;14;7.3;18;91.7;85.0
5200;Female;20 to 24 years;Not in formal education;2021 1st quarter;213;200;190;181;74;107;9;7;3;0;0;102;27;13;13;76;24;52;88;10;5.1;12;94.2;89.4
5201;Female;20 to 24 years;Not in formal education;2021 2nd quarter;190;174;168;158;66;92;10;9;1;0;0;87;18;7;11;69;19;50;81;7;3.8;15;91.9;88.4
5202;Female;20 to 24 years;Not in formal education;2021 3rd quarter;183;169;162;155;63;92;7;7;0;0;0;80;14;6;8;67;19;47;81;7;4.3;14;92.4;88.5
5203;Female;20 to 24 years;Not in formal education;2021 4th quarter;197;183;177;168;66;103;8;8;0;0;0;87;12;4;8;74;22;53;90;6;3.5;14;92.7;89.5
5204;Female;20 to 24 years;Not in formal education;2021;196;182;174;166;67;98;8;7;1;0;0;89;18;8;10;71;21;51;85;8;4.2;14;92.9;89.0
5205;Female;20 to 24 years;Not in formal education;2022 1st quarter;186;171;162;156;66;90;6;6;0;0;0;81;15;6;10;66;17;49;81;9;5.3;15;91.9;87.0
5206;Female;20 to 24 years;Not in formal education;2022 2nd quarter;196;180;172;165;72;93;7;6;0;0;0;88;18;6;13;69;19;50;84;8;4.5;16;91.6;87.5
5207;Female;20 to 24 years;Not in formal education;2022 3rd quarter;197;182;175;166;76;90;9;8;1;0;0;94;20;5;15;75;20;54;81;7;3.7;16;92.1;88.7
5208;Female;20 to 24 years;Not in formal education;2022 4th quarter;212;193;184;174;75;99;10;9;1;0;0;97;21;8;13;76;21;55;87;9;4.7;19;90.9;86.6
5209;Female;20 to 24 years;Not in formal education;2022;198;181;173;165;72;93;8;7;0;0;0;90;19;6;12;71;19;52;83;8;4.5;17;91.6;87.5
5210;Female;20 to 24 years;Not in formal education;2023 1st quarter;206;185;176;166;69;97;10;9;0;1;0;97;15;8;7;82;25;57;79;8;4.6;21;89.8;85.7
5211;Female;20 to 24 years;Not in formal education;2023 2nd quarter;203;183;173;164;68;96;9;8;0;0;0;85;14;6;8;72;26;46;87;11;5.8;20;90.1;84.9
5212;Female;20 to 24 years;Not in formal education;2023 3rd quarter;224;202;188;176;79;97;11;11;0;0;0;94;16;7;9;78;29;49;93;14;7.0;22;90.1;83.8
5213;Female;20 to 24 years;Not in formal education;2023 4th quarter;231;207;201;192;81;111;9;9;0;0;0;106;19;8;11;87;27;61;95;6;2.9;23;89.9;87.3
5214;Female;20 to 24 years;Not in formal education;2023;216;194;184;175;74;100;10;9;0;0;0;96;16;7;9;80;27;53;89;10;5.0;22;90.0;85.4
5215;Female;20 to 24 years;Not in formal education;2024 1st quarter;217;192;181;172;71;102;8;8;0;0;0;98;18;7;10;80;27;53;83;12;6.1;24;88.8;83.4
5216;Female;20 to 24 years;Not in formal education;2024 2nd quarter;215;191;178;169;68;100;10;10;0;0;0;103;20;9;11;83;25;59;75;12;6.5;24;88.8;83.0
5217;Female;20 to 24 years;Not in formal education;2024 3rd quarter;217;198;185;178;81;97;8;7;0;0;0;107;16;7;9;91;28;63;78;13;6.5;19;91.4;85.5
5218;Female;20 to 24 years;Not in formal education;2024 4th quarter;244;222;207;198;87;111;9;8;1;0;0;122;23;8;16;98;30;69;85;15;6.8;22;90.9;84.7
5219;Female;20 to 24 years;Not in formal education;2024;223;201;188;179;77;102;9;8;0;0;0;107;19;8;12;88;27;61;80;13;6.5;22;90.0;84.2
5220;Female;15 years;Total;2013 1st quarter;96;53;38;36;4;32;2;2;0;0;0;38;38;37;2;0;0;0;0;15;27.5;43;55.0;39.9
5221;Female;15 years;Total;2013 2nd quarter;97;57;38;36;3;33;1;1;0;0;0;38;37;36;1;1;0;0;0;19;33.2;40;58.6;39.1
5222;Female;15 years;Total;2013 3rd quarter;97;58;38;36;3;33;2;2;0;0;0;37;34;32;3;3;3;0;0;20;34.7;39;59.7;39.0
5223;Female;15 years;Total;2013 4th quarter;98;56;38;36;2;34;2;2;0;0;0;38;38;37;1;0;0;0;0;18;32.6;41;57.7;38.9
5224;Female;15 years;Total;2013;97;56;38;36;3;33;2;2;0;0;0;38;37;35;2;1;1;0;0;18;32.1;41;57.8;39.2
5225;Female;15 years;Total;2014 1st quarter;98;50;35;33;3;30;2;2;0;0;0;35;35;34;1;0;0;0;0;15;30.3;48;51.0;35.6
5226;Female;15 years;Total;2014 2nd quarter;98;53;36;34;3;31;2;2;0;0;0;36;36;34;2;0;0;0;0;17;32.2;45;54.0;36.6
5227;Female;15 years;Total;2014 3rd quarter;98;53;37;35;3;32;2;2;0;0;0;36;35;32;3;1;0;1;0;16;30.9;45;53.9;37.2
5228;Female;15 years;Total;2014 4th quarter;98;55;40;37;3;34;3;2;0;0;0;40;40;38;2;0;0;0;0;16;28.1;43;56.2;40.4
5229;Female;15 years;Total;2014;98;53;37;35;3;32;2;2;0;0;0;37;36;34;2;0;0;0;0;16;30.3;45;53.8;37.5
5230;Female;15 years;Total;2015 1st quarter;99;57;36;33;4;29;3;2;0;0;0;36;36;34;1;0;0;0;0;21;36.7;42;57.3;36.3
5231;Female;15 years;Total;2015 2nd quarter;100;60;42;39;4;35;3;3;0;0;0;42;42;40;2;0;0;0;0;18;29.6;40;60.2;42.4
5232;Female;15 years;Total;2015 3rd quarter;100;59;40;38;3;35;2;2;0;0;0;40;39;36;3;1;1;0;0;19;32.3;41;59.0;39.9
5233;Female;15 years;Total;2015 4th quarter;101;60;41;39;3;35;3;2;0;0;0;41;41;40;1;0;0;0;0;18;31.0;41;59.0;40.7
5234;Female;15 years;Total;2015;100;59;40;37;4;34;3;3;0;0;0;40;39;37;2;1;0;0;0;19;32.4;41;58.9;39.8
5235;Female;15 years;Total;2016 1st quarter;101;53;37;34;3;31;3;3;0;0;0;37;37;37;1;0;0;0;0;16;30.4;48;52.7;36.7
5236;Female;15 years;Total;2016 2nd quarter;101;62;43;41;2;39;2;2;0;0;0;42;42;39;3;0;0;0;0;19;30.9;39;61.0;42.2
5237;Female;15 years;Total;2016 3rd quarter;101;59;44;41;3;39;3;3;0;0;0;43;42;39;3;1;1;0;1;15;26.0;41;59.0;43.6
5238;Female;15 years;Total;2016 4th quarter;100;59;41;37;2;35;3;3;0;0;0;41;41;39;2;0;0;0;0;19;31.3;41;58.9;40.5
5239;Female;15 years;Total;2016;101;58;41;38;3;36;3;3;0;0;0;41;40;38;2;0;0;0;0;17;29.6;42;57.9;40.7
5240;Female;15 years;Total;2017 1st quarter;100;56;40;38;2;36;2;2;0;0;0;40;40;38;2;0;0;0;0;15;27.2;45;55.5;40.4
5241;Female;15 years;Total;2017 2nd quarter;100;57;40;38;3;35;2;2;0;0;0;40;39;37;2;1;1;0;0;16;28.9;43;57.0;40.5
5242;Female;15 years;Total;2017 3rd quarter;100;65;50;49;4;45;2;2;0;0;0;50;49;44;4;2;1;0;0;14;22.0;35;64.8;50.5
5243;Female;15 years;Total;2017 4th quarter;100;57;44;43;3;40;2;1;0;0;0;44;43;42;1;1;1;0;0;13;22.5;43;57.1;44.3
5244;Female;15 years;Total;2017;100;58;44;42;3;39;2;2;0;0;0;44;43;41;2;1;1;0;0;15;25.1;41;58.6;43.9
5245;Female;15 years;Total;2018 1st quarter;100;54;41;39;3;36;2;2;0;0;0;41;40;39;1;0;0;0;0;14;25.1;45;54.7;41.0
5246;Female;15 years;Total;2018 2nd quarter;100;61;48;45;2;43;3;3;0;0;0;48;46;42;4;1;1;0;0;13;21.7;39;61.1;47.8
5247;Female;15 years;Total;2018 3rd quarter;100;63;50;48;2;46;3;2;0;0;0;50;46;44;3;4;3;1;0;13;20.8;36;63.7;50.5
5248;Female;15 years;Total;2018 4th quarter;100;58;46;43;2;41;2;2;0;0;0;46;45;44;1;0;0;0;0;13;21.7;41;58.6;45.8
5249;Female;15 years;Total;2018;100;59;46;44;2;41;2;2;0;0;0;46;45;42;2;1;1;0;0;13;22.2;40;59.5;46.3
5250;Female;15 years;Total;2019 1st quarter;99;58;48;46;3;42;3;3;0;0;0;48;48;46;2;0;0;0;0;10;16.6;41;58.4;48.7
5251;Female;15 years;Total;2019 2nd quarter;98;60;50;48;3;45;3;3;0;0;0;50;50;47;3;0;0;0;0;10;16.4;38;61.2;51.2
5252;Female;15 years;Total;2019 3rd quarter;98;65;56;53;3;50;3;3;0;0;0;56;52;47;5;4;3;1;0;10;15.0;32;66.8;56.8
5253;Female;15 years;Total;2019 4th quarter;97;62;51;49;4;45;2;2;0;0;0;51;51;49;2;0;0;0;0;11;17.9;35;64.2;52.7
5254;Female;15 years;Total;2019;98;61;51;49;3;45;3;2;0;0;0;51;50;47;3;1;1;0;0;10;16.5;37;62.6;52.3
5255;Female;15 years;Total;2020 1st quarter;96;58;47;45;4;41;2;2;0;0;0;47;47;45;2;0;0;0;0;11;18.3;39;59.9;48.9
5256;Female;15 years;Total;2020 2nd quarter;96;55;46;44;3;41;2;2;0;0;0;46;45;42;3;1;0;0;0;9;16.1;41;57.3;48.0
5257;Female;15 years;Total;2020 3rd quarter;95;64;49;47;4;44;1;1;0;0;0;48;46;40;6;2;2;0;0;15;23.9;31;67.3;51.2
5258;Female;15 years;Total;2020 4th quarter;94;60;46;45;3;42;1;1;0;0;0;46;44;42;2;1;1;0;0;14;24.0;34;63.7;48.4
5259;Female;15 years;Total;2020;95;59;47;45;4;42;1;1;0;0;0;47;46;42;3;1;1;0;0;12;20.8;36;62.0;49.1
5260;Female;15 years;Total;2021 1st quarter;94;48;35;34;2;32;1;0;0;1;0;35;34;33;1;1;1;0;0;13;26.9;46;51.1;37.4
5261;Female;15 years;Total;2021 2nd quarter;93;56;38;37;2;36;1;0;0;1;0;38;36;31;4;2;2;0;0;18;32.0;37;60.2;41.0
5262;Female;15 years;Total;2021 3rd quarter;93;62;48;47;1;46;2;1;0;1;0;48;45;37;8;2;2;1;1;14;21.9;31;66.6;52.0
5263;Female;15 years;Total;2021 4th quarter;93;57;44;43;1;42;1;1;0;0;0;43;42;38;4;2;2;0;1;13;22.5;36;61.1;47.3
5264;Female;15 years;Total;2021;93;56;41;40;2;39;1;1;0;1;0;41;39;35;5;2;2;0;0;14;25.7;38;59.7;44.4
5265;Female;15 years;Total;2022 1st quarter;93;53;43;42;3;39;1;1;0;0;0;43;43;40;3;0;0;0;0;10;19.5;40;57.2;46.1
5266;Female;15 years;Total;2022 2nd quarter;94;64;51;50;3;47;1;1;0;0;0;51;50;42;9;1;0;0;0;13;20.1;30;68.0;54.3
5267;Female;15 years;Total;2022 3rd quarter;93;68;55;55;2;52;0;0;0;0;0;53;50;39;12;2;1;1;2;13;19.7;25;72.8;58.5
5268;Female;15 years;Total;2022 4th quarter;94;63;44;43;3;40;1;0;0;0;0;43;43;38;5;1;1;0;0;19;30.4;31;67.1;46.7
5269;Female;15 years;Total;2022;93;62;48;47;3;45;1;1;0;0;0;47;47;40;7;1;1;0;1;14;22.5;31;66.3;51.4
5270;Female;15 years;Total;2023 1st quarter;94;64;49;49;3;45;1;0;0;0;0;49;49;43;6;0;0;0;0;15;23.3;29;68.5;52.6
5271;Female;15 years;Total;2023 2nd quarter;94;71;55;55;3;52;0;0;0;0;0;55;54;49;5;1;0;0;0;16;23.1;22;76.1;58.5
5272;Female;15 years;Total;2023 3rd quarter;95;71;59;58;4;53;1;0;0;1;0;59;55;45;10;4;3;1;0;12;17.3;24;75.2;62.2
5273;Female;15 years;Total;2023 4th quarter;95;68;58;58;7;50;0;0;0;0;0;58;56;52;5;1;1;0;0;10;14.5;28;71.0;60.7
5274;Female;15 years;Total;2023;94;69;55;55;4;50;1;0;0;0;0;55;53;47;6;2;1;0;0;13;19.5;26;72.7;58.5
5275;Female;15 years;Total;2024 1st quarter;96;63;51;50;6;44;1;0;0;0;0;51;50;45;5;1;1;0;0;12;19.6;33;66.0;53.1
5276;Female;15 years;Total;2024 2nd quarter;96;62;48;48;5;43;0;0;0;0;0;47;45;40;5;2;2;0;1;14;22.1;34;64.5;50.2
5277;Female;15 years;Total;2024 3rd quarter;96;66;54;53;3;50;1;0;0;1;0;54;51;45;7;2;2;1;1;11;17.2;30;68.4;56.7
5278;Female;15 years;Total;2024 4th quarter;96;61;54;53;4;48;1;1;0;0;0;54;52;47;4;2;2;0;0;7;11.6;35;63.8;56.4
5279;Female;15 years;Total;2024;96;63;52;51;4;46;1;0;0;0;0;51;49;44;5;2;1;0;0;11;17.6;33;65.7;54.1
5280;Female;15 years;In formal education;2013 1st quarter;95;52;38;36;4;31;2;2;0;0;0;38;38;36;2;0;0;0;0;15;27.8;42;55.3;40.0
5281;Female;15 years;In formal education;2013 2nd quarter;96;56;38;36;3;33;1;1;0;0;0;37;37;35;1;1;0;0;0;19;33.1;39;58.8;39.3
5282;Female;15 years;In formal education;2013 3rd quarter;96;57;38;35;3;32;2;2;0;0;0;37;34;31;3;3;3;0;0;20;34.2;39;59.6;39.2
5283;Female;15 years;In formal education;2013 4th quarter;96;56;38;35;2;34;2;2;0;0;0;38;38;36;1;0;0;0;0;18;32.5;41;57.9;39.1
5284;Female;15 years;In formal education;2013;96;55;38;36;3;33;2;2;0;0;0;38;37;35;2;1;1;0;0;18;32.0;40;57.9;39.4
5285;Female;15 years;In formal education;2014 1st quarter;97;50;35;33;3;30;2;2;0;0;0;35;35;34;1;0;0;0;0;15;29.9;47;51.3;36.0
5286;Female;15 years;In formal education;2014 2nd quarter;97;53;36;34;3;31;2;2;0;0;0;36;35;34;2;0;0;0;0;17;32.4;44;54.4;36.8
5287;Female;15 years;In formal education;2014 3rd quarter;97;53;37;35;3;32;2;2;0;0;0;36;35;32;3;1;0;1;0;16;30.8;44;54.4;37.7
5288;Female;15 years;In formal education;2014 4th quarter;98;55;40;37;3;34;3;2;0;0;0;40;40;37;2;0;0;0;0;16;28.2;43;56.3;40.4
5289;Female;15 years;In formal education;2014;97;53;37;35;3;32;2;2;0;0;0;37;36;34;2;0;0;0;0;16;30.3;45;54.1;37.7
5290;Female;15 years;In formal education;2015 1st quarter;97;56;35;33;4;28;2;2;0;0;0;35;35;34;1;0;0;0;0;21;37.1;41;57.5;36.2
5291;Female;15 years;In formal education;2015 2nd quarter;99;60;42;39;4;35;3;3;0;0;0;42;42;40;2;0;0;0;0;18;29.7;39;60.5;42.5
5292;Female;15 years;In formal education;2015 3rd quarter;99;59;40;37;3;34;2;2;0;0;0;40;39;35;3;1;1;0;0;19;32.5;40;59.3;40.0
5293;Female;15 years;In formal education;2015 4th quarter;100;59;41;39;3;35;3;2;0;0;0;41;41;40;1;0;0;0;0;18;30.7;41;59.2;41.0
5294;Female;15 years;In formal education;2015;99;58;39;37;4;33;3;3;0;0;0;39;39;37;2;0;0;0;0;19;32.4;40;59.1;39.9
5295;Female;15 years;In formal education;2016 1st quarter;101;53;37;34;3;31;3;3;0;0;0;37;37;36;1;0;0;0;0;16;30.5;47;52.8;36.7
5296;Female;15 years;In formal education;2016 2nd quarter;100;61;42;40;2;38;2;2;0;0;0;42;42;38;3;0;0;0;0;19;31.1;38;61.4;42.3
5297;Female;15 years;In formal education;2016 3rd quarter;99;58;43;40;2;37;3;3;0;0;0;42;41;38;3;1;1;0;1;15;26.6;41;58.7;43.1
5298;Female;15 years;In formal education;2016 4th quarter;99;58;40;37;2;35;3;3;0;0;0;40;40;38;2;0;0;0;0;19;31.7;41;58.9;40.2
5299;Female;15 years;In formal education;2016;100;58;40;38;3;35;3;3;0;0;0;40;40;38;2;0;0;0;0;17;30.0;42;58.0;40.6
5300;Female;15 years;In formal education;2017 1st quarter;100;55;40;38;2;36;2;2;0;0;0;40;40;38;2;0;0;0;0;15;27.3;44;55.5;40.4
5301;Female;15 years;In formal education;2017 2nd quarter;99;57;40;38;3;35;2;2;0;0;0;40;39;37;2;1;1;0;0;16;29.0;42;57.1;40.6
5302;Female;15 years;In formal education;2017 3rd quarter;99;64;50;48;4;44;2;2;0;0;0;50;48;44;4;2;1;0;0;14;22.1;35;64.6;50.4
5303;Female;15 years;In formal education;2017 4th quarter;99;57;44;42;3;40;1;1;0;0;0;44;43;42;1;1;1;0;0;13;22.6;42;57.4;44.4
5304;Female;15 years;In formal education;2017;99;58;44;42;3;39;2;2;0;0;0;44;43;40;2;1;1;0;0;15;25.1;41;58.7;43.9
5305;Female;15 years;In formal education;2018 1st quarter;99;54;41;38;3;35;2;2;0;0;0;41;40;39;1;0;0;0;0;13;24.6;45;54.7;41.2
5306;Female;15 years;In formal education;2018 2nd quarter;98;60;47;44;2;42;3;3;0;0;0;47;46;42;4;1;1;0;0;13;21.9;38;61.4;48.0
5307;Female;15 years;In formal education;2018 3rd quarter;99;63;50;47;2;46;2;2;0;0;0;50;46;43;3;4;3;1;0;13;20.8;36;63.7;50.5
5308;Female;15 years;In formal education;2018 4th quarter;99;58;45;43;2;41;2;2;0;0;0;45;45;44;1;0;0;0;0;13;21.7;41;58.5;45.8
5309;Female;15 years;In formal education;2018;99;59;46;43;2;41;2;2;0;0;0;46;44;42;2;1;1;0;0;13;22.2;40;59.6;46.4
5310;Female;15 years;In formal education;2019 1st quarter;98;57;48;45;3;42;3;2;0;0;0;48;48;46;2;0;0;0;0;9;16.4;41;58.6;49.0
5311;Female;15 years;In formal education;2019 2nd quarter;96;60;50;47;3;44;3;3;0;0;0;50;49;46;3;0;0;0;0;10;16.6;37;62.0;51.7
5312;Female;15 years;In formal education;2019 3rd quarter;96;64;54;51;3;48;3;3;0;0;0;54;51;46;5;4;3;1;0;10;15.2;32;66.9;56.7
5313;Female;15 years;In formal education;2019 4th quarter;95;62;51;49;4;45;2;2;0;0;0;51;51;49;2;0;0;0;0;11;17.8;33;65.1;53.5
5314;Female;15 years;In formal education;2019;96;61;51;48;3;45;3;2;0;0;0;51;50;47;3;1;1;0;0;10;16.5;36;63.1;52.7
5315;Female;15 years;In formal education;2020 1st quarter;95;57;46;45;4;41;2;2;0;0;0;46;46;45;2;0;0;0;0;11;18.5;38;59.7;48.6
5316;Female;15 years;In formal education;2020 2nd quarter;95;55;46;44;3;41;2;2;0;0;0;45;45;42;3;1;0;0;0;9;16.2;40;57.4;48.1
5317;Female;15 years;In formal education;2020 3rd quarter;94;63;48;47;3;43;1;1;0;0;0;48;46;40;6;2;2;0;0;15;24.0;31;67.4;51.3
5318;Female;15 years;In formal education;2020 4th quarter;93;60;45;44;3;41;1;1;0;0;0;45;44;42;2;1;1;0;0;14;24.3;34;63.7;48.3
5319;Female;15 years;In formal education;2020;94;59;46;45;3;41;1;1;0;0;0;46;45;42;3;1;1;0;0;12;20.9;36;62.0;49.1
5320;Female;15 years;In formal education;2021 1st quarter;91;46;35;33;2;31;1;0;0;1;0;35;33;32;1;1;1;0;0;12;25.6;45;51.1;38.0
5321;Female;15 years;In formal education;2021 2nd quarter;91;54;36;35;2;34;1;0;0;1;0;36;34;29;4;2;2;0;0;18;33.0;37;59.3;39.8
5322;Female;15 years;In formal education;2021 3rd quarter;93;62;48;47;1;46;2;1;0;1;0;47;45;37;8;2;2;1;1;14;22.0;31;66.6;51.9
5323;Female;15 years;In formal education;2021 4th quarter;92;56;44;42;1;41;1;1;0;0;0;43;41;37;4;2;1;0;1;13;22.7;36;61.3;47.4
5324;Female;15 years;In formal education;2021;92;55;41;39;2;38;1;1;0;1;0;40;38;34;4;2;2;0;0;14;25.7;37;59.6;44.3
5325;Female;15 years;In formal education;2022 1st quarter;92;52;42;41;3;38;1;1;0;0;0;42;42;39;3;0;0;0;0;10;19.8;40;56.9;45.7
5326;Female;15 years;In formal education;2022 2nd quarter;92;63;50;49;3;46;1;1;0;0;0;50;49;41;9;1;0;0;0;13;20.1;29;68.3;54.6
5327;Female;15 years;In formal education;2022 3rd quarter;93;68;54;54;2;52;0;0;0;0;0;52;50;38;12;2;1;1;2;13;19.8;25;73.0;58.6
5328;Female;15 years;In formal education;2022 4th quarter;93;62;43;43;3;40;0;0;0;0;0;43;43;38;5;1;1;0;0;18;29.9;31;66.8;46.8
5329;Female;15 years;In formal education;2022;92;61;47;47;3;44;1;1;0;0;0;47;46;39;7;1;1;0;1;14;22.4;31;66.3;51.4
5330;Female;15 years;In formal education;2023 1st quarter;93;64;49;49;3;45;1;0;0;0;0;49;49;43;6;0;0;0;0;15;22.8;29;68.6;52.9
5331;Female;15 years;In formal education;2023 2nd quarter;93;71;55;54;3;52;0;0;0;0;0;54;54;49;5;1;0;0;0;16;23.1;21;76.9;59.1
5332;Female;15 years;In formal education;2023 3rd quarter;94;70;58;57;4;52;1;0;0;1;0;58;54;44;10;4;3;1;0;12;17.6;23;75.1;61.9
5333;Female;15 years;In formal education;2023 4th quarter;93;66;56;56;6;50;0;0;0;0;0;56;55;50;5;1;1;0;0;10;14.8;27;70.9;60.4
5334;Female;15 years;In formal education;2023;93;68;55;54;4;50;1;0;0;0;0;54;53;46;6;2;1;0;0;13;19.6;25;72.9;58.6
