ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
8156;Total domestic sectors;Households including NPISHs;Financial transactions;2015 2nd quarter;0.0;0.0;0.0;-763.0;1652.0;0.0;0.0
8157;Total domestic sectors;Households including NPISHs;Financial transactions;2015 3rd quarter;0.0;0.0;0.0;154.0;5070.0;0.0;0.0
8158;Total domestic sectors;Households including NPISHs;Financial transactions;2015 4th quarter;0.0;0.0;0.0;-196.0;2091.0;0.0;0.0
8159;Total domestic sectors;Households including NPISHs;Financial transactions;2015;0.0;0.0;0.0;-1122.0;10826.0;0.0;0.0
8160;Total domestic sectors;Households including NPISHs;Financial transactions;2016 1st quarter;0.0;0.0;0.0;-36.0;1485.0;0.0;0.0
8161;Total domestic sectors;Households including NPISHs;Financial transactions;2016 2nd quarter;0.0;0.0;0.0;-450.0;4664.0;0.0;0.0
8162;Total domestic sectors;Households including NPISHs;Financial transactions;2016 3rd quarter;0.0;0.0;0.0;-642.0;3509.0;0.0;0.0
8163;Total domestic sectors;Households including NPISHs;Financial transactions;2016 4th quarter;0.0;0.0;0.0;-1247.0;-575.0;0.0;0.0
8164;Total domestic sectors;Households including NPISHs;Financial transactions;2016;0.0;0.0;0.0;-2375.0;9083.0;0.0;0.0
8165;Total domestic sectors;Households including NPISHs;Financial transactions;2017 1st quarter;0.0;0.0;0.0;-437.0;1869.0;0.0;0.0
8166;Total domestic sectors;Households including NPISHs;Financial transactions;2017 2nd quarter;0.0;0.0;0.0;-490.0;3951.0;0.0;0.0
8167;Total domestic sectors;Households including NPISHs;Financial transactions;2017 3rd quarter;0.0;0.0;0.0;10.0;2410.0;0.0;0.0
8168;Total domestic sectors;Households including NPISHs;Financial transactions;2017 4th quarter;0.0;0.0;0.0;-38.0;2896.0;0.0;0.0
8169;Total domestic sectors;Households including NPISHs;Financial transactions;2017;0.0;0.0;0.0;-955.0;11126.0;0.0;0.0
8170;Total domestic sectors;Households including NPISHs;Total other changes;1999 1st quarter;0.0;;;-34.0;-498.0;;
8171;Total domestic sectors;Households including NPISHs;Total other changes;1999 2nd quarter;0.0;;;-17.0;-668.0;;
8172;Total domestic sectors;Households including NPISHs;Total other changes;1999 3rd quarter;0.0;;;8.0;-37.0;;
8173;Total domestic sectors;Households including NPISHs;Total other changes;1999 4th quarter;0.0;;;41.0;1271.0;;
8174;Total domestic sectors;Households including NPISHs;Total other changes;1999;0.0;;;-2.0;68.0;;
8175;Total domestic sectors;Households including NPISHs;Total other changes;2000 1st quarter;0.0;;;64.0;-1652.0;;
8176;Total domestic sectors;Households including NPISHs;Total other changes;2000 2nd quarter;0.0;;;87.0;-1022.0;;
8177;Total domestic sectors;Households including NPISHs;Total other changes;2000 3rd quarter;0.0;;;1206.0;548.0;;
8178;Total domestic sectors;Households including NPISHs;Total other changes;2000 4th quarter;0.0;;;-17.0;-2225.0;;
8179;Total domestic sectors;Households including NPISHs;Total other changes;2000;0.0;;;1340.0;-4351.0;;
8180;Total domestic sectors;Households including NPISHs;Total other changes;2001 1st quarter;0.0;;;-229.0;280.0;;
8181;Total domestic sectors;Households including NPISHs;Total other changes;2001 2nd quarter;0.0;;;-136.0;304.0;;
8182;Total domestic sectors;Households including NPISHs;Total other changes;2001 3rd quarter;0.0;;;39.0;303.0;;
8183;Total domestic sectors;Households including NPISHs;Total other changes;2001 4th quarter;0.0;;;306.0;303.0;;
8184;Total domestic sectors;Households including NPISHs;Total other changes;2001;0.0;;;-20.0;1190.0;;
8185;Total domestic sectors;Households including NPISHs;Total other changes;2002 1st quarter;0.0;;;-5.0;-882.0;;
8186;Total domestic sectors;Households including NPISHs;Total other changes;2002 2nd quarter;0.0;;;-5.0;76.0;;
8187;Total domestic sectors;Households including NPISHs;Total other changes;2002 3rd quarter;0.0;;;-5.0;150.0;;
8188;Total domestic sectors;Households including NPISHs;Total other changes;2002 4th quarter;0.0;;;-5.0;280.0;;
8189;Total domestic sectors;Households including NPISHs;Total other changes;2002;0.0;;;-20.0;-376.0;;
8190;Total domestic sectors;Households including NPISHs;Total other changes;2003 1st quarter;0.0;;;24.0;1001.0;;
8191;Total domestic sectors;Households including NPISHs;Total other changes;2003 2nd quarter;0.0;;;24.0;1103.0;;
8192;Total domestic sectors;Households including NPISHs;Total other changes;2003 3rd quarter;0.0;;;21.0;1114.0;;
8193;Total domestic sectors;Households including NPISHs;Total other changes;2003 4th quarter;0.0;;;23.0;1121.0;;
8194;Total domestic sectors;Households including NPISHs;Total other changes;2003;0.0;;;92.0;4339.0;;
8195;Total domestic sectors;Households including NPISHs;Total other changes;2004 1st quarter;0.0;;;-11.0;-404.0;;
8196;Total domestic sectors;Households including NPISHs;Total other changes;2004 2nd quarter;0.0;;;-11.0;-466.0;;
8197;Total domestic sectors;Households including NPISHs;Total other changes;2004 3rd quarter;0.0;;;-10.0;-506.0;;
8198;Total domestic sectors;Households including NPISHs;Total other changes;2004 4th quarter;0.0;;;-10.0;-523.0;;
8199;Total domestic sectors;Households including NPISHs;Total other changes;2004;0.0;;;-42.0;-1899.0;;
8200;Total domestic sectors;Households including NPISHs;Total other changes;2005 1st quarter;0.0;;;0.0;-147.0;;
8201;Total domestic sectors;Households including NPISHs;Total other changes;2005 2nd quarter;0.0;;;0.0;-122.0;;
8202;Total domestic sectors;Households including NPISHs;Total other changes;2005 3rd quarter;0.0;;;0.0;-75.0;;
8203;Total domestic sectors;Households including NPISHs;Total other changes;2005 4th quarter;0.0;;;0.0;-50.0;;
8204;Total domestic sectors;Households including NPISHs;Total other changes;2005;0.0;;;0.0;-394.0;;
8205;Total domestic sectors;Households including NPISHs;Total other changes;2006 1st quarter;0.0;;;140.0;780.0;;
8206;Total domestic sectors;Households including NPISHs;Total other changes;2006 2nd quarter;0.0;;;128.0;-201.0;;
8207;Total domestic sectors;Households including NPISHs;Total other changes;2006 3rd quarter;0.0;;;122.0;80.0;;
8208;Total domestic sectors;Households including NPISHs;Total other changes;2006 4th quarter;0.0;;;133.0;-131.0;;
8209;Total domestic sectors;Households including NPISHs;Total other changes;2006;0.0;;;523.0;528.0;;
8210;Total domestic sectors;Households including NPISHs;Total other changes;2007 1st quarter;0.0;;;0.0;-77.0;;
8211;Total domestic sectors;Households including NPISHs;Total other changes;2007 2nd quarter;0.0;;;0.0;-187.0;;
8212;Total domestic sectors;Households including NPISHs;Total other changes;2007 3rd quarter;0.0;;;1.0;62.0;;
8213;Total domestic sectors;Households including NPISHs;Total other changes;2007 4th quarter;0.0;;;-1.0;-51.0;;
8214;Total domestic sectors;Households including NPISHs;Total other changes;2007;0.0;;;0.0;-253.0;;
8215;Total domestic sectors;Households including NPISHs;Total other changes;2008 1st quarter;0.0;;;-5.0;77.0;;
8216;Total domestic sectors;Households including NPISHs;Total other changes;2008 2nd quarter;0.0;;;-11.0;-293.0;;
8217;Total domestic sectors;Households including NPISHs;Total other changes;2008 3rd quarter;0.0;;;29.0;127.0;;
8218;Total domestic sectors;Households including NPISHs;Total other changes;2008 4th quarter;0.0;;;161.0;2113.0;;
8219;Total domestic sectors;Households including NPISHs;Total other changes;2008;0.0;;;174.0;2024.0;;
8220;Total domestic sectors;Households including NPISHs;Total other changes;2009 1st quarter;0.0;;;-16.0;84.0;;
8221;Total domestic sectors;Households including NPISHs;Total other changes;2009 2nd quarter;0.0;;;-56.0;-123.0;;
8222;Total domestic sectors;Households including NPISHs;Total other changes;2009 3rd quarter;0.0;;;-45.0;91.0;;
8223;Total domestic sectors;Households including NPISHs;Total other changes;2009 4th quarter;0.0;;;-41.0;-401.0;;
8224;Total domestic sectors;Households including NPISHs;Total other changes;2009;0.0;;;-158.0;-349.0;;
8225;Total domestic sectors;Households including NPISHs;Total other changes;2010 1st quarter;0.0;0.0;0.0;-8.0;90.0;0.0;0.0
8226;Total domestic sectors;Households including NPISHs;Total other changes;2010 2nd quarter;0.0;0.0;0.0;3.0;39.0;0.0;0.0
8227;Total domestic sectors;Households including NPISHs;Total other changes;2010 3rd quarter;0.0;0.0;0.0;-126.0;-27.0;0.0;0.0
8228;Total domestic sectors;Households including NPISHs;Total other changes;2010 4th quarter;0.0;0.0;0.0;-40.0;-186.0;0.0;0.0
8229;Total domestic sectors;Households including NPISHs;Total other changes;2010;0.0;0.0;0.0;-171.0;-84.0;0.0;0.0
8230;Total domestic sectors;Households including NPISHs;Total other changes;2011 1st quarter;0.0;0.0;0.0;-123.0;-289.0;0.0;0.0
8231;Total domestic sectors;Households including NPISHs;Total other changes;2011 2nd quarter;0.0;0.0;0.0;-125.0;-53.0;0.0;0.0
8232;Total domestic sectors;Households including NPISHs;Total other changes;2011 3rd quarter;0.0;0.0;0.0;-61.0;44.0;0.0;0.0
8233;Total domestic sectors;Households including NPISHs;Total other changes;2011 4th quarter;0.0;0.0;0.0;-72.0;-171.0;0.0;0.0
8234;Total domestic sectors;Households including NPISHs;Total other changes;2011;0.0;0.0;0.0;-381.0;-469.0;0.0;0.0
8235;Total domestic sectors;Households including NPISHs;Total other changes;2012 1st quarter;0.0;0.0;0.0;-88.0;-916.0;0.0;0.0
8236;Total domestic sectors;Households including NPISHs;Total other changes;2012 2nd quarter;0.0;0.0;0.0;-45.0;-77.0;0.0;0.0
8237;Total domestic sectors;Households including NPISHs;Total other changes;2012 3rd quarter;0.0;0.0;0.0;-77.0;-31.0;0.0;0.0
8238;Total domestic sectors;Households including NPISHs;Total other changes;2012 4th quarter;0.0;0.0;0.0;-82.0;-99.0;0.0;0.0
8239;Total domestic sectors;Households including NPISHs;Total other changes;2012;0.0;0.0;0.0;-292.0;-1123.0;0.0;0.0
8240;Total domestic sectors;Households including NPISHs;Total other changes;2013 1st quarter;0.0;0.0;0.0;-56.0;-82.0;0.0;0.0
8241;Total domestic sectors;Households including NPISHs;Total other changes;2013 2nd quarter;0.0;0.0;0.0;-64.0;-60.0;0.0;0.0
8242;Total domestic sectors;Households including NPISHs;Total other changes;2013 3rd quarter;0.0;0.0;0.0;-77.0;-186.0;0.0;0.0
8243;Total domestic sectors;Households including NPISHs;Total other changes;2013 4th quarter;0.0;0.0;0.0;-68.0;-166.0;0.0;0.0
8244;Total domestic sectors;Households including NPISHs;Total other changes;2013;0.0;0.0;0.0;-265.0;-494.0;0.0;0.0
8245;Total domestic sectors;Households including NPISHs;Total other changes;2014 1st quarter;0.0;0.0;0.0;-44.0;7.0;0.0;0.0
8246;Total domestic sectors;Households including NPISHs;Total other changes;2014 2nd quarter;0.0;0.0;0.0;-101.0;-46.0;0.0;0.0
8247;Total domestic sectors;Households including NPISHs;Total other changes;2014 3rd quarter;0.0;0.0;0.0;-47.0;0.0;0.0;0.0
8248;Total domestic sectors;Households including NPISHs;Total other changes;2014 4th quarter;0.0;0.0;0.0;1065.0;2901.0;0.0;0.0
8249;Total domestic sectors;Households including NPISHs;Total other changes;2014;0.0;0.0;0.0;873.0;2862.0;0.0;0.0
8250;Total domestic sectors;Households including NPISHs;Total other changes;2015 1st quarter;0.0;0.0;0.0;-28.0;149.0;0.0;0.0
8251;Total domestic sectors;Households including NPISHs;Total other changes;2015 2nd quarter;0.0;0.0;0.0;-75.0;-13.0;0.0;0.0
8252;Total domestic sectors;Households including NPISHs;Total other changes;2015 3rd quarter;0.0;0.0;0.0;-66.0;-331.0;0.0;0.0
8253;Total domestic sectors;Households including NPISHs;Total other changes;2015 4th quarter;0.0;0.0;0.0;-97.0;-42.0;0.0;0.0
8254;Total domestic sectors;Households including NPISHs;Total other changes;2015;0.0;0.0;0.0;-266.0;-237.0;0.0;0.0
8255;Total domestic sectors;Households including NPISHs;Total other changes;2016 1st quarter;0.0;0.0;0.0;-72.0;213.0;0.0;0.0
8256;Total domestic sectors;Households including NPISHs;Total other changes;2016 2nd quarter;0.0;0.0;0.0;-80.0;77.0;0.0;0.0
8257;Total domestic sectors;Households including NPISHs;Total other changes;2016 3rd quarter;0.0;0.0;0.0;-74.0;434.0;0.0;0.0
8258;Total domestic sectors;Households including NPISHs;Total other changes;2016 4th quarter;0.0;0.0;0.0;-71.0;-383.0;0.0;0.0
8259;Total domestic sectors;Households including NPISHs;Total other changes;2016;0.0;0.0;0.0;-297.0;341.0;0.0;0.0
8260;Total domestic sectors;Households including NPISHs;Total other changes;2017 1st quarter;0.0;0.0;0.0;-68.0;-145.0;0.0;0.0
8261;Total domestic sectors;Households including NPISHs;Total other changes;2017 2nd quarter;0.0;0.0;0.0;-47.0;-110.0;0.0;0.0
8262;Total domestic sectors;Households including NPISHs;Total other changes;2017 3rd quarter;0.0;0.0;0.0;-50.0;-110.0;0.0;0.0
8263;Total domestic sectors;Households including NPISHs;Total other changes;2017 4th quarter;0.0;0.0;0.0;-65.0;-13.0;0.0;0.0
8264;Total domestic sectors;Households including NPISHs;Total other changes;2017;0.0;0.0;0.0;-230.0;-378.0;0.0;0.0
8265;Total domestic sectors;Households including NPISHs;Price changes and revaluations;1999 1st quarter;;;;;;;
8266;Total domestic sectors;Households including NPISHs;Price changes and revaluations;1999 2nd quarter;;;;;;;
8267;Total domestic sectors;Households including NPISHs;Price changes and revaluations;1999 3rd quarter;;;;;;;
8268;Total domestic sectors;Households including NPISHs;Price changes and revaluations;1999 4th quarter;;;;;;;
8269;Total domestic sectors;Households including NPISHs;Price changes and revaluations;1999;;;;;;;
8270;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2000 1st quarter;;;;;;;
8271;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2000 2nd quarter;;;;;;;
8272;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2000 3rd quarter;;;;;;;
8273;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2000 4th quarter;;;;;;;
8274;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2000;;;;;;;
8275;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2001 1st quarter;;;;;;;
8276;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2001 2nd quarter;;;;;;;
8277;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2001 3rd quarter;;;;;;;
8278;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2001 4th quarter;;;;;;;
8279;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2001;;;;;;;
8280;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2002 1st quarter;;;;;;;
8281;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2002 2nd quarter;;;;;;;
8282;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2002 3rd quarter;;;;;;;
8283;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2002 4th quarter;;;;;;;
8284;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2002;;;;;;;
8285;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2003 1st quarter;;;;;;;
8286;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2003 2nd quarter;;;;;;;
8287;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2003 3rd quarter;;;;;;;
8288;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2003 4th quarter;;;;;;;
8289;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2003;;;;;;;
8290;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2004 1st quarter;;;;;;;
8291;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2004 2nd quarter;;;;;;;
8292;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2004 3rd quarter;;;;;;;
8293;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2004 4th quarter;;;;;;;
8294;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2004;;;;;;;
8295;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2005 1st quarter;;;;;;;
8296;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2005 2nd quarter;;;;;;;
8297;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2005 3rd quarter;;;;;;;
8298;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2005 4th quarter;;;;;;;
8299;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2005;;;;;;;
8300;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2006 1st quarter;;;;;;;
8301;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2006 2nd quarter;;;;;;;
8302;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2006 3rd quarter;;;;;;;
8303;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2006 4th quarter;;;;;;;
8304;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2006;;;;;;;
8305;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2007 1st quarter;;;;;;;
8306;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2007 2nd quarter;;;;;;;
8307;Total domestic sectors;Households including NPISHs;Price changes and revaluations;2007 3rd quarter;;;;;;;
