ID;Population;Sex;PersonalCharacteristics;TravelMotives;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
7838;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2020;;;;;;
7839;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2021;;;;;;
7840;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2022;;;;;;
7841;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2023;;;;;;
7842;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2018;;;;;;
7843;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2019;;;;;;
7844;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2020;;;;;;
7845;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2021;;;;;;
7846;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2022;;;;;;
7847;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Flevoland (PV);2023;;;;;;
7848;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2018;0.31;;4.12;111.0;;25.0
7849;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2019;;;;;;
7850;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2020;;;;;;
7851;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2021;;;;;;
7852;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2022;;;;;;
7853;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Gelderland (PV);2023;;;;;;
7854;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2018;;;;;;
7855;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2019;;;;;;
7856;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2020;0.23;;;85.0;;
7857;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2021;0.23;;2.69;84.0;;16.4
7858;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2022;0.21;;;77.0;;
7859;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Utrecht (PV);2023;0.2;;2.84;74.0;;17.3
7860;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.2;0.98;3.32;73.0;357.0;20.2
7861;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.21;;3.19;76.0;;19.4
7862;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2020;;;;;;
7863;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.19;;;70.0;;
7864;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2022;;;;;;
7865;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Holland (PV);2023;;;;;;
7866;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.21;1.19;2.98;75.0;434.0;18.1
7867;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.14;;2.42;53.0;;14.7
7868;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.17;;;61.0;;
7869;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.19;;4.5;69.0;;27.4
7870;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.2;;3.96;73.0;;24.1
7871;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.17;0.8;3.76;64.0;293.0;22.9
7872;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2018;;;;;;
7873;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2019;;;;;;
7874;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2020;;;;;;
7875;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2021;;;;;;
7876;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2022;;;;;;
7877;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zeeland (PV);2023;;;;;;
7878;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;0.17;;2.7;63.0;;16.4
7879;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;;;;;;
7880;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;;;;;;
7881;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;0.24;;3.84;86.0;;23.4
7882;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;;;;;;
7883;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;;;;;;
7884;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2018;;;;;;
7885;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2019;;;;;;
7886;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2020;;;;;;
7887;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2021;;;;;;
7888;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2022;;;;;;
7889;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Limburg (PV);2023;;;;;;
7890;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2018;0.22;0.8;2.92;80.0;291.0;17.7
7891;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2019;0.16;;2.49;59.0;;15.1
7892;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2020;0.17;;;63.0;;
7893;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2021;0.17;1.23;3.89;61.0;448.0;23.6
7894;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2022;0.17;1.38;3.81;63.0;504.0;23.2
7895;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Extremely urbanised;2023;0.17;;3.71;61.0;;22.5
7896;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2018;0.2;1.4;2.71;73.0;510.0;16.5
7897;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2019;0.2;0.86;2.82;74.0;312.0;17.2
7898;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2020;0.17;;5.32;63.0;;32.5
7899;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2021;0.21;;4.17;76.0;;25.4
7900;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2022;0.18;0.73;3.26;65.0;267.0;19.9
7901;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Strongly urbanised;2023;0.17;;2.6;61.0;;15.8
7902;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2018;0.23;2.12;4.21;83.0;773.0;25.6
7903;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2019;0.23;1.19;3.9;85.0;435.0;23.7
7904;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2020;0.22;;3.85;80.0;;23.5
7905;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2021;0.23;1.45;3.13;84.0;530.0;19.0
7906;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2022;0.31;;7.53;112.0;;45.8
7907;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Moderately urbanised;2023;0.22;;5.38;82.0;;32.7
7908;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2018;0.2;;4.13;75.0;;25.1
7909;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2019;0.21;;3.0;75.0;;18.2
7910;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2020;0.22;;3.75;80.0;;22.9
7911;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2021;0.29;;4.81;106.0;;29.3
7912;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2022;0.23;;;83.0;;
7913;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Hardly urbanised;2023;0.22;;2.63;82.0;;16.0
7914;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2018;;;;;;
7915;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2019;;;;;;
7916;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2020;;;;;;
7917;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2021;;;;;;
7918;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2022;;;;;;
7919;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Not urbanised;2023;;;;;;
7920;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2018;2.73;23.27;69.02;996.0;8495.0;419.9
7921;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2019;2.64;23.59;69.31;962.0;8612.0;421.6
7922;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2020;2.11;15.58;53.97;770.0;5701.0;329.2
7923;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2021;2.35;17.91;65.39;858.0;6536.0;397.8
7924;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2022;2.61;20.17;67.06;954.0;7363.0;408.0
7925;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;The Netherlands;2023;2.65;22.1;68.62;969.0;8067.0;417.4
7926;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2018;2.9;30.07;83.75;1060.0;10974.0;509.5
7927;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2019;2.65;37.95;91.65;966.0;13851.0;557.6
7928;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2020;2.16;17.84;55.0;791.0;6529.0;335.5
7929;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2021;2.24;23.28;72.62;818.0;8496.0;441.8
7930;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2022;2.56;27.06;73.31;934.0;9878.0;445.9
7931;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Noord-Nederland (LD);2023;2.68;28.34;69.78;978.0;10343.0;424.5
7932;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2018;2.69;22.35;64.51;980.0;8157.0;392.4
7933;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2019;2.74;23.76;67.28;1001.0;8671.0;409.3
7934;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2020;2.15;15.54;54.5;785.0;5688.0;332.5
7935;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2021;2.46;19.12;65.83;898.0;6977.0;400.5
7936;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2022;2.81;20.14;66.46;1025.0;7351.0;404.3
7937;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;Oost-Nederland (LD);2023;2.68;21.33;66.71;976.0;7787.0;405.8
7938;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;West-Nederland (LD);2018;2.7;21.97;67.55;986.0;8017.0;410.9
7939;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;West-Nederland (LD);2019;2.62;22.09;67.79;957.0;8063.0;412.4
7940;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;West-Nederland (LD);2020;2.06;14.9;54.22;754.0;5455.0;330.7
7941;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;West-Nederland (LD);2021;2.35;16.86;66.3;857.0;6154.0;403.3
7942;Population 6 years or older;Total male and female;Age: 12 to 17 years;Total;Value;West-Nederland (LD);2022;2.56;19.25;67.32;934.0;7027.0;409.5
