ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
3792;HP71: Providers occupational health care;Total financing of residents;2008;826.0
3793;HP71: Providers occupational health care;Total financing of residents;2009;797.0
3794;HP71: Providers occupational health care;Total financing of residents;2010;815.0
3795;HP71: Providers occupational health care;Total financing of residents;2011;689.0
3796;HP71: Providers occupational health care;Total financing of residents;2012;634.0
3797;HP71: Providers occupational health care;Total financing of residents;2013;590.0
3798;HP71: Providers occupational health care;HF1: General government;2005;144.0
3799;HP71: Providers occupational health care;HF1: General government;2006;122.0
3800;HP71: Providers occupational health care;HF1: General government;2007;159.0
3801;HP71: Providers occupational health care;HF1: General government;2008;195.0
3802;HP71: Providers occupational health care;HF1: General government;2009;186.0
3803;HP71: Providers occupational health care;HF1: General government;2010;190.0
3804;HP71: Providers occupational health care;HF1: General government;2011;159.0
3805;HP71: Providers occupational health care;HF1: General government;2012;146.0
3806;HP71: Providers occupational health care;HF1: General government;2013;136.0
3807;HP71: Providers occupational health care;HF11: Government excl. social security;2005;144.0
3808;HP71: Providers occupational health care;HF11: Government excl. social security;2006;122.0
3809;HP71: Providers occupational health care;HF11: Government excl. social security;2007;159.0
3810;HP71: Providers occupational health care;HF11: Government excl. social security;2008;195.0
3811;HP71: Providers occupational health care;HF11: Government excl. social security;2009;186.0
3812;HP71: Providers occupational health care;HF11: Government excl. social security;2010;190.0
3813;HP71: Providers occupational health care;HF11: Government excl. social security;2011;159.0
3814;HP71: Providers occupational health care;HF11: Government excl. social security;2012;146.0
3815;HP71: Providers occupational health care;HF11: Government excl. social security;2013;136.0
3816;HP71: Providers occupational health care;HF12: Social security funds;2005;0.0
3817;HP71: Providers occupational health care;HF12: Social security funds;2006;0.0
3818;HP71: Providers occupational health care;HF12: Social security funds;2007;0.0
3819;HP71: Providers occupational health care;HF12: Social security funds;2008;0.0
3820;HP71: Providers occupational health care;HF12: Social security funds;2009;0.0
3821;HP71: Providers occupational health care;HF12: Social security funds;2010;0.0
3822;HP71: Providers occupational health care;HF12: Social security funds;2011;0.0
3823;HP71: Providers occupational health care;HF12: Social security funds;2012;0.0
3824;HP71: Providers occupational health care;HF12: Social security funds;2013;0.0
3825;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2005;0.0
3826;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2006;0.0
3827;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2007;0.0
3828;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2008;0.0
3829;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2009;0.0
3830;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2010;0.0
3831;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2011;0.0
3832;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2012;0.0
3833;HP71: Providers occupational health care;HF121a: Exceptional Medical Expenses Act;2013;0.0
3834;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2005;0.0
3835;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2006;
3836;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2007;
3837;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2008;
3838;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2009;
3839;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2010;
3840;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2011;
3841;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2012;
3842;HP71: Providers occupational health care;HF121b: Health Insurance Fund;2013;
3843;HP71: Providers occupational health care;HF122: Health care insurance act;2005;
3844;HP71: Providers occupational health care;HF122: Health care insurance act;2006;0.0
3845;HP71: Providers occupational health care;HF122: Health care insurance act;2007;0.0
3846;HP71: Providers occupational health care;HF122: Health care insurance act;2008;0.0
3847;HP71: Providers occupational health care;HF122: Health care insurance act;2009;0.0
3848;HP71: Providers occupational health care;HF122: Health care insurance act;2010;0.0
3849;HP71: Providers occupational health care;HF122: Health care insurance act;2011;0.0
3850;HP71: Providers occupational health care;HF122: Health care insurance act;2012;0.0
3851;HP71: Providers occupational health care;HF122: Health care insurance act;2013;0.0
3852;HP71: Providers occupational health care;HF2: Private sector;2005;717.0
3853;HP71: Providers occupational health care;HF2: Private sector;2006;629.0
3854;HP71: Providers occupational health care;HF2: Private sector;2007;643.0
3855;HP71: Providers occupational health care;HF2: Private sector;2008;631.0
3856;HP71: Providers occupational health care;HF2: Private sector;2009;611.0
3857;HP71: Providers occupational health care;HF2: Private sector;2010;624.0
3858;HP71: Providers occupational health care;HF2: Private sector;2011;530.0
3859;HP71: Providers occupational health care;HF2: Private sector;2012;488.0
3860;HP71: Providers occupational health care;HF2: Private sector;2013;454.0
3861;HP71: Providers occupational health care;HF21: Private social insurance;2005;0.0
3862;HP71: Providers occupational health care;HF21: Private social insurance;2006;
3863;HP71: Providers occupational health care;HF21: Private social insurance;2007;
3864;HP71: Providers occupational health care;HF21: Private social insurance;2008;
3865;HP71: Providers occupational health care;HF21: Private social insurance;2009;
3866;HP71: Providers occupational health care;HF21: Private social insurance;2010;
3867;HP71: Providers occupational health care;HF21: Private social insurance;2011;
3868;HP71: Providers occupational health care;HF21: Private social insurance;2012;
3869;HP71: Providers occupational health care;HF21: Private social insurance;2013;
3870;HP71: Providers occupational health care;HF22: Private insurance;2005;0.0
3871;HP71: Providers occupational health care;HF22: Private insurance;2006;0.0
3872;HP71: Providers occupational health care;HF22: Private insurance;2007;0.0
3873;HP71: Providers occupational health care;HF22: Private insurance;2008;0.0
3874;HP71: Providers occupational health care;HF22: Private insurance;2009;0.0
3875;HP71: Providers occupational health care;HF22: Private insurance;2010;0.0
3876;HP71: Providers occupational health care;HF22: Private insurance;2011;0.0
3877;HP71: Providers occupational health care;HF22: Private insurance;2012;0.0
3878;HP71: Providers occupational health care;HF22: Private insurance;2013;0.0
3879;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2005;8.0
3880;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2006;7.0
3881;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2007;10.0
3882;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2008;8.0
3883;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2009;7.0
3884;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2010;7.0
3885;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2011;6.0
3886;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2012;6.0
3887;HP71: Providers occupational health care;HF23: Out-of-pocket expenditure;2013;5.0
3888;HP71: Providers occupational health care;HF24: Non-profit institutions;2005;91.0
3889;HP71: Providers occupational health care;HF24: Non-profit institutions;2006;79.0
3890;HP71: Providers occupational health care;HF24: Non-profit institutions;2007;79.0
3891;HP71: Providers occupational health care;HF24: Non-profit institutions;2008;77.0
3892;HP71: Providers occupational health care;HF24: Non-profit institutions;2009;73.0
3893;HP71: Providers occupational health care;HF24: Non-profit institutions;2010;75.0
3894;HP71: Providers occupational health care;HF24: Non-profit institutions;2011;63.0
3895;HP71: Providers occupational health care;HF24: Non-profit institutions;2012;58.0
3896;HP71: Providers occupational health care;HF24: Non-profit institutions;2013;54.0
3897;HP71: Providers occupational health care;HF25: Enterprises;2005;619.0
3898;HP71: Providers occupational health care;HF25: Enterprises;2006;544.0
3899;HP71: Providers occupational health care;HF25: Enterprises;2007;554.0
3900;HP71: Providers occupational health care;HF25: Enterprises;2008;546.0
3901;HP71: Providers occupational health care;HF25: Enterprises;2009;530.0
3902;HP71: Providers occupational health care;HF25: Enterprises;2010;542.0
3903;HP71: Providers occupational health care;HF25: Enterprises;2011;461.0
3904;HP71: Providers occupational health care;HF25: Enterprises;2012;425.0
3905;HP71: Providers occupational health care;HF25: Enterprises;2013;395.0
3906;HP71: Providers occupational health care;"Rest of the world; exports";2005;0.0
3907;HP71: Providers occupational health care;"Rest of the world; exports";2006;0.0
3908;HP71: Providers occupational health care;"Rest of the world; exports";2007;0.0
3909;HP71: Providers occupational health care;"Rest of the world; exports";2008;0.0
3910;HP71: Providers occupational health care;"Rest of the world; exports";2009;0.0
3911;HP71: Providers occupational health care;"Rest of the world; exports";2010;0.0
3912;HP71: Providers occupational health care;"Rest of the world; exports";2011;0.0
3913;HP71: Providers occupational health care;"Rest of the world; exports";2012;0.0
3914;HP71: Providers occupational health care;"Rest of the world; exports";2013;0.0
3915;HP79: Secondary producers of health care;Total financing of health & social care;2005;243.0
3916;HP79: Secondary producers of health care;Total financing of health & social care;2006;415.0
3917;HP79: Secondary producers of health care;Total financing of health & social care;2007;469.0
3918;HP79: Secondary producers of health care;Total financing of health & social care;2008;524.0
3919;HP79: Secondary producers of health care;Total financing of health & social care;2009;570.0
3920;HP79: Secondary producers of health care;Total financing of health & social care;2010;628.0
3921;HP79: Secondary producers of health care;Total financing of health & social care;2011;644.0
3922;HP79: Secondary producers of health care;Total financing of health & social care;2012;696.0
3923;HP79: Secondary producers of health care;Total financing of health & social care;2013;702.0
3924;HP79: Secondary producers of health care;Total financing of residents;2005;243.0
3925;HP79: Secondary producers of health care;Total financing of residents;2006;415.0
3926;HP79: Secondary producers of health care;Total financing of residents;2007;469.0
3927;HP79: Secondary producers of health care;Total financing of residents;2008;524.0
3928;HP79: Secondary producers of health care;Total financing of residents;2009;570.0
3929;HP79: Secondary producers of health care;Total financing of residents;2010;628.0
3930;HP79: Secondary producers of health care;Total financing of residents;2011;644.0
3931;HP79: Secondary producers of health care;Total financing of residents;2012;696.0
3932;HP79: Secondary producers of health care;Total financing of residents;2013;702.0
3933;HP79: Secondary producers of health care;HF1: General government;2005;211.0
3934;HP79: Secondary producers of health care;HF1: General government;2006;415.0
3935;HP79: Secondary producers of health care;HF1: General government;2007;469.0
3936;HP79: Secondary producers of health care;HF1: General government;2008;524.0
3937;HP79: Secondary producers of health care;HF1: General government;2009;570.0
