ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
9279;Total domestic sectors;General government;Other changes;2004;10.0;;;1.0;27.0;;;
9280;Total domestic sectors;General government;Other changes;2005 1st quarter;0.0;;;0.0;-200.0;;;
9281;Total domestic sectors;General government;Other changes;2005 2nd quarter;0.0;;;0.0;-199.0;;;
9282;Total domestic sectors;General government;Other changes;2005 3rd quarter;0.0;;;1.0;-199.0;;;
9283;Total domestic sectors;General government;Other changes;2005 4th quarter;0.0;;;0.0;-200.0;;;
9284;Total domestic sectors;General government;Other changes;2005;0.0;;;1.0;-798.0;;;
9285;Total domestic sectors;General government;Other changes;2006 1st quarter;0.0;;;-2209.0;-105.0;;;
9286;Total domestic sectors;General government;Other changes;2006 2nd quarter;0.0;;;-75.0;-13.0;;;
9287;Total domestic sectors;General government;Other changes;2006 3rd quarter;0.0;;;-77.0;-13.0;;;
9288;Total domestic sectors;General government;Other changes;2006 4th quarter;0.0;;;-79.0;-13.0;;;
9289;Total domestic sectors;General government;Other changes;2006;0.0;;;-2440.0;-144.0;;;
9290;Total domestic sectors;General government;Other changes;2007 1st quarter;0.0;;;0.0;-171.0;;;
9291;Total domestic sectors;General government;Other changes;2007 2nd quarter;0.0;;;0.0;1.0;;;
9292;Total domestic sectors;General government;Other changes;2007 3rd quarter;0.0;;;0.0;1.0;;;
9293;Total domestic sectors;General government;Other changes;2007 4th quarter;0.0;;;1.0;0.0;;;
9294;Total domestic sectors;General government;Other changes;2007;0.0;;;1.0;-169.0;;;
9295;Total domestic sectors;General government;Other changes;2008 1st quarter;0.0;;;1.0;2.0;;;
9296;Total domestic sectors;General government;Other changes;2008 2nd quarter;0.0;;;1.0;2.0;;;
9297;Total domestic sectors;General government;Other changes;2008 3rd quarter;0.0;;;0.0;1.0;;;
9298;Total domestic sectors;General government;Other changes;2008 4th quarter;0.0;;;1.0;2.0;;;
9299;Total domestic sectors;General government;Other changes;2008;0.0;;;3.0;7.0;;;
9300;Total domestic sectors;General government;Other changes;2009 1st quarter;0.0;;;0.0;-11.0;;;
9301;Total domestic sectors;General government;Other changes;2009 2nd quarter;0.0;;;1.0;-10.0;;;
9302;Total domestic sectors;General government;Other changes;2009 3rd quarter;0.0;;;0.0;-10.0;;;
9303;Total domestic sectors;General government;Other changes;2009 4th quarter;0.0;;;0.0;-10.0;;;
9304;Total domestic sectors;General government;Other changes;2009;0.0;;;1.0;-41.0;;;
9305;Total domestic sectors;General government;Other changes;2010 1st quarter;0.0;0.0;1729.0;3.0;-9.0;0.0;0.0;0.0
9306;Total domestic sectors;General government;Other changes;2010 2nd quarter;0.0;0.0;2150.0;3.0;8.0;0.0;0.0;0.0
9307;Total domestic sectors;General government;Other changes;2010 3rd quarter;0.0;0.0;1729.0;2.0;7.0;0.0;0.0;0.0
9308;Total domestic sectors;General government;Other changes;2010 4th quarter;0.0;0.0;-3031.0;2.0;8.0;0.0;0.0;0.0
9309;Total domestic sectors;General government;Other changes;2010;0.0;0.0;2577.0;10.0;14.0;0.0;0.0;0.0
9310;Total domestic sectors;General government;Other changes;2011 1st quarter;0.0;16.0;-3087.0;16.0;7.0;0.0;0.0;0.0
9311;Total domestic sectors;General government;Other changes;2011 2nd quarter;0.0;4.0;1081.0;15.0;9.0;0.0;0.0;0.0
9312;Total domestic sectors;General government;Other changes;2011 3rd quarter;0.0;4.0;7910.0;16.0;9.0;0.0;0.0;0.0
9313;Total domestic sectors;General government;Other changes;2011 4th quarter;0.0;-1.0;1795.0;9.0;8.0;0.0;0.0;0.0
9314;Total domestic sectors;General government;Other changes;2011;0.0;23.0;7699.0;56.0;33.0;0.0;0.0;0.0
9315;Total domestic sectors;General government;Other changes;2012 1st quarter;0.0;0.0;-1818.0;-42.0;-342.0;0.0;0.0;0.0
9316;Total domestic sectors;General government;Other changes;2012 2nd quarter;0.0;0.0;1320.0;-41.0;319.0;0.0;0.0;0.0
9317;Total domestic sectors;General government;Other changes;2012 3rd quarter;0.0;0.0;2372.0;-42.0;-186.0;0.0;0.0;0.0
9318;Total domestic sectors;General government;Other changes;2012 4th quarter;0.0;-2.0;2456.0;-42.0;-269.0;0.0;0.0;0.0
9319;Total domestic sectors;General government;Other changes;2012;0.0;-2.0;4330.0;-167.0;-478.0;0.0;0.0;0.0
9320;Total domestic sectors;General government;Other changes;2013 1st quarter;0.0;53.0;-2020.0;17.0;268.0;0.0;0.0;0.0
9321;Total domestic sectors;General government;Other changes;2013 2nd quarter;0.0;0.0;-2924.0;1.0;-88.0;0.0;0.0;0.0
9322;Total domestic sectors;General government;Other changes;2013 3rd quarter;0.0;0.0;-1222.0;0.0;-230.0;0.0;0.0;0.0
9323;Total domestic sectors;General government;Other changes;2013 4th quarter;0.0;0.0;-404.0;4455.0;-42.0;0.0;0.0;0.0
9324;Total domestic sectors;General government;Other changes;2013;0.0;53.0;-6570.0;4473.0;-92.0;0.0;0.0;0.0
9325;Total domestic sectors;General government;Other changes;2014 1st quarter;0.0;0.0;4101.0;-102.0;11.0;0.0;0.0;0.0
9326;Total domestic sectors;General government;Other changes;2014 2nd quarter;0.0;0.0;3230.0;-13.0;1.0;0.0;0.0;0.0
9327;Total domestic sectors;General government;Other changes;2014 3rd quarter;0.0;-10.0;3627.0;-13.0;1.0;0.0;0.0;0.0
9328;Total domestic sectors;General government;Other changes;2014 4th quarter;0.0;1150.0;5164.0;-12.0;0.0;0.0;0.0;0.0
9329;Total domestic sectors;General government;Other changes;2014;0.0;1140.0;16122.0;-140.0;13.0;0.0;0.0;0.0
9330;Total domestic sectors;General government;Other changes;2015 1st quarter;0.0;35.0;8106.0;1057.0;-31.0;0.0;0.0;0.0
9331;Total domestic sectors;General government;Other changes;2015 2nd quarter;0.0;13.0;-11942.0;0.0;0.0;0.0;0.0;0.0
9332;Total domestic sectors;General government;Other changes;2015 3rd quarter;0.0;-1.0;2139.0;0.0;0.0;0.0;0.0;0.0
9333;Total domestic sectors;General government;Other changes;2015 4th quarter;0.0;1.0;-1307.0;0.0;0.0;0.0;0.0;0.0
9334;Total domestic sectors;General government;Other changes;2015;0.0;48.0;-3004.0;1057.0;-31.0;0.0;0.0;0.0
9335;Total domestic sectors;General government;Other changes;2016 1st quarter;0.0;18.0;6899.0;-14.0;-14.0;0.0;0.0;0.0
9336;Total domestic sectors;General government;Other changes;2016 2nd quarter;0.0;1.0;5514.0;0.0;0.0;0.0;0.0;0.0
9337;Total domestic sectors;General government;Other changes;2016 3rd quarter;0.0;-6.0;-172.0;0.0;0.0;0.0;0.0;0.0
9338;Total domestic sectors;General government;Other changes;2016 4th quarter;0.0;8.0;-7738.0;0.0;-10.0;0.0;0.0;0.0
9339;Total domestic sectors;General government;Other changes;2016;0.0;21.0;4503.0;-14.0;-24.0;0.0;0.0;0.0
9340;Total domestic sectors;General government;Other changes;2017 1st quarter;0.0;-6.0;-3169.0;-77.0;-43.0;0.0;0.0;0.0
9341;Total domestic sectors;General government;Other changes;2017 2nd quarter;0.0;-20.0;-2782.0;0.0;0.0;0.0;0.0;0.0
9342;Total domestic sectors;General government;Other changes;2017 3rd quarter;0.0;-47.0;224.0;0.0;0.0;0.0;0.0;0.0
9343;Total domestic sectors;General government;Other changes;2017 4th quarter;0.0;-5.0;-806.0;0.0;0.0;0.0;0.0;0.0
9344;Total domestic sectors;General government;Other changes;2017;0.0;-78.0;-6533.0;-77.0;-43.0;0.0;0.0;0.0
9345;Total domestic sectors;General government;Other changes;2018 1st quarter;7.0;-25.0;-158.0;-44.0;37.0;0.0;0.0;0.0
9346;Total domestic sectors;General government;Other changes;2018 2nd quarter;0.0;4.0;1950.0;0.0;0.0;0.0;0.0;0.0
9347;Total domestic sectors;General government;Other changes;2018 3rd quarter;0.0;-15.0;-2859.0;0.0;0.0;0.0;0.0;0.0
9348;Total domestic sectors;General government;Other changes;2018 4th quarter;0.0;-4.0;2266.0;0.0;0.0;0.0;0.0;0.0
9349;Total domestic sectors;General government;Other changes;2018;7.0;-40.0;1199.0;-44.0;37.0;0.0;0.0;0.0
9350;Total domestic sectors;General government;Other changes;2019 1st quarter;0.0;6.0;3622.0;-2.0;-13.0;0.0;0.0;0.0
9351;Total domestic sectors;General government;Other changes;2019 2nd quarter;0.0;-5.0;3977.0;0.0;0.0;0.0;0.0;0.0
9352;Total domestic sectors;General government;Other changes;2019 3rd quarter;0.0;-7.0;4341.0;0.0;0.0;0.0;0.0;0.0
9353;Total domestic sectors;General government;Other changes;2019 4th quarter;0.0;-7.0;-8060.0;0.0;0.0;0.0;0.0;0.0
9354;Total domestic sectors;General government;Other changes;2019;0.0;-13.0;3880.0;-2.0;-13.0;0.0;0.0;0.0
9355;Total domestic sectors;General government;Other changes;2020 1st quarter;0.0;93.0;2594.0;5.0;-31.0;0.0;0.0;0.0
9356;Total domestic sectors;General government;Other changes;2020 2nd quarter;0.0;-220.0;821.0;0.0;0.0;0.0;0.0;0.0
9357;Total domestic sectors;General government;Other changes;2020 3rd quarter;0.0;39.0;780.0;0.0;0.0;0.0;0.0;0.0
9358;Total domestic sectors;General government;Other changes;2020 4th quarter;0.0;-49.0;666.0;0.0;0.0;0.0;0.0;0.0
9359;Total domestic sectors;General government;Other changes;2020;0.0;-137.0;4861.0;5.0;-31.0;0.0;0.0;0.0
9360;Total domestic sectors;General government;Other changes;2021 1st quarter;0.0;-18.0;-8467.0;22.0;-15.0;0.0;0.0;0.0
9361;Total domestic sectors;General government;Other changes;2021 2nd quarter;0.0;-17.0;-2315.0;0.0;0.0;0.0;0.0;0.0
9362;Total domestic sectors;General government;Other changes;2021 3rd quarter;0.0;-7.0;-1256.0;0.0;0.0;0.0;0.0;0.0
9363;Total domestic sectors;General government;Other changes;2021 4th quarter;0.0;65.0;607.0;0.0;0.0;0.0;0.0;0.0
9364;Total domestic sectors;General government;Other changes;2021;0.0;23.0;-11431.0;22.0;-15.0;0.0;0.0;0.0
9365;Total domestic sectors;General government;Other changes;2022 1st quarter;0.0;-21.0;-17137.0;0.0;0.0;0.0;0.0;0.0
9366;Total domestic sectors;General government;Other changes;2022 2nd quarter;0.0;-19.0;-19036.0;0.0;0.0;0.0;0.0;0.0
9367;Total domestic sectors;General government;Other changes;2022 3rd quarter;0.0;-15.0;-10500.0;0.0;0.0;0.0;0.0;0.0
9368;Total domestic sectors;General government;Other changes;2022 4th quarter;0.0;19.0;-5435.0;0.0;0.0;0.0;0.0;0.0
9369;Total domestic sectors;General government;Other changes;2022;0.0;-36.0;-52108.0;0.0;0.0;0.0;0.0;0.0
9370;Total domestic sectors;General government;Other changes;2023 1st quarter;0.0;61.0;694.0;0.0;0.0;0.0;0.0;0.0
9371;Total domestic sectors;General government;Other changes;2023 2nd quarter;0.0;166.0;-1057.0;0.0;0.0;0.0;0.0;0.0
9372;Total domestic sectors;General government;Other changes;2023 3rd quarter;0.0;27.0;-5876.0;0.0;0.0;0.0;0.0;0.0
9373;Total domestic sectors;General government;Other changes;2023 4th quarter;0.0;95.0;14544.0;0.0;0.0;0.0;0.0;0.0
9374;Total domestic sectors;General government;Other changes;2023;0.0;349.0;8305.0;0.0;0.0;0.0;0.0;0.0
9375;Total domestic sectors;General government;Price changes and revaluations;1999 1st quarter;;;;;;;;
9376;Total domestic sectors;General government;Price changes and revaluations;1999 2nd quarter;;;;;;;;
9377;Total domestic sectors;General government;Price changes and revaluations;1999 3rd quarter;;;;;;;;
9378;Total domestic sectors;General government;Price changes and revaluations;1999 4th quarter;;;;;;;;
9379;Total domestic sectors;General government;Price changes and revaluations;1999;;;;;;;;
9380;Total domestic sectors;General government;Price changes and revaluations;2000 1st quarter;;;;;;;;
9381;Total domestic sectors;General government;Price changes and revaluations;2000 2nd quarter;;;;;;;;
9382;Total domestic sectors;General government;Price changes and revaluations;2000 3rd quarter;;;;;;;;
9383;Total domestic sectors;General government;Price changes and revaluations;2000 4th quarter;;;;;;;;
9384;Total domestic sectors;General government;Price changes and revaluations;2000;;;;;;;;
9385;Total domestic sectors;General government;Price changes and revaluations;2001 1st quarter;;;;;;;;
9386;Total domestic sectors;General government;Price changes and revaluations;2001 2nd quarter;;;;;;;;
9387;Total domestic sectors;General government;Price changes and revaluations;2001 3rd quarter;;;;;;;;
9388;Total domestic sectors;General government;Price changes and revaluations;2001 4th quarter;;;;;;;;
9389;Total domestic sectors;General government;Price changes and revaluations;2001;;;;;;;;
9390;Total domestic sectors;General government;Price changes and revaluations;2002 1st quarter;;;;;;;;
9391;Total domestic sectors;General government;Price changes and revaluations;2002 2nd quarter;;;;;;;;
9392;Total domestic sectors;General government;Price changes and revaluations;2002 3rd quarter;;;;;;;;
9393;Total domestic sectors;General government;Price changes and revaluations;2002 4th quarter;;;;;;;;
9394;Total domestic sectors;General government;Price changes and revaluations;2002;;;;;;;;
9395;Total domestic sectors;General government;Price changes and revaluations;2003 1st quarter;;;;;;;;
9396;Total domestic sectors;General government;Price changes and revaluations;2003 2nd quarter;;;;;;;;
9397;Total domestic sectors;General government;Price changes and revaluations;2003 3rd quarter;;;;;;;;
9398;Total domestic sectors;General government;Price changes and revaluations;2003 4th quarter;;;;;;;;
9399;Total domestic sectors;General government;Price changes and revaluations;2003;;;;;;;;
9400;Total domestic sectors;General government;Price changes and revaluations;2004 1st quarter;;;;;;;;
9401;Total domestic sectors;General government;Price changes and revaluations;2004 2nd quarter;;;;;;;;
9402;Total domestic sectors;General government;Price changes and revaluations;2004 3rd quarter;;;;;;;;
9403;Total domestic sectors;General government;Price changes and revaluations;2004 4th quarter;;;;;;;;
9404;Total domestic sectors;General government;Price changes and revaluations;2004;;;;;;;;
9405;Total domestic sectors;General government;Price changes and revaluations;2005 1st quarter;;;;;;;;
9406;Total domestic sectors;General government;Price changes and revaluations;2005 2nd quarter;;;;;;;;
9407;Total domestic sectors;General government;Price changes and revaluations;2005 3rd quarter;;;;;;;;
9408;Total domestic sectors;General government;Price changes and revaluations;2005 4th quarter;;;;;;;;
9409;Total domestic sectors;General government;Price changes and revaluations;2005;;;;;;;;
9410;Total domestic sectors;General government;Price changes and revaluations;2006 1st quarter;;;;;;;;
9411;Total domestic sectors;General government;Price changes and revaluations;2006 2nd quarter;;;;;;;;
9412;Total domestic sectors;General government;Price changes and revaluations;2006 3rd quarter;;;;;;;;
9413;Total domestic sectors;General government;Price changes and revaluations;2006 4th quarter;;;;;;;;
9414;Total domestic sectors;General government;Price changes and revaluations;2006;;;;;;;;
9415;Total domestic sectors;General government;Price changes and revaluations;2007 1st quarter;;;;;;;;
9416;Total domestic sectors;General government;Price changes and revaluations;2007 2nd quarter;;;;;;;;
9417;Total domestic sectors;General government;Price changes and revaluations;2007 3rd quarter;;;;;;;;
9418;Total domestic sectors;General government;Price changes and revaluations;2007 4th quarter;;;;;;;;
9419;Total domestic sectors;General government;Price changes and revaluations;2007;;;;;;;;
9420;Total domestic sectors;General government;Price changes and revaluations;2008 1st quarter;;;;;;;;
9421;Total domestic sectors;General government;Price changes and revaluations;2008 2nd quarter;;;;;;;;
9422;Total domestic sectors;General government;Price changes and revaluations;2008 3rd quarter;;;;;;;;
9423;Total domestic sectors;General government;Price changes and revaluations;2008 4th quarter;;;;;;;;
9424;Total domestic sectors;General government;Price changes and revaluations;2008;;;;;;;;
9425;Total domestic sectors;General government;Price changes and revaluations;2009 1st quarter;;;;;;;;
9426;Total domestic sectors;General government;Price changes and revaluations;2009 2nd quarter;;;;;;;;
9427;Total domestic sectors;General government;Price changes and revaluations;2009 3rd quarter;;;;;;;;
9428;Total domestic sectors;General government;Price changes and revaluations;2009 4th quarter;;;;;;;;
9429;Total domestic sectors;General government;Price changes and revaluations;2009;;;;;;;;
9430;Total domestic sectors;General government;Price changes and revaluations;2010 1st quarter;;;;;;;;
9431;Total domestic sectors;General government;Price changes and revaluations;2010 2nd quarter;;;;;;;;
9432;Total domestic sectors;General government;Price changes and revaluations;2010 3rd quarter;;;;;;;;
9433;Total domestic sectors;General government;Price changes and revaluations;2010 4th quarter;;;;;;;;
9434;Total domestic sectors;General government;Price changes and revaluations;2010;;;;;;;;
9435;Total domestic sectors;General government;Price changes and revaluations;2011 1st quarter;;;;;;;;
9436;Total domestic sectors;General government;Price changes and revaluations;2011 2nd quarter;;;;;;;;
9437;Total domestic sectors;General government;Price changes and revaluations;2011 3rd quarter;;;;;;;;
9438;Total domestic sectors;General government;Price changes and revaluations;2011 4th quarter;;;;;;;;
9439;Total domestic sectors;General government;Price changes and revaluations;2011;;;;;;;;
9440;Total domestic sectors;General government;Price changes and revaluations;2012 1st quarter;0.0;0.0;-1818.0;-42.0;-342.0;0.0;0.0;0.0
9441;Total domestic sectors;General government;Price changes and revaluations;2012 2nd quarter;0.0;0.0;1320.0;-41.0;319.0;0.0;0.0;0.0
