ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
5105;Personal care and other goods;2007 April;108.2;-1.9;;98.5;1.1;3.1
5106;Personal care and other goods;2007 May;118.4;1.2;;107.1;1.8;0.5
5107;Personal care and other goods;2007 June;120.0;1.8;;107.3;2.3;0.5
5108;Personal care and other goods;2007 2nd quarter;115.5;0.4;;104.3;1.7;1.3
5109;Personal care and other goods;2007 July;106.9;0.0;;94.0;3.4;3.4
5110;Personal care and other goods;2007 August;117.5;3.0;;101.5;3.6;0.6
5111;Personal care and other goods;2007 September;104.0;-1.9;;90.6;-0.4;1.6
5112;Personal care and other goods;2007 3rd quarter;109.5;0.4;;95.3;2.2;1.8
5113;Personal care and other goods;2007 October;99.2;6.2;;91.0;8.3;1.9
5114;Personal care and other goods;2007 November;103.6;3.3;;95.1;4.3;1.0
5115;Personal care and other goods;2007 December;96.0;3.7;;88.3;3.8;0.1
5116;Personal care and other goods;2007 4th quarter;99.6;4.4;;91.5;5.4;1.0
5117;Personal care and other goods;2008 January;94.7;0.9;;86.3;2.7;1.7
5118;Personal care and other goods;2008 February;90.4;4.0;;82.8;5.2;1.1
5119;Personal care and other goods;2008 March;93.5;-5.7;;86.1;-4.0;1.7
5120;Personal care and other goods;2008 1st quarter;92.9;-0.4;;85.1;1.1;1.5
5121;Personal care and other goods;2008 April;113.0;4.4;;103.3;4.8;0.4
5122;Personal care and other goods;2008 May;119.3;0.7;;111.1;3.7;3.0
5123;Personal care and other goods;2008 June;114.4;-4.7;;104.4;-2.7;2.1
5124;Personal care and other goods;2008 2nd quarter;115.5;0.0;;106.3;1.9;1.9
5125;Personal care and other goods;2008 July;109.9;2.8;;97.7;4.0;1.1
5126;Personal care and other goods;2008 August;113.4;-3.5;;100.4;-1.0;2.5
5127;Personal care and other goods;2008 September;103.7;-0.2;;91.7;1.2;1.5
5128;Personal care and other goods;2008 3rd quarter;109.0;-0.4;;96.6;1.3;1.7
5129;Personal care and other goods;2008 October;100.3;1.2;;95.4;4.8;3.6
5130;Personal care and other goods;2008 November;99.2;-4.3;;94.9;-0.2;4.2
5131;Personal care and other goods;2008 December;98.6;2.7;;92.8;5.1;2.3
5132;Personal care and other goods;2008 4th quarter;99.4;-0.2;;94.4;3.2;3.4
5133;Personal care and other goods;2009 January;91.7;-3.2;;85.0;-1.5;1.8
5134;Personal care and other goods;2009 February;82.7;-8.5;;77.4;-6.5;2.2
5135;Personal care and other goods;2009 March;88.5;-5.3;;83.2;-3.3;2.1
5136;Personal care and other goods;2009 1st quarter;87.6;-5.6;;81.9;-3.7;2.0
5137;Personal care and other goods;2009 April;108.2;-4.3;;101.2;-2.0;2.4
5138;Personal care and other goods;2009 May;112.2;-5.9;;106.5;-4.1;1.9
5139;Personal care and other goods;2009 June;107.9;-5.7;;101.9;-2.4;3.4
5140;Personal care and other goods;2009 2nd quarter;109.4;-5.3;;103.2;-2.9;2.6
5141;Personal care and other goods;2009 July;108.7;-1.2;;97.0;-0.8;0.4
5142;Personal care and other goods;2009 August;109.9;-3.1;;96.8;-3.6;-0.5
5143;Personal care and other goods;2009 September;102.8;-0.9;;91.6;-0.1;0.8
5144;Personal care and other goods;2009 3rd quarter;107.1;-1.8;;95.1;-1.5;0.3
5145;Personal care and other goods;2009 October;91.3;-9.0;;86.2;-9.7;-0.7
5146;Personal care and other goods;2009 November;90.7;-8.5;;85.6;-9.8;-1.4
5147;Personal care and other goods;2009 December;111.2;12.7;;105.8;14.0;1.2
5148;Personal care and other goods;2009 4th quarter;97.7;-1.7;;92.5;-1.9;-0.3
5149;Personal care and other goods;2010 January;88.5;-3.5;;84.1;-1.1;2.5
5150;Personal care and other goods;2010 February;79.8;-3.5;;76.5;-1.2;2.4
5151;Personal care and other goods;2010 March;90.3;2.0;;87.1;4.6;2.5
5152;Personal care and other goods;2010 1st quarter;86.2;-1.6;;82.5;0.8;2.5
5153;Personal care and other goods;2010 April;107.9;-0.2;;103.0;1.8;2.0
5154;Personal care and other goods;2010 May;110.5;-1.5;;106.4;-0.1;1.4
5155;Personal care and other goods;2010 June;110.0;2.0;;104.8;2.9;0.9
5156;Personal care and other goods;2010 2nd quarter;109.5;0.1;;104.7;1.5;1.4
5157;Personal care and other goods;2010 July;110.1;1.3;;99.3;2.4;1.1
5158;Personal care and other goods;2010 August;106.2;-3.3;;95.4;-1.5;1.9
5159;Personal care and other goods;2010 September;102.0;-0.8;;92.5;1.0;1.8
5160;Personal care and other goods;2010 3rd quarter;106.1;-0.9;;95.8;0.6;1.6
5161;Personal care and other goods;2010 October;92.3;1.2;;88.0;2.2;1.0
5162;Personal care and other goods;2010 November;96.8;6.6;;91.8;7.2;0.5
5163;Personal care and other goods;2010 December;115.0;3.4;;109.8;3.7;0.3
5164;Personal care and other goods;2010 4th quarter;101.4;3.7;;96.5;4.3;0.6
5165;Personal care and other goods;2011 January;88.3;-0.2;;83.8;-0.3;-0.1
5166;Personal care and other goods;2011 February;83.2;4.3;;79.7;4.2;-0.2
5167;Personal care and other goods;2011 March;92.2;2.1;;88.8;2.0;-0.1
5168;Personal care and other goods;2011 1st quarter;87.9;2.0;;84.1;1.9;-0.1
5169;Personal care and other goods;2011 April;108.2;0.3;;105.8;2.7;2.4
5170;Personal care and other goods;2011 May;109.7;-0.7;;108.1;1.6;2.3
5171;Personal care and other goods;2011 June;109.1;-0.8;;107.0;2.0;2.8
5172;Personal care and other goods;2011 2nd quarter;109.0;-0.4;;106.9;2.1;2.5
5173;Personal care and other goods;2011 July;110.8;0.7;;102.2;2.9;2.2
5174;Personal care and other goods;2011 August;110.7;4.2;;101.4;6.3;2.0
5175;Personal care and other goods;2011 September;103.3;1.3;;95.7;3.5;2.1
5176;Personal care and other goods;2011 3rd quarter;108.3;2.1;;99.8;4.2;2.1
5177;Personal care and other goods;2011 October;91.5;-0.9;;86.0;-2.3;-1.4
5178;Personal care and other goods;2011 November;96.4;-0.4;;91.3;-0.6;-0.2
5179;Personal care and other goods;2011 December;118.6;3.1;;112.3;2.3;-0.8
5180;Personal care and other goods;2011 4th quarter;102.2;0.8;;96.5;0.0;-0.8
5181;Personal care and other goods;2012 January;86.4;-2.1;;86.6;3.3;5.6
5182;Personal care and other goods;2012 February;81.5;-2.1;;83.0;4.1;6.4
5183;Personal care and other goods;2012 March;92.7;0.6;;94.8;6.8;6.2
5184;Personal care and other goods;2012 1st quarter;86.9;-1.2;;88.1;4.8;6.0
5185;Personal care and other goods;2012 April;97.6;-9.8;;97.4;-7.9;2.2
5186;Personal care and other goods;2012 May;108.0;-1.5;;108.5;0.4;1.9
5187;Personal care and other goods;2012 June;107.2;-1.7;;106.9;0.0;1.7
5188;Personal care and other goods;2012 2nd quarter;104.3;-4.3;;104.3;-2.5;1.9
5189;Personal care and other goods;2012 July;106.7;-3.7;;98.8;-3.3;0.4
5190;Personal care and other goods;2012 August;112.4;1.6;;103.0;1.6;0.0
5191;Personal care and other goods;2012 September;103.1;-0.2;;95.3;-0.5;-0.3
5192;Personal care and other goods;2012 3rd quarter;107.4;-0.8;;99.0;-0.8;0.0
5193;Personal care and other goods;2012 October;92.0;0.6;;88.6;3.1;2.5
5194;Personal care and other goods;2012 November;96.3;-0.1;;92.5;1.4;1.5
5195;Personal care and other goods;2012 December;115.7;-2.5;;111.4;-0.8;1.8
5196;Personal care and other goods;2012 4th quarter;101.3;-0.8;;97.5;1.0;1.9
5197;Personal care and other goods;2013 January;85.8;-0.7;;85.1;-1.7;-1.0
5198;Personal care and other goods;2013 February;76.8;-5.8;;77.6;-6.4;-0.7
5199;Personal care and other goods;2013 March;87.8;-5.3;;88.5;-6.6;-1.4
5200;Personal care and other goods;2013 1st quarter;83.5;-3.9;;83.8;-4.9;-1.1
5201;Personal care and other goods;2013 April;98.3;0.8;;100.9;3.6;2.8
5202;Personal care and other goods;2013 May;109.2;1.1;;113.2;4.4;3.3
5203;Personal care and other goods;2013 June;104.2;-2.8;;107.7;0.8;3.7
5204;Personal care and other goods;2013 2nd quarter;103.9;-0.3;;107.3;2.9;3.2
5205;Personal care and other goods;2013 July;108.5;1.7;;105.5;6.8;5.0
5206;Personal care and other goods;2013 August;111.6;-0.8;;107.6;4.4;5.2
5207;Personal care and other goods;2013 September;99.0;-4.0;;96.1;0.9;5.1
5208;Personal care and other goods;2013 3rd quarter;106.4;-1.0;;103.1;4.1;5.1
5209;Personal care and other goods;2013 October;88.8;-3.5;;88.4;-0.2;3.4
5210;Personal care and other goods;2013 November;94.4;-2.0;;93.7;1.3;3.4
5211;Personal care and other goods;2013 December;111.5;-3.6;;111.1;-0.3;3.5
5212;Personal care and other goods;2013 4th quarter;98.2;-3.1;;97.7;0.2;3.4
5213;Personal care and other goods;2014 January;88.0;2.5;;88.5;4.0;1.4
5214;Personal care and other goods;2014 February;78.5;2.2;;79.7;2.7;0.5
5215;Personal care and other goods;2014 March;90.2;2.7;;91.9;3.8;1.0
5216;Personal care and other goods;2014 1st quarter;85.6;2.5;;86.7;3.5;1.0
5217;Personal care and other goods;2014 April;102.8;4.5;;104.2;3.3;-1.2
5218;Personal care and other goods;2014 May;112.7;3.2;;114.5;1.1;-2.1
5219;Personal care and other goods;2014 June;106.4;2.1;;107.3;-0.4;-2.5
5220;Personal care and other goods;2014 2nd quarter;107.3;3.3;;108.6;1.3;-1.9
5221;Personal care and other goods;2014 July;108.7;0.2;;106.4;0.9;0.7
5222;Personal care and other goods;2014 August;108.2;-3.1;;105.5;-1.9;1.2
5223;Personal care and other goods;2014 September;98.6;-0.4;;96.7;0.6;0.9
5224;Personal care and other goods;2014 3rd quarter;105.2;-1.1;;102.9;-0.2;0.9
5225;Personal care and other goods;2014 October;89.9;1.2;;88.2;-0.2;-1.4
5226;Personal care and other goods;2014 November;92.9;-1.5;;90.4;-3.5;-2.0
5227;Personal care and other goods;2014 December;113.5;1.8;;111.3;0.2;-1.6
5228;Personal care and other goods;2014 4th quarter;98.8;0.5;;96.6;-1.1;-1.7
5229;Personal care and other goods;2015 January;90.6;3.0;;91.6;3.5;0.5
5230;Personal care and other goods;2015 February;80.5;2.6;;82.2;3.1;0.5
5231;Personal care and other goods;2015 March;90.7;0.6;;92.2;0.3;-0.3
5232;Personal care and other goods;2015 1st quarter;87.3;2.0;;88.7;2.3;0.3
5233;Personal care and other goods;2015 April;107.6;4.7;;107.1;2.8;-1.8
5234;Personal care and other goods;2015 May;114.2;1.3;;113.9;-0.4;-1.8
5235;Personal care and other goods;2015 June;113.4;6.5;;112.7;5.1;-1.4
5236;Personal care and other goods;2015 2nd quarter;111.7;4.1;;111.3;2.4;-1.6
5237;Personal care and other goods;2015 July;106.3;-2.2;;106.0;-0.5;1.8
5238;Personal care and other goods;2015 August;101.9;-5.8;;101.1;-4.2;1.7
5239;Personal care and other goods;2015 September;97.8;-0.8;;97.1;0.5;1.3
5240;Personal care and other goods;2015 3rd quarter;102.0;-3.0;;101.4;-1.4;1.6
5241;Personal care and other goods;2015 October;91.9;2.2;;91.1;3.2;1.0
5242;Personal care and other goods;2015 November;89.6;-3.6;;89.0;-1.6;2.1
5243;Personal care and other goods;2015 December;115.4;1.7;;116.0;4.2;2.4
5244;Personal care and other goods;2015 4th quarter;99.0;0.2;;98.7;2.1;1.9
5245;Personal care and other goods;2016 January;89.4;-1.3;;89.9;-1.9;-0.6
5246;Personal care and other goods;2016 February;82.6;2.6;;84.5;2.8;0.2
5247;Personal care and other goods;2016 March;92.8;2.3;;94.8;2.8;0.5
5248;Personal care and other goods;2016 1st quarter;88.3;1.1;;89.7;1.2;0.1
5249;Personal care and other goods;2016 April;107.3;-0.3;;108.6;1.3;1.6
5250;Personal care and other goods;2016 May;108.9;-4.6;;111.6;-2.1;2.6
5251;Personal care and other goods;2016 June;113.0;-0.3;;115.2;2.2;2.5
5252;Personal care and other goods;2016 2nd quarter;109.8;-1.8;;111.8;0.4;2.2
5253;Personal care and other goods;2016 July;105.7;-0.6;;107.8;1.7;2.3
5254;Personal care and other goods;2016 August;101.4;-0.5;;103.4;2.3;2.8
5255;Personal care and other goods;2016 September;99.6;1.8;;101.0;3.9;2.1
5256;Personal care and other goods;2016 3rd quarter;102.2;0.2;;104.0;2.6;2.4
5257;Personal care and other goods;2016 October;90.7;-1.3;;91.8;0.8;2.1
5258;Personal care and other goods;2016 November;95.5;6.7;;95.9;7.8;1.0
5259;Personal care and other goods;2016 December;118.1;2.4;;118.6;2.3;-0.1
5260;Personal care and other goods;2016 4th quarter;101.4;2.5;;102.1;3.5;1.0
5261;Personal care and other goods;2017 January;90.4;1.2;;90.9;1.2;0.0
5262;Personal care and other goods;2017 February;81.8;-1.0;;83.8;-0.8;0.2
5263;Personal care and other goods;2017 March;96.7;4.3;;98.0;3.4;-0.8
5264;Personal care and other goods;2017 1st quarter;89.7;1.6;;90.9;1.4;-0.2
5265;Personal care and other goods;2017 April;109.5;2.0;;111.1;2.3;0.3
5266;Personal care and other goods;2017 May;115.4;5.9;;118.1;5.8;-0.1
5267;Personal care and other goods;2017 June;115.2;1.9;;119.1;3.4;1.5
5268;Personal care and other goods;2017 2nd quarter;113.3;3.3;;116.1;3.9;0.6
5269;Personal care and other goods;2017 July;107.3;1.6;;109.1;1.2;-0.3
5270;Personal care and other goods;2017 August;104.9;3.5;;106.8;3.3;-0.1
5271;Personal care and other goods;2017 September;103.6;4.0;;105.0;3.9;-0.1
5272;Personal care and other goods;2017 3rd quarter;105.3;3.0;;107.0;2.8;-0.2
5273;Personal care and other goods;2017 October;90.4;-0.3;;92.0;0.2;0.5
5274;Personal care and other goods;2017 November;99.2;3.8;;100.9;5.3;1.4
5275;Personal care and other goods;2017 December;116.8;-1.1;;119.2;0.5;1.6
5276;Personal care and other goods;2017 4th quarter;102.1;0.7;;104.0;1.9;1.2
5277;Personal care and other goods;2018 January;93.4;3.3;;96.7;6.3;2.9
5278;Personal care and other goods;2018 February;83.6;2.2;;87.4;4.2;2.0
5279;Personal care and other goods;2018 March;97.9;1.2;;102.5;4.6;3.3
5280;Personal care and other goods;2018 1st quarter;91.7;2.2;;95.5;5.1;2.8
5281;Personal care and other goods;2018 April;107.6;-1.8;;112.2;1.0;2.8
5282;Personal care and other goods;2018 May;116.1;0.6;;121.6;3.0;2.4
5283;Personal care and other goods;2018 June;118.6;3.0;;123.4;3.6;0.6
5284;Personal care and other goods;2018 2nd quarter;114.1;0.6;;119.0;2.6;1.9
5285;Personal care and other goods;2018 July;106.6;-0.7;;110.5;1.3;2.0
5286;Personal care and other goods;2018 August;104.6;-0.2;;109.3;2.3;2.6
5287;Personal care and other goods;2018 September;99.4;-4.0;;102.8;-2.1;2.0
5288;Personal care and other goods;2018 3rd quarter;103.5;-1.6;;107.5;0.5;2.2
5289;Personal care and other goods;2018 October;92.3;2.1;;96.4;4.7;2.6
5290;Personal care and other goods;2018 November;100.4;1.3;;104.7;3.7;2.4
5291;Personal care and other goods;2018 December;114.2;-2.2;;119.7;0.4;2.7
5292;Personal care and other goods;2018 4th quarter;102.3;0.2;;106.9;2.8;2.6
5293;Personal care and other goods;2019 January;93.8;0.4;;99.6;3.1;2.6
5294;Personal care and other goods;2019 February;86.5;3.4;;91.7;5.0;1.5
5295;Personal care and other goods;2019 March;96.5;-1.4;;103.4;0.9;2.3
5296;Personal care and other goods;2019 1st quarter;92.3;0.7;;98.3;2.9;2.2
5297;Personal care and other goods;2019 April;109.1;1.4;;116.9;4.3;2.8
5298;Personal care and other goods;2019 May;117.3;1.0;;126.1;3.7;2.7
5299;Personal care and other goods;2019 June;114.0;-3.8;;122.7;-0.5;3.4
5300;Personal care and other goods;2019 2nd quarter;113.5;-0.5;;121.9;2.4;3.0
5301;Personal care and other goods;2019 July;107.9;1.2;;116.1;5.0;3.7
5302;Personal care and other goods;2019 August;105.4;0.7;;113.8;4.2;3.4
5303;Personal care and other goods;2019 September;100.1;0.7;;106.0;3.1;2.4
5304;Personal care and other goods;2019 3rd quarter;104.5;0.9;;112.0;4.1;3.2
5305;Personal care and other goods;2019 October;94.3;2.2;;101.4;5.2;2.9
5306;Personal care and other goods;2019 November;102.8;2.4;;109.9;4.9;2.5
5307;Personal care and other goods;2019 December;116.6;2.1;;125.4;4.8;2.7
5308;Personal care and other goods;2019 4th quarter;104.6;2.2;;112.2;5.0;2.7
5309;Personal care and other goods;2020 January;95.0;1.3;;103.2;3.5;2.2
5310;Personal care and other goods;2020 February;90.0;4.1;;98.2;7.1;2.8
5311;Personal care and other goods;2020 March;95.7;-0.8;;104.9;1.5;2.3
5312;Personal care and other goods;2020 1st quarter;93.6;1.4;;102.1;3.9;2.4
5313;Personal care and other goods;2020 April;102.9;-5.7;;113.4;-3.0;2.9
5314;Personal care and other goods;2020 May;113.4;-3.3;;126.0;-0.1;3.4
5315;Personal care and other goods;2020 June;111.0;-2.7;;123.3;0.5;3.2
5316;Personal care and other goods;2020 2nd quarter;109.1;-3.9;;120.9;-0.8;3.2
5317;Personal care and other goods;2020 July;112.3;4.1;;123.7;6.5;2.3
5318;Personal care and other goods;2020 August;106.2;0.7;;117.0;2.8;2.0
5319;Personal care and other goods;2020 September;103.6;3.5;;113.5;7.1;3.5
5320;Personal care and other goods;2020 3rd quarter;107.4;2.8;;118.1;5.4;2.6
5321;Personal care and other goods;2020 October;99.4;5.4;;110.2;8.7;3.1
5322;Personal care and other goods;2020 November;104.4;1.6;;114.5;4.2;2.6
5323;Personal care and other goods;2020 December;109.8;-5.9;;121.4;-3.2;2.9
5324;Personal care and other goods;2020 4th quarter;104.5;-0.1;;115.4;2.8;2.9
5325;Personal care and other goods;2021 January;86.7;-8.8;;97.7;-5.3;3.9
5326;Personal care and other goods;2021 February;79.0;-12.2;;90.8;-7.6;5.3
5327;Personal care and other goods;2021 March;97.5;1.8;;110.4;5.2;3.3
5328;Personal care and other goods;2021 1st quarter;87.7;-6.3;;99.7;-2.4;4.1
5329;Personal care and other goods;2021 April;109.9;6.8;;125.3;10.5;3.4
5330;Personal care and other goods;2021 May;119.4;5.3;;136.9;8.6;3.1
5331;Personal care and other goods;2021 June;116.9;5.3;;134.3;8.9;3.4
5332;Personal care and other goods;2021 2nd quarter;115.4;5.8;;132.2;9.3;3.3
5333;Personal care and other goods;2021 July;117.0;4.2;;132.9;7.4;3.1
5334;Personal care and other goods;2021 August;108.3;2.0;;123.4;5.5;3.5
5335;Personal care and other goods;2021 September;111.2;7.3;;123.6;8.8;1.4
5336;Personal care and other goods;2021 3rd quarter;112.1;4.5;;126.6;7.2;2.7
5337;Personal care and other goods;2021 October;102.9;3.5;;117.4;6.5;3.0
5338;Personal care and other goods;2021 November;111.8;7.0;;128.3;12.0;4.7
5339;Personal care and other goods;2021 December;117.3;6.8;;134.2;10.5;3.4
5340;Personal care and other goods;2021 4th quarter;110.6;5.8;;126.6;9.7;3.7
5341;Personal care and other goods;2021;106.5;2.7;;121.3;6.3;3.4
5342;Personal care and other goods;2022 January;99.8;15.2;;113.4;16.0;0.7
5343;Personal care and other goods;2022 February;91.1;15.3;;105.4;16.1;0.7
5344;Personal care and other goods;2022 March;109.5;12.3;;124.8;13.0;0.6
5345;Personal care and other goods;2022 1st quarter;100.2;14.2;;114.5;14.9;0.7
5346;Personal care and other goods;2022 April;119.3;8.6;;139.1;11.0;2.3
5347;Personal care and other goods;2022 May;125.8;5.3;;145.7;6.5;1.1
5348;Personal care and other goods;2022 June;122.8;5.0;;144.3;7.4;2.3
5349;Personal care and other goods;2022 2nd quarter;122.6;6.2;;143.0;8.2;1.9
5350;Personal care and other goods;2022 July;117.7;0.6;;137.6;3.5;3.0
5351;Personal care and other goods;2022 August;111.1;2.6;;130.4;5.7;3.0
5352;Personal care and other goods;2022 September;111.6;0.4;;129.1;4.5;4.1
5353;Personal care and other goods;2022 3rd quarter;113.4;1.2;;132.4;4.5;3.3
5354;Personal care and other goods;2022 October;100.8;-2.0;;120.3;2.5;4.6
5355;Personal care and other goods;2022 November;110.5;-1.1;;133.5;4.0;5.2
5356;Personal care and other goods;2022 December;120.5;2.8;;144.9;8.0;5.1
5357;Personal care and other goods;2022 4th quarter;110.6;0.0;;132.9;5.0;5.0
5358;Personal care and other goods;2022;111.7;4.9;;130.7;7.8;2.7
5359;Personal care and other goods;2023 January;101.8;2.0;;125.7;10.9;8.7
5360;Personal care and other goods;2023 February;88.3;-3.1;;112.1;6.3;9.7
5361;Personal care and other goods;2023 March;101.6;-7.2;;127.5;2.2;10.2
5362;Personal care and other goods;2023 1st quarter;97.2;-2.9;;121.8;6.3;9.5
5363;Personal care and other goods;2023 April;112.6;-5.6;;143.6;3.2;9.4
5364;Personal care and other goods;2023 May;123.4;-1.9;;156.2;7.2;9.2
5365;Personal care and other goods;2023 June;121.7;-0.9;;155.3;7.7;8.6
5366;Personal care and other goods;2023 2nd quarter;119.2;-2.8;;151.7;6.1;9.1
5367;Personal care and other goods;2023 July;113.1;-3.9;;142.3;3.4;7.6
5368;Personal care and other goods;2023 August;109.9;-1.1;;137.7;5.6;6.7
5369;Personal care and other goods;2023 September;108.5;-2.7;;134.7;4.4;7.3
5370;Personal care and other goods;2023 3rd quarter;110.5;-2.6;;138.2;4.4;7.2
5371;Personal care and other goods;2023 October;99.0;-1.7;;124.8;3.8;5.6
5372;Personal care and other goods;2023 November;110.8;0.3;;139.2;4.3;4.0
5373;Personal care and other goods;2023 December;119.4;-1.0;;148.5;2.4;3.4
5374;Personal care and other goods;2023 4th quarter;109.7;-0.8;;137.5;3.5;4.3
5375;Personal care and other goods;2023;109.2;-2.3;;137.3;5.0;7.5
5376;Personal care and other goods;2024 January;105.0;3.1;;132.5;5.4;2.2
5377;Personal care and other goods;2024 February;92.8;5.0;;120.0;7.1;2.0
5378;Personal care and other goods;2024 March;106.9;5.2;;135.9;6.6;1.3
