ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
6653;Mobile machinery, total;VOC emission by evaporation;2019;0.0
6654;Mobile machinery, total;VOC emission by evaporation;2020;0.0
6655;Mobile machinery, total;VOC emission by evaporation;2021;0.0
6656;Mobile machinery, total;Volatile organic compounds (VOC);1990;16.251
6657;Mobile machinery, total;Volatile organic compounds (VOC);1991;16.184
6658;Mobile machinery, total;Volatile organic compounds (VOC);1992;15.632
6659;Mobile machinery, total;Volatile organic compounds (VOC);1993;15.02
6660;Mobile machinery, total;Volatile organic compounds (VOC);1994;15.015
6661;Mobile machinery, total;Volatile organic compounds (VOC);1995;14.774
6662;Mobile machinery, total;Volatile organic compounds (VOC);1996;14.609
6663;Mobile machinery, total;Volatile organic compounds (VOC);1997;14.216
6664;Mobile machinery, total;Volatile organic compounds (VOC);1998;13.983
6665;Mobile machinery, total;Volatile organic compounds (VOC);1999;14.417
6666;Mobile machinery, total;Volatile organic compounds (VOC);2000;13.631
6667;Mobile machinery, total;Volatile organic compounds (VOC);2001;13.107
6668;Mobile machinery, total;Volatile organic compounds (VOC);2002;12.176
6669;Mobile machinery, total;Volatile organic compounds (VOC);2003;11.414
6670;Mobile machinery, total;Volatile organic compounds (VOC);2004;10.783
6671;Mobile machinery, total;Volatile organic compounds (VOC);2005;10.485
6672;Mobile machinery, total;Volatile organic compounds (VOC);2006;9.738
6673;Mobile machinery, total;Volatile organic compounds (VOC);2007;9.106
6674;Mobile machinery, total;Volatile organic compounds (VOC);2008;8.562
6675;Mobile machinery, total;Volatile organic compounds (VOC);2009;7.955
6676;Mobile machinery, total;Volatile organic compounds (VOC);2010;7.329
6677;Mobile machinery, total;Volatile organic compounds (VOC);2011;7.163
6678;Mobile machinery, total;Volatile organic compounds (VOC);2012;6.581
6679;Mobile machinery, total;Volatile organic compounds (VOC);2013;6.364
6680;Mobile machinery, total;Volatile organic compounds (VOC);2014;6.097
6681;Mobile machinery, total;Volatile organic compounds (VOC);2015;5.635
6682;Mobile machinery, total;Volatile organic compounds (VOC);2016;5.375
6683;Mobile machinery, total;Volatile organic compounds (VOC);2017;4.928
6684;Mobile machinery, total;Volatile organic compounds (VOC);2018;4.716
6685;Mobile machinery, total;Volatile organic compounds (VOC);2019;4.338
6686;Mobile machinery, total;Volatile organic compounds (VOC);2020;4.177
6687;Mobile machinery, total;Volatile organic compounds (VOC);2021;3.867
6688;Mobile machinery, total;Methane (CH4);1990;0.707
6689;Mobile machinery, total;Methane (CH4);1991;0.704
6690;Mobile machinery, total;Methane (CH4);1992;0.68
6691;Mobile machinery, total;Methane (CH4);1993;0.652
6692;Mobile machinery, total;Methane (CH4);1994;0.651
6693;Mobile machinery, total;Methane (CH4);1995;0.64
6694;Mobile machinery, total;Methane (CH4);1996;0.632
6695;Mobile machinery, total;Methane (CH4);1997;0.615
6696;Mobile machinery, total;Methane (CH4);1998;0.605
6697;Mobile machinery, total;Methane (CH4);1999;0.622
6698;Mobile machinery, total;Methane (CH4);2000;0.589
6699;Mobile machinery, total;Methane (CH4);2001;0.568
6700;Mobile machinery, total;Methane (CH4);2002;0.53
6701;Mobile machinery, total;Methane (CH4);2003;0.497
6702;Mobile machinery, total;Methane (CH4);2004;0.47
6703;Mobile machinery, total;Methane (CH4);2005;0.457
6704;Mobile machinery, total;Methane (CH4);2006;0.426
6705;Mobile machinery, total;Methane (CH4);2007;0.398
6706;Mobile machinery, total;Methane (CH4);2008;0.375
6707;Mobile machinery, total;Methane (CH4);2009;0.349
6708;Mobile machinery, total;Methane (CH4);2010;0.323
6709;Mobile machinery, total;Methane (CH4);2011;0.316
6710;Mobile machinery, total;Methane (CH4);2012;0.292
6711;Mobile machinery, total;Methane (CH4);2013;0.283
6712;Mobile machinery, total;Methane (CH4);2014;0.271
6713;Mobile machinery, total;Methane (CH4);2015;0.251
6714;Mobile machinery, total;Methane (CH4);2016;0.24
6715;Mobile machinery, total;Methane (CH4);2017;0.22
6716;Mobile machinery, total;Methane (CH4);2018;0.21
6717;Mobile machinery, total;Methane (CH4);2019;0.194
6718;Mobile machinery, total;Methane (CH4);2020;0.186
6719;Mobile machinery, total;Methane (CH4);2021;0.172
6720;Mobile machinery, total;NMVOS;1990;15.543
6721;Mobile machinery, total;NMVOS;1991;15.48
6722;Mobile machinery, total;NMVOS;1992;14.953
6723;Mobile machinery, total;NMVOS;1993;14.367
6724;Mobile machinery, total;NMVOS;1994;14.364
6725;Mobile machinery, total;NMVOS;1995;14.134
6726;Mobile machinery, total;NMVOS;1996;13.977
6727;Mobile machinery, total;NMVOS;1997;13.601
6728;Mobile machinery, total;NMVOS;1998;13.378
6729;Mobile machinery, total;NMVOS;1999;13.795
6730;Mobile machinery, total;NMVOS;2000;13.042
6731;Mobile machinery, total;NMVOS;2001;12.539
6732;Mobile machinery, total;NMVOS;2002;11.646
6733;Mobile machinery, total;NMVOS;2003;10.917
6734;Mobile machinery, total;NMVOS;2004;10.313
6735;Mobile machinery, total;NMVOS;2005;10.027
6736;Mobile machinery, total;NMVOS;2006;9.313
6737;Mobile machinery, total;NMVOS;2007;8.708
6738;Mobile machinery, total;NMVOS;2008;8.187
6739;Mobile machinery, total;NMVOS;2009;7.606
6740;Mobile machinery, total;NMVOS;2010;7.007
6741;Mobile machinery, total;NMVOS;2011;6.847
6742;Mobile machinery, total;NMVOS;2012;6.289
6743;Mobile machinery, total;NMVOS;2013;6.081
6744;Mobile machinery, total;NMVOS;2014;5.826
6745;Mobile machinery, total;NMVOS;2015;5.384
6746;Mobile machinery, total;NMVOS;2016;5.135
6747;Mobile machinery, total;NMVOS;2017;4.708
6748;Mobile machinery, total;NMVOS;2018;4.506
6749;Mobile machinery, total;NMVOS;2019;4.144
6750;Mobile machinery, total;NMVOS;2020;3.991
6751;Mobile machinery, total;NMVOS;2021;3.695
6752;Mobile machinery, total;Nitrogen oxides (NOx);1990;52.825
6753;Mobile machinery, total;Nitrogen oxides (NOx);1991;52.938
6754;Mobile machinery, total;Nitrogen oxides (NOx);1992;53.103
6755;Mobile machinery, total;Nitrogen oxides (NOx);1993;52.829
6756;Mobile machinery, total;Nitrogen oxides (NOx);1994;55.0
6757;Mobile machinery, total;Nitrogen oxides (NOx);1995;56.159
6758;Mobile machinery, total;Nitrogen oxides (NOx);1996;57.408
6759;Mobile machinery, total;Nitrogen oxides (NOx);1997;57.353
6760;Mobile machinery, total;Nitrogen oxides (NOx);1998;57.909
6761;Mobile machinery, total;Nitrogen oxides (NOx);1999;61.982
6762;Mobile machinery, total;Nitrogen oxides (NOx);2000;59.624
6763;Mobile machinery, total;Nitrogen oxides (NOx);2001;58.507
6764;Mobile machinery, total;Nitrogen oxides (NOx);2002;54.701
6765;Mobile machinery, total;Nitrogen oxides (NOx);2003;52.529
6766;Mobile machinery, total;Nitrogen oxides (NOx);2004;50.51
6767;Mobile machinery, total;Nitrogen oxides (NOx);2005;50.556
6768;Mobile machinery, total;Nitrogen oxides (NOx);2006;47.944
6769;Mobile machinery, total;Nitrogen oxides (NOx);2007;46.466
6770;Mobile machinery, total;Nitrogen oxides (NOx);2008;45.091
6771;Mobile machinery, total;Nitrogen oxides (NOx);2009;42.879
6772;Mobile machinery, total;Nitrogen oxides (NOx);2010;39.864
6773;Mobile machinery, total;Nitrogen oxides (NOx);2011;40.027
6774;Mobile machinery, total;Nitrogen oxides (NOx);2012;36.348
6775;Mobile machinery, total;Nitrogen oxides (NOx);2013;35.559
6776;Mobile machinery, total;Nitrogen oxides (NOx);2014;35.402
6777;Mobile machinery, total;Nitrogen oxides (NOx);2015;33.233
6778;Mobile machinery, total;Nitrogen oxides (NOx);2016;32.066
6779;Mobile machinery, total;Nitrogen oxides (NOx);2017;29.565
6780;Mobile machinery, total;Nitrogen oxides (NOx);2018;29.614
6781;Mobile machinery, total;Nitrogen oxides (NOx);2019;27.379
6782;Mobile machinery, total;Nitrogen oxides (NOx);2020;27.398
6783;Mobile machinery, total;Nitrogen oxides (NOx);2021;25.949
6784;Mobile machinery, total;Dinitrogen oxide (N2O);1990;0.032
6785;Mobile machinery, total;Dinitrogen oxide (N2O);1991;0.032
6786;Mobile machinery, total;Dinitrogen oxide (N2O);1992;0.032
6787;Mobile machinery, total;Dinitrogen oxide (N2O);1993;0.032
6788;Mobile machinery, total;Dinitrogen oxide (N2O);1994;0.033
6789;Mobile machinery, total;Dinitrogen oxide (N2O);1995;0.033
6790;Mobile machinery, total;Dinitrogen oxide (N2O);1996;0.034
6791;Mobile machinery, total;Dinitrogen oxide (N2O);1997;0.033
6792;Mobile machinery, total;Dinitrogen oxide (N2O);1998;0.033
6793;Mobile machinery, total;Dinitrogen oxide (N2O);1999;0.035
6794;Mobile machinery, total;Dinitrogen oxide (N2O);2000;0.035
6795;Mobile machinery, total;Dinitrogen oxide (N2O);2001;0.035
6796;Mobile machinery, total;Dinitrogen oxide (N2O);2002;0.033
6797;Mobile machinery, total;Dinitrogen oxide (N2O);2003;0.033
6798;Mobile machinery, total;Dinitrogen oxide (N2O);2004;0.032
6799;Mobile machinery, total;Dinitrogen oxide (N2O);2005;0.033
6800;Mobile machinery, total;Dinitrogen oxide (N2O);2006;0.033
6801;Mobile machinery, total;Dinitrogen oxide (N2O);2007;0.033
6802;Mobile machinery, total;Dinitrogen oxide (N2O);2008;0.033
6803;Mobile machinery, total;Dinitrogen oxide (N2O);2009;0.033
6804;Mobile machinery, total;Dinitrogen oxide (N2O);2010;0.031
6805;Mobile machinery, total;Dinitrogen oxide (N2O);2011;0.032
6806;Mobile machinery, total;Dinitrogen oxide (N2O);2012;0.03
6807;Mobile machinery, total;Dinitrogen oxide (N2O);2013;0.031
6808;Mobile machinery, total;Dinitrogen oxide (N2O);2014;0.031
6809;Mobile machinery, total;Dinitrogen oxide (N2O);2015;0.031
6810;Mobile machinery, total;Dinitrogen oxide (N2O);2016;0.031
6811;Mobile machinery, total;Dinitrogen oxide (N2O);2017;0.03
6812;Mobile machinery, total;Dinitrogen oxide (N2O);2018;0.031
6813;Mobile machinery, total;Dinitrogen oxide (N2O);2019;0.03
6814;Mobile machinery, total;Dinitrogen oxide (N2O);2020;0.031
6815;Mobile machinery, total;Dinitrogen oxide (N2O);2021;0.03
6816;Mobile machinery, total;Sulphur dioxide (SO2);1990;4.297
6817;Mobile machinery, total;Sulphur dioxide (SO2);1991;4.345
6818;Mobile machinery, total;Sulphur dioxide (SO2);1992;4.328
6819;Mobile machinery, total;Sulphur dioxide (SO2);1993;4.268
6820;Mobile machinery, total;Sulphur dioxide (SO2);1994;4.29
6821;Mobile machinery, total;Sulphur dioxide (SO2);1995;4.224
6822;Mobile machinery, total;Sulphur dioxide (SO2);1996;4.275
6823;Mobile machinery, total;Sulphur dioxide (SO2);1997;4.227
6824;Mobile machinery, total;Sulphur dioxide (SO2);1998;4.227
6825;Mobile machinery, total;Sulphur dioxide (SO2);1999;4.493
6826;Mobile machinery, total;Sulphur dioxide (SO2);2000;4.413
6827;Mobile machinery, total;Sulphur dioxide (SO2);2001;4.428
6828;Mobile machinery, total;Sulphur dioxide (SO2);2002;4.214
6829;Mobile machinery, total;Sulphur dioxide (SO2);2003;4.142
6830;Mobile machinery, total;Sulphur dioxide (SO2);2004;4.102
6831;Mobile machinery, total;Sulphur dioxide (SO2);2005;4.255
6832;Mobile machinery, total;Sulphur dioxide (SO2);2006;4.184
6833;Mobile machinery, total;Sulphur dioxide (SO2);2007;4.059
6834;Mobile machinery, total;Sulphur dioxide (SO2);2008;2.209
6835;Mobile machinery, total;Sulphur dioxide (SO2);2009;0.989
6836;Mobile machinery, total;Sulphur dioxide (SO2);2010;0.442
6837;Mobile machinery, total;Sulphur dioxide (SO2);2011;0.024
6838;Mobile machinery, total;Sulphur dioxide (SO2);2012;0.023
6839;Mobile machinery, total;Sulphur dioxide (SO2);2013;0.023
6840;Mobile machinery, total;Sulphur dioxide (SO2);2014;0.024
6841;Mobile machinery, total;Sulphur dioxide (SO2);2015;0.023
6842;Mobile machinery, total;Sulphur dioxide (SO2);2016;0.023
6843;Mobile machinery, total;Sulphur dioxide (SO2);2017;0.022
6844;Mobile machinery, total;Sulphur dioxide (SO2);2018;0.023
6845;Mobile machinery, total;Sulphur dioxide (SO2);2019;0.022
6846;Mobile machinery, total;Sulphur dioxide (SO2);2020;0.023
6847;Mobile machinery, total;Sulphur dioxide (SO2);2021;0.023
6848;Mobile machinery, total;PM10;1990;5.663
6849;Mobile machinery, total;PM10;1991;5.645
6850;Mobile machinery, total;PM10;1992;5.445
6851;Mobile machinery, total;PM10;1993;5.218
6852;Mobile machinery, total;PM10;1994;5.228
6853;Mobile machinery, total;PM10;1995;5.136
6854;Mobile machinery, total;PM10;1996;5.073
6855;Mobile machinery, total;PM10;1997;4.915
6856;Mobile machinery, total;PM10;1998;4.829
6857;Mobile machinery, total;PM10;1999;5.054
6858;Mobile machinery, total;PM10;2000;4.836
6859;Mobile machinery, total;PM10;2001;4.734
6860;Mobile machinery, total;PM10;2002;4.407
6861;Mobile machinery, total;PM10;2003;4.207
6862;Mobile machinery, total;PM10;2004;4.003
6863;Mobile machinery, total;PM10;2005;3.961
6864;Mobile machinery, total;PM10;2006;3.687
6865;Mobile machinery, total;PM10;2007;3.49
6866;Mobile machinery, total;PM10;2008;2.956
6867;Mobile machinery, total;PM10;2009;2.546
6868;Mobile machinery, total;PM10;2010;2.254
6869;Mobile machinery, total;PM10;2011;2.18
6870;Mobile machinery, total;PM10;2012;1.96
6871;Mobile machinery, total;PM10;2013;1.883
6872;Mobile machinery, total;PM10;2014;1.83
6873;Mobile machinery, total;PM10;2015;1.666
6874;Mobile machinery, total;PM10;2016;1.584
6875;Mobile machinery, total;PM10;2017;1.427
6876;Mobile machinery, total;PM10;2018;1.388
6877;Mobile machinery, total;PM10;2019;1.249
6878;Mobile machinery, total;PM10;2020;1.218
6879;Mobile machinery, total;PM10;2021;1.091
6880;Mobile machinery, total;PM2.5 (Particulate matter);1990;5.388
6881;Mobile machinery, total;PM2.5 (Particulate matter);1991;5.371
6882;Mobile machinery, total;PM2.5 (Particulate matter);1992;5.18
6883;Mobile machinery, total;PM2.5 (Particulate matter);1993;4.964
6884;Mobile machinery, total;PM2.5 (Particulate matter);1994;4.973
6885;Mobile machinery, total;PM2.5 (Particulate matter);1995;4.886
6886;Mobile machinery, total;PM2.5 (Particulate matter);1996;4.826
6887;Mobile machinery, total;PM2.5 (Particulate matter);1997;4.676
6888;Mobile machinery, total;PM2.5 (Particulate matter);1998;4.594
6889;Mobile machinery, total;PM2.5 (Particulate matter);1999;4.808
6890;Mobile machinery, total;PM2.5 (Particulate matter);2000;4.6
6891;Mobile machinery, total;PM2.5 (Particulate matter);2001;4.503
6892;Mobile machinery, total;PM2.5 (Particulate matter);2002;4.192
6893;Mobile machinery, total;PM2.5 (Particulate matter);2003;4.002
6894;Mobile machinery, total;PM2.5 (Particulate matter);2004;3.809
6895;Mobile machinery, total;PM2.5 (Particulate matter);2005;3.768
6896;Mobile machinery, total;PM2.5 (Particulate matter);2006;3.508
6897;Mobile machinery, total;PM2.5 (Particulate matter);2007;3.321
6898;Mobile machinery, total;PM2.5 (Particulate matter);2008;2.814
6899;Mobile machinery, total;PM2.5 (Particulate matter);2009;2.424
6900;Mobile machinery, total;PM2.5 (Particulate matter);2010;2.147
6901;Mobile machinery, total;PM2.5 (Particulate matter);2011;2.076
6902;Mobile machinery, total;PM2.5 (Particulate matter);2012;1.867
6903;Mobile machinery, total;PM2.5 (Particulate matter);2013;1.794
6904;Mobile machinery, total;PM2.5 (Particulate matter);2014;1.743
6905;Mobile machinery, total;PM2.5 (Particulate matter);2015;1.587
6906;Mobile machinery, total;PM2.5 (Particulate matter);2016;1.51
6907;Mobile machinery, total;PM2.5 (Particulate matter);2017;1.36
6908;Mobile machinery, total;PM2.5 (Particulate matter);2018;1.323
6909;Mobile machinery, total;PM2.5 (Particulate matter);2019;1.191
6910;Mobile machinery, total;PM2.5 (Particulate matter);2020;1.161
6911;Mobile machinery, total;PM2.5 (Particulate matter);2021;1.04
6912;Mobile machinery, agriculture;Carbon dioxide (CO2);1990;1100.0
6913;Mobile machinery, agriculture;Carbon dioxide (CO2);1991;1100.0
6914;Mobile machinery, agriculture;Carbon dioxide (CO2);1992;1100.0
6915;Mobile machinery, agriculture;Carbon dioxide (CO2);1993;1100.0
6916;Mobile machinery, agriculture;Carbon dioxide (CO2);1994;1100.0
6917;Mobile machinery, agriculture;Carbon dioxide (CO2);1995;1100.0
6918;Mobile machinery, agriculture;Carbon dioxide (CO2);1996;1000.0
6919;Mobile machinery, agriculture;Carbon dioxide (CO2);1997;1000.0
6920;Mobile machinery, agriculture;Carbon dioxide (CO2);1998;1000.0
6921;Mobile machinery, agriculture;Carbon dioxide (CO2);1999;1100.0
6922;Mobile machinery, agriculture;Carbon dioxide (CO2);2000;1100.0
6923;Mobile machinery, agriculture;Carbon dioxide (CO2);2001;1100.0
6924;Mobile machinery, agriculture;Carbon dioxide (CO2);2002;1100.0
6925;Mobile machinery, agriculture;Carbon dioxide (CO2);2003;1100.0
6926;Mobile machinery, agriculture;Carbon dioxide (CO2);2004;1000.0
6927;Mobile machinery, agriculture;Carbon dioxide (CO2);2005;1100.0
