ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
8679;HP6: Providers of preventive care;HF122: Compulsory private insurance;2002;
8680;HP6: Providers of preventive care;HF122: Compulsory private insurance;2003;
8681;HP6: Providers of preventive care;HF122: Compulsory private insurance;2004;
8682;HP6: Providers of preventive care;HF122: Compulsory private insurance;2005;
8683;HP6: Providers of preventive care;HF122: Compulsory private insurance;2006;85.0
8684;HP6: Providers of preventive care;HF122: Compulsory private insurance;2007;100.0
8685;HP6: Providers of preventive care;HF122: Compulsory private insurance;2008;89.0
8686;HP6: Providers of preventive care;HF122: Compulsory private insurance;2009;88.0
8687;HP6: Providers of preventive care;HF122: Compulsory private insurance;2010;98.0
8688;HP6: Providers of preventive care;HF122: Compulsory private insurance;2011;95.0
8689;HP6: Providers of preventive care;HF122: Compulsory private insurance;2012;82.0
8690;HP6: Providers of preventive care;HF122: Compulsory private insurance;2013;85.0
8691;HP6: Providers of preventive care;HF122: Compulsory private insurance;2014;88.0
8692;HP6: Providers of preventive care;HF122: Compulsory private insurance;2015;86.0
8693;HP6: Providers of preventive care;HF122: Compulsory private insurance;2016;90.0
8694;HP6: Providers of preventive care;HF122: Compulsory private insurance;2017;93.0
8695;HP6: Providers of preventive care;HF122: Compulsory private insurance;2018;100.0
8696;HP6: Providers of preventive care;HF122: Compulsory private insurance;2019;108.0
8697;HP6: Providers of preventive care;HF122: Compulsory private insurance;2020;124.0
8698;HP6: Providers of preventive care;HF122: Compulsory private insurance;2021;132.0
8699;HP6: Providers of preventive care;HF122: Compulsory private insurance;2022;141.0
8700;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);1998;528.0
8701;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);1999;591.0
8702;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2000;610.0
8703;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2001;617.0
8704;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2002;638.0
8705;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2003;611.0
8706;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2004;615.0
8707;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2005;619.0
8708;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2006;525.0
8709;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2007;564.0
8710;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2008;483.0
8711;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2009;431.0
8712;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2010;437.0
8713;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2011;442.0
8714;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2012;465.0
8715;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2013;442.0
8716;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2014;447.0
8717;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2015;438.0
8718;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2016;467.0
8719;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2017;492.0
8720;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2018;511.0
8721;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2019;560.0
8722;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2020;574.0
8723;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2021;627.0
8724;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2022;630.0
8725;HP6: Providers of preventive care;HF2: Voluntary schemes;1998;507.0
8726;HP6: Providers of preventive care;HF2: Voluntary schemes;1999;569.0
8727;HP6: Providers of preventive care;HF2: Voluntary schemes;2000;585.0
8728;HP6: Providers of preventive care;HF2: Voluntary schemes;2001;589.0
8729;HP6: Providers of preventive care;HF2: Voluntary schemes;2002;602.0
8730;HP6: Providers of preventive care;HF2: Voluntary schemes;2003;587.0
8731;HP6: Providers of preventive care;HF2: Voluntary schemes;2004;589.0
8732;HP6: Providers of preventive care;HF2: Voluntary schemes;2005;591.0
8733;HP6: Providers of preventive care;HF2: Voluntary schemes;2006;496.0
8734;HP6: Providers of preventive care;HF2: Voluntary schemes;2007;533.0
8735;HP6: Providers of preventive care;HF2: Voluntary schemes;2008;456.0
8736;HP6: Providers of preventive care;HF2: Voluntary schemes;2009;407.0
8737;HP6: Providers of preventive care;HF2: Voluntary schemes;2010;411.0
8738;HP6: Providers of preventive care;HF2: Voluntary schemes;2011;417.0
8739;HP6: Providers of preventive care;HF2: Voluntary schemes;2012;435.0
8740;HP6: Providers of preventive care;HF2: Voluntary schemes;2013;413.0
8741;HP6: Providers of preventive care;HF2: Voluntary schemes;2014;418.0
8742;HP6: Providers of preventive care;HF2: Voluntary schemes;2015;408.0
8743;HP6: Providers of preventive care;HF2: Voluntary schemes;2016;437.0
8744;HP6: Providers of preventive care;HF2: Voluntary schemes;2017;461.0
8745;HP6: Providers of preventive care;HF2: Voluntary schemes;2018;481.0
8746;HP6: Providers of preventive care;HF2: Voluntary schemes;2019;529.0
8747;HP6: Providers of preventive care;HF2: Voluntary schemes;2020;549.0
8748;HP6: Providers of preventive care;HF2: Voluntary schemes;2021;593.0
8749;HP6: Providers of preventive care;HF2: Voluntary schemes;2022;609.0
8750;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;1998;18.0
8751;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;1999;19.0
8752;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2000;20.0
8753;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2001;21.0
8754;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2002;25.0
8755;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2003;22.0
8756;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2004;22.0
8757;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2005;22.0
8758;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2006;0.0
8759;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2007;0.0
8760;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2008;0.0
8761;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2009;0.0
8762;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2010;0.0
8763;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2011;0.0
8764;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2012;0.0
8765;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2013;0.0
8766;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2014;0.0
8767;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2015;0.0
8768;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2016;0.0
8769;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2017;0.0
8770;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2018;0.0
8771;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2019;0.0
8772;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2020;0.0
8773;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2021;0.0
8774;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2022;0.0
8775;HP6: Providers of preventive care;HF22: Financing schemes NPI;1998;0.0
8776;HP6: Providers of preventive care;HF22: Financing schemes NPI;1999;0.0
8777;HP6: Providers of preventive care;HF22: Financing schemes NPI;2000;0.0
8778;HP6: Providers of preventive care;HF22: Financing schemes NPI;2001;0.0
8779;HP6: Providers of preventive care;HF22: Financing schemes NPI;2002;0.0
8780;HP6: Providers of preventive care;HF22: Financing schemes NPI;2003;0.0
8781;HP6: Providers of preventive care;HF22: Financing schemes NPI;2004;0.0
8782;HP6: Providers of preventive care;HF22: Financing schemes NPI;2005;0.0
8783;HP6: Providers of preventive care;HF22: Financing schemes NPI;2006;0.0
8784;HP6: Providers of preventive care;HF22: Financing schemes NPI;2007;0.0
8785;HP6: Providers of preventive care;HF22: Financing schemes NPI;2008;0.0
8786;HP6: Providers of preventive care;HF22: Financing schemes NPI;2009;0.0
8787;HP6: Providers of preventive care;HF22: Financing schemes NPI;2010;0.0
8788;HP6: Providers of preventive care;HF22: Financing schemes NPI;2011;0.0
8789;HP6: Providers of preventive care;HF22: Financing schemes NPI;2012;0.0
8790;HP6: Providers of preventive care;HF22: Financing schemes NPI;2013;0.0
8791;HP6: Providers of preventive care;HF22: Financing schemes NPI;2014;0.0
8792;HP6: Providers of preventive care;HF22: Financing schemes NPI;2015;0.0
8793;HP6: Providers of preventive care;HF22: Financing schemes NPI;2016;0.0
8794;HP6: Providers of preventive care;HF22: Financing schemes NPI;2017;0.0
8795;HP6: Providers of preventive care;HF22: Financing schemes NPI;2018;0.0
8796;HP6: Providers of preventive care;HF22: Financing schemes NPI;2019;0.0
8797;HP6: Providers of preventive care;HF22: Financing schemes NPI;2020;0.0
8798;HP6: Providers of preventive care;HF22: Financing schemes NPI;2021;0.0
8799;HP6: Providers of preventive care;HF22: Financing schemes NPI;2022;0.0
8800;HP6: Providers of preventive care;HF23: Enterprise financing schemes;1998;489.0
8801;HP6: Providers of preventive care;HF23: Enterprise financing schemes;1999;551.0
8802;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2000;565.0
8803;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2001;568.0
8804;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2002;576.0
8805;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2003;565.0
8806;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2004;567.0
8807;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2005;568.0
8808;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2006;496.0
8809;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2007;533.0
8810;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2008;456.0
8811;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2009;407.0
8812;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2010;411.0
8813;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2011;417.0
8814;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2012;435.0
8815;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2013;413.0
8816;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2014;418.0
8817;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2015;408.0
8818;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2016;437.0
8819;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2017;461.0
8820;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2018;481.0
8821;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2019;529.0
8822;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2020;549.0
8823;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2021;593.0
8824;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2022;609.0
8825;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;1998;21.0
8826;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;1999;22.0
8827;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2000;25.0
8828;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2001;28.0
8829;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2002;36.0
8830;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2003;24.0
8831;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2004;27.0
8832;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2005;28.0
8833;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2006;29.0
8834;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2007;31.0
8835;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2008;26.0
8836;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2009;23.0
8837;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2010;26.0
8838;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2011;25.0
8839;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2012;29.0
8840;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2013;29.0
8841;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2014;29.0
8842;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2015;29.0
8843;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2016;30.0
8844;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2017;30.0
8845;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2018;31.0
8846;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2019;32.0
8847;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2020;25.0
8848;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2021;34.0
8849;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2022;20.0
8850;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;1998;21.0
8851;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;1999;22.0
8852;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2000;25.0
8853;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2001;28.0
8854;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2002;36.0
8855;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2003;24.0
8856;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2004;27.0
8857;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2005;28.0
8858;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2006;29.0
8859;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2007;31.0
8860;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2008;26.0
8861;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2009;23.0
8862;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2010;26.0
8863;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2011;25.0
8864;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2012;29.0
8865;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2013;29.0
8866;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2014;29.0
8867;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2015;29.0
8868;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2016;30.0
