ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalBudgetsIn1000Euros_1;MunicipalBudgetsEuroInhabitant_2
9190;Total property tax;Venlo;2018;36015.0;356.0
9191;Total property tax;Venlo;2019;37589.0;370.0
9192;Total property tax;Venlo;2020;38463.0;378.0
9193;Total property tax;Venlo;2021;39613.0;388.0
9194;Total property tax;Venlo;2022;39539.0;387.0
9195;Total property tax;Venlo;2023;41079.0;398.0
9196;Total property tax;Venlo;2024;42339.0;408.0
9197;Total property tax;Venlo;2025;43055.0;414.0
9198;Total property tax;Venray;2005;9745.0;250.0
9199;Total property tax;Venray;2006;;
9200;Total property tax;Venray;2007;7551.0;193.0
9201;Total property tax;Venray;2008;7688.0;196.0
9202;Total property tax;Venray;2009;7944.0;203.0
9203;Total property tax;Venray;2010;8784.0;205.0
9204;Total property tax;Venray;2011;9976.0;233.0
9205;Total property tax;Venray;2012;10350.0;241.0
9206;Total property tax;Venray;2013;11116.0;258.0
9207;Total property tax;Venray;2014;12017.0;278.0
9208;Total property tax;Venray;2015;12373.0;286.0
9209;Total property tax;Venray;2016;12925.0;298.0
9210;Total property tax;Venray;2017;13357.0;307.0
9211;Total property tax;Venray;2018;13716.0;316.0
9212;Total property tax;Venray;2019;13990.0;323.0
9213;Total property tax;Venray;2020;14345.0;329.0
9214;Total property tax;Venray;2021;14860.0;340.0
9215;Total property tax;Venray;2022;15272.0;347.0
9216;Total property tax;Venray;2023;15972.0;358.0
9217;Total property tax;Venray;2024;16994.0;380.0
9218;Total property tax;Venray;2025;17519.0;390.0
9219;Total property tax;Vianen;2005;2062.0;105.0
9220;Total property tax;Vianen;2006;1629.0;82.0
9221;Total property tax;Vianen;2007;1791.0;91.0
9222;Total property tax;Vianen;2008;2158.0;110.0
9223;Total property tax;Vianen;2009;2991.0;152.0
9224;Total property tax;Vianen;2010;3114.0;158.0
9225;Total property tax;Vianen;2011;3326.0;169.0
9226;Total property tax;Vianen;2012;3530.0;180.0
9227;Total property tax;Vianen;2013;3644.0;185.0
9228;Total property tax;Vianen;2014;3750.0;191.0
9229;Total property tax;Vianen;2015;3731.0;190.0
9230;Total property tax;Vianen;2016;4049.0;207.0
9231;Total property tax;Vianen;2017;4096.0;208.0
9232;Total property tax;Vianen;2018;4170.0;209.0
9233;Total property tax;Vianen;2019;;
9234;Total property tax;Vianen;2020;;
9235;Total property tax;Vianen;2021;;
9236;Total property tax;Vianen;2022;;
9237;Total property tax;Vianen;2023;;
9238;Total property tax;Vianen;2024;;
9239;Total property tax;Vianen;2025;;
9240;Total property tax;Vijfheerenlanden;2005;;
9241;Total property tax;Vijfheerenlanden;2006;;
9242;Total property tax;Vijfheerenlanden;2007;;
9243;Total property tax;Vijfheerenlanden;2008;;
9244;Total property tax;Vijfheerenlanden;2009;;
9245;Total property tax;Vijfheerenlanden;2010;;
9246;Total property tax;Vijfheerenlanden;2011;;
9247;Total property tax;Vijfheerenlanden;2012;;
9248;Total property tax;Vijfheerenlanden;2013;;
9249;Total property tax;Vijfheerenlanden;2014;;
9250;Total property tax;Vijfheerenlanden;2015;;
9251;Total property tax;Vijfheerenlanden;2016;;
9252;Total property tax;Vijfheerenlanden;2017;;
9253;Total property tax;Vijfheerenlanden;2018;;
9254;Total property tax;Vijfheerenlanden;2019;11906.0;214.0
9255;Total property tax;Vijfheerenlanden;2020;12275.0;216.0
9256;Total property tax;Vijfheerenlanden;2021;12975.0;224.0
9257;Total property tax;Vijfheerenlanden;2022;14533.0;247.0
9258;Total property tax;Vijfheerenlanden;2023;13970.0;233.0
9259;Total property tax;Vijfheerenlanden;2024;;
9260;Total property tax;Vijfheerenlanden;2025;;
9261;Total property tax;Vlaardingen;2005;;
9262;Total property tax;Vlaardingen;2006;10670.0;148.0
9263;Total property tax;Vlaardingen;2007;11061.0;155.0
9264;Total property tax;Vlaardingen;2008;11337.0;160.0
9265;Total property tax;Vlaardingen;2009;11695.0;166.0
9266;Total property tax;Vlaardingen;2010;11695.0;166.0
9267;Total property tax;Vlaardingen;2011;11695.0;165.0
9268;Total property tax;Vlaardingen;2012;12195.0;171.0
9269;Total property tax;Vlaardingen;2013;13063.0;185.0
9270;Total property tax;Vlaardingen;2014;13308.0;187.0
9271;Total property tax;Vlaardingen;2015;14593.0;204.0
9272;Total property tax;Vlaardingen;2016;15486.0;215.0
9273;Total property tax;Vlaardingen;2017;15229.0;211.0
9274;Total property tax;Vlaardingen;2018;16618.0;231.0
9275;Total property tax;Vlaardingen;2019;17016.0;235.0
9276;Total property tax;Vlaardingen;2020;18310.0;249.0
9277;Total property tax;Vlaardingen;2021;19750.0;267.0
9278;Total property tax;Vlaardingen;2022;20821.0;281.0
9279;Total property tax;Vlaardingen;2023;21577.0;287.0
9280;Total property tax;Vlaardingen;2024;22335.0;292.0
9281;Total property tax;Vlaardingen;2025;23176.0;300.0
9282;Total property tax;Vlagtwedde;2005;2201.0;133.0
9283;Total property tax;Vlagtwedde;2006;1480.0;89.0
9284;Total property tax;Vlagtwedde;2007;1457.0;88.0
9285;Total property tax;Vlagtwedde;2008;1498.0;91.0
9286;Total property tax;Vlagtwedde;2009;1529.0;94.0
9287;Total property tax;Vlagtwedde;2010;1585.0;97.0
9288;Total property tax;Vlagtwedde;2011;1602.0;98.0
9289;Total property tax;Vlagtwedde;2012;1694.0;104.0
9290;Total property tax;Vlagtwedde;2013;1756.0;109.0
9291;Total property tax;Vlagtwedde;2014;1819.0;115.0
9292;Total property tax;Vlagtwedde;2015;2187.0;135.0
9293;Total property tax;Vlagtwedde;2016;2313.0;141.0
9294;Total property tax;Vlagtwedde;2017;2795.0;175.0
9295;Total property tax;Vlagtwedde;2018;;
9296;Total property tax;Vlagtwedde;2019;;
9297;Total property tax;Vlagtwedde;2020;;
9298;Total property tax;Vlagtwedde;2021;;
9299;Total property tax;Vlagtwedde;2022;;
9300;Total property tax;Vlagtwedde;2023;;
9301;Total property tax;Vlagtwedde;2024;;
9302;Total property tax;Vlagtwedde;2025;;
9303;Total property tax;Vlieland;2005;578.0;502.0
9304;Total property tax;Vlieland;2006;;
9305;Total property tax;Vlieland;2007;416.0;368.0
9306;Total property tax;Vlieland;2008;425.0;377.0
9307;Total property tax;Vlieland;2009;423.0;369.0
9308;Total property tax;Vlieland;2010;423.0;366.0
9309;Total property tax;Vlieland;2011;432.0;375.0
9310;Total property tax;Vlieland;2012;441.0;400.0
9311;Total property tax;Vlieland;2013;447.0;402.0
9312;Total property tax;Vlieland;2014;461.0;417.0
9313;Total property tax;Vlieland;2015;466.0;423.0
9314;Total property tax;Vlieland;2016;471.0;435.0
9315;Total property tax;Vlieland;2017;471.0;433.0
9316;Total property tax;Vlieland;2018;480.0;424.0
9317;Total property tax;Vlieland;2019;525.0;461.0
9318;Total property tax;Vlieland;2020;581.0;504.0
9319;Total property tax;Vlieland;2021;631.0;529.0
9320;Total property tax;Vlieland;2022;641.0;536.0
9321;Total property tax;Vlieland;2023;680.0;527.0
9322;Total property tax;Vlieland;2024;711.0;565.0
9323;Total property tax;Vlieland;2025;788.0;647.0
9324;Total property tax;Vlissingen;2005;11500.0;253.0
9325;Total property tax;Vlissingen;2006;;
9326;Total property tax;Vlissingen;2007;;
9327;Total property tax;Vlissingen;2008;9165.0;205.0
9328;Total property tax;Vlissingen;2009;9513.0;213.0
9329;Total property tax;Vlissingen;2010;9728.0;218.0
9330;Total property tax;Vlissingen;2011;9910.0;223.0
9331;Total property tax;Vlissingen;2012;10098.0;227.0
9332;Total property tax;Vlissingen;2013;10224.0;230.0
9333;Total property tax;Vlissingen;2014;10479.0;236.0
9334;Total property tax;Vlissingen;2015;10651.0;239.0
9335;Total property tax;Vlissingen;2016;10650.0;240.0
9336;Total property tax;Vlissingen;2017;11289.0;254.0
9337;Total property tax;Vlissingen;2018;12538.0;282.0
9338;Total property tax;Vlissingen;2019;12993.0;293.0
9339;Total property tax;Vlissingen;2020;13347.0;301.0
9340;Total property tax;Vlissingen;2021;13317.0;300.0
9341;Total property tax;Vlissingen;2022;13536.0;304.0
9342;Total property tax;Vlissingen;2023;14770.0;327.0
9343;Total property tax;Vlissingen;2024;16029.0;353.0
9344;Total property tax;Vlissingen;2025;16733.0;366.0
9345;Total property tax;Vlist;2005;2402.0;245.0
9346;Total property tax;Vlist;2006;;
9347;Total property tax;Vlist;2007;1577.0;161.0
9348;Total property tax;Vlist;2008;1594.0;162.0
9349;Total property tax;Vlist;2009;1641.0;167.0
9350;Total property tax;Vlist;2010;1702.0;175.0
9351;Total property tax;Vlist;2011;1799.0;183.0
9352;Total property tax;Vlist;2012;2023.0;207.0
9353;Total property tax;Vlist;2013;2088.0;215.0
9354;Total property tax;Vlist;2014;2168.0;224.0
9355;Total property tax;Vlist;2015;;
9356;Total property tax;Vlist;2016;;
9357;Total property tax;Vlist;2017;;
9358;Total property tax;Vlist;2018;;
9359;Total property tax;Vlist;2019;;
9360;Total property tax;Vlist;2020;;
9361;Total property tax;Vlist;2021;;
9362;Total property tax;Vlist;2022;;
9363;Total property tax;Vlist;2023;;
9364;Total property tax;Vlist;2024;;
9365;Total property tax;Vlist;2025;;
9366;Total property tax;Voerendaal;2005;1866.0;144.0
9367;Total property tax;Voerendaal;2006;1262.0;98.0
9368;Total property tax;Voerendaal;2007;1303.0;101.0
9369;Total property tax;Voerendaal;2008;1324.0;104.0
9370;Total property tax;Voerendaal;2009;1440.0;112.0
9371;Total property tax;Voerendaal;2010;1566.0;123.0
9372;Total property tax;Voerendaal;2011;1732.0;136.0
9373;Total property tax;Voerendaal;2012;1831.0;145.0
9374;Total property tax;Voerendaal;2013;1932.0;154.0
9375;Total property tax;Voerendaal;2014;1994.0;160.0
9376;Total property tax;Voerendaal;2015;2170.0;175.0
9377;Total property tax;Voerendaal;2016;2343.0;188.0
9378;Total property tax;Voerendaal;2017;2099.0;168.0
9379;Total property tax;Voerendaal;2018;2095.0;169.0
9380;Total property tax;Voerendaal;2019;2429.0;195.0
9381;Total property tax;Voerendaal;2020;2757.0;221.0
9382;Total property tax;Voerendaal;2021;2857.0;229.0
9383;Total property tax;Voerendaal;2022;2903.0;234.0
9384;Total property tax;Voerendaal;2023;2959.0;239.0
9385;Total property tax;Voerendaal;2024;3056.0;247.0
9386;Total property tax;Voerendaal;2025;3338.0;265.0
9387;Total property tax;Voorhout;2005;2209.0;148.0
9388;Total property tax;Voorhout;2006;;
9389;Total property tax;Voorhout;2007;;
9390;Total property tax;Voorhout;2008;;
9391;Total property tax;Voorhout;2009;;
9392;Total property tax;Voorhout;2010;;
9393;Total property tax;Voorhout;2011;;
9394;Total property tax;Voorhout;2012;;
9395;Total property tax;Voorhout;2013;;
9396;Total property tax;Voorhout;2014;;
9397;Total property tax;Voorhout;2015;;
9398;Total property tax;Voorhout;2016;;
9399;Total property tax;Voorhout;2017;;
9400;Total property tax;Voorhout;2018;;
9401;Total property tax;Voorhout;2019;;
9402;Total property tax;Voorhout;2020;;
9403;Total property tax;Voorhout;2021;;
9404;Total property tax;Voorhout;2022;;
9405;Total property tax;Voorhout;2023;;
9406;Total property tax;Voorhout;2024;;
9407;Total property tax;Voorhout;2025;;
9408;Total property tax;Voorne aan Zee;2005;;
9409;Total property tax;Voorne aan Zee;2006;;
9410;Total property tax;Voorne aan Zee;2007;;
9411;Total property tax;Voorne aan Zee;2008;;
9412;Total property tax;Voorne aan Zee;2009;;
9413;Total property tax;Voorne aan Zee;2010;;
9414;Total property tax;Voorne aan Zee;2011;;
9415;Total property tax;Voorne aan Zee;2012;;
9416;Total property tax;Voorne aan Zee;2013;;
9417;Total property tax;Voorne aan Zee;2014;;
9418;Total property tax;Voorne aan Zee;2015;;
9419;Total property tax;Voorne aan Zee;2016;;
9420;Total property tax;Voorne aan Zee;2017;;
9421;Total property tax;Voorne aan Zee;2018;;
9422;Total property tax;Voorne aan Zee;2019;;
9423;Total property tax;Voorne aan Zee;2020;;
9424;Total property tax;Voorne aan Zee;2021;;
9425;Total property tax;Voorne aan Zee;2022;;
9426;Total property tax;Voorne aan Zee;2023;14408.0;195.0
9427;Total property tax;Voorne aan Zee;2024;15027.0;202.0
9428;Total property tax;Voorne aan Zee;2025;17394.0;233.0
9429;Total property tax;Voorschoten;2005;5359.0;237.0
9430;Total property tax;Voorschoten;2006;3408.0;149.0
9431;Total property tax;Voorschoten;2007;3569.0;157.0
9432;Total property tax;Voorschoten;2008;3622.0;159.0
9433;Total property tax;Voorschoten;2009;3673.0;160.0
9434;Total property tax;Voorschoten;2010;3964.0;169.0
9435;Total property tax;Voorschoten;2011;4055.0;169.0
9436;Total property tax;Voorschoten;2012;4369.0;180.0
9437;Total property tax;Voorschoten;2013;4409.0;179.0
9438;Total property tax;Voorschoten;2014;4682.0;188.0
9439;Total property tax;Voorschoten;2015;4760.0;189.0
9440;Total property tax;Voorschoten;2016;5183.0;206.0
9441;Total property tax;Voorschoten;2017;5276.0;208.0
9442;Total property tax;Voorschoten;2018;6546.0;257.0
9443;Total property tax;Voorschoten;2019;6647.0;261.0
9444;Total property tax;Voorschoten;2020;6795.0;265.0
9445;Total property tax;Voorschoten;2021;7122.0;278.0
9446;Total property tax;Voorschoten;2022;7756.0;303.0
9447;Total property tax;Voorschoten;2023;7997.0;312.0
9448;Total property tax;Voorschoten;2024;8486.0;331.0
9449;Total property tax;Voorschoten;2025;8854.0;341.0
9450;Total property tax;Voorst;2005;3253.0;139.0
9451;Total property tax;Voorst;2006;2683.0;114.0
9452;Total property tax;Voorst;2007;2718.0;116.0
9453;Total property tax;Voorst;2008;3126.0;132.0
9454;Total property tax;Voorst;2009;3602.0;152.0
9455;Total property tax;Voorst;2010;3860.0;163.0
9456;Total property tax;Voorst;2011;3994.0;169.0
9457;Total property tax;Voorst;2012;4195.0;177.0
9458;Total property tax;Voorst;2013;4334.0;183.0
9459;Total property tax;Voorst;2014;4424.0;186.0
9460;Total property tax;Voorst;2015;4927.0;206.0
9461;Total property tax;Voorst;2016;4976.0;207.0
9462;Total property tax;Voorst;2017;4868.0;201.0
9463;Total property tax;Voorst;2018;4946.0;203.0
9464;Total property tax;Voorst;2019;5060.0;207.0
9465;Total property tax;Voorst;2020;5301.0;216.0
9466;Total property tax;Voorst;2021;5931.0;239.0
9467;Total property tax;Voorst;2022;6743.0;270.0
9468;Total property tax;Voorst;2023;7374.0;292.0
9469;Total property tax;Voorst;2024;8040.0;317.0
9470;Total property tax;Voorst;2025;8259.0;323.0
9471;Total property tax;Vught;2005;6014.0;238.0
9472;Total property tax;Vught;2006;4969.0;197.0
9473;Total property tax;Vught;2007;5185.0;205.0
9474;Total property tax;Vught;2008;5943.0;234.0
9475;Total property tax;Vught;2009;6133.0;243.0
9476;Total property tax;Vught;2010;6574.0;258.0
9477;Total property tax;Vught;2011;6777.0;264.0
9478;Total property tax;Vught;2012;7004.0;272.0
9479;Total property tax;Vught;2013;7189.0;281.0
9480;Total property tax;Vught;2014;7331.0;286.0
9481;Total property tax;Vught;2015;7456.0;288.0
9482;Total property tax;Vught;2016;7566.0;291.0
9483;Total property tax;Vught;2017;7781.0;297.0
9484;Total property tax;Vught;2018;7959.0;301.0
9485;Total property tax;Vught;2019;7662.0;290.0
9486;Total property tax;Vught;2020;7958.0;300.0
9487;Total property tax;Vught;2021;8168.0;258.0
9488;Total property tax;Vught;2022;9559.0;301.0
9489;Total property tax;Vught;2023;9734.0;303.0
9490;Total property tax;Vught;2024;10339.0;320.0
9491;Total property tax;Vught;2025;10655.0;323.0
9492;Total property tax;Waadhoeke;2005;;
9493;Total property tax;Waadhoeke;2006;;
9494;Total property tax;Waadhoeke;2007;;
9495;Total property tax;Waadhoeke;2008;;
9496;Total property tax;Waadhoeke;2009;;
9497;Total property tax;Waadhoeke;2010;;
9498;Total property tax;Waadhoeke;2011;;
9499;Total property tax;Waadhoeke;2012;;
9500;Total property tax;Waadhoeke;2013;;
9501;Total property tax;Waadhoeke;2014;;
9502;Total property tax;Waadhoeke;2015;;
9503;Total property tax;Waadhoeke;2016;;
9504;Total property tax;Waadhoeke;2017;;
9505;Total property tax;Waadhoeke;2018;;
9506;Total property tax;Waadhoeke;2019;7192.0;156.0
9507;Total property tax;Waadhoeke;2020;7327.0;159.0
9508;Total property tax;Waadhoeke;2021;7633.0;165.0
9509;Total property tax;Waadhoeke;2022;7755.0;167.0
9510;Total property tax;Waadhoeke;2023;7987.0;171.0
9511;Total property tax;Waadhoeke;2024;8826.0;188.0
9512;Total property tax;Waadhoeke;2025;9495.0;203.0
9513;Total property tax;Waalre;2005;2996.0;182.0
9514;Total property tax;Waalre;2006;1838.0;111.0
9515;Total property tax;Waalre;2007;1914.0;115.0
9516;Total property tax;Waalre;2008;2067.0;123.0
9517;Total property tax;Waalre;2009;2095.0;126.0
9518;Total property tax;Waalre;2010;2176.0;131.0
9519;Total property tax;Waalre;2011;2450.0;148.0
9520;Total property tax;Waalre;2012;2513.0;152.0
9521;Total property tax;Waalre;2013;2870.0;172.0
9522;Total property tax;Waalre;2014;2826.0;169.0
9523;Total property tax;Waalre;2015;3031.0;180.0
9524;Total property tax;Waalre;2016;3127.0;184.0
9525;Total property tax;Waalre;2017;3199.0;189.0
9526;Total property tax;Waalre;2018;3295.0;193.0
9527;Total property tax;Waalre;2019;3457.0;200.0
9528;Total property tax;Waalre;2020;3797.0;218.0
9529;Total property tax;Waalre;2021;3920.0;223.0
9530;Total property tax;Waalre;2022;4031.0;229.0
9531;Total property tax;Waalre;2023;4498.0;250.0
9532;Total property tax;Waalre;2024;5020.0;279.0
9533;Total property tax;Waalre;2025;5648.0;315.0
9534;Total property tax;Waalwijk;2005;8360.0;184.0
9535;Total property tax;Waalwijk;2006;6446.0;141.0
9536;Total property tax;Waalwijk;2007;6584.0;144.0
9537;Total property tax;Waalwijk;2008;7136.0;157.0
9538;Total property tax;Waalwijk;2009;7411.0;162.0
9539;Total property tax;Waalwijk;2010;8277.0;181.0
9540;Total property tax;Waalwijk;2011;8674.0;188.0
9541;Total property tax;Waalwijk;2012;9111.0;197.0
9542;Total property tax;Waalwijk;2013;9551.0;206.0
9543;Total property tax;Waalwijk;2014;10025.0;216.0
9544;Total property tax;Waalwijk;2015;10400.0;223.0
9545;Total property tax;Waalwijk;2016;10691.0;227.0
9546;Total property tax;Waalwijk;2017;10985.0;232.0
9547;Total property tax;Waalwijk;2018;11357.0;238.0
9548;Total property tax;Waalwijk;2019;11732.0;243.0
9549;Total property tax;Waalwijk;2020;12459.0;256.0
9550;Total property tax;Waalwijk;2021;12923.0;265.0
9551;Total property tax;Waalwijk;2022;13149.0;266.0
9552;Total property tax;Waalwijk;2023;14143.0;283.0
9553;Total property tax;Waalwijk;2024;15141.0;301.0
9554;Total property tax;Waalwijk;2025;15556.0;304.0
9555;Total property tax;Waddinxveen;2005;;
9556;Total property tax;Waddinxveen;2006;5268.0;202.0
9557;Total property tax;Waddinxveen;2007;3761.0;146.0
9558;Total property tax;Waddinxveen;2008;4868.0;190.0
9559;Total property tax;Waddinxveen;2009;5092.0;201.0
9560;Total property tax;Waddinxveen;2010;5283.0;208.0
9561;Total property tax;Waddinxveen;2011;5494.0;217.0
9562;Total property tax;Waddinxveen;2012;5461.0;216.0
9563;Total property tax;Waddinxveen;2013;5863.0;233.0
9564;Total property tax;Waddinxveen;2014;6006.0;236.0
9565;Total property tax;Waddinxveen;2015;6165.0;240.0
9566;Total property tax;Waddinxveen;2016;6281.0;241.0
9567;Total property tax;Waddinxveen;2017;6421.0;242.0
9568;Total property tax;Waddinxveen;2018;6565.0;238.0
9569;Total property tax;Waddinxveen;2019;6842.0;242.0
9570;Total property tax;Waddinxveen;2020;7279.0;248.0
9571;Total property tax;Waddinxveen;2021;7881.0;259.0
9572;Total property tax;Waddinxveen;2022;7881.0;251.0
