ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
9465;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 december;225;561
9466;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 4e kwartaal;794;1997
9467;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017;3651;10906
9468;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 januari;202;494
9469;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 februari;202;475
9470;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 maart;251;593
9471;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 1e kwartaal;655;1562
9472;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 april;326;844
9473;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 mei;432;1348
9474;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 juni;378;1143
9475;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 2e kwartaal;1137;3335
9476;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 juli;356;1381
9477;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 augustus;426;1867
9478;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 september;364;1023
9479;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 3e kwartaal;1146;4271
9480;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 oktober;355;947
9481;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 november;250;572
9482;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 december;215;547
9483;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018 4e kwartaal;820;2066
9484;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2018;3757;11235
9485;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 januari;187;469
9486;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 februari;212;499
9487;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 maart;267;654
9488;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 1e kwartaal;666;1621
9489;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 april;356;930
9490;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 mei;386;1074
9491;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 juni;494;1444
9492;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 2e kwartaal;1236;3448
9493;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 juli;400;1489
9494;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 augustus;464;1962
9495;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 september;377;1097
9496;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 3e kwartaal;1241;4548
9497;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 oktober;337;938
9498;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 november;269;615
9499;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 december;228;578
9500;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019 4e kwartaal;834;2131
9501;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2019;3978;11748
9502;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 januari;208;522
9503;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 februari;244;581
9504;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 maart;142;367
9505;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 1e kwartaal;593;1470
9506;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 april;52;200
9507;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 mei;149;498
9508;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 juni;299;1002
9509;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 2e kwartaal;499;1700
9510;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 juli;473;1926
9511;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 augustus;599;2647
9512;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 september;426;1360
9513;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 3e kwartaal;1497;5932
9514;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 oktober;316;1002
9515;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 november;202;516
9516;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 december;163;460
9517;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020 4e kwartaal;681;1979
9518;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2020;3272;11081
9519;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 januari;109;365
9520;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 februari;172;499
9521;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 maart;178;501
9522;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 1e kwartaal;458;1366
9523;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 april;269;822
9524;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 mei;434;1505
9525;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 juni;407;1407
9526;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 2e kwartaal;1110;3733
9527;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 juli;494;2003
9528;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 augustus;594;2612
9529;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 september;453;1490
9530;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 3e kwartaal;1541;6105
9531;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 oktober;423;1169
9532;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 november;266;640
9533;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 december;160;475
9534;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021 4e kwartaal;850;2283
9535;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2021;3958;13487
9536;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 januari;159;498
9537;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 februari;212;532
9538;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 maart;295;716
9539;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 1e kwartaal;666;1747
9540;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 april;385;1002
9541;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 mei;484;1483
9542;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 juni;454;1419
9543;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 2e kwartaal;1323;3904
9544;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 juli;466;1892
9545;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 augustus;524;2182
9546;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 september;429;1376
9547;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 3e kwartaal;1419;5449
9548;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 oktober;433;1192
9549;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 november;311;686
9550;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 december;272;657
9551;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022 4e kwartaal;1016;2536
9552;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2022;4423;13635
9553;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 januari;242;585
9554;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 februari;236;543
9555;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 maart;285;681
9556;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 1e kwartaal;762;1809
9557;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 april;368;931
9558;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 mei;475;1544
9559;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 juni;439;1370
9560;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 2e kwartaal;1283;3844
9561;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 juli;462;1839
9562;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 augustus;508;2184
9563;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 september;433;1355
9564;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 3e kwartaal;1404;5377
9565;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 oktober;398;1089
9566;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 november;288;634
9567;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 december;256;611
9568;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023 4e kwartaal;942;2335
9569;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2023;4391;13366
9570;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 januari;256;638
9571;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 februari;268;663
9572;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 maart;293;680
9573;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 1e kwartaal;816;1981
9574;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 april;382;960
9575;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 mei;549;1769
9576;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 juni;489;1451
9577;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 2e kwartaal;1420;4179
9578;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 juli;458;1774
9579;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 augustus;538;2277
9580;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 september;458;1358
9581;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 3e kwartaal;1457;5416
9582;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 oktober;400;1013
9583;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 november;310;712
9584;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 december;274;679
9585;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024 4e kwartaal;983;2402
9586;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2024;4668;13945
9587;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2025 januari;239;620
9588;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2025 februari;268;665
9589;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 januari;131;345
9590;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 februari;156;407
9591;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 maart;183;464
9592;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 1e kwartaal;471;1216
9593;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 april;288;862
9594;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 mei;389;1405
9595;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 juni;326;1262
9596;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 2e kwartaal;1003;3529
9597;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 juli;352;1733
9598;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 augustus;411;2257
9599;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 september;290;1045
9600;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 3e kwartaal;1053;5035
9601;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 oktober;258;798
9602;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 november;170;449
9603;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 december;163;483
9604;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012 4e kwartaal;591;1729
9605;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2012;3118;11510
9606;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 januari;121;341
9607;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 februari;152;404
9608;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 maart;169;447
9609;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 1e kwartaal;442;1191
9610;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 april;235;683
9611;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 mei;387;1397
9612;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 juni;303;1137
9613;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 2e kwartaal;924;3217
9614;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 juli;349;1690
9615;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 augustus;411;2159
9616;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 september;278;976
9617;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 3e kwartaal;1038;4825
9618;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 oktober;250;797
9619;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 november;175;451
9620;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 december;175;483
9621;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013 4e kwartaal;600;1731
9622;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2013;3004;10965
9623;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 januari;129;350
9624;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 februari;146;400
9625;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 maart;177;462
9626;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 1e kwartaal;452;1211
9627;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 april;232;702
9628;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 mei;360;1256
9629;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 juni;391;1572
9630;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 2e kwartaal;984;3530
9631;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 juli;342;1689
9632;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 augustus;414;2309
9633;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 september;291;1050
9634;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 3e kwartaal;1047;5048
9635;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 oktober;271;820
9636;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 november;175;473
9637;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 december;170;499
9638;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014 4e kwartaal;616;1792
9639;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2014;3099;11582
9640;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 januari;137;376
9641;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 februari;158;454
9642;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 maart;162;424
9643;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 1e kwartaal;457;1254
9644;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 april;235;689
9645;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 mei;390;1519
9646;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 juni;321;1236
9647;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 2e kwartaal;946;3444
9648;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 juli;375;1986
9649;Totaal logiesaccommodaties;Nederland;Bos en Heide Noordoost-Nederland (TG);2015 augustus;412;2189
