ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
8800;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 mei;4540;2460;100;1650;100;230
8801;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 juni;4500;2430;100;1640;100;230
8802;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 juli;4460;2400;100;1630;100;240
8803;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 augustus;4440;2380;90;1620;110;240
8804;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 september;4420;2360;90;1620;110;240
8805;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 oktober;4390;2340;90;1610;110;240
8806;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 november;4360;2310;90;1600;110;240
8807;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 december;4310;2290;90;1600;120;230
8808;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 januari;4300;2280;90;1590;120;230
8809;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 februari;4270;2250;80;1590;120;230
8810;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 maart;4240;2230;80;1580;120;230
8811;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 april;4220;2210;80;1570;120;230
8812;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 mei;4170;2180;80;1560;130;230
8813;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 juni;4200;2180;80;1550;130;260
8814;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 juli;4150;2140;80;1550;130;260
8815;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 augustus;4120;2110;80;1530;120;270
8816;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 september;4100;2090;80;1530;120;270
8817;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 oktober;4070;2070;80;1520;120;280
8818;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 november;4050;2050;70;1520;130;280
8819;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2012 december;4020;2030;70;1510;130;280
8820;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 januari;4020;2020;70;1510;140;290
8821;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 februari;4000;2000;70;1500;140;290
8822;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 maart;3980;1980;70;1500;140;290
8823;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 april;3950;1940;70;1500;140;290
8824;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 mei;3920;1920;70;1490;150;300
8825;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 juni;3880;1880;70;1490;150;300
8826;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 juli;3850;1860;70;1470;150;290
8827;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 augustus;3830;1840;70;1470;150;300
8828;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 september;3770;1820;70;1470;150;270
8829;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 oktober;3760;1800;70;1460;160;280
8830;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 november;3740;1780;60;1460;160;280
8831;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2013 december;3720;1770;60;1450;160;280
8832;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 januari;3710;1760;60;1450;170;280
8833;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 februari;3690;1740;60;1440;170;280
8834;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 maart;3670;1720;60;1430;180;280
8835;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 april;3660;1710;60;1420;190;280
8836;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 mei;3640;1690;60;1420;190;280
8837;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 juni;3620;1670;60;1410;190;290
8838;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 juli;3590;1650;60;1400;200;290
8839;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 augustus;3570;1630;60;1400;200;290
8840;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 september;3540;1610;60;1390;200;290
8841;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 oktober;3530;1580;60;1390;200;300
8842;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 november;3490;1560;50;1380;210;290
8843;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2014 december;3480;1550;50;1370;210;290
8844;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 januari;3490;1550;50;1370;220;300
8845;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 februari;3460;1530;50;1360;210;310
8846;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 maart;3440;1510;50;1360;220;310
8847;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 april;3420;1490;50;1350;220;300
8848;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 mei;3400;1480;50;1340;220;310
8849;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 juni;3380;1460;50;1340;230;300
8850;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 juli;3370;1450;50;1330;230;310
8851;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 augustus;3340;1430;50;1320;240;310
8852;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 september;3320;1410;50;1310;240;310
8853;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 oktober;3310;1390;50;1310;250;320
8854;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 november;3280;1370;50;1300;250;310
8855;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2015 december;3180;1330;40;1260;250;310
8856;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 januari;26990;14670;420;9220;320;2360
8857;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 februari;26960;14600;420;9200;330;2400
8858;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 maart;26910;14510;420;9190;340;2450
8859;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 april;26900;14440;410;9180;360;2510
8860;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 mei;26850;14360;410;9170;370;2550
8861;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 juni;26880;14310;400;9170;380;2620
8862;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 juli;28750;14450;400;10840;390;2670
8863;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 augustus;28760;14390;400;10850;400;2720
8864;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 september;28800;14350;400;10860;410;2790
8865;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 oktober;29140;14300;400;11150;420;2870
8866;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 november;29210;14260;390;11210;440;2910
8867;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2010 december;29340;14210;390;11300;450;2990
8868;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 januari;29380;14150;390;11330;460;3050
8869;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 februari;29400;14080;380;11370;470;3090
8870;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 maart;29400;13990;380;11410;490;3130
8871;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 april;29440;13930;380;11450;500;3190
8872;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 mei;29460;13840;370;11490;520;3230
8873;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 juni;29480;13750;370;11540;530;3290
8874;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 juli;29530;13670;370;11600;540;3360
8875;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 augustus;29570;13600;370;11620;550;3440
8876;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 september;29550;13510;360;11630;560;3500
8877;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 oktober;29630;13440;360;11680;570;3580
8878;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 november;29620;13370;350;11700;580;3630
8879;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2011 december;29700;13260;350;11730;620;3740
8880;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 januari;29760;13200;340;11790;640;3790
8881;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 februari;29780;13110;340;11820;650;3850
8882;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 maart;29810;13030;340;11870;670;3900
8883;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 april;29780;12920;330;11910;680;3930
8884;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 mei;29800;12850;330;11960;700;3970
8885;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 juni;30060;12840;330;11980;700;4210
8886;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 juli;30100;12750;330;12030;710;4270
8887;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 augustus;30120;12660;320;12090;730;4310
8888;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 september;30130;12570;320;12140;740;4360
8889;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 oktober;30210;12500;320;12190;770;4430
8890;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 november;30240;12430;310;12230;780;4500
8891;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2012 december;30230;12340;310;12250;780;4550
8892;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 januari;30400;12330;310;12320;790;4650
8893;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 februari;30430;12260;300;12350;810;4700
8894;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 maart;30480;12190;300;12420;820;4750
8895;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 april;30490;12110;300;12460;840;4800
8896;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 mei;30530;12040;290;12500;850;4850
8897;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 juni;30570;11970;290;12560;870;4880
8898;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 juli;30620;11890;290;12630;890;4930
8899;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 augustus;30620;11800;280;12680;890;4980
8900;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 september;30380;11730;280;12710;910;4760
8901;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 oktober;30390;11650;280;12760;930;4790
8902;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 november;30440;11590;270;12800;960;4820
8903;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2013 december;30460;11520;270;12840;970;4870
8904;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 januari;30630;11520;270;12910;1010;4920
8905;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 februari;30680;11460;270;12960;1020;4980
8906;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 maart;30700;11370;270;13000;1030;5030
8907;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 april;30720;11310;260;13030;1060;5060
8908;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 mei;30720;11240;260;13060;1080;5090
8909;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 juni;30760;11170;260;13120;1100;5110
8910;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 juli;30790;11100;260;13180;1130;5130
8911;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 augustus;30840;11020;260;13200;1140;5210
8912;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 september;30850;10950;250;13230;1160;5260
8913;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 oktober;30880;10870;250;13270;1190;5290
8914;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 november;30870;10800;240;13290;1220;5330
8915;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2014 december;30940;10750;240;13350;1230;5380
8916;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 januari;31120;10750;240;13410;1270;5450
8917;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 februari;31120;10690;240;13420;1300;5470
8918;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 maart;31120;10630;240;13430;1340;5480
8919;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 april;31080;10560;240;13420;1360;5510
8920;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 mei;31030;10480;230;13420;1380;5520
8921;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 juni;31030;10410;230;13420;1420;5560
8922;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 juli;31030;10350;230;13430;1450;5570
8923;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 augustus;30980;10260;220;13430;1470;5590
8924;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 september;30950;10200;220;13400;1500;5640
8925;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 oktober;30920;10110;220;13390;1520;5680
8926;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 november;30880;10020;220;13370;1550;5720
8927;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;2;2015 december;30360;9710;200;13190;1550;5710
8928;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 januari;11550;9090;500;300;390;1270
8929;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 februari;11520;9010;490;300;420;1300
8930;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 maart;11500;8950;480;310;430;1340
8931;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 april;11490;8900;480;300;440;1370
8932;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 mei;11470;8850;470;300;450;1390
8933;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 juni;11460;8800;470;300;470;1420
8934;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 juli;11380;8670;470;320;480;1450
8935;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 augustus;11350;8600;460;320;500;1470
8936;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 september;11330;8530;460;320;510;1510
8937;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 oktober;11360;8490;460;330;550;1540
8938;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 november;11350;8440;450;330;560;1580
8939;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2010 december;11340;8380;450;330;570;1610
8940;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 januari;11300;8300;440;330;590;1640
8941;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 februari;11280;8250;440;330;610;1660
8942;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 maart;11240;8190;430;330;620;1670
8943;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 april;11220;8110;420;330;640;1710
8944;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 mei;11190;8040;410;330;660;1740
8945;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 juni;11120;7940;410;330;680;1770
8946;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 juli;11100;7880;400;330;700;1800
8947;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 augustus;11050;7800;400;330;710;1820
8948;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 september;11020;7720;400;330;730;1850
8949;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 oktober;11010;7670;390;330;750;1870
8950;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 november;10950;7600;390;330;760;1880
8951;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;3;2011 december;10900;7530;380;330;780;1880
