ID;SexOfEmployee;TypeOfEmploymentContract;JobCharacterics;IndustryClassBranchSIC2008;Periods;Jobs_1;LabourVolume_2;HourlyWage_3;MonthlyWageIncludingOvertime_4;MonthlyWageExcludingOvertime_5;YearlyWageIncludingBonuses_6;YearlyWageExcludingSpecialPayments_7;BonusesAndAllowances_8;AdditionalTaxLiabilityForCompanyCar_9;PerJobPerWeekIncludingOvertime_10;PerJobPerWeekExcludingOvertime_11;PerJobPerYear_12;PerWorkingYear_13
8506;Total;Total;Car of the company: yes;F Construction;2018;62.0;61.0;31.79;4780.0;4719.0;63680.0;57360.0;6320.0;5810.0;39.3;38.8;1781.0;1830.0
8507;Total;Total;Car of the company: yes;F Construction;2019;65.0;64.0;32.28;4873.0;4816.0;64970.0;58480.0;6490.0;6110.0;39.3;38.9;1790.0;1841.0
8508;Total;Total;Car of the company: yes;F Construction;2020;68.0;66.0;33.23;4984.0;4935.0;66690.0;59800.0;6890.0;6270.0;39.2;38.8;1782.0;1834.0
8509;Total;Total;Car of the company: yes;F Construction;2021;70.0;68.0;33.71;5083.0;5035.0;68640.0;60990.0;7640.0;6540.0;39.1;38.7;1792.0;1846.0
8510;Total;Total;Car of the company: yes;F Construction;2022;73.0;71.0;34.88;5232.0;5188.0;70650.0;62780.0;7860.0;6710.0;38.9;38.6;1785.0;1841.0
8511;Total;Total;Car of the company: yes;F Construction;2023;77.0;74.0;36.45;5438.0;5392.0;73360.0;65260.0;8100.0;7050.0;38.9;38.6;1775.0;1833.0
8512;Total;Total;Car of the company: yes;G-N Commercial services;2009;402.0;389.0;30.88;4523.0;4503.0;64770.0;54270.0;10500.0;7210.0;38.3;38.1;1750.0;1810.0
8513;Total;Total;Car of the company: yes;G-N Commercial services;2010 before change of method;379.0;366.0;31.47;4593.0;4573.0;66150.0;55120.0;11030.0;7100.0;38.2;38.0;1744.0;1806.0
8514;Total;Total;Car of the company: yes;G-N Commercial services;2010 after change of method;390.0;375.0;31.37;4563.0;4543.0;65590.0;54750.0;10840.0;7170.0;38.1;37.9;1738.0;1808.0
8515;Total;Total;Car of the company: yes;G-N Commercial services;2011;387.0;370.0;31.89;4644.0;4625.0;66880.0;55730.0;11150.0;6870.0;37.8;37.7;1740.0;1818.0
8516;Total;Total;Car of the company: yes;G-N Commercial services;2012;401.0;383.0;32.44;4687.0;4665.0;67100.0;56240.0;10850.0;6620.0;37.9;37.7;1726.0;1807.0
8517;Total;Total;Car of the company: yes;G-N Commercial services;2013;400.0;381.0;32.28;4651.0;4630.0;67610.0;55820.0;11790.0;6300.0;37.9;37.7;1721.0;1808.0
8518;Total;Total;Car of the company: yes;G-N Commercial services;2014;391.0;372.0;32.77;4751.0;4731.0;68360.0;57020.0;11350.0;6000.0;38.0;37.8;1732.0;1816.0
8519;Total;Total;Car of the company: yes;G-N Commercial services;2015;394.0;373.0;33.51;4815.0;4796.0;69130.0;57780.0;11340.0;5610.0;37.8;37.6;1717.0;1810.0
8520;Total;Total;Car of the company: yes;G-N Commercial services;2016;410.0;388.0;33.46;4827.0;4809.0;69370.0;57930.0;11440.0;5420.0;37.8;37.6;1725.0;1820.0
8521;Total;Total;Car of the company: yes;G-N Commercial services;2017;414.0;393.0;34.17;4926.0;4907.0;70780.0;59110.0;11670.0;5700.0;37.7;37.6;1723.0;1816.0
8522;Total;Total;Car of the company: yes;G-N Commercial services;2018;422.0;401.0;34.74;5001.0;4982.0;71770.0;60010.0;11760.0;6050.0;37.9;37.7;1721.0;1809.0
8523;Total;Total;Car of the company: yes;G-N Commercial services;2019;430.0;409.0;35.08;5065.0;5046.0;72420.0;60780.0;11640.0;6350.0;37.8;37.7;1726.0;1817.0
8524;Total;Total;Car of the company: yes;G-N Commercial services;2020;429.0;407.0;35.91;5158.0;5142.0;73570.0;61890.0;11670.0;6560.0;37.8;37.6;1718.0;1813.0
8525;Total;Total;Car of the company: yes;G-N Commercial services;2021;421.0;399.0;36.35;5256.0;5238.0;75660.0;63070.0;12590.0;6820.0;37.7;37.6;1729.0;1826.0
8526;Total;Total;Car of the company: yes;G-N Commercial services;2022;438.0;414.0;37.26;5375.0;5357.0;78300.0;64500.0;13800.0;7010.0;37.6;37.5;1725.0;1825.0
8527;Total;Total;Car of the company: yes;G-N Commercial services;2023;456.0;430.0;38.97;5583.0;5565.0;80340.0;66990.0;13340.0;7400.0;37.6;37.4;1713.0;1816.0
8528;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2009;134.0;130.0;29.51;4348.0;4321.0;62120.0;52170.0;9950.0;7890.0;38.5;38.3;1758.0;1811.0
8529;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2010 before change of method;132.0;128.0;30.07;4417.0;4389.0;63570.0;53000.0;10570.0;7790.0;38.4;38.2;1752.0;1808.0
8530;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2010 after change of method;135.0;131.0;30.02;4397.0;4370.0;63180.0;52770.0;10420.0;7840.0;38.3;38.1;1747.0;1809.0
8531;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2011;135.0;130.0;30.39;4462.0;4437.0;64130.0;53550.0;10580.0;7550.0;38.1;37.9;1752.0;1821.0
8532;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2012;143.0;138.0;30.89;4497.0;4468.0;64620.0;53970.0;10650.0;7330.0;38.1;37.8;1736.0;1808.0
8533;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2013;142.0;137.0;31.06;4537.0;4508.0;65910.0;54440.0;11470.0;7090.0;38.4;38.1;1742.0;1806.0
8534;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2014;139.0;134.0;31.49;4613.0;4585.0;66830.0;55350.0;11470.0;6720.0;38.3;38.1;1747.0;1815.0
8535;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2015;132.0;127.0;32.34;4713.0;4689.0;68620.0;56560.0;12060.0;6230.0;38.3;38.1;1740.0;1808.0
8536;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2016;136.0;131.0;32.59;4771.0;4748.0;69900.0;57260.0;12650.0;6080.0;38.3;38.1;1748.0;1818.0
8537;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2017;138.0;133.0;33.24;4851.0;4827.0;71150.0;58210.0;12940.0;6310.0;38.2;38.0;1742.0;1812.0
8538;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2018;141.0;136.0;33.84;4922.0;4899.0;72270.0;59070.0;13200.0;6650.0;38.2;38.0;1737.0;1807.0
8539;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2019;143.0;138.0;34.45;5032.0;5009.0;73640.0;60390.0;13260.0;7000.0;38.2;38.0;1745.0;1816.0
8540;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2020;143.0;137.0;35.25;5121.0;5101.0;74910.0;61460.0;13450.0;7250.0;38.2;38.0;1737.0;1809.0
8541;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2021;141.0;135.0;35.74;5234.0;5212.0;77240.0;62810.0;14430.0;7540.0;38.2;38.0;1750.0;1823.0
8542;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2022;145.0;139.0;36.95;5405.0;5383.0;80980.0;64860.0;16110.0;7750.0;38.1;38.0;1748.0;1823.0
8543;Total;Total;Car of the company: yes;G-I Trade, transport, hotels, catering;2023;149.0;143.0;38.84;5648.0;5625.0;83860.0;67780.0;16080.0;8130.0;38.1;37.9;1738.0;1814.0
8544;Total;Total;Car of the company: yes;G Wholesale and retail trade;2009;114.0;110.0;29.12;4292.0;4269.0;61370.0;51510.0;9860.0;7900.0;38.5;38.3;1759.0;1812.0
8545;Total;Total;Car of the company: yes;G Wholesale and retail trade;2010 before change of method;111.0;108.0;29.68;4361.0;4337.0;62860.0;52330.0;10530.0;7800.0;38.4;38.2;1753.0;1809.0
8546;Total;Total;Car of the company: yes;G Wholesale and retail trade;2010 after change of method;114.0;110.0;29.64;4342.0;4319.0;62480.0;52100.0;10380.0;7840.0;38.3;38.1;1748.0;1810.0
8547;Total;Total;Car of the company: yes;G Wholesale and retail trade;2011;113.0;109.0;29.95;4399.0;4377.0;63310.0;52790.0;10520.0;7540.0;38.1;37.9;1754.0;1821.0
8548;Total;Total;Car of the company: yes;G Wholesale and retail trade;2012;121.0;116.0;30.39;4424.0;4397.0;63670.0;53080.0;10580.0;7320.0;38.1;37.8;1737.0;1809.0
8549;Total;Total;Car of the company: yes;G Wholesale and retail trade;2013;119.0;115.0;30.62;4472.0;4445.0;65000.0;53670.0;11340.0;7100.0;38.4;38.1;1742.0;1806.0
8550;Total;Total;Car of the company: yes;G Wholesale and retail trade;2014;116.0;112.0;31.0;4541.0;4516.0;65860.0;54490.0;11370.0;6740.0;38.3;38.1;1748.0;1816.0
8551;Total;Total;Car of the company: yes;G Wholesale and retail trade;2015;109.0;105.0;31.82;4637.0;4617.0;67630.0;55640.0;11980.0;6240.0;38.3;38.1;1741.0;1809.0
8552;Total;Total;Car of the company: yes;G Wholesale and retail trade;2016;112.0;108.0;32.07;4697.0;4677.0;68960.0;56360.0;12600.0;6100.0;38.3;38.1;1750.0;1818.0
8553;Total;Total;Car of the company: yes;G Wholesale and retail trade;2017;114.0;110.0;32.75;4779.0;4758.0;70240.0;57340.0;12900.0;6340.0;38.2;38.0;1744.0;1813.0
8554;Total;Total;Car of the company: yes;G Wholesale and retail trade;2018;116.0;112.0;33.37;4853.0;4834.0;71500.0;58240.0;13260.0;6690.0;38.2;38.0;1738.0;1807.0
8555;Total;Total;Car of the company: yes;G Wholesale and retail trade;2019;117.0;113.0;33.98;4963.0;4944.0;72930.0;59560.0;13370.0;7050.0;38.2;38.1;1746.0;1816.0
8556;Total;Total;Car of the company: yes;G Wholesale and retail trade;2020;117.0;112.0;34.81;5058.0;5041.0;74320.0;60690.0;13630.0;7300.0;38.2;38.0;1738.0;1810.0
8557;Total;Total;Car of the company: yes;G Wholesale and retail trade;2021;115.0;111.0;35.33;5173.0;5155.0;76620.0;62070.0;14550.0;7590.0;38.1;38.0;1751.0;1824.0
8558;Total;Total;Car of the company: yes;G Wholesale and retail trade;2022;118.0;113.0;36.54;5342.0;5324.0;80360.0;64100.0;16260.0;7800.0;38.1;38.0;1749.0;1823.0
8559;Total;Total;Car of the company: yes;G Wholesale and retail trade;2023;121.0;116.0;38.37;5577.0;5558.0;82990.0;66920.0;16070.0;8180.0;38.0;37.9;1738.0;1814.0
8560;Total;Total;Car of the company: yes;H Transportation and storage;2009;16.0;15.0;32.77;4871.0;4818.0;70340.0;58450.0;11880.0;7820.0;39.0;38.5;1765.0;1813.0
8561;Total;Total;Car of the company: yes;H Transportation and storage;2010 before change of method;16.0;15.0;33.23;4930.0;4873.0;71550.0;59160.0;12400.0;7790.0;38.9;38.5;1760.0;1810.0
8562;Total;Total;Car of the company: yes;H Transportation and storage;2010 after change of method;16.0;16.0;33.19;4914.0;4858.0;71200.0;58970.0;12230.0;7850.0;38.8;38.4;1757.0;1812.0
8563;Total;Total;Car of the company: yes;H Transportation and storage;2011;17.0;16.0;33.9;5030.0;4979.0;72770.0;60360.0;12410.0;7610.0;38.6;38.2;1763.0;1823.0
8564;Total;Total;Car of the company: yes;H Transportation and storage;2012;18.0;17.0;34.97;5153.0;5104.0;74310.0;61840.0;12470.0;7380.0;38.7;38.3;1751.0;1812.0
8565;Total;Total;Car of the company: yes;H Transportation and storage;2013;18.0;17.0;34.7;5132.0;5083.0;75430.0;61590.0;13840.0;7110.0;39.0;38.6;1758.0;1813.0
8566;Total;Total;Car of the company: yes;H Transportation and storage;2014;18.0;17.0;35.3;5237.0;5188.0;76620.0;62840.0;13770.0;6730.0;39.0;38.5;1763.0;1821.0
8567;Total;Total;Car of the company: yes;H Transportation and storage;2015;18.0;17.0;36.12;5340.0;5286.0;78050.0;64080.0;13980.0;6230.0;39.0;38.5;1756.0;1813.0
8568;Total;Total;Car of the company: yes;H Transportation and storage;2016;18.0;18.0;36.33;5387.0;5336.0;79270.0;64650.0;14620.0;6030.0;38.9;38.5;1763.0;1820.0
8569;Total;Total;Car of the company: yes;H Transportation and storage;2017;19.0;18.0;36.96;5473.0;5420.0;80380.0;65680.0;14700.0;6240.0;38.9;38.4;1760.0;1817.0
8570;Total;Total;Car of the company: yes;H Transportation and storage;2018;19.0;18.0;37.38;5517.0;5464.0;80910.0;66200.0;14710.0;6540.0;38.9;38.5;1754.0;1812.0
8571;Total;Total;Car of the company: yes;H Transportation and storage;2019;20.0;19.0;37.98;5626.0;5574.0;82010.0;67520.0;14490.0;6870.0;38.8;38.4;1761.0;1822.0
8572;Total;Total;Car of the company: yes;H Transportation and storage;2020;20.0;19.0;38.89;5721.0;5675.0;83200.0;68650.0;14540.0;7120.0;38.7;38.4;1751.0;1814.0
8573;Total;Total;Car of the company: yes;H Transportation and storage;2021;19.0;19.0;39.31;5846.0;5793.0;86810.0;70150.0;16660.0;7450.0;38.8;38.4;1768.0;1828.0
8574;Total;Total;Car of the company: yes;H Transportation and storage;2022;21.0;20.0;40.34;5996.0;5944.0;90310.0;71950.0;18360.0;7630.0;38.8;38.4;1768.0;1828.0
8575;Total;Total;Car of the company: yes;H Transportation and storage;2023;22.0;21.0;42.66;6295.0;6243.0;94180.0;75540.0;18630.0;8040.0;38.7;38.3;1756.0;1819.0
8576;Total;Total;Car of the company: yes;I Accommodation and food serving;2009;5.0;5.0;27.72;3934.0;3925.0;52830.0;47210.0;5620.0;7790.0;37.1;37.1;1699.0;1789.0
8577;Total;Total;Car of the company: yes;I Accommodation and food serving;2010 before change of method;5.0;5.0;28.45;4010.0;4002.0;53740.0;48120.0;5620.0;7680.0;36.9;36.8;1688.0;1784.0
8578;Total;Total;Car of the company: yes;I Accommodation and food serving;2010 after change of method;5.0;5.0;28.26;3969.0;3961.0;53040.0;47630.0;5410.0;7810.0;36.8;36.7;1682.0;1785.0
8579;Total;Total;Car of the company: yes;I Accommodation and food serving;2011;5.0;5.0;28.64;4027.0;4012.0;54190.0;48320.0;5870.0;7530.0;36.4;36.4;1681.0;1797.0
8580;Total;Total;Car of the company: yes;I Accommodation and food serving;2012;5.0;5.0;28.65;3978.0;3963.0;53840.0;47740.0;6100.0;7250.0;36.5;36.4;1660.0;1773.0
8581;Total;Total;Car of the company: yes;I Accommodation and food serving;2013;5.0;5.0;28.28;3965.0;3953.0;53660.0;47580.0;6080.0;6820.0;37.0;36.9;1678.0;1785.0
8582;Total;Total;Car of the company: yes;I Accommodation and food serving;2014;5.0;5.0;29.12;4048.0;4037.0;54320.0;48580.0;5740.0;6440.0;36.6;36.5;1664.0;1780.0
8583;Total;Total;Car of the company: yes;I Accommodation and food serving;2015;5.0;5.0;30.16;4166.0;4160.0;56790.0;50000.0;6790.0;5980.0;36.5;36.4;1655.0;1773.0
8584;Total;Total;Car of the company: yes;I Accommodation and food serving;2016;5.0;5.0;30.42;4222.0;4216.0;57670.0;50660.0;7010.0;5810.0;36.4;36.4;1663.0;1788.0
8585;Total;Total;Car of the company: yes;I Accommodation and food serving;2017;6.0;5.0;30.77;4273.0;4267.0;59150.0;51280.0;7870.0;5950.0;36.4;36.3;1664.0;1790.0
8586;Total;Total;Car of the company: yes;I Accommodation and food serving;2018;6.0;6.0;31.48;4369.0;4363.0;59710.0;52420.0;7290.0;6240.0;36.5;36.4;1663.0;1785.0
8587;Total;Total;Car of the company: yes;I Accommodation and food serving;2019;6.0;6.0;32.06;4485.0;4478.0;61090.0;53820.0;7280.0;6520.0;36.6;36.6;1676.0;1795.0
8588;Total;Total;Car of the company: yes;I Accommodation and food serving;2020;6.0;6.0;31.91;4433.0;4429.0;59840.0;53190.0;6650.0;6780.0;36.5;36.5;1666.0;1789.0
8589;Total;Total;Car of the company: yes;I Accommodation and food serving;2021;6.0;6.0;31.79;4433.0;4428.0;58220.0;53200.0;5020.0;6940.0;36.3;36.3;1671.0;1803.0
8590;Total;Total;Car of the company: yes;I Accommodation and food serving;2022;6.0;6.0;33.33;4688.0;4679.0;62530.0;56250.0;6280.0;7140.0;36.6;36.6;1684.0;1804.0
8591;Total;Total;Car of the company: yes;I Accommodation and food serving;2023;7.0;6.0;34.67;4841.0;4835.0;66330.0;58090.0;8250.0;7510.0;36.5;36.5;1674.0;1797.0
8592;Total;Total;Car of the company: yes;J Information and communication;2009;71.0;70.0;28.25;4203.0;4181.0;60370.0;50430.0;9940.0;6400.0;38.9;38.8;1776.0;1819.0
8593;Total;Total;Car of the company: yes;J Information and communication;2010 before change of method;66.0;64.0;28.83;4288.0;4264.0;61490.0;51450.0;10040.0;6270.0;38.9;38.7;1775.0;1820.0
8594;Total;Total;Car of the company: yes;J Information and communication;2010 after change of method;67.0;65.0;28.77;4276.0;4252.0;61280.0;51310.0;9970.0;6280.0;38.8;38.6;1773.0;1822.0
8595;Total;Total;Car of the company: yes;J Information and communication;2011;66.0;64.0;29.51;4385.0;4361.0;62630.0;52620.0;10000.0;5990.0;38.7;38.5;1773.0;1826.0
8596;Total;Total;Car of the company: yes;J Information and communication;2012;69.0;67.0;30.02;4439.0;4415.0;62970.0;53270.0;9690.0;5670.0;38.8;38.6;1765.0;1817.0
8597;Total;Total;Car of the company: yes;J Information and communication;2013;68.0;67.0;30.0;4439.0;4416.0;63690.0;53270.0;10420.0;5440.0;38.9;38.7;1766.0;1816.0
8598;Total;Total;Car of the company: yes;J Information and communication;2014;69.0;67.0;30.32;4508.0;4487.0;64200.0;54100.0;10100.0;5140.0;38.9;38.8;1776.0;1827.0
8599;Total;Total;Car of the company: yes;J Information and communication;2015;69.0;67.0;31.02;4589.0;4566.0;65500.0;55060.0;10440.0;4910.0;38.9;38.7;1767.0;1818.0
8600;Total;Total;Car of the company: yes;J Information and communication;2016;70.0;68.0;31.08;4615.0;4595.0;66090.0;55380.0;10700.0;4840.0;38.8;38.7;1774.0;1826.0
8601;Total;Total;Car of the company: yes;J Information and communication;2017;71.0;69.0;31.68;4681.0;4659.0;67120.0;56170.0;10960.0;5100.0;38.7;38.6;1765.0;1821.0
8602;Total;Total;Car of the company: yes;J Information and communication;2018;72.0;70.0;32.33;4760.0;4739.0;68120.0;57120.0;11000.0;5450.0;38.8;38.6;1759.0;1814.0
8603;Total;Total;Car of the company: yes;J Information and communication;2019;73.0;71.0;32.84;4842.0;4823.0;69600.0;58100.0;11500.0;5760.0;38.7;38.6;1762.0;1820.0
8604;Total;Total;Car of the company: yes;J Information and communication;2020;73.0;71.0;33.63;4935.0;4917.0;70840.0;59220.0;11620.0;5970.0;38.7;38.5;1755.0;1815.0
8605;Total;Total;Car of the company: yes;J Information and communication;2021;71.0;69.0;34.35;5075.0;5057.0;73540.0;60900.0;12650.0;6230.0;38.6;38.5;1767.0;1827.0
8606;Total;Total;Car of the company: yes;J Information and communication;2022;73.0;71.0;35.39;5217.0;5201.0;76090.0;62600.0;13490.0;6370.0;38.6;38.5;1764.0;1829.0
8607;Total;Total;Car of the company: yes;J Information and communication;2023;75.0;72.0;37.16;5436.0;5421.0;78550.0;65230.0;13330.0;6760.0;38.4;38.3;1750.0;1820.0
8608;Total;Total;Car of the company: yes;K Financial institutions;2009;42.0;41.0;40.84;5897.0;5890.0;90650.0;70760.0;19890.0;7390.0;37.8;37.8;1731.0;1777.0
8609;Total;Total;Car of the company: yes;K Financial institutions;2010 before change of method;39.0;38.0;41.87;6031.0;6024.0;93910.0;72370.0;21540.0;7380.0;37.7;37.7;1726.0;1774.0
8610;Total;Total;Car of the company: yes;K Financial institutions;2010 after change of method;42.0;40.0;41.01;5875.0;5869.0;91020.0;70500.0;20510.0;7560.0;37.5;37.5;1717.0;1778.0
8611;Total;Total;Car of the company: yes;K Financial institutions;2011;40.0;39.0;42.17;6070.0;6063.0;94320.0;72830.0;21480.0;7330.0;37.3;37.3;1725.0;1792.0
8612;Total;Total;Car of the company: yes;K Financial institutions;2012;41.0;39.0;43.21;6169.0;6164.0;94090.0;74030.0;20050.0;7180.0;37.3;37.3;1712.0;1782.0
8613;Total;Total;Car of the company: yes;K Financial institutions;2013;39.0;37.0;43.76;6250.0;6244.0;98970.0;75000.0;23980.0;7060.0;37.5;37.4;1713.0;1783.0
8614;Total;Total;Car of the company: yes;K Financial institutions;2014;37.0;36.0;45.14;6479.0;6474.0;97590.0;77750.0;19850.0;6660.0;37.5;37.5;1721.0;1796.0
8615;Total;Total;Car of the company: yes;K Financial institutions;2015;49.0;46.0;45.2;6355.0;6351.0;91180.0;76260.0;14920.0;6880.0;36.9;36.9;1686.0;1795.0
8616;Total;Total;Car of the company: yes;K Financial institutions;2016;49.0;46.0;45.61;6429.0;6425.0;90730.0;77150.0;13580.0;6640.0;36.8;36.8;1690.0;1806.0
8617;Total;Total;Car of the company: yes;K Financial institutions;2017;49.0;45.0;45.53;6407.0;6404.0;90060.0;76890.0;13170.0;6840.0;36.7;36.7;1688.0;1812.0
8618;Total;Total;Car of the company: yes;K Financial institutions;2018;49.0;46.0;46.11;6447.0;6443.0;89840.0;77360.0;12480.0;7140.0;36.6;36.6;1677.0;1809.0
8619;Total;Total;Car of the company: yes;K Financial institutions;2019;49.0;45.0;46.01;6429.0;6425.0;87910.0;77150.0;10770.0;7470.0;36.4;36.4;1676.0;1817.0
8620;Total;Total;Car of the company: yes;K Financial institutions;2020;49.0;45.0;46.7;6475.0;6473.0;88490.0;77700.0;10780.0;7590.0;36.3;36.3;1663.0;1815.0
8621;Total;Total;Car of the company: yes;K Financial institutions;2021;48.0;43.0;47.08;6545.0;6542.0;89850.0;78540.0;11320.0;7820.0;36.1;36.1;1667.0;1828.0
8622;Total;Total;Car of the company: yes;K Financial institutions;2022;49.0;44.0;47.48;6574.0;6571.0;92100.0;78890.0;13200.0;8120.0;36.0;36.0;1661.0;1825.0
8623;Total;Total;Car of the company: yes;K Financial institutions;2023;50.0;45.0;49.1;6740.0;6736.0;93680.0;80880.0;12810.0;8650.0;35.8;35.8;1646.0;1818.0
8624;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2009;11.0;10.0;31.92;4504.0;4499.0;61520.0;54040.0;7480.0;8070.0;36.8;36.8;1691.0;1781.0
8625;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2010 before change of method;10.0;9.0;32.31;4511.0;4507.0;61920.0;54140.0;7780.0;7760.0;36.5;36.5;1674.0;1771.0
8626;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2010 after change of method;10.0;9.0;31.71;4396.0;4392.0;60290.0;52750.0;7540.0;7910.0;36.2;36.2;1662.0;1774.0
8627;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2011;10.0;9.0;32.72;4507.0;4502.0;61380.0;54080.0;7300.0;7560.0;35.7;35.7;1651.0;1779.0
8628;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2012;10.0;9.0;32.76;4449.0;4443.0;60840.0;53380.0;7450.0;7280.0;35.5;35.5;1627.0;1762.0
8629;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2013;10.0;9.0;32.73;4466.0;4461.0;62300.0;53590.0;8710.0;6990.0;35.8;35.8;1636.0;1763.0
8630;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2014;9.0;9.0;32.65;4473.0;4469.0;62320.0;53680.0;8640.0;6520.0;35.8;35.8;1642.0;1776.0
8631;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2015;8.0;8.0;33.47;4606.0;4602.0;65320.0;55280.0;10050.0;5890.0;36.1;36.1;1650.0;1779.0
8632;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2016;9.0;8.0;33.26;4602.0;4597.0;65810.0;55220.0;10590.0;5700.0;36.1;36.1;1658.0;1792.0
8633;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2017;9.0;9.0;33.82;4663.0;4659.0;67500.0;55960.0;11540.0;5920.0;36.1;36.0;1653.0;1792.0
8634;Total;Total;Car of the company: yes;L Renting, buying, selling real estate;2018;10.0;9.0;34.07;4687.0;4683.0;68280.0;56250.0;12040.0;6240.0;36.1;36.1;1650.0;1789.0
