ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
8251;Male;30 to 34 years;Widowed;St Eustatius;2020;0.0
8252;Male;30 to 34 years;Widowed;St Eustatius;2021;0.0
8253;Male;30 to 34 years;Widowed;St Eustatius;2022;0.0
8254;Male;30 to 34 years;Widowed;St Eustatius;2023;0.0
8255;Male;30 to 34 years;Widowed;Saba;2011;0.0
8256;Male;30 to 34 years;Widowed;Saba;2012;0.0
8257;Male;30 to 34 years;Widowed;Saba;2013;0.0
8258;Male;30 to 34 years;Widowed;Saba;2014;0.0
8259;Male;30 to 34 years;Widowed;Saba;2015;0.0
8260;Male;30 to 34 years;Widowed;Saba;2016;0.0
8261;Male;30 to 34 years;Widowed;Saba;2017;0.0
8262;Male;30 to 34 years;Widowed;Saba;2018;0.0
8263;Male;30 to 34 years;Widowed;Saba;2019;0.0
8264;Male;30 to 34 years;Widowed;Saba;2020;0.0
8265;Male;30 to 34 years;Widowed;Saba;2021;0.0
8266;Male;30 to 34 years;Widowed;Saba;2022;0.0
8267;Male;30 to 34 years;Widowed;Saba;2023;0.0
8268;Male;30 to 34 years;Divorced;Caribbean Netherlands;2011;0.0
8269;Male;30 to 34 years;Divorced;Caribbean Netherlands;2012;0.0
8270;Male;30 to 34 years;Divorced;Caribbean Netherlands;2013;0.0
8271;Male;30 to 34 years;Divorced;Caribbean Netherlands;2014;0.0
8272;Male;30 to 34 years;Divorced;Caribbean Netherlands;2015;0.0
8273;Male;30 to 34 years;Divorced;Caribbean Netherlands;2016;0.0
8274;Male;30 to 34 years;Divorced;Caribbean Netherlands;2017;0.0
8275;Male;30 to 34 years;Divorced;Caribbean Netherlands;2018;0.0
8276;Male;30 to 34 years;Divorced;Caribbean Netherlands;2019;0.0
8277;Male;30 to 34 years;Divorced;Caribbean Netherlands;2020;0.0
8278;Male;30 to 34 years;Divorced;Caribbean Netherlands;2021;0.0
8279;Male;30 to 34 years;Divorced;Caribbean Netherlands;2022;0.0
8280;Male;30 to 34 years;Divorced;Caribbean Netherlands;2023;0.0
8281;Male;30 to 34 years;Divorced;Bonaire;2011;0.0
8282;Male;30 to 34 years;Divorced;Bonaire;2012;0.0
8283;Male;30 to 34 years;Divorced;Bonaire;2013;0.0
8284;Male;30 to 34 years;Divorced;Bonaire;2014;0.0
8285;Male;30 to 34 years;Divorced;Bonaire;2015;0.0
8286;Male;30 to 34 years;Divorced;Bonaire;2016;0.0
8287;Male;30 to 34 years;Divorced;Bonaire;2017;0.0
8288;Male;30 to 34 years;Divorced;Bonaire;2018;0.0
8289;Male;30 to 34 years;Divorced;Bonaire;2019;0.0
8290;Male;30 to 34 years;Divorced;Bonaire;2020;0.0
8291;Male;30 to 34 years;Divorced;Bonaire;2021;0.0
8292;Male;30 to 34 years;Divorced;Bonaire;2022;0.0
8293;Male;30 to 34 years;Divorced;Bonaire;2023;0.0
8294;Male;30 to 34 years;Divorced;St Eustatius;2011;0.0
8295;Male;30 to 34 years;Divorced;St Eustatius;2012;0.0
8296;Male;30 to 34 years;Divorced;St Eustatius;2013;0.0
8297;Male;30 to 34 years;Divorced;St Eustatius;2014;0.0
8298;Male;30 to 34 years;Divorced;St Eustatius;2015;0.0
8299;Male;30 to 34 years;Divorced;St Eustatius;2016;0.0
8300;Male;30 to 34 years;Divorced;St Eustatius;2017;0.0
8301;Male;30 to 34 years;Divorced;St Eustatius;2018;0.0
8302;Male;30 to 34 years;Divorced;St Eustatius;2019;0.0
8303;Male;30 to 34 years;Divorced;St Eustatius;2020;0.0
8304;Male;30 to 34 years;Divorced;St Eustatius;2021;0.0
8305;Male;30 to 34 years;Divorced;St Eustatius;2022;0.0
8306;Male;30 to 34 years;Divorced;St Eustatius;2023;0.0
8307;Male;30 to 34 years;Divorced;Saba;2011;0.0
8308;Male;30 to 34 years;Divorced;Saba;2012;0.0
8309;Male;30 to 34 years;Divorced;Saba;2013;0.0
8310;Male;30 to 34 years;Divorced;Saba;2014;0.0
8311;Male;30 to 34 years;Divorced;Saba;2015;0.0
8312;Male;30 to 34 years;Divorced;Saba;2016;0.0
8313;Male;30 to 34 years;Divorced;Saba;2017;0.0
8314;Male;30 to 34 years;Divorced;Saba;2018;0.0
8315;Male;30 to 34 years;Divorced;Saba;2019;0.0
8316;Male;30 to 34 years;Divorced;Saba;2020;0.0
8317;Male;30 to 34 years;Divorced;Saba;2021;0.0
8318;Male;30 to 34 years;Divorced;Saba;2022;0.0
8319;Male;30 to 34 years;Divorced;Saba;2023;0.0
8320;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2011;2.0
8321;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2012;1.0
8322;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2013;0.0
8323;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2014;0.0
8324;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2015;1.0
8325;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2016;1.0
8326;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2017;0.0
8327;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2018;3.0
8328;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2019;1.0
8329;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2020;3.0
8330;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2021;1.0
8331;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2022;1.0
8332;Male;35 to 39 years;Total marital status;Caribbean Netherlands;2023;0.0
8333;Male;35 to 39 years;Total marital status;Bonaire;2011;2.0
8334;Male;35 to 39 years;Total marital status;Bonaire;2012;1.0
8335;Male;35 to 39 years;Total marital status;Bonaire;2013;0.0
8336;Male;35 to 39 years;Total marital status;Bonaire;2014;0.0
8337;Male;35 to 39 years;Total marital status;Bonaire;2015;1.0
8338;Male;35 to 39 years;Total marital status;Bonaire;2016;1.0
8339;Male;35 to 39 years;Total marital status;Bonaire;2017;0.0
8340;Male;35 to 39 years;Total marital status;Bonaire;2018;2.0
8341;Male;35 to 39 years;Total marital status;Bonaire;2019;1.0
8342;Male;35 to 39 years;Total marital status;Bonaire;2020;2.0
8343;Male;35 to 39 years;Total marital status;Bonaire;2021;0.0
8344;Male;35 to 39 years;Total marital status;Bonaire;2022;1.0
8345;Male;35 to 39 years;Total marital status;Bonaire;2023;0.0
8346;Male;35 to 39 years;Total marital status;St Eustatius;2011;0.0
8347;Male;35 to 39 years;Total marital status;St Eustatius;2012;0.0
8348;Male;35 to 39 years;Total marital status;St Eustatius;2013;0.0
8349;Male;35 to 39 years;Total marital status;St Eustatius;2014;0.0
8350;Male;35 to 39 years;Total marital status;St Eustatius;2015;0.0
8351;Male;35 to 39 years;Total marital status;St Eustatius;2016;0.0
8352;Male;35 to 39 years;Total marital status;St Eustatius;2017;0.0
8353;Male;35 to 39 years;Total marital status;St Eustatius;2018;1.0
8354;Male;35 to 39 years;Total marital status;St Eustatius;2019;0.0
8355;Male;35 to 39 years;Total marital status;St Eustatius;2020;1.0
8356;Male;35 to 39 years;Total marital status;St Eustatius;2021;1.0
8357;Male;35 to 39 years;Total marital status;St Eustatius;2022;0.0
8358;Male;35 to 39 years;Total marital status;St Eustatius;2023;0.0
8359;Male;35 to 39 years;Total marital status;Saba;2011;0.0
8360;Male;35 to 39 years;Total marital status;Saba;2012;0.0
8361;Male;35 to 39 years;Total marital status;Saba;2013;0.0
8362;Male;35 to 39 years;Total marital status;Saba;2014;0.0
8363;Male;35 to 39 years;Total marital status;Saba;2015;0.0
8364;Male;35 to 39 years;Total marital status;Saba;2016;0.0
8365;Male;35 to 39 years;Total marital status;Saba;2017;0.0
8366;Male;35 to 39 years;Total marital status;Saba;2018;0.0
8367;Male;35 to 39 years;Total marital status;Saba;2019;0.0
8368;Male;35 to 39 years;Total marital status;Saba;2020;0.0
8369;Male;35 to 39 years;Total marital status;Saba;2021;0.0
8370;Male;35 to 39 years;Total marital status;Saba;2022;0.0
8371;Male;35 to 39 years;Total marital status;Saba;2023;0.0
8372;Male;35 to 39 years;Never married;Caribbean Netherlands;2011;2.0
8373;Male;35 to 39 years;Never married;Caribbean Netherlands;2012;1.0
8374;Male;35 to 39 years;Never married;Caribbean Netherlands;2013;0.0
8375;Male;35 to 39 years;Never married;Caribbean Netherlands;2014;0.0
8376;Male;35 to 39 years;Never married;Caribbean Netherlands;2015;0.0
8377;Male;35 to 39 years;Never married;Caribbean Netherlands;2016;1.0
8378;Male;35 to 39 years;Never married;Caribbean Netherlands;2017;0.0
8379;Male;35 to 39 years;Never married;Caribbean Netherlands;2018;2.0
8380;Male;35 to 39 years;Never married;Caribbean Netherlands;2019;1.0
8381;Male;35 to 39 years;Never married;Caribbean Netherlands;2020;2.0
8382;Male;35 to 39 years;Never married;Caribbean Netherlands;2021;1.0
8383;Male;35 to 39 years;Never married;Caribbean Netherlands;2022;1.0
8384;Male;35 to 39 years;Never married;Caribbean Netherlands;2023;0.0
8385;Male;35 to 39 years;Never married;Bonaire;2011;2.0
8386;Male;35 to 39 years;Never married;Bonaire;2012;1.0
8387;Male;35 to 39 years;Never married;Bonaire;2013;0.0
8388;Male;35 to 39 years;Never married;Bonaire;2014;0.0
8389;Male;35 to 39 years;Never married;Bonaire;2015;0.0
8390;Male;35 to 39 years;Never married;Bonaire;2016;1.0
8391;Male;35 to 39 years;Never married;Bonaire;2017;0.0
8392;Male;35 to 39 years;Never married;Bonaire;2018;2.0
8393;Male;35 to 39 years;Never married;Bonaire;2019;1.0
8394;Male;35 to 39 years;Never married;Bonaire;2020;2.0
8395;Male;35 to 39 years;Never married;Bonaire;2021;0.0
8396;Male;35 to 39 years;Never married;Bonaire;2022;1.0
8397;Male;35 to 39 years;Never married;Bonaire;2023;0.0
8398;Male;35 to 39 years;Never married;St Eustatius;2011;0.0
8399;Male;35 to 39 years;Never married;St Eustatius;2012;0.0
8400;Male;35 to 39 years;Never married;St Eustatius;2013;0.0
8401;Male;35 to 39 years;Never married;St Eustatius;2014;0.0
8402;Male;35 to 39 years;Never married;St Eustatius;2015;0.0
8403;Male;35 to 39 years;Never married;St Eustatius;2016;0.0
8404;Male;35 to 39 years;Never married;St Eustatius;2017;0.0
8405;Male;35 to 39 years;Never married;St Eustatius;2018;0.0
8406;Male;35 to 39 years;Never married;St Eustatius;2019;0.0
8407;Male;35 to 39 years;Never married;St Eustatius;2020;0.0
8408;Male;35 to 39 years;Never married;St Eustatius;2021;1.0
8409;Male;35 to 39 years;Never married;St Eustatius;2022;0.0
8410;Male;35 to 39 years;Never married;St Eustatius;2023;0.0
8411;Male;35 to 39 years;Never married;Saba;2011;0.0
8412;Male;35 to 39 years;Never married;Saba;2012;0.0
8413;Male;35 to 39 years;Never married;Saba;2013;0.0
8414;Male;35 to 39 years;Never married;Saba;2014;0.0
8415;Male;35 to 39 years;Never married;Saba;2015;0.0
8416;Male;35 to 39 years;Never married;Saba;2016;0.0
8417;Male;35 to 39 years;Never married;Saba;2017;0.0
8418;Male;35 to 39 years;Never married;Saba;2018;0.0
8419;Male;35 to 39 years;Never married;Saba;2019;0.0
8420;Male;35 to 39 years;Never married;Saba;2020;0.0
8421;Male;35 to 39 years;Never married;Saba;2021;0.0
8422;Male;35 to 39 years;Never married;Saba;2022;0.0
8423;Male;35 to 39 years;Never married;Saba;2023;0.0
8424;Male;35 to 39 years;Married;Caribbean Netherlands;2011;0.0
8425;Male;35 to 39 years;Married;Caribbean Netherlands;2012;0.0
8426;Male;35 to 39 years;Married;Caribbean Netherlands;2013;0.0
8427;Male;35 to 39 years;Married;Caribbean Netherlands;2014;0.0
8428;Male;35 to 39 years;Married;Caribbean Netherlands;2015;1.0
8429;Male;35 to 39 years;Married;Caribbean Netherlands;2016;0.0
8430;Male;35 to 39 years;Married;Caribbean Netherlands;2017;0.0
8431;Male;35 to 39 years;Married;Caribbean Netherlands;2018;1.0
8432;Male;35 to 39 years;Married;Caribbean Netherlands;2019;0.0
8433;Male;35 to 39 years;Married;Caribbean Netherlands;2020;1.0
8434;Male;35 to 39 years;Married;Caribbean Netherlands;2021;0.0
8435;Male;35 to 39 years;Married;Caribbean Netherlands;2022;0.0
8436;Male;35 to 39 years;Married;Caribbean Netherlands;2023;0.0
8437;Male;35 to 39 years;Married;Bonaire;2011;0.0
8438;Male;35 to 39 years;Married;Bonaire;2012;0.0
8439;Male;35 to 39 years;Married;Bonaire;2013;0.0
8440;Male;35 to 39 years;Married;Bonaire;2014;0.0
8441;Male;35 to 39 years;Married;Bonaire;2015;1.0
8442;Male;35 to 39 years;Married;Bonaire;2016;0.0
8443;Male;35 to 39 years;Married;Bonaire;2017;0.0
8444;Male;35 to 39 years;Married;Bonaire;2018;0.0
8445;Male;35 to 39 years;Married;Bonaire;2019;0.0
8446;Male;35 to 39 years;Married;Bonaire;2020;0.0
8447;Male;35 to 39 years;Married;Bonaire;2021;0.0
8448;Male;35 to 39 years;Married;Bonaire;2022;0.0
8449;Male;35 to 39 years;Married;Bonaire;2023;0.0
8450;Male;35 to 39 years;Married;St Eustatius;2011;0.0
8451;Male;35 to 39 years;Married;St Eustatius;2012;0.0
8452;Male;35 to 39 years;Married;St Eustatius;2013;0.0
8453;Male;35 to 39 years;Married;St Eustatius;2014;0.0
8454;Male;35 to 39 years;Married;St Eustatius;2015;0.0
8455;Male;35 to 39 years;Married;St Eustatius;2016;0.0
8456;Male;35 to 39 years;Married;St Eustatius;2017;0.0
8457;Male;35 to 39 years;Married;St Eustatius;2018;1.0
8458;Male;35 to 39 years;Married;St Eustatius;2019;0.0
8459;Male;35 to 39 years;Married;St Eustatius;2020;1.0
8460;Male;35 to 39 years;Married;St Eustatius;2021;0.0
8461;Male;35 to 39 years;Married;St Eustatius;2022;0.0
8462;Male;35 to 39 years;Married;St Eustatius;2023;0.0
8463;Male;35 to 39 years;Married;Saba;2011;0.0
8464;Male;35 to 39 years;Married;Saba;2012;0.0
8465;Male;35 to 39 years;Married;Saba;2013;0.0
8466;Male;35 to 39 years;Married;Saba;2014;0.0
8467;Male;35 to 39 years;Married;Saba;2015;0.0
8468;Male;35 to 39 years;Married;Saba;2016;0.0
8469;Male;35 to 39 years;Married;Saba;2017;0.0
8470;Male;35 to 39 years;Married;Saba;2018;0.0
8471;Male;35 to 39 years;Married;Saba;2019;0.0
8472;Male;35 to 39 years;Married;Saba;2020;0.0
8473;Male;35 to 39 years;Married;Saba;2021;0.0
8474;Male;35 to 39 years;Married;Saba;2022;0.0
8475;Male;35 to 39 years;Married;Saba;2023;0.0
8476;Male;35 to 39 years;Widowed;Caribbean Netherlands;2011;0.0
8477;Male;35 to 39 years;Widowed;Caribbean Netherlands;2012;0.0
8478;Male;35 to 39 years;Widowed;Caribbean Netherlands;2013;0.0
8479;Male;35 to 39 years;Widowed;Caribbean Netherlands;2014;0.0
8480;Male;35 to 39 years;Widowed;Caribbean Netherlands;2015;0.0
8481;Male;35 to 39 years;Widowed;Caribbean Netherlands;2016;0.0
8482;Male;35 to 39 years;Widowed;Caribbean Netherlands;2017;0.0
8483;Male;35 to 39 years;Widowed;Caribbean Netherlands;2018;0.0
8484;Male;35 to 39 years;Widowed;Caribbean Netherlands;2019;0.0
8485;Male;35 to 39 years;Widowed;Caribbean Netherlands;2020;0.0
8486;Male;35 to 39 years;Widowed;Caribbean Netherlands;2021;0.0
8487;Male;35 to 39 years;Widowed;Caribbean Netherlands;2022;0.0
8488;Male;35 to 39 years;Widowed;Caribbean Netherlands;2023;0.0
8489;Male;35 to 39 years;Widowed;Bonaire;2011;0.0
8490;Male;35 to 39 years;Widowed;Bonaire;2012;0.0
8491;Male;35 to 39 years;Widowed;Bonaire;2013;0.0
8492;Male;35 to 39 years;Widowed;Bonaire;2014;0.0
8493;Male;35 to 39 years;Widowed;Bonaire;2015;0.0
8494;Male;35 to 39 years;Widowed;Bonaire;2016;0.0
8495;Male;35 to 39 years;Widowed;Bonaire;2017;0.0
8496;Male;35 to 39 years;Widowed;Bonaire;2018;0.0
8497;Male;35 to 39 years;Widowed;Bonaire;2019;0.0
8498;Male;35 to 39 years;Widowed;Bonaire;2020;0.0
8499;Male;35 to 39 years;Widowed;Bonaire;2021;0.0
8500;Male;35 to 39 years;Widowed;Bonaire;2022;0.0
8501;Male;35 to 39 years;Widowed;Bonaire;2023;0.0
8502;Male;35 to 39 years;Widowed;St Eustatius;2011;0.0
8503;Male;35 to 39 years;Widowed;St Eustatius;2012;0.0
8504;Male;35 to 39 years;Widowed;St Eustatius;2013;0.0
8505;Male;35 to 39 years;Widowed;St Eustatius;2014;0.0
8506;Male;35 to 39 years;Widowed;St Eustatius;2015;0.0
8507;Male;35 to 39 years;Widowed;St Eustatius;2016;0.0
8508;Male;35 to 39 years;Widowed;St Eustatius;2017;0.0
8509;Male;35 to 39 years;Widowed;St Eustatius;2018;0.0
8510;Male;35 to 39 years;Widowed;St Eustatius;2019;0.0
8511;Male;35 to 39 years;Widowed;St Eustatius;2020;0.0
8512;Male;35 to 39 years;Widowed;St Eustatius;2021;0.0
8513;Male;35 to 39 years;Widowed;St Eustatius;2022;0.0
8514;Male;35 to 39 years;Widowed;St Eustatius;2023;0.0
8515;Male;35 to 39 years;Widowed;Saba;2011;0.0
8516;Male;35 to 39 years;Widowed;Saba;2012;0.0
8517;Male;35 to 39 years;Widowed;Saba;2013;0.0
8518;Male;35 to 39 years;Widowed;Saba;2014;0.0
8519;Male;35 to 39 years;Widowed;Saba;2015;0.0
8520;Male;35 to 39 years;Widowed;Saba;2016;0.0
8521;Male;35 to 39 years;Widowed;Saba;2017;0.0
8522;Male;35 to 39 years;Widowed;Saba;2018;0.0
8523;Male;35 to 39 years;Widowed;Saba;2019;0.0
8524;Male;35 to 39 years;Widowed;Saba;2020;0.0
8525;Male;35 to 39 years;Widowed;Saba;2021;0.0
8526;Male;35 to 39 years;Widowed;Saba;2022;0.0
8527;Male;35 to 39 years;Widowed;Saba;2023;0.0
8528;Male;35 to 39 years;Divorced;Caribbean Netherlands;2011;0.0
8529;Male;35 to 39 years;Divorced;Caribbean Netherlands;2012;0.0
8530;Male;35 to 39 years;Divorced;Caribbean Netherlands;2013;0.0
8531;Male;35 to 39 years;Divorced;Caribbean Netherlands;2014;0.0
8532;Male;35 to 39 years;Divorced;Caribbean Netherlands;2015;0.0
8533;Male;35 to 39 years;Divorced;Caribbean Netherlands;2016;0.0
8534;Male;35 to 39 years;Divorced;Caribbean Netherlands;2017;0.0
8535;Male;35 to 39 years;Divorced;Caribbean Netherlands;2018;0.0
8536;Male;35 to 39 years;Divorced;Caribbean Netherlands;2019;0.0
8537;Male;35 to 39 years;Divorced;Caribbean Netherlands;2020;0.0
8538;Male;35 to 39 years;Divorced;Caribbean Netherlands;2021;0.0
8539;Male;35 to 39 years;Divorced;Caribbean Netherlands;2022;0.0
8540;Male;35 to 39 years;Divorced;Caribbean Netherlands;2023;0.0
8541;Male;35 to 39 years;Divorced;Bonaire;2011;0.0
8542;Male;35 to 39 years;Divorced;Bonaire;2012;0.0
8543;Male;35 to 39 years;Divorced;Bonaire;2013;0.0
8544;Male;35 to 39 years;Divorced;Bonaire;2014;0.0
8545;Male;35 to 39 years;Divorced;Bonaire;2015;0.0
8546;Male;35 to 39 years;Divorced;Bonaire;2016;0.0
8547;Male;35 to 39 years;Divorced;Bonaire;2017;0.0
8548;Male;35 to 39 years;Divorced;Bonaire;2018;0.0
8549;Male;35 to 39 years;Divorced;Bonaire;2019;0.0
8550;Male;35 to 39 years;Divorced;Bonaire;2020;0.0
8551;Male;35 to 39 years;Divorced;Bonaire;2021;0.0
8552;Male;35 to 39 years;Divorced;Bonaire;2022;0.0
8553;Male;35 to 39 years;Divorced;Bonaire;2023;0.0
8554;Male;35 to 39 years;Divorced;St Eustatius;2011;0.0
8555;Male;35 to 39 years;Divorced;St Eustatius;2012;0.0
8556;Male;35 to 39 years;Divorced;St Eustatius;2013;0.0
8557;Male;35 to 39 years;Divorced;St Eustatius;2014;0.0
8558;Male;35 to 39 years;Divorced;St Eustatius;2015;0.0
8559;Male;35 to 39 years;Divorced;St Eustatius;2016;0.0
8560;Male;35 to 39 years;Divorced;St Eustatius;2017;0.0
8561;Male;35 to 39 years;Divorced;St Eustatius;2018;0.0
8562;Male;35 to 39 years;Divorced;St Eustatius;2019;0.0
8563;Male;35 to 39 years;Divorced;St Eustatius;2020;0.0
8564;Male;35 to 39 years;Divorced;St Eustatius;2021;0.0
8565;Male;35 to 39 years;Divorced;St Eustatius;2022;0.0
8566;Male;35 to 39 years;Divorced;St Eustatius;2023;0.0
8567;Male;35 to 39 years;Divorced;Saba;2011;0.0
8568;Male;35 to 39 years;Divorced;Saba;2012;0.0
8569;Male;35 to 39 years;Divorced;Saba;2013;0.0
8570;Male;35 to 39 years;Divorced;Saba;2014;0.0
8571;Male;35 to 39 years;Divorced;Saba;2015;0.0
8572;Male;35 to 39 years;Divorced;Saba;2016;0.0
8573;Male;35 to 39 years;Divorced;Saba;2017;0.0
8574;Male;35 to 39 years;Divorced;Saba;2018;0.0
8575;Male;35 to 39 years;Divorced;Saba;2019;0.0
8576;Male;35 to 39 years;Divorced;Saba;2020;0.0
8577;Male;35 to 39 years;Divorced;Saba;2021;0.0
8578;Male;35 to 39 years;Divorced;Saba;2022;0.0
8579;Male;35 to 39 years;Divorced;Saba;2023;0.0
8580;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2011;1.0
8581;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2012;1.0
8582;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2013;1.0
8583;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2014;1.0
8584;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2015;0.0
8585;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2016;1.0
8586;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2017;3.0
8587;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2018;1.0
8588;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2019;2.0
8589;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2020;3.0
8590;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2021;0.0
8591;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2022;4.0
8592;Male;40 to 44 years;Total marital status;Caribbean Netherlands;2023;0.0
8593;Male;40 to 44 years;Total marital status;Bonaire;2011;0.0
8594;Male;40 to 44 years;Total marital status;Bonaire;2012;1.0
8595;Male;40 to 44 years;Total marital status;Bonaire;2013;0.0
8596;Male;40 to 44 years;Total marital status;Bonaire;2014;0.0
8597;Male;40 to 44 years;Total marital status;Bonaire;2015;0.0
