ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
3956;2013 april 25-02;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;8.0;EUR  ;;8
3957;2013 april 25-03;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;13.0;EUR  ;;13
3958;2013 april 25-04;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;15.0;EUR  ;;15
3959;2013 april 25-05;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;17.0;EUR  ;;17
3960;2013 april 25-06;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;150.0;EUR  ;;150
3961;2013 april 25-07;"Obligatie; Asset Backed Securities                     ";STORM 2013-II                           ;emissie             ;25 april            ;25 april            ;37.75;;100.0;;550.0;EUR  ;;550
3962;2013 april 26-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;26 april            ;26 april            ;4.95;4.63;102.23;;25.0;AUD  ;;21
3963;2013 april 26-02;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;26 april            ;26 april            ;6.92;5.0;103.06;;25.0;AUD  ;;21
3964;2013 mei 08-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 mei               ;8 mei               ;0.54;0.0;100.01;;1320.0;EUR  ;-0.018;1320
3965;2013 mei 08-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 mei               ;8 mei               ;0.23;0.0;100.01;;1270.0;EUR  ;-0.039;1270
3966;2013 mei 10-01;Aandelen                                               ;Kendrion                                ;emissie             ;7 mei               ;10 mei              ;;;;18.4;;     ;;19
3967;2013 mei 14-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;10 mei              ;14 mei              ;2.73;;100.32;;250.0;EUR  ;;251
3968;2013 mei 16-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;14 mei              ;16 mei              ;5.57;2.38;101.29;;1000.0;NOK  ;2.129;133
3969;2013 mei 17-01;Aandelen                                               ;Koninklijke KPN                         ;emissie             ;15 mei              ;17 mei              ;;;;1.06;;     ;;3009
3970;2013 mei 17-02;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;14 mei              ;17 mei              ;4.66;1.25;102.93;;1714.0;EUR  ;0.611;1764
3971;2013 mei 22-01;"Obligatie; Covered Bond                                ";ING Bank                                ;emissie             ;17 mei              ;22 mei              ;10.0;1.88;99.98;;1250.0;EUR  ;1.877;1250
3972;2013 mei 22-02;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;17 mei              ;22 mei              ;10.0;2.38;99.23;;1500.0;EUR  ;2.463;1488
3973;2013 mei 23-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 mei              ;23 mei              ;0.52;0.0;100.01;;1080.0;EUR  ;-0.015;1080
3974;2013 mei 23-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 mei              ;23 mei              ;0.27;0.0;100.01;;1650.0;EUR  ;-0.036;1650
3975;2013 mei 28-01;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;134.0;EUR  ;;134
3976;2013 mei 28-02;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;290.0;EUR  ;;290
3977;2013 mei 28-03;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;500.0;EUR  ;;500
3978;2013 mei 28-04;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;1000.0;EUR  ;;1000
3979;2013 mei 28-05;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;1000.0;EUR  ;;1000
3980;2013 mei 28-06;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;1000.0;EUR  ;;1000
3981;2013 mei 28-07;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;1000.0;EUR  ;;1000
3982;2013 mei 28-08;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;1000.0;EUR  ;;1000
3983;2013 mei 28-09;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 mei              ;28 mei              ;86.0;;100.0;;2183.0;EUR  ;;2183
3984;2013 mei 29-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;24 mei              ;29 mei              ;10.5;2.5;99.42;;1000.0;EUR  ;2.565;994
3985;2013 mei 30-01;"Obligatie; Asset Backed Securities                     ";STORM 2013-III                          ;emissie             ;30 mei              ;30 mei              ;40.78;;100.0;;12.0;EUR  ;;12
3986;2013 mei 30-02;"Obligatie; Asset Backed Securities                     ";STORM 2013-III                          ;emissie             ;30 mei              ;30 mei              ;40.78;;100.0;;21.0;EUR  ;;21
3987;2013 mei 30-03;"Obligatie; Asset Backed Securities                     ";STORM 2013-III                          ;emissie             ;30 mei              ;30 mei              ;40.78;;100.0;;23.0;EUR  ;;23
3988;2013 mei 30-04;"Obligatie; Asset Backed Securities                     ";STORM 2013-III                          ;emissie             ;30 mei              ;30 mei              ;40.78;;100.0;;27.0;EUR  ;;27
3989;2013 mei 30-05;"Obligatie; Asset Backed Securities                     ";STORM 2013-III                          ;emissie             ;30 mei              ;30 mei              ;40.78;;100.0;;1100.0;EUR  ;;1100
3990;2013 mei 31-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;28 mei              ;31 mei              ;10.1;1.75;99.7;;2320.0;EUR  ;1.783;2313
3991;2013 juni 03-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;3 juni              ;3 juni              ;6.0;1.63;100.0;;10.0;EUR  ;1.625;10
3992;2013 juni 05-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;3 juni              ;5 juni              ;30.0;3.03;100.0;;50.0;EUR  ;3.03;50
3993;2013 juni 05-02;"Obligatie; Euro Obligaties                             ";Van Lanschot Bankiers                   ;emissie             ;3 juni              ;5 juni              ;5.0;3.13;99.87;;300.0;EUR  ;3.153;300
3994;2013 juni 05-03;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 juni              ;5 juni              ;0.57;0.0;100.0;;1140.0;EUR  ;0.005;1140
3995;2013 juni 05-04;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 juni              ;5 juni              ;0.23;0.0;100.01;;1280.0;EUR  ;-0.033;1280
3996;2013 juni 12-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;10 juni             ;12 juni             ;1.0;;100.0;;50.0;USD  ;;38
3997;2013 juni 14-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;11 juni             ;14 juni             ;2.84;0.0;98.61;;3046.0;EUR  ;0.495;3004
3998;2013 juni 19-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;17 juni             ;19 juni             ;0.61;0.0;99.98;;1110.0;EUR  ;0.03;1110
3999;2013 juni 19-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;17 juni             ;19 juni             ;0.28;0.0;100.03;;1400.0;EUR  ;-0.01;1400
4000;2013 juni 19-03;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;19 juni             ;19 juni             ;1.5;;99.92;;250.0;EUR  ;;250
4001;2013 juni 20-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;20 juni             ;20 juni             ;1.0;;100.0;;50.0;GBP  ;;59
4002;2013 juni 21-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;21 juni             ;21 juni             ;1.0;;100.0;;20.0;EUR  ;;20
4003;2013 juni 21-02;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;21 juni             ;21 juni             ;1.0;;100.0;;85.0;EUR  ;;85
4004;2013 juni 21-03;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;21 juni             ;21 juni             ;1.0;;100.0;;300.0;EUR  ;;300
4005;2013 juni 21-04;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;21 juni             ;21 juni             ;1.58;;100.01;;700.0;EUR  ;;700
4006;2013 juni 24-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;24 juni             ;24 juni             ;1.5;;100.0;;109.0;EUR  ;;109
4007;2013 juni 24-02;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;24 juni             ;24 juni             ;1.5;;100.0;;100.0;GBP  ;;117
4008;2013 juni 25-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;25 juni             ;25 juni             ;1.0;;100.0;;25.0;EUR  ;;25
4009;2013 juni 25-02;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;25 juni             ;25 juni             ;2.0;;100.0;;150.0;EUR  ;;150
4010;2013 juni 25-03;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;25 juni             ;25 juni             ;5.75;0.0;90.14;;5.0;USD  ;;4
4011;2013 juni 25-04;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;25 juni             ;25 juni             ;9.1;0.0;79.33;;8.0;USD  ;;5
4012;2013 juni 25-05;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;25 juni             ;25 juni             ;4.5;0.0;93.63;;9.0;USD  ;;7
4013;2013 juni 25-06;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;25 juni             ;25 juni             ;10.0;0.0;76.3;;42.0;USD  ;;25
4014;2013 juni 26-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;24 juni             ;26 juni             ;1.5;;99.96;;250.0;EUR  ;;250
4015;2013 juni 26-02;"Obligatie; Floating Rate Notes                         ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;26 juni             ;26 juni             ;5.0;;100.0;;50.0;EUR  ;;50
4016;2013 juni 26-03;"Obligatie; Floating Rate Notes                         ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;26 juni             ;26 juni             ;6.0;;100.0;;50.0;EUR  ;;50
4017;2013 juni 27-01;"Obligatie; Asset Backed Securities                     ";PHEDINA Hypotheken 2013-I               ;emissie             ;27 juni             ;27 juni             ;32.45;;100.0;;10.0;EUR  ;;10
4018;2013 juni 27-02;"Obligatie; Asset Backed Securities                     ";PHEDINA Hypotheken 2013-I               ;emissie             ;27 juni             ;27 juni             ;32.45;;100.0;;15.0;EUR  ;;15
