ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
7683;Buitengebied Terhole;Hulst                                   ;Buurt     ;BU06771034;1;90;20;65;75;15;1.2;17.0;10;5
7684;Wijk 11 Vogelwaarde;Hulst                                   ;Wijk      ;WK067711  ;1;1170;335;835;980;190;1.3;54.0;130;125
7685;Kern Vogelwaarde;Hulst                                   ;Buurt     ;BU06771135;1;905;265;635;780;125;1.3;866.0;90;100
7686;Buitengebied Vogelwaarde;Hulst                                   ;Buurt     ;BU06771136;1;265;65;200;205;60;1.5;13.0;40;25
7687;Wijk 12 Hengstdijk;Hulst                                   ;Wijk      ;WK067712  ;1;305;65;235;235;65;1.3;32.0;35;40
7688;Kern Hengstdijk;Hulst                                   ;Buurt     ;BU06771237;1;200;40;160;165;35;1.2;789.0;20;30
7689;Buitengebied Hengstdijk;Hulst                                   ;Buurt     ;BU06771238;1;105;30;75;75;30;1.3;11.0;10;10
7690;Wijk 13 Ossenisse;Hulst                                   ;Wijk      ;WK067713  ;1;205;45;160;160;45;1.5;18.0;30;35
7691;Kern Ossenisse;Hulst                                   ;Buurt     ;BU06771339;1;80;20;60;65;15;1.3;678.0;15;15
7692;Buitengebied Ossenisse;Hulst                                   ;Buurt     ;BU06771340;1;125;25;100;90;35;1.6;11.0;20;20
7693;IJsselstein;IJsselstein                             ;Gemeente  ;GM0353    ;.;13685;4685;8995;11670;2010;1.0;648.0;1200;1540
7694;Niet nader toe te delen;IJsselstein                             ;          ;          ; ;0;0;0;0;0;;;0;0
7695;Wel nader toe te delen;IJsselstein                             ;          ;          ; ;13680;4685;8995;11670;2010;;;1200;1540
7696;Wijk 00 IJsselstein;IJsselstein                             ;Wijk      ;WK035300  ;1;13680;4685;8995;11670;2010;1.0;648.0;1200;1540
7697;IJsselstein-Binnenstad;IJsselstein                             ;Buurt     ;BU03530001;1;380;110;270;320;60;0.7;2703.0;40;35
7698;Nieuwpoort;IJsselstein                             ;Buurt     ;BU03530002;1;345;85;260;310;40;0.8;2663.0;25;50
7699;Groenvliet;IJsselstein                             ;Buurt     ;BU03530003;1;305;125;180;260;45;0.8;663.0;30;25
7700;Kasteelkwartier;IJsselstein                             ;Buurt     ;BU03530004;1;520;115;400;455;60;0.9;2620.0;55;70
7701;Europakwartier;IJsselstein                             ;Buurt     ;BU03530005;1;625;190;430;540;80;0.9;2364.0;60;60
7702;Oranjekwartier;IJsselstein                             ;Buurt     ;BU03530006;1;365;95;275;315;50;0.9;3106.0;25;60
7703;IJsselveld-Oost;IJsselstein                             ;Buurt     ;BU03530007;1;830;160;670;695;140;0.7;1923.0;55;140
7704;IJsselveld-West;IJsselstein                             ;Buurt     ;BU03530008;1;1180;390;795;1025;155;0.9;2067.0;115;130
7705;IJsseloevers;IJsselstein                             ;Buurt     ;BU03530009;1;105;45;60;90;15;0.9;815.0;10;5
7706;Hazenveld en Overwaard;IJsselstein                             ;Buurt     ;BU03530010;1;405;170;235;345;65;0.9;2440.0;30;40
7707;Rijpickerwaard;IJsselstein                             ;Buurt     ;BU03530011;1;5;0;5;5;0;;;0;0
7708;Panoven;IJsselstein                             ;Buurt     ;BU03530012;1;350;140;210;315;40;1.2;1412.0;25;25
7709;Paardenveld;IJsselstein                             ;Buurt     ;BU03530013;1;55;15;40;55;0;0.3;255.0;0;0
7710;Over Oudland;IJsselstein                             ;Buurt     ;BU03530014;1;5;0;5;5;0;;;0;0
7711;Industrieterrein Lage Dijk;IJsselstein                             ;Buurt     ;BU03530015;1;30;5;25;25;5;;;10;5
7712;Bedrijventerrein De Corridor;IJsselstein                             ;Buurt     ;BU03530016;1;25;5;20;20;10;;;10;5
7713;De Hoven en De Boomgaard;IJsselstein                             ;Buurt     ;BU03530017;1;965;345;620;800;165;1.2;3138.0;110;105
7714;De Tuinen;IJsselstein                             ;Buurt     ;BU03530018;1;625;235;390;535;90;1.0;2970.0;45;60
7715;Het Hart;IJsselstein                             ;Buurt     ;BU03530019;1;865;295;575;730;140;0.9;4120.0;70;85
7716;De Wereldsteden;IJsselstein                             ;Buurt     ;BU03530020;1;580;250;330;495;85;1.2;2091.0;55;55
7717;De Rivieren;IJsselstein                             ;Buurt     ;BU03530021;1;360;130;225;310;50;1.0;3216.0;25;40
7718;Het Staatse;IJsselstein                             ;Buurt     ;BU03530022;1;765;260;505;605;160;1.2;3007.0;75;75
7719;Benschopperpoort en Het Podium;IJsselstein                             ;Buurt     ;BU03530023;1;205;70;135;180;25;1.0;1038.0;15;10
7720;Achterveld-Zuid;IJsselstein                             ;Buurt     ;BU03530024;1;445;145;300;380;65;1.0;2754.0;45;60
7721;Achterveld-West;IJsselstein                             ;Buurt     ;BU03530025;1;1245;490;755;1095;150;1.1;2853.0;105;120
7722;Achterveld-Noord;IJsselstein                             ;Buurt     ;BU03530026;1;1235;475;760;1075;165;1.2;3186.0;100;155
7723;Achterveld-Oost;IJsselstein                             ;Buurt     ;BU03530027;1;340;135;210;305;35;1.0;2384.0;25;30
7724;Eiterse Waard;IJsselstein                             ;Buurt     ;BU03530028;1;155;70;85;125;30;1.2;2489.0;20;25
7725;Landelijk gebied Noord;IJsselstein                             ;Buurt     ;BU03530029;1;310;105;205;235;80;1.8;27.0;25;55
7726;Landelijk gebied Zuid;IJsselstein                             ;Buurt     ;BU03530030;1;35;10;25;25;10;;;0;5
7727;Kaag en Braassem;Kaag en Braassem                        ;Gemeente  ;GM1884    ;.;12215;3505;8710;10855;1360;1.1;193.0;1360;1730
7728;Niet nader toe te delen;Kaag en Braassem                        ;          ;          ; ;0;0;0;0;0;;;0;0
7729;Wel nader toe te delen;Kaag en Braassem                        ;          ;          ; ;12210;3500;8710;10850;1360;;;1360;1730
7730;Wijk 00 Roelofarendsveen;Kaag en Braassem                        ;Wijk      ;WK188400  ;1;5130;1470;3660;4655;475;1.1;782.0;490;605
7731;Roelofarendsveen;Kaag en Braassem                        ;Buurt     ;BU18840000;1;1180;355;825;1055;125;1.0;830.0;115;85
7732;Oude Wetering;Kaag en Braassem                        ;Buurt     ;BU18840001;1;1405;460;945;1275;130;1.2;1905.0;165;195
7733;Roelofarendsveen-Noord;Kaag en Braassem                        ;Buurt     ;BU18840002;1;1610;420;1190;1485;125;1.1;2475.0;110;195
7734;Burgemeesterswijk;Kaag en Braassem                        ;Buurt     ;BU18840003;1;315;60;255;295;20;0.7;1489.0;25;40
7735;Tuinbouwgebied;Kaag en Braassem                        ;Buurt     ;BU18840004;1;625;180;445;545;80;1.2;177.0;70;85
7736;Wijk 01 Overig Alkemade;Kaag en Braassem                        ;Wijk      ;WK188401  ;1;1675;450;1225;1465;210;1.2;82.0;200;305
7737;Nieuwe Wetering;Kaag en Braassem                        ;Buurt     ;BU18840101;1;305;80;220;270;35;1.2;822.0;55;55
7738;Rijpwetering;Kaag en Braassem                        ;Buurt     ;BU18840102;1;725;195;525;650;70;1.2;422.0;80;150
7739;Oud Ade en Zevenhuizen;Kaag en Braassem                        ;Buurt     ;BU18840104;1;280;65;215;240;40;1.3;190.0;20;50
7740;Kaag;Kaag en Braassem                        ;Buurt     ;BU18840105;1;260;85;170;210;45;1.2;256.0;35;40
7741;Verspreide huizen Veenderpolder;Kaag en Braassem                        ;Buurt     ;BU18840107;1;25;5;20;20;5;;;5;0
7742;Overige verspreide huizen;Kaag en Braassem                        ;Buurt     ;BU18840109;1;85;15;70;65;20;1.4;9.0;5;10
7743;Wijk 02 Woubrugge;Kaag en Braassem                        ;Wijk      ;WK188402  ;1;2515;790;1725;2215;300;1.2;133.0;280;335
7744;Woubrugge;Kaag en Braassem                        ;Buurt     ;BU18840200;1;480;165;320;410;70;1.1;691.0;60;50
7745;Ofwegen;Kaag en Braassem                        ;Buurt     ;BU18840201;1;30;10;20;25;5;;;0;0
7746;Hoogmade;Kaag en Braassem                        ;Buurt     ;BU18840202;1;680;205;475;615;65;1.1;704.0;60;95
7747;Woubrugge-West;Kaag en Braassem                        ;Buurt     ;BU18840203;1;910;265;650;805;105;1.2;3564.0;110;140
7748;Verspreide huizen Vierambachtspolder;Kaag en Braassem                        ;Buurt     ;BU18840207;1;35;10;25;25;10;;;0;5
7749;Verspreide huizen Oudendijkse polder;Kaag en Braassem                        ;Buurt     ;BU18840208;1;245;105;140;215;30;1.3;76.0;25;25
7750;Overige verspreide huizen;Kaag en Braassem                        ;Buurt     ;BU18840209;1;135;35;100;120;20;1.4;28.0;20;25
7751;Wijk 03 Rijnsaterwoude;Kaag en Braassem                        ;Wijk      ;WK188403  ;1;650;165;490;555;95;1.3;120.0;95;105
7752;Rijnsaterwoude;Kaag en Braassem                        ;Buurt     ;BU18840300;1;640;160;475;545;90;1.3;278.0;95;105
7753;Verspreide huizen Rijnsaterwoude;Kaag en Braassem                        ;Buurt     ;BU18840309;1;15;0;10;10;5;;;0;0
7754;Wijk 04 Leimuiden;Kaag en Braassem                        ;Wijk      ;WK188404  ;1;2240;625;1615;1960;280;1.2;187.0;300;380
7755;Leimuiden;Kaag en Braassem                        ;Buurt     ;BU18840400;1;545;125;420;475;70;1.2;383.0;105;115
7756;Vriezekoop;Kaag en Braassem                        ;Buurt     ;BU18840402;1;105;25;85;85;20;1.8;133.0;20;15
7757;Bilderdam;Kaag en Braassem                        ;Buurt     ;BU18840404;1;60;15;40;50;5;;;5;10
7758;Uitbreiding West;Kaag en Braassem                        ;Buurt     ;BU18840405;1;665;190;480;590;80;1.2;2969.0;65;110
7759;Verspreide huizen Vriezekoopse polder;Kaag en Braassem                        ;Buurt     ;BU18840407;1;25;10;15;20;0;;;5;20
7760;Verspreide huizen West;Kaag en Braassem                        ;Buurt     ;BU18840408;1;835;265;570;735;100;1.3;367.0;90;105
7761;Verspreide huizen Oost;Kaag en Braassem                        ;Buurt     ;BU18840409;1;5;0;5;5;5;;;0;5
7762;Kampen;Kampen                                  ;Gemeente  ;GM0166    ;.;20050;4930;15120;15805;4240;1.0;141.0;1915;3670
7763;Niet nader toe te delen;Kampen                                  ;          ;          ; ;0;0;0;0;0;;;0;5
7764;Wel nader toe te delen;Kampen                                  ;          ;          ; ;20050;4930;15120;15805;4240;;;1915;3665
7765;Wijk 00 Kampen;Kampen                                  ;Wijk      ;WK016600  ;1;13420;3335;10085;10650;2770;0.9;201.0;1220;2595
7766;Binnenstad Kampen;Kampen                                  ;Buurt     ;BU01660000;1;1910;405;1505;1495;415;0.7;3383.0;240;325
7767;Brunnepe;Kampen                                  ;Buurt     ;BU01660001;1;1380;270;1110;1140;240;0.8;3453.0;135;445
7768;Groene Hart;Kampen                                  ;Buurt     ;BU01660002;1;0;0;0;0;0;;;0;0
7769;Hanzewijk en Greente;Kampen                                  ;Buurt     ;BU01660003;1;855;200;655;710;145;0.8;2185.0;60;210
7770;Kampen-Zuid;Kampen                                  ;Buurt     ;BU01660004;1;915;170;745;745;170;1.0;3069.0;100;145
7771;Flevowijk;Kampen                                  ;Buurt     ;BU01660005;1;1235;260;975;1060;175;0.7;2790.0;90;325
7772;Industrieterrein Kampen;Kampen                                  ;Buurt     ;BU01660006;1;240;60;180;165;75;1.3;65.0;40;80
7773;Bovenbroek;Kampen                                  ;Buurt     ;BU01660007;1;660;200;465;515;150;1.1;1312.0;55;95
7774;Cellesbroek;Kampen                                  ;Buurt     ;BU01660008;1;2640;595;2045;2075;565;0.9;1594.0;200;455
7775;Hagenbroek;Kampen                                  ;Buurt     ;BU01660009;1;870;295;575;735;135;1.0;1758.0;75;150
7776;De Maten;Kampen                                  ;Buurt     ;BU01660010;1;1255;460;795;960;295;1.2;1822.0;125;165
7777;De Venen;Kampen                                  ;Buurt     ;BU01660011;1;0;0;0;0;0;;;0;0
7778;Stationsplein;Kampen                                  ;Buurt     ;BU01660012;1;30;10;20;30;5;;;5;5
7779;Stationskwartier;Kampen                                  ;Buurt     ;BU01660013;1;30;0;30;20;10;;;0;0
7780;Het Onderdijks;Kampen                                  ;Buurt     ;BU01660015;1;1025;340;690;765;260;1.2;401.0;60;120
7781;Polder Dronthen;Kampen                                  ;Buurt     ;BU01660016;1;55;10;45;45;10;;;5;10
7782;De Melm;Kampen                                  ;Buurt     ;BU01660017;1;80;15;65;45;30;1.3;11.0;10;10
7783;Kampereiland;Kampen                                  ;Buurt     ;BU01660018;1;195;35;155;125;70;1.3;6.0;15;50
7784;Mandjeswaard;Kampen                                  ;Buurt     ;BU01660019;1;40;10;30;30;10;;;5;5
7785;Wijk 03 IJsselmuiden;Kampen                                  ;Wijk      ;WK016603  ;1;4665;1190;3475;3730;940;1.1;286.0;465;790
7786;Ijsselmuiden-Centrum;Kampen                                  ;Buurt     ;BU01660300;1;1835;440;1395;1510;325;1.0;1692.0;165;380
7787;Losselanden;Kampen                                  ;Buurt     ;BU01660301;1;1565;435;1130;1235;330;1.2;2392.0;175;210
7788;Industrieterrein IJsselmuiden;Kampen                                  ;Buurt     ;BU01660302;1;100;30;70;70;25;1.3;75.0;10;25
7789;De Waard;Kampen                                  ;Buurt     ;BU01660303;1;85;15;70;65;20;1.0;43.0;5;20
7790;De Koekoek;Kampen                                  ;Buurt     ;BU01660304;1;240;60;180;185;55;1.4;45.0;20;40
7791;Oosterholt;Kampen                                  ;Buurt     ;BU01660305;1;400;105;300;320;80;1.3;350.0;35;50
7792;Sonnenberg;Kampen                                  ;Buurt     ;BU01660306;1;75;15;60;50;20;;;15;10
7793;Trekvaart;Kampen                                  ;Buurt     ;BU01660307;1;370;95;275;290;80;1.0;587.0;40;50
7794;Wijk 04 Zalk;Kampen                                  ;Wijk      ;WK016604  ;1;380;85;295;295;85;1.5;30.0;50;40
7795;Zalk;Kampen                                  ;Buurt     ;BU01660400;1;240;55;185;200;40;1.4;1133.0;35;25
7796;Verspreide huizen Zalk;Kampen                                  ;Buurt     ;BU01660401;1;145;30;115;95;50;1.6;12.0;15;10
7797;Wijk 05 Wilsum;Kampen                                  ;Wijk      ;WK016605  ;1;395;90;305;310;85;1.2;69.0;40;55
7798;Wilsum;Kampen                                  ;Buurt     ;BU01660500;1;375;80;295;300;80;1.2;1046.0;40;50
7799;Verspreide huizen Wilsum;Kampen                                  ;Buurt     ;BU01660501;1;15;5;10;10;5;;;0;5
7800;Wijk 06 Grafhorst;Kampen                                  ;Wijk      ;WK016606  ;1;380;80;300;285;95;1.3;267.0;65;80
7801;Grafhorst;Kampen                                  ;Buurt     ;BU01660600;1;380;80;300;285;95;1.3;267.0;65;80
7802;Wijk 07 Kamperveen;Kampen                                  ;Wijk      ;WK016607  ;1;415;85;330;280;135;1.5;19.0;35;55
7803;Kamperveen;Kampen                                  ;Buurt     ;BU01660700;1;415;85;330;280;135;1.5;19.0;35;55
7804;Wijk 08 's-Heerenhoek;Kampen                                  ;Wijk      ;WK016608  ;1;300;55;245;215;85;1.4;81.0;35;45
7805;'s-Heerenbroek;Kampen                                  ;Buurt     ;BU01660800;1;300;55;245;215;85;1.4;81.0;35;45
7806;Wijk 09 Verspreide huizen;Kampen                                  ;Wijk      ;WK016609  ;1;90;10;80;45;45;;;10;5
7807;Verspreide huizen polder Mastenbroek;Kampen                                  ;Buurt     ;BU01660900;1;90;10;80;45;45;;;10;5
7808;Kapelle;Kapelle                                 ;Gemeente  ;GM0678    ;.;6200;1735;4465;5110;1090;1.2;167.0;690;755
7809;Niet nader toe te delen;Kapelle                                 ;          ;          ; ;0;0;0;0;0;;;0;0
7810;Wel nader toe te delen;Kapelle                                 ;          ;          ; ;6200;1735;4465;5110;1090;;;690;755
7811;Wijk 00 Kapelle;Kapelle                                 ;Wijk      ;WK067800  ;1;4325;1210;3115;3590;735;1.2;166.0;455;385
7812;Kapelle;Kapelle                                 ;Buurt     ;BU06780000;1;4100;1140;2960;3425;675;1.2;1052.0;415;360
7813;Verspreide huizen Kapelle;Kapelle                                 ;Buurt     ;BU06780009;1;220;65;155;165;55;1.3;10.0;40;30
7814;Wijk 01 Wemeldinge;Kapelle                                 ;Wijk      ;WK067801  ;1;1615;470;1145;1320;295;1.2;197.0;185;305
7815;Wemeldinge;Kapelle                                 ;Buurt     ;BU06780100;1;1515;445;1070;1240;275;1.2;1010.0;175;290
7816;Verspreide huizen Wemeldinge;Kapelle                                 ;Buurt     ;BU06780109;1;100;25;75;80;25;1.7;15.0;10;15
7817;Wijk 02 Schore;Kapelle                                 ;Wijk      ;WK067802  ;1;260;55;200;200;60;1.3;88.0;50;65
7818;Schore;Kapelle                                 ;Buurt     ;BU06780200;1;250;55;190;190;60;1.3;681.0;50;65
7819;Verspreide huizen Schore;Kapelle                                 ;Buurt     ;BU06780209;1;10;0;10;5;5;;;0;0
7820;Katwijk;Katwijk                                 ;Gemeente  ;GM0537    ;.;22850;7320;15525;21065;1780;0.9;931.0;1935;8185
7821;Niet nader toe te delen;Katwijk                                 ;          ;          ; ;5;0;5;5;0;;;0;0
7822;Wel nader toe te delen;Katwijk                                 ;          ;          ; ;22845;7320;15525;21065;1780;;;1935;8180
7823;Wijk 01 Katwijk Noord;Katwijk                                 ;Wijk      ;WK053701  ;1;4855;1545;3315;4530;325;0.9;2569.0;395;1955
7824;Rijnsoever-West;Katwijk                                 ;Buurt     ;BU05370101;1;2020;720;1300;1885;140;1.0;2756.0;165;670
7825;Rijnsoever-Oost;Katwijk                                 ;Buurt     ;BU05370102;1;990;380;610;925;65;1.0;1782.0;100;355
7826;Hoornes-West;Katwijk                                 ;Buurt     ;BU05370103;1;1115;275;840;1035;80;0.7;3200.0;85;545
7827;Hoornes-Oost;Katwijk                                 ;Buurt     ;BU05370104;1;730;170;560;685;45;0.7;2885.0;45;385
7828;Wijk 02 't Heen;Katwijk                                 ;Wijk      ;WK053702  ;1;15;5;10;15;0;;;0;10
7829;'t Heen-Zuid;Katwijk                                 ;Buurt     ;BU05370201;1;5;0;5;5;0;;;0;5
