ID;HouseholdCharacteristics;ComponentsOfWealth;Periods;NumberOfPrivateHouseholds_1;TotalWealth_2;MeanWealth_3;MedianWealth_4
9503;Source: Old-age/survivors pension;Wealth excluding principal residence;2023;2212.6;428.6;193.7;37.3
9504;Source: Social provisions benefit;Wealth;2006;337.1;3.9;11.6;0.0
9505;Source: Social provisions benefit;Wealth;2007;327.1;4.1;12.7;0.0
9506;Source: Social provisions benefit;Wealth;2008;312.2;4.2;13.3;0.5
9507;Source: Social provisions benefit;Wealth;2009;297.4;3.4;11.4;0.6
9508;Source: Social provisions benefit;Wealth;2010;307.5;3.4;11.0;0.6
9509;Source: Social provisions benefit;Wealth;2011;351.2;2.4;6.8;0.2
9510;Source: Social provisions benefit;Wealth;2012;367.8;2.0;5.3;0.2
9511;Source: Social provisions benefit;Wealth;2013;398.7;1.8;4.5;0.2
9512;Source: Social provisions benefit;Wealth;2014;409.4;0.9;2.1;0.0
9513;Source: Social provisions benefit;Wealth;2015;422.0;1.3;3.1;0.2
9514;Source: Social provisions benefit;Wealth;2016;435.9;1.3;3.0;0.2
9515;Source: Social provisions benefit;Wealth;2017;447.1;1.9;4.2;0.3
9516;Source: Social provisions benefit;Wealth;2018;429.9;2.1;4.9;0.4
9517;Source: Social provisions benefit;Wealth;2019;412.4;2.4;5.9;0.5
9518;Source: Social provisions benefit;Wealth;2020;438.3;4.5;10.2;0.6
9519;Source: Social provisions benefit;Wealth;2021;420.9;4.3;10.1;0.8
9520;Source: Social provisions benefit;Wealth;2022;418.3;4.6;11.0;0.8
9521;Source: Social provisions benefit;Wealth;2023;412.9;8.9;21.4;1.0
9522;Source: Social provisions benefit;1 Assets;2006;337.1;4.8;14.2;0.0
9523;Source: Social provisions benefit;1 Assets;2007;327.1;5.1;15.7;0.0
9524;Source: Social provisions benefit;1 Assets;2008;312.2;5.1;16.3;0.5
9525;Source: Social provisions benefit;1 Assets;2009;297.4;4.1;13.9;0.6
9526;Source: Social provisions benefit;1 Assets;2010;307.5;4.2;13.8;0.6
9527;Source: Social provisions benefit;1 Assets;2011;351.2;4.5;12.8;0.7
9528;Source: Social provisions benefit;1 Assets;2012;367.8;4.6;12.4;0.6
9529;Source: Social provisions benefit;1 Assets;2013;398.7;5.0;12.5;0.6
9530;Source: Social provisions benefit;1 Assets;2014;409.4;5.0;12.2;0.6
9531;Source: Social provisions benefit;1 Assets;2015;422.0;5.3;12.7;0.8
9532;Source: Social provisions benefit;1 Assets;2016;435.9;5.3;12.1;0.8
9533;Source: Social provisions benefit;1 Assets;2017;447.1;5.5;12.3;0.8
9534;Source: Social provisions benefit;1 Assets;2018;429.9;5.4;12.5;0.9
9535;Source: Social provisions benefit;1 Assets;2019;412.4;5.5;13.3;0.9
9536;Source: Social provisions benefit;1 Assets;2020;438.3;9.0;20.5;1.0
9537;Source: Social provisions benefit;1 Assets;2021;420.9;7.9;18.8;1.2
9538;Source: Social provisions benefit;1 Assets;2022;418.3;7.7;18.4;1.3
9539;Source: Social provisions benefit;1 Assets;2023;412.9;11.4;27.6;1.6
9540;Source: Social provisions benefit;1.1 Financial assets;2006;159.5;1.5;9.5;1.6
9541;Source: Social provisions benefit;1.1 Financial assets;2007;159.7;1.7;10.6;1.7
9542;Source: Social provisions benefit;1.1 Financial assets;2008;161.6;1.7;10.4;1.8
9543;Source: Social provisions benefit;1.1 Financial assets;2009;161.2;1.4;8.9;1.8
9544;Source: Social provisions benefit;1.1 Financial assets;2010;215.1;1.5;7.1;1.2
9545;Source: Social provisions benefit;1.1 Financial assets;2011;303.3;1.7;5.6;0.9
9546;Source: Social provisions benefit;1.1 Financial assets;2012;315.3;1.7;5.4;0.8
9547;Source: Social provisions benefit;1.1 Financial assets;2013;343.7;2.0;5.7;0.8
9548;Source: Social provisions benefit;1.1 Financial assets;2014;353.6;1.6;4.5;0.8
9549;Source: Social provisions benefit;1.1 Financial assets;2015;379.9;1.8;4.7;0.9
9550;Source: Social provisions benefit;1.1 Financial assets;2016;390.1;1.7;4.4;0.9
9551;Source: Social provisions benefit;1.1 Financial assets;2017;405.8;1.9;4.6;0.9
9552;Source: Social provisions benefit;1.1 Financial assets;2018;391.7;1.8;4.7;1.0
9553;Source: Social provisions benefit;1.1 Financial assets;2019;377.9;1.8;4.9;1.0
9554;Source: Social provisions benefit;1.1 Financial assets;2020;406.0;2.3;5.8;1.1
9555;Source: Social provisions benefit;1.1 Financial assets;2021;396.3;2.4;6.0;1.3
9556;Source: Social provisions benefit;1.1 Financial assets;2022;393.7;2.7;6.8;1.4
9557;Source: Social provisions benefit;1.1 Financial assets;2023;384.7;2.5;6.6;1.7
9558;Source: Social provisions benefit;1.1.1 Bank and savings credits;2006;157.8;1.1;7.2;1.6
9559;Source: Social provisions benefit;1.1.1 Bank and savings credits;2007;158.2;1.3;8.0;1.6
9560;Source: Social provisions benefit;1.1.1 Bank and savings credits;2008;160.7;1.3;8.2;1.8
9561;Source: Social provisions benefit;1.1.1 Bank and savings credits;2009;160.6;1.3;7.8;1.8
9562;Source: Social provisions benefit;1.1.1 Bank and savings credits;2010;214.7;1.3;6.1;1.1
9563;Source: Social provisions benefit;1.1.1 Bank and savings credits;2011;303.1;1.5;5.0;0.9
9564;Source: Social provisions benefit;1.1.1 Bank and savings credits;2012;315.1;1.5;4.9;0.8
9565;Source: Social provisions benefit;1.1.1 Bank and savings credits;2013;343.6;1.7;4.9;0.8
9566;Source: Social provisions benefit;1.1.1 Bank and savings credits;2014;353.4;1.4;4.0;0.8
9567;Source: Social provisions benefit;1.1.1 Bank and savings credits;2015;379.8;1.6;4.2;0.9
9568;Source: Social provisions benefit;1.1.1 Bank and savings credits;2016;390.0;1.5;3.9;0.9
9569;Source: Social provisions benefit;1.1.1 Bank and savings credits;2017;405.7;1.7;4.1;0.9
9570;Source: Social provisions benefit;1.1.1 Bank and savings credits;2018;391.7;1.6;4.2;1.0
9571;Source: Social provisions benefit;1.1.1 Bank and savings credits;2019;377.9;1.6;4.4;1.0
9572;Source: Social provisions benefit;1.1.1 Bank and savings credits;2020;405.8;2.1;5.1;1.1
9573;Source: Social provisions benefit;1.1.1 Bank and savings credits;2021;396.2;2.1;5.3;1.3
9574;Source: Social provisions benefit;1.1.1 Bank and savings credits;2022;393.5;2.3;5.9;1.3
9575;Source: Social provisions benefit;1.1.1 Bank and savings credits;2023;384.6;2.3;6.0;1.7
9576;Source: Social provisions benefit;1.1.2 Securities;2006;9.8;0.4;38.5;7.1
9577;Source: Social provisions benefit;1.1.2 Securities;2007;8.9;0.4;48.0;8.4
9578;Source: Social provisions benefit;1.1.2 Securities;2008;7.4;0.4;48.5;8.3
9579;Source: Social provisions benefit;1.1.2 Securities;2009;6.0;0.2;30.9;5.1
9580;Source: Social provisions benefit;1.1.2 Securities;2010;6.4;0.2;32.9;5.1
9581;Source: Social provisions benefit;1.1.2 Securities;2011;7.7;0.2;26.4;4.2
9582;Source: Social provisions benefit;1.1.2 Securities;2012;7.8;0.2;22.8;3.5
9583;Source: Social provisions benefit;1.1.2 Securities;2013;7.9;;;4.1
9584;Source: Social provisions benefit;1.1.2 Securities;2014;7.5;0.2;24.2;4.2
9585;Source: Social provisions benefit;1.1.2 Securities;2015;7.0;0.2;27.4;5.4
9586;Source: Social provisions benefit;1.1.2 Securities;2016;6.7;0.2;28.9;6.0
9587;Source: Social provisions benefit;1.1.2 Securities;2017;6.5;0.2;31.4;7.1
9588;Source: Social provisions benefit;1.1.2 Securities;2018;5.8;0.2;35.6;7.3
9589;Source: Social provisions benefit;1.1.2 Securities;2019;5.5;0.2;34.5;7.3
9590;Source: Social provisions benefit;1.1.2 Securities;2020;7.9;0.3;37.6;7.2
9591;Source: Social provisions benefit;1.1.2 Securities;2021;7.5;0.3;35.3;4.9
9592;Source: Social provisions benefit;1.1.2 Securities;2022;9.7;0.3;34.8;3.9
9593;Source: Social provisions benefit;1.1.2 Securities;2023;7.1;0.2;32.2;2.7
9594;Source: Social provisions benefit;1.2 Real estate;2006;11.8;2.9;247.4;191.7
9595;Source: Social provisions benefit;1.2 Real estate;2007;11.6;3.1;269.3;205.9
9596;Source: Social provisions benefit;1.2 Real estate;2008;11.8;3.2;271.4;208.6
9597;Source: Social provisions benefit;1.2 Real estate;2009;9.9;2.5;257.1;198.9
9598;Source: Social provisions benefit;1.2 Real estate;2010;10.8;2.5;231.6;182.0
9599;Source: Social provisions benefit;1.2 Real estate;2011;12.9;2.7;206.6;174.9
9600;Source: Social provisions benefit;1.2 Real estate;2012;13.8;2.7;195.2;165.7
9601;Source: Social provisions benefit;1.2 Real estate;2013;16.2;2.8;172.9;147.8
9602;Source: Social provisions benefit;1.2 Real estate;2014;18.8;3.2;170.1;145.8
9603;Source: Social provisions benefit;1.2 Real estate;2015;19.2;3.3;170.6;148.6
9604;Source: Social provisions benefit;1.2 Real estate;2016;19.2;3.4;175.1;153.3
9605;Source: Social provisions benefit;1.2 Real estate;2017;18.4;3.4;185.0;163.1
9606;Source: Social provisions benefit;1.2 Real estate;2018;16.8;3.3;198.1;174.2
9607;Source: Social provisions benefit;1.2 Real estate;2019;15.9;3.4;215.1;190.5
9608;Source: Social provisions benefit;1.2 Real estate;2020;22.2;5.9;267.4;226.4
9609;Source: Social provisions benefit;1.2 Real estate;2021;18.1;5.1;280.6;242.8
9610;Source: Social provisions benefit;1.2 Real estate;2022;14.2;4.5;319.5;284.0
9611;Source: Social provisions benefit;1.2 Real estate;2023;12.9;4.2;326.1;291.1
9612;Source: Social provisions benefit;1.2.1 Principal residence;2006;11.6;2.6;228.7;190.6
9613;Source: Social provisions benefit;1.2.1 Principal residence;2007;11.3;2.8;245.5;204.7
9614;Source: Social provisions benefit;1.2.1 Principal residence;2008;11.5;2.9;249.1;206.8
9615;Source: Social provisions benefit;1.2.1 Principal residence;2009;9.6;2.3;239.7;197.9
9616;Source: Social provisions benefit;1.2.1 Principal residence;2010;10.6;2.3;216.3;181.6
9617;Source: Social provisions benefit;1.2.1 Principal residence;2011;12.5;2.5;200.8;174.9
9618;Source: Social provisions benefit;1.2.1 Principal residence;2012;13.4;2.6;189.7;165.7
9619;Source: Social provisions benefit;1.2.1 Principal residence;2013;15.8;2.6;167.8;147.7
9620;Source: Social provisions benefit;1.2.1 Principal residence;2014;18.1;3.0;166.4;146.8
9621;Source: Social provisions benefit;1.2.1 Principal residence;2015;18.4;3.1;167.9;149.6
9622;Source: Social provisions benefit;1.2.1 Principal residence;2016;18.3;3.2;173.3;154.3
9623;Source: Social provisions benefit;1.2.1 Principal residence;2017;17.6;3.2;183.2;164.1
9624;Source: Social provisions benefit;1.2.1 Principal residence;2018;16.0;3.2;197.3;176.3
9625;Source: Social provisions benefit;1.2.1 Principal residence;2019;15.3;3.3;214.2;191.6
9626;Source: Social provisions benefit;1.2.1 Principal residence;2020;21.3;5.6;263.9;226.4
9627;Source: Social provisions benefit;1.2.1 Principal residence;2021;17.4;4.8;278.4;243.9
9628;Source: Social provisions benefit;1.2.1 Principal residence;2022;13.6;4.4;320.3;286.5
9629;Source: Social provisions benefit;1.2.1 Principal residence;2023;12.4;4.0;324.4;293.2
9630;Source: Social provisions benefit;1.2.2 Other real estate;2006;1.2;0.3;244.9;107.2
9631;Source: Social provisions benefit;1.2.2 Other real estate;2007;1.4;0.4;260.3;118.0
9632;Source: Social provisions benefit;1.2.2 Other real estate;2008;1.2;0.3;271.5;130.0
9633;Source: Social provisions benefit;1.2.2 Other real estate;2009;0.9;0.2;251.3;116.9
9634;Source: Social provisions benefit;1.2.2 Other real estate;2010;0.9;0.2;239.6;121.5
9635;Source: Social provisions benefit;1.2.2 Other real estate;2011;1.0;0.1;146.0;98.6
9636;Source: Social provisions benefit;1.2.2 Other real estate;2012;1.0;0.1;144.5;98.6
9637;Source: Social provisions benefit;1.2.2 Other real estate;2013;1.1;0.2;136.6;95.9
9638;Source: Social provisions benefit;1.2.2 Other real estate;2014;1.6;0.2;121.1;83.0
9639;Source: Social provisions benefit;1.2.2 Other real estate;2015;1.7;0.2;110.4;77.5
9640;Source: Social provisions benefit;1.2.2 Other real estate;2016;1.8;0.2;104.0;76.2
9641;Source: Social provisions benefit;1.2.2 Other real estate;2017;1.7;0.2;108.2;79.0
9642;Source: Social provisions benefit;1.2.2 Other real estate;2018;1.5;0.2;106.0;82.0
9643;Source: Social provisions benefit;1.2.2 Other real estate;2019;1.5;0.2;108.2;84.1
9644;Source: Social provisions benefit;1.2.2 Other real estate;2020;2.5;0.3;133.8;102.0
9645;Source: Social provisions benefit;1.2.2 Other real estate;2021;1.9;0.2;130.9;100.0
9646;Source: Social provisions benefit;1.2.2 Other real estate;2022;1.4;0.2;124.8;90.0
9647;Source: Social provisions benefit;1.2.2 Other real estate;2023;1.3;0.2;144.8;100.5
9648;Source: Social provisions benefit;1.3 Enterprise capital;2006;3.2;0.0;6.1;1.2
9649;Source: Social provisions benefit;1.3 Enterprise capital;2007;3.5;0.1;15.2;1.2
9650;Source: Social provisions benefit;1.3 Enterprise capital;2008;3.1;0.0;6.1;1.1
9651;Source: Social provisions benefit;1.3 Enterprise capital;2009;3.0;0.0;3.4;1.0
9652;Source: Social provisions benefit;1.3 Enterprise capital;2010;3.6;;;0.8
9653;Source: Social provisions benefit;1.3 Enterprise capital;2011;4.2;;;0.8
9654;Source: Social provisions benefit;1.3 Enterprise capital;2012;3.9;;;0.7
9655;Source: Social provisions benefit;1.3 Enterprise capital;2013;4.0;0.0;9.2;0.9
9656;Source: Social provisions benefit;1.3 Enterprise capital;2014;4.4;0.0;6.0;0.9
9657;Source: Social provisions benefit;1.3 Enterprise capital;2015;4.0;0.0;11.1;1.0
9658;Source: Social provisions benefit;1.3 Enterprise capital;2016;4.0;0.0;10.2;1.0
9659;Source: Social provisions benefit;1.3 Enterprise capital;2017;2.8;0.0;14.1;1.5
9660;Source: Social provisions benefit;1.3 Enterprise capital;2018;2.6;0.0;16.8;1.5
9661;Source: Social provisions benefit;1.3 Enterprise capital;2019;2.5;0.1;20.1;1.9
9662;Source: Social provisions benefit;1.3 Enterprise capital;2020;16.9;0.3;14.9;3.8
9663;Source: Social provisions benefit;1.3 Enterprise capital;2021;10.2;0.1;8.3;2.2
9664;Source: Social provisions benefit;1.3 Enterprise capital;2022;2.6;0.0;13.7;2.0
9665;Source: Social provisions benefit;1.3 Enterprise capital;2023;2.5;0.0;18.0;2.4
9666;Source: Social provisions benefit;1.4 Substantial interest;2006;0.7;0.3;390.8;13.9
9667;Source: Social provisions benefit;1.4 Substantial interest;2007;0.8;0.2;215.4;15.8
9668;Source: Social provisions benefit;1.4 Substantial interest;2008;0.7;0.1;138.2;12.1
9669;Source: Social provisions benefit;1.4 Substantial interest;2009;0.5;0.1;154.1;9.0
9670;Source: Social provisions benefit;1.4 Substantial interest;2010;0.6;0.1;170.6;9.1
9671;Source: Social provisions benefit;1.4 Substantial interest;2011;0.7;0.0;70.8;5.0
9672;Source: Social provisions benefit;1.4 Substantial interest;2012;0.9;0.1;87.2;7.7
9673;Source: Social provisions benefit;1.4 Substantial interest;2013;1.0;0.1;87.0;9.3
9674;Source: Social provisions benefit;1.4 Substantial interest;2014;1.3;0.1;73.1;4.8
9675;Source: Social provisions benefit;1.4 Substantial interest;2015;1.4;0.2;111.9;6.4
9676;Source: Social provisions benefit;1.4 Substantial interest;2016;1.3;0.1;71.6;4.0
9677;Source: Social provisions benefit;1.4 Substantial interest;2017;1.2;0.1;75.6;3.7
9678;Source: Social provisions benefit;1.4 Substantial interest;2018;1.1;0.1;71.5;3.2
9679;Source: Social provisions benefit;1.4 Substantial interest;2019;1.0;0.1;100.9;3.2
9680;Source: Social provisions benefit;1.4 Substantial interest;2020;3.3;0.3;91.7;6.4
9681;Source: Social provisions benefit;1.4 Substantial interest;2021;2.5;0.2;94.1;4.1
9682;Source: Social provisions benefit;1.4 Substantial interest;2022;1.3;0.3;230.0;4.3
9683;Source: Social provisions benefit;1.4 Substantial interest;2023;1.1;;;3.4
9684;Source: Social provisions benefit;1.5 Other assets;2006;1.3;0.1;59.8;17.9
9685;Source: Social provisions benefit;1.5 Other assets;2007;1.5;0.1;63.1;23.5
9686;Source: Social provisions benefit;1.5 Other assets;2008;1.4;0.1;67.6;25.0
9687;Source: Social provisions benefit;1.5 Other assets;2009;1.2;0.1;65.6;26.3
9688;Source: Social provisions benefit;1.5 Other assets;2010;1.3;0.1;65.4;27.2
9689;Source: Social provisions benefit;1.5 Other assets;2011;1.1;0.1;67.7;35.0
9690;Source: Social provisions benefit;1.5 Other assets;2012;1.0;0.1;72.3;38.1
9691;Source: Social provisions benefit;1.5 Other assets;2013;1.1;0.1;75.7;38.0
9692;Source: Social provisions benefit;1.5 Other assets;2014;1.1;0.1;73.6;37.4
9693;Source: Social provisions benefit;1.5 Other assets;2015;1.1;0.1;78.1;37.6
9694;Source: Social provisions benefit;1.5 Other assets;2016;1.1;0.1;80.1;40.0
9695;Source: Social provisions benefit;1.5 Other assets;2017;1.2;0.1;80.8;36.2
9696;Source: Social provisions benefit;1.5 Other assets;2018;1.1;0.1;88.8;40.0
9697;Source: Social provisions benefit;1.5 Other assets;2019;1.1;0.1;77.7;34.2
9698;Source: Social provisions benefit;1.5 Other assets;2020;1.8;0.2;85.0;36.6
9699;Source: Social provisions benefit;1.5 Other assets;2021;1.5;0.1;89.6;37.1
9700;Source: Social provisions benefit;1.5 Other assets;2022;1.6;0.1;92.5;30.1
9701;Source: Social provisions benefit;1.5 Other assets;2023;1.1;0.1;110.0;40.0
9702;Source: Social provisions benefit;2 Liabilities;2006;9.9;0.9;89.8;55.0
9703;Source: Social provisions benefit;2 Liabilities;2007;9.7;1.0;101.2;62.0
9704;Source: Social provisions benefit;2 Liabilities;2008;9.0;0.9;102.8;67.5
9705;Source: Social provisions benefit;2 Liabilities;2009;7.5;0.8;102.1;67.5
9706;Source: Social provisions benefit;2 Liabilities;2010;8.1;0.9;105.2;72.7
9707;Source: Social provisions benefit;2 Liabilities;2011;186.6;2.1;11.3;1.1
9708;Source: Social provisions benefit;2 Liabilities;2012;202.6;2.6;12.9;1.3
9709;Source: Social provisions benefit;2 Liabilities;2013;222.0;3.2;14.4;1.5
9710;Source: Social provisions benefit;2 Liabilities;2014;246.8;4.1;16.7;2.5
9711;Source: Social provisions benefit;2 Liabilities;2015;250.0;4.0;16.1;2.5
9712;Source: Social provisions benefit;2 Liabilities;2016;254.4;4.0;15.6;2.4
9713;Source: Social provisions benefit;2 Liabilities;2017;239.9;3.6;15.2;2.2
9714;Source: Social provisions benefit;2 Liabilities;2018;218.7;3.3;14.9;2.2
9715;Source: Social provisions benefit;2 Liabilities;2019;204.8;3.1;15.0;2.2
9716;Source: Social provisions benefit;2 Liabilities;2020;219.7;4.6;20.7;2.7
9717;Source: Social provisions benefit;2 Liabilities;2021;202.6;3.6;17.9;2.5
9718;Source: Social provisions benefit;2 Liabilities;2022;198.2;3.1;15.5;2.3
9719;Source: Social provisions benefit;2 Liabilities;2023;169.4;2.5;15.0;2.1
9720;Source: Social provisions benefit;2.1 Principal residence loans;2006;8.6;0.7;81.2;59.0
9721;Source: Social provisions benefit;2.1 Principal residence loans;2007;8.4;0.7;89.0;67.2
9722;Source: Social provisions benefit;2.1 Principal residence loans;2008;7.8;0.7;94.8;71.0
9723;Source: Social provisions benefit;2.1 Principal residence loans;2009;6.4;0.6;97.9;75.0
9724;Source: Social provisions benefit;2.1 Principal residence loans;2010;6.9;0.7;102.9;80.5
9725;Source: Social provisions benefit;2.1 Principal residence loans;2011;11.3;1.2;101.5;86.2
9726;Source: Social provisions benefit;2.1 Principal residence loans;2012;13.3;1.4;108.5;92.5
9727;Source: Social provisions benefit;2.1 Principal residence loans;2013;16.3;1.8;112.5;97.0
9728;Source: Social provisions benefit;2.1 Principal residence loans;2014;19.0;2.2;115.9;100.0
9729;Source: Social provisions benefit;2.1 Principal residence loans;2015;19.0;2.2;113.5;99.4
9730;Source: Social provisions benefit;2.1 Principal residence loans;2016;18.8;2.1;110.1;96.7
