ID;Functions;Financing;Periods;HealthCareExpenditure_1
8350;HC43: Patient transport;HF121a: Long-term care insurance;1998;0.0
8351;HC43: Patient transport;HF121a: Long-term care insurance;1999;0.0
8352;HC43: Patient transport;HF121a: Long-term care insurance;2000;0.0
8353;HC43: Patient transport;HF121a: Long-term care insurance;2001;0.0
8354;HC43: Patient transport;HF121a: Long-term care insurance;2002;0.0
8355;HC43: Patient transport;HF121a: Long-term care insurance;2003;0.0
8356;HC43: Patient transport;HF121a: Long-term care insurance;2004;0.0
8357;HC43: Patient transport;HF121a: Long-term care insurance;2005;0.0
8358;HC43: Patient transport;HF121a: Long-term care insurance;2006;0.0
8359;HC43: Patient transport;HF121a: Long-term care insurance;2007;0.0
8360;HC43: Patient transport;HF121a: Long-term care insurance;2008;0.0
8361;HC43: Patient transport;HF121a: Long-term care insurance;2009;0.0
8362;HC43: Patient transport;HF121a: Long-term care insurance;2010;0.0
8363;HC43: Patient transport;HF121a: Long-term care insurance;2011;0.0
8364;HC43: Patient transport;HF121a: Long-term care insurance;2012;0.0
8365;HC43: Patient transport;HF121a: Long-term care insurance;2013;0.0
8366;HC43: Patient transport;HF121a: Long-term care insurance;2014;0.0
8367;HC43: Patient transport;HF121a: Long-term care insurance;2015;0.0
8368;HC43: Patient transport;HF121a: Long-term care insurance;2016;0.0
8369;HC43: Patient transport;HF121a: Long-term care insurance;2017;0.0
8370;HC43: Patient transport;HF121a: Long-term care insurance;2018;0.0
8371;HC43: Patient transport;HF121a: Long-term care insurance;2019;0.0
8372;HC43: Patient transport;HF121a: Long-term care insurance;2020;0.0
8373;HC43: Patient transport;HF121a: Long-term care insurance;2021;0.0
8374;HC43: Patient transport;HF121a: Long-term care insurance;2022;0.0
8375;HC43: Patient transport;HF121b: Health Insurance Fund;1998;271.0
8376;HC43: Patient transport;HF121b: Health Insurance Fund;1999;276.0
8377;HC43: Patient transport;HF121b: Health Insurance Fund;2000;292.0
8378;HC43: Patient transport;HF121b: Health Insurance Fund;2001;318.0
8379;HC43: Patient transport;HF121b: Health Insurance Fund;2002;354.0
8380;HC43: Patient transport;HF121b: Health Insurance Fund;2003;374.0
8381;HC43: Patient transport;HF121b: Health Insurance Fund;2004;340.0
8382;HC43: Patient transport;HF121b: Health Insurance Fund;2005;331.0
8383;HC43: Patient transport;HF121b: Health Insurance Fund;2006;
8384;HC43: Patient transport;HF121b: Health Insurance Fund;2007;
8385;HC43: Patient transport;HF121b: Health Insurance Fund;2008;
8386;HC43: Patient transport;HF121b: Health Insurance Fund;2009;
8387;HC43: Patient transport;HF121b: Health Insurance Fund;2010;
8388;HC43: Patient transport;HF121b: Health Insurance Fund;2011;
8389;HC43: Patient transport;HF121b: Health Insurance Fund;2012;
8390;HC43: Patient transport;HF121b: Health Insurance Fund;2013;
8391;HC43: Patient transport;HF121b: Health Insurance Fund;2014;
8392;HC43: Patient transport;HF121b: Health Insurance Fund;2015;
8393;HC43: Patient transport;HF121b: Health Insurance Fund;2016;
8394;HC43: Patient transport;HF121b: Health Insurance Fund;2017;
8395;HC43: Patient transport;HF121b: Health Insurance Fund;2018;
8396;HC43: Patient transport;HF121b: Health Insurance Fund;2019;
8397;HC43: Patient transport;HF121b: Health Insurance Fund;2020;
8398;HC43: Patient transport;HF121b: Health Insurance Fund;2021;
8399;HC43: Patient transport;HF121b: Health Insurance Fund;2022;
8400;HC43: Patient transport;HF122: Compulsory private insurance;1998;
8401;HC43: Patient transport;HF122: Compulsory private insurance;1999;
8402;HC43: Patient transport;HF122: Compulsory private insurance;2000;
8403;HC43: Patient transport;HF122: Compulsory private insurance;2001;
8404;HC43: Patient transport;HF122: Compulsory private insurance;2002;
8405;HC43: Patient transport;HF122: Compulsory private insurance;2003;
8406;HC43: Patient transport;HF122: Compulsory private insurance;2004;
8407;HC43: Patient transport;HF122: Compulsory private insurance;2005;
8408;HC43: Patient transport;HF122: Compulsory private insurance;2006;431.0
8409;HC43: Patient transport;HF122: Compulsory private insurance;2007;454.0
8410;HC43: Patient transport;HF122: Compulsory private insurance;2008;477.0
8411;HC43: Patient transport;HF122: Compulsory private insurance;2009;494.0
8412;HC43: Patient transport;HF122: Compulsory private insurance;2010;524.0
8413;HC43: Patient transport;HF122: Compulsory private insurance;2011;537.0
8414;HC43: Patient transport;HF122: Compulsory private insurance;2012;533.0
8415;HC43: Patient transport;HF122: Compulsory private insurance;2013;555.0
8416;HC43: Patient transport;HF122: Compulsory private insurance;2014;568.0
8417;HC43: Patient transport;HF122: Compulsory private insurance;2015;546.0
8418;HC43: Patient transport;HF122: Compulsory private insurance;2016;563.0
8419;HC43: Patient transport;HF122: Compulsory private insurance;2017;576.0
8420;HC43: Patient transport;HF122: Compulsory private insurance;2018;619.0
8421;HC43: Patient transport;HF122: Compulsory private insurance;2019;671.0
8422;HC43: Patient transport;HF122: Compulsory private insurance;2020;739.0
8423;HC43: Patient transport;HF122: Compulsory private insurance;2021;794.0
8424;HC43: Patient transport;HF122: Compulsory private insurance;2022;826.0
8425;HC43: Patient transport;Voluntary schemes (incl. OOP);1998;89.0
8426;HC43: Patient transport;Voluntary schemes (incl. OOP);1999;92.0
8427;HC43: Patient transport;Voluntary schemes (incl. OOP);2000;97.0
8428;HC43: Patient transport;Voluntary schemes (incl. OOP);2001;106.0
8429;HC43: Patient transport;Voluntary schemes (incl. OOP);2002;126.0
8430;HC43: Patient transport;Voluntary schemes (incl. OOP);2003;129.0
8431;HC43: Patient transport;Voluntary schemes (incl. OOP);2004;120.0
8432;HC43: Patient transport;Voluntary schemes (incl. OOP);2005;110.0
8433;HC43: Patient transport;Voluntary schemes (incl. OOP);2006;7.0
8434;HC43: Patient transport;Voluntary schemes (incl. OOP);2007;5.0
8435;HC43: Patient transport;Voluntary schemes (incl. OOP);2008;18.0
8436;HC43: Patient transport;Voluntary schemes (incl. OOP);2009;27.0
8437;HC43: Patient transport;Voluntary schemes (incl. OOP);2010;28.0
8438;HC43: Patient transport;Voluntary schemes (incl. OOP);2011;30.0
8439;HC43: Patient transport;Voluntary schemes (incl. OOP);2012;34.0
8440;HC43: Patient transport;Voluntary schemes (incl. OOP);2013;48.0
8441;HC43: Patient transport;Voluntary schemes (incl. OOP);2014;50.0
8442;HC43: Patient transport;Voluntary schemes (incl. OOP);2015;54.0
8443;HC43: Patient transport;Voluntary schemes (incl. OOP);2016;56.0
8444;HC43: Patient transport;Voluntary schemes (incl. OOP);2017;56.0
8445;HC43: Patient transport;Voluntary schemes (incl. OOP);2018;57.0
8446;HC43: Patient transport;Voluntary schemes (incl. OOP);2019;58.0
8447;HC43: Patient transport;Voluntary schemes (incl. OOP);2020;57.0
8448;HC43: Patient transport;Voluntary schemes (incl. OOP);2021;60.0
8449;HC43: Patient transport;Voluntary schemes (incl. OOP);2022;61.0
8450;HC43: Patient transport;HF2: Voluntary schemes;1998;86.0
8451;HC43: Patient transport;HF2: Voluntary schemes;1999;88.0
8452;HC43: Patient transport;HF2: Voluntary schemes;2000;94.0
8453;HC43: Patient transport;HF2: Voluntary schemes;2001;102.0
8454;HC43: Patient transport;HF2: Voluntary schemes;2002;121.0
8455;HC43: Patient transport;HF2: Voluntary schemes;2003;124.0
8456;HC43: Patient transport;HF2: Voluntary schemes;2004;114.0
8457;HC43: Patient transport;HF2: Voluntary schemes;2005;106.0
8458;HC43: Patient transport;HF2: Voluntary schemes;2006;7.0
8459;HC43: Patient transport;HF2: Voluntary schemes;2007;5.0
8460;HC43: Patient transport;HF2: Voluntary schemes;2008;6.0
8461;HC43: Patient transport;HF2: Voluntary schemes;2009;14.0
8462;HC43: Patient transport;HF2: Voluntary schemes;2010;15.0
8463;HC43: Patient transport;HF2: Voluntary schemes;2011;16.0
8464;HC43: Patient transport;HF2: Voluntary schemes;2012;16.0
8465;HC43: Patient transport;HF2: Voluntary schemes;2013;17.0
8466;HC43: Patient transport;HF2: Voluntary schemes;2014;18.0
8467;HC43: Patient transport;HF2: Voluntary schemes;2015;17.0
8468;HC43: Patient transport;HF2: Voluntary schemes;2016;18.0
8469;HC43: Patient transport;HF2: Voluntary schemes;2017;19.0
8470;HC43: Patient transport;HF2: Voluntary schemes;2018;19.0
8471;HC43: Patient transport;HF2: Voluntary schemes;2019;19.0
8472;HC43: Patient transport;HF2: Voluntary schemes;2020;19.0
8473;HC43: Patient transport;HF2: Voluntary schemes;2021;19.0
8474;HC43: Patient transport;HF2: Voluntary schemes;2022;19.0
8475;HC43: Patient transport;HF21: Voluntary health insurance schemes;1998;80.0
8476;HC43: Patient transport;HF21: Voluntary health insurance schemes;1999;82.0
8477;HC43: Patient transport;HF21: Voluntary health insurance schemes;2000;87.0
8478;HC43: Patient transport;HF21: Voluntary health insurance schemes;2001;94.0
8479;HC43: Patient transport;HF21: Voluntary health insurance schemes;2002;112.0
8480;HC43: Patient transport;HF21: Voluntary health insurance schemes;2003;114.0
8481;HC43: Patient transport;HF21: Voluntary health insurance schemes;2004;104.0
8482;HC43: Patient transport;HF21: Voluntary health insurance schemes;2005;95.0
8483;HC43: Patient transport;HF21: Voluntary health insurance schemes;2006;0.0
8484;HC43: Patient transport;HF21: Voluntary health insurance schemes;2007;0.0
8485;HC43: Patient transport;HF21: Voluntary health insurance schemes;2008;0.0
8486;HC43: Patient transport;HF21: Voluntary health insurance schemes;2009;0.0
8487;HC43: Patient transport;HF21: Voluntary health insurance schemes;2010;0.0
8488;HC43: Patient transport;HF21: Voluntary health insurance schemes;2011;0.0
8489;HC43: Patient transport;HF21: Voluntary health insurance schemes;2012;0.0
8490;HC43: Patient transport;HF21: Voluntary health insurance schemes;2013;0.0
8491;HC43: Patient transport;HF21: Voluntary health insurance schemes;2014;0.0
8492;HC43: Patient transport;HF21: Voluntary health insurance schemes;2015;0.0
8493;HC43: Patient transport;HF21: Voluntary health insurance schemes;2016;0.0
8494;HC43: Patient transport;HF21: Voluntary health insurance schemes;2017;0.0
8495;HC43: Patient transport;HF21: Voluntary health insurance schemes;2018;0.0
8496;HC43: Patient transport;HF21: Voluntary health insurance schemes;2019;0.0
8497;HC43: Patient transport;HF21: Voluntary health insurance schemes;2020;0.0
8498;HC43: Patient transport;HF21: Voluntary health insurance schemes;2021;0.0
8499;HC43: Patient transport;HF21: Voluntary health insurance schemes;2022;0.0
8500;HC43: Patient transport;HF22: Financing schemes NPISH;1998;0.0
8501;HC43: Patient transport;HF22: Financing schemes NPISH;1999;0.0
8502;HC43: Patient transport;HF22: Financing schemes NPISH;2000;0.0
8503;HC43: Patient transport;HF22: Financing schemes NPISH;2001;0.0
8504;HC43: Patient transport;HF22: Financing schemes NPISH;2002;0.0
8505;HC43: Patient transport;HF22: Financing schemes NPISH;2003;0.0
8506;HC43: Patient transport;HF22: Financing schemes NPISH;2004;0.0
8507;HC43: Patient transport;HF22: Financing schemes NPISH;2005;0.0
8508;HC43: Patient transport;HF22: Financing schemes NPISH;2006;0.0
8509;HC43: Patient transport;HF22: Financing schemes NPISH;2007;0.0
8510;HC43: Patient transport;HF22: Financing schemes NPISH;2008;0.0
8511;HC43: Patient transport;HF22: Financing schemes NPISH;2009;0.0
8512;HC43: Patient transport;HF22: Financing schemes NPISH;2010;0.0
8513;HC43: Patient transport;HF22: Financing schemes NPISH;2011;0.0
8514;HC43: Patient transport;HF22: Financing schemes NPISH;2012;0.0
8515;HC43: Patient transport;HF22: Financing schemes NPISH;2013;0.0
8516;HC43: Patient transport;HF22: Financing schemes NPISH;2014;0.0
8517;HC43: Patient transport;HF22: Financing schemes NPISH;2015;0.0
8518;HC43: Patient transport;HF22: Financing schemes NPISH;2016;0.0
8519;HC43: Patient transport;HF22: Financing schemes NPISH;2017;0.0
8520;HC43: Patient transport;HF22: Financing schemes NPISH;2018;0.0
8521;HC43: Patient transport;HF22: Financing schemes NPISH;2019;0.0
8522;HC43: Patient transport;HF22: Financing schemes NPISH;2020;0.0
8523;HC43: Patient transport;HF22: Financing schemes NPISH;2021;0.0
8524;HC43: Patient transport;HF22: Financing schemes NPISH;2022;0.0
8525;HC43: Patient transport;HF23: Enterprise financing schemes;1998;6.0
8526;HC43: Patient transport;HF23: Enterprise financing schemes;1999;6.0
8527;HC43: Patient transport;HF23: Enterprise financing schemes;2000;7.0
8528;HC43: Patient transport;HF23: Enterprise financing schemes;2001;8.0
8529;HC43: Patient transport;HF23: Enterprise financing schemes;2002;9.0
8530;HC43: Patient transport;HF23: Enterprise financing schemes;2003;10.0
8531;HC43: Patient transport;HF23: Enterprise financing schemes;2004;11.0
8532;HC43: Patient transport;HF23: Enterprise financing schemes;2005;11.0
8533;HC43: Patient transport;HF23: Enterprise financing schemes;2006;7.0
8534;HC43: Patient transport;HF23: Enterprise financing schemes;2007;5.0
8535;HC43: Patient transport;HF23: Enterprise financing schemes;2008;6.0
8536;HC43: Patient transport;HF23: Enterprise financing schemes;2009;14.0
8537;HC43: Patient transport;HF23: Enterprise financing schemes;2010;15.0
8538;HC43: Patient transport;HF23: Enterprise financing schemes;2011;16.0
8539;HC43: Patient transport;HF23: Enterprise financing schemes;2012;16.0
8540;HC43: Patient transport;HF23: Enterprise financing schemes;2013;17.0
8541;HC43: Patient transport;HF23: Enterprise financing schemes;2014;18.0
8542;HC43: Patient transport;HF23: Enterprise financing schemes;2015;17.0
8543;HC43: Patient transport;HF23: Enterprise financing schemes;2016;18.0
8544;HC43: Patient transport;HF23: Enterprise financing schemes;2017;19.0
8545;HC43: Patient transport;HF23: Enterprise financing schemes;2018;19.0
8546;HC43: Patient transport;HF23: Enterprise financing schemes;2019;19.0
8547;HC43: Patient transport;HF23: Enterprise financing schemes;2020;19.0
8548;HC43: Patient transport;HF23: Enterprise financing schemes;2021;19.0
8549;HC43: Patient transport;HF23: Enterprise financing schemes;2022;19.0
8550;HC43: Patient transport;HF3: Household out-of-pocket payments;1998;3.0
8551;HC43: Patient transport;HF3: Household out-of-pocket payments;1999;4.0
8552;HC43: Patient transport;HF3: Household out-of-pocket payments;2000;4.0
8553;HC43: Patient transport;HF3: Household out-of-pocket payments;2001;5.0
8554;HC43: Patient transport;HF3: Household out-of-pocket payments;2002;5.0
8555;HC43: Patient transport;HF3: Household out-of-pocket payments;2003;5.0
8556;HC43: Patient transport;HF3: Household out-of-pocket payments;2004;5.0
8557;HC43: Patient transport;HF3: Household out-of-pocket payments;2005;5.0
8558;HC43: Patient transport;HF3: Household out-of-pocket payments;2006;0.0
8559;HC43: Patient transport;HF3: Household out-of-pocket payments;2007;0.0
8560;HC43: Patient transport;HF3: Household out-of-pocket payments;2008;12.0
8561;HC43: Patient transport;HF3: Household out-of-pocket payments;2009;13.0
8562;HC43: Patient transport;HF3: Household out-of-pocket payments;2010;13.0
8563;HC43: Patient transport;HF3: Household out-of-pocket payments;2011;14.0
8564;HC43: Patient transport;HF3: Household out-of-pocket payments;2012;18.0
8565;HC43: Patient transport;HF3: Household out-of-pocket payments;2013;31.0
8566;HC43: Patient transport;HF3: Household out-of-pocket payments;2014;33.0
8567;HC43: Patient transport;HF3: Household out-of-pocket payments;2015;37.0
8568;HC43: Patient transport;HF3: Household out-of-pocket payments;2016;38.0
8569;HC43: Patient transport;HF3: Household out-of-pocket payments;2017;38.0
8570;HC43: Patient transport;HF3: Household out-of-pocket payments;2018;39.0
8571;HC43: Patient transport;HF3: Household out-of-pocket payments;2019;39.0
8572;HC43: Patient transport;HF3: Household out-of-pocket payments;2020;38.0
8573;HC43: Patient transport;HF3: Household out-of-pocket payments;2021;41.0
8574;HC43: Patient transport;HF3: Household out-of-pocket payments;2022;42.0
8575;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;1998;3.0
8576;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;1999;4.0
8577;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2000;4.0
8578;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2001;5.0
8579;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2002;5.0
8580;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2003;5.0
8581;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2004;5.0
8582;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2005;5.0
8583;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2006;0.0
8584;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2007;0.0
8585;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2008;0.0
8586;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2009;0.0
8587;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2010;0.0
8588;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2011;0.0
8589;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2012;0.0
8590;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2013;0.0
8591;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2014;0.0
8592;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2015;0.0
8593;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2016;0.0
8594;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2017;0.0
8595;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2018;0.0
8596;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2019;0.0
8597;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2020;0.0
8598;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2021;0.0
8599;HC43: Patient transport;HF31: Out-of-pocket excl cost sharing;2022;0.0
8600;HC43: Patient transport;HF32: Cost sharing;1998;0.0
8601;HC43: Patient transport;HF32: Cost sharing;1999;0.0
8602;HC43: Patient transport;HF32: Cost sharing;2000;0.0
8603;HC43: Patient transport;HF32: Cost sharing;2001;0.0
8604;HC43: Patient transport;HF32: Cost sharing;2002;0.0
8605;HC43: Patient transport;HF32: Cost sharing;2003;0.0
8606;HC43: Patient transport;HF32: Cost sharing;2004;0.0
8607;HC43: Patient transport;HF32: Cost sharing;2005;0.0
8608;HC43: Patient transport;HF32: Cost sharing;2006;0.0
8609;HC43: Patient transport;HF32: Cost sharing;2007;0.0
8610;HC43: Patient transport;HF32: Cost sharing;2008;12.0
