ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
9567;Total male and female;Total;Never married;Guatemala;2020;36.0;31.0;5.0;3.0;8.0;-5.0
9568;Total male and female;Total;Never married;Guinea;1995;50.0;16.0;34.0;2.0;14.0;-12.0
9569;Total male and female;Total;Never married;Guinea;1996;64.0;12.0;52.0;3.0;13.0;-10.0
9570;Total male and female;Total;Never married;Guinea;1997;91.0;11.0;80.0;2.0;9.0;-7.0
9571;Total male and female;Total;Never married;Guinea;1998;173.0;8.0;165.0;5.0;11.0;-6.0
9572;Total male and female;Total;Never married;Guinea;1999;238.0;7.0;231.0;3.0;9.0;-6.0
9573;Total male and female;Total;Never married;Guinea;2000;499.0;18.0;481.0;7.0;23.0;-16.0
9574;Total male and female;Total;Never married;Guinea;2001;834.0;30.0;804.0;17.0;44.0;-27.0
9575;Total male and female;Total;Never married;Guinea;2002;905.0;103.0;802.0;34.0;134.0;-100.0
9576;Total male and female;Total;Never married;Guinea;2003;288.0;251.0;37.0;50.0;293.0;-243.0
9577;Total male and female;Total;Never married;Guinea;2004;126.0;312.0;-186.0;44.0;344.0;-300.0
9578;Total male and female;Total;Never married;Guinea;2005;80.0;383.0;-303.0;51.0;414.0;-363.0
9579;Total male and female;Total;Never married;Guinea;2006;62.0;359.0;-297.0;46.0;358.0;-312.0
9580;Total male and female;Total;Never married;Guinea;2007;77.0;82.0;-5.0;155.0;177.0;-22.0
9581;Total male and female;Total;Never married;Guinea;2008;180.0;21.0;159.0;177.0;130.0;47.0
9582;Total male and female;Total;Never married;Guinea;2009;215.0;95.0;120.0;74.0;112.0;-38.0
9583;Total male and female;Total;Never married;Guinea;2010;225.0;155.0;70.0;67.0;164.0;-97.0
9584;Total male and female;Total;Never married;Guinea;2011;198.0;157.0;41.0;52.0;150.0;-98.0
9585;Total male and female;Total;Never married;Guinea;2012;151.0;141.0;10.0;49.0;137.0;-88.0
9586;Total male and female;Total;Never married;Guinea;2013;142.0;115.0;27.0;62.0;121.0;-59.0
9587;Total male and female;Total;Never married;Guinea;2014;98.0;134.0;-36.0;38.0;107.0;-69.0
9588;Total male and female;Total;Never married;Guinea;2015;99.0;108.0;-9.0;38.0;91.0;-53.0
9589;Total male and female;Total;Never married;Guinea;2016;76.0;82.0;-6.0;46.0;78.0;-32.0
9590;Total male and female;Total;Never married;Guinea;2017;97.0;123.0;-26.0;22.0;79.0;-57.0
9591;Total male and female;Total;Never married;Guinea;2018;117.0;95.0;22.0;48.0;71.0;-23.0
9592;Total male and female;Total;Never married;Guinea;2019;171.0;72.0;99.0;39.0;59.0;-20.0
9593;Total male and female;Total;Never married;Guinea;2020;95.0;67.0;28.0;19.0;43.0;-24.0
9594;Total male and female;Total;Never married;Guinea-Bissau;1995;12.0;10.0;2.0;0.0;4.0;-4.0
9595;Total male and female;Total;Never married;Guinea-Bissau;1996;6.0;6.0;0.0;1.0;2.0;-1.0
9596;Total male and female;Total;Never married;Guinea-Bissau;1997;9.0;6.0;3.0;0.0;3.0;-3.0
9597;Total male and female;Total;Never married;Guinea-Bissau;1998;23.0;7.0;16.0;0.0;3.0;-3.0
9598;Total male and female;Total;Never married;Guinea-Bissau;1999;32.0;7.0;25.0;1.0;7.0;-6.0
9599;Total male and female;Total;Never married;Guinea-Bissau;2000;21.0;10.0;11.0;1.0;7.0;-6.0
9600;Total male and female;Total;Never married;Guinea-Bissau;2001;32.0;6.0;26.0;1.0;5.0;-4.0
9601;Total male and female;Total;Never married;Guinea-Bissau;2002;30.0;8.0;22.0;1.0;9.0;-8.0
9602;Total male and female;Total;Never married;Guinea-Bissau;2003;23.0;16.0;7.0;3.0;12.0;-9.0
9603;Total male and female;Total;Never married;Guinea-Bissau;2004;13.0;14.0;-1.0;3.0;17.0;-14.0
9604;Total male and female;Total;Never married;Guinea-Bissau;2005;15.0;19.0;-4.0;2.0;19.0;-17.0
9605;Total male and female;Total;Never married;Guinea-Bissau;2006;10.0;6.0;4.0;5.0;11.0;-6.0
9606;Total male and female;Total;Never married;Guinea-Bissau;2007;6.0;13.0;-7.0;5.0;13.0;-8.0
9607;Total male and female;Total;Never married;Guinea-Bissau;2008;32.0;6.0;26.0;7.0;11.0;-4.0
9608;Total male and female;Total;Never married;Guinea-Bissau;2009;21.0;22.0;-1.0;8.0;23.0;-15.0
9609;Total male and female;Total;Never married;Guinea-Bissau;2010;30.0;15.0;15.0;7.0;14.0;-7.0
9610;Total male and female;Total;Never married;Guinea-Bissau;2011;24.0;13.0;11.0;10.0;18.0;-8.0
9611;Total male and female;Total;Never married;Guinea-Bissau;2012;11.0;28.0;-17.0;8.0;26.0;-18.0
9612;Total male and female;Total;Never married;Guinea-Bissau;2013;23.0;15.0;8.0;4.0;10.0;-6.0
9613;Total male and female;Total;Never married;Guinea-Bissau;2014;17.0;15.0;2.0;6.0;13.0;-7.0
9614;Total male and female;Total;Never married;Guinea-Bissau;2015;15.0;10.0;5.0;2.0;8.0;-6.0
9615;Total male and female;Total;Never married;Guinea-Bissau;2016;14.0;17.0;-3.0;2.0;9.0;-7.0
9616;Total male and female;Total;Never married;Guinea-Bissau;2017;12.0;8.0;4.0;1.0;8.0;-7.0
9617;Total male and female;Total;Never married;Guinea-Bissau;2018;15.0;9.0;6.0;5.0;11.0;-6.0
9618;Total male and female;Total;Never married;Guinea-Bissau;2019;26.0;9.0;17.0;4.0;10.0;-6.0
9619;Total male and female;Total;Never married;Guinea-Bissau;2020;15.0;10.0;5.0;3.0;6.0;-3.0
9620;Total male and female;Total;Never married;Guyana;1995;41.0;25.0;16.0;9.0;23.0;-14.0
9621;Total male and female;Total;Never married;Guyana;1996;53.0;27.0;26.0;7.0;24.0;-17.0
9622;Total male and female;Total;Never married;Guyana;1997;51.0;23.0;28.0;8.0;23.0;-15.0
9623;Total male and female;Total;Never married;Guyana;1998;79.0;18.0;61.0;12.0;22.0;-10.0
9624;Total male and female;Total;Never married;Guyana;1999;57.0;17.0;40.0;7.0;15.0;-8.0
9625;Total male and female;Total;Never married;Guyana;2000;38.0;21.0;17.0;6.0;17.0;-11.0
9626;Total male and female;Total;Never married;Guyana;2001;41.0;20.0;21.0;6.0;17.0;-11.0
9627;Total male and female;Total;Never married;Guyana;2002;49.0;10.0;39.0;11.0;15.0;-4.0
9628;Total male and female;Total;Never married;Guyana;2003;54.0;27.0;27.0;5.0;18.0;-13.0
9629;Total male and female;Total;Never married;Guyana;2004;32.0;19.0;13.0;11.0;24.0;-13.0
9630;Total male and female;Total;Never married;Guyana;2005;20.0;29.0;-9.0;13.0;34.0;-21.0
9631;Total male and female;Total;Never married;Guyana;2006;33.0;20.0;13.0;17.0;28.0;-11.0
9632;Total male and female;Total;Never married;Guyana;2007;14.0;30.0;-16.0;6.0;27.0;-21.0
9633;Total male and female;Total;Never married;Guyana;2008;25.0;18.0;7.0;15.0;25.0;-10.0
9634;Total male and female;Total;Never married;Guyana;2009;13.0;7.0;6.0;12.0;11.0;1.0
9635;Total male and female;Total;Never married;Guyana;2010;21.0;6.0;15.0;9.0;10.0;-1.0
9636;Total male and female;Total;Never married;Guyana;2011;16.0;21.0;-5.0;9.0;23.0;-14.0
9637;Total male and female;Total;Never married;Guyana;2012;18.0;10.0;8.0;13.0;19.0;-6.0
9638;Total male and female;Total;Never married;Guyana;2013;17.0;17.0;0.0;13.0;18.0;-5.0
9639;Total male and female;Total;Never married;Guyana;2014;18.0;6.0;12.0;13.0;11.0;2.0
9640;Total male and female;Total;Never married;Guyana;2015;26.0;10.0;16.0;5.0;8.0;-3.0
9641;Total male and female;Total;Never married;Guyana;2016;18.0;16.0;2.0;4.0;14.0;-10.0
9642;Total male and female;Total;Never married;Guyana;2017;17.0;12.0;5.0;9.0;15.0;-6.0
9643;Total male and female;Total;Never married;Guyana;2018;20.0;16.0;4.0;4.0;12.0;-8.0
9644;Total male and female;Total;Never married;Guyana;2019;22.0;7.0;15.0;11.0;10.0;1.0
9645;Total male and female;Total;Never married;Guyana;2020;25.0;7.0;18.0;7.0;8.0;-1.0
9646;Total male and female;Total;Never married;Haiti;1995;29.0;4.0;25.0;0.0;3.0;-3.0
9647;Total male and female;Total;Never married;Haiti;1996;36.0;9.0;27.0;1.0;1.0;0.0
9648;Total male and female;Total;Never married;Haiti;1997;15.0;6.0;9.0;1.0;4.0;-3.0
9649;Total male and female;Total;Never married;Haiti;1998;46.0;6.0;40.0;1.0;3.0;-2.0
9650;Total male and female;Total;Never married;Haiti;1999;79.0;7.0;72.0;2.0;4.0;-2.0
9651;Total male and female;Total;Never married;Haiti;2000;81.0;16.0;65.0;1.0;10.0;-9.0
9652;Total male and female;Total;Never married;Haiti;2001;95.0;6.0;89.0;4.0;4.0;0.0
9653;Total male and female;Total;Never married;Haiti;2002;96.0;7.0;89.0;3.0;6.0;-3.0
9654;Total male and female;Total;Never married;Haiti;2003;98.0;13.0;85.0;3.0;12.0;-9.0
9655;Total male and female;Total;Never married;Haiti;2004;72.0;6.0;66.0;7.0;9.0;-2.0
9656;Total male and female;Total;Never married;Haiti;2005;65.0;15.0;50.0;5.0;14.0;-9.0
9657;Total male and female;Total;Never married;Haiti;2006;54.0;14.0;40.0;6.0;8.0;-2.0
9658;Total male and female;Total;Never married;Haiti;2007;44.0;15.0;29.0;7.0;16.0;-9.0
9659;Total male and female;Total;Never married;Haiti;2008;111.0;21.0;90.0;7.0;13.0;-6.0
9660;Total male and female;Total;Never married;Haiti;2009;80.0;13.0;67.0;5.0;8.0;-3.0
9661;Total male and female;Total;Never married;Haiti;2010;148.0;15.0;133.0;10.0;14.0;-4.0
9662;Total male and female;Total;Never married;Haiti;2011;18.0;11.0;7.0;7.0;8.0;-1.0
9663;Total male and female;Total;Never married;Haiti;2012;22.0;17.0;5.0;7.0;13.0;-6.0
9664;Total male and female;Total;Never married;Haiti;2013;14.0;17.0;-3.0;9.0;16.0;-7.0
9665;Total male and female;Total;Never married;Haiti;2014;46.0;14.0;32.0;8.0;12.0;-4.0
9666;Total male and female;Total;Never married;Haiti;2015;27.0;11.0;16.0;6.0;5.0;1.0
9667;Total male and female;Total;Never married;Haiti;2016;27.0;4.0;23.0;4.0;5.0;-1.0
9668;Total male and female;Total;Never married;Haiti;2017;39.0;21.0;18.0;7.0;13.0;-6.0
9669;Total male and female;Total;Never married;Haiti;2018;28.0;17.0;11.0;5.0;11.0;-6.0
9670;Total male and female;Total;Never married;Haiti;2019;46.0;13.0;33.0;10.0;14.0;-4.0
9671;Total male and female;Total;Never married;Haiti;2020;42.0;14.0;28.0;5.0;5.0;0.0
9672;Total male and female;Total;Never married;Honduras;1995;20.0;4.0;16.0;0.0;0.0;0.0
9673;Total male and female;Total;Never married;Honduras;1996;23.0;7.0;16.0;1.0;3.0;-2.0
9674;Total male and female;Total;Never married;Honduras;1997;16.0;6.0;10.0;1.0;2.0;-1.0
9675;Total male and female;Total;Never married;Honduras;1998;20.0;9.0;11.0;1.0;1.0;0.0
9676;Total male and female;Total;Never married;Honduras;1999;15.0;12.0;3.0;1.0;2.0;-1.0
9677;Total male and female;Total;Never married;Honduras;2000;19.0;3.0;16.0;2.0;2.0;0.0
9678;Total male and female;Total;Never married;Honduras;2001;20.0;13.0;7.0;0.0;1.0;-1.0
9679;Total male and female;Total;Never married;Honduras;2002;24.0;4.0;20.0;1.0;4.0;-3.0
9680;Total male and female;Total;Never married;Honduras;2003;25.0;12.0;13.0;1.0;4.0;-3.0
9681;Total male and female;Total;Never married;Honduras;2004;25.0;12.0;13.0;0.0;4.0;-4.0
9682;Total male and female;Total;Never married;Honduras;2005;23.0;9.0;14.0;1.0;2.0;-1.0
9683;Total male and female;Total;Never married;Honduras;2006;17.0;9.0;8.0;2.0;6.0;-4.0
9684;Total male and female;Total;Never married;Honduras;2007;19.0;11.0;8.0;1.0;4.0;-3.0
9685;Total male and female;Total;Never married;Honduras;2008;23.0;13.0;10.0;2.0;8.0;-6.0
9686;Total male and female;Total;Never married;Honduras;2009;25.0;5.0;20.0;3.0;4.0;-1.0
9687;Total male and female;Total;Never married;Honduras;2010;34.0;16.0;18.0;5.0;13.0;-8.0
9688;Total male and female;Total;Never married;Honduras;2011;14.0;4.0;10.0;0.0;1.0;-1.0
9689;Total male and female;Total;Never married;Honduras;2012;17.0;9.0;8.0;1.0;8.0;-7.0
9690;Total male and female;Total;Never married;Honduras;2013;20.0;6.0;14.0;2.0;4.0;-2.0
9691;Total male and female;Total;Never married;Honduras;2014;32.0;13.0;19.0;2.0;4.0;-2.0
9692;Total male and female;Total;Never married;Honduras;2015;25.0;15.0;10.0;1.0;3.0;-2.0
9693;Total male and female;Total;Never married;Honduras;2016;32.0;16.0;16.0;0.0;3.0;-3.0
9694;Total male and female;Total;Never married;Honduras;2017;36.0;17.0;19.0;1.0;5.0;-4.0
9695;Total male and female;Total;Never married;Honduras;2018;45.0;19.0;26.0;1.0;3.0;-2.0
9696;Total male and female;Total;Never married;Honduras;2019;45.0;22.0;23.0;0.0;4.0;-4.0
9697;Total male and female;Total;Never married;Honduras;2020;43.0;26.0;17.0;0.0;3.0;-3.0
9698;Total male and female;Total;Never married;Hongkong;1995;158.0;128.0;30.0;4.0;34.0;-30.0
9699;Total male and female;Total;Never married;Hongkong;1996;130.0;105.0;25.0;4.0;46.0;-42.0
9700;Total male and female;Total;Never married;Hongkong;1997;146.0;104.0;42.0;8.0;41.0;-33.0
9701;Total male and female;Total;Never married;Hongkong;1998;122.0;95.0;27.0;6.0;34.0;-28.0
9702;Total male and female;Total;Never married;Hongkong;1999;117.0;92.0;25.0;5.0;28.0;-23.0
9703;Total male and female;Total;Never married;Hongkong;2000;116.0;65.0;51.0;5.0;24.0;-19.0
9704;Total male and female;Total;Never married;Hongkong;2001;104.0;68.0;36.0;4.0;29.0;-25.0
9705;Total male and female;Total;Never married;Hongkong;2002;103.0;65.0;38.0;13.0;32.0;-19.0
9706;Total male and female;Total;Never married;Hongkong;2003;106.0;83.0;23.0;3.0;32.0;-29.0
9707;Total male and female;Total;Never married;Hongkong;2004;116.0;67.0;49.0;6.0;35.0;-29.0
9708;Total male and female;Total;Never married;Hongkong;2005;109.0;98.0;11.0;11.0;56.0;-45.0
9709;Total male and female;Total;Never married;Hongkong;2006;149.0;166.0;-17.0;7.0;77.0;-70.0
9710;Total male and female;Total;Never married;Hongkong;2007;141.0;121.0;20.0;4.0;45.0;-41.0
9711;Total male and female;Total;Never married;Hongkong;2008;153.0;119.0;34.0;14.0;69.0;-55.0
9712;Total male and female;Total;Never married;Hongkong;2009;153.0;145.0;8.0;5.0;63.0;-58.0
9713;Total male and female;Total;Never married;Hongkong;2010;184.0;107.0;77.0;15.0;60.0;-45.0
9714;Total male and female;Total;Never married;Hongkong;2011;172.0;189.0;-17.0;8.0;79.0;-71.0
9715;Total male and female;Total;Never married;Hongkong;2012;166.0;154.0;12.0;2.0;61.0;-59.0
9716;Total male and female;Total;Never married;Hongkong;2013;190.0;147.0;43.0;11.0;52.0;-41.0
9717;Total male and female;Total;Never married;Hongkong;2014;203.0;163.0;40.0;14.0;41.0;-27.0
9718;Total male and female;Total;Never married;Hongkong;2015;275.0;200.0;75.0;1.0;45.0;-44.0
9719;Total male and female;Total;Never married;Hongkong;2016;296.0;235.0;61.0;5.0;61.0;-56.0
9720;Total male and female;Total;Never married;Hongkong;2017;300.0;262.0;38.0;8.0;40.0;-32.0
9721;Total male and female;Total;Never married;Hongkong;2018;253.0;272.0;-19.0;4.0;54.0;-50.0
9722;Total male and female;Total;Never married;Hongkong;2019;236.0;195.0;41.0;7.0;47.0;-40.0
9723;Total male and female;Total;Never married;Hongkong;2020;124.0;237.0;-113.0;5.0;29.0;-24.0
9724;Total male and female;Total;Never married;Hungary;1995;186.0;76.0;110.0;4.0;25.0;-21.0
9725;Total male and female;Total;Never married;Hungary;1996;335.0;110.0;225.0;6.0;53.0;-47.0
9726;Total male and female;Total;Never married;Hungary;1997;368.0;149.0;219.0;4.0;50.0;-46.0
9727;Total male and female;Total;Never married;Hungary;1998;435.0;190.0;245.0;4.0;68.0;-64.0
9728;Total male and female;Total;Never married;Hungary;1999;360.0;272.0;88.0;3.0;91.0;-88.0
9729;Total male and female;Total;Never married;Hungary;2000;416.0;198.0;218.0;5.0;57.0;-52.0
9730;Total male and female;Total;Never married;Hungary;2001;510.0;242.0;268.0;2.0;69.0;-67.0
9731;Total male and female;Total;Never married;Hungary;2002;422.0;207.0;215.0;9.0;72.0;-63.0
9732;Total male and female;Total;Never married;Hungary;2003;369.0;241.0;128.0;8.0;138.0;-130.0
9733;Total male and female;Total;Never married;Hungary;2004;536.0;360.0;176.0;20.0;174.0;-154.0
9734;Total male and female;Total;Never married;Hungary;2005;552.0;266.0;286.0;18.0;147.0;-129.0
9735;Total male and female;Total;Never married;Hungary;2006;555.0;423.0;132.0;34.0;271.0;-237.0
9736;Total male and female;Total;Never married;Hungary;2007;923.0;375.0;548.0;32.0;178.0;-146.0
9737;Total male and female;Total;Never married;Hungary;2008;1613.0;507.0;1106.0;33.0;231.0;-198.0
9738;Total male and female;Total;Never married;Hungary;2009;2101.0;853.0;1248.0;65.0;496.0;-431.0
9739;Total male and female;Total;Never married;Hungary;2010;2204.0;1089.0;1115.0;98.0;548.0;-450.0
9740;Total male and female;Total;Never married;Hungary;2011;2352.0;1269.0;1083.0;110.0;712.0;-602.0
9741;Total male and female;Total;Never married;Hungary;2012;2776.0;1510.0;1266.0;146.0;840.0;-694.0
9742;Total male and female;Total;Never married;Hungary;2013;2484.0;1719.0;765.0;139.0;784.0;-645.0
9743;Total male and female;Total;Never married;Hungary;2014;2563.0;1744.0;819.0;133.0;740.0;-607.0
9744;Total male and female;Total;Never married;Hungary;2015;2588.0;1792.0;796.0;119.0;642.0;-523.0
9745;Total male and female;Total;Never married;Hungary;2016;2486.0;1810.0;676.0;96.0;661.0;-565.0
9746;Total male and female;Total;Never married;Hungary;2017;2720.0;1917.0;803.0;122.0;707.0;-585.0
9747;Total male and female;Total;Never married;Hungary;2018;2706.0;1644.0;1062.0;99.0;582.0;-483.0
9748;Total male and female;Total;Never married;Hungary;2019;2971.0;1864.0;1107.0;77.0;581.0;-504.0
9749;Total male and female;Total;Never married;Hungary;2020;2457.0;1844.0;613.0;84.0;523.0;-439.0
9750;Total male and female;Total;Never married;Iceland;1995;53.0;36.0;17.0;0.0;21.0;-21.0
9751;Total male and female;Total;Never married;Iceland;1996;46.0;26.0;20.0;1.0;17.0;-16.0
9752;Total male and female;Total;Never married;Iceland;1997;76.0;22.0;54.0;0.0;6.0;-6.0
9753;Total male and female;Total;Never married;Iceland;1998;57.0;33.0;24.0;1.0;14.0;-13.0
9754;Total male and female;Total;Never married;Iceland;1999;69.0;37.0;32.0;2.0;16.0;-14.0
9755;Total male and female;Total;Never married;Iceland;2000;47.0;35.0;12.0;3.0;16.0;-13.0
9756;Total male and female;Total;Never married;Iceland;2001;73.0;44.0;29.0;0.0;20.0;-20.0
9757;Total male and female;Total;Never married;Iceland;2002;79.0;38.0;41.0;0.0;17.0;-17.0
9758;Total male and female;Total;Never married;Iceland;2003;48.0;42.0;6.0;2.0;23.0;-21.0
9759;Total male and female;Total;Never married;Iceland;2004;55.0;51.0;4.0;0.0;28.0;-28.0
9760;Total male and female;Total;Never married;Iceland;2005;36.0;64.0;-28.0;0.0;30.0;-30.0
9761;Total male and female;Total;Never married;Iceland;2006;42.0;50.0;-8.0;3.0;21.0;-18.0
9762;Total male and female;Total;Never married;Iceland;2007;88.0;57.0;31.0;1.0;20.0;-19.0
9763;Total male and female;Total;Never married;Iceland;2008;99.0;74.0;25.0;3.0;31.0;-28.0
9764;Total male and female;Total;Never married;Iceland;2009;69.0;60.0;9.0;6.0;26.0;-20.0
9765;Total male and female;Total;Never married;Iceland;2010;72.0;60.0;12.0;2.0;21.0;-19.0
9766;Total male and female;Total;Never married;Iceland;2011;80.0;76.0;4.0;2.0;19.0;-17.0
9767;Total male and female;Total;Never married;Iceland;2012;82.0;70.0;12.0;3.0;21.0;-18.0
9768;Total male and female;Total;Never married;Iceland;2013;71.0;98.0;-27.0;0.0;28.0;-28.0
9769;Total male and female;Total;Never married;Iceland;2014;95.0;50.0;45.0;5.0;15.0;-10.0
9770;Total male and female;Total;Never married;Iceland;2015;121.0;69.0;52.0;1.0;21.0;-20.0
9771;Total male and female;Total;Never married;Iceland;2016;124.0;95.0;29.0;2.0;14.0;-12.0
9772;Total male and female;Total;Never married;Iceland;2017;118.0;104.0;14.0;2.0;26.0;-24.0
9773;Total male and female;Total;Never married;Iceland;2018;125.0;96.0;29.0;0.0;12.0;-12.0
9774;Total male and female;Total;Never married;Iceland;2019;124.0;96.0;28.0;3.0;9.0;-6.0
9775;Total male and female;Total;Never married;Iceland;2020;98.0;113.0;-15.0;0.0;15.0;-15.0
9776;Total male and female;Total;Never married;India;1995;460.0;189.0;271.0;14.0;115.0;-101.0
9777;Total male and female;Total;Never married;India;1996;551.0;298.0;253.0;13.0;196.0;-183.0
9778;Total male and female;Total;Never married;India;1997;660.0;240.0;420.0;46.0;132.0;-86.0
9779;Total male and female;Total;Never married;India;1998;803.0;253.0;550.0;36.0;141.0;-105.0
9780;Total male and female;Total;Never married;India;1999;695.0;337.0;358.0;18.0;160.0;-142.0
9781;Total male and female;Total;Never married;India;2000;594.0;289.0;305.0;13.0;132.0;-119.0
