ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
8196;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;3.28;45.14;85.06;170.0;2347.0;73.7
8197;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;3.09;42.12;78.52;161.0;2190.0;68.1
8198;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;2.86;32.81;68.24;149.0;1706.0;59.1
8199;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;3.03;35.52;76.47;161.0;1882.0;67.5
8200;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;3.2;34.27;78.33;167.0;1782.0;67.9
8201;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;3.21;37.98;76.46;167.0;1975.0;66.3
8202;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2018;3.12;39.18;84.69;162.0;2037.0;73.4
8203;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2019;3.03;36.78;84.39;157.0;1913.0;73.1
8204;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2020;2.61;27.6;69.08;136.0;1435.0;59.9
8205;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2021;2.78;30.16;75.8;148.0;1599.0;67.0
8206;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2022;2.92;30.84;76.54;152.0;1604.0;66.3
8207;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;West-Nederland (LD);2023;2.9;31.52;75.16;151.0;1639.0;65.1
8208;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;3.22;41.42;80.22;167.0;2154.0;69.5
8209;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;3.24;39.31;76.94;168.0;2044.0;66.7
8210;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;2.8;29.63;67.88;145.0;1541.0;58.8
8211;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;3.08;30.79;72.94;163.0;1632.0;64.4
8212;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;3.13;35.06;76.53;163.0;1823.0;66.3
8213;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;3.11;35.41;76.93;162.0;1841.0;66.7
8214;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2018;3.12;42.45;70.96;162.0;2207.0;61.5
8215;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2019;3.23;59.51;96.2;168.0;3095.0;83.4
8216;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2020;2.7;32.4;67.11;141.0;1685.0;58.2
8217;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2021;2.86;43.47;84.03;152.0;2304.0;74.2
8218;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2022;3.25;41.26;78.96;169.0;2145.0;68.4
8219;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Groningen (PV);2023;3.26;40.75;85.42;169.0;2119.0;74.0
8220;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2018;3.24;52.35;91.31;168.0;2722.0;79.1
8221;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2019;3.37;62.37;94.6;175.0;3243.0;82.0
8222;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2020;3.03;44.35;78.07;158.0;2306.0;67.7
8223;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2021;2.83;36.44;77.82;150.0;1932.0;68.7
8224;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2022;3.38;45.92;87.91;176.0;2388.0;76.2
8225;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Fryslân (PV);2023;3.42;41.89;75.27;178.0;2178.0;65.2
8226;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2018;3.5;53.63;88.07;182.0;2789.0;76.3
8227;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2019;3.24;46.06;81.17;169.0;2395.0;70.3
8228;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2020;3.17;39.8;79.09;165.0;2070.0;68.5
8229;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2021;3.32;42.43;82.54;176.0;2249.0;72.9
8230;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2022;3.03;34.99;76.2;157.0;1820.0;66.0
8231;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Drenthe (PV);2023;3.25;39.86;78.07;169.0;2072.0;67.7
8232;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2018;3.33;49.58;89.24;173.0;2578.0;77.3
8233;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2019;3.3;43.01;81.52;172.0;2236.0;70.6
8234;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2020;2.96;33.54;68.97;154.0;1744.0;59.8
8235;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2021;3.32;36.22;80.85;176.0;1920.0;71.4
8236;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2022;3.49;39.0;83.91;182.0;2028.0;72.7
8237;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Overijssel (PV);2023;3.47;41.17;79.67;180.0;2141.0;69.0
8238;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2018;3.27;55.89;88.22;170.0;2906.0;76.5
8239;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2019;3.42;47.73;87.9;178.0;2482.0;76.2
8240;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2020;2.45;34.61;70.89;127.0;1800.0;61.4
8241;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2021;2.65;43.89;79.9;140.0;2326.0;70.6
8242;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2022;2.83;41.49;79.57;147.0;2157.0;69.0
8243;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Flevoland (PV);2023;3.13;40.06;85.93;163.0;2083.0;74.5
8244;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2018;3.39;44.32;87.15;176.0;2305.0;75.5
8245;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2019;3.06;44.2;79.89;159.0;2299.0;69.2
8246;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2020;3.02;35.01;71.48;157.0;1821.0;61.9
8247;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2021;3.07;36.53;77.75;163.0;1936.0;68.7
8248;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2022;3.26;33.12;79.56;169.0;1722.0;68.9
8249;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Gelderland (PV);2023;3.22;38.89;77.12;167.0;2022.0;66.8
8250;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2018;3.54;43.22;86.11;184.0;2247.0;74.6
8251;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2019;3.39;42.38;84.83;177.0;2204.0;73.5
8252;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2020;2.95;31.18;73.27;153.0;1621.0;63.5
8253;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2021;2.94;33.17;79.16;156.0;1758.0;69.9
8254;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2022;3.12;35.15;79.87;162.0;1828.0;69.2
8255;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Utrecht (PV);2023;3.21;39.55;82.09;167.0;2057.0;71.1
8256;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2018;3.1;43.06;87.52;161.0;2239.0;75.9
8257;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2019;2.97;35.52;87.78;155.0;1847.0;76.1
8258;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2020;2.67;26.46;69.07;139.0;1376.0;59.9
8259;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2021;2.8;30.02;78.65;148.0;1591.0;69.5
8260;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2022;2.98;33.95;80.72;155.0;1766.0;70.0
8261;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Holland (PV);2023;2.91;31.1;75.42;151.0;1617.0;65.4
8262;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;3.16;37.85;87.19;164.0;1968.0;75.6
8263;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;3.09;37.84;86.84;161.0;1968.0;75.3
8264;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;2.56;28.78;71.6;133.0;1497.0;62.1
8265;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;2.79;30.81;76.84;148.0;1633.0;67.9
8266;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;2.88;28.61;75.43;150.0;1488.0;65.4
8267;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;2.88;31.03;76.51;150.0;1614.0;66.3
8268;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2018;3.12;48.37;87.52;162.0;2515.0;75.9
8269;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2019;3.14;54.35;97.22;163.0;2826.0;84.3
8270;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2020;2.81;41.76;75.27;146.0;2171.0;65.2
8271;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2021;3.25;44.3;73.38;173.0;2348.0;64.8
8272;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2022;3.38;44.78;92.14;176.0;2329.0;79.9
8273;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Zeeland (PV);2023;3.38;41.59;81.36;176.0;2163.0;70.5
8274;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;3.2;43.85;82.76;167.0;2280.0;71.7
8275;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;3.31;42.09;79.49;172.0;2188.0;68.9
8276;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;2.83;28.44;67.98;147.0;1479.0;58.9
8277;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;3.17;31.07;73.1;168.0;1647.0;64.6
8278;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;3.14;36.07;76.83;164.0;1875.0;66.6
8279;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;3.15;37.28;79.79;164.0;1939.0;69.2
8280;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2018;3.41;39.65;79.94;177.0;2062.0;69.3
8281;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2019;3.25;36.95;76.84;169.0;1921.0;66.6
8282;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2020;2.86;35.76;72.87;149.0;1860.0;63.2
8283;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2021;3.03;33.63;77.64;161.0;1782.0;68.6
8284;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2022;3.28;36.46;81.44;170.0;1896.0;70.6
8285;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Limburg (PV);2023;3.2;34.39;75.41;166.0;1788.0;65.4
8286;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2018;3.06;38.65;89.09;159.0;2010.0;77.2
8287;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2019;2.96;35.43;88.42;154.0;1842.0;76.6
8288;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2020;2.41;24.15;66.98;125.0;1256.0;58.1
8289;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2021;2.65;27.5;77.79;140.0;1458.0;68.7
8290;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2022;2.79;27.66;74.86;145.0;1438.0;64.9
8291;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Extremely urbanised;2023;2.79;27.04;77.01;145.0;1406.0;66.7
8292;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2018;3.21;41.96;84.15;167.0;2182.0;72.9
8293;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2019;3.19;38.01;81.06;166.0;1977.0;70.3
8294;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2020;2.71;28.98;67.19;141.0;1507.0;58.2
8295;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2021;2.92;32.75;76.65;155.0;1736.0;67.7
8296;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2022;3.08;35.52;79.9;160.0;1847.0;69.2
8297;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Strongly urbanised;2023;3.11;35.04;76.13;162.0;1822.0;66.0
8298;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2018;3.3;39.57;80.25;172.0;2058.0;69.5
8299;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2019;3.12;41.9;77.42;162.0;2179.0;67.1
8300;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2020;2.97;32.93;72.2;155.0;1712.0;62.6
8301;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2021;3.04;33.92;74.96;161.0;1798.0;66.2
8302;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2022;3.22;32.27;75.1;167.0;1678.0;65.1
8303;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Moderately urbanised;2023;3.23;37.18;76.3;168.0;1933.0;66.1
8304;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2018;3.28;45.89;81.33;171.0;2386.0;70.5
8305;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2019;3.18;45.29;81.68;165.0;2355.0;70.8
8306;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2020;2.9;32.7;69.97;151.0;1700.0;60.6
8307;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2021;3.13;36.03;74.06;166.0;1910.0;65.4
8308;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2022;3.17;36.42;77.82;165.0;1894.0;67.4
8309;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Hardly urbanised;2023;3.2;39.8;76.57;166.0;2070.0;66.4
8310;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2018;3.08;45.37;79.35;160.0;2359.0;68.8
8311;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2019;3.05;48.07;80.34;159.0;2500.0;69.6
8312;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2020;2.99;42.77;77.21;155.0;2224.0;66.9
8313;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2021;2.99;33.72;72.34;159.0;1787.0;63.9
8314;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2022;3.19;39.5;80.38;166.0;2054.0;69.7
8315;Total;Population 6 years or older;Friday;Upper bound 95% confidence interval;Not urbanised;2023;2.96;39.47;73.0;154.0;2053.0;63.3
8316;Total;Population 6 years or older;Saturday;Value;The Netherlands;2018;2.82;37.89;76.97;146.0;1970.0;66.7
8317;Total;Population 6 years or older;Saturday;Value;The Netherlands;2019;2.7;35.4;75.24;140.0;1841.0;65.2
8318;Total;Population 6 years or older;Saturday;Value;The Netherlands;2020;2.45;25.0;65.62;127.0;1300.0;56.9
8319;Total;Population 6 years or older;Saturday;Value;The Netherlands;2021;2.52;28.43;74.98;131.0;1478.0;65.0
8320;Total;Population 6 years or older;Saturday;Value;The Netherlands;2022;2.69;31.12;74.4;143.0;1649.0;65.7
8321;Total;Population 6 years or older;Saturday;Value;The Netherlands;2023;2.71;33.62;75.66;141.0;1748.0;65.6
8322;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2018;2.85;43.85;81.06;148.0;2280.0;70.2
8323;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2019;2.76;40.98;78.45;144.0;2131.0;68.0
8324;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2020;2.49;25.36;62.19;130.0;1319.0;53.9
8325;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2021;2.6;33.11;80.55;135.0;1722.0;69.8
8326;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2022;2.58;34.93;73.85;137.0;1851.0;65.2
8327;Total;Population 6 years or older;Saturday;Value;Noord-Nederland (LD);2023;2.69;35.48;75.59;140.0;1845.0;65.5
8328;Total;Population 6 years or older;Saturday;Value;Oost-Nederland (LD);2018;3.02;40.27;75.58;157.0;2094.0;65.5
8329;Total;Population 6 years or older;Saturday;Value;Oost-Nederland (LD);2019;2.86;39.39;79.02;149.0;2048.0;68.5
8330;Total;Population 6 years or older;Saturday;Value;Oost-Nederland (LD);2020;2.57;26.91;63.42;134.0;1400.0;55.0
