ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
500;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2015;3.5;3.6;3.3;3.9;3.5;0.2;3.8;3.6;3.8;3.9;3.5;3.7;0.2;3.1;2.4;3.7;0.1;3.9;3.4;2.7;2.7;4.2;4.1;4.0;1.8;3.9;3.8;3.6;3.7;3.8;3.0;2.3;1.5;1.4;2.6;3.3;3.7;3.6;3.8;2.8;3.9;3.6;2.0;2.1;2.2;1.2;2.2;3.3;3.8;3.9;3.6;3.3;3.1;2.8;2.2;3.6;2.9;1.1
501;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2016;3.2;3.3;2.9;3.6;3.5;0.1;3.6;3.5;3.6;3.7;3.4;3.5;0.1;2.8;2.4;3.6;0.1;3.7;3.2;2.4;2.6;4.0;4.0;3.9;1.6;3.7;3.7;3.5;3.3;3.7;3.1;2.2;1.4;1.2;2.6;3.1;3.5;3.4;3.5;2.4;3.7;3.5;1.4;1.9;1.8;0.9;1.9;2.7;3.5;3.7;3.4;3.0;3.0;2.9;2.1;3.4;2.6;1.1
502;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2017;3.0;3.1;2.7;3.4;3.2;0.1;3.3;3.1;3.3;3.4;3.1;3.2;0.1;2.6;2.0;3.2;0.1;3.4;2.9;2.1;2.6;3.7;3.7;3.6;1.8;3.4;3.4;3.1;2.9;3.3;2.6;1.9;1.1;1.0;2.4;2.9;3.0;2.8;3.1;2.0;3.3;3.4;1.1;1.3;1.6;0.9;1.5;2.3;3.3;3.4;3.0;2.9;2.8;2.5;1.7;3.1;2.2;0.9
503;Seksuele geaardheid: homo's;Betrouwbaarheidsmarge;2019;2.8;2.9;2.5;3.1;3.0;0.1;2.9;2.9;3.2;3.1;2.9;3.0;0.1;2.5;2.2;3.0;0.1;3.2;2.7;2.0;2.3;3.4;3.4;3.3;1.6;3.2;3.2;2.9;2.9;3.1;2.4;2.0;1.1;0.8;2.0;2.6;3.0;2.9;3.0;2.1;3.1;3.0;1.3;1.3;1.7;0.9;1.5;2.4;3.0;3.2;2.9;2.6;2.6;2.4;1.9;3.0;2.2;1.1
504;Seksuele geaardheid: lesbiennes;Waarde;2012;70.3;69.8;77.7;65.0;28.8;6.5;27.5;68.2;39.9;54.9;29.9;63.8;6.1;11.1;18.7;62.4;7.3;41.3;30.2;11.2;17.4;54.6;49.5;44.8;97.3;48.7;61.1;40.9;31.0;72.5;87.0;11.4;3.4;2.2;14.9;23.9;34.3;26.8;35.0;15.9;46.1;62.9;6.6;6.0;10.6;3.7;9.8;18.6;72.3;52.4;36.3;84.5;22.6;21.7;9.1;34.0;18.6;3.9
505;Seksuele geaardheid: lesbiennes;Waarde;2013;70.4;70.7;74.3;61.3;21.7;6.2;23.9;70.8;43.7;58.3;33.2;66.2;6.2;13.0;15.5;65.7;7.4;39.8;24.0;14.3;22.0;49.1;44.3;37.9;94.0;51.3;60.1;29.3;27.1;71.7;83.5;10.6;2.4;2.0;22.6;27.2;29.2;26.6;32.3;15.3;40.9;61.9;4.8;4.8;8.9;1.9;9.9;19.8;69.8;52.6;31.4;82.9;23.3;17.0;6.9;33.0;14.4;2.6
506;Seksuele geaardheid: lesbiennes;Waarde;2014;68.4;69.3;69.1;61.2;24.2;6.0;30.8;62.8;33.6;50.5;30.3;55.5;5.8;9.5;18.8;65.2;7.1;42.3;26.5;14.2;17.0;45.2;40.1;35.0;95.9;52.1;64.9;36.8;30.8;69.5;85.8;10.7;5.2;2.4;22.0;29.3;31.2;28.2;37.7;17.5;47.8;67.3;4.6;7.2;9.6;3.7;9.6;22.1;70.7;50.0;35.2;84.0;24.7;16.6;8.8;33.9;14.4;3.8
507;Seksuele geaardheid: lesbiennes;Waarde;2015;69.2;71.3;75.6;65.6;27.7;6.3;26.0;67.3;39.6;52.7;28.8;63.3;6.0;14.6;14.7;64.4;7.3;41.5;25.7;11.8;21.1;49.5;41.8;35.7;97.4;50.9;65.7;33.9;32.1;70.9;86.9;10.2;3.1;2.9;19.1;24.9;31.6;30.3;38.4;18.1;44.7;63.5;4.4;5.2;7.7;1.9;7.1;15.8;70.7;56.4;32.3;83.0;24.3;17.7;6.7;35.6;18.0;2.5
508;Seksuele geaardheid: lesbiennes;Waarde;2016;68.4;66.9;72.5;63.1;25.3;6.3;28.3;69.1;37.9;56.4;33.4;65.7;6.0;13.5;15.3;67.4;7.5;41.0;27.6;13.0;18.4;49.0;44.4;36.2;95.7;49.7;64.0;31.0;32.6;69.6;84.0;11.2;3.5;1.7;20.5;27.6;31.3;28.1;34.1;14.4;47.4;67.4;3.6;4.3;7.1;1.7;6.9;14.3;71.0;53.3;33.7;82.7;24.4;20.2;6.9;36.6;14.7;1.4
509;Seksuele geaardheid: lesbiennes;Waarde;2017;70.8;71.0;73.6;63.8;28.4;6.3;28.1;66.9;41.3;56.5;33.2;63.9;6.0;12.8;15.9;66.5;7.4;43.9;24.2;11.0;20.8;51.4;43.4;40.1;93.7;50.4;60.2;30.3;23.6;66.0;83.3;12.2;2.9;1.4;18.5;27.0;28.7;28.0;30.9;15.0;39.5;59.5;4.3;5.3;6.8;1.9;7.6;16.8;68.6;52.2;33.2;80.7;20.8;20.2;8.1;34.6;14.2;2.0
510;Seksuele geaardheid: lesbiennes;Waarde;2019;69.0;68.5;75.3;64.5;26.0;6.3;27.5;70.9;43.1;57.8;33.7;63.9;6.1;11.5;17.0;66.5;7.4;42.0;26.1;10.5;21.5;51.8;42.9;38.5;95.5;49.3;59.5;30.7;24.0;64.2;81.7;10.2;3.4;2.1;15.3;23.7;29.9;26.9;34.1;12.0;39.3;62.6;3.3;4.9;7.1;1.4;7.4;16.2;73.4;53.4;28.9;82.7;23.5;22.2;7.4;36.3;10.5;2.3
511;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2012;5.3;5.5;5.3;5.6;5.2;0.2;5.4;5.3;5.7;5.8;5.2;5.6;0.2;3.5;4.2;5.7;0.2;5.7;5.3;3.3;4.4;6.3;6.3;6.2;1.4;5.7;5.5;5.9;5.4;5.1;3.5;4.2;1.6;1.4;3.5;4.9;5.6;5.2;5.6;4.7;5.8;5.6;3.7;3.5;4.4;3.3;3.9;5.0;5.3;5.7;5.6;4.1;4.9;5.0;3.9;5.4;5.1;3.4
512;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2013;4.2;4.2;4.5;4.6;3.9;0.2;4.0;4.2;4.7;4.8;4.3;4.5;0.2;3.2;3.3;4.6;0.1;4.6;3.9;3.8;3.9;5.4;5.3;5.3;2.6;4.8;4.7;4.3;4.2;4.3;3.7;3.2;1.5;1.3;4.0;4.3;4.3;4.3;4.5;3.7;4.7;4.6;2.0;2.3;3.1;1.6;3.1;4.1;4.5;4.8;4.4;3.9;4.0;3.3;2.3;4.4;3.4;1.8
513;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2014;4.7;4.7;4.9;5.0;4.3;0.2;4.8;5.0;4.8;5.1;4.6;5.1;0.2;2.8;4.2;5.0;0.1;5.0;4.5;3.8;3.9;5.6;5.5;5.3;1.8;5.1;4.9;5.0;4.7;4.8;3.6;3.3;2.6;1.8;4.4;4.8;4.8;4.7;5.0;4.1;5.1;4.7;2.1;2.8;3.3;2.2;3.3;4.5;4.6;5.1;4.9;3.5;4.5;3.6;2.9;4.9;3.6;2.3
514;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2015;4.6;4.6;4.5;4.8;4.6;0.2;4.4;4.7;4.9;5.0;4.5;4.8;0.2;3.7;3.6;4.9;0.2;5.0;4.3;3.2;4.2;5.6;5.5;5.4;1.7;5.0;4.7;4.8;4.7;4.7;3.3;3.2;1.8;1.7;4.0;4.4;4.8;4.6;5.0;4.0;5.0;4.8;2.4;2.3;2.7;1.6;2.8;3.8;4.6;5.0;4.7;3.9;4.5;3.8;2.3;4.9;3.9;1.6
515;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2016;4.5;4.6;4.4;4.7;4.2;0.2;4.4;4.4;4.6;4.8;4.5;4.6;0.2;3.4;3.4;4.5;0.1;4.7;4.3;3.2;3.7;5.3;5.3;5.2;1.9;4.8;4.6;4.4;4.5;4.5;3.6;3.1;2.1;1.0;3.9;4.3;4.5;4.3;4.6;3.3;4.8;4.4;1.8;1.7;2.4;1.3;2.3;3.3;4.4;4.8;4.4;3.7;4.1;3.8;2.2;4.6;3.2;0.9
516;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2017;3.8;3.8;3.9;4.2;4.0;0.2;3.9;4.0;4.3;4.3;4.0;4.1;0.2;2.9;3.1;4.1;0.1;4.3;3.7;2.5;3.5;4.8;4.8;4.8;2.2;4.3;4.2;3.9;3.6;4.1;3.3;3.0;1.5;0.9;3.3;3.9;3.9;3.8;4.0;2.9;4.2;4.2;1.8;1.7;2.2;0.9;2.3;3.2;4.1;4.3;4.0;3.4;3.4;3.5;2.2;4.1;3.0;1.1
517;Seksuele geaardheid: lesbiennes;Betrouwbaarheidsmarge;2019;3.5;3.6;3.4;3.6;3.4;0.2;3.4;3.4;3.7;3.8;3.5;3.7;0.2;2.4;2.9;3.6;0.1;3.8;3.3;2.3;3.2;4.3;4.2;4.1;1.5;3.8;3.7;3.6;3.3;3.7;3.0;2.4;1.6;1.3;2.7;3.2;3.5;3.4;3.6;2.5;3.8;3.6;1.3;1.7;2.1;0.9;2.1;2.9;3.4;3.8;3.4;3.0;3.2;3.2;1.9;3.7;2.2;1.1
518;Seksuele geaardheid: biseksuele mannen;Waarde;2012;69.6;64.6;78.0;57.1;25.8;6.2;30.4;62.4;40.6;61.2;36.0;68.5;6.0;11.8;15.2;66.6;7.3;46.5;26.6;12.8;14.1;52.3;46.6;39.7;94.7;42.8;56.9;36.4;33.7;68.5;84.0;7.3;5.0;3.6;15.3;23.1;25.8;27.2;27.3;18.7;45.0;58.5;3.5;4.0;4.9;3.2;8.9;14.8;66.7;48.3;35.3;80.0;19.1;16.4;5.1;30.2;16.5;1.3
519;Seksuele geaardheid: biseksuele mannen;Waarde;2013;67.4;65.6;80.9;61.0;27.7;6.3;30.0;67.8;41.7;57.7;35.9;67.2;6.1;9.7;15.0;71.9;7.3;42.1;28.8;14.5;14.6;49.4;46.0;40.7;94.7;45.5;55.9;32.5;29.9;69.2;83.1;7.5;3.3;2.4;20.3;25.1;27.4;24.8;29.4;15.6;38.2;54.8;3.0;2.5;5.9;1.3;5.9;11.5;69.7;52.7;34.3;82.4;22.8;17.8;8.9;32.4;17.1;2.4
520;Seksuele geaardheid: biseksuele mannen;Waarde;2014;71.1;68.1;78.7;63.8;29.7;6.5;30.6;68.8;45.6;62.5;38.8;69.8;6.1;10.0;16.3;71.0;7.3;43.2;26.1;13.0;17.7;49.1;45.0;37.3;92.6;47.2;57.8;31.4;26.8;66.3;81.1;8.2;4.0;2.8;17.6;24.5;31.9;28.1;30.2;19.3;39.7;56.8;1.8;4.1;6.8;1.4;7.4;14.2;70.0;48.3;33.1;78.6;25.5;15.4;7.2;33.0;16.6;1.6
521;Seksuele geaardheid: biseksuele mannen;Waarde;2015;69.7;69.4;78.3;62.2;26.7;6.4;28.8;67.3;43.6;60.5;34.3;67.4;6.1;14.9;15.7;66.1;7.3;45.0;25.5;11.0;18.5;50.6;41.8;38.0;93.7;42.8;54.1;32.9;28.1;66.1;79.9;5.9;3.1;2.0;14.4;19.6;25.9;26.9;28.9;16.6;37.2;56.0;3.2;3.6;4.3;1.8;7.1;13.1;72.7;49.9;32.4;81.8;23.3;16.3;6.9;31.4;13.7;1.3
522;Seksuele geaardheid: biseksuele mannen;Waarde;2016;74.3;71.4;82.7;65.4;28.9;6.6;28.1;70.4;46.2;62.4;38.7;68.0;6.2;12.9;12.2;70.3;7.4;46.5;26.6;10.9;16.1;53.7;51.4;40.1;92.5;39.4;56.7;30.2;26.0;64.4;82.1;6.2;2.0;1.2;12.0;16.9;26.6;27.2;28.5;14.0;37.3;54.4;2.6;4.4;3.4;1.0;3.9;10.1;68.8;44.7;31.4;77.9;22.4;12.7;5.8;29.1;15.5;1.5
523;Seksuele geaardheid: biseksuele mannen;Waarde;2017;65.1;68.9;77.1;63.9;24.4;6.4;30.3;66.5;42.9;57.8;35.9;67.7;6.1;13.3;14.3;69.5;7.4;43.4;26.1;13.1;17.5;49.4;41.9;35.4;92.7;46.3;53.3;29.4;24.1;64.6;78.7;6.7;2.7;1.1;18.2;23.5;23.5;23.7;28.6;10.7;36.5;55.3;3.1;2.7;5.7;1.6;4.8;12.2;71.4;48.5;30.5;79.6;22.9;17.7;7.7;33.6;12.2;2.3
524;Seksuele geaardheid: biseksuele mannen;Waarde;2019;73.5;71.6;82.1;67.0;30.7;6.7;29.5;70.2;43.5;59.3;38.4;67.3;6.1;12.3;14.2;71.5;7.5;50.0;22.2;14.0;13.8;55.5;47.2;41.5;94.4;42.6;55.6;28.6;22.7;61.4;79.4;7.8;2.8;2.2;13.6;19.3;29.0;28.0;29.5;13.2;34.5;58.0;4.9;6.5;6.8;2.4;5.5;14.7;71.7;51.8;32.2;83.2;22.7;17.6;8.3;31.8;13.1;2.0
525;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2012;4.7;4.8;4.2;4.8;4.0;0.2;4.2;4.6;4.6;4.6;4.3;4.5;0.2;3.3;3.3;4.7;0.1;4.7;4.5;3.0;3.0;5.2;5.2;5.0;2.0;4.7;4.6;4.6;4.6;4.7;3.3;2.5;2.2;2.0;3.2;4.0;4.2;4.4;4.3;4.1;4.8;4.5;1.8;2.6;2.1;2.6;3.3;3.8;4.5;4.7;4.7;3.7;3.4;3.5;1.9;4.3;3.7;0.9
526;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2013;3.5;3.6;2.9;3.7;3.4;0.2;3.5;3.5;3.7;3.8;3.5;3.6;0.2;2.3;2.7;3.4;0.1;3.7;3.4;2.7;2.5;4.1;4.1;4.0;1.6;3.8;3.7;3.5;3.5;3.4;2.7;2.0;1.4;1.3;3.1;3.3;3.5;3.3;3.5;2.8;3.7;3.7;1.3;1.1;1.9;0.9;1.8;2.4;3.5;3.7;3.5;2.8;3.1;3.1;2.1;3.6;2.8;1.2
527;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2014;3.7;3.8;3.5;3.9;3.8;0.2;3.8;3.8;4.1;4.0;3.9;3.8;0.2;2.5;3.1;3.8;0.1;4.0;3.5;2.8;3.1;4.5;4.5;4.4;2.1;4.1;4.0;3.7;3.6;3.9;3.2;2.4;1.8;1.3;3.1;3.6;3.9;3.7;3.8;3.3;4.0;4.0;1.1;1.6;2.4;1.0;2.3;3.1;3.7;4.1;3.8;3.3;3.6;3.0;2.2;3.9;2.9;1.0
528;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2015;3.7;3.7;3.3;3.9;3.5;0.2;3.7;3.7;4.0;4.0;3.7;3.8;0.1;3.1;2.8;3.8;0.1;4.0;3.3;2.5;3.1;4.4;4.4;4.2;1.7;4.0;4.0;3.8;3.6;3.9;3.3;1.8;1.6;1.2;2.8;3.2;3.4;3.6;3.7;2.8;3.9;4.0;1.4;1.5;1.6;1.1;2.3;2.8;3.5;4.0;3.7;3.0;3.5;3.0;2.0;3.8;2.6;0.7
529;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2016;3.4;3.6;3.0;3.8;3.7;0.2;3.6;3.7;4.0;3.9;3.9;3.8;0.1;2.8;2.6;3.7;0.1;4.0;3.5;2.5;3.0;4.4;4.4;4.3;2.1;4.0;4.0;3.7;3.6;3.9;3.0;1.9;1.1;0.8;2.5;2.9;3.6;3.7;3.7;2.8;3.9;4.0;1.3;1.9;1.5;0.7;1.6;2.6;3.7;4.0;3.7;3.3;3.5;2.7;1.8;3.7;2.9;1.1
530;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2017;3.5;3.3;3.1;3.5;3.1;0.1;3.4;3.4;3.6;3.6;3.4;3.4;0.1;2.7;2.5;3.4;0.1;3.6;3.1;2.6;2.7;4.0;3.9;3.8;1.8;3.6;3.6;3.4;3.1;3.5;2.9;1.8;1.2;0.7;2.9;3.2;3.1;3.0;3.3;2.1;3.5;3.6;1.2;1.0;1.8;1.1;1.5;2.5;3.3;3.6;3.3;3.0;3.1;2.8;2.0;3.4;2.1;0.9
531;Seksuele geaardheid: biseksuele mannen;Betrouwbaarheidsmarge;2019;3.1;3.2;2.7;3.3;3.4;0.1;3.3;3.3;3.5;3.5;3.5;3.4;0.1;2.4;2.5;3.2;0.1;3.6;2.9;2.6;2.4;3.8;3.8;3.8;1.5;3.5;3.5;3.2;3.1;3.5;2.8;2.1;1.3;1.3;2.6;3.0;3.4;3.3;3.3;2.5;3.5;3.5;1.9;2.1;2.0;1.4;1.8;2.7;3.1;3.6;3.4;2.5;3.1;2.8;2.1;3.4;2.5;1.1
532;Seksuele geaardheid: biseksuele vrouwen;Waarde;2012;67.2;66.4;78.3;56.8;19.6;6.2;24.9;63.5;40.5;60.7;35.9;68.5;6.2;9.3;14.2;72.2;7.4;37.4;28.0;9.1;25.5;49.2;45.4;38.2;95.0;44.8;60.1;34.9;30.6;74.0;85.9;7.2;3.6;1.3;21.2;26.3;31.1;25.7;30.8;18.7;44.9;60.3;2.0;2.6;5.0;1.1;5.3;10.0;72.4;49.8;33.0;83.1;22.0;13.4;6.4;30.8;17.2;1.0
533;Seksuele geaardheid: biseksuele vrouwen;Waarde;2013;66.6;65.1;77.9;62.0;22.2;6.3;26.9;66.0;42.8;60.5;35.7;66.2;6.1;8.2;13.9;71.7;7.4;36.2;26.9;9.3;27.6;46.7;41.4;36.7;93.4;40.8;55.6;30.7;29.4;70.5;81.4;6.1;2.6;2.1;17.7;21.8;27.1;25.8;30.9;17.4;40.5;57.5;2.5;2.3;5.2;1.6;6.3;11.3;71.2;48.7;35.0;80.8;20.8;13.8;5.8;28.0;16.6;1.6
534;Seksuele geaardheid: biseksuele vrouwen;Waarde;2014;67.4;67.0;79.7;59.7;22.7;6.2;23.1;66.7;40.7;59.8;35.6;66.9;6.1;9.8;12.9;73.3;7.4;36.0;27.9;9.6;26.5;48.3;43.2;35.0;94.2;41.1;55.8;29.8;27.6;69.7;83.4;5.9;2.8;1.3;17.8;22.4;27.7;26.3;29.8;17.1;39.5;56.2;3.0;3.1;4.9;1.2;5.1;11.3;70.3;47.8;32.0;79.6;20.1;13.7;5.1;27.2;16.4;1.4
535;Seksuele geaardheid: biseksuele vrouwen;Waarde;2015;68.2;69.2;80.4;63.6;24.2;6.4;26.0;68.7;41.9;61.5;34.4;69.0;6.2;11.2;12.4;71.3;7.5;41.3;23.8;8.7;26.2;53.0;44.8;39.9;92.6;41.1;56.3;30.6;27.3;69.5;82.1;6.1;2.4;1.5;17.1;21.9;26.7;27.0;27.5;16.0;40.9;56.2;2.8;2.4;4.2;1.7;4.1;10.3;67.9;47.2;31.6;78.7;20.5;14.6;5.2;27.9;16.4;2.1
536;Seksuele geaardheid: biseksuele vrouwen;Waarde;2016;68.0;67.1;78.6;62.4;24.3;6.3;25.7;66.7;40.5;57.1;33.0;66.5;6.1;11.5;13.7;69.8;7.5;39.7;25.4;10.2;24.6;51.6;43.5;37.0;94.2;44.0;56.3;30.3;24.8;65.8;81.3;6.6;2.5;1.2;15.2;20.0;27.7;25.9;32.7;15.4;39.8;59.7;2.8;2.1;6.0;1.2;6.3;13.1;70.5;48.6;32.2;81.0;19.8;15.0;5.2;29.3;15.5;1.6
537;Seksuele geaardheid: biseksuele vrouwen;Waarde;2017;65.5;66.8;76.3;61.9;23.2;6.3;26.0;65.7;42.6;57.7;35.4;62.9;6.2;8.3;15.1;70.7;7.4;39.2;25.1;9.2;26.6;50.6;43.9;37.4;93.8;43.1;57.1;28.8;25.3;68.3;82.3;6.6;1.8;0.8;15.2;19.6;28.3;27.5;31.1;16.7;37.6;57.8;2.5;3.2;6.2;1.1;3.8;11.5;70.2;49.5;31.0;81.3;22.0;16.3;6.4;31.2;13.8;1.0
538;Seksuele geaardheid: biseksuele vrouwen;Waarde;2019;69.6;67.9;78.6;63.6;20.4;6.3;25.8;69.7;43.2;56.4;33.2;65.9;6.1;9.7;14.5;71.9;7.5;39.6;25.9;10.8;23.7;50.2;43.7;35.7;93.4;46.3;60.7;29.4;24.2;65.4;81.7;10.8;3.7;1.4;16.0;24.3;29.8;28.2;31.7;15.7;38.5;60.5;4.6;4.8;6.7;3.3;5.4;14.5;72.3;49.4;30.3;81.3;24.6;16.8;7.0;33.2;13.7;1.8
539;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2012;3.2;3.1;2.7;3.3;2.5;0.1;2.9;3.2;3.2;3.3;3.1;3.1;0.1;1.9;2.2;3.0;0.1;3.2;3.0;1.8;2.8;3.9;3.9;3.8;1.3;3.3;3.2;3.2;3.1;2.9;2.2;1.9;1.5;0.7;2.7;2.9;3.2;3.0;3.1;2.8;3.3;3.1;0.9;1.2;1.6;0.8;1.5;2.0;3.0;3.3;3.1;2.4;2.8;2.2;1.7;3.1;2.5;0.6
540;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2013;2.7;2.8;2.4;2.8;2.4;0.1;2.7;2.8;2.9;2.9;2.7;2.8;0.1;1.7;2.0;2.7;0.1;2.8;2.6;1.7;2.6;3.4;3.3;3.3;1.4;2.8;2.9;2.7;2.7;2.6;2.2;1.3;0.8;0.8;2.2;2.3;2.6;2.5;2.7;2.3;2.9;2.8;0.9;0.8;1.3;0.8;1.4;1.9;2.6;2.9;2.8;2.3;2.4;2.0;1.3;2.6;2.1;0.8
541;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2014;2.8;2.8;2.4;3.0;2.5;0.1;2.6;2.8;3.0;3.0;2.9;2.9;0.1;1.8;2.0;2.7;0.1;2.9;2.7;1.8;2.6;3.6;3.5;3.3;1.4;3.0;3.0;2.7;2.7;2.8;2.2;1.5;1.0;0.7;2.4;2.6;2.7;2.6;2.8;2.2;3.0;3.0;1.2;1.0;1.3;0.7;1.4;2.0;2.8;3.0;2.8;2.5;2.4;2.1;1.3;2.7;2.2;0.7
542;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2015;2.7;2.7;2.4;2.8;2.6;0.1;2.7;2.7;2.9;2.9;2.8;2.7;0.1;2.0;1.9;2.7;0.1;2.9;2.5;1.6;2.5;3.4;3.4;3.4;1.5;2.9;2.9;2.7;2.6;2.7;2.2;1.4;1.0;0.8;2.2;2.4;2.6;2.6;2.6;2.2;2.9;2.9;1.1;0.8;1.2;0.9;1.2;1.8;2.7;2.9;2.7;2.4;2.4;2.2;1.3;2.6;2.1;1.0
543;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2016;2.8;2.8;2.6;3.0;2.7;0.1;2.7;2.9;3.0;3.0;2.8;2.9;0.1;2.1;2.1;2.9;0.1;3.0;2.7;1.8;2.6;3.5;3.5;3.4;1.3;3.0;3.0;2.8;2.6;2.9;2.4;1.5;1.0;0.7;2.2;2.4;2.8;2.7;2.9;2.2;3.0;3.0;1.1;0.8;1.5;0.6;1.5;2.1;2.7;3.1;2.8;2.4;2.4;2.3;1.3;2.8;2.2;0.8
544;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2017;2.6;2.6;2.4;2.7;2.4;0.1;2.4;2.6;2.7;2.8;2.6;2.7;0.1;1.5;1.9;2.5;0.1;2.7;2.3;1.6;2.4;3.2;3.2;3.1;1.1;2.7;2.7;2.5;2.4;2.6;2.0;1.4;0.7;0.5;2.0;2.2;2.5;2.4;2.6;2.1;2.7;2.7;0.9;1.0;1.6;0.6;1.0;1.9;2.5;2.7;2.5;2.1;2.3;2.1;1.3;2.6;1.8;0.5
545;Seksuele geaardheid: biseksuele vrouwen;Betrouwbaarheidsmarge;2019;2.5;2.5;2.3;2.6;2.2;0.1;2.4;2.5;2.7;2.7;2.5;2.6;0.1;1.6;1.9;2.4;0.1;2.7;2.4;1.7;2.3;3.1;3.1;3.0;1.4;2.7;2.7;2.5;2.4;2.6;2.1;1.8;1.0;0.6;2.0;2.4;2.5;2.5;2.6;1.9;2.7;2.6;1.2;1.2;1.4;1.0;1.3;1.9;2.5;2.7;2.5;2.2;2.4;2.1;1.3;2.6;1.8;0.7
546;Seksuele geaardheid: hetero mannen;Waarde;2012;71.8;69.8;79.1;63.8;26.3;6.3;23.9;71.9;44.1;60.8;38.0;71.4;6.3;12.3;13.8;70.6;7.4;42.7;28.7;12.5;16.1;50.1;42.7;35.2;94.8;44.9;54.0;31.8;27.1;69.2;83.0;5.8;2.9;2.2;18.2;22.6;25.5;21.7;25.2;12.3;39.8;56.5;2.7;3.6;4.8;1.5;6.3;12.3;70.2;50.1;28.7;81.9;21.0;17.3;6.0;31.7;11.8;1.4
547;Seksuele geaardheid: hetero mannen;Waarde;2013;70.1;68.5;79.6;63.1;26.7;6.3;23.8;70.6;44.0;60.9;37.6;70.0;6.3;9.8;14.1;72.8;7.4;40.9;29.2;13.8;16.1;47.2;41.3;34.4;94.3;44.8;54.2;30.4;26.4;68.2;82.1;5.9;2.7;2.1;18.6;22.9;25.4;22.1;26.9;12.2;38.7;56.7;2.9;3.6;4.9;1.3;6.1;12.2;71.0;49.0;29.4;81.6;21.3;16.9;6.2;31.6;11.8;1.5
