ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
3311;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;10.0;
3312;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;10.0;
3313;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;20.0;
3314;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;10.0;
3315;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;10.0;
3316;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;10.0;
3317;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;10.0;
3318;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;10.0;
3319;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;20.0;
3320;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
3321;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
3322;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
3323;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
3324;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
3325;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
3326;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
3327;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
3328;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
3329;Vrouwen;Antillianen en Arubanen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
3330;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;0.0;
3331;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;0.0;
3332;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
3333;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;0.0;
3334;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;10.0;
3335;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
3336;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;0.0;
3337;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
3338;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
3339;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
3340;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
3341;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
3342;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
3343;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;0.0;
3344;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;10.0;
3345;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
3346;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;0.0;
3347;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
3348;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
3349;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
3350;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;0.0;
3351;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
3352;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
3353;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
3354;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
3355;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;;
3356;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;;
3357;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
3358;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
3359;Vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;;
3360;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;150.0;66.0
3361;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;160.0;67.0
3362;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;180.0;68.0
3363;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;160.0;66.0
3364;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;170.0;67.0
3365;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;210.0;66.0
3366;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;250.0;66.0
3367;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;290.0;62.0
3368;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;580.0;49.0
3369;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;700.0;44.0
3370;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;140.0;66.0
3371;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;150.0;67.0
3372;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;170.0;68.0
3373;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;150.0;65.0
3374;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;160.0;68.0
3375;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;200.0;65.0
3376;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;230.0;65.0
3377;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;280.0;61.0
3378;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;570.0;48.0
3379;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;670.0;42.0
3380;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;10.0;
3381;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;10.0;
3382;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;10.0;
3383;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;10.0;
3384;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;10.0;
3385;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;20.0;
3386;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;20.0;
3387;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;10.0;
3388;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;20.0;
3389;Vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;30.0;
3390;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
3391;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
3392;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
3393;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
3394;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
3395;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;0.0;
3396;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;10.0;
3397;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;60.0;44.0
3398;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;110.0;43.0
3399;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;260.0;43.0
3400;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;;
3401;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;;
3402;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;;
3403;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;;
3404;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;0.0;
3405;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;0.0;
3406;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;10.0;
3407;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;50.0;44.0
3408;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2003;110.0;42.0
3409;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2004;260.0;42.0
3410;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
3411;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
3412;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
3413;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
3414;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
3415;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
3416;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
3417;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2002;0.0;
3418;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
3419;Vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
3420;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;20.0;
3421;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;30.0;
3422;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;20.0;
3423;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;30.0;
3424;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;30.0;
3425;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;40.0;
3426;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;20.0;
3427;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;40.0;
3428;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;80.0;75.0
3429;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;70.0;69.0
3430;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;20.0;
3431;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;30.0;
3432;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;20.0;
3433;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;30.0;
3434;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;30.0;
3435;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;40.0;
3436;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;20.0;
3437;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;40.0;
3438;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;80.0;75.0
3439;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;70.0;69.0
3440;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
3441;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
3442;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
3443;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
3444;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
3445;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
3446;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
3447;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
3448;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
3449;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
3450;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;;
3451;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;0.0;
3452;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
3453;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;0.0;
3454;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
3455;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
3456;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
3457;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
3458;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
3459;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
3460;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;;
3461;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
3462;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
3463;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;0.0;
3464;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
3465;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
3466;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;10.0;
3467;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
3468;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
3469;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
3470;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
3471;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
3472;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
3473;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
3474;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
3475;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;0.0;
3476;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
3477;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;;
3478;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
3479;Vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;;
3480;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1995;120.0;51.0
3481;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1996;120.0;43.0
3482;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1997;150.0;37.0
3483;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1998;170.0;42.0
3484;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1999;240.0;41.0
3485;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2000;320.0;43.0
3486;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2001;360.0;41.0
3487;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2002;430.0;38.0
3488;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2003;360.0;38.0
3489;Vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2004;360.0;42.0
3490;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1995;100.0;52.0
3491;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1996;100.0;42.0
3492;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1997;130.0;33.0
3493;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1998;120.0;37.0
3494;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1999;190.0;39.0
3495;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2000;260.0;42.0
3496;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2001;310.0;38.0
3497;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2002;370.0;35.0
3498;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2003;340.0;36.0
3499;Vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2004;340.0;41.0
3500;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1995;20.0;
3501;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1996;30.0;
3502;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1997;20.0;
3503;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1998;50.0;
3504;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1999;60.0;47.0
3505;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2000;60.0;47.0
3506;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2001;50.0;
3507;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2002;60.0;58.0
3508;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2003;20.0;
3509;Vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2004;20.0;
3510;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
3511;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
3512;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
3513;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
3514;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
3515;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2000;10.0;
3516;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2001;10.0;
3517;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2002;20.0;
3518;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2003;30.0;
3519;Vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2004;200.0;36.0
3520;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1995;;
3521;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1996;;
3522;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1997;;
3523;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1998;;
3524;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1999;;
3525;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2000;10.0;
3526;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2001;10.0;
3527;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2002;20.0;
3528;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2003;30.0;
3529;Vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2004;190.0;36.0
3530;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1995;;
3531;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1996;;
3532;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1997;;
3533;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1998;;
3534;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1999;;
3535;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2000;;
3536;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2001;;
3537;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2002;;
3538;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
3539;Vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2004;10.0;
3540;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;10.0;
3541;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;10.0;
3542;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;10.0;
3543;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;10.0;
3544;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;20.0;
3545;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;10.0;
3546;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;20.0;
3547;Vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;20.0;
