ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
5408;Welfare, children's day care;Total financ schemes health,social care;2013;10601.0
5409;Welfare, children's day care;Total financ schemes health,social care;2014;10435.0
5410;Welfare, children's day care;Total financ schemes health,social care;2015;9836.0
5411;Welfare, children's day care;Total financ schemes health,social care;2016;10146.0
5412;Welfare, children's day care;Total financing of residents;2005;8491.0
5413;Welfare, children's day care;Total financing of residents;2006;8677.0
5414;Welfare, children's day care;Total financing of residents;2007;9204.0
5415;Welfare, children's day care;Total financing of residents;2008;9987.0
5416;Welfare, children's day care;Total financing of residents;2009;11105.0
5417;Welfare, children's day care;Total financing of residents;2010;11464.0
5418;Welfare, children's day care;Total financing of residents;2011;11507.0
5419;Welfare, children's day care;Total financing of residents;2012;11145.0
5420;Welfare, children's day care;Total financing of residents;2013;10601.0
5421;Welfare, children's day care;Total financing of residents;2014;10435.0
5422;Welfare, children's day care;Total financing of residents;2015;9836.0
5423;Welfare, children's day care;Total financing of residents;2016;10146.0
5424;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2005;4818.0
5425;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2006;4949.0
5426;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2007;5209.0
5427;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2008;5414.0
5428;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2009;6089.0
5429;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2010;6280.0
5430;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2011;6070.0
5431;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2012;5835.0
5432;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2013;5677.0
5433;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2014;5784.0
5434;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2015;5228.0
5435;Welfare, children's day care;HF1: Government, comp. Contr. schemes;2016;5395.0
5436;Welfare, children's day care;HF11: Government schemes;2005;4637.0
5437;Welfare, children's day care;HF11: Government schemes;2006;4745.0
5438;Welfare, children's day care;HF11: Government schemes;2007;4999.0
5439;Welfare, children's day care;HF11: Government schemes;2008;5198.0
5440;Welfare, children's day care;HF11: Government schemes;2009;5872.0
5441;Welfare, children's day care;HF11: Government schemes;2010;6051.0
5442;Welfare, children's day care;HF11: Government schemes;2011;5836.0
5443;Welfare, children's day care;HF11: Government schemes;2012;5593.0
5444;Welfare, children's day care;HF11: Government schemes;2013;5454.0
5445;Welfare, children's day care;HF11: Government schemes;2014;5552.0
5446;Welfare, children's day care;HF11: Government schemes;2015;5176.0
5447;Welfare, children's day care;HF11: Government schemes;2016;5345.0
5448;Welfare, children's day care;HF12: Compulsory contributory schemes;2005;180.0
5449;Welfare, children's day care;HF12: Compulsory contributory schemes;2006;204.0
5450;Welfare, children's day care;HF12: Compulsory contributory schemes;2007;210.0
5451;Welfare, children's day care;HF12: Compulsory contributory schemes;2008;215.0
5452;Welfare, children's day care;HF12: Compulsory contributory schemes;2009;217.0
5453;Welfare, children's day care;HF12: Compulsory contributory schemes;2010;229.0
5454;Welfare, children's day care;HF12: Compulsory contributory schemes;2011;234.0
5455;Welfare, children's day care;HF12: Compulsory contributory schemes;2012;241.0
5456;Welfare, children's day care;HF12: Compulsory contributory schemes;2013;223.0
5457;Welfare, children's day care;HF12: Compulsory contributory schemes;2014;231.0
5458;Welfare, children's day care;HF12: Compulsory contributory schemes;2015;52.0
5459;Welfare, children's day care;HF12: Compulsory contributory schemes;2016;49.0
5460;Welfare, children's day care;HF121a: Long-term care insurance;2005;148.0
5461;Welfare, children's day care;HF121a: Long-term care insurance;2006;162.0
5462;Welfare, children's day care;HF121a: Long-term care insurance;2007;166.0
5463;Welfare, children's day care;HF121a: Long-term care insurance;2008;172.0
5464;Welfare, children's day care;HF121a: Long-term care insurance;2009;171.0
5465;Welfare, children's day care;HF121a: Long-term care insurance;2010;180.0
5466;Welfare, children's day care;HF121a: Long-term care insurance;2011;183.0
5467;Welfare, children's day care;HF121a: Long-term care insurance;2012;190.0
5468;Welfare, children's day care;HF121a: Long-term care insurance;2013;174.0
5469;Welfare, children's day care;HF121a: Long-term care insurance;2014;180.0
5470;Welfare, children's day care;HF121a: Long-term care insurance;2015;0.0
5471;Welfare, children's day care;HF121a: Long-term care insurance;2016;0.0
5472;Welfare, children's day care;HF121b: Health Insurance Fund;2005;32.0
5473;Welfare, children's day care;HF121b: Health Insurance Fund;2006;
5474;Welfare, children's day care;HF121b: Health Insurance Fund;2007;
5475;Welfare, children's day care;HF121b: Health Insurance Fund;2008;
5476;Welfare, children's day care;HF121b: Health Insurance Fund;2009;
5477;Welfare, children's day care;HF121b: Health Insurance Fund;2010;
5478;Welfare, children's day care;HF121b: Health Insurance Fund;2011;
5479;Welfare, children's day care;HF121b: Health Insurance Fund;2012;
5480;Welfare, children's day care;HF121b: Health Insurance Fund;2013;
5481;Welfare, children's day care;HF121b: Health Insurance Fund;2014;
5482;Welfare, children's day care;HF121b: Health Insurance Fund;2015;
5483;Welfare, children's day care;HF121b: Health Insurance Fund;2016;
5484;Welfare, children's day care;HF122: Compulsory private insurance;2005;
5485;Welfare, children's day care;HF122: Compulsory private insurance;2006;42.0
5486;Welfare, children's day care;HF122: Compulsory private insurance;2007;44.0
5487;Welfare, children's day care;HF122: Compulsory private insurance;2008;44.0
5488;Welfare, children's day care;HF122: Compulsory private insurance;2009;47.0
5489;Welfare, children's day care;HF122: Compulsory private insurance;2010;49.0
5490;Welfare, children's day care;HF122: Compulsory private insurance;2011;51.0
5491;Welfare, children's day care;HF122: Compulsory private insurance;2012;51.0
5492;Welfare, children's day care;HF122: Compulsory private insurance;2013;49.0
5493;Welfare, children's day care;HF122: Compulsory private insurance;2014;52.0
5494;Welfare, children's day care;HF122: Compulsory private insurance;2015;52.0
5495;Welfare, children's day care;HF122: Compulsory private insurance;2016;49.0
5496;Welfare, children's day care;Voluntary schemes (incl. OOP);2005;3674.0
5497;Welfare, children's day care;Voluntary schemes (incl. OOP);2006;3727.0
5498;Welfare, children's day care;Voluntary schemes (incl. OOP);2007;3995.0
5499;Welfare, children's day care;Voluntary schemes (incl. OOP);2008;4573.0
5500;Welfare, children's day care;Voluntary schemes (incl. OOP);2009;5016.0
5501;Welfare, children's day care;Voluntary schemes (incl. OOP);2010;5184.0
5502;Welfare, children's day care;Voluntary schemes (incl. OOP);2011;5436.0
5503;Welfare, children's day care;Voluntary schemes (incl. OOP);2012;5310.0
5504;Welfare, children's day care;Voluntary schemes (incl. OOP);2013;4924.0
5505;Welfare, children's day care;Voluntary schemes (incl. OOP);2014;4651.0
5506;Welfare, children's day care;Voluntary schemes (incl. OOP);2015;4607.0
5507;Welfare, children's day care;Voluntary schemes (incl. OOP);2016;4752.0
5508;Welfare, children's day care;HF2: Voluntary schemes;2005;462.0
5509;Welfare, children's day care;HF2: Voluntary schemes;2006;416.0
5510;Welfare, children's day care;HF2: Voluntary schemes;2007;431.0
5511;Welfare, children's day care;HF2: Voluntary schemes;2008;519.0
5512;Welfare, children's day care;HF2: Voluntary schemes;2009;497.0
5513;Welfare, children's day care;HF2: Voluntary schemes;2010;512.0
5514;Welfare, children's day care;HF2: Voluntary schemes;2011;490.0
5515;Welfare, children's day care;HF2: Voluntary schemes;2012;462.0
5516;Welfare, children's day care;HF2: Voluntary schemes;2013;469.0
5517;Welfare, children's day care;HF2: Voluntary schemes;2014;470.0
5518;Welfare, children's day care;HF2: Voluntary schemes;2015;448.0
5519;Welfare, children's day care;HF2: Voluntary schemes;2016;461.0
5520;Welfare, children's day care;HF21: Voluntary health insurance schemes;2005;18.0
5521;Welfare, children's day care;HF21: Voluntary health insurance schemes;2006;7.0
5522;Welfare, children's day care;HF21: Voluntary health insurance schemes;2007;8.0
5523;Welfare, children's day care;HF21: Voluntary health insurance schemes;2008;8.0
5524;Welfare, children's day care;HF21: Voluntary health insurance schemes;2009;9.0
5525;Welfare, children's day care;HF21: Voluntary health insurance schemes;2010;8.0
5526;Welfare, children's day care;HF21: Voluntary health insurance schemes;2011;11.0
5527;Welfare, children's day care;HF21: Voluntary health insurance schemes;2012;11.0
5528;Welfare, children's day care;HF21: Voluntary health insurance schemes;2013;11.0
5529;Welfare, children's day care;HF21: Voluntary health insurance schemes;2014;11.0
5530;Welfare, children's day care;HF21: Voluntary health insurance schemes;2015;11.0
5531;Welfare, children's day care;HF21: Voluntary health insurance schemes;2016;11.0
5532;Welfare, children's day care;HF22: Financing schemes NPI;2005;179.0
5533;Welfare, children's day care;HF22: Financing schemes NPI;2006;167.0
5534;Welfare, children's day care;HF22: Financing schemes NPI;2007;177.0
5535;Welfare, children's day care;HF22: Financing schemes NPI;2008;189.0
5536;Welfare, children's day care;HF22: Financing schemes NPI;2009;196.0
5537;Welfare, children's day care;HF22: Financing schemes NPI;2010;206.0
5538;Welfare, children's day care;HF22: Financing schemes NPI;2011;200.0
5539;Welfare, children's day care;HF22: Financing schemes NPI;2012;194.0
5540;Welfare, children's day care;HF22: Financing schemes NPI;2013;191.0
5541;Welfare, children's day care;HF22: Financing schemes NPI;2014;191.0
5542;Welfare, children's day care;HF22: Financing schemes NPI;2015;181.0
5543;Welfare, children's day care;HF22: Financing schemes NPI;2016;182.0
5544;Welfare, children's day care;HF23: Enterprise financing schemes;2005;265.0
5545;Welfare, children's day care;HF23: Enterprise financing schemes;2006;242.0
5546;Welfare, children's day care;HF23: Enterprise financing schemes;2007;246.0
5547;Welfare, children's day care;HF23: Enterprise financing schemes;2008;321.0
5548;Welfare, children's day care;HF23: Enterprise financing schemes;2009;292.0
5549;Welfare, children's day care;HF23: Enterprise financing schemes;2010;298.0
5550;Welfare, children's day care;HF23: Enterprise financing schemes;2011;278.0
5551;Welfare, children's day care;HF23: Enterprise financing schemes;2012;257.0
5552;Welfare, children's day care;HF23: Enterprise financing schemes;2013;267.0
5553;Welfare, children's day care;HF23: Enterprise financing schemes;2014;268.0
5554;Welfare, children's day care;HF23: Enterprise financing schemes;2015;256.0
5555;Welfare, children's day care;HF23: Enterprise financing schemes;2016;267.0
5556;Welfare, children's day care;HF3: Household out-of-pocket payments;2005;3212.0
5557;Welfare, children's day care;HF3: Household out-of-pocket payments;2006;3312.0
5558;Welfare, children's day care;HF3: Household out-of-pocket payments;2007;3564.0
5559;Welfare, children's day care;HF3: Household out-of-pocket payments;2008;4055.0
5560;Welfare, children's day care;HF3: Household out-of-pocket payments;2009;4519.0
5561;Welfare, children's day care;HF3: Household out-of-pocket payments;2010;4672.0
5562;Welfare, children's day care;HF3: Household out-of-pocket payments;2011;4947.0
5563;Welfare, children's day care;HF3: Household out-of-pocket payments;2012;4848.0
5564;Welfare, children's day care;HF3: Household out-of-pocket payments;2013;4455.0
5565;Welfare, children's day care;HF3: Household out-of-pocket payments;2014;4181.0
5566;Welfare, children's day care;HF3: Household out-of-pocket payments;2015;4160.0
5567;Welfare, children's day care;HF3: Household out-of-pocket payments;2016;4291.0
5568;Welfare, children's day care;"Rest of the world; exports";2005;0.0
5569;Welfare, children's day care;"Rest of the world; exports";2006;0.0
5570;Welfare, children's day care;"Rest of the world; exports";2007;0.0
5571;Welfare, children's day care;"Rest of the world; exports";2008;0.0
5572;Welfare, children's day care;"Rest of the world; exports";2009;0.0
5573;Welfare, children's day care;"Rest of the world; exports";2010;0.0
5574;Welfare, children's day care;"Rest of the world; exports";2011;0.0
5575;Welfare, children's day care;"Rest of the world; exports";2012;0.0
5576;Welfare, children's day care;"Rest of the world; exports";2013;0.0
5577;Welfare, children's day care;"Rest of the world; exports";2014;0.0
5578;Welfare, children's day care;"Rest of the world; exports";2015;0.0
5579;Welfare, children's day care;"Rest of the world; exports";2016;0.0
5580;Provision of health related products;Total financ schemes health,social care;2005;7976.0
5581;Provision of health related products;Total financ schemes health,social care;2006;8397.0
5582;Provision of health related products;Total financ schemes health,social care;2007;8728.0
5583;Provision of health related products;Total financ schemes health,social care;2008;9047.0
5584;Provision of health related products;Total financ schemes health,social care;2009;9775.0
5585;Provision of health related products;Total financ schemes health,social care;2010;10365.0
5586;Provision of health related products;Total financ schemes health,social care;2011;10427.0
5587;Provision of health related products;Total financ schemes health,social care;2012;11348.0
