ID;Functions;Providers;Periods;HealthCareExpenditure_1
2790;Total health related expenditure;Total health care providers;2021;10517
2791;Total health related expenditure;Total health care providers;2022;10858
2792;Total health related expenditure;Total health care providers;2023;11813
2793;Total health related expenditure;HP1: Hospitals;2021;1583
2794;Total health related expenditure;HP1: Hospitals;2022;1695
2795;Total health related expenditure;HP1: Hospitals;2023;1910
2796;Total health related expenditure;HP11: General and university hospitals;2021;75
2797;Total health related expenditure;HP11: General and university hospitals;2022;79
2798;Total health related expenditure;HP11: General and university hospitals;2023;86
2799;Total health related expenditure;HP12: Mental health institutions,;2021;1508
2800;Total health related expenditure;HP12: Mental health institutions,;2022;1615
2801;Total health related expenditure;HP12: Mental health institutions,;2023;1823
2802;Total health related expenditure;HP13: Specialised hospitals;2021;0
2803;Total health related expenditure;HP13: Specialised hospitals;2022;1
2804;Total health related expenditure;HP13: Specialised hospitals;2023;1
2805;Total health related expenditure;HP2: Nursing and residential care facil.;2021;5499
2806;Total health related expenditure;HP2: Nursing and residential care facil.;2022;5579
2807;Total health related expenditure;HP2: Nursing and residential care facil.;2023;6057
2808;Total health related expenditure;HP21: Nursing care facilities;2021;1946
2809;Total health related expenditure;HP21: Nursing care facilities;2022;1930
2810;Total health related expenditure;HP21: Nursing care facilities;2023;2109
2811;Total health related expenditure;HP22-29: Facilities for the disabled;2021;3554
2812;Total health related expenditure;HP22-29: Facilities for the disabled;2022;3649
2813;Total health related expenditure;HP22-29: Facilities for the disabled;2023;3948
2814;Total health related expenditure;HP3: Providers of ambulatory health care;2021;523
2815;Total health related expenditure;HP3: Providers of ambulatory health care;2022;627
2816;Total health related expenditure;HP3: Providers of ambulatory health care;2023;587
2817;Total health related expenditure;HP31: Medical practices;2021;0
2818;Total health related expenditure;HP31: Medical practices;2022;0
2819;Total health related expenditure;HP31: Medical practices;2023;0
2820;Total health related expenditure;HP32: Dental practices;2021;0
2821;Total health related expenditure;HP32: Dental practices;2022;0
2822;Total health related expenditure;HP32: Dental practices;2023;0
2823;Total health related expenditure;HP33 : Other health care practitioners;2021;54
2824;Total health related expenditure;HP33 : Other health care practitioners;2022;51
2825;Total health related expenditure;HP33 : Other health care practitioners;2023;54
2826;Total health related expenditure;HP34: Ambulatory health care centres;2021;148
2827;Total health related expenditure;HP34: Ambulatory health care centres;2022;163
2828;Total health related expenditure;HP34: Ambulatory health care centres;2023;178
2829;Total health related expenditure;HP35: Providers home healthcare services;2021;321
2830;Total health related expenditure;HP35: Providers home healthcare services;2022;413
2831;Total health related expenditure;HP35: Providers home healthcare services;2023;355
2832;Total health related expenditure;HP4: Providers of ancillary services;2021;0
2833;Total health related expenditure;HP4: Providers of ancillary services;2022;0
2834;Total health related expenditure;HP4: Providers of ancillary services;2023;0
2835;Total health related expenditure;HP41: Patient transportation, emergency;2021;0
2836;Total health related expenditure;HP41: Patient transportation, emergency;2022;0
2837;Total health related expenditure;HP41: Patient transportation, emergency;2023;0
2838;Total health related expenditure;HP42-49: Laboratories, other anc. serv.;2021;0
2839;Total health related expenditure;HP42-49: Laboratories, other anc. serv.;2022;0
2840;Total health related expenditure;HP42-49: Laboratories, other anc. serv.;2023;0
2841;Total health related expenditure;HP5: Retailers of medical goods;2021;662
2842;Total health related expenditure;HP5: Retailers of medical goods;2022;694
2843;Total health related expenditure;HP5: Retailers of medical goods;2023;784
2844;Total health related expenditure;HP51: Pharmacies;2021;0
2845;Total health related expenditure;HP51: Pharmacies;2022;0
2846;Total health related expenditure;HP51: Pharmacies;2023;0
2847;Total health related expenditure;HP52-59 : Suppl. med. appliances, other;2021;662
2848;Total health related expenditure;HP52-59 : Suppl. med. appliances, other;2022;694
2849;Total health related expenditure;HP52-59 : Suppl. med. appliances, other;2023;784
2850;Total health related expenditure;HP6: Providers of preventive care;2021;17
2851;Total health related expenditure;HP6: Providers of preventive care;2022;4
2852;Total health related expenditure;HP6: Providers of preventive care;2023;17
2853;Total health related expenditure;HP7: Healthcare adm. and financ.;2021;17
2854;Total health related expenditure;HP7: Healthcare adm. and financ.;2022;15
2855;Total health related expenditure;HP7: Healthcare adm. and financ.;2023;15
2856;Total health related expenditure;HP71: Government health administration;2021;0
2857;Total health related expenditure;HP71: Government health administration;2022;0
2858;Total health related expenditure;HP71: Government health administration;2023;0
2859;Total health related expenditure;HP72: Social health insurance agencies;2021;0
2860;Total health related expenditure;HP72: Social health insurance agencies;2022;0
2861;Total health related expenditure;HP72: Social health insurance agencies;2023;0
2862;Total health related expenditure;HP73: Providers of health insurance;2021;0
2863;Total health related expenditure;HP73: Providers of health insurance;2022;0
2864;Total health related expenditure;HP73: Providers of health insurance;2023;0
2865;Total health related expenditure;HP79: Other administration agencies;2021;17
2866;Total health related expenditure;HP79: Other administration agencies;2022;15
2867;Total health related expenditure;HP79: Other administration agencies;2023;15
2868;Total health related expenditure;HP8: Rest of economy;2021;2217
2869;Total health related expenditure;HP8: Rest of economy;2022;2244
2870;Total health related expenditure;HP8: Rest of economy;2023;2442
2871;Total health related expenditure;HP81: Households prov. home health care;2021;1497
2872;Total health related expenditure;HP81: Households prov. home health care;2022;1553
2873;Total health related expenditure;HP81: Households prov. home health care;2023;1663
2874;Total health related expenditure;HP82: Secondary providers of health care;2021;719
2875;Total health related expenditure;HP82: Secondary providers of health care;2022;691
2876;Total health related expenditure;HP82: Secondary providers of health care;2023;779
2877;Total health related expenditure;HP9: Rest of the world;2021;0
2878;Total health related expenditure;HP9: Rest of the world;2022;0
2879;Total health related expenditure;HP9: Rest of the world;2023;0
2880;HCR1: Long-term care (social);Total health care providers;2021;10517
2881;HCR1: Long-term care (social);Total health care providers;2022;10858
2882;HCR1: Long-term care (social);Total health care providers;2023;11813
2883;HCR1: Long-term care (social);HP1: Hospitals;2021;1583
2884;HCR1: Long-term care (social);HP1: Hospitals;2022;1695
2885;HCR1: Long-term care (social);HP1: Hospitals;2023;1910
2886;HCR1: Long-term care (social);HP11: General and university hospitals;2021;75
2887;HCR1: Long-term care (social);HP11: General and university hospitals;2022;79
2888;HCR1: Long-term care (social);HP11: General and university hospitals;2023;86
2889;HCR1: Long-term care (social);HP12: Mental health institutions,;2021;1508
2890;HCR1: Long-term care (social);HP12: Mental health institutions,;2022;1615
2891;HCR1: Long-term care (social);HP12: Mental health institutions,;2023;1823
2892;HCR1: Long-term care (social);HP13: Specialised hospitals;2021;0
2893;HCR1: Long-term care (social);HP13: Specialised hospitals;2022;1
2894;HCR1: Long-term care (social);HP13: Specialised hospitals;2023;1
2895;HCR1: Long-term care (social);HP2: Nursing and residential care facil.;2021;5499
2896;HCR1: Long-term care (social);HP2: Nursing and residential care facil.;2022;5579
2897;HCR1: Long-term care (social);HP2: Nursing and residential care facil.;2023;6057
2898;HCR1: Long-term care (social);HP21: Nursing care facilities;2021;1946
2899;HCR1: Long-term care (social);HP21: Nursing care facilities;2022;1930
2900;HCR1: Long-term care (social);HP21: Nursing care facilities;2023;2109
2901;HCR1: Long-term care (social);HP22-29: Facilities for the disabled;2021;3554
2902;HCR1: Long-term care (social);HP22-29: Facilities for the disabled;2022;3649
2903;HCR1: Long-term care (social);HP22-29: Facilities for the disabled;2023;3948
2904;HCR1: Long-term care (social);HP3: Providers of ambulatory health care;2021;523
2905;HCR1: Long-term care (social);HP3: Providers of ambulatory health care;2022;627
2906;HCR1: Long-term care (social);HP3: Providers of ambulatory health care;2023;587
2907;HCR1: Long-term care (social);HP31: Medical practices;2021;0
2908;HCR1: Long-term care (social);HP31: Medical practices;2022;0
2909;HCR1: Long-term care (social);HP31: Medical practices;2023;0
2910;HCR1: Long-term care (social);HP32: Dental practices;2021;0
2911;HCR1: Long-term care (social);HP32: Dental practices;2022;0
2912;HCR1: Long-term care (social);HP32: Dental practices;2023;0
2913;HCR1: Long-term care (social);HP33 : Other health care practitioners;2021;54
2914;HCR1: Long-term care (social);HP33 : Other health care practitioners;2022;51
2915;HCR1: Long-term care (social);HP33 : Other health care practitioners;2023;54
2916;HCR1: Long-term care (social);HP34: Ambulatory health care centres;2021;148
2917;HCR1: Long-term care (social);HP34: Ambulatory health care centres;2022;163
2918;HCR1: Long-term care (social);HP34: Ambulatory health care centres;2023;178
2919;HCR1: Long-term care (social);HP35: Providers home healthcare services;2021;321
2920;HCR1: Long-term care (social);HP35: Providers home healthcare services;2022;413
2921;HCR1: Long-term care (social);HP35: Providers home healthcare services;2023;355
2922;HCR1: Long-term care (social);HP4: Providers of ancillary services;2021;0
2923;HCR1: Long-term care (social);HP4: Providers of ancillary services;2022;0
2924;HCR1: Long-term care (social);HP4: Providers of ancillary services;2023;0
2925;HCR1: Long-term care (social);HP41: Patient transportation, emergency;2021;0
2926;HCR1: Long-term care (social);HP41: Patient transportation, emergency;2022;0
2927;HCR1: Long-term care (social);HP41: Patient transportation, emergency;2023;0
2928;HCR1: Long-term care (social);HP42-49: Laboratories, other anc. serv.;2021;0
2929;HCR1: Long-term care (social);HP42-49: Laboratories, other anc. serv.;2022;0
2930;HCR1: Long-term care (social);HP42-49: Laboratories, other anc. serv.;2023;0
2931;HCR1: Long-term care (social);HP5: Retailers of medical goods;2021;662
2932;HCR1: Long-term care (social);HP5: Retailers of medical goods;2022;694
2933;HCR1: Long-term care (social);HP5: Retailers of medical goods;2023;784
2934;HCR1: Long-term care (social);HP51: Pharmacies;2021;0
2935;HCR1: Long-term care (social);HP51: Pharmacies;2022;0
2936;HCR1: Long-term care (social);HP51: Pharmacies;2023;0
2937;HCR1: Long-term care (social);HP52-59 : Suppl. med. appliances, other;2021;662
2938;HCR1: Long-term care (social);HP52-59 : Suppl. med. appliances, other;2022;694
2939;HCR1: Long-term care (social);HP52-59 : Suppl. med. appliances, other;2023;784
2940;HCR1: Long-term care (social);HP6: Providers of preventive care;2021;17
2941;HCR1: Long-term care (social);HP6: Providers of preventive care;2022;4
2942;HCR1: Long-term care (social);HP6: Providers of preventive care;2023;17
2943;HCR1: Long-term care (social);HP7: Healthcare adm. and financ.;2021;17
2944;HCR1: Long-term care (social);HP7: Healthcare adm. and financ.;2022;15
2945;HCR1: Long-term care (social);HP7: Healthcare adm. and financ.;2023;15
2946;HCR1: Long-term care (social);HP71: Government health administration;2021;0
2947;HCR1: Long-term care (social);HP71: Government health administration;2022;0
2948;HCR1: Long-term care (social);HP71: Government health administration;2023;0
2949;HCR1: Long-term care (social);HP72: Social health insurance agencies;2021;0
2950;HCR1: Long-term care (social);HP72: Social health insurance agencies;2022;0
2951;HCR1: Long-term care (social);HP72: Social health insurance agencies;2023;0
2952;HCR1: Long-term care (social);HP73: Providers of health insurance;2021;0
2953;HCR1: Long-term care (social);HP73: Providers of health insurance;2022;0
2954;HCR1: Long-term care (social);HP73: Providers of health insurance;2023;0
2955;HCR1: Long-term care (social);HP79: Other administration agencies;2021;17
2956;HCR1: Long-term care (social);HP79: Other administration agencies;2022;15
2957;HCR1: Long-term care (social);HP79: Other administration agencies;2023;15
2958;HCR1: Long-term care (social);HP8: Rest of economy;2021;2217
2959;HCR1: Long-term care (social);HP8: Rest of economy;2022;2244
2960;HCR1: Long-term care (social);HP8: Rest of economy;2023;2442
2961;HCR1: Long-term care (social);HP81: Households prov. home health care;2021;1497
2962;HCR1: Long-term care (social);HP81: Households prov. home health care;2022;1553
2963;HCR1: Long-term care (social);HP81: Households prov. home health care;2023;1663
2964;HCR1: Long-term care (social);HP82: Secondary providers of health care;2021;719
