ID;Sex;Characteristics;CaribbeanNetherlands;Periods;Persons_1;PersonalGrossIncomeMean_2;PersonalGrossIncomeMedian_3;PersonalIncomeMean_4;PersonalIncomeMedian_5
3126;Female;Age: 60 years or older;Caribbean Netherlands;2017;1900.0;19.3;11.5;18.0;11.3
3127;Female;Age: 60 years or older;Caribbean Netherlands;2018;2050.0;19.5;11.6;18.0;11.5
3128;Female;Age: 60 years or older;Caribbean Netherlands;2019;2150.0;20.7;12.2;18.8;12.0
3129;Female;Age: 60 years or older;Caribbean Netherlands;2020;2300.0;21.4;13.2;19.7;12.9
3130;Female;Age: 60 years or older;Caribbean Netherlands;2021;2400.0;22.1;13.3;20.2;13.0
3131;Female;Age: 60 years or older;Caribbean Netherlands;2022;2500.0;23.9;15.6;21.9;15.3
3132;Female;Age: 60 years or older;Bonaire;2011;1150.0;14.8;7.9;14.5;7.9
3133;Female;Age: 60 years or older;Bonaire;2012;1200.0;14.7;8.4;14.4;8.4
3134;Female;Age: 60 years or older;Bonaire;2013;1300.0;15.9;8.6;15.6;8.6
3135;Female;Age: 60 years or older;Bonaire;2014;1300.0;16.6;8.7;16.2;8.7
3136;Female;Age: 60 years or older;Bonaire;2015;1400.0;17.3;8.8;16.7;8.8
3137;Female;Age: 60 years or older;Bonaire;2016;1450.0;18.7;9.5;17.3;9.1
3138;Female;Age: 60 years or older;Bonaire;2017;1550.0;19.1;9.6;17.8;9.3
3139;Female;Age: 60 years or older;Bonaire;2018;1650.0;18.8;9.7;17.4;9.4
3140;Female;Age: 60 years or older;Bonaire;2019;1750.0;19.8;11.3;18.0;11.0
3141;Female;Age: 60 years or older;Bonaire;2020;1850.0;20.3;12.7;18.9;12.5
3142;Female;Age: 60 years or older;Bonaire;2021;1950.0;21.3;12.6;19.5;12.3
3143;Female;Age: 60 years or older;Bonaire;2022;2050.0;23.1;15.1;21.2;14.9
3144;Female;Age: 60 years or older;St. Eustatius;2011;200.0;13.8;8.0;13.5;8.0
3145;Female;Age: 60 years or older;St. Eustatius;2012;200.0;14.1;9.0;13.8;9.0
3146;Female;Age: 60 years or older;St. Eustatius;2013;200.0;15.1;9.4;14.7;9.4
3147;Female;Age: 60 years or older;St. Eustatius;2014;200.0;14.9;9.5;14.5;9.5
3148;Female;Age: 60 years or older;St. Eustatius;2015;200.0;14.2;9.8;13.8;9.8
3149;Female;Age: 60 years or older;St. Eustatius;2016;200.0;18.8;10.6;16.7;10.6
3150;Female;Age: 60 years or older;St. Eustatius;2017;250.0;19.9;11.5;18.4;11.5
3151;Female;Age: 60 years or older;St. Eustatius;2018;250.0;21.5;12.2;19.0;12.2
3152;Female;Age: 60 years or older;St. Eustatius;2019;250.0;23.5;12.3;20.7;12.3
3153;Female;Age: 60 years or older;St. Eustatius;2020;250.0;25.0;15.0;21.8;14.3
3154;Female;Age: 60 years or older;St. Eustatius;2021;250.0;24.1;15.4;21.5;15.0
3155;Female;Age: 60 years or older;St. Eustatius;2022;250.0;26.6;17.7;23.9;16.9
3156;Female;Age: 60 years or older;Saba;2011;100.0;15.0;8.5;14.7;8.5
3157;Female;Age: 60 years or older;Saba;2012;100.0;16.6;9.3;16.2;9.3
3158;Female;Age: 60 years or older;Saba;2013;100.0;18.7;9.4;18.0;9.4
3159;Female;Age: 60 years or older;Saba;2014;150.0;20.5;10.3;19.5;10.3
3160;Female;Age: 60 years or older;Saba;2015;150.0;20.1;10.5;19.4;10.5
3161;Female;Age: 60 years or older;Saba;2016;150.0;20.3;13.5;19.3;13.1
3162;Female;Age: 60 years or older;Saba;2017;150.0;21.1;14.6;20.0;14.1
3163;Female;Age: 60 years or older;Saba;2018;150.0;23.7;16.7;22.4;15.7
3164;Female;Age: 60 years or older;Saba;2019;150.0;26.5;18.0;24.8;17.2
3165;Female;Age: 60 years or older;Saba;2020;150.0;28.4;20.6;26.9;20.4
3166;Female;Age: 60 years or older;Saba;2021;150.0;28.0;18.9;26.5;18.6
3167;Female;Age: 60 years or older;Saba;2022;150.0;29.5;19.7;28.2;19.2
3168;Female;SEC: employee and self-employed;Caribbean Netherlands;2011;4800.0;25.0;19.3;23.0;18.5
3169;Female;SEC: employee and self-employed;Caribbean Netherlands;2012;5050.0;26.2;20.1;24.1;19.3
3170;Female;SEC: employee and self-employed;Caribbean Netherlands;2013;5400.0;27.1;21.1;25.0;20.2
3171;Female;SEC: employee and self-employed;Caribbean Netherlands;2014;5700.0;28.1;21.5;25.8;20.7
3172;Female;SEC: employee and self-employed;Caribbean Netherlands;2015;5850.0;29.6;22.8;27.0;21.7
3173;Female;SEC: employee and self-employed;Caribbean Netherlands;2016;6000.0;30.4;23.2;27.4;22.3
3174;Female;SEC: employee and self-employed;Caribbean Netherlands;2017;6350.0;31.4;23.5;28.3;22.6
3175;Female;SEC: employee and self-employed;Caribbean Netherlands;2018;6600.0;31.4;23.8;28.4;23.0
3176;Female;SEC: employee and self-employed;Caribbean Netherlands;2019;7000.0;31.7;23.5;28.5;22.9
3177;Female;SEC: employee and self-employed;Caribbean Netherlands;2020;7150.0;32.2;23.9;29.1;23.1
3178;Female;SEC: employee and self-employed;Caribbean Netherlands;2021;7400.0;33.4;24.3;30.2;23.5
3179;Female;SEC: employee and self-employed;Caribbean Netherlands;2022;7700.0;35.0;26.5;31.5;25.3
3180;Female;SEC: employee and self-employed;Bonaire;2011;3850.0;24.1;18.4;22.3;17.7
3181;Female;SEC: employee and self-employed;Bonaire;2012;4100.0;25.1;19.1;23.2;18.5
3182;Female;SEC: employee and self-employed;Bonaire;2013;4400.0;26.0;20.1;24.0;19.3
3183;Female;SEC: employee and self-employed;Bonaire;2014;4650.0;26.8;20.3;24.7;19.6
3184;Female;SEC: employee and self-employed;Bonaire;2015;4750.0;28.4;21.8;26.0;20.9
3185;Female;SEC: employee and self-employed;Bonaire;2016;4900.0;29.5;22.3;26.6;21.4
3186;Female;SEC: employee and self-employed;Bonaire;2017;5150.0;30.5;22.6;27.4;21.7
3187;Female;SEC: employee and self-employed;Bonaire;2018;5400.0;30.4;23.1;27.6;22.1
3188;Female;SEC: employee and self-employed;Bonaire;2019;5700.0;30.5;22.7;27.5;22.1
3189;Female;SEC: employee and self-employed;Bonaire;2020;5900.0;30.9;22.7;28.0;22.1
3190;Female;SEC: employee and self-employed;Bonaire;2021;6100.0;32.3;23.2;29.2;22.5
3191;Female;SEC: employee and self-employed;Bonaire;2022;6400.0;33.8;25.2;30.4;24.1
3192;Female;SEC: employee and self-employed;St. Eustatius;2011;550.0;28.9;23.8;26.1;22.2
3193;Female;SEC: employee and self-employed;St. Eustatius;2012;600.0;31.0;25.1;28.1;23.8
3194;Female;SEC: employee and self-employed;St. Eustatius;2013;650.0;32.8;26.8;29.7;25.3
3195;Female;SEC: employee and self-employed;St. Eustatius;2014;650.0;34.3;30.0;31.2;27.8
3196;Female;SEC: employee and self-employed;St. Eustatius;2015;650.0;35.4;30.8;32.0;28.5
3197;Female;SEC: employee and self-employed;St. Eustatius;2016;650.0;36.3;31.1;32.6;28.3
3198;Female;SEC: employee and self-employed;St. Eustatius;2017;700.0;37.1;30.2;33.6;28.8
3199;Female;SEC: employee and self-employed;St. Eustatius;2018;750.0;37.1;29.0;33.1;26.8
3200;Female;SEC: employee and self-employed;St. Eustatius;2019;800.0;37.9;28.0;34.0;27.0
3201;Female;SEC: employee and self-employed;St. Eustatius;2020;800.0;38.7;28.6;34.5;27.2
3202;Female;SEC: employee and self-employed;St. Eustatius;2021;850.0;37.9;29.3;34.4;28.0
3203;Female;SEC: employee and self-employed;St. Eustatius;2022;850.0;40.1;31.4;36.2;30.1
3204;Female;SEC: employee and self-employed;Saba;2011;350.0;28.0;23.3;25.6;21.7
3205;Female;SEC: employee and self-employed;Saba;2012;350.0;30.2;24.4;27.4;22.7
3206;Female;SEC: employee and self-employed;Saba;2013;400.0;30.7;25.3;27.8;23.5
3207;Female;SEC: employee and self-employed;Saba;2014;400.0;32.8;26.1;29.7;24.2
3208;Female;SEC: employee and self-employed;Saba;2015;400.0;33.2;25.8;29.8;24.0
3209;Female;SEC: employee and self-employed;Saba;2016;450.0;32.3;24.3;29.2;23.7
3210;Female;SEC: employee and self-employed;Saba;2017;450.0;32.7;25.7;29.6;23.9
3211;Female;SEC: employee and self-employed;Saba;2018;450.0;34.0;26.3;30.7;25.4
3212;Female;SEC: employee and self-employed;Saba;2019;500.0;35.2;26.6;31.6;25.8
3213;Female;SEC: employee and self-employed;Saba;2020;450.0;37.3;28.8;33.8;27.7
3214;Female;SEC: employee and self-employed;Saba;2021;500.0;38.8;31.3;35.5;29.8
3215;Female;SEC: employee and self-employed;Saba;2022;500.0;42.4;32.8;38.6;31.2
3216;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2011;1300.0;7.6;7.9;7.6;7.9
3217;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2012;1250.0;7.8;8.4;7.8;8.4
3218;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2013;1350.0;7.8;8.6;7.7;8.6
3219;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2014;1350.0;8.1;8.7;8.1;8.7
3220;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2015;1450.0;7.4;8.8;7.4;8.8
3221;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2016;1700.0;7.2;7.9;7.0;7.9
3222;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2017;1750.0;7.3;7.6;7.1;7.6
3223;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2018;1700.0;7.3;7.8;7.2;7.8
3224;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2019;1650.0;7.6;7.8;7.4;7.8
3225;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2020;1750.0;8.8;9.9;8.6;9.8
3226;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2021;1850.0;8.6;9.6;8.4;9.4
3227;Female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2022;1950.0;9.6;10.0;9.3;9.9
3228;Female;SEC: benefit recipient and pensioner;Bonaire;2011;1050.0;7.5;7.9;7.5;7.9
3229;Female;SEC: benefit recipient and pensioner;Bonaire;2012;1000.0;7.7;8.4;7.7;8.4
3230;Female;SEC: benefit recipient and pensioner;Bonaire;2013;1100.0;7.7;8.6;7.6;8.6
3231;Female;SEC: benefit recipient and pensioner;Bonaire;2014;1050.0;8.0;8.7;8.0;8.7
3232;Female;SEC: benefit recipient and pensioner;Bonaire;2015;1150.0;7.3;8.8;7.3;8.8
3233;Female;SEC: benefit recipient and pensioner;Bonaire;2016;1350.0;7.1;7.9;6.9;7.9
3234;Female;SEC: benefit recipient and pensioner;Bonaire;2017;1400.0;7.2;7.6;7.0;7.6
3235;Female;SEC: benefit recipient and pensioner;Bonaire;2018;1350.0;7.1;7.8;7.0;7.8
3236;Female;SEC: benefit recipient and pensioner;Bonaire;2019;1300.0;7.4;7.7;7.2;7.6
3237;Female;SEC: benefit recipient and pensioner;Bonaire;2020;1400.0;8.3;9.7;8.1;9.5
3238;Female;SEC: benefit recipient and pensioner;Bonaire;2021;1500.0;8.1;9.2;8.0;9.1
3239;Female;SEC: benefit recipient and pensioner;Bonaire;2022;1550.0;9.2;9.8;8.9;9.6
3240;Female;SEC: benefit recipient and pensioner;St. Eustatius;2011;150.0;8.2;8.0;8.2;8.0
3241;Female;SEC: benefit recipient and pensioner;St. Eustatius;2012;150.0;7.9;9.0;7.9;9.0
3242;Female;SEC: benefit recipient and pensioner;St. Eustatius;2013;150.0;7.7;9.2;7.7;9.2
3243;Female;SEC: benefit recipient and pensioner;St. Eustatius;2014;150.0;7.6;9.0;7.6;9.0
3244;Female;SEC: benefit recipient and pensioner;St. Eustatius;2015;200.0;7.2;8.1;7.2;8.1
3245;Female;SEC: benefit recipient and pensioner;St. Eustatius;2016;250.0;6.9;6.3;6.6;6.3
3246;Female;SEC: benefit recipient and pensioner;St. Eustatius;2017;250.0;7.1;6.1;6.8;6.1
3247;Female;SEC: benefit recipient and pensioner;St. Eustatius;2018;250.0;7.7;7.3;7.5;7.2
3248;Female;SEC: benefit recipient and pensioner;St. Eustatius;2019;250.0;7.9;8.0;7.7;7.9
3249;Female;SEC: benefit recipient and pensioner;St. Eustatius;2020;250.0;9.8;9.7;9.5;9.7
3250;Female;SEC: benefit recipient and pensioner;St. Eustatius;2021;250.0;9.7;9.8;9.2;9.8
3251;Female;SEC: benefit recipient and pensioner;St. Eustatius;2022;250.0;10.9;10.7;10.6;10.7
3252;Female;SEC: benefit recipient and pensioner;Saba;2011;100.0;;;;
3253;Female;SEC: benefit recipient and pensioner;Saba;2012;100.0;;;;
3254;Female;SEC: benefit recipient and pensioner;Saba;2013;100.0;;;;
3255;Female;SEC: benefit recipient and pensioner;Saba;2014;100.0;;;;
3256;Female;SEC: benefit recipient and pensioner;Saba;2015;100.0;;;;
3257;Female;SEC: benefit recipient and pensioner;Saba;2016;100.0;8.8;10.1;8.4;9.9
3258;Female;SEC: benefit recipient and pensioner;Saba;2017;100.0;9.2;9.9;8.8;9.9
3259;Female;SEC: benefit recipient and pensioner;Saba;2018;100.0;;;;
3260;Female;SEC: benefit recipient and pensioner;Saba;2019;100.0;;;;
3261;Female;SEC: benefit recipient and pensioner;Saba;2020;100.0;12.7;12.7;12.2;12.7
3262;Female;SEC: benefit recipient and pensioner;Saba;2021;100.0;12.7;12.8;12.2;12.8
3263;Female;SEC: benefit recipient and pensioner;Saba;2022;150.0;12.0;13.0;11.9;13.1
3264;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2011;;;;;
3265;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2012;;;;;
3266;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2013;;;;;
3267;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2014;;;;;
3268;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2015;;;;;
3269;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2016;2200.0;5.1;4.9;4.9;4.7
3270;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2017;2350.0;5.2;5.1;5.0;4.9
3271;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2018;2400.0;5.3;5.5;5.1;5.3
3272;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2019;2450.0;5.5;5.7;5.2;5.5
3273;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2020;2500.0;6.2;6.2;6.0;6.1
3274;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2021;2500.0;6.0;5.9;5.7;5.8
3275;Female;Personal income: 1st 25%-group;Caribbean Netherlands;2022;2650.0;6.2;6.0;5.9;5.8
3276;Female;Personal income: 1st 25%-group;Bonaire;2011;1450.0;4.7;4.9;4.6;4.9
3277;Female;Personal income: 1st 25%-group;Bonaire;2012;1500.0;5.0;5.2;4.9;5.1
3278;Female;Personal income: 1st 25%-group;Bonaire;2013;1600.0;5.0;5.1;5.0;5.0
3279;Female;Personal income: 1st 25%-group;Bonaire;2014;1650.0;5.2;5.6;5.2;5.4
3280;Female;Personal income: 1st 25%-group;Bonaire;2015;1600.0;5.1;5.2;5.0;5.2
3281;Female;Personal income: 1st 25%-group;Bonaire;2016;1750.0;4.9;4.7;4.7;4.5
3282;Female;Personal income: 1st 25%-group;Bonaire;2017;1850.0;5.0;4.8;4.8;4.7
3283;Female;Personal income: 1st 25%-group;Bonaire;2018;1950.0;5.1;5.3;4.9;5.2
3284;Female;Personal income: 1st 25%-group;Bonaire;2019;2000.0;5.3;5.5;5.1;5.3
3285;Female;Personal income: 1st 25%-group;Bonaire;2020;2050.0;5.9;6.0;5.7;5.9
3286;Female;Personal income: 1st 25%-group;Bonaire;2021;2100.0;5.8;5.7;5.4;5.5
3287;Female;Personal income: 1st 25%-group;Bonaire;2022;2200.0;6.1;5.8;5.7;5.6
3288;Female;Personal income: 1st 25%-group;St. Eustatius;2011;200.0;5.8;6.5;5.7;6.4
3289;Female;Personal income: 1st 25%-group;St. Eustatius;2012;200.0;5.7;6.5;5.6;6.4
3290;Female;Personal income: 1st 25%-group;St. Eustatius;2013;250.0;6.2;6.9;6.1;6.8
3291;Female;Personal income: 1st 25%-group;St. Eustatius;2014;250.0;6.1;6.5;6.0;6.5
3292;Female;Personal income: 1st 25%-group;St. Eustatius;2015;250.0;5.8;6.3;5.8;6.2
3293;Female;Personal income: 1st 25%-group;St. Eustatius;2016;250.0;5.4;5.0;5.1;4.9
3294;Female;Personal income: 1st 25%-group;St. Eustatius;2017;300.0;5.6;5.1;5.4;5.1
3295;Female;Personal income: 1st 25%-group;St. Eustatius;2018;300.0;5.3;5.3;5.2;4.9
3296;Female;Personal income: 1st 25%-group;St. Eustatius;2019;300.0;5.4;5.7;5.3;5.5
3297;Female;Personal income: 1st 25%-group;St. Eustatius;2020;250.0;6.7;6.7;6.5;6.5
3298;Female;Personal income: 1st 25%-group;St. Eustatius;2021;300.0;6.2;6.7;6.0;6.6
3299;Female;Personal income: 1st 25%-group;St. Eustatius;2022;300.0;6.5;6.6;6.5;6.6
3300;Female;Personal income: 1st 25%-group;Saba;2011;100.0;5.6;6.7;5.6;6.7
3301;Female;Personal income: 1st 25%-group;Saba;2012;150.0;7.0;8.4;6.9;8.1
3302;Female;Personal income: 1st 25%-group;Saba;2013;150.0;6.7;7.3;6.6;7.1
3303;Female;Personal income: 1st 25%-group;Saba;2014;150.0;7.9;10.0;7.8;9.8
3304;Female;Personal income: 1st 25%-group;Saba;2015;150.0;6.7;6.8;6.6;6.6
3305;Female;Personal income: 1st 25%-group;Saba;2016;150.0;6.6;6.8;6.4;6.6
3306;Female;Personal income: 1st 25%-group;Saba;2017;150.0;7.6;7.7;7.2;7.6
3307;Female;Personal income: 1st 25%-group;Saba;2018;150.0;7.5;7.7;7.0;7.5
3308;Female;Personal income: 1st 25%-group;Saba;2019;150.0;7.5;7.6;7.0;7.5
3309;Female;Personal income: 1st 25%-group;Saba;2020;150.0;9.0;9.7;8.4;9.5
3310;Female;Personal income: 1st 25%-group;Saba;2021;150.0;9.0;9.7;8.4;9.3
3311;Female;Personal income: 1st 25%-group;Saba;2022;150.0;7.4;7.5;7.3;7.4
3312;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2011;;;;;
3313;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2012;;;;;
3314;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2013;;;;;
3315;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2014;;;;;
3316;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2015;;;;;
3317;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2016;2050.0;14.5;14.2;13.9;13.9
3318;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2017;2150.0;15.0;14.7;14.5;14.2
3319;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2018;2200.0;15.4;14.9;14.8;14.6
3320;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2019;2200.0;15.6;15.4;15.0;15.0
3321;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2020;2300.0;15.9;15.4;15.3;15.2
3322;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2021;2400.0;15.9;15.5;15.2;15.2
3323;Female;Personal income: 2nd 25%-group;Caribbean Netherlands;2022;2450.0;17.4;16.6;16.5;16.2
3324;Female;Personal income: 2nd 25%-group;Bonaire;2011;1250.0;11.9;11.8;11.5;11.4
3325;Female;Personal income: 2nd 25%-group;Bonaire;2012;1350.0;12.4;12.3;12.0;12.0
3326;Female;Personal income: 2nd 25%-group;Bonaire;2013;1450.0;12.9;12.8;12.5;12.5
3327;Female;Personal income: 2nd 25%-group;Bonaire;2014;1500.0;13.3;13.2;13.0;13.0
3328;Female;Personal income: 2nd 25%-group;Bonaire;2015;1550.0;13.5;13.4;13.1;13.2
3329;Female;Personal income: 2nd 25%-group;Bonaire;2016;1650.0;14.0;13.8;13.4;13.4
3330;Female;Personal income: 2nd 25%-group;Bonaire;2017;1750.0;14.3;14.1;13.8;13.8
3331;Female;Personal income: 2nd 25%-group;Bonaire;2018;1750.0;14.8;14.5;14.2;14.2
3332;Female;Personal income: 2nd 25%-group;Bonaire;2019;1800.0;15.1;14.9;14.5;14.6
3333;Female;Personal income: 2nd 25%-group;Bonaire;2020;1850.0;15.3;14.8;14.7;14.6
3334;Female;Personal income: 2nd 25%-group;Bonaire;2021;1950.0;15.2;14.9;14.5;14.6
3335;Female;Personal income: 2nd 25%-group;Bonaire;2022;2000.0;16.9;16.0;15.8;15.9
3336;Female;Personal income: 2nd 25%-group;St. Eustatius;2011;200.0;14.6;14.1;14.0;13.4
3337;Female;Personal income: 2nd 25%-group;St. Eustatius;2012;200.0;15.9;16.0;15.3;15.6
3338;Female;Personal income: 2nd 25%-group;St. Eustatius;2013;250.0;16.8;16.5;16.1;16.0
3339;Female;Personal income: 2nd 25%-group;St. Eustatius;2014;250.0;16.7;16.2;16.1;15.7
3340;Female;Personal income: 2nd 25%-group;St. Eustatius;2015;250.0;17.1;16.8;16.4;16.2
3341;Female;Personal income: 2nd 25%-group;St. Eustatius;2016;250.0;16.7;16.4;16.1;16.1
3342;Female;Personal income: 2nd 25%-group;St. Eustatius;2017;250.0;18.5;18.3;17.8;17.8
3343;Female;Personal income: 2nd 25%-group;St. Eustatius;2018;300.0;18.2;18.0;17.5;17.7
3344;Female;Personal income: 2nd 25%-group;St. Eustatius;2019;300.0;17.6;17.0;16.9;16.6
3345;Female;Personal income: 2nd 25%-group;St. Eustatius;2020;300.0;18.4;17.9;17.8;17.6
3346;Female;Personal income: 2nd 25%-group;St. Eustatius;2021;300.0;18.4;18.1;17.7;17.5
3347;Female;Personal income: 2nd 25%-group;St. Eustatius;2022;300.0;19.6;19.3;19.1;19.1
3348;Female;Personal income: 2nd 25%-group;Saba;2011;150.0;13.0;12.6;12.6;12.3
3349;Female;Personal income: 2nd 25%-group;Saba;2012;100.0;15.4;15.2;14.9;15.0
3350;Female;Personal income: 2nd 25%-group;Saba;2013;100.0;15.6;15.6;15.0;15.4
3351;Female;Personal income: 2nd 25%-group;Saba;2014;150.0;16.8;16.5;16.2;16.2
3352;Female;Personal income: 2nd 25%-group;Saba;2015;150.0;15.4;15.0;14.9;14.8
3353;Female;Personal income: 2nd 25%-group;Saba;2016;150.0;16.5;15.8;15.6;15.4
3354;Female;Personal income: 2nd 25%-group;Saba;2017;150.0;16.8;15.9;16.2;15.4
3355;Female;Personal income: 2nd 25%-group;Saba;2018;150.0;18.2;17.0;17.2;16.6
3356;Female;Personal income: 2nd 25%-group;Saba;2019;150.0;18.3;17.6;17.7;17.0
3357;Female;Personal income: 2nd 25%-group;Saba;2020;150.0;19.5;19.1;19.0;18.6
3358;Female;Personal income: 2nd 25%-group;Saba;2021;150.0;19.6;19.4;19.3;19.2
3359;Female;Personal income: 2nd 25%-group;Saba;2022;150.0;20.5;19.5;19.8;19.0
3360;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2011;;;;;
3361;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2012;;;;;
3362;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2013;;;;;
3363;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2014;;;;;
3364;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2015;;;;;
3365;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2016;1750.0;28.6;26.9;26.2;25.6
3366;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2017;1750.0;29.8;27.9;27.3;26.5
3367;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2018;1850.0;30.0;28.2;27.5;26.7
3368;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2019;1950.0;29.6;27.4;27.2;26.4
3369;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2020;2000.0;28.8;27.2;27.0;26.4
3370;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2021;2050.0;29.5;27.8;27.4;26.8
3371;Female;Personal income: 3rd 25%-group;Caribbean Netherlands;2022;2200.0;31.4;29.5;28.9;28.2
3372;Female;Personal income: 3rd 25%-group;Bonaire;2011;1100.0;22.6;22.3;21.4;21.1
3373;Female;Personal income: 3rd 25%-group;Bonaire;2012;1100.0;23.6;23.1;22.3;22.0
3374;Female;Personal income: 3rd 25%-group;Bonaire;2013;1200.0;24.6;24.1;23.2;23.0
3375;Female;Personal income: 3rd 25%-group;Bonaire;2014;1250.0;25.3;24.7;23.9;23.5
3376;Female;Personal income: 3rd 25%-group;Bonaire;2015;1350.0;25.8;25.1;24.3;23.9
3377;Female;Personal income: 3rd 25%-group;Bonaire;2016;1400.0;26.9;25.5;24.9;24.4
3378;Female;Personal income: 3rd 25%-group;Bonaire;2017;1400.0;27.9;26.2;25.6;25.1
3379;Female;Personal income: 3rd 25%-group;Bonaire;2018;1450.0;28.3;26.8;26.2;25.5
3380;Female;Personal income: 3rd 25%-group;Bonaire;2019;1550.0;28.0;26.0;25.8;25.3
3381;Female;Personal income: 3rd 25%-group;Bonaire;2020;1600.0;27.3;26.0;25.6;25.1
3382;Female;Personal income: 3rd 25%-group;Bonaire;2021;1650.0;28.0;26.4;26.0;25.5
3383;Female;Personal income: 3rd 25%-group;Bonaire;2022;1800.0;29.8;28.1;27.5;27.0
3384;Female;Personal income: 3rd 25%-group;St. Eustatius;2011;200.0;32.4;32.2;29.2;29.1
3385;Female;Personal income: 3rd 25%-group;St. Eustatius;2012;200.0;35.2;35.0;31.7;31.4
3386;Female;Personal income: 3rd 25%-group;St. Eustatius;2013;200.0;36.8;37.0;33.4;33.6
3387;Female;Personal income: 3rd 25%-group;St. Eustatius;2014;200.0;38.1;36.8;34.7;34.4
3388;Female;Personal income: 3rd 25%-group;St. Eustatius;2015;200.0;39.3;37.5;35.8;34.4
3389;Female;Personal income: 3rd 25%-group;St. Eustatius;2016;250.0;37.5;35.8;33.7;33.1
3390;Female;Personal income: 3rd 25%-group;St. Eustatius;2017;250.0;40.9;39.6;37.0;36.4
3391;Female;Personal income: 3rd 25%-group;St. Eustatius;2018;250.0;39.1;38.2;34.8;34.2
3392;Female;Personal income: 3rd 25%-group;St. Eustatius;2019;250.0;37.4;35.0;34.6;34.0
3393;Female;Personal income: 3rd 25%-group;St. Eustatius;2020;250.0;36.4;35.0;33.7;32.9
3394;Female;Personal income: 3rd 25%-group;St. Eustatius;2021;250.0;36.3;34.2;33.6;32.7
3395;Female;Personal income: 3rd 25%-group;St. Eustatius;2022;300.0;38.0;35.3;34.8;33.5
3396;Female;Personal income: 3rd 25%-group;Saba;2011;100.0;26.2;25.7;24.0;23.2
3397;Female;Personal income: 3rd 25%-group;Saba;2012;100.0;28.7;27.9;26.3;25.6
3398;Female;Personal income: 3rd 25%-group;Saba;2013;100.0;28.9;28.7;26.6;26.5
3399;Female;Personal income: 3rd 25%-group;Saba;2014;100.0;30.1;29.4;27.7;27.5
3400;Female;Personal income: 3rd 25%-group;Saba;2015;150.0;30.3;29.9;27.7;27.4
3401;Female;Personal income: 3rd 25%-group;Saba;2016;100.0;31.0;30.6;28.3;27.7
3402;Female;Personal income: 3rd 25%-group;Saba;2017;100.0;30.6;29.8;28.4;27.8
3403;Female;Personal income: 3rd 25%-group;Saba;2018;150.0;32.2;31.0;29.7;29.0
3404;Female;Personal income: 3rd 25%-group;Saba;2019;150.0;32.9;32.1;29.9;29.4
