ID;SectorBranches;TypeOfBankruptcy;Periods;PronouncedBankruptcies_1;BusinessAgeInEventOfBankruptcy_2;EmployeesInEventOfBankruptcy_3
2223;R Culture, sports and recreation;Companies and institutions;2019 4th quarter;14;8.8;36.0
2224;R Culture, sports and recreation;Companies and institutions;2019;55;8.6;206.0
2225;R Culture, sports and recreation;Companies and institutions;2020 1st quarter;19;10.2;51.0
2226;R Culture, sports and recreation;Companies and institutions;2020 2nd quarter;21;11.0;126.0
2227;R Culture, sports and recreation;Companies and institutions;2020 3rd quarter;18;7.2;45.0
2228;R Culture, sports and recreation;Companies and institutions;2020 4th quarter;15;8.9;4.0
2229;R Culture, sports and recreation;Companies and institutions;2020;73;9.4;226.0
2230;R Culture, sports and recreation;Companies and institutions;2021 1st quarter;8;10.2;9.0
2231;R Culture, sports and recreation;Companies and institutions;2021 2nd quarter;4;11.4;6.0
2232;R Culture, sports and recreation;Companies and institutions;2021 3rd quarter;4;16.9;7.0
2233;R Culture, sports and recreation;Companies and institutions;2021 4th quarter;6;4.9;34.0
2234;R Culture, sports and recreation;Companies and institutions;2021;22;10.2;56.0
2235;R Culture, sports and recreation;Companies and institutions;2022 1st quarter;5;5.7;33.0
2236;R Culture, sports and recreation;Companies and institutions;2022 2nd quarter;8;10.4;52.0
2237;R Culture, sports and recreation;Companies and institutions;2022 3rd quarter;5;8.0;8.0
2238;R Culture, sports and recreation;Companies and institutions;2022 4th quarter;10;13.7;16.0
2239;R Culture, sports and recreation;Companies and institutions;2022;28;10.3;108.0
2240;R Culture, sports and recreation;Natural persons with sole proprietorship;2015 1st quarter;4;10.9;9.0
2241;R Culture, sports and recreation;Natural persons with sole proprietorship;2015 2nd quarter;0;;
2242;R Culture, sports and recreation;Natural persons with sole proprietorship;2015 3rd quarter;7;9.5;11.0
2243;R Culture, sports and recreation;Natural persons with sole proprietorship;2015 4th quarter;6;7.7;11.0
2244;R Culture, sports and recreation;Natural persons with sole proprietorship;2015;17;9.2;31.0
2245;R Culture, sports and recreation;Natural persons with sole proprietorship;2016 1st quarter;4;8.5;6.0
2246;R Culture, sports and recreation;Natural persons with sole proprietorship;2016 2nd quarter;0;;
2247;R Culture, sports and recreation;Natural persons with sole proprietorship;2016 3rd quarter;2;9.7;2.0
2248;R Culture, sports and recreation;Natural persons with sole proprietorship;2016 4th quarter;6;4.1;7.0
2249;R Culture, sports and recreation;Natural persons with sole proprietorship;2016;12;6.5;15.0
2250;R Culture, sports and recreation;Natural persons with sole proprietorship;2017 1st quarter;0;;
2251;R Culture, sports and recreation;Natural persons with sole proprietorship;2017 2nd quarter;3;5.0;3.0
2252;R Culture, sports and recreation;Natural persons with sole proprietorship;2017 3rd quarter;3;14.1;13.0
2253;R Culture, sports and recreation;Natural persons with sole proprietorship;2017 4th quarter;2;5.3;2.0
2254;R Culture, sports and recreation;Natural persons with sole proprietorship;2017;8;8.5;18.0
2255;R Culture, sports and recreation;Natural persons with sole proprietorship;2018 1st quarter;3;5.1;3.0
2256;R Culture, sports and recreation;Natural persons with sole proprietorship;2018 2nd quarter;1;;1.0
2257;R Culture, sports and recreation;Natural persons with sole proprietorship;2018 3rd quarter;2;5.3;1.0
2258;R Culture, sports and recreation;Natural persons with sole proprietorship;2018 4th quarter;2;3.4;2.0
2259;R Culture, sports and recreation;Natural persons with sole proprietorship;2018;8;4.7;7.0
2260;R Culture, sports and recreation;Natural persons with sole proprietorship;2019 1st quarter;3;10.8;12.0
2261;R Culture, sports and recreation;Natural persons with sole proprietorship;2019 2nd quarter;2;12.3;3.0
2262;R Culture, sports and recreation;Natural persons with sole proprietorship;2019 3rd quarter;1;4.1;1.0
2263;R Culture, sports and recreation;Natural persons with sole proprietorship;2019 4th quarter;3;4.4;5.0
2264;R Culture, sports and recreation;Natural persons with sole proprietorship;2019;9;7.9;21.0
2265;R Culture, sports and recreation;Natural persons with sole proprietorship;2020 1st quarter;3;7.5;3.0
2266;R Culture, sports and recreation;Natural persons with sole proprietorship;2020 2nd quarter;1;7.3;1.0
2267;R Culture, sports and recreation;Natural persons with sole proprietorship;2020 3rd quarter;2;6.8;2.0
2268;R Culture, sports and recreation;Natural persons with sole proprietorship;2020 4th quarter;1;3.4;0.0
2269;R Culture, sports and recreation;Natural persons with sole proprietorship;2020;7;6.7;6.0
2270;R Culture, sports and recreation;Natural persons with sole proprietorship;2021 1st quarter;1;8.7;4.0
2271;R Culture, sports and recreation;Natural persons with sole proprietorship;2021 2nd quarter;1;6.9;1.0
2272;R Culture, sports and recreation;Natural persons with sole proprietorship;2021 3rd quarter;0;;
2273;R Culture, sports and recreation;Natural persons with sole proprietorship;2021 4th quarter;0;;
2274;R Culture, sports and recreation;Natural persons with sole proprietorship;2021;2;7.8;5.0
2275;R Culture, sports and recreation;Natural persons with sole proprietorship;2022 1st quarter;3;4.7;7.0
2276;R Culture, sports and recreation;Natural persons with sole proprietorship;2022 2nd quarter;0;;
2277;R Culture, sports and recreation;Natural persons with sole proprietorship;2022 3rd quarter;1;3.5;1.0
2278;R Culture, sports and recreation;Natural persons with sole proprietorship;2022 4th quarter;0;;
2279;R Culture, sports and recreation;Natural persons with sole proprietorship;2022;4;4.4;8.0
2280;S Other service activities;Total entities with/without legal pers.;2015 1st quarter;23;11.4;85.0
2281;S Other service activities;Total entities with/without legal pers.;2015 2nd quarter;31;8.2;159.0
2282;S Other service activities;Total entities with/without legal pers.;2015 3rd quarter;22;9.4;48.0
2283;S Other service activities;Total entities with/without legal pers.;2015 4th quarter;12;8.0;50.0
2284;S Other service activities;Total entities with/without legal pers.;2015;88;9.3;342.0
2285;S Other service activities;Total entities with/without legal pers.;2016 1st quarter;22;8.4;50.0
2286;S Other service activities;Total entities with/without legal pers.;2016 2nd quarter;27;10.4;148.0
2287;S Other service activities;Total entities with/without legal pers.;2016 3rd quarter;21;10.4;121.0
2288;S Other service activities;Total entities with/without legal pers.;2016 4th quarter;14;16.8;32.0
2289;S Other service activities;Total entities with/without legal pers.;2016;84;11.0;351.0
2290;S Other service activities;Total entities with/without legal pers.;2017 1st quarter;26;11.8;85.0
2291;S Other service activities;Total entities with/without legal pers.;2017 2nd quarter;15;8.0;74.0
2292;S Other service activities;Total entities with/without legal pers.;2017 3rd quarter;13;4.7;23.0
2293;S Other service activities;Total entities with/without legal pers.;2017 4th quarter;19;8.2;49.0
2294;S Other service activities;Total entities with/without legal pers.;2017;73;8.9;231.0
2295;S Other service activities;Total entities with/without legal pers.;2018 1st quarter;29;6.5;324.0
2296;S Other service activities;Total entities with/without legal pers.;2018 2nd quarter;11;3.1;60.0
2297;S Other service activities;Total entities with/without legal pers.;2018 3rd quarter;12;9.3;44.0
2298;S Other service activities;Total entities with/without legal pers.;2018 4th quarter;26;8.9;203.0
2299;S Other service activities;Total entities with/without legal pers.;2018;78;7.3;632.0
2300;S Other service activities;Total entities with/without legal pers.;2019 1st quarter;24;6.9;59.0
2301;S Other service activities;Total entities with/without legal pers.;2019 2nd quarter;16;6.3;41.0
2302;S Other service activities;Total entities with/without legal pers.;2019 3rd quarter;15;7.5;58.0
2303;S Other service activities;Total entities with/without legal pers.;2019 4th quarter;15;7.1;215.0
2304;S Other service activities;Total entities with/without legal pers.;2019;70;7.0;372.0
2305;S Other service activities;Total entities with/without legal pers.;2020 1st quarter;20;7.8;216.0
2306;S Other service activities;Total entities with/without legal pers.;2020 2nd quarter;36;10.0;140.0
2307;S Other service activities;Total entities with/without legal pers.;2020 3rd quarter;9;10.9;67.0
2308;S Other service activities;Total entities with/without legal pers.;2020 4th quarter;12;9.2;26.0
2309;S Other service activities;Total entities with/without legal pers.;2020;77;9.4;450.0
2310;S Other service activities;Total entities with/without legal pers.;2021 1st quarter;12;4.2;21.0
2311;S Other service activities;Total entities with/without legal pers.;2021 2nd quarter;7;19.3;5.0
2312;S Other service activities;Total entities with/without legal pers.;2021 3rd quarter;4;13.6;26.0
2313;S Other service activities;Total entities with/without legal pers.;2021 4th quarter;5;3.0;8.0
2314;S Other service activities;Total entities with/without legal pers.;2021;28;9.3;59.0
2315;S Other service activities;Total entities with/without legal pers.;2022 1st quarter;7;11.8;35.0
2316;S Other service activities;Total entities with/without legal pers.;2022 2nd quarter;7;8.7;77.0
2317;S Other service activities;Total entities with/without legal pers.;2022 3rd quarter;16;5.4;98.0
2318;S Other service activities;Total entities with/without legal pers.;2022 4th quarter;21;10.2;66.0
2319;S Other service activities;Total entities with/without legal pers.;2022;51;8.7;276.0
2320;S Other service activities;Companies and institutions;2015 1st quarter;19;8.3;80.0
2321;S Other service activities;Companies and institutions;2015 2nd quarter;24;7.0;150.0
2322;S Other service activities;Companies and institutions;2015 3rd quarter;17;11.1;42.0
2323;S Other service activities;Companies and institutions;2015 4th quarter;5;6.1;39.0
2324;S Other service activities;Companies and institutions;2015;65;8.4;311.0
2325;S Other service activities;Companies and institutions;2016 1st quarter;17;7.6;45.0
2326;S Other service activities;Companies and institutions;2016 2nd quarter;22;10.0;140.0
2327;S Other service activities;Companies and institutions;2016 3rd quarter;14;11.1;110.0
2328;S Other service activities;Companies and institutions;2016 4th quarter;10;12.3;25.0
2329;S Other service activities;Companies and institutions;2016;63;10.0;320.0
2330;S Other service activities;Companies and institutions;2017 1st quarter;14;13.1;60.0
2331;S Other service activities;Companies and institutions;2017 2nd quarter;13;8.6;71.0
2332;S Other service activities;Companies and institutions;2017 3rd quarter;6;4.4;9.0
2333;S Other service activities;Companies and institutions;2017 4th quarter;16;8.8;44.0
2334;S Other service activities;Companies and institutions;2017;49;9.5;185.0
2335;S Other service activities;Companies and institutions;2018 1st quarter;21;6.6;313.0
2336;S Other service activities;Companies and institutions;2018 2nd quarter;7;2.2;48.0
2337;S Other service activities;Companies and institutions;2018 3rd quarter;10;9.2;38.0
2338;S Other service activities;Companies and institutions;2018 4th quarter;22;9.6;190.0
2339;S Other service activities;Companies and institutions;2018;60;7.7;590.0
2340;S Other service activities;Companies and institutions;2019 1st quarter;15;6.7;46.0
2341;S Other service activities;Companies and institutions;2019 2nd quarter;14;5.0;39.0
2342;S Other service activities;Companies and institutions;2019 3rd quarter;11;8.7;48.0
2343;S Other service activities;Companies and institutions;2019 4th quarter;14;7.4;214.0
2344;S Other service activities;Companies and institutions;2019;54;6.8;347.0
2345;S Other service activities;Companies and institutions;2020 1st quarter;17;7.5;209.0
2346;S Other service activities;Companies and institutions;2020 2nd quarter;26;7.6;115.0
2347;S Other service activities;Companies and institutions;2020 3rd quarter;7;10.9;65.0
2348;S Other service activities;Companies and institutions;2020 4th quarter;7;4.6;17.0
2349;S Other service activities;Companies and institutions;2020;57;7.6;407.0
2350;S Other service activities;Companies and institutions;2021 1st quarter;9;4.0;16.0
2351;S Other service activities;Companies and institutions;2021 2nd quarter;6;9.7;2.0
2352;S Other service activities;Companies and institutions;2021 3rd quarter;4;13.6;26.0
