ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
8129;Domestic;D Energy supply;250 and more employed persons;2015;;;;;0.0;0.0;0.0;0.0
8130;Domestic;D Energy supply;250 and more employed persons;2016;;;;;0.0;0.0;0.0;0.0
8131;Domestic;D Energy supply;250 and more employed persons;2017;;;;;0.0;5.0;0.0;0.0
8132;Domestic;D Energy supply;250 and more employed persons;2018;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8133;Domestic;D Energy supply;250 and more employed persons;2019;;;;;0.0;5.0;0.0;0.0
8134;Domestic;D Energy supply;250 and more employed persons;2020;;;;;0.0;0.0;0.0;0.0
8135;Domestic;D Energy supply;250 and more employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8136;Domestic;D Energy supply;Employed persons unknown;2013;;;;;;;;
8137;Domestic;D Energy supply;Employed persons unknown;2014;;;;;;;;
8138;Domestic;D Energy supply;Employed persons unknown;2015;;;;;;;;
8139;Domestic;D Energy supply;Employed persons unknown;2016;;;;;;;;
8140;Domestic;D Energy supply;Employed persons unknown;2017;;;;;;;;
8141;Domestic;D Energy supply;Employed persons unknown;2018;;;;;;;;
8142;Domestic;D Energy supply;Employed persons unknown;2019;;;;;;;;
8143;Domestic;D Energy supply;Employed persons unknown;2020;;;;;;;;
8144;Domestic;D Energy supply;Employed persons unknown;2021;;;;;;;;
8145;Domestic;35 Energy supply;Total employed persons;2013;;;;;0.0;0.0;0.0;0.0
8146;Domestic;35 Energy supply;Total employed persons;2014;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8147;Domestic;35 Energy supply;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8148;Domestic;35 Energy supply;Total employed persons;2016;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8149;Domestic;35 Energy supply;Total employed persons;2017;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8150;Domestic;35 Energy supply;Total employed persons;2018;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8151;Domestic;35 Energy supply;Total employed persons;2019;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8152;Domestic;35 Energy supply;Total employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8153;Domestic;35 Energy supply;Total employed persons;2021;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
8154;Domestic;35 Energy supply;0 to 49 employed persons;2013;;;;;0.0;0.0;0.0;0.0
8155;Domestic;35 Energy supply;0 to 49 employed persons;2014;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
8156;Domestic;35 Energy supply;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8157;Domestic;35 Energy supply;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8158;Domestic;35 Energy supply;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8159;Domestic;35 Energy supply;0 to 49 employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8160;Domestic;35 Energy supply;0 to 49 employed persons;2019;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8161;Domestic;35 Energy supply;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8162;Domestic;35 Energy supply;0 to 49 employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8163;Domestic;35 Energy supply;50 to 249 employed persons;2013;;;;;;;;
8164;Domestic;35 Energy supply;50 to 249 employed persons;2014;;;;;;;;
8165;Domestic;35 Energy supply;50 to 249 employed persons;2015;;;;;;;;
8166;Domestic;35 Energy supply;50 to 249 employed persons;2016;;;;;0.0;0.0;0.0;0.0
8167;Domestic;35 Energy supply;50 to 249 employed persons;2017;;;;;;;;
8168;Domestic;35 Energy supply;50 to 249 employed persons;2018;;;;;;;;
8169;Domestic;35 Energy supply;50 to 249 employed persons;2019;;;;;;;;
8170;Domestic;35 Energy supply;50 to 249 employed persons;2020;;;;;;;;
8171;Domestic;35 Energy supply;50 to 249 employed persons;2021;;;;;0.0;0.0;0.0;0.0
8172;Domestic;35 Energy supply;250 and more employed persons;2013;;;;;;;;
8173;Domestic;35 Energy supply;250 and more employed persons;2014;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8174;Domestic;35 Energy supply;250 and more employed persons;2015;;;;;0.0;0.0;0.0;0.0
8175;Domestic;35 Energy supply;250 and more employed persons;2016;;;;;0.0;0.0;0.0;0.0
8176;Domestic;35 Energy supply;250 and more employed persons;2017;;;;;0.0;5.0;0.0;0.0
8177;Domestic;35 Energy supply;250 and more employed persons;2018;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8178;Domestic;35 Energy supply;250 and more employed persons;2019;;;;;0.0;5.0;0.0;0.0
8179;Domestic;35 Energy supply;250 and more employed persons;2020;;;;;0.0;0.0;0.0;0.0
8180;Domestic;35 Energy supply;250 and more employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8181;Domestic;35 Energy supply;Employed persons unknown;2013;;;;;;;;
8182;Domestic;35 Energy supply;Employed persons unknown;2014;;;;;;;;
8183;Domestic;35 Energy supply;Employed persons unknown;2015;;;;;;;;
8184;Domestic;35 Energy supply;Employed persons unknown;2016;;;;;;;;
8185;Domestic;35 Energy supply;Employed persons unknown;2017;;;;;;;;
8186;Domestic;35 Energy supply;Employed persons unknown;2018;;;;;;;;
8187;Domestic;35 Energy supply;Employed persons unknown;2019;;;;;;;;
8188;Domestic;35 Energy supply;Employed persons unknown;2020;;;;;;;;
8189;Domestic;35 Energy supply;Employed persons unknown;2021;;;;;;;;
8190;Domestic;E Water supply and waste management;Total employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8191;Domestic;E Water supply and waste management;Total employed persons;2014;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8192;Domestic;E Water supply and waste management;Total employed persons;2015;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
8193;Domestic;E Water supply and waste management;Total employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8194;Domestic;E Water supply and waste management;Total employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8195;Domestic;E Water supply and waste management;Total employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8196;Domestic;E Water supply and waste management;Total employed persons;2019;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8197;Domestic;E Water supply and waste management;Total employed persons;2020;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
8198;Domestic;E Water supply and waste management;Total employed persons;2021;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8199;Domestic;E Water supply and waste management;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8200;Domestic;E Water supply and waste management;0 to 49 employed persons;2014;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8201;Domestic;E Water supply and waste management;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8202;Domestic;E Water supply and waste management;0 to 49 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8203;Domestic;E Water supply and waste management;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8204;Domestic;E Water supply and waste management;0 to 49 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8205;Domestic;E Water supply and waste management;0 to 49 employed persons;2019;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8206;Domestic;E Water supply and waste management;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8207;Domestic;E Water supply and waste management;0 to 49 employed persons;2021;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8208;Domestic;E Water supply and waste management;50 to 249 employed persons;2013;;;;;;;;
8209;Domestic;E Water supply and waste management;50 to 249 employed persons;2014;;;;;;;;
8210;Domestic;E Water supply and waste management;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
8211;Domestic;E Water supply and waste management;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8212;Domestic;E Water supply and waste management;50 to 249 employed persons;2017;;;;;;;;
8213;Domestic;E Water supply and waste management;50 to 249 employed persons;2018;;;;;;;;
8214;Domestic;E Water supply and waste management;50 to 249 employed persons;2019;;;;;;;;
8215;Domestic;E Water supply and waste management;50 to 249 employed persons;2020;;;;;;;;
8216;Domestic;E Water supply and waste management;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;;;;
8217;Domestic;E Water supply and waste management;250 and more employed persons;2013;;;;;;;;
8218;Domestic;E Water supply and waste management;250 and more employed persons;2014;;;;;;;;
8219;Domestic;E Water supply and waste management;250 and more employed persons;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8220;Domestic;E Water supply and waste management;250 and more employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8221;Domestic;E Water supply and waste management;250 and more employed persons;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8222;Domestic;E Water supply and waste management;250 and more employed persons;2018;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8223;Domestic;E Water supply and waste management;250 and more employed persons;2019;;;;;;;;
8224;Domestic;E Water supply and waste management;250 and more employed persons;2020;0.0;0.0;0.0;0.0;;;;
8225;Domestic;E Water supply and waste management;250 and more employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8226;Domestic;E Water supply and waste management;Employed persons unknown;2013;;;;;;;;
8227;Domestic;E Water supply and waste management;Employed persons unknown;2014;;;;;;;;
8228;Domestic;E Water supply and waste management;Employed persons unknown;2015;;;;;;;;
8229;Domestic;E Water supply and waste management;Employed persons unknown;2016;;;;;;;;
8230;Domestic;E Water supply and waste management;Employed persons unknown;2017;;;;;;;;
8231;Domestic;E Water supply and waste management;Employed persons unknown;2018;;;;;;;;
8232;Domestic;E Water supply and waste management;Employed persons unknown;2019;;;;;;;;
8233;Domestic;E Water supply and waste management;Employed persons unknown;2020;;;;;;;;
8234;Domestic;E Water supply and waste management;Employed persons unknown;2021;;;;;;;;
8235;Domestic;36 Water collection and distribution;Total employed persons;2013;;;;;;;;
8236;Domestic;36 Water collection and distribution;Total employed persons;2014;;;;;0.0;0.0;0.0;0.0
8237;Domestic;36 Water collection and distribution;Total employed persons;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8238;Domestic;36 Water collection and distribution;Total employed persons;2016;;;;;;;;
8239;Domestic;36 Water collection and distribution;Total employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8240;Domestic;36 Water collection and distribution;Total employed persons;2018;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8241;Domestic;36 Water collection and distribution;Total employed persons;2019;;;;;;;;
8242;Domestic;36 Water collection and distribution;Total employed persons;2020;;;;;;;;
8243;Domestic;36 Water collection and distribution;Total employed persons;2021;;;;;;;;
8244;Domestic;36 Water collection and distribution;0 to 49 employed persons;2013;;;;;;;;
8245;Domestic;36 Water collection and distribution;0 to 49 employed persons;2014;;;;;0.0;0.0;0.0;0.0
8246;Domestic;36 Water collection and distribution;0 to 49 employed persons;2015;;;;;;;;
8247;Domestic;36 Water collection and distribution;0 to 49 employed persons;2016;;;;;;;;
8248;Domestic;36 Water collection and distribution;0 to 49 employed persons;2017;;;;;;;;
8249;Domestic;36 Water collection and distribution;0 to 49 employed persons;2018;;;;;;;;
8250;Domestic;36 Water collection and distribution;0 to 49 employed persons;2019;;;;;;;;
8251;Domestic;36 Water collection and distribution;0 to 49 employed persons;2020;;;;;;;;
8252;Domestic;36 Water collection and distribution;0 to 49 employed persons;2021;;;;;;;;
8253;Domestic;36 Water collection and distribution;50 to 249 employed persons;2013;;;;;;;;
8254;Domestic;36 Water collection and distribution;50 to 249 employed persons;2014;;;;;;;;
8255;Domestic;36 Water collection and distribution;50 to 249 employed persons;2015;;;;;;;;
8256;Domestic;36 Water collection and distribution;50 to 249 employed persons;2016;;;;;;;;
8257;Domestic;36 Water collection and distribution;50 to 249 employed persons;2017;;;;;;;;
8258;Domestic;36 Water collection and distribution;50 to 249 employed persons;2018;;;;;;;;
8259;Domestic;36 Water collection and distribution;50 to 249 employed persons;2019;;;;;;;;
8260;Domestic;36 Water collection and distribution;50 to 249 employed persons;2020;;;;;;;;
8261;Domestic;36 Water collection and distribution;50 to 249 employed persons;2021;;;;;;;;
8262;Domestic;36 Water collection and distribution;250 and more employed persons;2013;;;;;;;;
8263;Domestic;36 Water collection and distribution;250 and more employed persons;2014;;;;;;;;
8264;Domestic;36 Water collection and distribution;250 and more employed persons;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8265;Domestic;36 Water collection and distribution;250 and more employed persons;2016;;;;;;;;
8266;Domestic;36 Water collection and distribution;250 and more employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8267;Domestic;36 Water collection and distribution;250 and more employed persons;2018;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
8268;Domestic;36 Water collection and distribution;250 and more employed persons;2019;;;;;;;;
8269;Domestic;36 Water collection and distribution;250 and more employed persons;2020;;;;;;;;
8270;Domestic;36 Water collection and distribution;250 and more employed persons;2021;;;;;;;;
8271;Domestic;36 Water collection and distribution;Employed persons unknown;2013;;;;;;;;
8272;Domestic;36 Water collection and distribution;Employed persons unknown;2014;;;;;;;;
8273;Domestic;36 Water collection and distribution;Employed persons unknown;2015;;;;;;;;
8274;Domestic;36 Water collection and distribution;Employed persons unknown;2016;;;;;;;;
8275;Domestic;36 Water collection and distribution;Employed persons unknown;2017;;;;;;;;
8276;Domestic;36 Water collection and distribution;Employed persons unknown;2018;;;;;;;;
8277;Domestic;36 Water collection and distribution;Employed persons unknown;2019;;;;;;;;
8278;Domestic;36 Water collection and distribution;Employed persons unknown;2020;;;;;;;;
8279;Domestic;36 Water collection and distribution;Employed persons unknown;2021;;;;;;;;
8280;Domestic;37 Sewerage;Total employed persons;2013;;;;;0.0;0.0;0.0;0.0
8281;Domestic;37 Sewerage;Total employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8282;Domestic;37 Sewerage;Total employed persons;2015;;;;;;;;
8283;Domestic;37 Sewerage;Total employed persons;2016;;;;;;;;
8284;Domestic;37 Sewerage;Total employed persons;2017;;;;;0.0;0.0;0.0;0.0
8285;Domestic;37 Sewerage;Total employed persons;2018;;;;;;;;
8286;Domestic;37 Sewerage;Total employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8287;Domestic;37 Sewerage;Total employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8288;Domestic;37 Sewerage;Total employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8289;Domestic;37 Sewerage;0 to 49 employed persons;2013;;;;;0.0;0.0;0.0;0.0
8290;Domestic;37 Sewerage;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8291;Domestic;37 Sewerage;0 to 49 employed persons;2015;;;;;;;;
8292;Domestic;37 Sewerage;0 to 49 employed persons;2016;;;;;;;;
8293;Domestic;37 Sewerage;0 to 49 employed persons;2017;;;;;0.0;0.0;0.0;0.0
8294;Domestic;37 Sewerage;0 to 49 employed persons;2018;;;;;;;;
8295;Domestic;37 Sewerage;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8296;Domestic;37 Sewerage;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8297;Domestic;37 Sewerage;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8298;Domestic;37 Sewerage;50 to 249 employed persons;2013;;;;;;;;
8299;Domestic;37 Sewerage;50 to 249 employed persons;2014;;;;;;;;
8300;Domestic;37 Sewerage;50 to 249 employed persons;2015;;;;;;;;
8301;Domestic;37 Sewerage;50 to 249 employed persons;2016;;;;;;;;
8302;Domestic;37 Sewerage;50 to 249 employed persons;2017;;;;;;;;
8303;Domestic;37 Sewerage;50 to 249 employed persons;2018;;;;;;;;
8304;Domestic;37 Sewerage;50 to 249 employed persons;2019;;;;;;;;
8305;Domestic;37 Sewerage;50 to 249 employed persons;2020;;;;;;;;
8306;Domestic;37 Sewerage;50 to 249 employed persons;2021;;;;;;;;
8307;Domestic;37 Sewerage;250 and more employed persons;2013;;;;;;;;
8308;Domestic;37 Sewerage;250 and more employed persons;2014;;;;;;;;
8309;Domestic;37 Sewerage;250 and more employed persons;2015;;;;;;;;
8310;Domestic;37 Sewerage;250 and more employed persons;2016;;;;;;;;
8311;Domestic;37 Sewerage;250 and more employed persons;2017;;;;;;;;
8312;Domestic;37 Sewerage;250 and more employed persons;2018;;;;;;;;
8313;Domestic;37 Sewerage;250 and more employed persons;2019;;;;;;;;
8314;Domestic;37 Sewerage;250 and more employed persons;2020;;;;;;;;
8315;Domestic;37 Sewerage;250 and more employed persons;2021;;;;;;;;
8316;Domestic;37 Sewerage;Employed persons unknown;2013;;;;;;;;
8317;Domestic;37 Sewerage;Employed persons unknown;2014;;;;;;;;
8318;Domestic;37 Sewerage;Employed persons unknown;2015;;;;;;;;
8319;Domestic;37 Sewerage;Employed persons unknown;2016;;;;;;;;
8320;Domestic;37 Sewerage;Employed persons unknown;2017;;;;;;;;
8321;Domestic;37 Sewerage;Employed persons unknown;2018;;;;;;;;
8322;Domestic;37 Sewerage;Employed persons unknown;2019;;;;;;;;
8323;Domestic;37 Sewerage;Employed persons unknown;2020;;;;;;;;
8324;Domestic;37 Sewerage;Employed persons unknown;2021;;;;;;;;
8325;Domestic;38 Waste collection and treatment;Total employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8326;Domestic;38 Waste collection and treatment;Total employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8327;Domestic;38 Waste collection and treatment;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8328;Domestic;38 Waste collection and treatment;Total employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8329;Domestic;38 Waste collection and treatment;Total employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8330;Domestic;38 Waste collection and treatment;Total employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8331;Domestic;38 Waste collection and treatment;Total employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8332;Domestic;38 Waste collection and treatment;Total employed persons;2020;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8333;Domestic;38 Waste collection and treatment;Total employed persons;2021;5.0;10.0;0.0;0.0;5.0;10.0;0.0;0.0
8334;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8335;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8336;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
8337;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2016;;;;;;;;
8338;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;;;;
8339;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
8340;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
8341;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
8342;Domestic;38 Waste collection and treatment;0 to 49 employed persons;2021;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0
8343;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2013;;;;;;;;
8344;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2014;;;;;;;;
8345;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
8346;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8347;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2017;;;;;;;;
8348;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2018;;;;;;;;
8349;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2019;;;;;;;;
8350;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2020;;;;;;;;
8351;Domestic;38 Waste collection and treatment;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;;;;
8352;Domestic;38 Waste collection and treatment;250 and more employed persons;2013;;;;;;;;
8353;Domestic;38 Waste collection and treatment;250 and more employed persons;2014;;;;;;;;
8354;Domestic;38 Waste collection and treatment;250 and more employed persons;2015;;;;;;;;
