ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
8188;Borduurster;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8189;Borduurster;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8190;Borstelmaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;835.0
8191;Borstelmaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;464.0
8192;Borstelmaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;371.0
8193;Borstelmaker;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8194;Borstelmaker;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8195;Borstelmaker;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8196;Borstelmaker;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;152.0
8197;Borstelmaker;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;152.0
8198;Borstelmaker;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8199;Borstelmaker;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;65.0
8200;Borstelmaker;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;64.0
8201;Borstelmaker;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;1.0
8202;Borstelmaker;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;18.0
8203;Borstelmaker;Totaal mannen en vrouwen;20 jaar;Ongehuwd;18.0
8204;Borstelmaker;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8205;Borstelmaker;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;84.0
8206;Borstelmaker;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;76.0
8207;Borstelmaker;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;8.0
8208;Borstelmaker;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;103.0
8209;Borstelmaker;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;62.0
8210;Borstelmaker;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;41.0
8211;Borstelmaker;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;125.0
8212;Borstelmaker;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;41.0
8213;Borstelmaker;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;84.0
8214;Borstelmaker;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;118.0
8215;Borstelmaker;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;25.0
8216;Borstelmaker;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;93.0
8217;Borstelmaker;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;90.0
8218;Borstelmaker;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;9.0
8219;Borstelmaker;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;81.0
8220;Borstelmaker;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;39.0
8221;Borstelmaker;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;12.0
8222;Borstelmaker;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;27.0
8223;Borstelmaker;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;28.0
8224;Borstelmaker;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;3.0
8225;Borstelmaker;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;25.0
8226;Borstelmaker;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;13.0
8227;Borstelmaker;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;2.0
8228;Borstelmaker;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;11.0
8229;Borstelmaker;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8230;Borstelmaker;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8231;Borstelmaker;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8232;Borstelmaker;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;758.0
8233;Borstelmaker;Mannen;Totaal van alle leeftijden;Ongehuwd;391.0
8234;Borstelmaker;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;367.0
8235;Borstelmaker;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8236;Borstelmaker;Mannen;Beneden 14 jaar;Ongehuwd;0.0
8237;Borstelmaker;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8238;Borstelmaker;Mannen;14-17 jaar;Totaal alle burgerlijke staten;127.0
8239;Borstelmaker;Mannen;14-17 jaar;Ongehuwd;127.0
8240;Borstelmaker;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8241;Borstelmaker;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;52.0
8242;Borstelmaker;Mannen;18 en 19 jaar;Ongehuwd;51.0
8243;Borstelmaker;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;1.0
8244;Borstelmaker;Mannen;20 jaar;Totaal alle burgerlijke staten;13.0
8245;Borstelmaker;Mannen;20 jaar;Ongehuwd;13.0
8246;Borstelmaker;Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
8247;Borstelmaker;Mannen;21-24 jaar;Totaal alle burgerlijke staten;72.0
8248;Borstelmaker;Mannen;21-24 jaar;Ongehuwd;65.0
8249;Borstelmaker;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;7.0
8250;Borstelmaker;Mannen;25-29 jaar;Totaal alle burgerlijke staten;97.0
8251;Borstelmaker;Mannen;25-29 jaar;Ongehuwd;58.0
8252;Borstelmaker;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;39.0
8253;Borstelmaker;Mannen;30-39 jaar;Totaal alle burgerlijke staten;117.0
8254;Borstelmaker;Mannen;30-39 jaar;Ongehuwd;33.0
8255;Borstelmaker;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;84.0
8256;Borstelmaker;Mannen;40-49 jaar;Totaal alle burgerlijke staten;114.0
8257;Borstelmaker;Mannen;40-49 jaar;Ongehuwd;22.0
8258;Borstelmaker;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;92.0
8259;Borstelmaker;Mannen;50-59 jaar;Totaal alle burgerlijke staten;89.0
8260;Borstelmaker;Mannen;50-59 jaar;Ongehuwd;8.0
8261;Borstelmaker;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;81.0
8262;Borstelmaker;Mannen;60-64 jaar;Totaal alle burgerlijke staten;37.0
8263;Borstelmaker;Mannen;60-64 jaar;Ongehuwd;10.0
8264;Borstelmaker;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;27.0
8265;Borstelmaker;Mannen;65-69 jaar;Totaal alle burgerlijke staten;27.0
8266;Borstelmaker;Mannen;65-69 jaar;Ongehuwd;2.0
8267;Borstelmaker;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;25.0
8268;Borstelmaker;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;13.0
8269;Borstelmaker;Mannen;70 jaar en ouder;Ongehuwd;2.0
8270;Borstelmaker;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;11.0
8271;Borstelmaker;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8272;Borstelmaker;Mannen;Leeftijd onbekend;Ongehuwd;0.0
8273;Borstelmaker;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8274;Borstelmaker;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;77.0
8275;Borstelmaker;Vrouwen;Totaal van alle leeftijden;Ongehuwd;73.0
8276;Borstelmaker;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;4.0
8277;Borstelmaker;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8278;Borstelmaker;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8279;Borstelmaker;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8280;Borstelmaker;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;25.0
8281;Borstelmaker;Vrouwen;14-17 jaar;Ongehuwd;25.0
8282;Borstelmaker;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8283;Borstelmaker;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;13.0
8284;Borstelmaker;Vrouwen;18 en 19 jaar;Ongehuwd;13.0
8285;Borstelmaker;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8286;Borstelmaker;Vrouwen;20 jaar;Totaal alle burgerlijke staten;5.0
8287;Borstelmaker;Vrouwen;20 jaar;Ongehuwd;5.0
8288;Borstelmaker;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8289;Borstelmaker;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;12.0
8290;Borstelmaker;Vrouwen;21-24 jaar;Ongehuwd;11.0
8291;Borstelmaker;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;1.0
8292;Borstelmaker;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;6.0
8293;Borstelmaker;Vrouwen;25-29 jaar;Ongehuwd;4.0
8294;Borstelmaker;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;2.0
8295;Borstelmaker;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;8.0
8296;Borstelmaker;Vrouwen;30-39 jaar;Ongehuwd;8.0
8297;Borstelmaker;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
8298;Borstelmaker;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;4.0
8299;Borstelmaker;Vrouwen;40-49 jaar;Ongehuwd;3.0
8300;Borstelmaker;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;1.0
8301;Borstelmaker;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;1.0
8302;Borstelmaker;Vrouwen;50-59 jaar;Ongehuwd;1.0
8303;Borstelmaker;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
8304;Borstelmaker;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;2.0
8305;Borstelmaker;Vrouwen;60-64 jaar;Ongehuwd;2.0
8306;Borstelmaker;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
8307;Borstelmaker;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;1.0
8308;Borstelmaker;Vrouwen;65-69 jaar;Ongehuwd;1.0
8309;Borstelmaker;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
8310;Borstelmaker;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
8311;Borstelmaker;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
8312;Borstelmaker;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8313;Borstelmaker;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8314;Borstelmaker;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8315;Borstelmaker;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8316;Boscharbeider;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;2510.0
8317;Boscharbeider;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;878.0
8318;Boscharbeider;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1632.0
8319;Boscharbeider;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;1.0
8320;Boscharbeider;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;1.0
8321;Boscharbeider;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8322;Boscharbeider;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;129.0
8323;Boscharbeider;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;129.0
8324;Boscharbeider;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8325;Boscharbeider;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;106.0
8326;Boscharbeider;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;104.0
8327;Boscharbeider;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;2.0
8328;Boscharbeider;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;53.0
8329;Boscharbeider;Totaal mannen en vrouwen;20 jaar;Ongehuwd;52.0
8330;Boscharbeider;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;1.0
8331;Boscharbeider;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;236.0
8332;Boscharbeider;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;195.0
8333;Boscharbeider;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;41.0
8334;Boscharbeider;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;354.0
8335;Boscharbeider;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;172.0
8336;Boscharbeider;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;182.0
8337;Boscharbeider;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;519.0
8338;Boscharbeider;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;102.0
8339;Boscharbeider;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;417.0
8340;Boscharbeider;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;460.0
8341;Boscharbeider;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;58.0
8342;Boscharbeider;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;402.0
8343;Boscharbeider;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;385.0
8344;Boscharbeider;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;50.0
8345;Boscharbeider;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;335.0
8346;Boscharbeider;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;149.0
8347;Boscharbeider;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;6.0
8348;Boscharbeider;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;143.0
8349;Boscharbeider;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;76.0
8350;Boscharbeider;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;7.0
8351;Boscharbeider;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;69.0
8352;Boscharbeider;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;42.0
8353;Boscharbeider;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;2.0
8354;Boscharbeider;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;40.0
8355;Boscharbeider;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8356;Boscharbeider;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8357;Boscharbeider;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8358;Boscharbeider;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;2509.0
8359;Boscharbeider;Mannen;Totaal van alle leeftijden;Ongehuwd;877.0
8360;Boscharbeider;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1632.0
8361;Boscharbeider;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;1.0
8362;Boscharbeider;Mannen;Beneden 14 jaar;Ongehuwd;1.0
8363;Boscharbeider;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8364;Boscharbeider;Mannen;14-17 jaar;Totaal alle burgerlijke staten;129.0
8365;Boscharbeider;Mannen;14-17 jaar;Ongehuwd;129.0
8366;Boscharbeider;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8367;Boscharbeider;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;106.0
8368;Boscharbeider;Mannen;18 en 19 jaar;Ongehuwd;104.0
8369;Boscharbeider;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;2.0
8370;Boscharbeider;Mannen;20 jaar;Totaal alle burgerlijke staten;53.0
8371;Boscharbeider;Mannen;20 jaar;Ongehuwd;52.0
8372;Boscharbeider;Mannen;20 jaar;Gehuwd of gehuwd geweest;1.0
8373;Boscharbeider;Mannen;21-24 jaar;Totaal alle burgerlijke staten;236.0
8374;Boscharbeider;Mannen;21-24 jaar;Ongehuwd;195.0
8375;Boscharbeider;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;41.0
8376;Boscharbeider;Mannen;25-29 jaar;Totaal alle burgerlijke staten;354.0
8377;Boscharbeider;Mannen;25-29 jaar;Ongehuwd;172.0
8378;Boscharbeider;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;182.0
8379;Boscharbeider;Mannen;30-39 jaar;Totaal alle burgerlijke staten;519.0
8380;Boscharbeider;Mannen;30-39 jaar;Ongehuwd;102.0
8381;Boscharbeider;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;417.0
8382;Boscharbeider;Mannen;40-49 jaar;Totaal alle burgerlijke staten;460.0
8383;Boscharbeider;Mannen;40-49 jaar;Ongehuwd;58.0
8384;Boscharbeider;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;402.0
8385;Boscharbeider;Mannen;50-59 jaar;Totaal alle burgerlijke staten;384.0
8386;Boscharbeider;Mannen;50-59 jaar;Ongehuwd;49.0
8387;Boscharbeider;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;335.0
8388;Boscharbeider;Mannen;60-64 jaar;Totaal alle burgerlijke staten;149.0
8389;Boscharbeider;Mannen;60-64 jaar;Ongehuwd;6.0
8390;Boscharbeider;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;143.0
8391;Boscharbeider;Mannen;65-69 jaar;Totaal alle burgerlijke staten;76.0
8392;Boscharbeider;Mannen;65-69 jaar;Ongehuwd;7.0
8393;Boscharbeider;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;69.0
8394;Boscharbeider;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;42.0
8395;Boscharbeider;Mannen;70 jaar en ouder;Ongehuwd;2.0
8396;Boscharbeider;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;40.0
8397;Boscharbeider;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8398;Boscharbeider;Mannen;Leeftijd onbekend;Ongehuwd;0.0
8399;Boscharbeider;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8400;Boscharbeider;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;1.0
8401;Boscharbeider;Vrouwen;Totaal van alle leeftijden;Ongehuwd;1.0
8402;Boscharbeider;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;0.0
8403;Boscharbeider;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8404;Boscharbeider;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8405;Boscharbeider;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8406;Boscharbeider;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
8407;Boscharbeider;Vrouwen;14-17 jaar;Ongehuwd;0.0
8408;Boscharbeider;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8409;Boscharbeider;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
8410;Boscharbeider;Vrouwen;18 en 19 jaar;Ongehuwd;0.0
8411;Boscharbeider;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8412;Boscharbeider;Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
8413;Boscharbeider;Vrouwen;20 jaar;Ongehuwd;0.0
8414;Boscharbeider;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
8415;Boscharbeider;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;0.0
8416;Boscharbeider;Vrouwen;21-24 jaar;Ongehuwd;0.0
8417;Boscharbeider;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
8418;Boscharbeider;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;0.0
8419;Boscharbeider;Vrouwen;25-29 jaar;Ongehuwd;0.0
8420;Boscharbeider;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
8421;Boscharbeider;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
8422;Boscharbeider;Vrouwen;30-39 jaar;Ongehuwd;0.0
8423;Boscharbeider;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
8424;Boscharbeider;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;0.0
8425;Boscharbeider;Vrouwen;40-49 jaar;Ongehuwd;0.0
8426;Boscharbeider;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
8427;Boscharbeider;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;1.0
8428;Boscharbeider;Vrouwen;50-59 jaar;Ongehuwd;1.0
8429;Boscharbeider;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
8430;Boscharbeider;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
8431;Boscharbeider;Vrouwen;60-64 jaar;Ongehuwd;0.0
8432;Boscharbeider;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
8433;Boscharbeider;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
8434;Boscharbeider;Vrouwen;65-69 jaar;Ongehuwd;0.0
8435;Boscharbeider;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
8436;Boscharbeider;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
8437;Boscharbeider;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
8438;Boscharbeider;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
8439;Boscharbeider;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8440;Boscharbeider;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8441;Boscharbeider;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8442;Botermaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;1472.0
8443;Botermaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;552.0
8444;Botermaker;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;920.0
8445;Botermaker;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
8446;Botermaker;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
8447;Botermaker;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
8448;Botermaker;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;110.0
8449;Botermaker;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;110.0
8450;Botermaker;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
8451;Botermaker;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;90.0
8452;Botermaker;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;90.0
8453;Botermaker;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
8454;Botermaker;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;47.0
8455;Botermaker;Totaal mannen en vrouwen;20 jaar;Ongehuwd;46.0
8456;Botermaker;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;1.0
8457;Botermaker;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;160.0
8458;Botermaker;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;133.0
8459;Botermaker;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;27.0
8460;Botermaker;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;229.0
8461;Botermaker;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;114.0
8462;Botermaker;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;115.0
8463;Botermaker;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;339.0
8464;Botermaker;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;38.0
8465;Botermaker;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;301.0
8466;Botermaker;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;265.0
8467;Botermaker;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;14.0
8468;Botermaker;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;251.0
8469;Botermaker;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;165.0
8470;Botermaker;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;6.0
8471;Botermaker;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;159.0
8472;Botermaker;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;47.0
8473;Botermaker;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;1.0
8474;Botermaker;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;46.0
8475;Botermaker;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;15.0
8476;Botermaker;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;0.0
8477;Botermaker;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;15.0
8478;Botermaker;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;5.0
8479;Botermaker;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
8480;Botermaker;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;5.0
8481;Botermaker;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
8482;Botermaker;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
8483;Botermaker;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
8484;Botermaker;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;1466.0
8485;Botermaker;Mannen;Totaal van alle leeftijden;Ongehuwd;547.0
