ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
8295;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2003;1
8296;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2004;5
8297;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2005;5
8298;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2006;4
8299;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2007;7
8300;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2008;7
8301;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2009;9
8302;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2010;6
8303;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2011;11
8304;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2012;11
8305;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2013;4
8306;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2014;2
8307;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2015;11
8308;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2016;6
8309;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2017;7
8310;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2018;7
8311;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2019;6
8312;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2020;6
8313;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2021;5
8314;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2022;6
8315;Total male and female;Total;D33 B.n. brain and oth. parts of centr..;2023;9
8316;Total male and female;Total;D34 Benign neoplasm of thyroid gland;1996;1
8317;Total male and female;Total;D34 Benign neoplasm of thyroid gland;1997;0
8318;Total male and female;Total;D34 Benign neoplasm of thyroid gland;1998;0
8319;Total male and female;Total;D34 Benign neoplasm of thyroid gland;1999;0
8320;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2000;0
8321;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2001;0
8322;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2002;0
8323;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2003;0
8324;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2004;0
8325;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2005;0
8326;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2006;0
8327;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2007;0
8328;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2008;0
8329;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2009;0
8330;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2010;0
8331;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2011;0
8332;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2012;0
8333;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2013;0
8334;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2014;1
8335;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2015;0
8336;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2016;0
8337;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2017;0
8338;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2018;0
8339;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2019;0
8340;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2020;0
8341;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2021;0
8342;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2022;0
8343;Total male and female;Total;D34 Benign neoplasm of thyroid gland;2023;0
8344;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;1996;9
8345;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;1997;5
8346;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;1998;10
8347;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;1999;7
8348;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2000;7
8349;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2001;1
8350;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2002;3
8351;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2003;0
8352;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2004;3
8353;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2005;3
8354;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2006;10
8355;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2007;8
8356;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2008;11
8357;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2009;7
8358;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2010;6
8359;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2011;7
8360;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2012;8
8361;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2013;4
8362;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2014;6
8363;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2015;11
8364;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2016;9
8365;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2017;7
8366;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2018;5
8367;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2019;7
8368;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2020;5
8369;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2021;9
8370;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2022;16
8371;Total male and female;Total;D35 B.n. oth. and unsp. endocrine glands;2023;10
8372;Total male and female;Total;D36 B.n. of other and unspecified sites;1996;1
8373;Total male and female;Total;D36 B.n. of other and unspecified sites;1997;2
8374;Total male and female;Total;D36 B.n. of other and unspecified sites;1998;1
8375;Total male and female;Total;D36 B.n. of other and unspecified sites;1999;2
8376;Total male and female;Total;D36 B.n. of other and unspecified sites;2000;2
8377;Total male and female;Total;D36 B.n. of other and unspecified sites;2001;3
8378;Total male and female;Total;D36 B.n. of other and unspecified sites;2002;1
8379;Total male and female;Total;D36 B.n. of other and unspecified sites;2003;6
8380;Total male and female;Total;D36 B.n. of other and unspecified sites;2004;5
8381;Total male and female;Total;D36 B.n. of other and unspecified sites;2005;7
8382;Total male and female;Total;D36 B.n. of other and unspecified sites;2006;4
8383;Total male and female;Total;D36 B.n. of other and unspecified sites;2007;7
8384;Total male and female;Total;D36 B.n. of other and unspecified sites;2008;1
8385;Total male and female;Total;D36 B.n. of other and unspecified sites;2009;6
8386;Total male and female;Total;D36 B.n. of other and unspecified sites;2010;2
8387;Total male and female;Total;D36 B.n. of other and unspecified sites;2011;1
8388;Total male and female;Total;D36 B.n. of other and unspecified sites;2012;9
8389;Total male and female;Total;D36 B.n. of other and unspecified sites;2013;1
8390;Total male and female;Total;D36 B.n. of other and unspecified sites;2014;2
8391;Total male and female;Total;D36 B.n. of other and unspecified sites;2015;4
8392;Total male and female;Total;D36 B.n. of other and unspecified sites;2016;4
8393;Total male and female;Total;D36 B.n. of other and unspecified sites;2017;1
8394;Total male and female;Total;D36 B.n. of other and unspecified sites;2018;2
8395;Total male and female;Total;D36 B.n. of other and unspecified sites;2019;3
8396;Total male and female;Total;D36 B.n. of other and unspecified sites;2020;1
8397;Total male and female;Total;D36 B.n. of other and unspecified sites;2021;4
8398;Total male and female;Total;D36 B.n. of other and unspecified sites;2022;4
8399;Total male and female;Total;D36 B.n. of other and unspecified sites;2023;3
8400;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;1996;104
8401;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;1997;100
8402;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;1998;86
8403;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;1999;104
8404;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2000;113
8405;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2001;214
8406;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2002;226
8407;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2003;244
8408;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2004;210
8409;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2005;131
8410;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2006;170
8411;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2007;187
8412;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2008;174
8413;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2009;164
8414;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2010;150
8415;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2011;176
8416;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2012;181
8417;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2013;291
8418;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2014;298
8419;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2015;259
8420;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2016;261
8421;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2017;245
8422;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2018;317
8423;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2019;331
8424;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2020;329
8425;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2021;345
8426;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2022;353
8427;Total male and female;Total;D37 N. unc. or unk. behaviour of oral..;2023;354
8428;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;1996;87
8429;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;1997;69
8430;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;1998;82
8431;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;1999;84
8432;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2000;100
8433;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2001;142
8434;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2002;139
8435;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2003;153
8436;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2004;158
8437;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2005;101
8438;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2006;76
8439;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2007;110
8440;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2008;76
8441;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2009;86
8442;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2010;91
8443;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2011;74
8444;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2012;86
8445;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2013;175
8446;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2014;170
8447;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2015;95
8448;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2016;114
8449;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2017;114
8450;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2018;136
8451;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2019;114
8452;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2020;155
8453;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2021;146
8454;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2022;145
8455;Total male and female;Total;D38 N. unc. or unk. behaviour of midd..;2023;137
8456;Total male and female;Total;D39 N. unc. or unk. behaviour female..;1996;6
8457;Total male and female;Total;D39 N. unc. or unk. behaviour female..;1997;4
8458;Total male and female;Total;D39 N. unc. or unk. behaviour female..;1998;5
8459;Total male and female;Total;D39 N. unc. or unk. behaviour female..;1999;6
8460;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2000;9
8461;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2001;12
8462;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2002;9
8463;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2003;16
8464;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2004;17
8465;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2005;10
8466;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2006;12
8467;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2007;11
8468;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2008;7
8469;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2009;6
8470;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2010;6
8471;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2011;11
8472;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2012;8
8473;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2013;15
8474;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2014;12
8475;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2015;11
8476;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2016;19
8477;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2017;7
8478;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2018;8
8479;Total male and female;Total;D39 N. unc. or unk. behaviour female..;2019;11
