ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
7866;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2006;690.0;0.02;;
7867;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2007;695.0;0.02;;
7868;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2008;660.0;0.02;;
7869;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2009;670.0;0.02;;
7870;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2010;690.0;0.02;;
7871;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2011;635.0;0.02;;
7872;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2012;615.0;0.02;;
7873;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2013;590.0;0.02;;
7874;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2014;570.0;0.02;;
7875;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2015;550.0;0.02;;
7876;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2016;555.0;0.02;;
7877;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2017;560.0;0.02;;
7878;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2018;540.0;0.02;;
7879;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2019;545.0;0.02;;
7880;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2020;580.0;0.02;93.0;34.0
7881;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2021;555.0;0.02;95.0;35.0
7882;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2022;530.0;0.02;75.0;27.0
7883;Total male and female;0 to 14 years;A16 Other aliment.tract/metabol.products;2023;520.0;0.02;73.0;27.0
7884;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2006;690.0;0.02;;
7885;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2007;695.0;0.02;;
7886;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2008;660.0;0.02;;
7887;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2009;670.0;0.02;;
7888;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2010;690.0;0.02;;
7889;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2011;635.0;0.02;;
7890;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2012;615.0;0.02;;
7891;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2013;590.0;0.02;;
7892;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2014;570.0;0.02;;
7893;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2015;550.0;0.02;;
7894;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2016;555.0;0.02;;
7895;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2017;560.0;0.02;;
7896;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2018;540.0;0.02;;
7897;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2019;545.0;0.02;;
7898;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2020;580.0;0.02;93.0;34.0
7899;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2021;555.0;0.02;95.0;35.0
7900;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2022;530.0;0.02;75.0;27.0
7901;Total male and female;0 to 14 years;A16A Oth.aliment.tract and metabol.prod.;2023;520.0;0.02;73.0;27.0
7902;Total male and female;0 to 14 years;B Blood and blood forming organs;2006;23060.0;0.77;;
7903;Total male and female;0 to 14 years;B Blood and blood forming organs;2007;20845.0;0.7;;
7904;Total male and female;0 to 14 years;B Blood and blood forming organs;2008;19185.0;0.65;;
7905;Total male and female;0 to 14 years;B Blood and blood forming organs;2009;18910.0;0.65;;
7906;Total male and female;0 to 14 years;B Blood and blood forming organs;2010;17885.0;0.61;;
7907;Total male and female;0 to 14 years;B Blood and blood forming organs;2011;18335.0;0.63;;
7908;Total male and female;0 to 14 years;B Blood and blood forming organs;2012;18330.0;0.63;;
7909;Total male and female;0 to 14 years;B Blood and blood forming organs;2013;17950.0;0.63;;
7910;Total male and female;0 to 14 years;B Blood and blood forming organs;2014;16905.0;0.59;;
7911;Total male and female;0 to 14 years;B Blood and blood forming organs;2015;16935.0;0.6;;
7912;Total male and female;0 to 14 years;B Blood and blood forming organs;2016;17255.0;0.62;;
7913;Total male and female;0 to 14 years;B Blood and blood forming organs;2017;17275.0;0.62;;
7914;Total male and female;0 to 14 years;B Blood and blood forming organs;2018;17325.0;0.63;;
7915;Total male and female;0 to 14 years;B Blood and blood forming organs;2019;17370.0;0.63;;
7916;Total male and female;0 to 14 years;B Blood and blood forming organs;2020;15230.0;0.56;2464.0;904.0
7917;Total male and female;0 to 14 years;B Blood and blood forming organs;2021;16525.0;0.61;2387.0;875.0
7918;Total male and female;0 to 14 years;B Blood and blood forming organs;2022;18570.0;0.68;2564.0;932.0
7919;Total male and female;0 to 14 years;B Blood and blood forming organs;2023;17130.0;0.63;3064.0;1120.0
7920;Total male and female;0 to 14 years;B01 Antithrombotic agents;2006;1590.0;0.05;;
7921;Total male and female;0 to 14 years;B01 Antithrombotic agents;2007;1520.0;0.05;;
7922;Total male and female;0 to 14 years;B01 Antithrombotic agents;2008;1555.0;0.05;;
7923;Total male and female;0 to 14 years;B01 Antithrombotic agents;2009;1575.0;0.05;;
7924;Total male and female;0 to 14 years;B01 Antithrombotic agents;2010;1600.0;0.05;;
7925;Total male and female;0 to 14 years;B01 Antithrombotic agents;2011;1590.0;0.05;;
7926;Total male and female;0 to 14 years;B01 Antithrombotic agents;2012;1615.0;0.06;;
7927;Total male and female;0 to 14 years;B01 Antithrombotic agents;2013;1565.0;0.05;;
7928;Total male and female;0 to 14 years;B01 Antithrombotic agents;2014;1580.0;0.06;;
7929;Total male and female;0 to 14 years;B01 Antithrombotic agents;2015;1585.0;0.06;;
7930;Total male and female;0 to 14 years;B01 Antithrombotic agents;2016;1665.0;0.06;;
7931;Total male and female;0 to 14 years;B01 Antithrombotic agents;2017;1680.0;0.06;;
7932;Total male and female;0 to 14 years;B01 Antithrombotic agents;2018;1650.0;0.06;;
7933;Total male and female;0 to 14 years;B01 Antithrombotic agents;2019;1750.0;0.06;;
7934;Total male and female;0 to 14 years;B01 Antithrombotic agents;2020;1670.0;0.06;322.0;118.0
7935;Total male and female;0 to 14 years;B01 Antithrombotic agents;2021;1865.0;0.07;320.0;117.0
7936;Total male and female;0 to 14 years;B01 Antithrombotic agents;2022;1880.0;0.07;332.0;121.0
7937;Total male and female;0 to 14 years;B01 Antithrombotic agents;2023;1775.0;0.06;322.0;118.0
7938;Total male and female;0 to 14 years;B01A Antithrombotic agents;2006;1590.0;0.05;;
7939;Total male and female;0 to 14 years;B01A Antithrombotic agents;2007;1520.0;0.05;;
7940;Total male and female;0 to 14 years;B01A Antithrombotic agents;2008;1555.0;0.05;;
7941;Total male and female;0 to 14 years;B01A Antithrombotic agents;2009;1575.0;0.05;;
7942;Total male and female;0 to 14 years;B01A Antithrombotic agents;2010;1600.0;0.05;;
7943;Total male and female;0 to 14 years;B01A Antithrombotic agents;2011;1590.0;0.05;;
7944;Total male and female;0 to 14 years;B01A Antithrombotic agents;2012;1615.0;0.06;;
7945;Total male and female;0 to 14 years;B01A Antithrombotic agents;2013;1565.0;0.05;;
7946;Total male and female;0 to 14 years;B01A Antithrombotic agents;2014;1580.0;0.06;;
7947;Total male and female;0 to 14 years;B01A Antithrombotic agents;2015;1585.0;0.06;;
7948;Total male and female;0 to 14 years;B01A Antithrombotic agents;2016;1665.0;0.06;;
7949;Total male and female;0 to 14 years;B01A Antithrombotic agents;2017;1680.0;0.06;;
7950;Total male and female;0 to 14 years;B01A Antithrombotic agents;2018;1650.0;0.06;;
7951;Total male and female;0 to 14 years;B01A Antithrombotic agents;2019;1750.0;0.06;;
7952;Total male and female;0 to 14 years;B01A Antithrombotic agents;2020;1670.0;0.06;322.0;118.0
7953;Total male and female;0 to 14 years;B01A Antithrombotic agents;2021;1865.0;0.07;320.0;117.0
7954;Total male and female;0 to 14 years;B01A Antithrombotic agents;2022;1880.0;0.07;332.0;121.0
7955;Total male and female;0 to 14 years;B01A Antithrombotic agents;2023;1775.0;0.06;322.0;118.0
7956;Total male and female;0 to 14 years;B02 Antihemorrhagics;2006;1225.0;0.04;;
7957;Total male and female;0 to 14 years;B02 Antihemorrhagics;2007;1020.0;0.03;;
7958;Total male and female;0 to 14 years;B02 Antihemorrhagics;2008;945.0;0.03;;
7959;Total male and female;0 to 14 years;B02 Antihemorrhagics;2009;975.0;0.03;;
7960;Total male and female;0 to 14 years;B02 Antihemorrhagics;2010;1050.0;0.04;;
7961;Total male and female;0 to 14 years;B02 Antihemorrhagics;2011;1035.0;0.04;;
7962;Total male and female;0 to 14 years;B02 Antihemorrhagics;2012;965.0;0.03;;
7963;Total male and female;0 to 14 years;B02 Antihemorrhagics;2013;995.0;0.03;;
7964;Total male and female;0 to 14 years;B02 Antihemorrhagics;2014;1085.0;0.04;;
7965;Total male and female;0 to 14 years;B02 Antihemorrhagics;2015;1020.0;0.04;;
7966;Total male and female;0 to 14 years;B02 Antihemorrhagics;2016;1155.0;0.04;;
7967;Total male and female;0 to 14 years;B02 Antihemorrhagics;2017;1085.0;0.04;;
7968;Total male and female;0 to 14 years;B02 Antihemorrhagics;2018;1165.0;0.04;;
7969;Total male and female;0 to 14 years;B02 Antihemorrhagics;2019;1155.0;0.04;;
7970;Total male and female;0 to 14 years;B02 Antihemorrhagics;2020;1155.0;0.04;26.0;9.0
7971;Total male and female;0 to 14 years;B02 Antihemorrhagics;2021;1225.0;0.04;27.0;10.0
7972;Total male and female;0 to 14 years;B02 Antihemorrhagics;2022;1440.0;0.05;29.0;11.0
7973;Total male and female;0 to 14 years;B02 Antihemorrhagics;2023;1525.0;0.06;28.0;10.0
7974;Total male and female;0 to 14 years;B02A Antifibrinolytics;2006;425.0;0.01;;
7975;Total male and female;0 to 14 years;B02A Antifibrinolytics;2007;465.0;0.02;;
7976;Total male and female;0 to 14 years;B02A Antifibrinolytics;2008;460.0;0.02;;
7977;Total male and female;0 to 14 years;B02A Antifibrinolytics;2009;500.0;0.02;;
7978;Total male and female;0 to 14 years;B02A Antifibrinolytics;2010;520.0;0.02;;
7979;Total male and female;0 to 14 years;B02A Antifibrinolytics;2011;515.0;0.02;;
7980;Total male and female;0 to 14 years;B02A Antifibrinolytics;2012;505.0;0.02;;
7981;Total male and female;0 to 14 years;B02A Antifibrinolytics;2013;555.0;0.02;;
7982;Total male and female;0 to 14 years;B02A Antifibrinolytics;2014;585.0;0.02;;
7983;Total male and female;0 to 14 years;B02A Antifibrinolytics;2015;570.0;0.02;;
7984;Total male and female;0 to 14 years;B02A Antifibrinolytics;2016;660.0;0.02;;
7985;Total male and female;0 to 14 years;B02A Antifibrinolytics;2017;650.0;0.02;;
7986;Total male and female;0 to 14 years;B02A Antifibrinolytics;2018;760.0;0.03;;
7987;Total male and female;0 to 14 years;B02A Antifibrinolytics;2019;745.0;0.03;;
7988;Total male and female;0 to 14 years;B02A Antifibrinolytics;2020;795.0;0.03;14.0;5.0
7989;Total male and female;0 to 14 years;B02A Antifibrinolytics;2021;905.0;0.03;16.0;6.0
7990;Total male and female;0 to 14 years;B02A Antifibrinolytics;2022;1135.0;0.04;19.0;7.0
7991;Total male and female;0 to 14 years;B02A Antifibrinolytics;2023;1240.0;0.05;19.0;7.0
7992;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2006;805.0;0.03;;
7993;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2007;560.0;0.02;;
7994;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2008;495.0;0.02;;
7995;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2009;480.0;0.02;;
7996;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2010;535.0;0.02;;
7997;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2011;515.0;0.02;;
7998;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2012;460.0;0.02;;
7999;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2013;445.0;0.02;;
8000;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2014;505.0;0.02;;
8001;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2015;455.0;0.02;;
8002;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2016;500.0;0.02;;
8003;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2017;450.0;0.02;;
8004;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2018;425.0;0.02;;
8005;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2019;420.0;0.02;;
8006;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2020;375.0;0.01;11.0;4.0
8007;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2021;340.0;0.01;11.0;4.0
8008;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2022;325.0;0.01;10.0;4.0
8009;Total male and female;0 to 14 years;B02B Vitamin k and other hemostatics;2023;310.0;0.01;9.0;3.0
8010;Total male and female;0 to 14 years;B03 Antianemic preparations;2006;16350.0;0.55;;
8011;Total male and female;0 to 14 years;B03 Antianemic preparations;2007;14585.0;0.49;;
8012;Total male and female;0 to 14 years;B03 Antianemic preparations;2008;13285.0;0.45;;
8013;Total male and female;0 to 14 years;B03 Antianemic preparations;2009;12995.0;0.44;;
8014;Total male and female;0 to 14 years;B03 Antianemic preparations;2010;11895.0;0.41;;
8015;Total male and female;0 to 14 years;B03 Antianemic preparations;2011;12005.0;0.41;;
8016;Total male and female;0 to 14 years;B03 Antianemic preparations;2012;11805.0;0.41;;
8017;Total male and female;0 to 14 years;B03 Antianemic preparations;2013;11885.0;0.41;;
8018;Total male and female;0 to 14 years;B03 Antianemic preparations;2014;11340.0;0.4;;
8019;Total male and female;0 to 14 years;B03 Antianemic preparations;2015;11470.0;0.41;;
8020;Total male and female;0 to 14 years;B03 Antianemic preparations;2016;11515.0;0.41;;
8021;Total male and female;0 to 14 years;B03 Antianemic preparations;2017;11865.0;0.43;;
8022;Total male and female;0 to 14 years;B03 Antianemic preparations;2018;12150.0;0.44;;
8023;Total male and female;0 to 14 years;B03 Antianemic preparations;2019;12300.0;0.45;;
8024;Total male and female;0 to 14 years;B03 Antianemic preparations;2020;10785.0;0.4;2110.0;774.0
8025;Total male and female;0 to 14 years;B03 Antianemic preparations;2021;11775.0;0.43;2037.0;747.0
8026;Total male and female;0 to 14 years;B03 Antianemic preparations;2022;13520.0;0.49;2199.0;800.0
8027;Total male and female;0 to 14 years;B03 Antianemic preparations;2023;12000.0;0.44;2711.0;991.0
8028;Total male and female;0 to 14 years;B03A Iron preparations;2006;15440.0;0.52;;
8029;Total male and female;0 to 14 years;B03A Iron preparations;2007;13580.0;0.46;;
8030;Total male and female;0 to 14 years;B03A Iron preparations;2008;12185.0;0.41;;
8031;Total male and female;0 to 14 years;B03A Iron preparations;2009;11845.0;0.4;;
8032;Total male and female;0 to 14 years;B03A Iron preparations;2010;10720.0;0.37;;
8033;Total male and female;0 to 14 years;B03A Iron preparations;2011;10800.0;0.37;;
8034;Total male and female;0 to 14 years;B03A Iron preparations;2012;10505.0;0.36;;
8035;Total male and female;0 to 14 years;B03A Iron preparations;2013;10580.0;0.37;;
8036;Total male and female;0 to 14 years;B03A Iron preparations;2014;9995.0;0.35;;
8037;Total male and female;0 to 14 years;B03A Iron preparations;2015;10070.0;0.36;;
8038;Total male and female;0 to 14 years;B03A Iron preparations;2016;10015.0;0.36;;
8039;Total male and female;0 to 14 years;B03A Iron preparations;2017;10315.0;0.37;;
8040;Total male and female;0 to 14 years;B03A Iron preparations;2018;10485.0;0.38;;
8041;Total male and female;0 to 14 years;B03A Iron preparations;2019;10630.0;0.39;;
8042;Total male and female;0 to 14 years;B03A Iron preparations;2020;9195.0;0.34;183.0;67.0
8043;Total male and female;0 to 14 years;B03A Iron preparations;2021;10165.0;0.37;170.0;62.0
8044;Total male and female;0 to 14 years;B03A Iron preparations;2022;11885.0;0.43;185.0;67.0
8045;Total male and female;0 to 14 years;B03A Iron preparations;2023;10385.0;0.38;160.0;58.0
8046;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2006;995.0;0.03;;
8047;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2007;1055.0;0.04;;
8048;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2008;1145.0;0.04;;
8049;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2009;1190.0;0.04;;
8050;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2010;1225.0;0.04;;
8051;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2011;1245.0;0.04;;
8052;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2012;1360.0;0.05;;
8053;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2013;1350.0;0.05;;
8054;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2014;1400.0;0.05;;
8055;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2015;1450.0;0.05;;
8056;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2016;1565.0;0.06;;
8057;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2017;1615.0;0.06;;
8058;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2018;1745.0;0.06;;
8059;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2019;1740.0;0.06;;
8060;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2020;1650.0;0.06;1915.0;702.0
8061;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2021;1675.0;0.06;1854.0;679.0
8062;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2022;1740.0;0.06;2014.0;732.0
8063;Total male and female;0 to 14 years;B03B Vitamin B12 and folic acid;2023;1735.0;0.06;2551.0;933.0
8064;Total male and female;0 to 14 years;B03X Other antianemic preparations;2006;105.0;0.0;;
8065;Total male and female;0 to 14 years;B03X Other antianemic preparations;2007;115.0;0.0;;
8066;Total male and female;0 to 14 years;B03X Other antianemic preparations;2008;125.0;0.0;;
