ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
3011;Vrouwen;Minder dan 12 uur per week;Migratieachtergrond : onbekend;2013;1;0;0;0;;;1
3012;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2008;31;30;1;29;3.6;96.4;1
3013;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2009;33;32;1;31;3.8;96.2;0
3014;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2010;33;32;1;31;3.6;96.4;1
3015;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2011;35;34;1;33;2.9;97.1;1
3016;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2012;32;31;1;30;4.5;95.5;1
3017;Vrouwen;Minder dan 12 uur per week;Positie: alleenstaande;2013;31;30;1;29;3.9;96.1;1
3018;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2008;1;1;0;1;;;0
3019;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2009;0;0;0;0;;;0
3020;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2010;0;0;0;0;;;0
3021;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2011;1;1;0;1;;;0
3022;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2012;1;1;0;1;;;0
3023;Vrouwen;Minder dan 12 uur per week;Positie: ouder in éénoudergezin;2013;1;1;0;1;;;0
3024;Vrouwen;Minder dan 12 uur per week;Positie: partner;2008;17;17;1;16;6.4;93.6;0
3025;Vrouwen;Minder dan 12 uur per week;Positie: partner;2009;19;18;2;16;10.4;89.6;1
3026;Vrouwen;Minder dan 12 uur per week;Positie: partner;2010;20;20;1;18;7.1;92.9;0
3027;Vrouwen;Minder dan 12 uur per week;Positie: partner;2011;21;21;2;19;8.9;91.1;0
3028;Vrouwen;Minder dan 12 uur per week;Positie: partner;2012;17;17;2;15;12.4;87.6;0
3029;Vrouwen;Minder dan 12 uur per week;Positie: partner;2013;24;23;2;21;9.9;90.1;1
3030;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2008;4;4;0;3;;;0
3031;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2009;4;4;0;4;;;0
3032;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2010;4;4;0;4;;;0
3033;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2011;4;4;0;4;;;0
3034;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2012;3;3;0;3;;;0
3035;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar met kind;2013;4;4;0;4;;;0
3036;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2008;14;13;1;12;;;0
3037;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2009;15;14;1;13;;;1
3038;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2010;16;15;1;14;7.0;93.0;0
3039;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2011;17;17;2;15;9.6;90.4;0
3040;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2012;14;14;2;12;;;0
3041;Vrouwen;Minder dan 12 uur per week;Positie: partner in paar zonder kind;2013;20;19;2;17;11.9;88.1;1
3042;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2008;104;103;3;100;3.0;97.0;1
3043;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2009;108;106;3;103;2.9;97.1;2
3044;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2010;117;115;3;112;2.5;97.5;3
3045;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2011;119;114;3;111;2.7;97.3;4
3046;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2012;125;123;3;120;2.2;97.8;2
3047;Vrouwen;Minder dan 12 uur per week;Positie: kind >=18 jaar;2013;125;121;4;117;3.1;96.9;4
3048;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2008;108;107;0;107;0.0;100.0;1
3049;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2009;110;108;0;108;0.0;100.0;1
3050;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2010;106;105;0;105;0.0;100.0;1
3051;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2011;110;107;0;107;0.0;100.0;3
3052;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2012;109;106;0;106;0.0;100.0;3
3053;Vrouwen;Minder dan 12 uur per week;Positie: kind <18 jaar;2013;107;102;0;102;0.0;100.0;4
3054;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2008;5;5;0;4;;;0
3055;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2009;5;4;0;4;;;0
3056;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2010;5;5;0;4;;;0
3057;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2011;5;5;0;5;;;0
3058;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2012;4;4;0;4;;;0
3059;Vrouwen;Minder dan 12 uur per week;Positie.: ouder;2013;5;5;0;5;;;0
3060;Vrouwen;Minder dan 12 uur per week;Positie: kind;2008;212;210;3;207;1.5;98.5;2
3061;Vrouwen;Minder dan 12 uur per week;Positie: kind;2009;217;214;3;211;1.4;98.6;3
3062;Vrouwen;Minder dan 12 uur per week;Positie: kind;2010;223;219;3;216;1.3;98.7;4
3063;Vrouwen;Minder dan 12 uur per week;Positie: kind;2011;228;221;3;218;1.4;98.6;7
3064;Vrouwen;Minder dan 12 uur per week;Positie: kind;2012;234;229;3;226;1.2;98.8;5
3065;Vrouwen;Minder dan 12 uur per week;Positie: kind;2013;231;223;4;219;1.7;98.3;9
3066;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2008;11;10;0;10;;;1
3067;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2009;11;10;0;10;;;1
3068;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2010;11;10;0;9;;;1
3069;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2011;11;9;1;9;;;1
3070;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2012;13;11;0;11;;;2
3071;Vrouwen;Minder dan 12 uur per week;Positie: overig lid;2013;13;12;0;11;;;1
3072;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2008;258;255;4;251;1.6;98.4;3
3073;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2009;264;259;5;255;1.9;98.1;5
3074;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2010;272;267;4;263;1.3;98.7;6
3075;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2011;279;270;4;266;1.6;98.4;9
3076;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2012;278;271;4;266;1.6;98.4;8
3077;Vrouwen;Minder dan 12 uur per week;Volgt regulier onderwijs;2013;274;264;4;259;1.7;98.3;10
3078;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2008;27;27;0;27;0.2;99.8;0
3079;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2009;29;29;0;28;0.1;99.9;0
3080;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2010;26;26;0;26;0.0;100.0;0
3081;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2011;30;29;0;29;0.3;99.7;1
3082;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2012;29;28;0;28;0.2;99.8;1
3083;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: laag;2013;42;40;0;40;0.0;100.0;1
3084;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2008;122;121;1;120;0.7;99.3;1
3085;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2009;121;119;1;118;0.9;99.1;2
3086;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2010;125;124;1;123;0.6;99.4;2
3087;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2011;123;120;1;119;1.0;99.0;3
3088;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2012;124;121;1;120;0.4;99.6;3
3089;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: middelbaar;2013;107;103;1;102;0.7;99.3;4
3090;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2008;99;97;3;94;3.0;97.0;1
3091;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2009;105;102;3;99;3.2;96.8;3
3092;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2010;109;106;3;103;2.5;97.5;3
3093;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2011;114;109;3;107;2.5;97.5;4
3094;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2012;112;109;3;106;2.9;97.1;3
3095;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: hoog;2013;111;107;3;104;3.1;96.9;4
3096;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2008;11;11;0;10;;;0
3097;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2009;10;10;0;10;;;0
3098;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2010;12;11;0;11;;;0
3099;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2011;12;12;0;12;;;0
3100;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2012;13;12;0;12;;;1
3101;Vrouwen;Minder dan 12 uur per week;Actueel onderwijsniveau: onbekend;2013;14;13;0;13;;;0
3102;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2008;13;13;1;12;;;0
3103;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2009;16;16;2;14;11.2;88.8;0
3104;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2010;15;15;2;13;;;0
3105;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2011;17;16;2;14;14.4;85.6;1
3106;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2012;18;18;2;16;12.4;87.6;0
3107;Vrouwen;Minder dan 12 uur per week;Volgt geen regulier onderwijs;2013;26;25;3;22;13.2;86.9;2
3108;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2008;5;5;0;5;;;0
3109;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2009;7;6;0;6;;;0
3110;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2010;5;5;0;5;;;0
3111;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2011;5;5;0;4;;;0
3112;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2012;4;4;0;4;;;0
3113;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: laag;2013;6;6;0;5;;;1
3114;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2008;6;6;1;5;;;0
3115;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2009;7;6;1;6;;;0
3116;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2010;7;7;1;6;;;0
3117;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2011;8;8;1;7;;;0
3118;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2012;10;9;1;8;;;0
3119;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: middelbaar;2013;13;13;1;12;;;0
3120;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2008;2;2;0;1;;;0
3121;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2009;2;2;1;2;;;0
3122;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2010;3;2;1;2;;;0
3123;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2011;3;3;1;2;;;0
3124;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2012;4;4;1;3;;;0
3125;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: hoog;2013;6;5;2;3;;;1
3126;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2008;0;0;0;0;;;0
3127;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2009;0;0;0;0;;;0
3128;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2010;0;0;0;0;;;0
3129;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2011;1;0;0;0;;;0
3130;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2012;1;1;0;0;;;0
3131;Vrouwen;Minder dan 12 uur per week;Onderwijsniveau: onbekend;2013;1;1;0;1;;;0
3132;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2008;12;12;1;11;;;0
3133;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2009;14;14;2;13;;;0
3134;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2010;14;13;2;12;;;0
3135;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2011;15;15;2;12;;;1
3136;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2012;17;17;2;15;11.7;88.3;0
3137;Vrouwen;Minder dan 12 uur per week;Werkkring: werknemer;2013;25;23;3;20;13.6;86.4;1
3138;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2008;5;5;0;5;;;0
3139;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2009;5;5;1;4;;;0
3140;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2010;4;4;1;4;;;0
3141;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2011;5;4;1;4;;;0
3142;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2012;5;5;0;4;;;0
3143;Vrouwen;Minder dan 12 uur per week;Werkkring: vaste arbeidsrelatie;2013;4;4;1;3;;;0
3144;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2008;7;7;1;6;;;0
3145;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2009;9;9;1;8;;;0
3146;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2010;9;9;1;8;;;0
3147;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2011;11;10;1;9;;;0
3148;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2012;13;12;2;11;;;0
3149;Vrouwen;Minder dan 12 uur per week;Werkkring: flexibele arbeidsrelatie;2013;20;19;2;17;11.3;88.7;1
3150;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2008;1;1;0;1;;;0
3151;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2009;1;1;0;1;;;0
3152;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2010;1;1;0;1;;;0
3153;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2011;2;2;0;2;;;0
3154;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2012;1;1;0;1;;;0
3155;Vrouwen;Minder dan 12 uur per week;Werkkring: zelfstandige;2013;2;2;0;2;;;0
3156;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2008;0;0;0;0;;;0
3157;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2009;0;0;0;0;;;0
3158;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2010;0;0;0;0;;;0
3159;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2011;0;0;0;0;;;0
3160;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2012;0;0;0;0;;;0
3161;Vrouwen;Minder dan 12 uur per week;Werkkring: positie onbekend;2013;0;0;0;0;;;0
3162;Vrouwen;Minder dan 20 uur per week;Totaal;2008;370;365;16;349;4.5;95.5;5
3163;Vrouwen;Minder dan 20 uur per week;Totaal;2009;377;369;16;353;4.4;95.6;8
3164;Vrouwen;Minder dan 20 uur per week;Totaal;2010;387;378;15;363;4.0;96.0;9
3165;Vrouwen;Minder dan 20 uur per week;Totaal;2011;401;389;18;371;4.5;95.5;13
3166;Vrouwen;Minder dan 20 uur per week;Totaal;2012;403;392;18;374;4.7;95.3;11
3167;Vrouwen;Minder dan 20 uur per week;Totaal;2013;408;392;20;373;5.0;95.0;16
3168;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2008;301;298;13;285;4.5;95.5;3
3169;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2009;301;295;14;282;4.6;95.4;5
3170;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2010;310;304;13;291;4.2;95.8;6
3171;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2011;321;312;14;298;4.5;95.5;9
3172;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2012;327;320;16;304;4.9;95.1;7
3173;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: Nederland;2013;320;310;16;294;5.1;94.9;10
3174;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2008;68;67;3;64;4.6;95.4;1
3175;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2009;75;73;3;70;3.7;96.3;2
3176;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2010;76;74;2;71;3.0;97.0;2
3177;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2011;80;77;4;73;4.7;95.3;3
3178;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2012;75;72;3;69;3.8;96.2;3
3179;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: met migratieacht...;2013;87;83;4;79;4.6;95.4;4
3180;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2008;26;26;1;24;5.3;94.7;1
3181;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2009;27;26;1;25;3.4;96.6;1
3182;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2010;28;27;1;26;3.6;96.4;1
3183;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2011;28;26;1;25;4.0;96.0;2
3184;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2012;29;28;1;27;3.3;96.7;1
3185;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: westers;2013;33;32;1;31;4.6;95.4;1
3186;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2008;42;41;2;39;4.2;95.8;1
3187;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2009;48;47;2;45;3.8;96.2;1
3188;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2010;48;47;1;46;2.7;97.3;2
3189;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2011;52;51;3;48;5.0;95.0;2
3190;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2012;46;44;2;43;4.1;95.9;1
3191;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond: niet-westers;2013;54;51;2;48;4.5;95.5;3
3192;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2008;1;0;0;0;;;0
3193;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2009;1;1;0;1;;;1
3194;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2010;1;1;0;0;;;0
3195;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2011;1;0;0;0;;;0
3196;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2012;1;0;0;0;;;1
3197;Vrouwen;Minder dan 20 uur per week;Migratieachtergrond : onbekend;2013;1;0;0;0;;;1
3198;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2008;43;42;3;39;6.7;93.3;1
3199;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2009;46;45;3;42;7.5;92.5;1
3200;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2010;47;46;3;44;5.5;94.5;1
3201;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2011;51;50;3;47;5.7;94.3;1
3202;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2012;48;47;4;43;7.7;92.3;1
3203;Vrouwen;Minder dan 20 uur per week;Positie: alleenstaande;2013;49;48;4;43;8.5;91.5;1
3204;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2008;2;2;0;1;;;0
3205;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2009;1;1;0;1;;;0
3206;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2010;1;1;0;1;;;0
3207;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2011;1;1;0;1;;;0
3208;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2012;1;1;0;1;;;0
3209;Vrouwen;Minder dan 20 uur per week;Positie: ouder in éénoudergezin;2013;1;1;0;1;;;0
3210;Vrouwen;Minder dan 20 uur per week;Positie: partner;2008;37;37;7;30;18.7;81.3;0
3211;Vrouwen;Minder dan 20 uur per week;Positie: partner;2009;36;35;6;29;17.0;83.0;1
3212;Vrouwen;Minder dan 20 uur per week;Positie: partner;2010;40;39;5;34;13.9;86.1;1
3213;Vrouwen;Minder dan 20 uur per week;Positie: partner;2011;43;42;7;35;17.0;83.0;1
3214;Vrouwen;Minder dan 20 uur per week;Positie: partner;2012;40;39;7;32;18.3;81.7;1
3215;Vrouwen;Minder dan 20 uur per week;Positie: partner;2013;45;43;7;36;16.8;83.2;2
3216;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2008;13;13;3;10;;;0
3217;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2009;11;11;2;9;;;0
3218;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2010;12;12;2;10;;;0
3219;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2011;14;14;3;11;;;0
3220;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2012;12;11;2;9;;;0
3221;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar met kind;2013;9;9;2;7;;;0
3222;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2008;24;24;4;20;16.3;83.7;0
3223;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2009;25;24;4;20;15.5;84.5;1
3224;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2010;28;27;3;24;12.8;87.2;1
3225;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2011;29;29;5;24;15.8;84.2;1
3226;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2012;29;28;5;23;18.0;82.0;1
3227;Vrouwen;Minder dan 20 uur per week;Positie: partner in paar zonder kind;2013;36;34;6;29;16.7;83.3;2
3228;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2008;145;144;6;138;4.2;95.8;1
3229;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2009;150;147;6;141;4.1;95.9;3
3230;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2010;159;155;7;149;4.2;95.8;4
3231;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2011;162;156;6;150;4.0;96.0;6
3232;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2012;170;167;7;160;4.1;95.9;3
3233;Vrouwen;Minder dan 20 uur per week;Positie: kind >=18 jaar;2013;170;165;7;158;4.4;95.6;5
3234;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2008;128;127;0;127;0.0;100.0;1
3235;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2009;128;126;0;126;0.0;100.0;1
3236;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2010;123;122;0;122;0.0;100.0;1
3237;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2011;127;124;0;124;0.0;100.0;3
3238;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2012;126;122;0;122;0.0;100.0;3
3239;Vrouwen;Minder dan 20 uur per week;Positie: kind <18 jaar;2013;123;118;0;118;0.0;100.0;5
3240;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2008;15;15;3;11;;;0
3241;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2009;12;12;2;10;;;0
3242;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2010;13;13;2;11;;;0
3243;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2011;15;14;3;12;;;0
3244;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2012;13;13;2;10;;;0
3245;Vrouwen;Minder dan 20 uur per week;Positie.: ouder;2013;10;10;2;9;;;0
3246;Vrouwen;Minder dan 20 uur per week;Positie: kind;2008;274;271;6;265;2.2;97.8;3
3247;Vrouwen;Minder dan 20 uur per week;Positie: kind;2009;278;273;6;267;2.2;97.8;4
3248;Vrouwen;Minder dan 20 uur per week;Positie: kind;2010;282;277;7;270;2.4;97.6;5
3249;Vrouwen;Minder dan 20 uur per week;Positie: kind;2011;288;280;6;273;2.2;97.8;9
3250;Vrouwen;Minder dan 20 uur per week;Positie: kind;2012;295;289;7;282;2.4;97.6;6
3251;Vrouwen;Minder dan 20 uur per week;Positie: kind;2013;293;283;7;276;2.6;97.4;10
3252;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2008;15;13;0;13;;;1
3253;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2009;17;15;1;14;;;2
3254;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2010;16;15;0;14;;;2
3255;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2011;18;16;1;15;7.2;92.8;2
3256;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2012;18;16;1;15;4.3;95.7;2
3257;Vrouwen;Minder dan 20 uur per week;Positie: overig lid;2013;20;17;1;16;5.2;94.8;3
3258;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2008;337;333;10;323;2.9;97.1;4
3259;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2009;341;334;10;324;3.1;96.9;7
3260;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2010;351;343;8;335;2.4;97.6;8
3261;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2011;361;350;9;340;2.6;97.4;11
3262;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2012;358;348;10;339;2.8;97.2;10
3263;Vrouwen;Minder dan 20 uur per week;Volgt regulier onderwijs;2013;352;340;9;331;2.7;97.3;12
3264;Vrouwen;Minder dan 20 uur per week;Actueel onderwijsniveau: laag;2008;33;33;0;33;0.3;99.7;1
