ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;Deeltijd0Tot12Uur_2;Deeltijd12Tot35Uur_3;Voltijders_4;GemiddeldeArbeidsduur_5;Baan12UurPerWeek_6;Baan12UurPerWeek_7;Baan1UurPerWeek_8;TotaalWerknemers_9;VasteArbeidsrelatie_10;FlexibeleArbeidsrelatie_11;VasteArbeidsrelatie_12;FlexibeleArbeidsrelatie_13;TotaalZelfstandigen_14;MetPersoneel_15;ZonderPersoneel_16;MetPersoneel_17;ZonderPersoneel_18;PersonenMetVoortdurendEenBaan_19;PersonenMetMeerDanEenBaan_20;PersonenMetUitkering_21
2793;Vrouwen;42 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2794;Vrouwen;42 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2795;Vrouwen;42 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2796;Vrouwen;42 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2797;Vrouwen;42 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2798;Vrouwen;42 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
2799;Vrouwen;42 jaar;1940 tot 1945;46.9;19.0;50.6;30.4;25.0;;;;78.0;;;;;22.0;;;;;;;
2800;Vrouwen;42 jaar;1945 tot 1950;52.5;19.9;56.0;24.1;23.4;8.3;;;82.4;70.9;14.9;82.7;17.3;17.6;7.1;7.1;;;;;
2801;Vrouwen;42 jaar;1950 tot 1955;62.0;17.8;57.3;24.9;24.2;9.1;;;86.6;68.7;17.8;79.4;20.6;13.4;5.9;7.6;43.8;56.2;;;
2802;Vrouwen;42 jaar;1955 tot 1960;70.9;14.2;61.9;23.9;24.9;9.2;;;89.0;73.6;15.4;82.6;17.4;11.0;4.3;6.7;39.3;60.7;;;13.0
2803;Vrouwen;42 jaar;1960 tot 1965;72.5;10.9;69.0;20.1;24.5;9.1;;;88.0;76.7;11.4;87.1;12.9;12.0;4.3;7.6;36.3;63.7;46.0;36.0;13.0
2804;Vrouwen;42 jaar;1965 tot 1970;78.1;7.3;70.6;22.0;26.0;9.5;;9.5;86.1;74.5;11.6;86.5;13.5;13.9;4.3;9.6;30.9;69.1;48.0;40.0;12.0
2805;Vrouwen;42 jaar;1970 tot 1975;77.1;7.0;70.6;22.4;26.6;10.4;6.4;10.1;86.2;75.3;12.3;86.0;14.0;13.8;3.5;10.3;25.4;74.6;;;
2806;Vrouwen;42 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2807;Vrouwen;42 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2808;Vrouwen;42 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2809;Vrouwen;42 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2810;Vrouwen;42 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2811;Vrouwen;42 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2812;Vrouwen;43 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2813;Vrouwen;43 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2814;Vrouwen;43 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2815;Vrouwen;43 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2816;Vrouwen;43 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2817;Vrouwen;43 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
2818;Vrouwen;43 jaar;1940 tot 1945;49.8;18.8;52.1;29.1;24.5;;;;81.3;;;;;18.7;;;;;;;
2819;Vrouwen;43 jaar;1945 tot 1950;53.6;18.4;55.0;26.5;24.1;9.0;;;84.3;70.4;16.1;81.3;18.7;15.7;6.2;7.3;;;;;
2820;Vrouwen;43 jaar;1950 tot 1955;62.3;17.7;56.7;25.7;24.4;9.3;;;85.8;68.2;17.5;79.6;20.4;14.2;6.2;8.0;43.7;56.3;;;
2821;Vrouwen;43 jaar;1955 tot 1960;72.0;13.4;65.1;21.4;24.6;8.9;;;89.3;73.7;15.6;82.5;17.5;10.7;3.8;6.8;35.9;64.1;42.0;40.0;13.0
2822;Vrouwen;43 jaar;1960 tot 1965;73.4;10.2;68.5;21.3;24.8;9.6;;;87.6;75.6;12.1;86.2;13.8;12.4;4.2;8.2;33.8;66.2;47.0;35.0;13.0
2823;Vrouwen;43 jaar;1965 tot 1970;78.1;6.5;71.8;21.7;26.0;9.9;6.2;9.9;86.0;74.8;11.2;86.9;13.1;14.0;4.1;9.9;29.2;70.8;;;
2824;Vrouwen;43 jaar;1970 tot 1975;77.2;6.6;68.9;24.4;27.2;10.5;5.9;10.2;83.9;75.1;13.3;85.0;15.0;16.1;4.4;11.7;27.2;72.8;;;
2825;Vrouwen;43 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2826;Vrouwen;43 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2827;Vrouwen;43 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2828;Vrouwen;43 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2829;Vrouwen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2830;Vrouwen;43 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2831;Vrouwen;44 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2832;Vrouwen;44 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2833;Vrouwen;44 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2834;Vrouwen;44 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2835;Vrouwen;44 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2836;Vrouwen;44 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
2837;Vrouwen;44 jaar;1940 tot 1945;48.1;21.5;51.5;27.1;23.9;;;;81.4;;;;;18.6;;;;;;;
2838;Vrouwen;44 jaar;1945 tot 1950;56.0;18.3;57.0;24.6;24.0;8.9;;;83.7;67.8;17.8;79.2;20.8;16.3;5.8;8.5;;;;;
2839;Vrouwen;44 jaar;1950 tot 1955;64.2;15.3;59.1;25.5;24.9;9.5;;;86.6;70.2;16.4;81.1;18.9;13.4;5.7;7.7;42.3;57.7;;;
2840;Vrouwen;44 jaar;1955 tot 1960;71.3;11.7;66.0;22.3;24.9;9.6;;;88.3;76.2;12.1;86.3;13.7;11.7;4.4;7.3;37.3;62.7;43.0;39.0;14.0
2841;Vrouwen;44 jaar;1960 tot 1965;75.1;9.1;69.0;21.8;25.3;10.0;;;87.1;75.8;11.3;87.0;13.0;12.9;3.9;9.0;29.9;70.1;48.0;35.0;13.0
2842;Vrouwen;44 jaar;1965 tot 1970;76.5;7.0;69.9;23.2;26.4;10.6;6.9;10.5;85.9;75.1;10.8;87.4;12.6;14.1;3.6;10.5;25.4;74.6;;;
2843;Vrouwen;44 jaar;1970 tot 1975;77.6;6.5;67.5;26.0;27.5;10.7;6.2;10.4;83.1;76.1;14.2;84.3;15.7;16.9;4.3;12.7;25.3;74.7;;;
2844;Vrouwen;44 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2845;Vrouwen;44 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2846;Vrouwen;44 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2847;Vrouwen;44 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2848;Vrouwen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2849;Vrouwen;44 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2850;Vrouwen;45 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2851;Vrouwen;45 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2852;Vrouwen;45 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2853;Vrouwen;45 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2854;Vrouwen;45 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2855;Vrouwen;45 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
2856;Vrouwen;45 jaar;1940 tot 1945;48.3;19.9;54.2;25.9;23.7;;;;80.3;;;;;19.7;;;;;;;
2857;Vrouwen;45 jaar;1945 tot 1950;57.3;18.4;55.9;25.7;24.1;9.4;;;83.9;67.0;17.4;79.4;20.6;16.1;7.1;8.5;45.2;54.8;;;
2858;Vrouwen;45 jaar;1950 tot 1955;66.8;15.8;59.3;24.9;24.9;10.0;;;86.3;69.0;17.3;79.9;20.1;13.7;6.0;7.7;43.8;56.2;;;
2859;Vrouwen;45 jaar;1955 tot 1960;72.2;12.7;66.2;21.1;24.5;9.4;;;87.0;75.6;11.4;86.9;13.1;13.0;4.5;8.5;34.5;65.5;45.0;37.0;14.0
2860;Vrouwen;45 jaar;1960 tot 1965;77.5;9.9;66.9;23.2;25.7;10.2;;;86.5;75.5;11.0;87.3;12.7;13.5;3.9;9.7;28.7;71.3;48.0;36.0;13.0
2861;Vrouwen;45 jaar;1965 tot 1970;78.2;8.6;68.9;22.5;26.1;11.1;7.5;10.8;84.4;73.1;11.3;86.6;13.4;15.6;4.4;11.2;28.4;71.6;;;
2862;Vrouwen;45 jaar;1970 tot 1975;78.7;6.0;68.7;25.3;27.6;11.1;6.9;10.9;82.8;80.4;13.3;85.8;14.2;17.2;4.9;12.4;28.2;71.8;;;
2863;Vrouwen;45 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2864;Vrouwen;45 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2865;Vrouwen;45 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2866;Vrouwen;45 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2867;Vrouwen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2868;Vrouwen;45 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2869;Vrouwen;46 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2870;Vrouwen;46 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2871;Vrouwen;46 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2872;Vrouwen;46 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2873;Vrouwen;46 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2874;Vrouwen;46 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;
2875;Vrouwen;46 jaar;1940 tot 1945;48.4;20.4;53.3;26.3;23.9;;;;81.0;;;;;19.0;;;;;;;
2876;Vrouwen;46 jaar;1945 tot 1950;56.5;18.2;56.2;25.6;24.6;9.8;;;84.9;68.1;16.8;80.2;19.8;15.1;6.5;8.6;43.0;57.0;;;
2877;Vrouwen;46 jaar;1950 tot 1955;65.4;13.3;61.3;25.4;25.2;10.2;;;86.7;71.1;15.6;82.0;18.0;13.3;5.4;7.9;40.8;59.2;;;
2878;Vrouwen;46 jaar;1955 tot 1960;73.2;11.5;66.9;21.6;25.0;9.9;;;87.9;77.4;10.5;88.0;12.0;12.1;4.2;7.9;34.5;65.5;46.0;35.0;15.0
2879;Vrouwen;46 jaar;1960 tot 1965;77.3;9.2;67.9;22.9;25.9;10.6;;10.7;86.2;74.7;11.4;86.7;13.3;13.8;3.9;9.9;28.2;71.8;49.0;37.0;13.0
2880;Vrouwen;46 jaar;1965 tot 1970;77.7;8.3;68.9;22.8;26.4;11.7;7.7;11.4;84.7;73.3;11.5;86.5;13.5;15.3;4.2;11.0;27.8;72.2;;;
2881;Vrouwen;46 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2882;Vrouwen;46 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2883;Vrouwen;46 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2884;Vrouwen;46 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2885;Vrouwen;46 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2886;Vrouwen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2887;Vrouwen;46 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2888;Vrouwen;47 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2889;Vrouwen;47 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2890;Vrouwen;47 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2891;Vrouwen;47 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2892;Vrouwen;47 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2893;Vrouwen;47 jaar;1935 tot 1940;42.0;;;;;;;;;;;;;;;;;;;;
2894;Vrouwen;47 jaar;1940 tot 1945;47.3;20.2;54.1;25.7;23.9;10.5;;;80.1;64.8;17.9;78.3;21.7;19.9;8.0;9.2;;;;;
2895;Vrouwen;47 jaar;1945 tot 1950;55.6;17.7;57.6;24.8;24.4;10.3;;;83.0;67.1;16.0;80.8;19.2;17.0;7.3;9.7;43.0;57.0;;;
2896;Vrouwen;47 jaar;1950 tot 1955;65.5;14.1;60.9;25.0;25.1;10.7;;;85.3;71.3;13.9;83.7;16.3;14.7;5.4;9.4;36.5;63.5;;;15.0
2897;Vrouwen;47 jaar;1955 tot 1960;72.1;11.3;67.6;21.1;25.0;10.3;;;87.8;77.4;10.4;88.2;11.8;12.2;4.3;7.9;35.6;64.4;47.0;33.0;15.0
2898;Vrouwen;47 jaar;1960 tot 1965;78.3;8.3;68.9;22.8;26.1;11.1;;11.0;86.2;75.2;10.9;87.3;12.7;13.8;3.9;9.9;28.6;71.4;49.0;37.0;13.0
2899;Vrouwen;47 jaar;1965 tot 1970;77.4;8.2;67.9;23.9;26.7;12.1;7.8;11.7;84.1;73.4;12.5;85.5;14.5;15.9;4.5;11.5;28.1;71.9;;;
2900;Vrouwen;47 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2901;Vrouwen;47 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2902;Vrouwen;47 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2903;Vrouwen;47 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2904;Vrouwen;47 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2905;Vrouwen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2906;Vrouwen;47 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2907;Vrouwen;48 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2908;Vrouwen;48 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2909;Vrouwen;48 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2910;Vrouwen;48 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2911;Vrouwen;48 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2912;Vrouwen;48 jaar;1935 tot 1940;40.0;24.0;50.4;25.6;22.8;;;;78.9;;;;;21.1;;;;;;;
2913;Vrouwen;48 jaar;1940 tot 1945;46.2;17.7;56.0;26.3;24.3;10.8;;;80.8;69.4;13.7;83.5;16.5;19.2;6.3;10.6;;;;;
2914;Vrouwen;48 jaar;1945 tot 1950;57.0;17.4;56.3;26.3;24.6;11.2;;;85.1;68.4;16.7;80.4;19.6;14.9;6.4;8.5;43.0;57.0;;;
2915;Vrouwen;48 jaar;1950 tot 1955;65.3;14.5;62.7;22.8;24.6;10.7;;;86.5;73.8;12.7;85.4;14.6;13.5;5.3;8.2;39.2;60.8;42.0;36.0;15.0
2916;Vrouwen;48 jaar;1955 tot 1960;72.3;11.2;67.9;20.9;24.9;11.0;;;87.5;77.8;9.6;89.0;11.0;12.5;4.1;8.5;32.5;67.5;48.0;32.0;15.0
2917;Vrouwen;48 jaar;1960 tot 1965;77.7;8.2;68.2;23.6;26.1;11.6;7.4;11.6;86.1;75.4;10.8;87.5;12.5;13.9;3.8;10.0;27.5;72.5;;;
2918;Vrouwen;48 jaar;1965 tot 1970;78.2;8.2;66.4;25.3;26.7;12.7;8.0;12.3;82.9;75.3;12.6;85.7;14.3;17.1;4.5;12.6;26.1;73.9;;;
2919;Vrouwen;48 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2920;Vrouwen;48 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2921;Vrouwen;48 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2922;Vrouwen;48 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2923;Vrouwen;48 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2924;Vrouwen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2925;Vrouwen;48 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2926;Vrouwen;49 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2927;Vrouwen;49 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2928;Vrouwen;49 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2929;Vrouwen;49 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2930;Vrouwen;49 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2931;Vrouwen;49 jaar;1935 tot 1940;43.6;24.2;50.3;25.5;22.9;;;;79.8;;;;;20.2;;;;;;;
2932;Vrouwen;49 jaar;1940 tot 1945;48.1;22.0;51.1;26.9;23.8;11.7;;;80.5;68.1;13.0;83.9;16.1;19.5;8.5;10.4;;;;;
2933;Vrouwen;49 jaar;1945 tot 1950;55.1;17.4;58.1;24.5;24.6;11.7;;;83.8;68.8;15.0;82.1;17.9;16.2;7.6;8.6;46.9;53.1;;;
2934;Vrouwen;49 jaar;1950 tot 1955;65.2;13.6;64.3;22.1;24.6;11.1;;;84.9;73.8;11.2;86.9;13.1;15.1;5.2;9.9;34.3;65.7;43.0;34.0;16.0
2935;Vrouwen;49 jaar;1955 tot 1960;72.7;10.3;68.6;21.1;25.3;11.8;;;87.2;77.9;9.3;89.3;10.7;12.8;4.2;8.6;32.9;67.1;49.0;32.0;15.0
2936;Vrouwen;49 jaar;1960 tot 1965;76.5;8.3;68.0;23.6;26.4;12.3;8.3;12.2;85.6;74.8;10.7;87.5;12.5;14.4;4.0;10.4;27.7;72.3;;;
2937;Vrouwen;49 jaar;1965 tot 1970;77.0;7.5;66.8;25.7;27.2;13.2;7.5;12.8;83.0;77.3;13.7;84.9;15.1;17.0;4.1;12.9;24.2;75.8;;;
2938;Vrouwen;49 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2939;Vrouwen;49 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2940;Vrouwen;49 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2941;Vrouwen;49 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2942;Vrouwen;49 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2943;Vrouwen;49 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2944;Vrouwen;49 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2945;Vrouwen;50 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2946;Vrouwen;50 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2947;Vrouwen;50 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2948;Vrouwen;50 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2949;Vrouwen;50 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2950;Vrouwen;50 jaar;1935 tot 1940;38.8;21.9;52.7;25.3;23.5;;;;77.8;;;;;22.2;;;;;;;
2951;Vrouwen;50 jaar;1940 tot 1945;46.2;21.6;54.7;23.7;23.2;12.3;;;81.8;66.7;15.5;81.2;18.8;18.2;8.0;9.8;45.0;55.0;;;
2952;Vrouwen;50 jaar;1945 tot 1950;54.2;18.0;55.6;26.4;24.7;12.3;;;83.7;69.1;14.6;82.6;17.4;16.3;5.8;10.4;35.9;64.1;;;
2953;Vrouwen;50 jaar;1950 tot 1955;65.6;14.7;63.7;21.6;24.4;11.8;;;84.7;74.5;10.2;87.9;12.1;15.3;5.4;9.9;35.5;64.5;43.0;32.0;16.0
2954;Vrouwen;50 jaar;1955 tot 1960;73.0;10.8;67.8;21.4;25.3;12.0;;;86.3;76.6;9.8;88.7;11.3;13.7;4.3;9.4;31.4;68.6;49.0;32.0;15.0
2955;Vrouwen;50 jaar;1960 tot 1965;74.4;8.8;66.6;24.5;26.4;12.9;8.3;12.5;84.2;74.0;10.2;87.9;12.1;15.8;4.4;11.5;27.5;72.5;;;
2956;Vrouwen;50 jaar;1965 tot 1970;77.2;6.6;67.4;26.1;27.6;13.3;9.0;13.1;82.6;81.6;12.9;86.3;13.7;17.4;4.0;13.4;23.1;76.9;;;
2957;Vrouwen;50 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2958;Vrouwen;50 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2959;Vrouwen;50 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2960;Vrouwen;50 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2961;Vrouwen;50 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2962;Vrouwen;50 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2963;Vrouwen;50 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2964;Vrouwen;51 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2965;Vrouwen;51 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2966;Vrouwen;51 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2967;Vrouwen;51 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2968;Vrouwen;51 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;
2969;Vrouwen;51 jaar;1935 tot 1940;36.5;23.3;51.8;25.0;23.0;;;;76.4;;;;;23.6;;;;;;;
2970;Vrouwen;51 jaar;1940 tot 1945;44.5;20.4;53.4;26.2;24.1;13.4;;;81.3;66.0;15.2;81.2;18.8;18.7;7.5;11.2;40.2;59.8;;;
2971;Vrouwen;51 jaar;1945 tot 1950;54.8;18.9;57.1;24.0;24.1;12.9;;;84.1;69.5;14.6;82.6;17.4;15.9;6.7;9.2;41.9;58.1;;;
2972;Vrouwen;51 jaar;1950 tot 1955;63.8;14.7;64.2;21.1;24.3;11.9;;;84.6;74.5;10.1;88.1;11.9;15.4;5.3;10.2;34.2;65.8;43.0;29.0;17.0
2973;Vrouwen;51 jaar;1955 tot 1960;72.7;10.0;66.9;23.1;25.9;12.7;;12.9;86.0;76.9;9.1;89.4;10.6;14.0;4.3;9.7;30.5;69.5;48.0;32.0;15.0
2974;Vrouwen;51 jaar;1960 tot 1965;73.5;9.1;67.6;23.3;26.1;13.8;9.3;13.4;84.3;74.5;9.9;88.3;11.7;15.7;4.4;11.2;28.4;71.6;;;
2975;Vrouwen;51 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;
2976;Vrouwen;51 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2977;Vrouwen;51 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2978;Vrouwen;51 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2979;Vrouwen;51 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2980;Vrouwen;51 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
2981;Vrouwen;51 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
2982;Vrouwen;51 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
2983;Vrouwen;52 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
2984;Vrouwen;52 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
2985;Vrouwen;52 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
2986;Vrouwen;52 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
2987;Vrouwen;52 jaar;1930 tot 1935;32.8;;;;;;;;;;;;;;;;;;;;
2988;Vrouwen;52 jaar;1935 tot 1940;36.4;25.8;49.0;25.1;22.6;;;;78.5;66.3;13.7;;;21.5;8.3;11.7;;;;;
2989;Vrouwen;52 jaar;1940 tot 1945;43.8;20.0;56.5;23.5;23.7;14.1;;;79.3;65.4;13.8;82.5;17.5;20.7;9.2;11.5;44.3;55.7;;;
2990;Vrouwen;52 jaar;1945 tot 1950;55.2;17.4;58.8;23.8;24.4;13.3;;;83.3;70.4;12.9;84.5;15.5;16.7;7.0;9.7;41.8;58.2;;;17.0
2991;Vrouwen;52 jaar;1950 tot 1955;62.7;14.4;64.3;21.3;24.4;12.8;;;85.9;75.8;10.1;88.3;11.7;14.1;4.8;9.3;33.9;66.1;43.0;28.0;18.0
2992;Vrouwen;52 jaar;1955 tot 1960;72.7;10.2;66.8;23.0;25.8;13.6;;13.4;85.8;75.8;10.0;88.3;11.7;14.2;3.9;10.2;27.7;72.3;48.0;32.0;16.0
2993;Vrouwen;52 jaar;1960 tot 1965;73.6;9.2;67.5;23.3;26.4;14.5;8.8;14.0;83.4;75.0;9.9;88.3;11.7;16.6;4.3;12.3;26.0;74.0;;;
2994;Vrouwen;52 jaar;1965 tot 1970;;;;;;;;;;;;;;;;;;;;;
2995;Vrouwen;52 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;
2996;Vrouwen;52 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;
2997;Vrouwen;52 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;
2998;Vrouwen;52 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;
2999;Vrouwen;52 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;
3000;Vrouwen;52 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;
3001;Vrouwen;52 jaar;2000 tot 2005;;;;;;;;;;;;;;;;;;;;;
3002;Vrouwen;53 jaar;1910 tot 1915;;;;;;;;;;;;;;;;;;;;;
3003;Vrouwen;53 jaar;1915 tot 1920;;;;;;;;;;;;;;;;;;;;;
3004;Vrouwen;53 jaar;1920 tot 1925;;;;;;;;;;;;;;;;;;;;;
3005;Vrouwen;53 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;
3006;Vrouwen;53 jaar;1930 tot 1935;30.2;24.9;48.4;26.7;22.8;;;;73.4;;;;;26.6;;;;;;;
3007;Vrouwen;53 jaar;1935 tot 1940;35.8;24.1;52.9;23.0;22.5;14.0;;;76.7;64.8;15.0;81.2;18.8;23.3;9.3;10.9;;;;;
3008;Vrouwen;53 jaar;1940 tot 1945;44.3;22.0;53.8;24.2;23.3;15.1;;;79.5;66.5;13.1;83.6;16.4;20.5;8.5;11.9;41.7;58.3;;;
