ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
7113;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 1st quarter;100.0;99.9;100.0;100.0;;;100.0;;;;;;;;
7114;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 April;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7115;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 May;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7116;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 June;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7117;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 2nd quarter;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7118;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 July;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7119;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 August;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7120;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 September;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7121;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 3rd quarter;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7122;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 October;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7123;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 November;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7124;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 December;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7125;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 4th quarter;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7126;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2010 year;100.0;100.0;100.0;100.0;;;100.0;;;;;;;;
7127;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 January;100.0;100.0;98.6;98.6;;;101.5;0.0;0.1;-1.4;-1.4;;;1.5;
7128;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 February;101.4;101.4;99.9;99.9;;;101.5;1.4;1.5;-0.1;-0.1;;;1.5;
7129;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 March;101.4;101.4;99.9;99.9;;;101.5;1.4;1.5;-0.1;-0.1;;;1.5;
7130;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 1st quarter;100.9;100.9;99.5;99.5;;;101.5;0.9;1.0;-0.5;-0.5;;;1.5;
7131;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 April;101.4;101.5;100.0;100.1;;;101.5;1.4;1.5;0.0;0.1;;;1.5;
7132;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 May;101.4;101.5;100.0;100.1;;;101.5;1.4;1.5;0.0;0.1;;;1.5;
7133;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 June;101.4;101.5;100.0;100.1;;;101.5;1.4;1.5;0.0;0.1;;;1.5;
7134;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 2nd quarter;101.4;101.5;100.0;100.1;;;101.5;1.4;1.5;0.0;0.1;;;1.5;
7135;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 July;101.5;101.6;100.2;100.2;;;101.5;1.5;1.6;0.2;0.2;;;1.5;
7136;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 August;101.5;101.6;100.2;100.2;;;101.5;1.5;1.6;0.2;0.2;;;1.5;
7137;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 September;101.5;101.6;100.2;100.2;;;101.5;1.5;1.6;0.2;0.2;;;1.5;
7138;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 3rd quarter;101.5;101.6;100.2;100.2;;;101.5;1.5;1.6;0.2;0.2;;;1.5;
7139;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 October;102.4;102.5;101.1;101.1;;;101.5;2.4;2.5;1.1;1.1;;;1.5;
7140;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 November;102.4;102.5;101.1;101.1;;;101.5;2.4;2.5;1.1;1.1;;;1.5;
7141;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 December;102.5;102.6;101.1;101.2;;;101.5;2.5;2.6;1.1;1.2;;;1.5;
7142;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 4th quarter;102.4;102.5;101.1;101.1;;;101.5;2.4;2.5;1.1;1.1;;;1.5;
7143;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2011 year;101.6;101.6;100.2;100.2;;;101.5;1.6;1.6;0.2;0.2;;;1.5;
7144;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 January;102.5;102.6;101.1;101.2;;;101.5;2.5;2.6;2.5;2.6;;;0.0;
7145;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 February;103.5;103.6;102.2;102.2;;;101.5;2.1;2.2;2.3;2.3;;;0.0;
7146;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 March;103.5;103.6;102.2;102.2;;;101.5;2.1;2.2;2.3;2.3;;;0.0;
7147;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 1st quarter;103.2;103.3;101.8;101.9;;;101.5;2.3;2.4;2.3;2.4;;;0.0;
7148;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 April;103.7;103.7;102.3;102.4;;;101.5;2.3;2.2;2.3;2.3;;;0.0;
7149;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 May;103.7;103.7;102.3;102.4;;;101.5;2.3;2.2;2.3;2.3;;;0.0;
7150;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 June;103.7;103.7;102.3;102.4;;;101.5;2.3;2.2;2.3;2.3;;;0.0;
7151;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 2nd quarter;103.7;103.7;102.3;102.4;;;101.5;2.3;2.2;2.3;2.3;;;0.0;
7152;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 July;103.7;103.7;102.3;102.4;;;101.5;2.2;2.1;2.1;2.2;;;0.0;
7153;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 August;104.7;104.8;103.3;103.4;;;101.5;3.2;3.1;3.1;3.2;;;0.0;
7154;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 September;104.7;104.8;103.3;103.4;;;101.5;3.2;3.1;3.1;3.2;;;0.0;
7155;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 3rd quarter;104.4;104.5;103.0;103.1;;;101.5;2.9;2.9;2.8;2.9;;;0.0;
7156;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 October;104.8;104.9;103.4;103.5;;;101.5;2.3;2.3;2.3;2.4;;;0.0;
7157;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 November;104.8;104.9;103.4;103.5;;;101.5;2.3;2.3;2.3;2.4;;;0.0;
7158;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 December;104.8;104.9;103.4;103.5;;;101.5;2.2;2.2;2.3;2.3;;;0.0;
7159;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 4th quarter;104.8;104.9;103.4;103.5;;;101.5;2.3;2.3;2.3;2.4;;;0.0;
7160;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2012 year;104.0;104.1;102.6;102.7;;;101.5;2.4;2.5;2.4;2.5;;;0.0;
7161;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 January;104.8;104.9;103.4;103.5;;;101.5;2.2;2.2;2.3;2.3;;;0.0;
7162;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 February;105.9;106.0;104.5;104.6;;;101.5;2.3;2.3;2.3;2.3;;;0.0;
7163;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 March;105.9;106.0;104.5;104.6;;;101.5;2.3;2.3;2.3;2.3;;;0.0;
7164;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 1st quarter;105.5;105.6;104.1;104.2;;;101.5;2.2;2.2;2.3;2.3;;;0.0;
7165;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013  April;105.9;106.0;104.5;104.6;;;101.5;2.1;2.2;2.2;2.1;;;0.0;
7166;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 May;105.9;106.0;104.5;104.6;;;101.5;2.1;2.2;2.2;2.1;;;0.0;
7167;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 June;106.0;106.1;104.6;104.7;;;101.5;2.2;2.3;2.2;2.2;;;0.0;
7168;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 2nd quarter;105.9;106.0;104.5;104.6;;;101.5;2.1;2.2;2.2;2.1;;;0.0;
7169;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 July;106.0;106.1;104.6;104.7;;;101.5;2.2;2.3;2.2;2.2;;;0.0;
7170;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 August;106.0;106.1;104.6;104.7;;;101.5;1.2;1.2;1.3;1.3;;;0.0;
7171;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 September;106.0;106.1;104.6;104.7;;;101.5;1.2;1.2;1.3;1.3;;;0.0;
7172;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 3rd quarter;106.0;106.1;104.6;104.7;;;101.5;1.5;1.5;1.6;1.6;;;0.0;
7173;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 October;106.0;106.1;104.6;104.7;;;101.5;1.1;1.1;1.2;1.2;;;0.0;
7174;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 November;106.0;106.1;104.6;104.7;;;101.5;1.1;1.1;1.2;1.2;;;0.0;
7175;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 December;106.0;106.1;104.6;104.7;;;101.5;1.1;1.1;1.2;1.2;;;0.0;
7176;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 4th quarter;106.0;106.1;104.6;104.7;;;101.5;1.1;1.1;1.2;1.2;;;0.0;
7177;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2013 year;105.9;106.0;104.5;104.5;;;101.5;1.8;1.8;1.9;1.8;;;0.0;
7178;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 January;106.3;106.3;104.8;104.9;;;101.5;1.4;1.3;1.4;1.4;;;0.0;
7179;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 February;106.3;106.3;104.8;104.9;;;101.5;0.4;0.3;0.3;0.3;;;0.0;
7180;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 March;106.3;106.3;104.8;104.9;;;101.5;0.4;0.3;0.3;0.3;;;0.0;
7181;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 1st quarter;106.3;106.3;104.8;104.9;;;101.5;0.8;0.7;0.7;0.7;;;0.0;
7182;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 April;106.3;106.3;104.8;104.9;;;101.5;0.4;0.3;0.3;0.3;;;0.0;
7183;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 May;106.5;106.5;105.0;105.1;;;101.5;0.6;0.5;0.5;0.5;;;0.0;
7184;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 June;106.5;106.5;105.0;105.1;;;101.5;0.5;0.4;0.4;0.4;;;0.0;
7185;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 2nd quarter;106.4;106.4;105.0;105.0;;;101.5;0.5;0.4;0.5;0.4;;;0.0;
7186;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 July;106.5;106.5;105.0;105.1;;;101.5;0.5;0.4;0.4;0.4;;;0.0;
7187;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 August;106.5;106.5;105.0;105.1;;;101.5;0.5;0.4;0.4;0.4;;;0.0;
7188;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 September;106.5;106.5;105.0;105.1;;;101.5;0.5;0.4;0.4;0.4;;;0.0;
7189;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 3rd quarter;106.5;106.5;105.0;105.1;;;101.5;0.5;0.4;0.4;0.4;;;0.0;
7190;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 October;107.9;107.9;106.5;106.5;;;101.5;1.8;1.7;1.8;1.7;;;0.0;
7191;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 November;108.0;108.0;106.5;106.5;;;101.5;1.9;1.8;1.8;1.7;;;0.0;
7192;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 December;108.0;108.0;106.5;106.5;;;101.5;1.9;1.8;1.8;1.7;;;0.0;
7193;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 4th quarter;107.9;108.0;106.5;106.5;;;101.5;1.8;1.8;1.8;1.7;;;0.0;
7194;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2014 year;106.8;106.8;105.3;105.4;;;101.5;0.8;0.8;0.8;0.9;;;0.0;
7195;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 January;108.0;108.0;106.5;106.5;;;101.5;1.6;1.6;1.6;1.5;;;0.0;
7196;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 February;108.0;108.0;106.5;106.5;;;101.5;1.6;1.6;1.6;1.5;;;0.0;
7197;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 March;108.0;108.2;106.5;106.8;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7198;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 1st quarter;108.0;108.1;106.5;106.6;;;101.5;1.6;1.7;1.6;1.6;;;0.0;
7199;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 April;108.0;108.2;106.5;106.8;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7200;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 May;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7201;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 June;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7202;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 2nd quarter;108.1;108.4;106.6;106.9;;;101.5;1.6;1.9;1.5;1.8;;;0.0;
7203;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 July;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7204;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 August;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7205;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 September;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7206;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 3rd quarter;108.2;108.4;106.7;107.0;;;101.5;1.6;1.8;1.6;1.8;;;0.0;
7207;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 October;108.2;108.4;106.7;107.0;;;101.5;0.3;0.5;0.2;0.5;;;0.0;
7208;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 November;108.2;108.4;106.7;107.0;;;101.5;0.2;0.4;0.2;0.5;;;0.0;
7209;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 December;109.9;110.2;108.4;108.7;;;101.5;1.8;2.0;1.8;2.1;;;0.0;
7210;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 4th quarter;108.7;109.0;107.3;107.6;;;101.5;0.7;0.9;0.8;1.0;;;0.0;
7211;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2015 year;108.2;108.5;106.8;107.0;;;101.5;1.3;1.6;1.4;1.5;;;0.0;
7212;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 January;109.9;110.2;108.4;108.7;;;101.5;1.8;2.0;1.8;2.1;;;0.0;
7213;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 February;109.9;110.2;108.4;108.7;;;101.5;1.8;2.0;1.8;2.1;;;0.0;
7214;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 March;109.9;110.2;108.4;108.7;;;101.5;1.8;1.8;1.8;1.8;;;0.0;
7215;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 1st quarter;109.9;110.2;108.4;108.7;;;101.5;1.8;1.9;1.8;2.0;;;0.0;
7216;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 April;109.9;110.2;108.4;108.7;;;101.5;1.8;1.8;1.8;1.8;;;0.0;
7217;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 May;109.9;110.2;108.4;108.7;;;101.5;1.6;1.7;1.6;1.6;;;0.0;
7218;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 June;109.9;110.2;108.4;108.7;;;101.5;1.6;1.7;1.6;1.6;;;0.0;
7219;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 2nd quarter;109.9;110.2;108.4;108.7;;;101.5;1.7;1.7;1.7;1.7;;;0.0;
7220;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 July;111.8;112.1;110.3;110.6;;;101.5;3.3;3.4;3.4;3.4;;;0.0;
7221;Total Collective labour agreement sector;24-25 Man. of basic metals and -products;Current figures;2016 August;111.8;112.1;110.3;110.6;;;101.5;3.3;3.4;3.4;3.4;;;0.0;
