ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
8146;0130 Growing of ornamental plants;Zuid-Holland (PV);2007;755
8147;0130 Growing of ornamental plants;Zuid-Holland (PV);2008;710
8148;0130 Growing of ornamental plants;Zuid-Holland (PV);2009;675
8149;0130 Growing of ornamental plants;Zuid-Holland (PV);2010;640
8150;0130 Growing of ornamental plants;Zeeland (PV);2006;40
8151;0130 Growing of ornamental plants;Zeeland (PV);2007;40
8152;0130 Growing of ornamental plants;Zeeland (PV);2008;35
8153;0130 Growing of ornamental plants;Zeeland (PV);2009;40
8154;0130 Growing of ornamental plants;Zeeland (PV);2010;45
8155;0130 Growing of ornamental plants;Noord-Brabant (PV);2006;990
8156;0130 Growing of ornamental plants;Noord-Brabant (PV);2007;1005
8157;0130 Growing of ornamental plants;Noord-Brabant (PV);2008;1000
8158;0130 Growing of ornamental plants;Noord-Brabant (PV);2009;995
8159;0130 Growing of ornamental plants;Noord-Brabant (PV);2010;1000
8160;0130 Growing of ornamental plants;Limburg (PV);2006;310
8161;0130 Growing of ornamental plants;Limburg (PV);2007;320
8162;0130 Growing of ornamental plants;Limburg (PV);2008;315
8163;0130 Growing of ornamental plants;Limburg (PV);2009;305
8164;0130 Growing of ornamental plants;Limburg (PV);2010;300
8165;0130 Growing of ornamental plants;Oost-Groningen (CR);2006;35
8166;0130 Growing of ornamental plants;Oost-Groningen (CR);2007;25
8167;0130 Growing of ornamental plants;Oost-Groningen (CR);2008;25
8168;0130 Growing of ornamental plants;Oost-Groningen (CR);2009;25
8169;0130 Growing of ornamental plants;Oost-Groningen (CR);2010;20
8170;0130 Growing of ornamental plants;Delfzijl en omgeving (CR);2006;0
8171;0130 Growing of ornamental plants;Delfzijl en omgeving (CR);2007;0
8172;0130 Growing of ornamental plants;Delfzijl en omgeving (CR);2008;0
8173;0130 Growing of ornamental plants;Delfzijl en omgeving (CR);2009;0
8174;0130 Growing of ornamental plants;Delfzijl en omgeving (CR);2010;0
8175;0130 Growing of ornamental plants;Overig Groningen (CR);2006;20
8176;0130 Growing of ornamental plants;Overig Groningen (CR);2007;15
8177;0130 Growing of ornamental plants;Overig Groningen (CR);2008;15
8178;0130 Growing of ornamental plants;Overig Groningen (CR);2009;15
8179;0130 Growing of ornamental plants;Overig Groningen (CR);2010;15
8180;0130 Growing of ornamental plants;Noord-Friesland (CR);2006;15
8181;0130 Growing of ornamental plants;Noord-Friesland (CR);2007;15
8182;0130 Growing of ornamental plants;Noord-Friesland (CR);2008;15
8183;0130 Growing of ornamental plants;Noord-Friesland (CR);2009;15
8184;0130 Growing of ornamental plants;Noord-Friesland (CR);2010;15
8185;0130 Growing of ornamental plants;Zuidwest-Friesland (CR);2006;5
8186;0130 Growing of ornamental plants;Zuidwest-Friesland (CR);2007;0
8187;0130 Growing of ornamental plants;Zuidwest-Friesland (CR);2008;5
8188;0130 Growing of ornamental plants;Zuidwest-Friesland (CR);2009;5
8189;0130 Growing of ornamental plants;Zuidwest-Friesland (CR);2010;5
8190;0130 Growing of ornamental plants;Zuidoost-Friesland (CR);2006;15
8191;0130 Growing of ornamental plants;Zuidoost-Friesland (CR);2007;15
8192;0130 Growing of ornamental plants;Zuidoost-Friesland (CR);2008;15
8193;0130 Growing of ornamental plants;Zuidoost-Friesland (CR);2009;10
8194;0130 Growing of ornamental plants;Zuidoost-Friesland (CR);2010;10
8195;0130 Growing of ornamental plants;Noord-Drenthe (CR);2006;25
8196;0130 Growing of ornamental plants;Noord-Drenthe (CR);2007;20
8197;0130 Growing of ornamental plants;Noord-Drenthe (CR);2008;20
8198;0130 Growing of ornamental plants;Noord-Drenthe (CR);2009;20
8199;0130 Growing of ornamental plants;Noord-Drenthe (CR);2010;20
8200;0130 Growing of ornamental plants;Zuidoost-Drenthe (CR);2006;30
8201;0130 Growing of ornamental plants;Zuidoost-Drenthe (CR);2007;25
8202;0130 Growing of ornamental plants;Zuidoost-Drenthe (CR);2008;20
8203;0130 Growing of ornamental plants;Zuidoost-Drenthe (CR);2009;20
8204;0130 Growing of ornamental plants;Zuidoost-Drenthe (CR);2010;20
8205;0130 Growing of ornamental plants;Zuidwest-Drenthe (CR);2006;25
8206;0130 Growing of ornamental plants;Zuidwest-Drenthe (CR);2007;20
8207;0130 Growing of ornamental plants;Zuidwest-Drenthe (CR);2008;20
8208;0130 Growing of ornamental plants;Zuidwest-Drenthe (CR);2009;20
8209;0130 Growing of ornamental plants;Zuidwest-Drenthe (CR);2010;20
8210;0130 Growing of ornamental plants;Noord-Overijssel (CR);2006;35
8211;0130 Growing of ornamental plants;Noord-Overijssel (CR);2007;35
8212;0130 Growing of ornamental plants;Noord-Overijssel (CR);2008;40
8213;0130 Growing of ornamental plants;Noord-Overijssel (CR);2009;40
8214;0130 Growing of ornamental plants;Noord-Overijssel (CR);2010;40
8215;0130 Growing of ornamental plants;Zuidwest-Overijssel (CR);2006;20
8216;0130 Growing of ornamental plants;Zuidwest-Overijssel (CR);2007;15
8217;0130 Growing of ornamental plants;Zuidwest-Overijssel (CR);2008;15
8218;0130 Growing of ornamental plants;Zuidwest-Overijssel (CR);2009;15
8219;0130 Growing of ornamental plants;Zuidwest-Overijssel (CR);2010;15
8220;0130 Growing of ornamental plants;Twente (CR);2006;70
8221;0130 Growing of ornamental plants;Twente (CR);2007;80
8222;0130 Growing of ornamental plants;Twente (CR);2008;75
8223;0130 Growing of ornamental plants;Twente (CR);2009;75
8224;0130 Growing of ornamental plants;Twente (CR);2010;75
8225;0130 Growing of ornamental plants;Veluwe (CR);2006;95
8226;0130 Growing of ornamental plants;Veluwe (CR);2007;90
8227;0130 Growing of ornamental plants;Veluwe (CR);2008;85
8228;0130 Growing of ornamental plants;Veluwe (CR);2009;80
8229;0130 Growing of ornamental plants;Veluwe (CR);2010;75
8230;0130 Growing of ornamental plants;Achterhoek (CR);2006;75
8231;0130 Growing of ornamental plants;Achterhoek (CR);2007;70
8232;0130 Growing of ornamental plants;Achterhoek (CR);2008;70
8233;0130 Growing of ornamental plants;Achterhoek (CR);2009;65
8234;0130 Growing of ornamental plants;Achterhoek (CR);2010;65
8235;0130 Growing of ornamental plants;Arnhem/Nijmegen (CR);2006;70
8236;0130 Growing of ornamental plants;Arnhem/Nijmegen (CR);2007;60
8237;0130 Growing of ornamental plants;Arnhem/Nijmegen (CR);2008;60
8238;0130 Growing of ornamental plants;Arnhem/Nijmegen (CR);2009;55
8239;0130 Growing of ornamental plants;Arnhem/Nijmegen (CR);2010;60
8240;0130 Growing of ornamental plants;Zuidwest-Gelderland (CR);2006;160
8241;0130 Growing of ornamental plants;Zuidwest-Gelderland (CR);2007;160
8242;0130 Growing of ornamental plants;Zuidwest-Gelderland (CR);2008;160
8243;0130 Growing of ornamental plants;Zuidwest-Gelderland (CR);2009;150
8244;0130 Growing of ornamental plants;Zuidwest-Gelderland (CR);2010;155
8245;0130 Growing of ornamental plants;Utrecht (CR);2006;75
8246;0130 Growing of ornamental plants;Utrecht (CR);2007;70
8247;0130 Growing of ornamental plants;Utrecht (CR);2008;65
8248;0130 Growing of ornamental plants;Utrecht (CR);2009;65
8249;0130 Growing of ornamental plants;Utrecht (CR);2010;55
8250;0130 Growing of ornamental plants;Kop van Noord-Holland (CR);2006;25
8251;0130 Growing of ornamental plants;Kop van Noord-Holland (CR);2007;25
8252;0130 Growing of ornamental plants;Kop van Noord-Holland (CR);2008;25
8253;0130 Growing of ornamental plants;Kop van Noord-Holland (CR);2009;20
8254;0130 Growing of ornamental plants;Kop van Noord-Holland (CR);2010;20
8255;0130 Growing of ornamental plants;Alkmaar en omgeving (CR);2006;5
8256;0130 Growing of ornamental plants;Alkmaar en omgeving (CR);2007;5
8257;0130 Growing of ornamental plants;Alkmaar en omgeving (CR);2008;5
8258;0130 Growing of ornamental plants;Alkmaar en omgeving (CR);2009;5
8259;0130 Growing of ornamental plants;Alkmaar en omgeving (CR);2010;0
8260;0130 Growing of ornamental plants;IJmond (CR);2006;5
8261;0130 Growing of ornamental plants;IJmond (CR);2007;5
8262;0130 Growing of ornamental plants;IJmond (CR);2008;5
8263;0130 Growing of ornamental plants;IJmond (CR);2009;5
8264;0130 Growing of ornamental plants;IJmond (CR);2010;5
8265;0130 Growing of ornamental plants;Agglomeratie Haarlem (CR);2006;0
8266;0130 Growing of ornamental plants;Agglomeratie Haarlem (CR);2007;5
8267;0130 Growing of ornamental plants;Agglomeratie Haarlem (CR);2008;0
8268;0130 Growing of ornamental plants;Agglomeratie Haarlem (CR);2009;0
8269;0130 Growing of ornamental plants;Agglomeratie Haarlem (CR);2010;0
8270;0130 Growing of ornamental plants;Zaanstreek (CR);2006;0
8271;0130 Growing of ornamental plants;Zaanstreek (CR);2007;0
8272;0130 Growing of ornamental plants;Zaanstreek (CR);2008;0
8273;0130 Growing of ornamental plants;Zaanstreek (CR);2009;0
8274;0130 Growing of ornamental plants;Zaanstreek (CR);2010;0
8275;0130 Growing of ornamental plants;Groot-Amsterdam (CR);2006;40
8276;0130 Growing of ornamental plants;Groot-Amsterdam (CR);2007;50
8277;0130 Growing of ornamental plants;Groot-Amsterdam (CR);2008;55
8278;0130 Growing of ornamental plants;Groot-Amsterdam (CR);2009;55
8279;0130 Growing of ornamental plants;Groot-Amsterdam (CR);2010;50
8280;0130 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2006;15
8281;0130 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2007;15
8282;0130 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2008;10
8283;0130 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2009;10
8284;0130 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2010;10
8285;0130 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2006;20
8286;0130 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2007;20
8287;0130 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2008;15
8288;0130 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2009;25
8289;0130 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2010;20
8290;0130 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2006;10
8291;0130 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2007;10
8292;0130 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2008;10
8293;0130 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2009;10
8294;0130 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2010;10
8295;0130 Growing of ornamental plants;Delft en Westland (CR);2006;25
8296;0130 Growing of ornamental plants;Delft en Westland (CR);2007;20
8297;0130 Growing of ornamental plants;Delft en Westland (CR);2008;20
8298;0130 Growing of ornamental plants;Delft en Westland (CR);2009;15
8299;0130 Growing of ornamental plants;Delft en Westland (CR);2010;20
8300;0130 Growing of ornamental plants;Oost-Zuid-Holland (CR);2006;660
8301;0130 Growing of ornamental plants;Oost-Zuid-Holland (CR);2007;660
8302;0130 Growing of ornamental plants;Oost-Zuid-Holland (CR);2008;630
8303;0130 Growing of ornamental plants;Oost-Zuid-Holland (CR);2009;595
8304;0130 Growing of ornamental plants;Oost-Zuid-Holland (CR);2010;550
8305;0130 Growing of ornamental plants;Groot-Rijnmond (CR);2006;30
8306;0130 Growing of ornamental plants;Groot-Rijnmond (CR);2007;30
8307;0130 Growing of ornamental plants;Groot-Rijnmond (CR);2008;25
8308;0130 Growing of ornamental plants;Groot-Rijnmond (CR);2009;25
8309;0130 Growing of ornamental plants;Groot-Rijnmond (CR);2010;35
8310;0130 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2006;15
8311;0130 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2007;10
8312;0130 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2008;15
8313;0130 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2009;10
8314;0130 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2010;10
8315;0130 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2006;5
8316;0130 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2007;5
8317;0130 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2008;5
8318;0130 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2009;5
8319;0130 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2010;10
8320;0130 Growing of ornamental plants;Overig Zeeland (CR);2006;35
8321;0130 Growing of ornamental plants;Overig Zeeland (CR);2007;35
8322;0130 Growing of ornamental plants;Overig Zeeland (CR);2008;30
8323;0130 Growing of ornamental plants;Overig Zeeland (CR);2009;35
8324;0130 Growing of ornamental plants;Overig Zeeland (CR);2010;35
8325;0130 Growing of ornamental plants;West-Noord-Brabant (CR);2006;460
8326;0130 Growing of ornamental plants;West-Noord-Brabant (CR);2007;455
8327;0130 Growing of ornamental plants;West-Noord-Brabant (CR);2008;440
8328;0130 Growing of ornamental plants;West-Noord-Brabant (CR);2009;420
8329;0130 Growing of ornamental plants;West-Noord-Brabant (CR);2010;425
8330;0130 Growing of ornamental plants;Midden-Noord-Brabant (CR);2006;110
8331;0130 Growing of ornamental plants;Midden-Noord-Brabant (CR);2007;115
8332;0130 Growing of ornamental plants;Midden-Noord-Brabant (CR);2008;110
8333;0130 Growing of ornamental plants;Midden-Noord-Brabant (CR);2009;115
8334;0130 Growing of ornamental plants;Midden-Noord-Brabant (CR);2010;115
8335;0130 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2006;225
8336;0130 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2007;235
8337;0130 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2008;235
8338;0130 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2009;250
8339;0130 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2010;255
8340;0130 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2006;200
8341;0130 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2007;200
8342;0130 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2008;205
8343;0130 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2009;210
8344;0130 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2010;210
8345;0130 Growing of ornamental plants;Noord-Limburg (CR);2006;230
8346;0130 Growing of ornamental plants;Noord-Limburg (CR);2007;230
8347;0130 Growing of ornamental plants;Noord-Limburg (CR);2008;230
8348;0130 Growing of ornamental plants;Noord-Limburg (CR);2009;220
8349;0130 Growing of ornamental plants;Noord-Limburg (CR);2010;215
8350;0130 Growing of ornamental plants;Midden-Limburg (CR);2006;50
8351;0130 Growing of ornamental plants;Midden-Limburg (CR);2007;60
8352;0130 Growing of ornamental plants;Midden-Limburg (CR);2008;60
8353;0130 Growing of ornamental plants;Midden-Limburg (CR);2009;65
8354;0130 Growing of ornamental plants;Midden-Limburg (CR);2010;65
8355;0130 Growing of ornamental plants;Zuid-Limburg (CR);2006;30
8356;0130 Growing of ornamental plants;Zuid-Limburg (CR);2007;30
8357;0130 Growing of ornamental plants;Zuid-Limburg (CR);2008;25
8358;0130 Growing of ornamental plants;Zuid-Limburg (CR);2009;20
8359;0130 Growing of ornamental plants;Zuid-Limburg (CR);2010;20
8360;0130 Growing of ornamental plants;Flevoland (CR);2006;25
8361;0130 Growing of ornamental plants;Flevoland (CR);2007;30
8362;0130 Growing of ornamental plants;Flevoland (CR);2008;30
8363;0130 Growing of ornamental plants;Flevoland (CR);2009;35
8364;0130 Growing of ornamental plants;Flevoland (CR);2010;30
8365;0130 Growing of ornamental plants;Groningen (GA);2006;5
8366;0130 Growing of ornamental plants;Groningen (GA);2007;5
8367;0130 Growing of ornamental plants;Groningen (GA);2008;5
8368;0130 Growing of ornamental plants;Groningen (GA);2009;5
8369;0130 Growing of ornamental plants;Groningen (GA);2010;0
8370;0130 Growing of ornamental plants;Leeuwarden (GA);2006;0
8371;0130 Growing of ornamental plants;Leeuwarden (GA);2007;0
8372;0130 Growing of ornamental plants;Leeuwarden (GA);2008;0
8373;0130 Growing of ornamental plants;Leeuwarden (GA);2009;0
8374;0130 Growing of ornamental plants;Leeuwarden (GA);2010;0
8375;0130 Growing of ornamental plants;Zwolle (GA);2006;5
8376;0130 Growing of ornamental plants;Zwolle (GA);2007;5
8377;0130 Growing of ornamental plants;Zwolle (GA);2008;5
8378;0130 Growing of ornamental plants;Zwolle (GA);2009;5
8379;0130 Growing of ornamental plants;Zwolle (GA);2010;0
8380;0130 Growing of ornamental plants;Enschede (GA);2006;0
8381;0130 Growing of ornamental plants;Enschede (GA);2007;0
8382;0130 Growing of ornamental plants;Enschede (GA);2008;0
8383;0130 Growing of ornamental plants;Enschede (GA);2009;0
8384;0130 Growing of ornamental plants;Enschede (GA);2010;5
8385;0130 Growing of ornamental plants;Apeldoorn (GA);2006;10
8386;0130 Growing of ornamental plants;Apeldoorn (GA);2007;10
8387;0130 Growing of ornamental plants;Apeldoorn (GA);2008;10
8388;0130 Growing of ornamental plants;Apeldoorn (GA);2009;5
8389;0130 Growing of ornamental plants;Apeldoorn (GA);2010;10
8390;0130 Growing of ornamental plants;Arnhem (GA);2006;0
8391;0130 Growing of ornamental plants;Arnhem (GA);2007;0
8392;0130 Growing of ornamental plants;Arnhem (GA);2008;0
8393;0130 Growing of ornamental plants;Arnhem (GA);2009;0
8394;0130 Growing of ornamental plants;Arnhem (GA);2010;5
8395;0130 Growing of ornamental plants;Nijmegen (GA);2006;5
8396;0130 Growing of ornamental plants;Nijmegen (GA);2007;5
8397;0130 Growing of ornamental plants;Nijmegen (GA);2008;5
8398;0130 Growing of ornamental plants;Nijmegen (GA);2009;5
8399;0130 Growing of ornamental plants;Nijmegen (GA);2010;5
8400;0130 Growing of ornamental plants;Amersfoort (GA);2006;5
8401;0130 Growing of ornamental plants;Amersfoort (GA);2007;5
8402;0130 Growing of ornamental plants;Amersfoort (GA);2008;5
8403;0130 Growing of ornamental plants;Amersfoort (GA);2009;5
8404;0130 Growing of ornamental plants;Amersfoort (GA);2010;5
8405;0130 Growing of ornamental plants;Utrecht (GA);2006;10
8406;0130 Growing of ornamental plants;Utrecht (GA);2007;5
8407;0130 Growing of ornamental plants;Utrecht (GA);2008;5
